[2024-06-13 12:18:02.898494] [0x0000007f98d14010] [MocapTag] [0x00002ff1] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-06-13 12:18:21.597618] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8337] 1718295501597504, 18.7606, -0.100841, -0.0549728, -1.06062, -0.911299, 0.00564738, 0.0144309, 0.411454, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.599061] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8339] 1718295501598940, 18.7621, -0.0991268, -0.0546887, -1.0625, -0.911371, 0.00594056, 0.0147713, 0.411278, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.603081] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8340] 1718295501602962, 18.7661, -0.0991268, -0.0546887, -1.0625, -0.911371, 0.00594056, 0.0147713, 0.411278, 0.171375, 0.0284105, -0.188065, -0.0810623, 0.0383459, -0.0368595, 
[2024-06-13 12:18:21.604377] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8341] 1718295501604265, 18.7674, -0.0991268, -0.0546887, -1.0625, -0.911371, 0.00594056, 0.0147713, 0.411278, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.607418] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8342] 1718295501607324, 18.7704, -0.0973693, -0.0544088, -1.06437, -0.911518, 0.00617401, 0.0149191, 0.410943, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.610200] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8344] 1718295501610086, 18.7732, -0.0973693, -0.0544088, -1.06437, -0.911518, 0.00617401, 0.0149191, 0.410943, 0.175752, 0.0279902, -0.187754, -0.0539303, 0, -0.0722945, 
[2024-06-13 12:18:21.612802] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8345] 1718295501612691, 18.7758, -0.0973693, -0.0544088, -1.06437, -0.911518, 0.00617401, 0.0149191, 0.410943, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.615653] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8346] 1718295501615541, 18.7787, -0.0973693, -0.0544088, -1.06437, -0.911518, 0.00617401, 0.0149191, 0.410943, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.618192] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8348] 1718295501618071, 18.7812, -0.095587, -0.0541561, -1.06633, -0.911636, 0.00629575, 0.0149628, 0.410678, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.622373] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8349] 1718295501622254, 18.7854, -0.095587, -0.0541561, -1.06633, -0.911636, 0.00629575, 0.0149628, 0.410678, 0.178225, 0.0252616, -0.19587, 0, 0, -0.0578165, 
[2024-06-13 12:18:21.624946] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8350] 1718295501624832, 18.7879, -0.095587, -0.0541561, -1.06633, -0.911636, 0.00629575, 0.0149628, 0.410678, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.627541] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8351] 1718295501627449, 18.7906, -0.0930393, -0.0538526, -1.06846, -0.91188, 0.00627916, 0.0156045, 0.410111, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.630470] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8353] 1718295501630349, 18.7935, -0.0930393, -0.0538526, -1.06846, -0.91188, 0.00627916, 0.0156045, 0.410111, 0.254776, 0.0303522, -0.212846, -0.0483274, 0.119868, -0.12151, 
[2024-06-13 12:18:21.633087] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8354] 1718295501632970, 18.7961, -0.0930393, -0.0538526, -1.06846, -0.91188, 0.00627916, 0.0156045, 0.410111, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.636912] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8355] 1718295501636793, 18.7999, -0.0930393, -0.0538526, -1.06846, -0.91188, 0.00627916, 0.0156045, 0.410111, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.639565] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8357] 1718295501639442, 18.8026, -0.091236, -0.0535796, -1.07047, -0.91203, 0.00633003, 0.0153289, 0.409788, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.642457] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8358] 1718295501642333, 18.8054, -0.091236, -0.0535796, -1.07047, -0.91203, 0.00633003, 0.0153289, 0.409788, 0.180328, 0.0273039, -0.200915, 0, -0.05359, -0.0721037, 
[2024-06-13 12:18:21.645130] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8359] 1718295501644997, 18.8081, -0.091236, -0.0535796, -1.07047, -0.91203, 0.00633003, 0.0153289, 0.409788, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.647696] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8360] 1718295501647570, 18.8107, -0.0894665, -0.0533724, -1.07248, -0.912128, 0.00640061, 0.0149813, 0.409581, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.652196] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8362] 1718295501652077, 18.8152, -0.0894665, -0.0533724, -1.07248, -0.912128, 0.00640061, 0.0149813, 0.409581, 0.176947, 0.0207187, -0.200464, 0, -0.0686398, -0.04673, 
[2024-06-13 12:18:21.655231] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8363] 1718295501655072, 18.8182, -0.0894665, -0.0533724, -1.07248, -0.912128, 0.00640061, 0.0149813, 0.409581, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.657862] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8364] 1718295501657736, 18.8209, -0.0874839, -0.0531833, -1.07459, -0.912272, 0.00627137, 0.0148144, 0.409268, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.660559] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8366] 1718295501660442, 18.8236, -0.0874839, -0.0531833, -1.07459, -0.912272, 0.00627137, 0.0148144, 0.409268, 0.198256, 0.01891, -0.21099, 0.0380278, 0, -0.069505, 
[2024-06-13 12:18:21.662995] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8367] 1718295501662881, 18.826, -0.0874839, -0.0531833, -1.07459, -0.912272, 0.00627137, 0.0148144, 0.409268, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.665837] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8368] 1718295501665704, 18.8288, -0.0874839, -0.0531833, -1.07459, -0.912272, 0.00627137, 0.0148144, 0.409268, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.668926] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8370] 1718295501668792, 18.8319, -0.0856238, -0.0530856, -1.07668, -0.912446, 0.00631856, 0.0142522, 0.408899, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.671677] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8371] 1718295501671557, 18.8347, -0.0856238, -0.0530856, -1.07668, -0.912446, 0.00631856, 0.0142522, 0.408899, 0.186011, 0.00977367, -0.209747, 0.0383139, -0.1055, -0.0832617, 
[2024-06-13 12:18:21.674480] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8372] 1718295501674358, 18.8375, -0.0856238, -0.0530856, -1.07668, -0.912446, 0.00631856, 0.0142522, 0.408899, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.677185] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8373] 1718295501677062, 18.8402, -0.0837776, -0.0529582, -1.07881, -0.912675, 0.00641538, 0.0136, 0.40841, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.680087] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8375] 1718295501679965, 18.8431, -0.0837776, -0.0529582, -1.07881, -0.912675, 0.00641538, 0.0136, 0.40841, 0.184623, 0.0127335, -0.212266, 0.036788, -0.125712, -0.109893, 
[2024-06-13 12:18:21.684154] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8376] 1718295501684034, 18.8471, -0.0837776, -0.0529582, -1.07881, -0.912675, 0.00641538, 0.0136, 0.40841, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.686971] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8377] 1718295501686847, 18.85, -0.0817937, -0.0528373, -1.08095, -0.912871, 0.0064391, 0.0129977, 0.40799, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.690712] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8379] 1718295501690582, 18.8537, -0.0817937, -0.0528373, -1.08095, -0.912871, 0.0064391, 0.0129977, 0.40799, 0.198386, 0.0120921, -0.214468, 0.0457764, -0.110847, -0.0942886, 
[2024-06-13 12:18:21.692412] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8380] 1718295501692286, 18.8554, -0.0817937, -0.0528373, -1.08095, -0.912871, 0.0064391, 0.0129977, 0.40799, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.695089] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8381] 1718295501694972, 18.8581, -0.0817937, -0.0528373, -1.08095, -0.912871, 0.0064391, 0.0129977, 0.40799, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.697616] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8383] 1718295501697538, 18.8607, -0.0798562, -0.0527465, -1.0831, -0.913139, 0.00649521, 0.0123382, 0.40741, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.701185] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8384] 1718295501701068, 18.8642, -0.0798562, -0.0527465, -1.0831, -0.913139, 0.00649521, 0.0123382, 0.40741, 0.193754, 0.00908328, -0.214826, 0.0447273, -0.1236, -0.12958, 
[2024-06-13 12:18:21.703715] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8385] 1718295501703598, 18.8667, -0.0798562, -0.0527465, -1.0831, -0.913139, 0.00649521, 0.0123382, 0.40741, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.706457] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8386] 1718295501706344, 18.8695, -0.0798562, -0.0527465, -1.0831, -0.913139, 0.00649521, 0.0123382, 0.40741, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.709233] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8388] 1718295501709106, 18.8722, -0.0779566, -0.0527127, -1.08527, -0.913393, 0.00647465, 0.0114661, 0.406865, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.711876] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8389] 1718295501711760, 18.8749, -0.0779566, -0.0527127, -1.08527, -0.913393, 0.00647465, 0.0114661, 0.406865, 0.189965, 0.00337786, -0.217073, 0.0757933, -0.156315, -0.122637, 
[2024-06-13 12:18:21.717515] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8390] 1718295501717396, 18.8805, -0.0779566, -0.0527127, -1.08527, -0.913393, 0.00647465, 0.0114661, 0.406865, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.719214] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8392] 1718295501719097, 18.8822, -0.0759266, -0.0527201, -1.08744, -0.913674, 0.00649472, 0.0107323, 0.406254, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.722269] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8393] 1718295501722146, 18.8853, -0.0759266, -0.0527201, -1.08744, -0.913674, 0.00649472, 0.0107323, 0.406254, 0.202996, 0, -0.217581, 0.0570774, -0.134313, -0.136381, 
[2024-06-13 12:18:21.724851] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8394] 1718295501724736, 18.8879, -0.0759266, -0.0527201, -1.08744, -0.913674, 0.00649472, 0.0107323, 0.406254, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.728005] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8396] 1718295501727896, 18.891, -0.0739868, -0.0527866, -1.08957, -0.913968, 0.00671346, 0.0097424, 0.405614, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.732301] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8397] 1718295501732185, 18.8953, -0.0739868, -0.0527866, -1.08957, -0.913968, 0.00671346, 0.0097424, 0.405614, 0.193975, -0.00664659, -0.212296, 0.0413656, -0.197242, -0.143129, 
[2024-06-13 12:18:21.734964] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8398] 1718295501734849, 18.898, -0.0739868, -0.0527866, -1.08957, -0.913968, 0.00671346, 0.0097424, 0.405614, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.739470] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8400] 1718295501739346, 18.9025, -0.071935, -0.0528022, -1.09175, -0.914227, 0.00675686, 0.00900175, 0.405045, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.740559] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8401] 1718295501740436, 18.9036, -0.071935, -0.0528022, -1.09175, -0.914227, 0.00675686, 0.00900175, 0.405045, 0.205185, 0, -0.218152, 0.0528812, -0.137681, -0.126654, 
[2024-06-13 12:18:21.743207] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8402] 1718295501743093, 18.9062, -0.071935, -0.0528022, -1.09175, -0.914227, 0.00675686, 0.00900175, 0.405045, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.745851] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8403] 1718295501745757, 18.9089, -0.071935, -0.0528022, -1.09175, -0.914227, 0.00675686, 0.00900175, 0.405045, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.750386] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8405] 1718295501750270, 18.9134, -0.0699053, -0.0528705, -1.09391, -0.914526, 0.00685721, 0.00832291, 0.404384, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.753334] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8406] 1718295501753220, 18.9163, -0.0699053, -0.0528705, -1.09391, -0.914526, 0.00685721, 0.00832291, 0.404384, 0.202965, -0.00682279, -0.215797, 0.0373602, -0.130856, -0.146466, 
[2024-06-13 12:18:21.756963] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8407] 1718295501756844, 18.92, -0.0699053, -0.0528705, -1.09391, -0.914526, 0.00685721, 0.00832291, 0.404384, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.758990] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8409] 1718295501758866, 18.922, -0.0678573, -0.0530199, -1.09606, -0.914764, 0.00695648, 0.00770221, 0.403855, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.763274] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8410] 1718295501763153, 18.9263, -0.0678573, -0.0530199, -1.09606, -0.914764, 0.00695648, 0.00770221, 0.403855, 0.204805, -0.0149443, -0.215483, 0, -0.120458, -0.117445, 
[2024-06-13 12:18:21.766104] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8411] 1718295501766007, 18.9291, -0.0678573, -0.0530199, -1.09606, -0.914764, 0.00695648, 0.00770221, 0.403855, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.768839] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8413] 1718295501768665, 18.9318, -0.0657657, -0.053212, -1.09825, -0.914962, 0.0070008, 0.0069689, 0.403419, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.771893] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8414] 1718295501771773, 18.9349, -0.0657657, -0.053212, -1.09825, -0.914962, 0.0070008, 0.0069689, 0.403419, 0.209156, -0.0192134, -0.218429, 0.0514984, -0.136859, -0.0973046, 
[2024-06-13 12:18:21.774355] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8415] 1718295501774246, 18.9374, -0.0657657, -0.053212, -1.09825, -0.914962, 0.0070008, 0.0069689, 0.403419, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.778727] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8417] 1718295501778570, 18.9417, -0.0637536, -0.0534084, -1.10044, -0.915207, 0.00716682, 0.00603305, 0.402875, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.781519] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8418] 1718295501781392, 18.9445, -0.0637536, -0.0534084, -1.10044, -0.915207, 0.00716682, 0.00603305, 0.402875, 0.20121, -0.0196385, -0.219227, 0.0454664, -0.183578, -0.121081, 
[2024-06-13 12:18:21.784070] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8419] 1718295501783954, 18.9471, -0.0637536, -0.0534084, -1.10044, -0.915207, 0.00716682, 0.00603305, 0.402875, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.786709] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8420] 1718295501786592, 18.9497, -0.0616606, -0.0536312, -1.10264, -0.915459, 0.0073403, 0.00528857, 0.40231, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.789825] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8422] 1718295501789696, 18.9528, -0.0616606, -0.0536312, -1.10264, -0.915459, 0.0073403, 0.00528857, 0.40231, 0.209301, -0.0222733, -0.219762, 0, -0.149153, -0.125134, 
[2024-06-13 12:18:21.793905] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8423] 1718295501793785, 18.9569, -0.0616606, -0.0536312, -1.10264, -0.915459, 0.0073403, 0.00528857, 0.40231, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.796617] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8424] 1718295501796499, 18.9596, -0.0595164, -0.0538646, -1.10486, -0.915655, 0.00738032, 0.00467733, 0.401869, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.802656] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8426] 1718295501802527, 18.9656, -0.0595164, -0.0538646, -1.10486, -0.915655, 0.00738032, 0.00467733, 0.401869, 0.214425, -0.0233461, -0.22242, 0.0419855, -0.1143, -0.0975072, 
[2024-06-13 12:18:21.803150] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8427] 1718295501803047, 18.9662, -0.0595164, -0.0538646, -1.10486, -0.915655, 0.00738032, 0.00467733, 0.401869, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.804707] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8428] 1718295501804594, 18.9677, -0.0595164, -0.0538646, -1.10486, -0.915655, 0.00738032, 0.00467733, 0.401869, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.807352] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8429] 1718295501807233, 18.9703, -0.0574023, -0.0541555, -1.10705, -0.915894, 0.00747537, 0.00395837, 0.401331, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.810857] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8431] 1718295501810741, 18.9739, -0.0574023, -0.0541555, -1.10705, -0.915894, 0.00747537, 0.00395837, 0.401331, 0.211408, -0.029087, -0.219334, 0.0404596, -0.138311, -0.118953, 
[2024-06-13 12:18:21.813655] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8432] 1718295501813531, 18.9766, -0.0574023, -0.0541555, -1.10705, -0.915894, 0.00747537, 0.00395837, 0.401331, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.815948] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8433] 1718295501815854, 18.979, -0.0574023, -0.0541555, -1.10705, -0.915894, 0.00747537, 0.00395837, 0.401331, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.818544] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8435] 1718295501818415, 18.9815, -0.0553646, -0.0544666, -1.10923, -0.916147, 0.00747484, 0.0031142, 0.40076, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.821558] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8436] 1718295501821441, 18.9846, -0.0553646, -0.0544666, -1.10923, -0.916147, 0.00747484, 0.0031142, 0.40076, 0.203766, -0.0311104, -0.217697, 0.0678539, -0.153578, -0.126356, 
[2024-06-13 12:18:21.825833] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8437] 1718295501825709, 18.9888, -0.0553646, -0.0544666, -1.10923, -0.916147, 0.00747484, 0.0031142, 0.40076, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.828461] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8439] 1718295501828332, 18.9914, -0.0532157, -0.0547788, -1.11139, -0.916383, 0.00749214, 0.00238053, 0.400224, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.830983] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8440] 1718295501830858, 18.994, -0.0532157, -0.0547788, -1.11139, -0.916383, 0.00749214, 0.00238053, 0.400224, 0.214889, -0.0312203, -0.216199, 0.0555277, -0.134902, -0.118005, 
[2024-06-13 12:18:21.833703] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8441] 1718295501833570, 18.9967, -0.0532157, -0.0547788, -1.11139, -0.916383, 0.00749214, 0.00238053, 0.400224, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.836429] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8442] 1718295501836300, 18.9994, -0.0532157, -0.0547788, -1.11139, -0.916383, 0.00749214, 0.00238053, 0.400224, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.839002] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8444] 1718295501838882, 19.002, -0.0509773, -0.0551489, -1.11354, -0.91659, 0.00754469, 0.00188378, 0.399754, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.844234] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8445] 1718295501844110, 19.0072, -0.0509773, -0.0551489, -1.11354, -0.91659, 0.00754469, 0.00188378, 0.399754, 0.22384, -0.0370087, -0.214988, 0, -0.0944616, -0.103474, 
[2024-06-13 12:18:21.845626] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8446] 1718295501845503, 19.0086, -0.0509773, -0.0551489, -1.11354, -0.91659, 0.00754469, 0.00188378, 0.399754, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.849463] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8448] 1718295501849341, 19.0125, -0.0488393, -0.0555291, -1.11568, -0.916853, 0.00753731, 0.0012499, 0.399152, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.850934] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8449] 1718295501850808, 19.0139, -0.0488393, -0.0555291, -1.11568, -0.916853, 0.00753731, 0.0012499, 0.399152, 0.213808, -0.0380204, -0.21383, 0.0517845, -0.11464, -0.132132, 
[2024-06-13 12:18:21.853572] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8450] 1718295501853453, 19.0166, -0.0488393, -0.0555291, -1.11568, -0.916853, 0.00753731, 0.0012499, 0.399152, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.857969] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8452] 1718295501857908, 19.021, -0.0488393, -0.0555291, -1.11568, -0.916853, 0.00753731, 0.0012499, 0.399152, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.860635] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8453] 1718295501860523, 19.0236, -0.0466796, -0.0559249, -1.1178, -0.917131, 0.00743925, 0.000762034, 0.398516, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.863349] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8454] 1718295501863234, 19.0264, -0.0466796, -0.0559249, -1.1178, -0.917131, 0.00743925, 0.000762034, 0.398516, 0.215967, -0.0395772, -0.211723, 0.0566244, -0.0806444, -0.139242, 
[2024-06-13 12:18:21.867111] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8455] 1718295501866996, 19.0301, -0.0466796, -0.0559249, -1.1178, -0.917131, 0.00743925, 0.000762034, 0.398516, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.869867] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8457] 1718295501869754, 19.0329, -0.044457, -0.0563877, -1.11991, -0.917387, 0.00732575, 0.000533984, 0.397929, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.871586] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8458] 1718295501871462, 19.0346, -0.044457, -0.0563877, -1.11991, -0.917387, 0.00732575, 0.000533984, 0.397929, 0.222261, -0.0462815, -0.211224, 0.0386953, 0, -0.128257, 
[2024-06-13 12:18:21.876175] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8459] 1718295501876078, 19.0392, -0.044457, -0.0563877, -1.11991, -0.917387, 0.00732575, 0.000533984, 0.397929, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.878982] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8461] 1718295501878871, 19.042, -0.0422694, -0.0568199, -1.12201, -0.917597, 0.00724916, 0.000212354, 0.397447, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.881477] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8462] 1718295501881361, 19.0445, -0.0422694, -0.0568199, -1.12201, -0.917597, 0.00724916, 0.000212354, 0.397447, 0.218759, -0.0432229, -0.210073, 0.0393629, -0.0522093, -0.105429, 
[2024-06-13 12:18:21.883987] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8463] 1718295501883871, 19.047, -0.0422694, -0.0568199, -1.12201, -0.917597, 0.00724916, 0.000212354, 0.397447, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.886751] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8464] 1718295501886634, 19.0497, -0.0401646, -0.0572689, -1.12413, -0.91779, 0.00705089, -0.000389294, 0.397002, 0, 0, 0, 0, 0, 0, 
[2024-06-13 12:18:21.890493] [0x0000007f92ded9a0] [MocapTag] [0x00002ff1] [8466] 1718295501890376, 19.0535, -0.0401646, -0.0572689, -1.12413, -0.91779, 0.00705089, -0.000389294, 0.397002, 0.210479, -0.0449004, -0.212339, 0.0838995, -0.0940433, -0.0974059, 
