[2025-01-13 19:09:50.173280] [0x0000007f842eb7c0] [MocapTag] [0x00001b7f] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-01-13 19:10:20.648628] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13822] 1736813420648514, 30.5302, 0.157837, 0.219301, -1.23669, -0.980273, 0.0137312, -0.0464692, 0.191617, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.651336] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13823] 1736813420651217, 30.5329, 0.157837, 0.219301, -1.23669, -0.980273, 0.0137312, -0.0464692, 0.191617, 0.783281, -0.386295, 0.0282085, 0.272059, -0.205021, 0, 
[2025-01-13 19:10:20.654171] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13825] 1736813420654063, 30.5357, 0.157837, 0.219301, -1.23669, -0.980273, 0.0137312, -0.0464692, 0.191617, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.656668] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13826] 1736813420656552, 30.5382, 0.157837, 0.219301, -1.23669, -0.980273, 0.0137312, -0.0464692, 0.191617, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.662111] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13827] 1736813420661988, 30.5436, 0.165655, 0.215385, -1.23638, -0.980253, 0.0126313, -0.0474748, 0.19155, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.662806] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13828] 1736813420662721, 30.5444, 0.165655, 0.215385, -1.23638, -0.980253, 0.0126313, -0.0474748, 0.19155, 0.781731, -0.391609, 0.0315163, 0.254679, -0.155374, 0, 
[2025-01-13 19:10:20.664497] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13830] 1736813420664375, 30.546, 0.165655, 0.215385, -1.23638, -0.980253, 0.0126313, -0.0474748, 0.19155, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.666875] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13831] 1736813420666755, 30.5484, 0.165655, 0.215385, -1.23638, -0.980253, 0.0126313, -0.0474748, 0.19155, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.669415] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13832] 1736813420669301, 30.551, 0.173339, 0.211497, -1.23615, -0.98023, 0.011605, -0.0488372, 0.19139, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.672657] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13833] 1736813420672570, 30.5542, 0.173339, 0.211497, -1.23615, -0.98023, 0.011605, -0.0488372, 0.19139, 0.7684, -0.388799, 0.0222489, 0.253034, -0.228303, 0, 
[2025-01-13 19:10:20.675010] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13835] 1736813420674896, 30.5566, 0.173339, 0.211497, -1.23615, -0.98023, 0.011605, -0.0488372, 0.19139, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.677574] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13836] 1736813420677466, 30.5591, 0.18089, 0.20763, -1.23593, -0.980184, 0.0107556, -0.0501283, 0.191337, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.680428] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13837] 1736813420680299, 30.562, 0.18089, 0.20763, -1.23593, -0.980184, 0.0107556, -0.0501283, 0.191337, 0.755074, -0.386716, 0.0218642, 0.216556, -0.221169, 0, 
[2025-01-13 19:10:20.682946] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13838] 1736813420682831, 30.5645, 0.18089, 0.20763, -1.23593, -0.980184, 0.0107556, -0.0501283, 0.191337, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.685589] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13840] 1736813420685469, 30.5671, 0.18089, 0.20763, -1.23593, -0.980184, 0.0107556, -0.0501283, 0.191337, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.688508] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13841] 1736813420688394, 30.57, 0.18845, 0.203767, -1.23571, -0.9801, 0.00988492, -0.0513385, 0.191496, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.691190] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13842] 1736813420691072, 30.5727, 0.18845, 0.203767, -1.23571, -0.9801, 0.00988492, -0.0513385, 0.191496, 0.75603, -0.386295, 0.022114, -628.099, -0.20446, 0.0457793, 
[2025-01-13 19:10:20.694232] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13844] 1736813420694178, 30.5758, 0.18845, 0.203767, -1.23571, -0.9801, 0.00988492, -0.0513385, 0.191496, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.696390] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13845] 1736813420696275, 30.5779, 0.18845, 0.203767, -1.23571, -0.9801, 0.00988492, -0.0513385, 0.191496, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.698821] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13846] 1736813420698713, 30.5804, 0.196058, 0.199922, -1.23547, -0.980046, 0.00890337, -0.0523776, 0.191537, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.701573] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13847] 1736813420701452, 30.5831, 0.196058, 0.199922, -1.23547, -0.980046, 0.00890337, -0.0523776, 0.191537, 0.760834, -0.38444, 0.0246741, 0.234032, -0.166537, 0, 
[2025-01-13 19:10:20.704632] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13849] 1736813420704551, 30.5862, 0.196058, 0.199922, -1.23547, -0.980046, 0.00890337, -0.0523776, 0.191537, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.707371] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13850] 1736813420707253, 30.5889, 0.203524, 0.196115, -1.23519, -0.979964, 0.00771857, -0.0531101, 0.191806, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.710231] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13851] 1736813420710109, 30.5918, 0.203524, 0.196115, -1.23519, -0.979964, 0.00771857, -0.0531101, 0.191806, 0.746581, -0.380773, 0.0274405, 0.264835, -0.0982843, 0.0703484, 
[2025-01-13 19:10:20.712840] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13852] 1736813420712751, 30.5944, 0.203524, 0.196115, -1.23519, -0.979964, 0.00771857, -0.0531101, 0.191806, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.716053] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13854] 1736813420715923, 30.5976, 0.203524, 0.196115, -1.23519, -0.979964, 0.00771857, -0.0531101, 0.191806, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.719627] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13855] 1736813420719509, 30.6012, 0.210813, 0.19228, -1.23486, -0.979881, 0.00657452, -0.0537424, 0.1921, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.722489] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13856] 1736813420722283, 30.6039, 0.210813, 0.19228, -1.23486, -0.979881, 0.00657452, -0.0537424, 0.1921, 0.72888, -0.383463, 0.0333832, 0.253272, -0.0799917, 0.074929, 
[2025-01-13 19:10:20.724923] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13858] 1736813420724798, 30.6065, 0.210813, 0.19228, -1.23486, -0.979881, 0.00657452, -0.0537424, 0.1921, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.727422] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13859] 1736813420727306, 30.609, 0.217961, 0.18856, -1.23462, -0.979884, 0.00582681, -0.0551029, 0.191722, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.730049] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13860] 1736813420729924, 30.6116, 0.217961, 0.18856, -1.23462, -0.979884, 0.00582681, -0.0551029, 0.191722, 0.714856, -0.371972, 0.0238888, 0.196052, -0.238926, -0.0625521, 
[2025-01-13 19:10:20.734017] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13861] 1736813420733929, 30.6156, 0.217961, 0.18856, -1.23462, -0.979884, 0.00582681, -0.0551029, 0.191722, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.738050] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13863] 1736813420737922, 30.6196, 0.217961, 0.18856, -1.23462, -0.979884, 0.00582681, -0.0551029, 0.191722, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.739652] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13864] 1736813420739520, 30.6212, 0.225159, 0.184924, -1.2343, -0.979792, 0.00492224, -0.0560427, 0.191945, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.742294] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13865] 1736813420742168, 30.6238, 0.225159, 0.184924, -1.2343, -0.979792, 0.00492224, -0.0560427, 0.191945, 0.719721, -0.363654, 0.0319306, 0.217438, -0.149614, 0.0601888, 
[2025-01-13 19:10:20.744737] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13867] 1736813420744615, 30.6263, 0.225159, 0.184924, -1.2343, -0.979792, 0.00492224, -0.0560427, 0.191945, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.747459] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13868] 1736813420747307, 30.629, 0.232123, 0.181371, -1.23402, -0.979778, 0.00394718, -0.0567327, 0.191837, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.751908] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13869] 1736813420751739, 30.6334, 0.232123, 0.181371, -1.23402, -0.979778, 0.00394718, -0.0567327, 0.191837, 0.696432, -0.355274, 0.0282243, 0.217891, -0.0981435, 0, 
[2025-01-13 19:10:20.754117] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13871] 1736813420754053, 30.6357, 0.232123, 0.181371, -1.23402, -0.979778, 0.00394718, -0.0567327, 0.191837, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.757116] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13872] 1736813420756998, 30.6387, 0.232123, 0.181371, -1.23402, -0.979778, 0.00394718, -0.0567327, 0.191837, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.759310] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13873] 1736813420759193, 30.6408, 0.239009, 0.177772, -1.23378, -0.979761, 0.00307249, -0.0575047, 0.191708, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.764622] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13874] 1736813420764512, 30.6462, 0.239009, 0.177772, -1.23378, -0.979761, 0.00307249, -0.0575047, 0.191708, 0.688569, -0.359864, 0.0236187, 0.201058, -0.118203, 0, 
[2025-01-13 19:10:20.765272] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13876] 1736813420765151, 30.6468, 0.239009, 0.177772, -1.23378, -0.979761, 0.00307249, -0.0575047, 0.191708, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.768143] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13877] 1736813420768030, 30.6497, 0.239009, 0.177772, -1.23378, -0.979761, 0.00307249, -0.0575047, 0.191708, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.770713] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13878] 1736813420770594, 30.6522, 0.245836, 0.174318, -1.23352, -0.979761, 0.00252478, -0.0583415, 0.191461, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.773437] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13879] 1736813420773317, 30.655, 0.245836, 0.174318, -1.23352, -0.979761, 0.00252478, -0.0583415, 0.191461, 0.682741, -0.345462, 0.026224, 0.137734, -0.143813, -0.0393897, 
[2025-01-13 19:10:20.776010] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13881] 1736813420775893, 30.6575, 0.245836, 0.174318, -1.23352, -0.979761, 0.00252478, -0.0583415, 0.191461, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.778529] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13882] 1736813420778415, 30.6601, 0.252564, 0.170858, -1.23326, -0.979648, 0.00175981, -0.0591453, 0.191805, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.781298] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13883] 1736813420781175, 30.6628, 0.252564, 0.170858, -1.23326, -0.979648, 0.00175981, -0.0591453, 0.191805, 0.672815, -0.345978, 0.0263436, 0.186348, -0.127844, 0.0838935, 
[2025-01-13 19:10:20.784008] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13884] 1736813420783921, 30.6656, 0.252564, 0.170858, -1.23326, -0.979648, 0.00175981, -0.0591453, 0.191805, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.786506] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13886] 1736813420786389, 30.668, 0.252564, 0.170858, -1.23326, -0.979648, 0.00175981, -0.0591453, 0.191805, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.789011] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13887] 1736813420788896, 30.6706, 0.259209, 0.167378, -1.23308, -0.97954, 0.000977234, -0.0599662, 0.192103, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.791846] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13888] 1736813420791727, 30.6734, 0.259209, 0.167378, -1.23308, -0.97954, 0.000977234, -0.0599662, 0.192103, 0.664502, -0.347951, 0.0176427, 0.190067, -0.130484, 0.0754207, 
[2025-01-13 19:10:20.794250] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13890] 1736813420794126, 30.6758, 0.259209, 0.167378, -1.23308, -0.97954, 0.000977234, -0.0599662, 0.192103, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.798516] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13891] 1736813420798400, 30.6801, 0.259209, 0.167378, -1.23308, -0.97954, 0.000977234, -0.0599662, 0.192103, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.799999] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13892] 1736813420799883, 30.6815, 0.265701, 0.163985, -1.23288, -0.979477, 0.000173848, -0.0608079, 0.192166, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.802703] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13893] 1736813420802573, 30.6842, 0.265701, 0.163985, -1.23288, -0.979477, 0.000173848, -0.0608079, 0.192166, 0.649193, -0.339313, 0.0201994, 0.192261, -0.134214, 0, 
[2025-01-13 19:10:20.805383] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13895] 1736813420805269, 30.6869, 0.265701, 0.163985, -1.23288, -0.979477, 0.000173848, -0.0608079, 0.192166, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.807822] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13896] 1736813420807711, 30.6894, 0.272086, 0.16068, -1.23273, -0.979378, -0.000635406, -0.0619094, 0.192318, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.810424] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13897] 1736813420810306, 30.692, 0.272086, 0.16068, -1.23273, -0.979378, -0.000635406, -0.0619094, 0.192318, 0.638501, -0.330537, 0.0151102, 0.204802, -0.184768, 0.0481993, 
[2025-01-13 19:10:20.812916] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13898] 1736813420812799, 30.6945, 0.272086, 0.16068, -1.23273, -0.979378, -0.000635406, -0.0619094, 0.192318, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.816224] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13900] 1736813420816106, 30.6978, 0.272086, 0.16068, -1.23273, -0.979378, -0.000635406, -0.0619094, 0.192318, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.818582] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13901] 1736813420818471, 30.7001, 0.278375, 0.157458, -1.23255, -0.979284, -0.0013931, -0.0628867, 0.192476, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.822055] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13902] 1736813420821936, 30.7036, 0.278375, 0.157458, -1.23255, -0.979284, -0.0013931, -0.0628867, 0.192476, 0.628863, -0.322213, 0.0175463, 0.189972, -0.162258, 0.0484556, 
[2025-01-13 19:10:20.823946] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13903] 1736813420823849, 30.7055, 0.278375, 0.157458, -1.23255, -0.979284, -0.0013931, -0.0628867, 0.192476, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.826629] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13905] 1736813420826515, 30.7082, 0.278375, 0.157458, -1.23255, -0.979284, -0.0013931, -0.0628867, 0.192476, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.829103] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13906] 1736813420828946, 30.7106, 0.284564, 0.154308, -1.23241, -0.979165, -0.00221365, -0.0638346, 0.192757, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.832159] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13907] 1736813420832035, 30.7137, 0.284564, 0.154308, -1.23241, -0.979165, -0.00221365, -0.0638346, 0.192757, 0.618948, -0.314931, 0.0140917, 0.202894, -0.15361, 0.0745356, 
[2025-01-13 19:10:20.834592] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13909] 1736813420834511, 30.7162, 0.284564, 0.154308, -1.23241, -0.979165, -0.00221365, -0.0638346, 0.192757, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.837127] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13910] 1736813420837010, 30.7187, 0.290688, 0.151209, -1.23214, -0.979029, -0.00299528, -0.0646125, 0.19318, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.840314] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13911] 1736813420840195, 30.7219, 0.290688, 0.151209, -1.23214, -0.979029, -0.00299528, -0.0646125, 0.19318, 0.612345, -0.309967, 0.0266341, 0.190473, -0.121141, 0.102347, 
[2025-01-13 19:10:20.842307] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13912] 1736813420842190, 30.7238, 0.290688, 0.151209, -1.23214, -0.979029, -0.00299528, -0.0646125, 0.19318, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.844921] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13914] 1736813420844808, 30.7265, 0.290688, 0.151209, -1.23214, -0.979029, -0.00299528, -0.0646125, 0.19318, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.847873] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13915] 1736813420847759, 30.7294, 0.296638, 0.148158, -1.23187, -0.978953, -0.0037448, -0.0652918, 0.193323, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.850528] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13916] 1736813420850409, 30.7321, 0.296638, 0.148158, -1.23187, -0.978953, -0.0037448, -0.0652918, 0.193323, 0.595045, -0.305077, 0.0275192, 0.17674, -0.103775, 0.0438303, 
[2025-01-13 19:10:20.853388] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13917] 1736813420853300, 30.735, 0.296638, 0.148158, -1.23187, -0.978953, -0.0037448, -0.0652918, 0.193323, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.856032] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13919] 1736813420855917, 30.7376, 0.296638, 0.148158, -1.23187, -0.978953, -0.0037448, -0.0652918, 0.193323, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.859455] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13920] 1736813420859343, 30.741, 0.302514, 0.14518, -1.23162, -0.978869, -0.00447536, -0.0661898, 0.193429, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.861300] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13921] 1736813420861185, 30.7428, 0.302514, 0.14518, -1.23162, -0.978869, -0.00447536, -0.0661898, 0.193429, 0.587619, -0.297779, 0.0249057, 0.181293, -0.147554, 0.0382036, 
[2025-01-13 19:10:20.865760] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13923] 1736813420865596, 30.7473, 0.302514, 0.14518, -1.23162, -0.978869, -0.00447536, -0.0661898, 0.193429, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.868103] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13924] 1736813420867989, 30.7496, 0.308353, 0.142231, -1.23136, -0.978778, -0.00520017, -0.0667221, 0.193688, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.870932] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13925] 1736813420870814, 30.7525, 0.308353, 0.142231, -1.23136, -0.978778, -0.00520017, -0.0667221, 0.193688, 0.583843, -0.29488, 0.025758, 0.16768, -0.075312, 0.0666469, 
[2025-01-13 19:10:20.873420] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13926] 1736813420873294, 30.755, 0.308353, 0.142231, -1.23136, -0.978778, -0.00520017, -0.0667221, 0.193688, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.876142] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13928] 1736813420876023, 30.7577, 0.308353, 0.142231, -1.23136, -0.978778, -0.00520017, -0.0667221, 0.193688, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.879786] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13929] 1736813420879664, 30.7613, 0.314023, 0.139301, -1.23113, -0.978594, -0.00588508, -0.0675416, 0.194313, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.883237] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13931] 1736813420883181, 30.7648, 0.314023, 0.139301, -1.23113, -0.978594, -0.00588508, -0.0675416, 0.194313, 0.567061, -0.293068, 0.0227762, 0.176263, -0.131781, 0.14382, 
[2025-01-13 19:10:20.886075] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13932] 1736813420885961, 30.7676, 0.314023, 0.139301, -1.23113, -0.978594, -0.00588508, -0.0675416, 0.194313, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.888454] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13933] 1736813420888344, 30.77, 0.319608, 0.136413, -1.23087, -0.978486, -0.00648462, -0.0680333, 0.194663, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.891317] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13934] 1736813420891198, 30.7729, 0.319608, 0.136413, -1.23087, -0.978486, -0.00648462, -0.0680333, 0.194663, 0.558466, -0.288774, 0.0265891, 0.142765, -0.0716269, 0.0838548, 
[2025-01-13 19:10:20.894912] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13936] 1736813420894788, 30.7764, 0.319608, 0.136413, -1.23087, -0.978486, -0.00648462, -0.0680333, 0.194663, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.897355] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13937] 1736813420897242, 30.7789, 0.324978, 0.133645, -1.23063, -0.978424, -0.00681748, -0.0686291, 0.194756, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.900557] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13938] 1736813420900438, 30.7821, 0.324978, 0.133645, -1.23063, -0.978424, -0.00681748, -0.0686291, 0.194756, 0.537014, -0.276763, 0.0236516, 0.0909328, -0.103538, 0, 
[2025-01-13 19:10:20.903041] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13939] 1736813420902926, 30.7846, 0.324978, 0.133645, -1.23063, -0.978424, -0.00681748, -0.0686291, 0.194756, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.905659] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13941] 1736813420905545, 30.7872, 0.324978, 0.133645, -1.23063, -0.978424, -0.00681748, -0.0686291, 0.194756, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.908087] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13942] 1736813420907978, 30.7896, 0.330332, 0.130968, -1.23042, -0.978407, -0.00702876, -0.0688972, 0.19474, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.911433] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13943] 1736813420911315, 30.793, 0.330332, 0.130968, -1.23042, -0.978407, -0.00702876, -0.0688972, 0.19474, 0.535419, -0.267735, 0.0212672, 0.0522852, -0.0444159, 0, 
[2025-01-13 19:10:20.913773] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13944] 1736813420913665, 30.7953, 0.330332, 0.130968, -1.23042, -0.978407, -0.00702876, -0.0688972, 0.19474, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.916523] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13946] 1736813420916407, 30.7981, 0.330332, 0.130968, -1.23042, -0.978407, -0.00702876, -0.0688972, 0.19474, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.918967] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13947] 1736813420918857, 30.8005, 0.335569, 0.128421, -1.23018, -0.978404, -0.00718066, -0.0694545, 0.194549, 0, 0, 0, 0, 0, 0, 
[2025-01-13 19:10:20.921936] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13948] 1736813420921818, 30.8035, 0.335569, 0.128421, -1.23018, -0.978404, -0.00718066, -0.0694545, 0.194549, 0.523695, -0.254708, 0.0234876, 0.0498295, -0.104298, 0, 
[2025-01-13 19:10:20.926646] [0x0000007f6b7fd9a0] [MocapTag] [0x00001b7f] [13950] 1736813420926528, 30.8082, 0.335569, 0.128421, -1.23018, -0.978404, -0.00718066, -0.0694545, 0.194549, 0, 0, 0, 0, 0, 0, 
