[2025-01-13 17:15:04.932588] [0x0000007fa83317c0] [MocapTag] [0x000014bf] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-01-13 17:15:12.298790] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3277] 1736806512298670, 7.41383, 0.0782194, -0.274809, -0.309966, -0.999664, 0.0115641, -0.0104916, -0.0206889, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.301364] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3278] 1736806512301254, 7.41641, 0.0781728, -0.27482, -0.309999, -0.999662, 0.0116004, -0.0104866, -0.0207692, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.304142] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3280] 1736806512304022, 7.41918, 0.0781728, -0.27482, -0.309999, -0.999662, 0.0116004, -0.0104866, -0.0207692, -0.00465917, 0, -0.00321513, 0, 0, 0, 
[2025-01-13 17:15:12.308559] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3281] 1736806512308449, 7.42361, 0.0781728, -0.27482, -0.309999, -0.999662, 0.0116004, -0.0104866, -0.0207692, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.312033] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3282] 1736806512311912, 7.42707, 0.0781248, -0.274798, -0.309971, -0.999661, 0.0116285, -0.0104307, -0.0208343, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.314581] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3284] 1736806512314468, 7.42963, 0.0781248, -0.274798, -0.309971, -0.999661, 0.0116285, -0.0104307, -0.0208343, -0.00480515, 0.00217761, 0.00280202, 0, 0, 0, 
[2025-01-13 17:15:12.316970] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3285] 1736806512316867, 7.43203, 0.0781248, -0.274798, -0.309971, -0.999661, 0.0116285, -0.0104307, -0.0208343, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.319703] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3286] 1736806512319588, 7.43475, 0.0780942, -0.27481, -0.309984, -0.999661, 0.0116528, -0.0104513, -0.0208272, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.324009] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3288] 1736806512323896, 7.43905, 0.0780942, -0.27481, -0.309984, -0.999661, 0.0116528, -0.0104513, -0.0208272, -0.00306017, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.326594] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3289] 1736806512326484, 7.44164, 0.0780942, -0.27481, -0.309984, -0.999661, 0.0116528, -0.0104513, -0.0208272, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.329072] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3290] 1736806512328966, 7.44412, 0.0780942, -0.27481, -0.309984, -0.999661, 0.0116528, -0.0104513, -0.0208272, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.331743] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3291] 1736806512331631, 7.44679, 0.0780853, -0.274788, -0.309969, -0.99966, 0.0116051, -0.0104658, -0.0208849, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.334674] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3293] 1736806512334563, 7.44972, 0.0780853, -0.274788, -0.309969, -0.99966, 0.0116051, -0.0104658, -0.0208849, 0, 0.00216125, 0, 0, 0, 0, 
[2025-01-13 17:15:12.337216] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3294] 1736806512337110, 7.45227, 0.0780853, -0.274788, -0.309969, -0.99966, 0.0116051, -0.0104658, -0.0208849, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.340556] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3295] 1736806512340447, 7.45561, 0.078011, -0.274771, -0.309972, -0.999658, 0.0116191, -0.0106501, -0.0208657, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.344168] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3297] 1736806512344056, 7.45922, 0.078011, -0.274771, -0.309972, -0.999658, 0.0116191, -0.0106501, -0.0208657, -0.00742397, 0, 0, 0, -0.0368504, 0, 
[2025-01-13 17:15:12.346710] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3298] 1736806512346599, 7.46176, 0.078011, -0.274771, -0.309972, -0.999658, 0.0116191, -0.0106501, -0.0208657, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.349204] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3299] 1736806512349100, 7.46426, 0.078011, -0.274771, -0.309972, -0.999658, 0.0116191, -0.0106501, -0.0208657, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.352145] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3300] 1736806512352031, 7.46719, 0.0780191, -0.27475, -0.309973, -0.999659, 0.0115843, -0.0107841, -0.0207742, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.356150] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3302] 1736806512356038, 7.4712, 0.0780191, -0.27475, -0.309973, -0.999659, 0.0115843, -0.0107841, -0.0207742, 0, 0.00207083, 0, 0, 0, 0, 
[2025-01-13 17:15:12.358700] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3303] 1736806512358599, 7.47376, 0.0780191, -0.27475, -0.309973, -0.999659, 0.0115843, -0.0107841, -0.0207742, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.361421] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3304] 1736806512361309, 7.47647, 0.0779894, -0.274747, -0.309974, -0.999658, 0.0115831, -0.010844, -0.0207971, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.364178] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3306] 1736806512364065, 7.47922, 0.0779894, -0.274747, -0.309974, -0.999658, 0.0115831, -0.010844, -0.0207971, -0.00297273, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.366791] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3307] 1736806512366669, 7.48183, 0.0779894, -0.274747, -0.309974, -0.999658, 0.0115831, -0.010844, -0.0207971, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.369385] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3308] 1736806512369275, 7.48443, 0.0779776, -0.274778, -0.309984, -0.99966, 0.0116014, -0.0108816, -0.0206624, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.372623] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3309] 1736806512372534, 7.48769, 0.0779776, -0.274778, -0.309984, -0.99966, 0.0116014, -0.0108816, -0.0206624, 0, -0.00316173, 0, 0, 0, 0, 
[2025-01-13 17:15:12.375178] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3311] 1736806512375057, 7.49022, 0.0779776, -0.274778, -0.309984, -0.99966, 0.0116014, -0.0108816, -0.0206624, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.378872] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3312] 1736806512378763, 7.49392, 0.0779776, -0.274778, -0.309984, -0.99966, 0.0116014, -0.0108816, -0.0206624, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.381094] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3313] 1736806512380985, 7.49614, 0.0779978, -0.274791, -0.309954, -0.999662, 0.0116324, -0.0108367, -0.0205934, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.383680] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3315] 1736806512383559, 7.49872, 0.0779978, -0.274791, -0.309954, -0.999662, 0.0116324, -0.0108367, -0.0205934, 0.00202302, 0, 0.00298065, 0, 0, 0, 
[2025-01-13 17:15:12.387906] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3316] 1736806512387796, 7.50296, 0.0779978, -0.274791, -0.309954, -0.999662, 0.0116324, -0.0108367, -0.0205934, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.390407] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3317] 1736806512390294, 7.50545, 0.0780124, -0.274838, -0.309946, -0.999663, 0.0116219, -0.0107167, -0.0206149, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.393441] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3319] 1736806512393333, 7.50849, 0.0780124, -0.274838, -0.309946, -0.999663, 0.0116219, -0.0107167, -0.0206149, 0, -0.00469595, 0, 0, 0, 0, 
[2025-01-13 17:15:12.396247] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3320] 1736806512396091, 7.51125, 0.0780124, -0.274838, -0.309946, -0.999663, 0.0116219, -0.0107167, -0.0206149, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.398521] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3321] 1736806512398408, 7.51357, 0.0780124, -0.274838, -0.309946, -0.999663, 0.0116219, -0.0107167, -0.0206149, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.400984] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3322] 1736806512400878, 7.51604, 0.0780255, -0.274859, -0.309953, -0.999664, 0.0115417, -0.0105709, -0.0206725, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.405778] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3324] 1736806512405665, 7.52082, 0.0780255, -0.274859, -0.309953, -0.999664, 0.0115417, -0.0105709, -0.0206725, 0, -0.00211193, 0, 0, 0, 0, 
[2025-01-13 17:15:12.407261] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3325] 1736806512407150, 7.52231, 0.0780255, -0.274859, -0.309953, -0.999664, 0.0115417, -0.0105709, -0.0206725, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.409897] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3326] 1736806512409788, 7.52495, 0.0780498, -0.274854, -0.309947, -0.999664, 0.0114902, -0.0105017, -0.0207394, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.412579] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3328] 1736806512412524, 7.52768, 0.0780498, -0.274854, -0.309947, -0.999664, 0.0114902, -0.0105017, -0.0207394, 0.00243102, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.415226] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3329] 1736806512415114, 7.53027, 0.0780498, -0.274854, -0.309947, -0.999664, 0.0114902, -0.0105017, -0.0207394, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.419375] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3330] 1736806512419252, 7.53441, 0.0780498, -0.274854, -0.309947, -0.999664, 0.0114902, -0.0105017, -0.0207394, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.421994] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3331] 1736806512421882, 7.53704, 0.0780803, -0.274815, -0.309915, -0.999665, 0.0114388, -0.0103941, -0.0207749, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.424928] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3333] 1736806512424809, 7.53997, 0.0780803, -0.274815, -0.309915, -0.999665, 0.0114388, -0.0103941, -0.0207749, 0.00304805, 0.00394143, 0.00323352, 0, 0, 0, 
[2025-01-13 17:15:12.427388] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3334] 1736806512427277, 7.54244, 0.0780803, -0.274815, -0.309915, -0.999665, 0.0114388, -0.0103941, -0.0207749, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.429956] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3335] 1736806512429854, 7.54501, 0.0781287, -0.274777, -0.309901, -0.999664, 0.0114839, -0.0103445, -0.020802, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.432733] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3336] 1736806512432640, 7.5478, 0.0781287, -0.274777, -0.309901, -0.999664, 0.0114839, -0.0103445, -0.020802, 0.00484609, 0.00374232, 0, 0, 0, 0, 
[2025-01-13 17:15:12.436125] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3338] 1736806512436013, 7.55117, 0.0781287, -0.274777, -0.309901, -0.999664, 0.0114839, -0.0103445, -0.020802, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.438879] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3339] 1736806512438764, 7.55392, 0.0781287, -0.274777, -0.309901, -0.999664, 0.0114839, -0.0103445, -0.020802, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.441381] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3340] 1736806512441270, 7.55643, 0.0781417, -0.274767, -0.309892, -0.999665, 0.0115223, -0.0103705, -0.0207365, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.444019] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3342] 1736806512443898, 7.55906, 0.0781417, -0.274767, -0.309892, -0.999665, 0.0115223, -0.0103705, -0.0207365, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.446658] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3343] 1736806512446547, 7.56171, 0.0781417, -0.274767, -0.309892, -0.999665, 0.0115223, -0.0103705, -0.0207365, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.450615] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3344] 1736806512450507, 7.56567, 0.0781417, -0.274767, -0.309892, -0.999665, 0.0115223, -0.0103705, -0.0207365, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.453162] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3346] 1736806512453082, 7.56824, 0.0781529, -0.274761, -0.309899, -0.999663, 0.0115497, -0.0103574, -0.0207953, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.455905] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3347] 1736806512455794, 7.57095, 0.0781529, -0.274761, -0.309899, -0.999663, 0.0115497, -0.0103574, -0.0207953, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.458665] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3348] 1736806512458555, 7.57371, 0.0781529, -0.274761, -0.309899, -0.999663, 0.0115497, -0.0103574, -0.0207953, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.462599] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3350] 1736806512462543, 7.5777, 0.0781729, -0.274752, -0.309896, -0.999663, 0.0114575, -0.0102677, -0.0208895, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.465641] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3351] 1736806512465530, 7.58069, 0.0781729, -0.274752, -0.309896, -0.999663, 0.0114575, -0.0102677, -0.0208895, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.468410] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3352] 1736806512468299, 7.58346, 0.0781729, -0.274752, -0.309896, -0.999663, 0.0114575, -0.0102677, -0.0208895, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.470849] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3353] 1736806512470744, 7.5859, 0.0782156, -0.274764, -0.309909, -0.999662, 0.0114666, -0.010299, -0.0209427, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.473671] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3355] 1736806512473554, 7.58871, 0.0782156, -0.274764, -0.309909, -0.999662, 0.0114666, -0.010299, -0.0209427, 0.00426966, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.476235] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3356] 1736806512476094, 7.59125, 0.0782156, -0.274764, -0.309909, -0.999662, 0.0114666, -0.010299, -0.0209427, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.478890] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3357] 1736806512478778, 7.59394, 0.0782156, -0.274764, -0.309909, -0.999662, 0.0114666, -0.010299, -0.0209427, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.482558] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3359] 1736806512482505, 7.59766, 0.0782147, -0.27479, -0.309934, -0.999662, 0.0114954, -0.0103376, -0.020922, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.485138] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3360] 1736806512485025, 7.60018, 0.0782147, -0.27479, -0.309934, -0.999662, 0.0114954, -0.0103376, -0.020922, 0, -0.00262474, -0.00246477, 0, 0, 0, 
[2025-01-13 17:15:12.487895] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3361] 1736806512487784, 7.60294, 0.0782147, -0.27479, -0.309934, -0.999662, 0.0114954, -0.0103376, -0.020922, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.490473] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3362] 1736806512490366, 7.60553, 0.0782241, -0.274794, -0.309926, -0.999662, 0.0115365, -0.010306, -0.0209138, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.493321] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3364] 1736806512493229, 7.60839, 0.0782241, -0.274794, -0.309926, -0.999662, 0.0115365, -0.010306, -0.0209138, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.497907] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3365] 1736806512497798, 7.61296, 0.0782241, -0.274794, -0.309926, -0.999662, 0.0115365, -0.010306, -0.0209138, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.500460] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3366] 1736806512500354, 7.61551, 0.0781844, -0.274817, -0.309934, -0.999662, 0.0115947, -0.0103598, -0.0208249, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.503622] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3368] 1736806512503507, 7.61867, 0.0781844, -0.274817, -0.309934, -0.999662, 0.0115947, -0.0103598, -0.0208249, -0.00396951, -0.00229373, 0, 0, 0, 0, 
[2025-01-13 17:15:12.506773] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3369] 1736806512506661, 7.62182, 0.0781844, -0.274817, -0.309934, -0.999662, 0.0115947, -0.0103598, -0.0208249, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.508701] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3370] 1736806512508599, 7.62376, 0.0781844, -0.274817, -0.309934, -0.999662, 0.0115947, -0.0103598, -0.0208249, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.513270] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3372] 1736806512513163, 7.62832, 0.0781847, -0.274821, -0.309938, -0.999663, 0.0115773, -0.0103877, -0.0208052, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.515896] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3373] 1736806512515783, 7.63094, 0.0781847, -0.274821, -0.309938, -0.999663, 0.0115773, -0.0103877, -0.0208052, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.518609] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3374] 1736806512518496, 7.63366, 0.0781847, -0.274821, -0.309938, -0.999663, 0.0115773, -0.0103877, -0.0208052, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.521280] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3375] 1736806512521167, 7.63633, 0.0781551, -0.274801, -0.309938, -0.999662, 0.0115348, -0.0105266, -0.0207751, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.524046] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3377] 1736806512523927, 7.63909, 0.0781551, -0.274801, -0.309938, -0.999662, 0.0115348, -0.0105266, -0.0207751, -0.00296421, 0.00201027, 0, 0, 0, 0, 
[2025-01-13 17:15:12.526680] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3378] 1736806512526569, 7.64173, 0.0781551, -0.274801, -0.309938, -0.999662, 0.0115348, -0.0105266, -0.0207751, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.531225] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3379] 1736806512531115, 7.64627, 0.0781551, -0.274801, -0.309938, -0.999662, 0.0115348, -0.0105266, -0.0207751, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.532487] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3380] 1736806512532398, 7.64756, 0.078132, -0.274779, -0.309908, -0.999661, 0.0115111, -0.0105555, -0.020815, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.535270] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3382] 1736806512535155, 7.65031, 0.078132, -0.274779, -0.309908, -0.999661, 0.0115111, -0.0105555, -0.020815, -0.0023141, 0.00216327, 0.0029988, 0, 0, 0, 
[2025-01-13 17:15:12.538048] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3383] 1736806512537934, 7.65309, 0.078132, -0.274779, -0.309908, -0.999661, 0.0115111, -0.0105555, -0.020815, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.540520] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3384] 1736806512540388, 7.65555, 0.0780799, -0.274786, -0.309914, -0.99966, 0.0115594, -0.010661, -0.0207956, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.544925] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3386] 1736806512544813, 7.65997, 0.0780799, -0.274786, -0.309914, -0.99966, 0.0115594, -0.010661, -0.0207956, -0.00520132, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.547476] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3387] 1736806512547370, 7.66253, 0.0780799, -0.274786, -0.309914, -0.99966, 0.0115594, -0.010661, -0.0207956, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.550118] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3388] 1736806512550008, 7.66517, 0.0780579, -0.274795, -0.30993, -0.999659, 0.0115612, -0.0106724, -0.0208249, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.553048] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3390] 1736806512552963, 7.66812, 0.0780579, -0.274795, -0.30993, -0.999659, 0.0115612, -0.0106724, -0.0208249, -0.00220003, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.556003] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3391] 1736806512555894, 7.67105, 0.0780579, -0.274795, -0.30993, -0.999659, 0.0115612, -0.0106724, -0.0208249, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.558642] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3392] 1736806512558530, 7.67369, 0.0780579, -0.274795, -0.30993, -0.999659, 0.0115612, -0.0106724, -0.0208249, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.561635] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3393] 1736806512561522, 7.67668, 0.078022, -0.27481, -0.309947, -0.99966, 0.0115751, -0.0106682, -0.0208034, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.564555] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3395] 1736806512564444, 7.6796, 0.078022, -0.27481, -0.309947, -0.99966, 0.0115751, -0.0106682, -0.0208034, -0.00359778, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.567026] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3396] 1736806512566916, 7.68208, 0.078022, -0.27481, -0.309947, -0.99966, 0.0115751, -0.0106682, -0.0208034, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.569638] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3397] 1736806512569482, 7.68464, 0.0779916, -0.274796, -0.309946, -0.999661, 0.011513, -0.0106094, -0.0208147, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.572372] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3398] 1736806512572285, 7.68744, 0.0779916, -0.274796, -0.309946, -0.999661, 0.011513, -0.0106094, -0.0208147, -0.00303589, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.576575] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3400] 1736806512576461, 7.69162, 0.0779916, -0.274796, -0.309946, -0.999661, 0.011513, -0.0106094, -0.0208147, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.579158] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3401] 1736806512579042, 7.6942, 0.0779916, -0.274796, -0.309946, -0.999661, 0.011513, -0.0106094, -0.0208147, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.581738] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3402] 1736806512581630, 7.69679, 0.0779744, -0.274789, -0.309978, -0.99966, 0.0114846, -0.0105794, -0.0208784, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.585142] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3404] 1736806512585029, 7.70019, 0.0779744, -0.274789, -0.309978, -0.99966, 0.0114846, -0.0105794, -0.0208784, 0, 0, -0.00318963, 0, 0, 0, 
[2025-01-13 17:15:12.587226] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3405] 1736806512587119, 7.70228, 0.0779744, -0.274789, -0.309978, -0.99966, 0.0114846, -0.0105794, -0.0208784, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.589750] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3406] 1736806512589644, 7.7048, 0.0779651, -0.274803, -0.310028, -0.99966, 0.0115275, -0.0106337, -0.0208203, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:12.594107] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3408] 1736806512593990, 7.70915, 0.0779651, -0.274803, -0.310028, -0.99966, 0.0115275, -0.0106337, -0.0208203, 0, 0, -0.0049628, 0, 0, 0, 
[2025-01-13 17:15:12.595469] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [3409] 1736806512595365, 7.71052, 0.0779651, -0.274803, -0.310028, -0.99966, 0.0115275, -0.0106337, -0.0208203, 0, 0, 0, 0, 0, 0, 
