[2025-01-13 20:13:41.424362] [0x0000007fbc54d7c0] [MocapTag] [0x0000484f] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-01-13 20:14:15.799306] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15551] 1736817255799196, 34.4307, 0.0865284, -0.0989802, -1.23252, -0.966011, 0.0286405, 0.0171185, 0.256339, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.802068] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15552] 1736817255801944, 34.4334, 0.0865284, -0.0989802, -1.23252, -0.966011, 0.0286405, 0.0171185, 0.256339, -0.0832662, -0.0514564, -0.0475176, 0, 0, 0.0428557, 
[2025-01-13 20:14:15.804473] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15554] 1736817255804380, 34.4359, 0.0865284, -0.0989802, -1.23252, -0.966011, 0.0286405, 0.0171185, 0.256339, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.806992] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15555] 1736817255806875, 34.4384, 0.0865284, -0.0989802, -1.23252, -0.966011, 0.0286405, 0.0171185, 0.256339, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.809948] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15556] 1736817255809830, 34.4413, 0.0864355, -0.100989, -1.23283, -0.967527, 0.0352426, 0.0260871, 0.248934, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.812800] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15557] 1736817255812673, 34.4442, 0.0864355, -0.100989, -1.23283, -0.967527, 0.0352426, 0.0260871, 0.248934, -0.00928637, -0.20085, -0.0315234, -1.71525, 1.45486, -1.43563, 
[2025-01-13 20:14:15.815447] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15559] 1736817255815332, 34.4468, 0.0864355, -0.100989, -1.23283, -0.967527, 0.0352426, 0.0260871, 0.248934, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.817970] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15560] 1736817255817844, 34.4493, 0.0864355, -0.100989, -1.23283, -0.967527, 0.0352426, 0.0260871, 0.248934, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.820744] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15561] 1736817255820628, 34.4521, 0.0857051, -0.101692, -1.23329, -0.967443, 0.0354001, 0.0261711, 0.249231, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.825308] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15563] 1736817255825189, 34.4567, 0.0857051, -0.101692, -1.23329, -0.967443, 0.0354001, 0.0261711, 0.249231, -0.0730367, -0.0703631, -0.045463, -0.0357866, 0, 0.0625372, 
[2025-01-13 20:14:15.828021] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15564] 1736817255827900, 34.4594, 0.0857051, -0.101692, -1.23329, -0.967443, 0.0354001, 0.0261711, 0.249231, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.831081] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15565] 1736817255830927, 34.4624, 0.0849216, -0.102351, -1.23371, -0.967365, 0.0352028, 0.0263291, 0.249545, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.833559] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15566] 1736817255833467, 34.465, 0.0849216, -0.102351, -1.23371, -0.967365, 0.0352028, 0.0263291, 0.249545, -0.0783537, -0.0658283, -0.0426371, 0, 0.0377953, 0.0657856, 
[2025-01-13 20:14:15.836054] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15568] 1736817255835933, 34.4674, 0.0849216, -0.102351, -1.23371, -0.967365, 0.0352028, 0.0263291, 0.249545, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.838681] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15569] 1736817255838564, 34.4701, 0.0849216, -0.102351, -1.23371, -0.967365, 0.0352028, 0.0263291, 0.249545, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.841952] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15570] 1736817255841825, 34.4733, 0.0842013, -0.103023, -1.23407, -0.967379, 0.0349075, 0.0266825, 0.249496, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.844597] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15572] 1736817255844489, 34.476, 0.0842013, -0.103023, -1.23407, -0.967379, 0.0349075, 0.0266825, 0.249496, -0.0720265, -0.0671965, -0.0361289, 0.0395775, 0.0835918, 0, 
[2025-01-13 20:14:15.847174] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15573] 1736817255847059, 34.4786, 0.0842013, -0.103023, -1.23407, -0.967379, 0.0349075, 0.0266825, 0.249496, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.850831] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15574] 1736817255850712, 34.4822, 0.0835428, -0.103836, -1.23445, -0.967285, 0.0349993, 0.0269258, 0.249818, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.852627] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15575] 1736817255852507, 34.484, 0.0835428, -0.103836, -1.23445, -0.967285, 0.0349993, 0.0269258, 0.249818, -0.0658503, -0.0813797, -0.0380488, 0, 0.0397522, 0.0692606, 
[2025-01-13 20:14:15.856446] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15577] 1736817255856307, 34.4878, 0.0835428, -0.103836, -1.23445, -0.967285, 0.0349993, 0.0269258, 0.249818, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.859370] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15578] 1736817255859255, 34.4908, 0.0828367, -0.104734, -1.23487, -0.967183, 0.0352086, 0.0267087, 0.250208, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.862969] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15579] 1736817255862847, 34.4943, 0.0828367, -0.104734, -1.23487, -0.967183, 0.0352086, 0.0267087, 0.250208, -0.0706106, -0.089745, -0.0420181, 0, -0.0557769, 0.0790358, 
[2025-01-13 20:14:15.865008] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15581] 1736817255864910, 34.4964, 0.0828367, -0.104734, -1.23487, -0.967183, 0.0352086, 0.0267087, 0.250208, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.867401] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15582] 1736817255867285, 34.4988, 0.0828367, -0.104734, -1.23487, -0.967183, 0.0352086, 0.0267087, 0.250208, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.869882] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15583] 1736817255869754, 34.5013, 0.082267, -0.10554, -1.23536, -0.967213, 0.035406, 0.0263667, 0.250102, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.874119] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15585] 1736817255874063, 34.5056, 0.082267, -0.10554, -1.23536, -0.967213, 0.035406, 0.0263667, 0.250102, -0.0569688, -0.0806387, -0.0485822, 0, -0.075173, 0, 
[2025-01-13 20:14:15.877509] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15586] 1736817255877392, 34.5089, 0.082267, -0.10554, -1.23536, -0.967213, 0.035406, 0.0263667, 0.250102, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.881689] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15587] 1736817255881572, 34.5131, 0.0816652, -0.106388, -1.23576, -0.967252, 0.0349393, 0.0259556, 0.250057, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.882985] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15588] 1736817255882864, 34.5144, 0.0816652, -0.106388, -1.23576, -0.967252, 0.0349393, 0.0259556, 0.250057, -0.060182, -0.0847737, -0.0402103, 0.111389, -0.0556894, 0, 
[2025-01-13 20:14:15.885371] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15589] 1736817255885279, 34.5168, 0.0816652, -0.106388, -1.23576, -0.967252, 0.0349393, 0.0259556, 0.250057, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.889535] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15591] 1736817255889417, 34.5209, 0.0816652, -0.106388, -1.23576, -0.967252, 0.0349393, 0.0259556, 0.250057, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.892200] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15592] 1736817255892068, 34.5236, 0.0810706, -0.107348, -1.23619, -0.967197, 0.0340125, 0.026051, 0.250389, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.894977] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15593] 1736817255894899, 34.5264, 0.0810706, -0.107348, -1.23619, -0.967197, 0.0340125, 0.026051, 0.250389, -0.0594659, -0.0960482, -0.0426575, 0.17364, 0.0622842, 0.0666678, 
[2025-01-13 20:14:15.897701] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15595] 1736817255897567, 34.5291, 0.0810706, -0.107348, -1.23619, -0.967197, 0.0340125, 0.026051, 0.250389, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.900407] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15596] 1736817255900287, 34.5318, 0.0805132, -0.10834, -1.2366, -0.96714, 0.033071, 0.0259682, 0.250741, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.904718] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15598] 1736817255904601, 34.5361, 0.0805132, -0.10834, -1.2366, -0.96714, 0.033071, 0.0259682, 0.250741, -0.0557316, -0.0991752, -0.0408727, 0.185394, 0, 0.0692248, 
[2025-01-13 20:14:15.913078] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15599] 1736817255912955, 34.5445, 0.0805132, -0.10834, -1.2366, -0.96714, 0.033071, 0.0259682, 0.250741, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.913759] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15600] 1736817255913669, 34.5452, 0.0800617, -0.109345, -1.23696, -0.967174, 0.0321442, 0.0256527, 0.250764, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.914568] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15602] 1736817255914397, 34.5459, 0.0800617, -0.109345, -1.23696, -0.967174, 0.0321442, 0.0256527, 0.250764, -0.0451514, -0.100494, -0.0358323, 0.195479, 0, 0, 
[2025-01-13 20:14:15.915336] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15603] 1736817255915217, 34.5467, 0.0800617, -0.109345, -1.23696, -0.967174, 0.0321442, 0.0256527, 0.250764, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.920543] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15604] 1736817255920424, 34.5519, 0.0800617, -0.109345, -1.23696, -0.967174, 0.0321442, 0.0256527, 0.250764, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.923754] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15605] 1736817255923668, 34.5552, 0.0796281, -0.110351, -1.23742, -0.967235, 0.0314846, 0.0252584, 0.250654, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.924752] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15607] 1736817255924666, 34.5562, 0.0796281, -0.110351, -1.23742, -0.967235, 0.0314846, 0.0252584, 0.250654, -0.0433675, -0.100616, -0.0462916, 0.148129, -0.0422087, 0, 
[2025-01-13 20:14:15.929386] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15608] 1736817255929271, 34.5608, 0.0796281, -0.110351, -1.23742, -0.967235, 0.0314846, 0.0252584, 0.250654, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.930031] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15609] 1736817255929913, 34.5614, 0.0792631, -0.111309, -1.23788, -0.967329, 0.0310766, 0.0248212, 0.250387, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.932803] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15610] 1736817255932683, 34.5642, 0.0792631, -0.111309, -1.23788, -0.967329, 0.0310766, 0.0248212, 0.250387, -0.0364934, -0.0957474, -0.0458876, 0.102067, -0.0620399, -0.0603616, 
[2025-01-13 20:14:15.938647] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15612] 1736817255938513, 34.57, 0.0792631, -0.111309, -1.23788, -0.967329, 0.0310766, 0.0248212, 0.250387, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.939242] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15613] 1736817255939148, 34.5706, 0.0792631, -0.111309, -1.23788, -0.967329, 0.0310766, 0.0248212, 0.250387, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.940689] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15614] 1736817255940574, 34.5721, 0.0788952, -0.112325, -1.23828, -0.967393, 0.0306621, 0.0243356, 0.250236, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.943535] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15615] 1736817255943416, 34.5749, 0.0788952, -0.112325, -1.23828, -0.967393, 0.0306621, 0.0243356, 0.250236, -0.0367882, -0.101589, -0.0407868, 0.105357, -0.0719983, -0.0366867, 
[2025-01-13 20:14:15.946062] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15617] 1736817255945943, 34.5774, 0.0788952, -0.112325, -1.23828, -0.967393, 0.0306621, 0.0243356, 0.250236, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.948629] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15618] 1736817255948514, 34.58, 0.0788952, -0.112325, -1.23828, -0.967393, 0.0306621, 0.0243356, 0.250236, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.953250] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15620] 1736817255953195, 34.5847, 0.0785565, -0.11343, -1.2387, -0.967329, 0.0300966, 0.0241822, 0.250567, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.954368] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15621] 1736817255954242, 34.5857, 0.0785565, -0.11343, -1.2387, -0.967329, 0.0300966, 0.0241822, 0.250567, -0.0338778, -0.110491, -0.0413014, 0.116229, 0, 0.0652909, 
[2025-01-13 20:14:15.958981] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15622] 1736817255958869, 34.5904, 0.0785565, -0.11343, -1.2387, -0.967329, 0.0300966, 0.0241822, 0.250567, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.959662] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15623] 1736817255959579, 34.5911, 0.0781681, -0.114596, -1.23909, -0.967267, 0.0288942, 0.0238284, 0.250983, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.962652] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15624] 1736817255962534, 34.594, 0.0781681, -0.114596, -1.23909, -0.967267, 0.0288942, 0.0238284, 0.250983, -0.0388352, -0.116671, -0.0396862, 0.249481, 0, 0.0794947, 
[2025-01-13 20:14:15.966644] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15626] 1736817255966527, 34.598, 0.0781681, -0.114596, -1.23909, -0.967267, 0.0288942, 0.0238284, 0.250983, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.969115] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15627] 1736817255968991, 34.6005, 0.0778784, -0.115691, -1.23951, -0.967276, 0.027676, 0.0237109, 0.251094, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.971939] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15628] 1736817255971820, 34.6033, 0.0778784, -0.115691, -1.23951, -0.967276, 0.027676, 0.0237109, 0.251094, -0.02897, -0.109492, -0.0413042, 0.241566, 0.0378683, 0, 
[2025-01-13 20:14:15.974545] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15630] 1736817255974372, 34.6059, 0.0778784, -0.115691, -1.23951, -0.967276, 0.027676, 0.0237109, 0.251094, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.976970] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15631] 1736817255976857, 34.6084, 0.0778784, -0.115691, -1.23951, -0.967276, 0.027676, 0.0237109, 0.251094, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.979557] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15632] 1736817255979450, 34.6109, 0.0776689, -0.11679, -1.23998, -0.967344, 0.0265845, 0.0230757, 0.251009, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.983705] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15634] 1736817255983647, 34.6151, 0.0776689, -0.11679, -1.23998, -0.967344, 0.0265845, 0.0230757, 0.251009, -0.0209462, -0.109914, -0.0470468, 0.243855, -0.0673391, 0, 
[2025-01-13 20:14:15.986273] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15635] 1736817255986158, 34.6177, 0.0776689, -0.11679, -1.23998, -0.967344, 0.0265845, 0.0230757, 0.251009, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.988897] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15636] 1736817255988771, 34.6203, 0.0776689, -0.11679, -1.23998, -0.967344, 0.0265845, 0.0230757, 0.251009, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.991633] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15637] 1736817255991515, 34.623, 0.0775124, -0.117943, -1.24045, -0.967436, 0.0254822, 0.0223646, 0.250833, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:15.995501] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15639] 1736817255995382, 34.6269, 0.0775124, -0.117943, -1.24045, -0.967436, 0.0254822, 0.0223646, 0.250833, -0.0156529, -0.115279, -0.0471165, 0.25003, -0.0809681, -0.0451624, 
[2025-01-13 20:14:15.999104] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15640] 1736817255998991, 34.6305, 0.0775124, -0.117943, -1.24045, -0.967436, 0.0254822, 0.0223646, 0.250833, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.001324] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15641] 1736817256001204, 34.6327, 0.0773326, -0.119117, -1.24088, -0.967418, 0.0243269, 0.0216115, 0.251083, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.004000] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15643] 1736817256003923, 34.6354, 0.0773326, -0.119117, -1.24088, -0.967418, 0.0243269, 0.0216115, 0.251083, -0.0179853, -0.117425, -0.043298, 0.261045, -0.0890894, 0.0427186, 
[2025-01-13 20:14:16.006640] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15644] 1736817256006525, 34.638, 0.0773326, -0.119117, -1.24088, -0.967418, 0.0243269, 0.0216115, 0.251083, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.009199] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15645] 1736817256009090, 34.6406, 0.0772038, -0.120256, -1.24125, -0.967473, 0.0232915, 0.0212564, 0.251002, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.013657] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15646] 1736817256013567, 34.6451, 0.0772038, -0.120256, -1.24125, -0.967473, 0.0232915, 0.0212564, 0.251002, -0.0128737, -0.1139, -0.0365202, 0.218749, 0, 0, 
[2025-01-13 20:14:16.016126] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15648] 1736817256016010, 34.6475, 0.0772038, -0.120256, -1.24125, -0.967473, 0.0232915, 0.0212564, 0.251002, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.018773] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15649] 1736817256018659, 34.6502, 0.0771343, -0.121428, -1.24161, -0.967502, 0.0224303, 0.0206758, 0.251017, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.022049] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15650] 1736817256021930, 34.6534, 0.0771343, -0.121428, -1.24161, -0.967502, 0.0224303, 0.0206758, 0.251017, -0.006951, -0.11721, -0.0363345, 0.196052, -0.0690827, 0, 
[2025-01-13 20:14:16.023978] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15652] 1736817256023860, 34.6554, 0.0771343, -0.121428, -1.24161, -0.967502, 0.0224303, 0.0206758, 0.251017, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.026729] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15653] 1736817256026613, 34.6581, 0.0771343, -0.121428, -1.24161, -0.967502, 0.0224303, 0.0206758, 0.251017, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.030907] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15654] 1736817256030788, 34.6623, 0.0771194, -0.122573, -1.24192, -0.967539, 0.0213866, 0.0201569, 0.251006, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.033612] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15655] 1736817256033523, 34.665, 0.0771194, -0.122573, -1.24192, -0.967539, 0.0213866, 0.0201569, 0.251006, 0, -0.114501, -0.031356, 0.228381, -0.0478333, 0, 
[2025-01-13 20:14:16.036147] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15657] 1736817256036031, 34.6675, 0.0771194, -0.122573, -1.24192, -0.967539, 0.0213866, 0.0201569, 0.251006, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.038704] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15658] 1736817256038595, 34.6701, 0.0771194, -0.122573, -1.24192, -0.967539, 0.0213866, 0.0201569, 0.251006, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.041466] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15659] 1736817256041349, 34.6728, 0.0771292, -0.123794, -1.24221, -0.967619, 0.0202108, 0.0196948, 0.250831, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.044546] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15661] 1736817256044386, 34.6759, 0.0771292, -0.123794, -1.24221, -0.967619, 0.0202108, 0.0196948, 0.250831, 0, -0.122046, -0.0280869, 0.251532, 0, -0.0420332, 
[2025-01-13 20:14:16.047209] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15662] 1736817256047096, 34.6786, 0.0771292, -0.123794, -1.24221, -0.967619, 0.0202108, 0.0196948, 0.250831, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.049822] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15663] 1736817256049711, 34.6812, 0.0773062, -0.125016, -1.24237, -0.967761, 0.0189592, 0.0194607, 0.250402, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.052702] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15664] 1736817256052586, 34.6841, 0.0773062, -0.125016, -1.24237, -0.967761, 0.0189592, 0.0194607, 0.250402, 0.0177006, -0.122242, -0.0168237, 0.255466, 0, -0.0933647, 
[2025-01-13 20:14:16.055755] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15666] 1736817256055637, 34.6871, 0.0773062, -0.125016, -1.24237, -0.967761, 0.0189592, 0.0194607, 0.250402, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.061486] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15667] 1736817256061370, 34.6929, 0.0773062, -0.125016, -1.24237, -0.967761, 0.0189592, 0.0194607, 0.250402, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.062140] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15668] 1736817256062026, 34.6935, 0.07751, -0.126298, -1.24249, -0.967844, 0.0176678, 0.0192741, 0.25019, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.064942] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15670] 1736817256064886, 34.6964, 0.07751, -0.126298, -1.24249, -0.967844, 0.0176678, 0.0192741, 0.25019, 0.0203731, -0.128165, -0.0119986, 0.260186, 0, -0.0482798, 
[2025-01-13 20:14:16.067742] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15671] 1736817256067628, 34.6991, 0.07751, -0.126298, -1.24249, -0.967844, 0.0176678, 0.0192741, 0.25019, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.070318] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15672] 1736817256070205, 34.7017, 0.077696, -0.127602, -1.24255, -0.967891, 0.0167137, 0.0192234, 0.250078, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.074607] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15674] 1736817256074482, 34.706, 0.077696, -0.127602, -1.24255, -0.967891, 0.0167137, 0.0192234, 0.250078, 0.0186008, -0.130405, -0.00557831, 0.187683, 0.0384929, 0, 
[2025-01-13 20:14:16.077129] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15675] 1736817256077017, 34.7085, 0.077696, -0.127602, -1.24255, -0.967891, 0.0167137, 0.0192234, 0.250078, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.079589] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15676] 1736817256079476, 34.711, 0.077959, -0.128988, -1.24256, -0.967879, 0.0159076, 0.01945, 0.250158, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.082314] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15677] 1736817256082200, 34.7137, 0.077959, -0.128988, -1.24256, -0.967879, 0.0159076, 0.01945, 0.250158, 0.0263028, -0.138612, 0, 0.144506, 0.0839215, 0, 
[2025-01-13 20:14:16.084989] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15679] 1736817256084857, 34.7164, 0.077959, -0.128988, -1.24256, -0.967879, 0.0159076, 0.01945, 0.250158, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.087385] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15680] 1736817256087269, 34.7188, 0.077959, -0.128988, -1.24256, -0.967879, 0.0159076, 0.01945, 0.250158, 0, 0, 0, 0, 0, 0, 
[2025-01-13 20:14:16.091262] [0x0000007fa37fd9a0] [MocapTag] [0x0000484f] [15681] 1736817256091090, 34.7226, 0.0782707, -0.130297, -1.24261, -0.967887, 0.0154938, 0.0193474, 0.25016, 0, 0, 0, 0, 0, 0, 
