[2025-01-13 18:42:44.942925] [0x0000007f83d0e7c0] [MocapTag] [0x0000332d] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-01-13 18:42:58.759915] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6299] 1736811778759796, 13.872, 0.461949, 0.101077, -1.15245, -0.945081, 0.00309611, 0.0219851, -0.326082, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.762572] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6300] 1736811778762455, 13.8747, 0.461949, 0.101077, -1.15245, -0.945081, 0.00309611, 0.0219851, -0.326082, 0.295393, 0.148435, -0.155263, -0.122976, 0.0547908, 0, 
[2025-01-13 18:42:58.765092] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6302] 1736811778764970, 13.8772, 0.461949, 0.101077, -1.15245, -0.945081, 0.00309611, 0.0219851, -0.326082, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.767603] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6303] 1736811778767488, 13.8797, 0.461949, 0.101077, -1.15245, -0.945081, 0.00309611, 0.0219851, -0.326082, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.771357] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6304] 1736811778771240, 13.8834, 0.464875, 0.102568, -1.15411, -0.945082, 0.00330538, 0.0220006, -0.326075, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.773873] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6306] 1736811778773795, 13.886, 0.464875, 0.102568, -1.15411, -0.945082, 0.00330538, 0.0220006, -0.326075, 0.292523, 0.149129, -0.165919, -0.0386, 0, 0, 
[2025-01-13 18:42:58.777293] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6307] 1736811778777172, 13.8894, 0.464875, 0.102568, -1.15411, -0.945082, 0.00330538, 0.0220006, -0.326075, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.779112] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6308] 1736811778778994, 13.8912, 0.464875, 0.102568, -1.15411, -0.945082, 0.00330538, 0.0220006, -0.326075, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.781717] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6309] 1736811778781602, 13.8938, 0.467893, 0.104056, -1.15571, -0.94515, 0.00385449, 0.0217135, -0.325892, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.784372] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6311] 1736811778784254, 13.8965, 0.467893, 0.104056, -1.15571, -0.94515, 0.00385449, 0.0217135, -0.325892, 0.301874, 0.148727, -0.16009, -0.123477, 0, 0.0418842, 
[2025-01-13 18:42:58.787403] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6312] 1736811778787260, 13.8995, 0.467893, 0.104056, -1.15571, -0.94515, 0.00385449, 0.0217135, -0.325892, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.790302] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6313] 1736811778790178, 13.9024, 0.47096, 0.105492, -1.15722, -0.945144, 0.0049858, 0.021783, -0.325889, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.793750] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6315] 1736811778793635, 13.9058, 0.47096, 0.105492, -1.15722, -0.945144, 0.0049858, 0.021783, -0.325889, 0.30664, 0.143671, -0.15084, -0.209522, 0.0869378, 0, 
[2025-01-13 18:42:58.795176] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6316] 1736811778795052, 13.9073, 0.47096, 0.105492, -1.15722, -0.945144, 0.0049858, 0.021783, -0.325889, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.798580] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6317] 1736811778798462, 13.9107, 0.47096, 0.105492, -1.15722, -0.945144, 0.0049858, 0.021783, -0.325889, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.800147] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6318] 1736811778800031, 13.9122, 0.473947, 0.106981, -1.15879, -0.945147, 0.00576677, 0.0219785, -0.325855, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.803596] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6320] 1736811778803487, 13.9157, 0.473947, 0.106981, -1.15879, -0.945147, 0.00576677, 0.0219785, -0.325855, 0.298733, 0.148918, -0.157307, -0.135159, 0.0879079, 0, 
[2025-01-13 18:42:58.806134] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6321] 1736811778806012, 13.9182, 0.473947, 0.106981, -1.15879, -0.945147, 0.00576677, 0.0219785, -0.325855, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.808941] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6322] 1736811778808817, 13.921, 0.473947, 0.106981, -1.15879, -0.945147, 0.00576677, 0.0219785, -0.325855, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.811314] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6323] 1736811778811195, 13.9234, 0.477009, 0.108413, -1.16035, -0.945136, 0.00685441, 0.0222826, -0.325843, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.814020] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6325] 1736811778813896, 13.9261, 0.477009, 0.108413, -1.16035, -0.945136, 0.00685441, 0.0222826, -0.325843, 0.306183, 0.143176, -0.155998, -0.18599, 0.128439, 0, 
[2025-01-13 18:42:58.818150] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6326] 1736811778818029, 13.9302, 0.477009, 0.108413, -1.16035, -0.945136, 0.00685441, 0.0222826, -0.325843, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.820072] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6327] 1736811778819951, 13.9322, 0.477009, 0.108413, -1.16035, -0.945136, 0.00685441, 0.0222826, -0.325843, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.822580] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6328] 1736811778822453, 13.9347, 0.48014, 0.109842, -1.16183, -0.945156, 0.00808323, 0.0223845, -0.32575, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.825473] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6330] 1736811778825337, 13.9375, 0.48014, 0.109842, -1.16183, -0.945156, 0.00808323, 0.0223845, -0.32575, 0.313075, 0.142881, -0.148222, 628.092, 0.0994053, 0, 
[2025-01-13 18:42:58.828254] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6331] 1736811778828131, 13.9403, 0.48014, 0.109842, -1.16183, -0.945156, 0.00808323, 0.0223845, -0.32575, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.830540] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6332] 1736811778830411, 13.9426, 0.483382, 0.111487, -1.1634, -0.945133, 0.00861163, 0.0239408, -0.325693, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.835070] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6334] 1736811778834922, 13.9471, 0.483382, 0.111487, -1.1634, -0.945133, 0.00861163, 0.0239408, -0.325693, 0.32428, 0.164477, -0.156932, 0, 0.328789, 0, 
[2025-01-13 18:42:58.838048] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6335] 1736811778837918, 13.9501, 0.483382, 0.111487, -1.1634, -0.945133, 0.00861163, 0.0239408, -0.325693, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.841847] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6336] 1736811778841760, 13.954, 0.486574, 0.112886, -1.16493, -0.945182, 0.00965795, 0.0242412, -0.325499, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.843445] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6338] 1736811778843321, 13.9555, 0.486574, 0.112886, -1.16493, -0.945182, 0.00965795, 0.0242412, -0.325499, 0.319135, 0.13995, -0.1523, -0.179505, 0.124985, 0.0445485, 
[2025-01-13 18:42:58.845989] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6339] 1736811778845870, 13.9581, 0.486574, 0.112886, -1.16493, -0.945182, 0.00965795, 0.0242412, -0.325499, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.848654] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6340] 1736811778848499, 13.9607, 0.486574, 0.112886, -1.16493, -0.945182, 0.00965795, 0.0242412, -0.325499, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.851476] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6341] 1736811778851349, 13.9636, 0.489767, 0.114357, -1.16632, -0.945182, 0.011219, 0.0245237, -0.325429, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.854336] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6343] 1736811778854186, 13.9664, 0.489767, 0.114357, -1.16632, -0.945182, 0.011219, 0.0245237, -0.325429, 0.319299, 0.147115, -0.139837, -0.277472, 0.155079, 0, 
[2025-01-13 18:42:58.857962] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6344] 1736811778857842, 13.97, 0.489767, 0.114357, -1.16632, -0.945182, 0.011219, 0.0245237, -0.325429, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.859992] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6345] 1736811778859870, 13.9721, 0.489767, 0.114357, -1.16632, -0.945182, 0.011219, 0.0245237, -0.325429, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.861767] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6346] 1736811778861643, 13.9738, 0.492911, 0.115777, -1.16788, -0.945213, 0.0122712, 0.0248844, -0.325272, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.864422] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6348] 1736811778864286, 13.9765, 0.492911, 0.115777, -1.16788, -0.945213, 0.0122712, 0.0248844, -0.325272, 0.314468, 0.141953, -0.156056, -0.176597, 0.136641, 0.0368714, 
[2025-01-13 18:42:58.867567] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6349] 1736811778867444, 13.9796, 0.492911, 0.115777, -1.16788, -0.945213, 0.0122712, 0.0248844, -0.325272, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.870007] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6350] 1736811778869883, 13.9821, 0.496113, 0.117218, -1.16929, -0.945171, 0.0135566, 0.0252366, -0.325318, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.872766] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6351] 1736811778872636, 13.9848, 0.496113, 0.117218, -1.16929, -0.945171, 0.0135566, 0.0252366, -0.325318, 0.320209, 0.14412, -0.140548, -0.220156, 0.150338, 0, 
[2025-01-13 18:42:58.875418] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6353] 1736811778875251, 13.9875, 0.496113, 0.117218, -1.16929, -0.945171, 0.0135566, 0.0252366, -0.325318, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.878099] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6354] 1736811778877993, 13.9902, 0.496113, 0.117218, -1.16929, -0.945171, 0.0135566, 0.0252366, -0.325318, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.880599] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6355] 1736811778880482, 13.9927, 0.501616, 0.116329, -1.17051, -0.948994, 0.0153725, 0.0103568, -0.31475, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.884953] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6357] 1736811778884834, 13.997, 0.501616, 0.116329, -1.17051, -0.948994, 0.0153725, 0.0103568, -0.31475, 0.550222, -0.0889003, -0.122503, -1.3447, -2.7218, 2.25487, 
[2025-01-13 18:42:58.887503] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6358] 1736811778887388, 13.9996, 0.501616, 0.116329, -1.17051, -0.948994, 0.0153725, 0.0103568, -0.31475, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.890313] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6359] 1736811778890190, 14.0024, 0.504115, 0.11886, -1.17255, -0.948291, 0.0150321, 0.00846411, -0.316932, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.892886] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6361] 1736811778892821, 14.005, 0.504115, 0.11886, -1.17255, -0.948291, 0.0150321, 0.00846411, -0.316932, 0.249906, 0.253097, -0.203131, -0.048542, -0.375429, -0.462091, 
[2025-01-13 18:42:58.895465] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6362] 1736811778895343, 14.0075, 0.504115, 0.11886, -1.17255, -0.948291, 0.0150321, 0.00846411, -0.316932, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.899179] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6363] 1736811778899059, 14.0113, 0.504115, 0.11886, -1.17255, -0.948291, 0.0150321, 0.00846411, -0.316932, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.901844] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6364] 1736811778901722, 14.0139, 0.507255, 0.120287, -1.17406, -0.948387, 0.0153853, 0.00838547, -0.316632, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.904425] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6366] 1736811778904308, 14.0165, 0.507255, 0.120287, -1.17406, -0.948387, 0.0153853, 0.00838547, -0.316632, 0.313979, 0.142738, -0.151478, -0.072813, 0, 0.0639856, 
[2025-01-13 18:42:58.907013] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6367] 1736811778906901, 14.0191, 0.507255, 0.120287, -1.17406, -0.948387, 0.0153853, 0.00838547, -0.316632, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.909523] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6368] 1736811778909403, 14.0216, 0.510537, 0.121744, -1.17545, -0.948417, 0.0161737, 0.00849144, -0.316499, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.912436] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6369] 1736811778912320, 14.0245, 0.510537, 0.121744, -1.17545, -0.948417, 0.0161737, 0.00849144, -0.316499, 0.328287, 0.14564, -0.138487, -0.143313, 0.069673, 0, 
[2025-01-13 18:42:58.915457] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6371] 1736811778915340, 14.0275, 0.510537, 0.121744, -1.17545, -0.948417, 0.0161737, 0.00849144, -0.316499, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.917540] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6372] 1736811778917426, 14.0296, 0.510537, 0.121744, -1.17545, -0.948417, 0.0161737, 0.00849144, -0.316499, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.920807] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6373] 1736811778920689, 14.0329, 0.514005, 0.123497, -1.17703, -0.948611, 0.0157239, 0.00916588, -0.315919, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.922758] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6374] 1736811778922686, 14.0349, 0.514005, 0.123497, -1.17703, -0.948611, 0.0157239, 0.00916588, -0.315919, 0.346762, 0.175281, -0.158111, 0.126386, 0.0980264, 0.121713, 
[2025-01-13 18:42:58.925718] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6376] 1736811778925602, 14.0378, 0.514005, 0.123497, -1.17703, -0.948611, 0.0157239, 0.00916588, -0.315919, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.927874] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6377] 1736811778927754, 14.04, 0.514005, 0.123497, -1.17703, -0.948611, 0.0157239, 0.00916588, -0.315919, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.931253] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6378] 1736811778931134, 14.0433, 0.517077, 0.12468, -1.1784, -0.948654, 0.0165906, 0.0086349, -0.315762, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.933938] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6380] 1736811778933819, 14.046, 0.517077, 0.12468, -1.1784, -0.948654, 0.0165906, 0.0086349, -0.315762, 0.307243, 0.118347, -0.13773, -0.198507, -0.0464445, 0, 
[2025-01-13 18:42:58.936487] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6381] 1736811778936367, 14.0486, 0.517077, 0.12468, -1.1784, -0.948654, 0.0165906, 0.0086349, -0.315762, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.938768] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6382] 1736811778938654, 14.0509, 0.517077, 0.12468, -1.1784, -0.948654, 0.0165906, 0.0086349, -0.315762, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.941842] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6383] 1736811778941722, 14.0539, 0.520354, 0.126194, -1.1799, -0.948788, 0.0168396, 0.00876118, -0.315343, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.944056] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6385] 1736811778943926, 14.0561, 0.520354, 0.126194, -1.1799, -0.948788, 0.0168396, 0.00876118, -0.315343, 0.327631, 0.15134, -0.149869, -0.0405073, 0.0385216, 0.0890791, 
[2025-01-13 18:42:58.946961] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6386] 1736811778946846, 14.059, 0.520354, 0.126194, -1.1799, -0.948788, 0.0168396, 0.00876118, -0.315343, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.949226] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6387] 1736811778949112, 14.0613, 0.5237, 0.127588, -1.18136, -0.948886, 0.0168533, 0.00874486, -0.315046, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.952448] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6388] 1736811778952332, 14.0645, 0.5237, 0.127588, -1.18136, -0.948886, 0.0168533, 0.00874486, -0.315046, 0.334666, 0.139398, -0.14557, 0, 0, 0.0626385, 
[2025-01-13 18:42:58.954421] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6390] 1736811778954300, 14.0665, 0.5237, 0.127588, -1.18136, -0.948886, 0.0168533, 0.00874486, -0.315046, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.957771] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6391] 1736811778957654, 14.0699, 0.5237, 0.127588, -1.18136, -0.948886, 0.0168533, 0.00874486, -0.315046, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.959905] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6392] 1736811778959786, 14.072, 0.527098, 0.128986, -1.1828, -0.948891, 0.017467, 0.00902077, -0.314993, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.963025] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6393] 1736811778962938, 14.0751, 0.527098, 0.128986, -1.1828, -0.948891, 0.017467, 0.00902077, -0.314993, 0.339716, 0.139872, -0.143869, -0.0993252, 0.0908829, 0, 
[2025-01-13 18:42:58.965572] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6395] 1736811778965455, 14.0777, 0.527098, 0.128986, -1.1828, -0.948891, 0.017467, 0.00902077, -0.314993, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.969518] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6396] 1736811778969401, 14.0816, 0.527098, 0.128986, -1.1828, -0.948891, 0.017467, 0.00902077, -0.314993, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.970738] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6397] 1736811778970620, 14.0828, 0.530292, 0.130335, -1.18428, -0.94908, 0.0170772, 0.00892684, -0.314444, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.973408] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6398] 1736811778973317, 14.0855, 0.530292, 0.130335, -1.18428, -0.94908, 0.0170772, 0.00892684, -0.314444, 0.319459, 0.134909, -0.147818, 0.0664949, -0.0439292, 0.114524, 
[2025-01-13 18:42:58.975941] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6400] 1736811778975823, 14.088, 0.530292, 0.130335, -1.18428, -0.94908, 0.0170772, 0.00892684, -0.314444, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.978763] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6401] 1736811778978650, 14.0909, 0.530292, 0.130335, -1.18428, -0.94908, 0.0170772, 0.00892684, -0.314444, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.981350] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6402] 1736811778981231, 14.0934, 0.533835, 0.131782, -1.18559, -0.949095, 0.0175944, 0.00921841, -0.314364, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.984058] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6404] 1736811778983955, 14.0962, 0.533835, 0.131782, -1.18559, -0.949095, 0.0175944, 0.00921841, -0.314364, 0.354238, 0.144651, -0.13168, -0.0801563, 0.0876503, 0, 
[2025-01-13 18:42:58.986553] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6405] 1736811778986437, 14.0986, 0.533835, 0.131782, -1.18559, -0.949095, 0.0175944, 0.00921841, -0.314364, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.989085] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6406] 1736811778988962, 14.1012, 0.537153, 0.133238, -1.18702, -0.94928, 0.016877, 0.00933234, -0.313841, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.991867] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6407] 1736811778991752, 14.104, 0.537153, 0.133238, -1.18702, -0.94928, 0.016877, 0.00933234, -0.313841, 0.331814, 0.145576, -0.142311, 0.141859, 0, 0.108564, 
[2025-01-13 18:42:58.995801] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6409] 1736811778995681, 14.1079, 0.537153, 0.133238, -1.18702, -0.94928, 0.016877, 0.00933234, -0.313841, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.997357] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6410] 1736811778997240, 14.1094, 0.537153, 0.133238, -1.18702, -0.94928, 0.016877, 0.00933234, -0.313841, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.999939] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6411] 1736811778999819, 14.112, 0.540633, 0.134657, -1.18832, -0.949261, 0.0173313, 0.00965381, -0.313863, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:59.002549] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6412] 1736811779002454, 14.1147, 0.540633, 0.134657, -1.18832, -0.949261, 0.0173313, 0.00965381, -0.313863, 0.348069, 0.141978, -0.13015, -0.0660658, 0.0896271, 0, 
[2025-01-13 18:42:59.005157] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6414] 1736811779005041, 14.1172, 0.540633, 0.134657, -1.18832, -0.949261, 0.0173313, 0.00965381, -0.313863, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:59.007768] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6415] 1736811779007656, 14.1199, 0.540633, 0.134657, -1.18832, -0.949261, 0.0173313, 0.00965381, -0.313863, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:59.011002] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6416] 1736811779010884, 14.1231, 0.543769, 0.135693, -1.18986, -0.949546, 0.0169032, 0.00908463, -0.31304, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:59.013669] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6418] 1736811779013542, 14.1257, 0.543769, 0.135693, -1.18986, -0.949546, 0.0169032, 0.00908463, -0.31304, 0.313556, 0.103573, -0.154709, 0.0432253, -0.137258, 0.171918, 
[2025-01-13 18:42:59.018441] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6419] 1736811779018312, 14.1305, 0.543769, 0.135693, -1.18986, -0.949546, 0.0169032, 0.00908463, -0.31304, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:59.019086] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6420] 1736811779018986, 14.1312, 0.543769, 0.135693, -1.18986, -0.949546, 0.0169032, 0.00908463, -0.31304, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:59.022127] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6421] 1736811779022005, 14.1342, 0.547278, 0.137116, -1.19123, -0.949625, 0.0169034, 0.0092631, -0.312795, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:59.023787] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6422] 1736811779023698, 14.1359, 0.547278, 0.137116, -1.19123, -0.949625, 0.0169034, 0.0092631, -0.312795, 0.350872, 0.142287, -0.136232, 0, 0, 0.0517786, 
[2025-01-13 18:42:59.027410] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6424] 1736811779027295, 14.1395, 0.547278, 0.137116, -1.19123, -0.949625, 0.0169034, 0.0092631, -0.312795, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:59.029968] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6425] 1736811779029804, 14.142, 0.55088, 0.138488, -1.19258, -0.949702, 0.0165685, 0.00923073, -0.312579, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:59.032563] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6426] 1736811779032446, 14.1447, 0.55088, 0.138488, -1.19258, -0.949702, 0.0165685, 0.00923073, -0.312579, 0.360241, 0.137224, -0.134959, 0.0610113, 0, 0.0445426, 
[2025-01-13 18:42:59.035132] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6428] 1736811779034985, 14.1472, 0.55088, 0.138488, -1.19258, -0.949702, 0.0165685, 0.00923073, -0.312579, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:59.037617] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6429] 1736811779037505, 14.1497, 0.55088, 0.138488, -1.19258, -0.949702, 0.0165685, 0.00923073, -0.312579, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:59.042449] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6430] 1736811779042329, 14.1545, 0.554563, 0.139906, -1.19408, -0.949837, 0.0160195, 0.00959555, -0.312189, 0, 0, 0, 0, 0, 0, 
