[2025-01-13 18:42:44.942925] [0x0000007f83d0e7c0] [MocapTag] [0x0000332d] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-01-13 18:42:58.473826] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6169] 1736811778473700, 13.5859, 0.384189, 0.0550434, -1.10244, -0.945238, 0.0142251, 0.00354123, -0.326051, 0.259295, 0.136199, -0.233701, -0.185466, 0.0460291, 0, 
[2025-01-13 18:42:58.476381] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6170] 1736811778476267, 13.5885, 0.384189, 0.0550434, -1.10244, -0.945238, 0.0142251, 0.00354123, -0.326051, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.479026] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6171] 1736811778478916, 13.5911, 0.384189, 0.0550434, -1.10244, -0.945238, 0.0142251, 0.00354123, -0.326051, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.481747] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6172] 1736811778481629, 13.5938, 0.386753, 0.0563865, -1.10456, -0.945258, 0.0153845, 0.00393427, -0.325939, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.486035] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6174] 1736811778485919, 13.5981, 0.386753, 0.0563865, -1.10456, -0.945258, 0.0153845, 0.00393427, -0.325939, 0.256395, 0.134306, -0.212404, -0.193834, 0.149593, 0, 
[2025-01-13 18:42:58.489856] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6175] 1736811778489739, 13.6019, 0.386753, 0.0563865, -1.10456, -0.945258, 0.0153845, 0.00393427, -0.325939, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.491578] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6176] 1736811778491461, 13.6037, 0.389389, 0.0579311, -1.10655, -0.945539, 0.0158842, 0.00336227, -0.325105, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.494422] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6178] 1736811778494306, 13.6065, 0.389389, 0.0579311, -1.10655, -0.945539, 0.0158842, 0.00336227, -0.325105, 0.263619, 0.154464, -0.198937, -0.133252, -0.0780316, 0.176084, 
[2025-01-13 18:42:58.496856] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6179] 1736811778496747, 13.609, 0.389389, 0.0579311, -1.10655, -0.945539, 0.0158842, 0.00336227, -0.325105, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.499667] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6180] 1736811778499551, 13.6118, 0.390446, 0.0621821, -1.10732, -0.943014, 0.0147026, 0.0135436, -0.332152, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.502907] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6181] 1736811778502820, 13.615, 0.390446, 0.0621821, -1.10732, -0.943014, 0.0147026, 0.0135436, -0.332152, 0.105638, 0.425096, -0.0771491, 0.91145, 1.86307, -1.48739, 
[2025-01-13 18:42:58.505798] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6183] 1736811778505684, 13.6179, 0.390446, 0.0621821, -1.10732, -0.943014, 0.0147026, 0.0135436, -0.332152, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.508272] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6184] 1736811778508157, 13.6204, 0.390446, 0.0621821, -1.10732, -0.943014, 0.0147026, 0.0135436, -0.332152, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.511505] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6185] 1736811778511391, 13.6236, 0.393103, 0.0636252, -1.10923, -0.942976, 0.0154122, 0.0146229, -0.332181, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.513159] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6187] 1736811778513033, 13.6252, 0.393103, 0.0636252, -1.10923, -0.942976, 0.0154122, 0.0146229, -0.332181, 0.265672, 0.144316, -0.190412, -0.0621796, 0.250863, 0, 
[2025-01-13 18:42:58.517264] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6188] 1736811778517146, 13.6294, 0.393103, 0.0636252, -1.10923, -0.942976, 0.0154122, 0.0146229, -0.332181, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.519935] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6189] 1736811778519816, 13.632, 0.395792, 0.0650339, -1.11106, -0.94293, 0.0160938, 0.0157207, -0.332231, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.522650] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6191] 1736811778522565, 13.6348, 0.395792, 0.0650339, -1.11106, -0.94293, 0.0160938, 0.0157207, -0.332231, 0.26896, 0.140869, -0.183025, -0.0555277, 0.252518, 0, 
[2025-01-13 18:42:58.525449] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6192] 1736811778525332, 13.6375, 0.395792, 0.0650339, -1.11106, -0.94293, 0.0160938, 0.0157207, -0.332231, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.528140] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6193] 1736811778528021, 13.6402, 0.395792, 0.0650339, -1.11106, -0.94293, 0.0160938, 0.0157207, -0.332231, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.530754] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6194] 1736811778530634, 13.6428, 0.398397, 0.0665265, -1.11279, -0.942805, 0.0169122, 0.0172687, -0.332468, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.534156] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6196] 1736811778534038, 13.6462, 0.398397, 0.0665265, -1.11279, -0.942805, 0.0169122, 0.0172687, -0.332468, 0.260452, 0.14926, -0.172608, -0.0506163, 0.346999, -0.0484049, 
[2025-01-13 18:42:58.536794] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6197] 1736811778536680, 13.6489, 0.398397, 0.0665265, -1.11279, -0.942805, 0.0169122, 0.0172687, -0.332468, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.539243] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6198] 1736811778539123, 13.6513, 0.401108, 0.0679605, -1.11459, -0.94293, 0.0168463, 0.0184144, -0.332055, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.542223] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6199] 1736811778542134, 13.6543, 0.401108, 0.0679605, -1.11459, -0.94293, 0.0168463, 0.0184144, -0.332055, 0.27115, 0.143399, -0.180405, 0.0865936, 0.210927, 0.0864267, 
[2025-01-13 18:42:58.544696] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6201] 1736811778544578, 13.6568, 0.401108, 0.0679605, -1.11459, -0.94293, 0.0168463, 0.0184144, -0.332055, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.548894] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6202] 1736811778548779, 13.661, 0.401108, 0.0679605, -1.11459, -0.94293, 0.0168463, 0.0184144, -0.332055, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.551480] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6203] 1736811778551363, 13.6636, 0.403793, 0.0694192, -1.11622, -0.942821, 0.0176274, 0.0197813, -0.332245, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.554205] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6205] 1736811778554085, 13.6663, 0.403793, 0.0694192, -1.11622, -0.942821, 0.0176274, 0.0197813, -0.332245, 0.268468, 0.145874, -0.162624, -0.0557661, 0.310242, -0.0387311, 
[2025-01-13 18:42:58.556669] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6206] 1736811778556555, 13.6688, 0.403793, 0.0694192, -1.11622, -0.942821, 0.0176274, 0.0197813, -0.332245, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.559247] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6207] 1736811778559128, 13.6713, 0.403793, 0.0694192, -1.11622, -0.942821, 0.0176274, 0.0197813, -0.332245, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.563251] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6209] 1736811778563194, 13.6754, 0.406516, 0.0708684, -1.11804, -0.94299, 0.0172826, 0.0207275, -0.331725, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.566040] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6210] 1736811778565923, 13.6781, 0.406516, 0.0708684, -1.11804, -0.94299, 0.0172826, 0.0207275, -0.331725, 0.272341, 0.144916, -0.182363, 0.125194, 0.154595, 0.107837, 
[2025-01-13 18:42:58.568889] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6211] 1736811778568775, 13.681, 0.406516, 0.0708684, -1.11804, -0.94299, 0.0172826, 0.0207275, -0.331725, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.572010] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6212] 1736811778571852, 13.6841, 0.409137, 0.0723233, -1.11963, -0.94288, 0.0177191, 0.0217701, -0.331949, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.574656] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6214] 1736811778574535, 13.6867, 0.409137, 0.0723233, -1.11963, -0.94288, 0.0177191, 0.0217701, -0.331949, 0.262041, 0.145493, -0.158746, 0, 0.226204, -0.0471115, 
[2025-01-13 18:42:58.578538] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6215] 1736811778578425, 13.6906, 0.409137, 0.0723233, -1.11963, -0.94288, 0.0177191, 0.0217701, -0.331949, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.580709] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6216] 1736811778580593, 13.6928, 0.409137, 0.0723233, -1.11963, -0.94288, 0.0177191, 0.0217701, -0.331949, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.582625] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6217] 1736811778582532, 13.6947, 0.412149, 0.0740874, -1.12185, -0.943809, 0.014622, 0.022384, -0.329408, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.585846] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6219] 1736811778585728, 13.6979, 0.412149, 0.0740874, -1.12185, -0.943809, 0.014622, 0.022384, -0.329408, 0.301271, 0.176401, -0.222227, 0.611711, -0.0932317, 0.524324, 
[2025-01-13 18:42:58.588010] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6220] 1736811778587898, 13.7001, 0.412149, 0.0740874, -1.12185, -0.943809, 0.014622, 0.022384, -0.329408, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.590581] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6221] 1736811778590458, 13.7027, 0.414845, 0.0755811, -1.12351, -0.943866, 0.0144594, 0.0231435, -0.329201, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.593157] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6222] 1736811778593067, 13.7053, 0.414845, 0.0755811, -1.12351, -0.943866, 0.0144594, 0.0231435, -0.329201, 0.269573, 0.149379, -0.166532, 0.0796318, 0.132493, 0.0416756, 
[2025-01-13 18:42:58.596089] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6224] 1736811778595972, 13.7082, 0.414845, 0.0755811, -1.12351, -0.943866, 0.0144594, 0.0231435, -0.329201, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.599603] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6225] 1736811778599504, 13.7117, 0.414845, 0.0755811, -1.12351, -0.943866, 0.0144594, 0.0231435, -0.329201, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.601047] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6226] 1736811778600932, 13.7131, 0.417531, 0.0770573, -1.12515, -0.94388, 0.0139943, 0.0237785, -0.329133, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.603783] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6227] 1736811778603695, 13.7159, 0.417531, 0.0770573, -1.12515, -0.94388, 0.0139943, 0.0237785, -0.329133, 0.268637, 0.147617, -0.163788, 0.12939, 0.0892516, 0, 
[2025-01-13 18:42:58.606517] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6229] 1736811778606399, 13.7186, 0.417531, 0.0770573, -1.12515, -0.94388, 0.0139943, 0.0237785, -0.329133, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.608920] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6230] 1736811778608795, 13.721, 0.417531, 0.0770573, -1.12515, -0.94388, 0.0139943, 0.0237785, -0.329133, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.613920] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6232] 1736811778613795, 13.726, 0.420191, 0.0785571, -1.12689, -0.943953, 0.0132394, 0.0241585, -0.32893, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.615171] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6233] 1736811778615049, 13.7273, 0.420191, 0.0785571, -1.12689, -0.943953, 0.0132394, 0.0241585, -0.32893, 0.265972, 0.149982, -0.173598, 0.166583, 0, 0.0388503, 
[2025-01-13 18:42:58.617893] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6234] 1736811778617782, 13.73, 0.420191, 0.0785571, -1.12689, -0.943953, 0.0132394, 0.0241585, -0.32893, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.620438] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6235] 1736811778620315, 13.7325, 0.422916, 0.0800659, -1.12854, -0.944037, 0.0125448, 0.0244214, -0.328696, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.623019] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6236] 1736811778622931, 13.7351, 0.422916, 0.0800659, -1.12854, -0.944037, 0.0125448, 0.0244214, -0.328696, 0.272524, 0.150877, -0.16552, 0.147271, 0, 0.0457168, 
[2025-01-13 18:42:58.627552] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6238] 1736811778627428, 13.7396, 0.422916, 0.0800659, -1.12854, -0.944037, 0.0125448, 0.0244214, -0.328696, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.630358] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6239] 1736811778630239, 13.7424, 0.425564, 0.0815237, -1.13035, -0.944175, 0.0112043, 0.0244051, -0.328348, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.633148] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6241] 1736811778633062, 13.7453, 0.425564, 0.0815237, -1.13035, -0.944175, 0.0112043, 0.0244051, -0.328348, 0.264802, 0.145778, -0.180549, 0.250435, -0.0914421, 0.0677645, 
[2025-01-13 18:42:58.635795] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6242] 1736811778635679, 13.7479, 0.425564, 0.0815237, -1.13035, -0.944175, 0.0112043, 0.0244051, -0.328348, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.639108] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6243] 1736811778638989, 13.7512, 0.425564, 0.0815237, -1.13035, -0.944175, 0.0112043, 0.0244051, -0.328348, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.640820] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6244] 1736811778640704, 13.7529, 0.428245, 0.0830626, -1.13203, -0.944192, 0.0103467, 0.0246092, -0.328311, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.644396] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6246] 1736811778644277, 13.7565, 0.428245, 0.0830626, -1.13203, -0.944192, 0.0103467, 0.0246092, -0.328311, 0.268086, 0.153891, -0.168231, 0.175381, 0, 0, 
[2025-01-13 18:42:58.646857] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6247] 1736811778646746, 13.759, 0.428245, 0.0830626, -1.13203, -0.944192, 0.0103467, 0.0246092, -0.328311, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.649405] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6248] 1736811778649276, 13.7615, 0.430925, 0.0845577, -1.1338, -0.944294, 0.00886104, 0.0244838, -0.32807, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.652901] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6250] 1736811778652831, 13.765, 0.430925, 0.0845577, -1.1338, -0.944294, 0.00886104, 0.0244838, -0.32807, 0.267964, 0.149516, -0.176878, 0.271344, -0.121336, 0.0449181, 
[2025-01-13 18:42:58.654802] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6251] 1736811778654681, 13.7669, 0.430925, 0.0845577, -1.1338, -0.944294, 0.00886104, 0.0244838, -0.32807, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.659138] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6252] 1736811778659023, 13.7712, 0.430925, 0.0845577, -1.1338, -0.944294, 0.00886104, 0.0244838, -0.32807, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.661982] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6253] 1736811778661849, 13.7741, 0.433635, 0.0861109, -1.13545, -0.944351, 0.00795586, 0.0244133, -0.327935, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.664473] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6255] 1736811778664353, 13.7766, 0.433635, 0.0861109, -1.13545, -0.944351, 0.00795586, 0.0244133, -0.327935, 0.270999, 0.155316, -0.16503, -628.153, -0.072746, 0, 
[2025-01-13 18:42:58.667112] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6256] 1736811778667001, 13.7792, 0.433635, 0.0861109, -1.13545, -0.944351, 0.00795586, 0.0244133, -0.327935, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.669379] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6257] 1736811778669259, 13.7815, 0.436347, 0.0876318, -1.13724, -0.944439, 0.00668221, 0.0242469, -0.327722, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.672100] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6258] 1736811778672012, 13.7842, 0.436347, 0.0876318, -1.13724, -0.944439, 0.00668221, 0.0242469, -0.327722, 0.27123, 0.152089, -0.178709, 0.228786, -0.114973, 0.0402749, 
[2025-01-13 18:42:58.675848] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6260] 1736811778675731, 13.7879, 0.436347, 0.0876318, -1.13724, -0.944439, 0.00668221, 0.0242469, -0.327722, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.678469] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6261] 1736811778678361, 13.7906, 0.436347, 0.0876318, -1.13724, -0.944439, 0.00668221, 0.0242469, -0.327722, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.681359] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6262] 1736811778681241, 13.7934, 0.439143, 0.0891532, -1.13891, -0.944512, 0.00598277, 0.0239398, -0.327548, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.683930] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6264] 1736811778683813, 13.796, 0.439143, 0.0891532, -1.13891, -0.944512, 0.00598277, 0.0239398, -0.327548, 0.279548, 0.152137, -0.166837, 0.111175, -0.103839, 0.0351965, 
[2025-01-13 18:42:58.686250] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6265] 1736811778686134, 13.7983, 0.439143, 0.0891532, -1.13891, -0.944512, 0.00598277, 0.0239398, -0.327548, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.688777] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6266] 1736811778688663, 13.8009, 0.439143, 0.0891532, -1.13891, -0.944512, 0.00598277, 0.0239398, -0.327548, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.691722] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6267] 1736811778691604, 13.8038, 0.441917, 0.0906608, -1.14069, -0.944681, 0.00473591, 0.0235655, -0.327108, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.694505] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6269] 1736811778694388, 13.8066, 0.441917, 0.0906608, -1.14069, -0.944681, 0.00473591, 0.0235655, -0.327108, 0.277432, 0.15076, -0.178825, 0.208998, -0.152184, 0.0894964, 
[2025-01-13 18:42:58.696963] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6270] 1736811778696845, 13.809, 0.441917, 0.0906608, -1.14069, -0.944681, 0.00473591, 0.0235655, -0.327108, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.699381] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6271] 1736811778699261, 13.8115, 0.444738, 0.0921575, -1.14238, -0.944774, 0.00392225, 0.0231865, -0.326879, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.702277] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6272] 1736811778702187, 13.8144, 0.444738, 0.0921575, -1.14238, -0.944774, 0.00392225, 0.0231865, -0.326879, 0.282057, 0.149675, -0.168223, 0.127888, -0.12473, 0.0468671, 
[2025-01-13 18:42:58.704685] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6274] 1736811778704559, 13.8168, 0.444738, 0.0921575, -1.14238, -0.944774, 0.00392225, 0.0231865, -0.326879, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.707650] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6275] 1736811778707536, 13.8197, 0.444738, 0.0921575, -1.14238, -0.944774, 0.00392225, 0.0231865, -0.326879, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.711236] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6276] 1736811778711111, 13.8233, 0.447511, 0.0936949, -1.14411, -0.944794, 0.00329675, 0.0230421, -0.326836, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.712911] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6278] 1736811778712849, 13.8251, 0.447511, 0.0936949, -1.14411, -0.944794, 0.00329675, 0.0230421, -0.326836, 0.277332, 0.153741, -0.173351, 0.108647, -0.0681832, 0, 
[2025-01-13 18:42:58.716036] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6279] 1736811778715918, 13.8281, 0.447511, 0.0936949, -1.14411, -0.944794, 0.00329675, 0.0230421, -0.326836, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.718001] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6280] 1736811778717887, 13.8301, 0.447511, 0.0936949, -1.14411, -0.944794, 0.00329675, 0.0230421, -0.326836, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.720583] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6281] 1736811778720465, 13.8327, 0.450369, 0.0951889, -1.14584, -0.944875, 0.0027814, 0.0227829, -0.326626, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.723669] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6283] 1736811778723541, 13.8357, 0.450369, 0.0951889, -1.14584, -0.944875, 0.0027814, 0.0227829, -0.326626, 0.285822, 0.149394, -0.173108, 0.0794888, -0.0824928, 0.0435233, 
[2025-01-13 18:42:58.726130] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6284] 1736811778726018, 13.8382, 0.450369, 0.0951889, -1.14584, -0.944875, 0.0027814, 0.0227829, -0.326626, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.728824] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6285] 1736811778728707, 13.8409, 0.450369, 0.0951889, -1.14584, -0.944875, 0.0027814, 0.0227829, -0.326626, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.731753] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6286] 1736811778731639, 13.8438, 0.453233, 0.0966652, -1.14748, -0.944922, 0.00272517, 0.0224041, -0.326517, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.733927] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6288] 1736811778733800, 13.846, 0.453233, 0.0966652, -1.14748, -0.944922, 0.00272517, 0.0224041, -0.326517, 0.286382, 0.147636, -0.16419, 0, -0.0751838, 0, 
[2025-01-13 18:42:58.736429] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6289] 1736811778736313, 13.8485, 0.453233, 0.0966652, -1.14748, -0.944922, 0.00272517, 0.0224041, -0.326517, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.739771] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6290] 1736811778739653, 13.8519, 0.453233, 0.0966652, -1.14748, -0.944922, 0.00272517, 0.0224041, -0.326517, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.742556] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6291] 1736811778742439, 13.8546, 0.456115, 0.0981451, -1.14918, -0.945024, 0.00245037, 0.0222237, -0.326235, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.745471] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6293] 1736811778745354, 13.8576, 0.456115, 0.0981451, -1.14918, -0.945024, 0.00245037, 0.0222237, -0.326235, 0.288214, 0.147989, -0.169796, 0.0388622, -0.05177, 0.059551, 
[2025-01-13 18:42:58.749711] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6294] 1736811778749592, 13.8618, 0.456115, 0.0981451, -1.14918, -0.945024, 0.00245037, 0.0222237, -0.326235, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.751426] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6295] 1736811778751307, 13.8635, 0.458995, 0.0995926, -1.1509, -0.945116, 0.00242368, 0.0219269, -0.325988, 0, 0, 0, 0, 0, 0, 
[2025-01-13 18:42:58.756171] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6297] 1736811778756054, 13.8683, 0.458995, 0.0995926, -1.1509, -0.945116, 0.00242368, 0.0219269, -0.325988, 0.28803, 0.144748, -0.17162, 0, -0.0575993, 0.0531912, 
[2025-01-13 18:42:58.757391] [0x0000007f6affc9a0] [MocapTag] [0x0000332d] [6298] 1736811778757282, 13.8695, 0.458995, 0.0995926, -1.1509, -0.945116, 0.00242368, 0.0219269, -0.325988, 0, 0, 0, 0, 0, 0, 
