[2024-06-13 12:18:02.844126] [0x0000007f98d14010] [LogDataTag] [0x00002ff1] [1] Initial timestamp, Current time [s], User-defined position x [m], User-defined position y [m], User-defined position z [m], User-defined velocity x [m/s], User-defined velocity y [m/s], User-defined velocity z [m/s], User-defined acceleration x [m/s^2], User-defined acceleration y [m/s^2], User-defined acceleration z [m/s^2], User-defined yaw [rad], User-defined yaw_dot [rad/s], User-defined yaw_dot_dot [rad/s^2], Odometry time [s], Position x [m], Position y [m], Position z [m], Quaternion q0 [-], Quaternion q1 [-], Quaternion q2 [-], Quaternion q3 [-], Velocity x [m/s], Velocity y [m/s], Velocity z [m/s], Angular velocity x [rad/s], Angular velocity y [rad/s], Angular velocity z [rad/s], Roll [rad], Pitch [rad], Yaw [rad], Algorithm execution time [us], Mu translational raw x [N], Mu translational raw y [N], Mu translational raw z [N], Mu translational x [N], Mu translational y [N], Mu translational z [N], U control input U1 [N], U control input U2 [Nm], U control input U3 [Nm], U control input U4 [Nm], Roll reference [rad], Pitch reference [rad], Roll_dot reference [rad/s], Pitch_dot reference [rad/s], Roll_dot_dot reference [rad/s^2], Pitch_dot_dot reference [rad/s^2], Roll_dot [rad/s], Pitch_dot [rad/s], Yaw_dot [rad/s], Thrust motors QUADCOPTER T1 [N], Thrust motors QUADCOPTER T2 [N], Thrust motors QUADCOPTER T3 [N], Thrust motors QUADCOPTER T4 [N], Thrust motors normalized QUADCOPTER T1 [-], Thrust motors normalized QUADCOPTER T2 [-], Thrust motors normalized QUADCOPTER T3 [-], Thrust motors normalized QUADCOPTER T4 [-], Thrust motors X8COPTER T1 [N], Thrust motors X8COPTER T2 [N], Thrust motors X8COPTER T3 [N], Thrust motors X8COPTER T4 [N], Thrust motors X8COPTER T5 [N], Thrust motors X8COPTER T6 [N], Thrust motors X8COPTER T7 [N], Thrust motors X8COPTER T8 [N], Thrust motors normalized X8COPTER T1 [-], Thrust motors normalized X8COPTER T2 [-], Thrust motors normalized X8COPTER T3 [-], Thrust motors normalized X8COPTER T4 [-], Thrust motors normalized X8COPTER T5 [-], Thrust motors normalized X8COPTER T6 [-], Thrust motors normalized X8COPTER T7 [-], Thrust motors normalized X8COPTER T8 [-], Roll error [rad], Pitch error [rad], Yaw error [rad], Outer loop Proportional term x [-], Outer loop Proportional term y [-], Outer loop Proportional term z [-], Outer loop Integral term x [-], Outer loop Integral term y [-], Outer loop Integral term z [-], Outer loop Derivative term x [-], Outer loop Derivative term y [-], Outer loop Derivative term z [-], Outer loop Dynamic Inversion term x [-], Outer loop Dynamic Inversion term y [-], Outer loop Dynamic Inversion term z [-], Inner loop Proportional term x [-], Inner loop Proportional term y [-], Inner loop Proportional term z [-], Inner loop Integral term x [-], Inner loop Integral term y [-], Inner loop Integral term z [-], Inner loop Derivative term x [-], Inner loop Derivative term y [-], Inner loop Derivative term z [-], Inner loop Dynamic Inversion term x [-], Inner loop Dynamic Inversion term y [-], Inner loop Dynamic Inversion term z [-], 
[2024-06-13 12:18:29.647762] [0x0000007f98d14010] [LogDataTag] [0x00002ff1] [11958] 1718295482836884, 26.8089, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, 0.0397863, -0.000206128, -0.0534463, -0.954015, 0.00679468, 0.00251983, 0.299673, -0.0387146, 0.0069577, 0.0480942, 0.0201262, -0.0469196, 0.104982, -0.0114549, -0.0088804, -0.608666, 1563, -0.714561, -0.938703, -21.1243, -0.237097, -0.936655, -21.1351, 21.1572, 0.00691649, 0.0412848, -0.00928184, -0.0442857, 0.0112177, 0.0177979, 0.0524111, 1.25103, -0.624516, 0.0191892, -0.045714, 0.105517, 0, 0, 0, 0, 0, 0, 0, 0, 2.57921, 2.82721, 2.47805, 2.69414, 2.59517, 2.81125, 2.46209, 2.7101, 0.368663, 0.392467, 0.358752, 0.379778, 0.370215, 0.390955, 0.357177, 0.381309, 0.0328308, -0.0200981, -0.00263205, -0.278504, 0.00185515, 0.481017, -0.364665, -0.414228, -1.19566, 0.271002, -0.0765347, -0.480942, -0, -0, -18.8288, -1.31323, 0.803923, 0.0263205, 0.355126, 0.714255, -0.373176, -0.0139129, 0.981251, -0.211034, 2.98431e-05, 3.27231e-06, -4.25875e-06, 
[2024-06-13 12:18:29.657215] [0x0000007f91db89a0] [LogDataTag] [0x00002ff1] [11962] 1718295482836884, 26.8188, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, 0.0394776, -0.000272289, -0.0530715, -0.95409, 0.0076442, 0.00347086, 0.299402, -0.0240769, 0.00934358, 0.00773091, -0.0128954, -0.060521, 0.124594, -0.0125093, -0.0112006, -0.608083, 1043, -0.908283, -0.987927, -20.3466, -0.408949, -1.07516, -20.3583, 20.3908, -0.0381065, 0.087789, -0.00801542, -0.052752, 0.0200848, 0.0162434, 0.0693001, -0.754915, 0.738861, -0.0142994, -0.0589577, 0.125349, 0, 0, 0, 0, 0, 0, 0, 0, 2.61714, 2.7296, 2.28017, 2.56849, 2.52922, 2.81753, 2.3681, 2.48056, 0.372348, 0.383178, 0.338989, 0.367618, 0.36378, 0.39155, 0.347836, 0.359, 0.0402427, -0.0312855, -0.00204991, -0.276343, 0.0024506, 0.477643, -0.365259, -0.414217, -1.19088, 0.168538, -0.102779, -0.0773091, -0, -0, -18.8288, -1.60971, 1.25142, 0.0204991, 0.35456, 0.714668, -0.373041, 0.305428, 1.28258, -0.250699, 4.3429e-05, -2.59269e-05, -8.09897e-06, 
[2024-06-13 12:18:29.667175] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [11966] 1718295482836884, 26.8288, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, 0.0391122, -0.000344455, -0.0527399, -0.954123, 0.00850679, 0.00450859, 0.299259, -0.0246008, 0.0134705, 0.0223712, -0.166981, -0.357058, 0.00667779, -0.0135363, -0.0136954, -0.607768, 971, -0.897459, -1.07381, -20.6243, -0.405996, -1.11476, -20.6377, 20.6717, -0.00864294, 0.140659, -0.00572594, -0.0539528, 0.0196701, -0.00952094, 0.0842189, -0.706777, -0.0746182, -0.167139, -0.356935, 0.0115113, 0, 0, 0, 0, 0, 0, 0, 0, 2.72187, 2.84508, 2.30291, 2.466, 2.70193, 2.86502, 2.32285, 2.44606, 0.382438, 0.394157, 0.341287, 0.357563, 0.380526, 0.396039, 0.343296, 0.355592, 0.0404165, -0.0333654, -0.00173481, -0.273785, 0.0031001, 0.474659, -0.365847, -0.414202, -1.18612, 0.172206, -0.148176, -0.223712, -0, -0, -18.8288, -1.61666, 1.33462, 0.0173481, 0.353955, 0.715158, -0.372931, 1.57618, 4.41154, -0.0230227, -4.5112e-05, 2.02844e-05, -4.34472e-05, 
[2024-06-13 12:18:29.677298] [0x0000007f925b99a0] [LogDataTag] [0x00002ff1] [11971] 1718295482836884, 26.8389, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, 0.0387622, -0.000379279, -0.0524984, -0.95427, 0.00894129, 0.00490406, 0.298772, -0.0370537, 0.0135326, 0.041742, -0.0971565, -0.207514, 0.0614821, -0.0141364, -0.0147029, -0.606739, 1081, -0.726507, -1.07449, -20.9913, -0.292792, -1.00012, -21.0055, 21.0313, 0.0152796, 0.0665576, -0.00864794, -0.0475719, 0.0139379, -0.00191927, 0.0549263, 0.671288, -1.45237, -0.0981036, -0.206624, 0.0644163, 0, 0, 0, 0, 0, 0, 0, 0, 2.5976, 2.84905, 2.44404, 2.62498, 2.63285, 2.81379, 2.40878, 2.66024, 0.370451, 0.394532, 0.355392, 0.373108, 0.373869, 0.391196, 0.351893, 0.376515, 0.0334355, -0.0286409, -0.000705899, -0.271335, 0.00341351, 0.472486, -0.36643, -0.414186, -1.18139, 0.259376, -0.148859, -0.41742, -0, -0, -18.8288, -1.33742, 1.14564, 0.00705899, 0.353419, 0.715611, -0.372868, 0.961843, 2.6155, -0.128833, 5.48881e-05, -3.36142e-05, -2.67177e-05, 
[2024-06-13 12:18:29.687084] [0x0000007f98d14010] [LogDataTag] [0x00002ff1] [11976] 1718295482836884, 26.8488, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, 0.0384208, -0.00038971, -0.0523027, -0.954385, 0.00926155, 0.00546026, 0.298384, -0.0328724, 0.01439, 0.0164347, 0.0797239, 0.020965, 0.164432, -0.014422, -0.0159501, -0.605919, 998, -0.779228, -1.09239, -20.4997, -0.345331, -1.04597, -20.5141, 20.5436, -0.0448448, 0.0302404, -0.00931897, -0.0509366, 0.0168323, 0.00263494, 0.0251047, -0.151061, -0.675181, 0.0771061, 0.0233342, 0.164133, 0, 0, 0, 0, 0, 0, 0, 0, 2.5461, 2.67559, 2.35683, 2.69328, 2.44262, 2.77907, 2.46031, 2.58981, 0.365432, 0.377994, 0.346708, 0.379696, 0.355251, 0.387898, 0.357001, 0.369694, 0.0365145, -0.0327824, 0.000114648, -0.268946, 0.00350739, 0.470724, -0.367008, -0.414168, -1.17667, 0.230106, -0.15829, -0.164347, -0, -0, -18.8288, -1.46058, 1.31129, -0.00114648, 0.352887, 0.716081, -0.372858, -0.744711, 0.0177053, -0.328267, -2.19897e-05, 6.53797e-05, 2.32572e-06, 
[2024-06-13 12:18:29.697850] [0x0000007f91db89a0] [LogDataTag] [0x00002ff1] [11981] 1718295482836884, 26.8588, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, 0.0380206, -0.000415042, -0.0520645, -0.954389, 0.0103028, 0.00626431, 0.298324, -0.0186877, 0.0172023, -0.000997929, -0.155284, -0.205113, 0.0204892, -0.0159314, -0.0181053, -0.605774, 1280, -0.965588, -1.15131, -20.1601, -0.503182, -1.17499, -20.1756, 20.2161, -0.0297882, 0.123958, -0.00549194, -0.0581544, 0.0249349, -0.0308218, 0.038748, -1.24014, 0.755418, -0.155714, -0.20476, 0.0237581, 0, 0, 0, 0, 0, 0, 0, 0, 2.66855, 2.73711, 2.24817, 2.4542, 2.59981, 2.80585, 2.3169, 2.38547, 0.377316, 0.383896, 0.335741, 0.356398, 0.370667, 0.390442, 0.342697, 0.34957, 0.042223, -0.0430402, 0.000259667, -0.266144, 0.00373538, 0.468581, -0.367581, -0.41415, -1.17198, 0.130814, -0.189226, 0.00997929, -0, -0, -18.8288, -1.68892, 1.72161, -0.00259667, 0.352282, 0.716676, -0.372871, 1.24893, 2.43508, -0.0475162, -7.06321e-06, 2.71067e-06, -2.63949e-05, 
[2024-06-13 12:18:29.707216] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [11985] 1718295482836884, 26.8689, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, 0.0376078, -0.000404134, -0.0519503, -0.954511, 0.0107116, 0.00645634, 0.297914, -0.0306264, 0.0168757, 0.0217594, -0.166886, -0.168587, 0.0236228, -0.0166054, -0.0187086, -0.604908, 1015, -0.800673, -1.14456, -20.5901, -0.392888, -1.05478, -20.6067, 20.6374, 0.0211199, 0.077087, -0.00797517, -0.0511323, 0.0190637, -0.0339745, 0.0332443, 0.606786, -0.741302, -0.16738, -0.168171, 0.0264235, 0, 0, 0, 0, 0, 0, 0, 0, 2.56496, 2.81307, 2.39501, 2.54566, 2.61369, 2.76434, 2.34628, 2.59439, 0.367274, 0.391127, 0.350522, 0.365389, 0.372013, 0.386495, 0.34565, 0.37014, 0.0345269, -0.0377724, 0.00112565, -0.263255, 0.00363721, 0.467553, -0.368147, -0.414132, -1.1673, 0.214385, -0.185632, -0.217594, -0, -0, -18.8288, -1.38107, 1.51089, -0.0112565, 0.351726, 0.717268, -0.372921, 1.33406, 2.01416, -0.0528469, -4.71006e-06, 1.34258e-06, -2.36933e-05, 
[2024-06-13 12:18:29.718174] [0x0000007f925b99a0] [LogDataTag] [0x00002ff1] [11990] 1718295482836884, 26.8788, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, 0.0372414, -0.000370041, -0.0519238, -0.95464, 0.0109314, 0.00656461, 0.297489, -0.0348489, 0.0144983, 0.00466111, 0.0571487, 0.0828524, 0.135413, -0.0169693, -0.0190388, -0.604012, 1848, -0.740072, -1.09491, -20.2533, -0.372851, -0.977705, -20.2693, 20.2963, -0.0103577, 0.0163188, -0.0101818, -0.0481902, 0.0183928, -0.00398927, 0.00897306, 1.00169, -0.713957, 0.0545975, 0.0851382, 0.134012, 0, 0, 0, 0, 0, 0, 0, 0, 2.44487, 2.67551, 2.37467, 2.65312, 2.42097, 2.69941, 2.39857, 2.62922, 0.355474, 0.377986, 0.348493, 0.375828, 0.353104, 0.380284, 0.350877, 0.373518, 0.0312209, -0.0374315, 0.00202197, -0.260689, 0.00333036, 0.467315, -0.368707, -0.414115, -1.16263, 0.243942, -0.159481, -0.0466111, -0, -0, -18.8288, -1.24884, 1.49726, -0.0202197, 0.351242, 0.717831, -0.373024, -0.585867, -0.761652, -0.268023, -7.06625e-05, 3.56423e-05, 8.01417e-06, 
[2024-06-13 12:18:29.727726] [0x0000007f925b99a0] [LogDataTag] [0x00002ff1] [11995] 1718295482836884, 26.8889, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, 0.0368232, -0.000319585, -0.0518347, -0.954671, 0.0119599, 0.00690187, 0.297342, -0.0267168, 0.0155796, -0.0176175, -0.171435, -0.107726, 0.0296981, -0.0187361, -0.0202918, -0.603684, 1236, -0.844813, -1.11859, -19.8181, -0.462597, -1.02902, -19.8355, 19.8676, 0.0194147, 0.0871467, -0.00826122, -0.0518172, 0.0233174, 0.00847496, 0.00934624, 0.00229034, 0.330337, -0.172078, -0.10715, 0.0317176, 0, 0, 0, 0, 0, 0, 0, 0, 2.4814, 2.73272, 2.27897, 2.44071, 2.52619, 2.68793, 2.23418, 2.48551, 0.359082, 0.383477, 0.338867, 0.355062, 0.363484, 0.379181, 0.334316, 0.359487, 0.0330811, -0.0436092, 0.00234992, -0.257763, 0.00287627, 0.466513, -0.369262, -0.4141, -1.15796, 0.187018, -0.171375, 0.176175, -0, -0, -18.8288, -1.32325, 1.74437, -0.0234992, 0.350755, 0.718454, -0.373159, 1.80553, 1.16497, -0.0634352, 2.85671e-07, -4.94076e-06, -1.62729e-05, 
[2024-06-13 12:18:29.737232] [0x0000007f98d14010] [LogDataTag] [0x00002ff1] [11998] 1718295482836884, 26.8989, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, 0.036351, -0.000267923, -0.051834, -0.954802, 0.0121336, 0.00664531, 0.296921, -0.0384961, 0.0199073, 0.0157771, -0.151267, -0.0714537, 0.048892, -0.019229, -0.0198966, -0.602801, 1000, -0.681204, -1.21086, -20.4503, -0.281534, -0.990215, -20.4716, 20.4975, 0.0330454, 0.0258547, -0.00961506, -0.048328, 0.0137515, 0.022535, -0.0213151, 0.497668, -1.38084, -0.152267, -0.0705004, 0.0502668, 0, 0, 0, 0, 0, 0, 0, 0, 2.44054, 2.75717, 2.44345, 2.60757, 2.51679, 2.68092, 2.3672, 2.68382, 0.355046, 0.385811, 0.355333, 0.37142, 0.362563, 0.378507, 0.347745, 0.378786, 0.0290989, -0.0336482, 0.0032324, -0.254457, 0.00241131, 0.466506, -0.369809, -0.414087, -1.1533, 0.269472, -0.218981, -0.157771, -0, -0, -18.8288, -1.16396, 1.34593, -0.032324, 0.350299, 0.719008, -0.373335, 1.74802, 0.491853, -0.100534, 9.63982e-06, -2.80873e-05, -1.1224e-05, 
[2024-06-13 12:18:29.747204] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [12002] 1718295482836884, 26.9089, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, 0.0359008, -0.00022316, -0.0519226, -0.954896, 0.0123699, 0.00619735, 0.296619, -0.0401098, 0.0169235, -0.00750228, 0.0682953, 0.201356, 0.140884, -0.0199524, -0.0191751, -0.602169, 975, -0.654503, -1.14859, -19.9929, -0.272145, -0.918187, -20.0136, 20.0365, -0.00772409, -0.0274464, -0.0106996, -0.0458417, 0.0135972, 0.0451833, -0.0582006, 0.527863, -0.655627, 0.0656711, 0.204127, 0.136864, 0, 0, 0, 0, 0, 0, 0, 0, 2.3408, 2.59047, 2.40084, 2.68615, 2.32298, 2.60829, 2.41866, 2.66833, 0.3451, 0.369758, 0.351103, 0.37901, 0.343309, 0.37149, 0.352875, 0.377295, 0.0258894, -0.0327723, 0.00386479, -0.251306, 0.00200844, 0.467304, -0.37035, -0.414076, -1.14862, 0.280769, -0.186158, 0.0750228, -0, -0, -18.8288, -1.03557, 1.31089, -0.0386479, 0.349895, 0.719504, -0.373554, -0.204878, -2.62327, -0.273728, -0.000180239, 4.77423e-05, 1.91384e-05, 
[2024-06-13 12:18:29.757222] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [12007] 1718295482836884, 26.9189, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, 0.0359008, -0.00022316, -0.0519226, -0.954896, 0.0123699, 0.00619735, 0.296619, -0.0401098, 0.0169235, -0.00750228, 0.0682953, 0.201356, 0.140884, -0.0199524, -0.0191751, -0.602169, 989, -0.655537, -1.14857, -19.9839, -0.272836, -0.918936, -20.0046, 20.0276, -0.0168955, -0.0162855, -0.0102956, -0.0458996, 0.0136378, 0.0572481, -0.0731387, 0.00638198, -0.00164023, 0.0656711, 0.204127, 0.136864, 0, 0, 0, 0, 0, 0, 0, 0, 2.37115, 2.58955, 2.37836, 2.67474, 2.33216, 2.62854, 2.41735, 2.63575, 0.34814, 0.369669, 0.348861, 0.377912, 0.344233, 0.373452, 0.352745, 0.37415, 0.0259472, -0.0328129, 0.00386479, -0.251306, 0.00200844, 0.467304, -0.370889, -0.414066, -1.14395, 0.280769, -0.186158, 0.0750228, -0, -0, -18.8288, -1.03789, 1.31252, -0.0386479, 0.349507, 0.719996, -0.373786, -0.0842297, -2.77265, -0.273728, -0.000180239, 4.77423e-05, 1.91384e-05, 
[2024-06-13 12:18:29.767408] [0x0000007f925b99a0] [LogDataTag] [0x00002ff1] [12012] 1718295482836884, 26.9288, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, 0.0349422, -5.75632e-05, -0.0520112, -0.955094, 0.01286, 0.0057035, 0.295968, -0.0378196, 0.0238263, 0.004294, -0.0421525, 0.000452488, 0.0917601, -0.0211941, -0.0185081, -0.600803, 1205, -0.674451, -1.29721, -20.1999, -0.196891, -1.02291, -20.2259, 20.2527, -0.0243832, 0.0174697, -0.00873921, -0.0505288, 0.00973429, 0.0361145, -0.0859058, -1.07525, -0.172486, -0.0438505, 0.00239701, 0.0917456, 0, 0, 0, 0, 0, 0, 0, 0, 2.47526, 2.63748, 2.36944, 2.64418, 2.419, 2.69374, 2.4257, 2.58792, 0.358477, 0.374317, 0.347969, 0.374965, 0.352908, 0.379739, 0.353574, 0.36951, 0.0293348, -0.0282424, 0.0052303, -0.244596, 0.000518069, 0.4681, -0.371418, -0.414061, -1.13927, 0.264737, -0.262089, -0.04294, -0, -0, -18.8288, -1.17339, 1.1297, -0.052303, 0.349084, 0.720442, -0.374073, 0.799649, -0.883028, -0.183491, -2.97735e-07, -3.20902e-05, 2.14706e-08, 
[2024-06-13 12:18:29.777405] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [12017] 1718295482836884, 26.9389, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, 0.0344754, 3.71486e-05, -0.0521921, -0.95513, 0.0130824, 0.00499427, 0.295856, -0.039644, 0.0189345, -0.0166694, 0.0491582, 0.226489, 0.0848845, -0.0220407, -0.0172822, -0.600573, 1107, -0.644654, -1.19554, -19.7852, -0.198169, -0.914273, -19.8097, 19.8318, -0.0216473, -0.0188925, -0.00852278, -0.0461177, 0.0100033, 0.023731, -0.085672, -0.118741, 0.468384, 0.0477777, 0.228305, 0.0798843, 0, 0, 0, 0, 0, 0, 0, 0, 2.37062, 2.53374, 2.37426, 2.63728, 2.32067, 2.58369, 2.42421, 2.58733, 0.348087, 0.364223, 0.348452, 0.374298, 0.343076, 0.369099, 0.353426, 0.369453, 0.0240771, -0.0272855, 0.0054602, -0.241328, -0.000334337, 0.469729, -0.371937, -0.414061, -1.13458, 0.277508, -0.208279, 0.166694, -0, -0, -18.8288, -0.963083, 1.09142, -0.054602, 0.348697, 0.720856, -0.374396, -0.240467, -3.13977, -0.159769, -0.000123817, 2.24328e-05, 1.18495e-05, 
[2024-06-13 12:18:29.787360] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [12021] 1718295482836884, 26.9489, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, 0.0339936, 0.00013116, -0.0522542, -0.955135, 0.0138643, 0.00486463, 0.295805, -0.0286145, 0.0170702, -0.0278755, -0.23166, -0.0445551, -0.0342358, -0.0236124, -0.0174959, -0.600457, 1075, -0.787401, -1.15779, -19.56, -0.337694, -0.938029, -19.5847, 19.61, 0.0305539, 0.0900098, -0.00719794, -0.0478524, 0.017241, 0.0124502, -0.0395322, -0.483276, 1.91428, -0.231079, -0.045351, -0.0331793, 0, 0, 0, 0, 0, 0, 0, 0, 2.4537, 2.70415, 2.26886, 2.37831, 2.5242, 2.63365, 2.19836, 2.44881, 0.356348, 0.380739, 0.337842, 0.348856, 0.363289, 0.373946, 0.330656, 0.355864, 0.0242401, -0.034737, 0.00557651, -0.237955, -0.00118044, 0.470288, -0.372451, -0.414065, -1.12988, 0.200302, -0.187772, 0.278755, -0, -0, -18.8288, -0.969602, 1.38948, -0.0557651, 0.348334, 0.72134, -0.374728, 2.4353, 0.0581878, 0.0663587, -1.92605e-05, 0.00010474, -5.98254e-06, 
[2024-06-13 12:18:29.798431] [0x0000007f925b99a0] [LogDataTag] [0x00002ff1] [12026] 1718295482836884, 26.9589, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, 0.0335298, 0.000215292, -0.0523317, -0.955223, 0.0137793, 0.00452468, 0.29553, -0.0340293, 0.0205051, 0.0037093, -0.0751703, -0.0583062, 0.0307375, -0.0236558, -0.0167893, -0.599887, 2254, -0.709364, -1.23181, -20.156, -0.228498, -0.94007, -20.1829, 20.2061, 0.00267794, 0.0589795, -0.00817225, -0.0465409, 0.0113209, 0.0043691, -0.0104503, -0.137112, 0.361698, -0.0757095, -0.0575628, 0.0321126, 0, 0, 0, 0, 0, 0, 0, 0, 2.50418, 2.71466, 2.34304, 2.54117, 2.51035, 2.70848, 2.33686, 2.54735, 0.361324, 0.381747, 0.345325, 0.36495, 0.361931, 0.381155, 0.344705, 0.365555, 0.0228851, -0.0281102, 0.00614613, -0.234709, -0.00193763, 0.470985, -0.372956, -0.414073, -1.12517, 0.238205, -0.225556, -0.037093, -0, -0, -18.8288, -0.915405, 1.12441, -0.0614613, 0.347984, 0.721795, -0.375085, 0.800786, 0.471125, -0.0642252, 6.12699e-06, -1.0478e-05, -4.89182e-06, 
[2024-06-13 12:18:29.807743] [0x0000007f925b99a0] [LogDataTag] [0x00002ff1] [12030] 1718295482836884, 26.9689, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, 0.0335298, 0.000215292, -0.0523317, -0.955223, 0.0137793, 0.00452468, 0.29553, -0.0340293, 0.0205051, 0.0037093, -0.0751703, -0.0583062, 0.0307375, -0.0236558, -0.0167893, -0.599887, 1446, -0.710329, -1.23183, -20.147, -0.229132, -0.940844, -20.1739, 20.1971, 0.00223978, 0.0592614, -0.00815877, -0.0466, 0.0113574, 0.000398438, -0.00020355, -0.113995, 0.270145, -0.0757095, -0.0575628, 0.0321126, 0, 0, 0, 0, 0, 0, 0, 0, 2.50413, 2.71326, 2.34118, 2.53998, 2.50929, 2.7081, 2.33601, 2.54515, 0.361319, 0.381613, 0.345138, 0.364834, 0.361827, 0.381117, 0.344619, 0.36534, 0.0229442, -0.0281467, 0.00614613, -0.234709, -0.00193763, 0.470985, -0.373459, -0.414083, -1.12046, 0.238205, -0.225556, -0.037093, -0, -0, -18.8288, -0.91777, 1.12587, -0.0614613, 0.347641, 0.722217, -0.375454, 0.761079, 0.573592, -0.0642252, 6.12699e-06, -1.0478e-05, -4.89182e-06, 
[2024-06-13 12:18:29.817243] [0x0000007f915b79a0] [LogDataTag] [0x00002ff1] [12035] 1718295482836884, 26.9788, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, 0.0326675, 0.000391349, -0.052491, -0.955294, 0.0143067, 0.00414772, 0.295282, -0.0275045, 0.0131924, -0.0357184, -0.0984232, 0.0195257, 0.0572078, -0.0248906, -0.0163743, -0.599365, 1117, -0.787381, -1.08045, -19.3782, -0.357916, -0.853683, -19.4022, 19.4242, 0.0234305, 0.0777895, -0.00996595, -0.0439636, 0.0184451, 0.00822369, 0.0358705, 0.347775, 1.26968, -0.0993518, 0.0209434, 0.0567118, 0, 0, 0, 0, 0, 0, 0, 0, 2.38676, 2.68997, 2.22015, 2.41523, 2.44082, 2.63591, 2.16608, 2.4693, 0.349699, 0.379377, 0.332885, 0.352534, 0.355074, 0.374165, 0.327341, 0.357889, 0.019073, -0.0348195, 0.00666804, -0.228672, -0.00352214, 0.472419, -0.373954, -0.414098, -1.11574, 0.192531, -0.145117, 0.357184, -0, -0, -18.8288, -0.762919, 1.39278, -0.0666804, 0.347336, 0.722705, -0.375844, 1.07576, 0.149271, -0.113424, -4.68566e-06, -3.05693e-05, 2.3722e-06, 
[2024-06-13 12:18:29.827734] [0x0000007f91db89a0] [LogDataTag] [0x00002ff1] [12039] 1718295482836884, 26.9889, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.606033, 0, 0, 1.8445e+13, 0.0322499, 0.000478402, -0.0525159, -0.95536, 0.014612, 0.00414254, 0.295053, -0.0250113, 0.0233526, 0.00605458, -0.165684, -0.194691, 0.026696, -0.0254812, -0.0165386, -0.598882, 1493, -0.816211, -1.29658, -20.1707, -0.276843, -1.01668, -20.2013, 20.2288, 0.00222314, 0.0902647, -0.00833375, -0.0502801, 0.0137033, -0.00840144, 0.0489464, -0.856562, -0.262417, -0.166207, -0.193948, 0.0316521, 0, 0, 0, 0, 0, 0, 0, 0, 2.5499, 2.76337, 2.29896, 2.50217, 2.55502, 2.75824, 2.29383, 2.5073, 0.365804, 0.386403, 0.340888, 0.361127, 0.366305, 0.385913, 0.34037, 0.361631, 0.0247989, -0.030242, 0.00715153, -0.225749, -0.00430562, 0.472643, -0.374439, -0.414118, -1.11102, 0.175079, -0.256879, -0.0605458, -0, -0, -18.8288, -0.991955, 1.20968, -0.0715153, 0.346993, 0.723182, -0.376263, 1.57806, 2.42894, -0.0633041, -1.66099e-06, -2.38933e-06, -2.77338e-05, 
