[2025-10-13 19:23:34.884323] [0x0000007fbe8c77c0] [MocapTag] [0x000009e1] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 19:23:42.227692] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3413] 1760397822227603, 10.0995, 0.0350294, -0.346855, -0.309027, -0.999832, -0.0083936, 0.0139997, 0.0083103, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.230830] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3415] 1760397822230713, 10.1026, 0.0348613, -0.34703, -0.30897, -0.999827, -0.0084414, 0.014088, 0.00873943, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.232963] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3416] 1760397822232853, 10.1047, 0.0348613, -0.34703, -0.30897, -0.999827, -0.0084414, 0.014088, 0.00873943, -0.0168067, -0.0174705, 0.00573737, 0, 0, 0.0855749, 
[2025-10-13 19:23:42.235566] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3417] 1760397822235451, 10.1073, 0.0348613, -0.34703, -0.30897, -0.999827, -0.0084414, 0.014088, 0.00873943, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.238253] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3418] 1760397822238167, 10.11, 0.0348613, -0.34703, -0.30897, -0.999827, -0.0084414, 0.014088, 0.00873943, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.240928] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3420] 1760397822240813, 10.1127, 0.0349931, -0.346874, -0.309011, -0.999831, -0.00831114, 0.0140574, 0.00838387, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.244197] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3421] 1760397822244078, 10.1159, 0.0349931, -0.346874, -0.309011, -0.999831, -0.00831114, 0.0140574, 0.00838387, 0.0131839, 0.0156303, -0.004119, 0, 0, -0.0707153, 
[2025-10-13 19:23:42.246674] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3422] 1760397822246556, 10.1184, 0.0349931, -0.346874, -0.309011, -0.999831, -0.00831114, 0.0140574, 0.00838387, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.249332] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3424] 1760397822249192, 10.1211, 0.034966, -0.346899, -0.309119, -0.99983, -0.00828487, 0.0140689, 0.00854251, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.252046] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3425] 1760397822251931, 10.1238, 0.034966, -0.346899, -0.309119, -0.99983, -0.00828487, 0.0140689, 0.00854251, -0.00271197, -0.00250299, -0.0107737, 0, 0, 0, 
[2025-10-13 19:23:42.254551] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3426] 1760397822254434, 10.1263, 0.034966, -0.346899, -0.309119, -0.99983, -0.00828487, 0.0140689, 0.00854251, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.257321] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3427] 1760397822257161, 10.129, 0.034966, -0.346899, -0.309119, -0.99983, -0.00828487, 0.0140689, 0.00854251, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.259992] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3429] 1760397822259874, 10.1317, 0.0350936, -0.346869, -0.309416, -0.99983, -0.00844626, 0.0140412, 0.00849607, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.262638] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3430] 1760397822262525, 10.1344, 0.0350936, -0.346869, -0.309416, -0.99983, -0.00844626, 0.0140412, 0.00849607, 0.0127551, 0.00299487, -0.0296727, 0, 0, 0, 
[2025-10-13 19:23:42.265328] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3431] 1760397822265215, 10.1371, 0.0350936, -0.346869, -0.309416, -0.99983, -0.00844626, 0.0140412, 0.00849607, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.268018] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3432] 1760397822267931, 10.1398, 0.0350936, -0.346869, -0.309416, -0.99983, -0.00844626, 0.0140412, 0.00849607, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.270700] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3434] 1760397822270527, 10.1424, 0.0351292, -0.346883, -0.309561, -0.999827, -0.00847787, 0.014166, 0.00853861, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.273571] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3435] 1760397822273448, 10.1453, 0.0351292, -0.346883, -0.309561, -0.999827, -0.00847787, 0.014166, 0.00853861, 0.00356206, 0, -0.0145549, 0, 0, 0, 
[2025-10-13 19:23:42.276094] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3436] 1760397822275976, 10.1478, 0.0351292, -0.346883, -0.309561, -0.999827, -0.00847787, 0.014166, 0.00853861, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.278670] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3438] 1760397822278545, 10.1504, 0.0351292, -0.346883, -0.309561, -0.999827, -0.00847787, 0.014166, 0.00853861, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.282135] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3439] 1760397822282021, 10.1539, 0.0351021, -0.346954, -0.309619, -0.999827, -0.00843876, 0.0141323, 0.00862033, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.284234] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3440] 1760397822284111, 10.156, 0.0351021, -0.346954, -0.309619, -0.999827, -0.00843876, 0.0141323, 0.00862033, -0.00270518, -0.00711105, -0.00580064, 0, 0, 0, 
[2025-10-13 19:23:42.286964] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3441] 1760397822286851, 10.1587, 0.0351021, -0.346954, -0.309619, -0.999827, -0.00843876, 0.0141323, 0.00862033, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.289531] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3443] 1760397822289418, 10.1613, 0.035058, -0.347045, -0.30969, -0.999832, -0.00820835, 0.0139583, 0.00854287, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.292288] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3444] 1760397822292174, 10.164, 0.035058, -0.347045, -0.30969, -0.999832, -0.00820835, 0.0139583, 0.00854287, -0.00441223, -0.00913611, -0.00707636, -0.0455856, -0.035332, 0, 
[2025-10-13 19:23:42.294933] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3445] 1760397822294820, 10.1667, 0.035058, -0.347045, -0.30969, -0.999832, -0.00820835, 0.0139583, 0.00854287, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.297744] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3446] 1760397822297659, 10.1695, 0.035058, -0.347045, -0.30969, -0.999832, -0.00820835, 0.0139583, 0.00854287, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.300748] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3448] 1760397822300596, 10.1725, 0.0349478, -0.34707, -0.309715, -0.999841, -0.00805425, 0.013545, 0.00830724, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.302860] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3449] 1760397822302746, 10.1746, 0.0349478, -0.34707, -0.309715, -0.999841, -0.00805425, 0.013545, 0.00830724, -0.0110224, -0.00247028, -0.00251316, 0, -0.08328, -0.0460716, 
[2025-10-13 19:23:42.305576] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3450] 1760397822305459, 10.1773, 0.0349478, -0.34707, -0.309715, -0.999841, -0.00805425, 0.013545, 0.00830724, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.308267] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3451] 1760397822308179, 10.18, 0.0349478, -0.34707, -0.309715, -0.999841, -0.00805425, 0.013545, 0.00830724, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.310934] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3453] 1760397822310819, 10.1827, 0.0347976, -0.347083, -0.309644, -0.999848, -0.00787809, 0.0132061, 0.00818108, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.313632] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3454] 1760397822313512, 10.1854, 0.0347976, -0.347083, -0.309644, -0.999848, -0.00787809, 0.0132061, 0.00818108, -0.0150168, 0, 0.00706305, 0, -0.0682769, 0, 
[2025-10-13 19:23:42.316201] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3455] 1760397822316084, 10.188, 0.0347976, -0.347083, -0.309644, -0.999848, -0.00787809, 0.0132061, 0.00818108, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.318782] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3457] 1760397822318691, 10.1906, 0.0348135, -0.346981, -0.309513, -0.999847, -0.00796919, 0.0133137, 0.00807809, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.321546] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3458] 1760397822321431, 10.1933, 0.0348135, -0.346981, -0.309513, -0.999847, -0.00796919, 0.0133137, 0.00807809, 0, 0.0102699, 0.0131439, 0, 0, 0, 
[2025-10-13 19:23:42.324211] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3459] 1760397822324084, 10.196, 0.0348135, -0.346981, -0.309513, -0.999847, -0.00796919, 0.0133137, 0.00807809, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.326820] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3460] 1760397822326705, 10.1986, 0.0348135, -0.346981, -0.309513, -0.999847, -0.00796919, 0.0133137, 0.00807809, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.329391] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3462] 1760397822329302, 10.2012, 0.0348796, -0.346997, -0.309433, -0.999837, -0.00830348, 0.0136912, 0.00828971, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.332253] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3463] 1760397822332137, 10.204, 0.0348796, -0.346997, -0.309433, -0.999837, -0.00830348, 0.0136912, 0.00828971, 0.00660953, 0, 0.00801678, 0.0657082, 0.0763899, 0.0408389, 
[2025-10-13 19:23:42.334828] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3464] 1760397822334711, 10.2066, 0.0348796, -0.346997, -0.309433, -0.999837, -0.00830348, 0.0136912, 0.00828971, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.337588] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3465] 1760397822337499, 10.2094, 0.0348796, -0.346997, -0.309433, -0.999837, -0.00830348, 0.0136912, 0.00828971, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.340311] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3467] 1760397822340197, 10.2121, 0.0349327, -0.346967, -0.309429, -0.999829, -0.0084432, 0.0140318, 0.00855652, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.343034] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3468] 1760397822342920, 10.2148, 0.0349327, -0.346967, -0.309429, -0.999829, -0.0084432, 0.0140318, 0.00855652, 0.00531048, 0.00295737, 0, 0, 0.068792, 0.0524415, 
[2025-10-13 19:23:42.345620] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3469] 1760397822345504, 10.2174, 0.0349327, -0.346967, -0.309429, -0.999829, -0.0084432, 0.0140318, 0.00855652, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.348990] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3471] 1760397822348865, 10.2207, 0.0349327, -0.346967, -0.309429, -0.999829, -0.0084432, 0.0140318, 0.00855652, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.350797] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3472] 1760397822350685, 10.2226, 0.035006, -0.346963, -0.309559, -0.999823, -0.00863201, 0.0142691, 0.0086993, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.353519] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3473] 1760397822353402, 10.2253, 0.035006, -0.346963, -0.309559, -0.999823, -0.00863201, 0.0142691, 0.0086993, 0.00732938, 0, -0.0129911, 0.0369787, 0.0480216, 0, 
[2025-10-13 19:23:42.356588] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3474] 1760397822356474, 10.2283, 0.035006, -0.346963, -0.309559, -0.999823, -0.00863201, 0.0142691, 0.0086993, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.359310] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3476] 1760397822359197, 10.2311, 0.035006, -0.346963, -0.309559, -0.999823, -0.00863201, 0.0142691, 0.0086993, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.361920] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3477] 1760397822361807, 10.2337, 0.0350645, -0.34694, -0.309699, -0.999827, -0.00852954, 0.0141715, 0.00852495, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.364683] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3478] 1760397822364568, 10.2364, 0.0350645, -0.34694, -0.309699, -0.999827, -0.00852954, 0.0141715, 0.00852495, 0.00584576, 0.00231373, -0.0139677, 0, 0, 0, 
[2025-10-13 19:23:42.368148] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3479] 1760397822368062, 10.2399, 0.0350645, -0.34694, -0.309699, -0.999827, -0.00852954, 0.0141715, 0.00852495, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.371663] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3481] 1760397822371549, 10.2434, 0.0350325, -0.346888, -0.309682, -0.999831, -0.00841138, 0.0140808, 0.00832215, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.374499] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3482] 1760397822374383, 10.2463, 0.0350325, -0.346888, -0.309682, -0.999831, -0.00841138, 0.0140808, 0.00832215, -0.00319748, 0.00512614, 0, 0, 0, -0.0400888, 
[2025-10-13 19:23:42.377641] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3483] 1760397822377527, 10.2494, 0.0350325, -0.346888, -0.309682, -0.999831, -0.00841138, 0.0140808, 0.00832215, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.380103] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3485] 1760397822379988, 10.2519, 0.0348685, -0.347063, -0.309572, -0.999825, -0.00851051, 0.0142413, 0.00862269, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.382701] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3486] 1760397822382587, 10.2545, 0.0348685, -0.347063, -0.309572, -0.999825, -0.00851051, 0.0142413, 0.00862269, -0.0163977, -0.0174515, 0.0110499, 0, 0, 0.0595825, 
[2025-10-13 19:23:42.385589] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3487] 1760397822385470, 10.2573, 0.0348685, -0.347063, -0.309572, -0.999825, -0.00851051, 0.0142413, 0.00862269, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.388442] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3489] 1760397822388337, 10.2602, 0.0348685, -0.347063, -0.309572, -0.999825, -0.00851051, 0.0142413, 0.00862269, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.391048] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3490] 1760397822390936, 10.2628, 0.0350686, -0.346926, -0.309527, -0.999829, -0.00846101, 0.0142787, 0.00815374, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.393810] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3491] 1760397822393694, 10.2656, 0.0350686, -0.346926, -0.309527, -0.999829, -0.00846101, 0.0142787, 0.00815374, 0.0200075, 0.0137236, 0.00440505, 0, 0, -0.0937374, 
[2025-10-13 19:23:42.396426] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3492] 1760397822396309, 10.2682, 0.0350686, -0.346926, -0.309527, -0.999829, -0.00846101, 0.0142787, 0.00815374, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.399064] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3494] 1760397822398944, 10.2708, 0.0349685, -0.347109, -0.309478, -0.999827, -0.00848033, 0.0141873, 0.00850468, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.402547] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3495] 1760397822402430, 10.2743, 0.0349685, -0.347109, -0.309478, -0.999827, -0.00848033, 0.0141873, 0.00850468, -0.0100071, -0.0183753, 0.00490243, 0, 0, 0.0703024, 
[2025-10-13 19:23:42.405083] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3496] 1760397822404966, 10.2768, 0.0349685, -0.347109, -0.309478, -0.999827, -0.00848033, 0.0141873, 0.00850468, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.408152] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3497] 1760397822408065, 10.2799, 0.0349685, -0.347109, -0.309478, -0.999827, -0.00848033, 0.0141873, 0.00850468, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.410824] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3499] 1760397822410711, 10.2826, 0.0352214, -0.346931, -0.309475, -0.999833, -0.00840161, 0.0141673, 0.00796468, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.414830] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3500] 1760397822414712, 10.2866, 0.0352214, -0.346931, -0.309475, -0.999833, -0.00840161, 0.0141673, 0.00796468, 0.0252834, 0.0178535, 0, 0, 0, -0.107776, 
[2025-10-13 19:23:42.415789] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3501] 1760397822415672, 10.2875, 0.0352214, -0.346931, -0.309475, -0.999833, -0.00840161, 0.0141673, 0.00796468, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.418886] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3502] 1760397822418807, 10.2907, 0.035165, -0.347035, -0.309388, -0.999824, -0.00849607, 0.014575, 0.00816496, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.421702] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3504] 1760397822421584, 10.2935, 0.035165, -0.347035, -0.309388, -0.999824, -0.00849607, 0.014575, 0.00816496, -0.00563544, -0.0104147, 0.00871184, 0, 0.0820322, 0.0391344, 
[2025-10-13 19:23:42.424241] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3505] 1760397822424123, 10.296, 0.035165, -0.347035, -0.309388, -0.999824, -0.00849607, 0.014575, 0.00816496, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.426856] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3506] 1760397822426743, 10.2986, 0.035165, -0.347035, -0.309388, -0.999824, -0.00849607, 0.014575, 0.00816496, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.429358] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3508] 1760397822429243, 10.3011, 0.035536, -0.346885, -0.309414, -0.999817, -0.00853661, 0.0152568, 0.00773246, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.432508] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3509] 1760397822432396, 10.3043, 0.035536, -0.346885, -0.309414, -0.999817, -0.00853661, 0.0152568, 0.00773246, 0.0370977, 0.0150178, -0.00256998, 0, 0.13569, -0.0877629, 
[2025-10-13 19:23:42.435341] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3510] 1760397822435225, 10.3071, 0.035536, -0.346885, -0.309414, -0.999817, -0.00853661, 0.0152568, 0.00773246, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.437794] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3511] 1760397822437705, 10.3096, 0.035536, -0.346885, -0.309414, -0.999817, -0.00853661, 0.0152568, 0.00773246, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.440273] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3513] 1760397822440159, 10.312, 0.035662, -0.34701, -0.309407, -0.99981, -0.00852112, 0.0155232, 0.00816262, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.442922] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3514] 1760397822442798, 10.3147, 0.035662, -0.34701, -0.309407, -0.99981, -0.00852112, 0.0155232, 0.00816262, 0.0126035, -0.0125565, 0, 0, 0.053978, 0.0856745, 
[2025-10-13 19:23:42.445470] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3515] 1760397822445353, 10.3172, 0.035662, -0.34701, -0.309407, -0.99981, -0.00852112, 0.0155232, 0.00816262, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.448539] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3517] 1760397822448421, 10.3203, 0.035662, -0.34701, -0.309407, -0.99981, -0.00852112, 0.0155232, 0.00816262, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.451209] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3518] 1760397822451088, 10.323, 0.0356977, -0.347145, -0.309418, -0.999808, -0.00824023, 0.0155945, 0.00856702, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.454087] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3519] 1760397822453935, 10.3258, 0.0356977, -0.347145, -0.309418, -0.999808, -0.00824023, 0.0155945, 0.00856702, 0.0035651, -0.0134341, 0, -0.0575781, 0, 0.0816729, 
[2025-10-13 19:23:42.456696] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3520] 1760397822456581, 10.3285, 0.0356977, -0.347145, -0.309418, -0.999808, -0.00824023, 0.0155945, 0.00856702, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.459296] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3522] 1760397822459196, 10.3311, 0.0356007, -0.347383, -0.309435, -0.999805, -0.00824925, 0.0155091, 0.00904272, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.462080] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3523] 1760397822461965, 10.3338, 0.0356007, -0.347383, -0.309435, -0.999805, -0.00824925, 0.0155091, 0.00904272, -0.00969622, -0.0237847, 0, 0, 0, 0.0952817, 
[2025-10-13 19:23:42.464705] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3524] 1760397822464583, 10.3365, 0.0356007, -0.347383, -0.309435, -0.999805, -0.00824925, 0.0155091, 0.00904272, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.467818] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3525] 1760397822467705, 10.3396, 0.0356007, -0.347383, -0.309435, -0.999805, -0.00824925, 0.0155091, 0.00904272, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.470333] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3527] 1760397822470210, 10.3421, 0.0357744, -0.347149, -0.309474, -0.999813, -0.00826529, 0.0152976, 0.00849458, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.473142] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3528] 1760397822473027, 10.3449, 0.0357744, -0.347149, -0.309474, -0.999813, -0.00826529, 0.0152976, 0.00849458, 0.0173706, 0.0233301, -0.00392515, 0, -0.0431532, -0.109386, 
[2025-10-13 19:23:42.475866] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3529] 1760397822475747, 10.3476, 0.0357744, -0.347149, -0.309474, -0.999813, -0.00826529, 0.0152976, 0.00849458, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.479048] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3531] 1760397822478930, 10.3508, 0.0357744, -0.347149, -0.309474, -0.999813, -0.00826529, 0.0152976, 0.00849458, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.481653] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3532] 1760397822481540, 10.3534, 0.0356224, -0.347036, -0.309445, -0.999817, -0.00823938, 0.0150769, 0.00837818, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.484534] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3533] 1760397822484407, 10.3563, 0.0356224, -0.347036, -0.309445, -0.999817, -0.00823938, 0.0150769, 0.00837818, -0.0151973, 0.0112933, 0.00294554, 0, -0.0443703, 0, 
[2025-10-13 19:23:42.487229] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3534] 1760397822487113, 10.359, 0.0356224, -0.347036, -0.309445, -0.999817, -0.00823938, 0.0150769, 0.00837818, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.489716] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3536] 1760397822489591, 10.3615, 0.0354342, -0.346994, -0.309442, -0.999816, -0.00864051, 0.014893, 0.00849413, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.492536] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3537] 1760397822492420, 10.3643, 0.0354342, -0.346994, -0.309442, -0.999816, -0.00864051, 0.014893, 0.00849413, -0.0188195, 0.00423931, 0, 0.080204, -0.035925, 0, 
[2025-10-13 19:23:42.495069] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3538] 1760397822494952, 10.3668, 0.0354342, -0.346994, -0.309442, -0.999816, -0.00864051, 0.014893, 0.00849413, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.497846] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3539] 1760397822497733, 10.3696, 0.0354342, -0.346994, -0.309442, -0.999816, -0.00864051, 0.014893, 0.00849413, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.500487] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3541] 1760397822500373, 10.3722, 0.0355468, -0.346761, -0.309466, -0.99982, -0.00883345, 0.0147859, 0.00797294, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:42.503131] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [3542] 1760397822503018, 10.3749, 0.0355468, -0.346761, -0.309466, -0.99982, -0.00883345, 0.0147859, 0.00797294, 0.0112513, 0.0233265, -0.00243937, 0.0403166, 0, -0.104669, 
