[2025-10-13 19:08:42.142005] [0x0000007fa6aea7c0] [MocapTag] [0x000019ee] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 19:08:49.422897] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3360] 1760396929422775, 10.0283, 0.0467097, -0.358537, -0.308902, -0.999924, -0.00795385, 0.00934984, -0.000837883, 0, 0.00239428, 0, 0, 0, 0, 
[2025-10-13 19:08:49.425432] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3361] 1760396929425313, 10.0308, 0.0467097, -0.358537, -0.308902, -0.999924, -0.00795385, 0.00934984, -0.000837883, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.428408] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3363] 1760396929428287, 10.0338, 0.0466221, -0.35856, -0.30883, -0.999925, -0.00792355, 0.00934605, -0.000593427, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.431013] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3364] 1760396929430893, 10.0364, 0.0466221, -0.35856, -0.30883, -0.999925, -0.00792355, 0.00934605, -0.000593427, -0.00875992, -0.00235199, 0.00728781, 0, 0, 0.0489587, 
[2025-10-13 19:08:49.433814] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3365] 1760396929433696, 10.0392, 0.0466221, -0.35856, -0.30883, -0.999925, -0.00792355, 0.00934605, -0.000593427, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.436800] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3367] 1760396929436729, 10.0422, 0.0466221, -0.35856, -0.30883, -0.999925, -0.00792355, 0.00934605, -0.000593427, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.439215] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3368] 1760396929439097, 10.0446, 0.0466253, -0.358566, -0.308849, -0.999924, -0.00801353, 0.00932612, -0.000623962, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.441945] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3369] 1760396929441830, 10.0473, 0.0466253, -0.358566, -0.308849, -0.999924, -0.00801353, 0.00932612, -0.000623962, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.444832] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3370] 1760396929444710, 10.0502, 0.0466253, -0.358566, -0.308849, -0.999924, -0.00801353, 0.00932612, -0.000623962, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.448109] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3372] 1760396929447997, 10.0535, 0.0466253, -0.358566, -0.308849, -0.999924, -0.00801353, 0.00932612, -0.000623962, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.449850] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3373] 1760396929449653, 10.0551, 0.0466444, -0.358556, -0.308871, -0.999924, -0.00805322, 0.00931826, -0.000685741, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.452720] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3374] 1760396929452597, 10.0581, 0.0466444, -0.358556, -0.308871, -0.999924, -0.00805322, 0.00931826, -0.000685741, 0, 0, -0.00224888, 0, 0, 0, 
[2025-10-13 19:08:49.455192] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3375] 1760396929455098, 10.0606, 0.0466444, -0.358556, -0.308871, -0.999924, -0.00805322, 0.00931826, -0.000685741, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.457785] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3377] 1760396929457666, 10.0632, 0.0466444, -0.358556, -0.308871, -0.999924, -0.00805322, 0.00931826, -0.000685741, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.460424] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3378] 1760396929460304, 10.0658, 0.0465993, -0.358598, -0.308918, -0.999925, -0.00794103, 0.00927888, -0.0006923, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.464062] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3379] 1760396929463935, 10.0694, 0.0465993, -0.358598, -0.308918, -0.999925, -0.00794103, 0.00927888, -0.0006923, -0.00450746, -0.00417121, -0.00462096, 0, 0, 0, 
[2025-10-13 19:08:49.465895] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3380] 1760396929465802, 10.0713, 0.0465993, -0.358598, -0.308918, -0.999925, -0.00794103, 0.00927888, -0.0006923, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.468577] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3382] 1760396929468460, 10.074, 0.0465692, -0.3586, -0.309076, -0.999924, -0.00797644, 0.0093328, -0.000552928, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.471433] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3383] 1760396929471306, 10.0768, 0.0465692, -0.3586, -0.309076, -0.999924, -0.00797644, 0.0093328, -0.000552928, -0.00301399, 0, -0.015848, 0, 0, 0, 
[2025-10-13 19:08:49.473806] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3384] 1760396929473690, 10.0792, 0.0465692, -0.3586, -0.309076, -0.999924, -0.00797644, 0.0093328, -0.000552928, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.476586] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3386] 1760396929476524, 10.082, 0.0465692, -0.3586, -0.309076, -0.999924, -0.00797644, 0.0093328, -0.000552928, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.479190] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3387] 1760396929479073, 10.0846, 0.0466458, -0.358551, -0.309353, -0.999924, -0.00807619, 0.00929901, -0.000721037, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.482078] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3388] 1760396929481964, 10.0875, 0.0466458, -0.358551, -0.309353, -0.999924, -0.00807619, 0.00929901, -0.000721037, 0.00766536, 0.00495958, -0.0277019, 0, 0, 0, 
[2025-10-13 19:08:49.486315] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3390] 1760396929486239, 10.0917, 0.0466458, -0.358551, -0.309353, -0.999924, -0.00807619, 0.00929901, -0.000721037, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.487406] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3391] 1760396929487281, 10.0928, 0.0466458, -0.358551, -0.309353, -0.999924, -0.00807619, 0.00929901, -0.000721037, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.490132] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3392] 1760396929490012, 10.0955, 0.046744, -0.358608, -0.30946, -0.999921, -0.00812796, 0.0096079, -0.000614662, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.492884] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3393] 1760396929492759, 10.0983, 0.046744, -0.358608, -0.30946, -0.999921, -0.00812796, 0.0096079, -0.000614662, 0.00982105, -0.00576868, -0.0106509, 0, 0.061943, 0, 
[2025-10-13 19:08:49.496169] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3394] 1760396929496079, 10.1016, 0.046744, -0.358608, -0.30946, -0.999921, -0.00812796, 0.0096079, -0.000614662, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.498815] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3396] 1760396929498698, 10.1042, 0.0462748, -0.359345, -0.309863, -0.999941, -0.00653039, 0.00863653, -0.00115189, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.502019] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3397] 1760396929501893, 10.1074, 0.0462748, -0.359345, -0.309863, -0.999941, -0.00653039, 0.00863653, -0.00115189, -0.0469252, -0.0736146, -0.0403113, -0.318789, -0.194762, -0.103114, 
[2025-10-13 19:08:49.504221] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3398] 1760396929504103, 10.1096, 0.0462748, -0.359345, -0.309863, -0.999941, -0.00653039, 0.00863653, -0.00115189, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.507057] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3400] 1760396929506971, 10.1125, 0.0462748, -0.359345, -0.309863, -0.999941, -0.00653039, 0.00863653, -0.00115189, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.510916] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3401] 1760396929510785, 10.1163, 0.0464272, -0.359205, -0.309876, -0.999941, -0.00641816, 0.00859408, -0.00165538, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.513251] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3402] 1760396929513073, 10.1186, 0.0464272, -0.359205, -0.309876, -0.999941, -0.00641816, 0.00859408, -0.00165538, 0.0152459, 0.0139936, 0, 0, 0, -0.100458, 
[2025-10-13 19:08:49.515681] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3403] 1760396929515592, 10.1211, 0.0464272, -0.359205, -0.309876, -0.999941, -0.00641816, 0.00859408, -0.00165538, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.518664] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3405] 1760396929518550, 10.124, 0.0468208, -0.358675, -0.30941, -0.999924, -0.00785736, 0.00952702, -0.000702556, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.521426] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3406] 1760396929521305, 10.1268, 0.0468208, -0.358675, -0.30941, -0.999924, -0.00785736, 0.00952702, -0.000702556, 0.0393585, 0.053007, 0.0466078, 0.286436, 0.187595, 0.186639, 
[2025-10-13 19:08:49.523950] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3407] 1760396929523830, 10.1293, 0.0468208, -0.358675, -0.30941, -0.999924, -0.00785736, 0.00952702, -0.000702556, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.526664] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3409] 1760396929526595, 10.1321, 0.0468208, -0.358675, -0.30941, -0.999924, -0.00785736, 0.00952702, -0.000702556, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.529311] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3410] 1760396929529190, 10.1347, 0.0467195, -0.358648, -0.309348, -0.999925, -0.00788579, 0.00931176, -0.000510892, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.532111] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3411] 1760396929531985, 10.1375, 0.0467195, -0.358648, -0.309348, -0.999925, -0.00788579, 0.00931176, -0.000510892, -0.0101357, 0.00264479, 0.00622614, 0, -0.0427552, 0.038623, 
[2025-10-13 19:08:49.534733] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3412] 1760396929534611, 10.1401, 0.0467195, -0.358648, -0.309348, -0.999925, -0.00788579, 0.00931176, -0.000510892, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.537375] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3414] 1760396929537281, 10.1428, 0.0467195, -0.358648, -0.309348, -0.999925, -0.00788579, 0.00931176, -0.000510892, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.540215] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3415] 1760396929540045, 10.1455, 0.0466452, -0.358631, -0.309278, -0.999927, -0.00782241, 0.00921343, -0.000325762, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.542887] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3416] 1760396929542768, 10.1483, 0.0466452, -0.358631, -0.309278, -0.999927, -0.00782241, 0.00921343, -0.000325762, -0.00743012, 0, 0.00699806, 0, 0, 0.0373017, 
[2025-10-13 19:08:49.545364] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3418] 1760396929545298, 10.1508, 0.0466452, -0.358631, -0.309278, -0.999927, -0.00782241, 0.00921343, -0.000325762, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.548089] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3419] 1760396929547969, 10.1535, 0.0467188, -0.358544, -0.309354, -0.999925, -0.00797295, 0.00925887, -0.000563996, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.550970] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3420] 1760396929550842, 10.1563, 0.0467188, -0.358544, -0.309354, -0.999925, -0.00797295, 0.00925887, -0.000563996, 0.00735923, 0.00867992, -0.00759443, 0, 0, -0.0480014, 
[2025-10-13 19:08:49.553702] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3421] 1760396929553564, 10.1591, 0.0467188, -0.358544, -0.309354, -0.999925, -0.00797295, 0.00925887, -0.000563996, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.557451] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3423] 1760396929557336, 10.1628, 0.0467188, -0.358544, -0.309354, -0.999925, -0.00797295, 0.00925887, -0.000563996, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.560268] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3424] 1760396929560137, 10.1656, 0.0467417, -0.35849, -0.309355, -0.999922, -0.00808334, 0.0094723, -0.000483949, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.562967] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3425] 1760396929562853, 10.1683, 0.0467417, -0.35849, -0.309355, -0.999922, -0.00808334, 0.0094723, -0.000483949, 0.00229541, 0.00536524, 0, 0, 0.0428023, 0, 
[2025-10-13 19:08:49.565565] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3426] 1760396929565439, 10.1709, 0.0467417, -0.35849, -0.309355, -0.999922, -0.00808334, 0.0094723, -0.000483949, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.568178] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3428] 1760396929568062, 10.1736, 0.0467417, -0.35849, -0.309355, -0.999922, -0.00808334, 0.0094723, -0.000483949, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.570816] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3429] 1760396929570694, 10.1762, 0.0467838, -0.358488, -0.309428, -0.999918, -0.00831628, 0.00972762, -0.000269969, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.574125] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3430] 1760396929574002, 10.1795, 0.0467838, -0.358488, -0.309428, -0.999918, -0.00831628, 0.00972762, -0.000269969, 0.00420564, 0, -0.00724917, 0.0462055, 0.0513958, 0.0419338, 
[2025-10-13 19:08:49.577040] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3432] 1760396929576945, 10.1824, 0.0467838, -0.358488, -0.309428, -0.999918, -0.00831628, 0.00972762, -0.000269969, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.579575] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3433] 1760396929579404, 10.1849, 0.0468168, -0.358449, -0.309463, -0.999916, -0.00844311, 0.00982323, -0.00022487, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.582510] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3434] 1760396929582387, 10.1879, 0.0468168, -0.358449, -0.309463, -0.999916, -0.00844311, 0.00982323, -0.00022487, 0.00330784, 0.00393975, -0.00352953, 0, 0, 0, 
[2025-10-13 19:08:49.584874] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3435] 1760396929584782, 10.1903, 0.0468168, -0.358449, -0.309463, -0.999916, -0.00844311, 0.00982323, -0.00022487, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.588518] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3437] 1760396929588398, 10.1939, 0.0468168, -0.358449, -0.309463, -0.999916, -0.00844311, 0.00982323, -0.00022487, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.591325] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3438] 1760396929591203, 10.1967, 0.0463619, -0.359004, -0.309854, -0.999939, -0.00683514, 0.00861951, -0.00132933, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.595705] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3439] 1760396929595612, 10.2011, 0.0463619, -0.359004, -0.309854, -0.999939, -0.00683514, 0.00861951, -0.00132933, -0.0454918, -0.0555277, -0.0390629, -0.319839, -0.242163, -0.216105, 
[2025-10-13 19:08:49.597406] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3441] 1760396929597282, 10.2028, 0.0463619, -0.359004, -0.309854, -0.999939, -0.00683514, 0.00861951, -0.00132933, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.603181] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3442] 1760396929602978, 10.2085, 0.0462976, -0.359135, -0.309842, -0.999941, -0.00669112, 0.00849664, -0.00140518, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.603920] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3443] 1760396929603803, 10.2093, 0.0462976, -0.359135, -0.309842, -0.999941, -0.00669112, 0.00849664, -0.00140518, -0.00643476, -0.0131096, 0, 0, 0, 0, 
[2025-10-13 19:08:49.605392] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3444] 1760396929605268, 10.2108, 0.0462976, -0.359135, -0.309842, -0.999941, -0.00669112, 0.00849664, -0.00140518, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.608104] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3446] 1760396929607979, 10.2135, 0.0462976, -0.359135, -0.309842, -0.999941, -0.00669112, 0.00849664, -0.00140518, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.610621] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3447] 1760396929610497, 10.216, 0.0462338, -0.359288, -0.309858, -0.999943, -0.00649699, 0.0083333, -0.00127641, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.614636] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3448] 1760396929614512, 10.22, 0.0462338, -0.359288, -0.309858, -0.999943, -0.00649699, 0.0083333, -0.00127641, -0.00638171, -0.0152855, 0, -0.0391006, 0, 0, 
[2025-10-13 19:08:49.615946] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3450] 1760396929615854, 10.2213, 0.0462338, -0.359288, -0.309858, -0.999943, -0.00649699, 0.0083333, -0.00127641, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.618543] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3451] 1760396929618422, 10.2239, 0.0462075, -0.359349, -0.309839, -0.999944, -0.00632027, 0.00830219, -0.00147674, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.621629] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3452] 1760396929621500, 10.227, 0.0462075, -0.359349, -0.309839, -0.999944, -0.00632027, 0.00830219, -0.00147674, -0.00262748, -0.00606968, 0, -0.0350237, 0, -0.0397363, 
[2025-10-13 19:08:49.623992] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3453] 1760396929623872, 10.2294, 0.0462075, -0.359349, -0.309839, -0.999944, -0.00632027, 0.00830219, -0.00147674, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.626896] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3455] 1760396929626772, 10.2323, 0.0462075, -0.359349, -0.309839, -0.999944, -0.00632027, 0.00830219, -0.00147674, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.629451] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3456] 1760396929629332, 10.2348, 0.0462048, -0.359474, -0.309799, -0.999945, -0.0059718, 0.00841963, -0.00167024, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.632356] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3457] 1760396929632239, 10.2377, 0.0462048, -0.359474, -0.309799, -0.999945, -0.0059718, 0.00841963, -0.00167024, 0, -0.0125018, 0.00400919, -0.0693321, 0, -0.0382665, 
[2025-10-13 19:08:49.635473] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3459] 1760396929635398, 10.2409, 0.0462048, -0.359474, -0.309799, -0.999945, -0.0059718, 0.00841963, -0.00167024, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.638164] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3460] 1760396929638049, 10.2435, 0.0468539, -0.358922, -0.309448, -0.999927, -0.00729428, 0.00960524, -0.00114492, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.641602] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3461] 1760396929641477, 10.247, 0.0468539, -0.358922, -0.309448, -0.999927, -0.00729428, 0.00960524, -0.00114492, 0.0649121, 0.0551747, 0.0351181, 0.263953, 0.237435, 0.101112, 
[2025-10-13 19:08:49.643423] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3462] 1760396929643307, 10.2488, 0.0468539, -0.358922, -0.309448, -0.999927, -0.00729428, 0.00960524, -0.00114492, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.646102] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3464] 1760396929645987, 10.2515, 0.0468539, -0.358922, -0.309448, -0.999927, -0.00729428, 0.00960524, -0.00114492, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.648837] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3465] 1760396929648713, 10.2542, 0.0468591, -0.358887, -0.309485, -0.999922, -0.00749504, 0.00995271, -0.00104533, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.652925] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3466] 1760396929652809, 10.2583, 0.0468591, -0.358887, -0.309485, -0.999922, -0.00749504, 0.00995271, -0.00104533, 0, 0.00353651, -0.00366011, 0.0400543, 0.0695968, 0, 
[2025-10-13 19:08:49.654204] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3467] 1760396929654085, 10.2596, 0.0468591, -0.358887, -0.309485, -0.999922, -0.00749504, 0.00995271, -0.00104533, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.657083] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3469] 1760396929656961, 10.2625, 0.0468591, -0.358887, -0.309485, -0.999922, -0.00749504, 0.00995271, -0.00104533, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.659579] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3470] 1760396929659466, 10.265, 0.0469232, -0.358541, -0.309501, -0.99992, -0.00794439, 0.00985437, -0.000767424, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.662462] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3471] 1760396929662331, 10.2678, 0.0469232, -0.358541, -0.309501, -0.99992, -0.00794439, 0.00985437, -0.000767424, 0.00641172, 0.0345535, 0, 0.0893354, 0, 0.0548512, 
[2025-10-13 19:08:49.664993] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3472] 1760396929664872, 10.2704, 0.0469232, -0.358541, -0.309501, -0.99992, -0.00794439, 0.00985437, -0.000767424, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.667606] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3474] 1760396929667483, 10.273, 0.0469232, -0.358541, -0.309501, -0.99992, -0.00794439, 0.00985437, -0.000767424, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.670277] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3475] 1760396929670151, 10.2756, 0.0465697, -0.359297, -0.310031, -0.999944, -0.00716965, 0.00781852, -0.000227612, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.673034] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3476] 1760396929672913, 10.2784, 0.0465697, -0.359297, -0.310031, -0.999944, -0.00716965, 0.00781852, -0.000227612, -0.0353518, -0.0755769, -0.0530765, -0.156212, -0.406272, 0.112425, 
[2025-10-13 19:08:49.675459] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3477] 1760396929675344, 10.2808, 0.0465697, -0.359297, -0.310031, -0.999944, -0.00716965, 0.00781852, -0.000227612, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.678036] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3479] 1760396929677918, 10.2834, 0.0463795, -0.358912, -0.309842, -0.999941, -0.00675405, 0.0084074, -0.00104999, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.680949] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3480] 1760396929680826, 10.2863, 0.0463795, -0.358912, -0.309842, -0.999941, -0.00675405, 0.0084074, -0.00104999, -0.0190184, 0.0385139, 0.018926, -0.081706, 0.116689, -0.164635, 
[2025-10-13 19:08:49.683743] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3481] 1760396929683615, 10.2891, 0.0463795, -0.358912, -0.309842, -0.999941, -0.00675405, 0.0084074, -0.00104999, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.686163] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3482] 1760396929686072, 10.2916, 0.0463795, -0.358912, -0.309842, -0.999941, -0.00675405, 0.0084074, -0.00104999, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.688639] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3484] 1760396929688525, 10.294, 0.0463576, -0.358998, -0.309814, -0.999941, -0.00666208, 0.008471, -0.000927246, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.691557] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3485] 1760396929691432, 10.2969, 0.0463576, -0.358998, -0.309814, -0.999941, -0.00666208, 0.008471, -0.000927246, -0.0021866, -0.00864576, 0.00277144, 0, 0, 0, 
[2025-10-13 19:08:49.694093] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3486] 1760396929693968, 10.2995, 0.0463576, -0.358998, -0.309814, -0.999941, -0.00666208, 0.008471, -0.000927246, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.696908] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3487] 1760396929696810, 10.3023, 0.0463576, -0.358998, -0.309814, -0.999941, -0.00666208, 0.008471, -0.000927246, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:49.699420] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [3489] 1760396929699303, 10.3048, 0.0468642, -0.358368, -0.309373, -0.999921, -0.00804768, 0.009661, -0.00039146, 0, 0, 0, 0, 0, 0, 
