[2025-10-01 21:10:55.762222] [0x0000007fa809e7c0] [MocapTag] [0x00001b60] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-01 21:10:56.087582] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [139] 1759367456087468, 3.02421, -0.00251382, -0.342386, -0.309618, -0.999601, -0.00882322, 0.012747, 0.0236122, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.090441] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [140] 1759367456090331, 3.02708, -0.00293633, -0.342851, -0.3099, -0.999648, -0.00760154, 0.0123021, 0.0222523, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.093365] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [141] 1759367456093254, 3.03, -0.00293633, -0.342851, -0.3099, -0.999648, -0.00760154, 0.0123021, 0.0222523, -0.0422514, -0.0465713, -0.0281799, -0.238872, -0.0967011, -0.268346, 
[2025-10-01 21:10:56.096043] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [142] 1759367456095956, 3.0327, -0.00293633, -0.342851, -0.3099, -0.999648, -0.00760154, 0.0123021, 0.0222523, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.099118] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [144] 1759367456099006, 3.03575, -0.00293633, -0.342851, -0.3099, -0.999648, -0.00760154, 0.0123021, 0.0222523, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.101944] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [145] 1759367456101837, 3.03858, -0.00279846, -0.342531, -0.309742, -0.999628, -0.00837703, 0.012694, 0.0226302, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.104796] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [146] 1759367456104687, 3.04143, -0.00279846, -0.342531, -0.309742, -0.999628, -0.00837703, 0.012694, 0.0226302, 0.0137872, 0.0320049, 0.0158301, 0.152421, 0.0824174, 0.073076, 
[2025-10-01 21:10:56.107530] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [148] 1759367456107415, 3.04416, -0.00279846, -0.342531, -0.309742, -0.999628, -0.00837703, 0.012694, 0.0226302, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.110236] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [149] 1759367456110122, 3.04687, -0.00279846, -0.342531, -0.309742, -0.999628, -0.00837703, 0.012694, 0.0226302, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.112804] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [150] 1759367456112697, 3.04944, -0.00280119, -0.342519, -0.309747, -0.999629, -0.00835253, 0.0126252, 0.022658, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.117387] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [152] 1759367456117270, 3.05402, -0.00280119, -0.342519, -0.309747, -0.999629, -0.00835253, 0.0126252, 0.022658, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.120192] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [153] 1759367456120084, 3.05683, -0.00280119, -0.342519, -0.309747, -0.999629, -0.00835253, 0.0126252, 0.022658, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.122946] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [154] 1759367456122837, 3.05958, -0.00277193, -0.342494, -0.309754, -0.999631, -0.00829872, 0.0126537, 0.0225457, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.125929] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [155] 1759367456125816, 3.06256, -0.00277193, -0.342494, -0.309754, -0.999631, -0.00829872, 0.0126537, 0.0225457, 0.00292588, 0.00242481, 0, 0, 0, 0, 
[2025-10-01 21:10:56.128822] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [157] 1759367456128703, 3.06545, -0.00277193, -0.342494, -0.309754, -0.999631, -0.00829872, 0.0126537, 0.0225457, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.133069] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [158] 1759367456132960, 3.0697, -0.00359188, -0.341519, -0.308898, -0.99961, -0.00920768, 0.0135309, 0.0226459, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.136057] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [159] 1759367456135967, 3.07271, -0.00359188, -0.341519, -0.308898, -0.99961, -0.00920768, 0.0135309, 0.0226459, -0.0819954, 0.0975219, 0.0855791, 0.177646, 0.179664, 0, 
[2025-10-01 21:10:56.139746] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [161] 1759367456139624, 3.07637, -0.00359188, -0.341519, -0.308898, -0.99961, -0.00920768, 0.0135309, 0.0226459, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.142361] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [162] 1759367456142229, 3.07897, -0.0036137, -0.341526, -0.308903, -0.999611, -0.00916525, 0.0134874, 0.0226186, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.145287] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [163] 1759367456145174, 3.08192, -0.0036137, -0.341526, -0.308903, -0.999611, -0.00916525, 0.0134874, 0.0226186, -0.0021819, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.149470] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [165] 1759367456149359, 3.0861, -0.0036137, -0.341526, -0.308903, -0.999611, -0.00916525, 0.0134874, 0.0226186, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.152105] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [166] 1759367456151994, 3.08874, -0.00358039, -0.341511, -0.308885, -0.99961, -0.00921136, 0.0135248, 0.0226192, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.154953] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [167] 1759367456154803, 3.09155, -0.00358039, -0.341511, -0.308885, -0.99961, -0.00921136, 0.0135248, 0.0226192, 0.00333166, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.157855] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [169] 1759367456157737, 3.09448, -0.00358039, -0.341511, -0.308885, -0.99961, -0.00921136, 0.0135248, 0.0226192, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.160468] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [170] 1759367456160358, 3.0971, -0.00352908, -0.341503, -0.308867, -0.999607, -0.00923522, 0.0136444, 0.022672, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.165020] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [171] 1759367456164874, 3.10162, -0.00352908, -0.341503, -0.308867, -0.999607, -0.00923522, 0.0136444, 0.022672, 0.00513048, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.167837] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [173] 1759367456167727, 3.10447, -0.00352908, -0.341503, -0.308867, -0.999607, -0.00923522, 0.0136444, 0.022672, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.170333] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [174] 1759367456170225, 3.10697, -0.00357882, -0.341502, -0.308893, -0.99961, -0.00918517, 0.013531, 0.0226464, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.173301] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [175] 1759367456173196, 3.10994, -0.00357882, -0.341502, -0.308893, -0.99961, -0.00918517, 0.013531, 0.0226464, -0.00497337, 0, -0.00256958, 0, 0, 0, 
[2025-10-01 21:10:56.176068] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [176] 1759367456175981, 3.11273, -0.00357882, -0.341502, -0.308893, -0.99961, -0.00918517, 0.013531, 0.0226464, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.178859] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [178] 1759367456178747, 3.11549, -0.00357882, -0.341502, -0.308893, -0.99961, -0.00918517, 0.013531, 0.0226464, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.183249] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [179] 1759367456183140, 3.11989, -0.00352951, -0.341499, -0.308879, -0.999609, -0.00920539, 0.0136118, 0.0226365, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.186072] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [180] 1759367456185985, 3.12273, -0.00352951, -0.341499, -0.308879, -0.999609, -0.00920539, 0.0136118, 0.0226365, 0.00493092, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.188997] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [182] 1759367456188883, 3.12563, -0.00352951, -0.341499, -0.308879, -0.999609, -0.00920539, 0.0136118, 0.0226365, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.191540] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [183] 1759367456191438, 3.12818, -0.00351809, -0.341515, -0.308858, -0.999608, -0.00919138, 0.0136218, 0.0226896, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.194449] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [184] 1759367456194340, 3.13109, -0.00351809, -0.341515, -0.308858, -0.999608, -0.00919138, 0.0136218, 0.0226896, 0, 0, 0.00210263, 0, 0, 0, 
[2025-10-01 21:10:56.197451] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [186] 1759367456197329, 3.13407, -0.00351809, -0.341515, -0.308858, -0.999608, -0.00919138, 0.0136218, 0.0226896, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.200515] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [187] 1759367456200395, 3.13714, -0.00351809, -0.341515, -0.308858, -0.999608, -0.00919138, 0.0136218, 0.0226896, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.202951] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [188] 1759367456202841, 3.13959, -0.00355144, -0.341509, -0.308893, -0.99961, -0.00918977, 0.0135486, 0.0226367, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.206431] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [189] 1759367456206339, 3.14308, -0.00355144, -0.341509, -0.308893, -0.99961, -0.00918977, 0.0135486, 0.0226367, -0.00333465, 0, -0.00355328, 0, 0, 0, 
[2025-10-01 21:10:56.208858] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [191] 1759367456208745, 3.14549, -0.00355144, -0.341509, -0.308893, -0.99961, -0.00918977, 0.0135486, 0.0226367, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.213477] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [192] 1759367456213366, 3.15011, -0.00350698, -0.341501, -0.308861, -0.999608, -0.00921904, 0.0136414, 0.0226425, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.216312] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [194] 1759367456216255, 3.153, -0.00350698, -0.341501, -0.308861, -0.999608, -0.00921904, 0.0136414, 0.0226425, 0.00444649, 0, 0.00317757, 0, 0, 0, 
[2025-10-01 21:10:56.219309] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [195] 1759367456219196, 3.15594, -0.00350698, -0.341501, -0.308861, -0.999608, -0.00921904, 0.0136414, 0.0226425, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.221859] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [196] 1759367456221754, 3.1585, -0.0035058, -0.341537, -0.308858, -0.999609, -0.00916926, 0.0137014, 0.0225931, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.225099] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [197] 1759367456224992, 3.16174, -0.0035058, -0.341537, -0.308858, -0.999609, -0.00916926, 0.0137014, 0.0225931, 0, -0.0035871, 0, 0, 0, 0, 
[2025-10-01 21:10:56.230381] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [199] 1759367456230265, 3.16701, -0.0035058, -0.341537, -0.308858, -0.999609, -0.00916926, 0.0137014, 0.0225931, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.233097] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [200] 1759367456232986, 3.16973, -0.00355552, -0.341511, -0.308871, -0.99961, -0.00918965, 0.0135521, 0.0226393, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.235972] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [201] 1759367456235855, 3.1726, -0.00355552, -0.341511, -0.308871, -0.99961, -0.00918965, 0.0135521, 0.0226393, -0.00497102, 0.00256722, 0, 0, 0, 0, 
[2025-10-01 21:10:56.238892] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [203] 1759367456238780, 3.17552, -0.00355552, -0.341511, -0.308871, -0.99961, -0.00918965, 0.0135521, 0.0226393, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.241541] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [204] 1759367456241436, 3.17818, -0.00349905, -0.34151, -0.308854, -0.999607, -0.00924674, 0.0136417, 0.0226651, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.245859] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [205] 1759367456245740, 3.18248, -0.00349905, -0.34151, -0.308854, -0.999607, -0.00924674, 0.0136417, 0.0226651, 0.00564625, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.252144] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [207] 1759367456252024, 3.18877, -0.00349905, -0.34151, -0.308854, -0.999607, -0.00924674, 0.0136417, 0.0226651, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.252823] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [208] 1759367456252721, 3.18947, -0.00352975, -0.341531, -0.308846, -0.999607, -0.0092074, 0.013663, 0.0226655, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.254857] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [209] 1759367456254746, 3.19149, -0.00352975, -0.341531, -0.308846, -0.999607, -0.0092074, 0.013663, 0.0226655, -0.00307013, -0.00211441, 0, 0, 0, 0, 
[2025-10-01 21:10:56.257474] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [211] 1759367456257358, 3.1941, -0.00352975, -0.341531, -0.308846, -0.999607, -0.0092074, 0.013663, 0.0226655, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.261473] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [212] 1759367456261364, 3.19811, -0.00353525, -0.341537, -0.308936, -0.99961, -0.00937273, 0.0135442, 0.0225675, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.264405] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [213] 1759367456264299, 3.20104, -0.00353525, -0.341537, -0.308936, -0.99961, -0.00937273, 0.0135442, 0.0225675, 0, 0, -0.00902152, 0, 0, 0, 
[2025-10-01 21:10:56.267096] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [215] 1759367456266980, 3.20372, -0.00353525, -0.341537, -0.308936, -0.99961, -0.00937273, 0.0135442, 0.0225675, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.269826] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [216] 1759367456269716, 3.20646, -0.00353525, -0.341537, -0.308936, -0.99961, -0.00937273, 0.0135442, 0.0225675, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.272587] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [217] 1759367456272467, 3.20921, -0.00345283, -0.341478, -0.308939, -0.999614, -0.00939272, 0.0135407, 0.0223739, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.277112] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [219] 1759367456276996, 3.21374, -0.00345283, -0.341478, -0.308939, -0.999614, -0.00939272, 0.0135407, 0.0223739, 0.00824172, 0.00596294, 0, 0, 0, -0.0387844, 
[2025-10-01 21:10:56.280018] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [220] 1759367456279901, 3.21665, -0.00345283, -0.341478, -0.308939, -0.999614, -0.00939272, 0.0135407, 0.0223739, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.282558] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [221] 1759367456282451, 3.2192, -0.00343478, -0.341433, -0.308975, -0.999617, -0.00941205, 0.0135344, 0.0222413, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.286102] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [222] 1759367456286012, 3.22276, -0.00343478, -0.341433, -0.308975, -0.999617, -0.00941205, 0.0135344, 0.0222413, 0, 0.00448136, -0.00366123, 0, 0, 0, 
[2025-10-01 21:10:56.288227] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [224] 1759367456288113, 3.22486, -0.00343478, -0.341433, -0.308975, -0.999617, -0.00941205, 0.0135344, 0.0222413, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.292465] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [225] 1759367456292356, 3.2291, -0.00342694, -0.341402, -0.308999, -0.999619, -0.00944452, 0.0134468, 0.022176, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.295820] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [226] 1759367456295723, 3.23247, -0.00342694, -0.341402, -0.308999, -0.999619, -0.00944452, 0.0134468, 0.022176, 0, 0.00305861, -0.00238057, 0, 0, 0, 
[2025-10-01 21:10:56.298874] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [228] 1759367456298762, 3.23551, -0.00342694, -0.341402, -0.308999, -0.999619, -0.00944452, 0.0134468, 0.022176, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.302083] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [229] 1759367456301972, 3.23872, -0.00338172, -0.341421, -0.309011, -0.999618, -0.00945378, 0.0134999, 0.0221645, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.304309] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [230] 1759367456304202, 3.24095, -0.00338172, -0.341421, -0.309011, -0.999618, -0.00945378, 0.0134999, 0.0221645, 0.00452228, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.309365] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [232] 1759367456309255, 3.246, -0.00338172, -0.341421, -0.309011, -0.999618, -0.00945378, 0.0134999, 0.0221645, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.311700] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [233] 1759367456311554, 3.2483, -0.00398715, -0.341864, -0.30927, -0.999663, -0.00839156, 0.0125842, 0.021089, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.314620] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [234] 1759367456314507, 3.25125, -0.00398715, -0.341864, -0.30927, -0.999663, -0.00839156, 0.0125842, 0.021089, -0.0605431, -0.0443961, -0.0259403, -0.205708, -0.189536, -0.210892, 
[2025-10-01 21:10:56.317367] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [236] 1759367456317253, 3.254, -0.00398715, -0.341864, -0.30927, -0.999663, -0.00839156, 0.0125842, 0.021089, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.320055] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [237] 1759367456319949, 3.25669, -0.00398715, -0.341864, -0.30927, -0.999663, -0.00839156, 0.0125842, 0.021089, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.324206] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [238] 1759367456324098, 3.26084, -0.00340729, -0.343232, -0.310109, -0.99968, -0.00664099, 0.0112868, 0.0216473, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.327297] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [240] 1759367456327183, 3.26393, -0.00340729, -0.343232, -0.310109, -0.99968, -0.00664099, 0.0112868, 0.0216473, 0.0579853, -0.136763, -0.0839096, -0.345993, -0.266075, 0.117686, 
[2025-10-01 21:10:56.330019] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [241] 1759367456329906, 3.26665, -0.00340729, -0.343232, -0.310109, -0.99968, -0.00664099, 0.0112868, 0.0216473, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.332709] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [242] 1759367456332602, 3.26935, -0.00335739, -0.343252, -0.310105, -0.999678, -0.0066678, 0.0113447, 0.0217048, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.335767] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [243] 1759367456335680, 3.27243, -0.00335739, -0.343252, -0.310105, -0.999678, -0.0066678, 0.0113447, 0.0217048, 0.0049907, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.340113] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [245] 1759367456340002, 3.27675, -0.00335739, -0.343252, -0.310105, -0.999678, -0.0066678, 0.0113447, 0.0217048, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.342843] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [246] 1759367456342733, 3.27948, -0.00340667, -0.343242, -0.310116, -0.99968, -0.0066401, 0.0112747, 0.0216464, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.345754] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [247] 1759367456345663, 3.28241, -0.00340667, -0.343242, -0.310116, -0.99968, -0.0066401, 0.0112747, 0.0216464, -0.00492839, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.348739] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [249] 1759367456348614, 3.28536, -0.00340667, -0.343242, -0.310116, -0.99968, -0.0066401, 0.0112747, 0.0216464, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.354292] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [250] 1759367456354183, 3.29093, -0.00338319, -0.343221, -0.310111, -0.999682, -0.00663632, 0.0112702, 0.0215816, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.356076] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [251] 1759367456355988, 3.29273, -0.00338319, -0.343221, -0.310111, -0.999682, -0.00663632, 0.0112702, 0.0215816, 0.00234845, 0.00215016, 0, 0, 0, 0, 
[2025-10-01 21:10:56.359462] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [253] 1759367456359352, 3.2961, -0.00338319, -0.343221, -0.310111, -0.999682, -0.00663632, 0.0112702, 0.0215816, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.362457] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [254] 1759367456362347, 3.29909, -0.00246279, -0.342392, -0.30962, -0.999604, -0.00876015, 0.0127971, 0.0234897, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.365331] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [255] 1759367456365226, 3.30197, -0.00246279, -0.342392, -0.30962, -0.999604, -0.00876015, 0.0127971, 0.0234897, 0.09204, 0.0828653, 0.0491609, 0.413299, 0.317702, 0.374501, 
[2025-10-01 21:10:56.368103] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [257] 1759367456367991, 3.30474, -0.00246279, -0.342392, -0.30962, -0.999604, -0.00876015, 0.0127971, 0.0234897, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.371451] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [258] 1759367456371336, 3.30808, -0.00366914, -0.341554, -0.30891, -0.999613, -0.00917836, 0.0134348, 0.0225619, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.374753] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [259] 1759367456374640, 3.31139, -0.00366914, -0.341554, -0.30891, -0.999613, -0.00917836, 0.0134348, 0.0225619, -0.120635, 0.0837868, 0.0709407, 0.0832319, 0.127817, -0.18778, 
[2025-10-01 21:10:56.377508] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [261] 1759367456377394, 3.31414, -0.00366914, -0.341554, -0.30891, -0.999613, -0.00917836, 0.0134348, 0.0225619, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.380275] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [262] 1759367456380163, 3.31691, -0.00366914, -0.341554, -0.30891, -0.999613, -0.00917836, 0.0134348, 0.0225619, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.382810] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [263] 1759367456382704, 3.31945, -0.00363293, -0.341542, -0.308907, -0.999613, -0.00918279, 0.0134916, 0.0225446, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.386463] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [264] 1759367456386376, 3.32312, -0.00363293, -0.341542, -0.308907, -0.999613, -0.00918279, 0.0134916, 0.0225446, 0.00362057, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.389372] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [266] 1759367456389261, 3.32601, -0.00363293, -0.341542, -0.308907, -0.999613, -0.00918279, 0.0134916, 0.0225446, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.392069] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [267] 1759367456391959, 3.3287, -0.00423556, -0.341989, -0.30912, -0.999654, -0.0081834, 0.0126495, 0.0215768, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.394963] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [268] 1759367456394825, 3.33157, -0.00423556, -0.341989, -0.30912, -0.999654, -0.0081834, 0.0126495, 0.0215768, -0.0602627, -0.0446895, -0.0213004, -0.193667, -0.174391, -0.189686, 
[2025-10-01 21:10:56.397704] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [270] 1759367456397592, 3.33434, -0.00423556, -0.341989, -0.30912, -0.999654, -0.0081834, 0.0126495, 0.0215768, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.402046] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [271] 1759367456401938, 3.33868, -0.00426575, -0.343062, -0.309969, -0.999663, -0.00699692, 0.0101772, 0.0228322, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:56.404865] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [272] 1759367456404755, 3.3415, -0.00426575, -0.343062, -0.309969, -0.999663, -0.00699692, 0.0101772, 0.0228322, -0.00301859, -0.107252, -0.0849307, -0.229335, -0.497782, 0.257317, 
