[2025-10-01 21:10:55.762222] [0x0000007fa809e7c0] [MocapTag] [0x00001b60] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-01 21:11:10.935020] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6650] 1759367470934866, 17.8716, 2.07249, -1.14961, -1.24916, 0.159589, -0.0764372, 0.0759796, -0.981283, -1.52157, -0.288506, -0.0315419, 0.236559, 0.291365, 0.734425, 
[2025-10-01 21:11:10.937779] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6651] 1759367470937666, 17.8744, 2.07249, -1.14961, -1.24916, 0.159589, -0.0764372, 0.0759796, -0.981283, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:10.940003] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6652] 1759367470939884, 17.8766, 2.07249, -1.14961, -1.24916, 0.159589, -0.0764372, 0.0759796, -0.981283, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:10.942988] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6654] 1759367470942872, 17.8796, 2.05708, -1.15239, -1.2494, 0.15587, -0.0754353, 0.0763626, -0.981928, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:10.945114] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6655] 1759367470945006, 17.8818, 2.05708, -1.15239, -1.2494, 0.15587, -0.0754353, 0.0763626, -0.981928, -1.54108, -0.277402, -0.0230619, 0.1719, 0.235, 0.759149, 
[2025-10-01 21:11:10.948914] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6656] 1759367470948796, 17.8855, 2.05708, -1.15239, -1.2494, 0.15587, -0.0754353, 0.0763626, -0.981928, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:10.951326] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6658] 1759367470951258, 17.888, 2.04151, -1.15504, -1.24962, 0.152369, -0.0741718, 0.0766235, -0.982553, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:10.953995] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6659] 1759367470953881, 17.8906, 2.04151, -1.15504, -1.24962, 0.152369, -0.0741718, 0.0766235, -0.982553, -1.55721, -0.26553, -0.0220928, 0.149202, 0.288603, 0.709152, 
[2025-10-01 21:11:10.956471] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6660] 1759367470956354, 17.8931, 2.04151, -1.15504, -1.24962, 0.152369, -0.0741718, 0.0766235, -0.982553, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:10.960745] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6661] 1759367470960652, 17.8974, 2.04151, -1.15504, -1.24962, 0.152369, -0.0741718, 0.0766235, -0.982553, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:10.961849] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6663] 1759367470961750, 17.8985, 2.02581, -1.1576, -1.24982, 0.148913, -0.0730213, 0.0767905, -0.983156, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:10.964865] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6664] 1759367470964752, 17.9015, 2.02581, -1.1576, -1.24982, 0.148913, -0.0730213, 0.0767905, -0.983156, -1.5701, -0.256011, -0.0199466, 0.12455, 0.269091, 0.69828, 
[2025-10-01 21:11:10.967271] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6665] 1759367470967151, 17.9039, 2.02581, -1.1576, -1.24982, 0.148913, -0.0730213, 0.0767905, -0.983156, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:10.970270] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6666] 1759367470970151, 17.9069, 2.02581, -1.1576, -1.24982, 0.148913, -0.0730213, 0.0767905, -0.983156, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:10.972369] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6668] 1759367470972277, 17.909, 2.00985, -1.15997, -1.24989, 0.14544, -0.0720049, 0.0769033, -0.983742, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:10.974875] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6669] 1759367470974757, 17.9115, 2.00985, -1.15997, -1.24989, 0.14544, -0.0720049, 0.0769033, -0.983742, -1.59578, -0.237146, -0.0070687, 0.108576, 0.244841, 0.701118, 
[2025-10-01 21:11:10.977564] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6670] 1759367470977449, 17.9142, 2.00985, -1.15997, -1.24989, 0.14544, -0.0720049, 0.0769033, -0.983742, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:10.980800] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6671] 1759367470980687, 17.9174, 2.00985, -1.15997, -1.24989, 0.14544, -0.0720049, 0.0769033, -0.983742, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:10.983127] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6673] 1759367470983009, 17.9198, 1.9938, -1.16231, -1.24997, 0.142045, -0.0708543, 0.0768827, -0.984323, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:10.985705] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6674] 1759367470985594, 17.9223, 1.9938, -1.16231, -1.24997, 0.142045, -0.0708543, 0.0768827, -0.984323, -1.60503, -0.233576, -0.0085364, 0.0823498, 0.274605, 0.680757, 
[2025-10-01 21:11:10.988447] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6675] 1759367470988325, 17.9251, 1.9938, -1.16231, -1.24997, 0.142045, -0.0708543, 0.0768827, -0.984323, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:10.990911] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6676] 1759367470990794, 17.9275, 1.97761, -1.16453, -1.25005, 0.138891, -0.0696711, 0.0767585, -0.984867, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:10.994074] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6678] 1759367470993955, 17.9307, 1.97761, -1.16453, -1.25005, 0.138891, -0.0696711, 0.0767585, -0.984867, -1.619, -0.222574, -0.00752143, 0.0566959, 0.280912, 0.629044, 
[2025-10-01 21:11:10.997590] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6679] 1759367470997476, 17.9342, 1.97761, -1.16453, -1.25005, 0.138891, -0.0696711, 0.0767585, -0.984867, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.000712] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6681] 1759367471000658, 17.9374, 1.97761, -1.16453, -1.25005, 0.138891, -0.0696711, 0.0767585, -0.984867, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.001881] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6682] 1759367471001760, 17.9385, 1.96132, -1.1667, -1.25014, 0.135789, -0.0684948, 0.0764175, -0.985409, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.004441] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6683] 1759367471004332, 17.9411, 1.96132, -1.1667, -1.25014, 0.135789, -0.0684948, 0.0764175, -0.985409, -1.62839, -0.216432, -0.00922359, 0, 0.284708, 0.614548, 
[2025-10-01 21:11:11.006873] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6684] 1759367471006753, 17.9435, 1.96132, -1.1667, -1.25014, 0.135789, -0.0684948, 0.0764175, -0.985409, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.009618] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6685] 1759367471009503, 17.9462, 1.96132, -1.1667, -1.25014, 0.135789, -0.0684948, 0.0764175, -0.985409, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.012637] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6687] 1759367471012523, 17.9493, 1.94479, -1.16868, -1.2501, 0.132654, -0.0674658, 0.0759493, -0.985943, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.015322] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6688] 1759367471015208, 17.952, 1.94479, -1.16868, -1.2501, 0.132654, -0.0674658, 0.0759493, -0.985943, -1.65372, -0.198006, 0.00418471, 0, 0.259031, 0.619936, 
[2025-10-01 21:11:11.017818] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6689] 1759367471017665, 17.9544, 1.94479, -1.16868, -1.2501, 0.132654, -0.0674658, 0.0759493, -0.985943, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.020286] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6690] 1759367471020167, 17.9569, 1.9281, -1.17056, -1.25001, 0.129452, -0.0664816, 0.0753663, -0.98648, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.022954] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6692] 1759367471022839, 17.9596, 1.9281, -1.17056, -1.25001, 0.129452, -0.0664816, 0.0753663, -0.98648, -1.669, -0.188039, 0.0086107, -0.0442266, 0.253618, 0.631857, 
[2025-10-01 21:11:11.025211] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6693] 1759367471025102, 17.9618, 1.9281, -1.17056, -1.25001, 0.129452, -0.0664816, 0.0753663, -0.98648, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.028859] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6694] 1759367471028741, 17.9655, 1.9281, -1.17056, -1.25001, 0.129452, -0.0664816, 0.0753663, -0.98648, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.031217] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6695] 1759367471031132, 17.9679, 1.91136, -1.17237, -1.24994, 0.126409, -0.0653311, 0.0747419, -0.986999, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.034035] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6697] 1759367471033919, 17.9707, 1.91136, -1.17237, -1.24994, 0.126409, -0.0653311, 0.0747419, -0.986999, -1.67413, -0.181057, 0.00708234, -0.0525713, 0.28505, 0.596905, 
[2025-10-01 21:11:11.036316] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6698] 1759367471036202, 17.9729, 1.91136, -1.17237, -1.24994, 0.126409, -0.0653311, 0.0747419, -0.986999, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.039147] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6699] 1759367471039031, 17.9758, 1.91136, -1.17237, -1.24994, 0.126409, -0.0653311, 0.0747419, -0.986999, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.041817] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6701] 1759367471041738, 17.9785, 1.89446, -1.17412, -1.24982, 0.123684, -0.0643151, 0.0739068, -0.987473, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.044776] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6702] 1759367471044661, 17.9814, 1.89446, -1.17412, -1.24982, 0.123684, -0.0643151, 0.0739068, -0.987473, -1.68942, -0.175031, 0.0118996, -0.104141, 0.258641, 0.530291, 
[2025-10-01 21:11:11.047102] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6703] 1759367471046984, 17.9837, 1.89446, -1.17412, -1.24982, 0.123684, -0.0643151, 0.0739068, -0.987473, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.049788] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6704] 1759367471049671, 17.9864, 1.89446, -1.17412, -1.24982, 0.123684, -0.0643151, 0.0739068, -0.987473, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.052629] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6706] 1759367471052517, 17.9893, 1.87735, -1.17575, -1.24962, 0.121094, -0.0632593, 0.0730089, -0.987929, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.054891] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6707] 1759367471054777, 17.9915, 1.87735, -1.17575, -1.24962, 0.121094, -0.0632593, 0.0730089, -0.987929, -1.71075, -0.162565, 0.0200488, -0.119019, 0.265543, 0.501752, 
[2025-10-01 21:11:11.057420] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6708] 1759367471057305, 17.9941, 1.87735, -1.17575, -1.24962, 0.121094, -0.0632593, 0.0730089, -0.987929, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.060876] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6710] 1759367471060818, 17.9976, 1.87735, -1.17575, -1.24962, 0.121094, -0.0632593, 0.0730089, -0.987929, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.063490] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6711] 1759367471063377, 18.0001, 1.86016, -1.17728, -1.24944, 0.118356, -0.0622058, 0.0720677, -0.988397, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.066202] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6712] 1759367471066089, 18.0028, 1.86016, -1.17728, -1.24944, 0.118356, -0.0622058, 0.0720677, -0.988397, -1.71928, -0.153464, 0.0182207, -0.12691, 0.267269, 0.530839, 
[2025-10-01 21:11:11.069055] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6713] 1759367471068939, 18.0057, 1.86016, -1.17728, -1.24944, 0.118356, -0.0622058, 0.0720677, -0.988397, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.071476] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6715] 1759367471071393, 18.0081, 1.84288, -1.17867, -1.24925, 0.115644, -0.0610622, 0.0711307, -0.988857, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.075765] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6716] 1759367471075651, 18.0124, 1.84288, -1.17867, -1.24925, 0.115644, -0.0610622, 0.0711307, -0.988857, -1.72781, -0.139256, 0.01907, -0.12579, 0.283954, 0.524616, 
[2025-10-01 21:11:11.078336] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6717] 1759367471078180, 18.0149, 1.84288, -1.17867, -1.24925, 0.115644, -0.0610622, 0.0711307, -0.988857, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.080860] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6718] 1759367471080770, 18.0175, 1.82542, -1.17996, -1.24895, 0.112889, -0.0599986, 0.0700404, -0.989318, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.083625] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6720] 1759367471083511, 18.0203, 1.82542, -1.17996, -1.24895, 0.112889, -0.0599986, 0.0700404, -0.989318, -1.74634, -0.128485, 0.0301824, -0.15893, 0.271136, 0.532198, 
[2025-10-01 21:11:11.086072] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6721] 1759367471085960, 18.0227, 1.82542, -1.17996, -1.24895, 0.112889, -0.0599986, 0.0700404, -0.989318, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.088804] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6722] 1759367471088689, 18.0254, 1.82542, -1.17996, -1.24895, 0.112889, -0.0599986, 0.0700404, -0.989318, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.092543] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6724] 1759367471092424, 18.0292, 1.80791, -1.18121, -1.24874, 0.11027, -0.0587391, 0.0687789, -0.989778, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.095503] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6725] 1759367471095388, 18.0321, 1.80791, -1.18121, -1.24874, 0.11027, -0.0587391, 0.0687789, -0.989778, -1.7506, -0.125655, 0.0209088, -0.192475, 0.311096, 0.500464, 
[2025-10-01 21:11:11.100080] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6726] 1759367471099985, 18.0367, 1.80791, -1.18121, -1.24874, 0.11027, -0.0587391, 0.0687789, -0.989778, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.100747] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6728] 1759367471100684, 18.0374, 1.79022, -1.18234, -1.24851, 0.10765, -0.0573284, 0.0673482, -0.990247, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.103374] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6729] 1759367471103259, 18.04, 1.79022, -1.18234, -1.24851, 0.10765, -0.0573284, 0.0673482, -0.990247, -1.76913, -0.112999, 0.0227609, -0.224829, 0.343624, 0.497293, 
[2025-10-01 21:11:11.107800] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6730] 1759367471107682, 18.0444, 1.79022, -1.18234, -1.24851, 0.10765, -0.0573284, 0.0673482, -0.990247, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.110994] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6732] 1759367471110927, 18.0477, 1.7724, -1.18335, -1.24824, 0.105012, -0.0558207, 0.065894, -0.990714, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.113250] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6733] 1759367471113136, 18.0499, 1.7724, -1.18335, -1.24824, 0.105012, -0.0558207, 0.065894, -0.990714, -1.782, -0.100133, 0.0271955, -0.228953, 0.362355, 0.499892, 
[2025-10-01 21:11:11.115625] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6734] 1759367471115513, 18.0523, 1.7724, -1.18335, -1.24824, 0.105012, -0.0558207, 0.065894, -0.990714, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.118190] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6735] 1759367471118075, 18.0548, 1.7724, -1.18335, -1.24824, 0.105012, -0.0558207, 0.065894, -0.990714, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.120663] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6736] 1759367471120550, 18.0573, 1.7545, -1.18425, -1.24799, 0.102526, -0.0541961, 0.0643144, -0.991168, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.124627] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6738] 1759367471124514, 18.0613, 1.7545, -1.18425, -1.24799, 0.102526, -0.0541961, 0.0643144, -0.991168, -1.79045, -0.0902235, 0.0244588, -0.255394, 0.385024, 0.467062, 
[2025-10-01 21:11:11.127148] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6739] 1759367471127029, 18.0638, 1.7545, -1.18425, -1.24799, 0.102526, -0.0541961, 0.0643144, -0.991168, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.129799] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6740] 1759367471129682, 18.0664, 1.7545, -1.18425, -1.24799, 0.102526, -0.0541961, 0.0643144, -0.991168, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.132257] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6742] 1759367471132154, 18.0689, 1.7365, -1.18509, -1.24772, 0.100169, -0.0522254, 0.0626774, -0.99162, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.134778] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6743] 1759367471134665, 18.0714, 1.7365, -1.18509, -1.24772, 0.100169, -0.0522254, 0.0626774, -0.99162, -1.79975, -0.0839147, 0.0269579, -0.263643, 0.452248, 0.43776, 
[2025-10-01 21:11:11.137293] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6744] 1759367471137177, 18.0739, 1.7365, -1.18509, -1.24772, 0.100169, -0.0522254, 0.0626774, -0.99162, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.140635] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6745] 1759367471140545, 18.0773, 1.7365, -1.18509, -1.24772, 0.100169, -0.0522254, 0.0626774, -0.99162, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.143120] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6747] 1759367471143006, 18.0798, 1.71827, -1.18506, -1.24731, 0.0975261, -0.0505186, 0.0621292, -0.992006, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.145710] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6748] 1759367471145597, 18.0823, 1.71827, -1.18506, -1.24731, 0.0975261, -0.0505186, 0.0621292, -0.992006, -1.82284, 0.0028821, 0.0416896, -0.0486374, 0.380905, 0.510621, 
[2025-10-01 21:11:11.148624] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6749] 1759367471148505, 18.0852, 1.71827, -1.18506, -1.24731, 0.0975261, -0.0505186, 0.0621292, -0.992006, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.152629] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6751] 1759367471152514, 18.0893, 1.70012, -1.18576, -1.24702, 0.0952564, -0.0484412, 0.0602808, -0.992444, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.155521] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6752] 1759367471155406, 18.0922, 1.70012, -1.18576, -1.24702, 0.0952564, -0.0484412, 0.0602808, -0.992444, -1.81563, -0.0697304, 0.0291543, -0.308633, 0.4742, 0.417781, 
[2025-10-01 21:11:11.158047] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6753] 1759367471157932, 18.0947, 1.70012, -1.18576, -1.24702, 0.0952564, -0.0484412, 0.0602808, -0.992444, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.161348] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6755] 1759367471161291, 18.098, 1.68176, -1.18635, -1.24667, 0.0930455, -0.0464334, 0.0583569, -0.992865, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.163519] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6756] 1759367471163404, 18.1001, 1.68176, -1.18635, -1.24667, 0.0930455, -0.0464334, 0.0583569, -0.992865, -1.8351, -0.0591417, 0.0348148, -0.327229, 0.459643, 0.406814, 
[2025-10-01 21:11:11.165959] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6757] 1759367471165848, 18.1026, 1.68176, -1.18635, -1.24667, 0.0930455, -0.0464334, 0.0583569, -0.992865, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.168778] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6758] 1759367471168661, 18.1054, 1.68176, -1.18635, -1.24667, 0.0930455, -0.0464334, 0.0583569, -0.992865, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.172147] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6760] 1759367471172037, 18.1088, 1.66338, -1.18692, -1.2463, 0.0911205, -0.0443157, 0.0563364, -0.993257, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.175045] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6761] 1759367471174878, 18.1116, 1.66338, -1.18692, -1.2463, 0.0911205, -0.0443157, 0.0563364, -0.993257, -1.83807, -0.0576154, 0.036269, -0.349212, 0.478765, 0.348449, 
[2025-10-01 21:11:11.177442] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6762] 1759367471177327, 18.1141, 1.66338, -1.18692, -1.2463, 0.0911205, -0.0443157, 0.0563364, -0.993257, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.179929] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6763] 1759367471179818, 18.1166, 1.66338, -1.18692, -1.2463, 0.0911205, -0.0443157, 0.0563364, -0.993257, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.182420] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6765] 1759367471182301, 18.119, 1.64482, -1.18739, -1.24592, 0.0892341, -0.0423413, 0.05421, -0.993633, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.186646] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6766] 1759367471186527, 18.1233, 1.64482, -1.18739, -1.24592, 0.0892341, -0.0423413, 0.05421, -0.993633, -1.85594, -0.0464947, 0.038408, -0.374508, 0.450336, 0.342202, 
[2025-10-01 21:11:11.189208] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6767] 1759367471189092, 18.1258, 1.64482, -1.18739, -1.24592, 0.0892341, -0.0423413, 0.05421, -0.993633, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.191665] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6769] 1759367471191505, 18.1283, 1.62615, -1.18781, -1.24544, 0.0873787, -0.0405208, 0.0520523, -0.993989, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.194229] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6770] 1759367471194116, 18.1309, 1.62615, -1.18781, -1.24544, 0.0873787, -0.0405208, 0.0520523, -0.993989, -1.86723, -0.0418009, 0.0476849, -0.384831, 0.418476, 0.338316, 
[2025-10-01 21:11:11.196613] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6771] 1759367471196496, 18.1332, 1.62615, -1.18781, -1.24544, 0.0873787, -0.0405208, 0.0520523, -0.993989, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.199355] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6772] 1759367471199238, 18.136, 1.62615, -1.18781, -1.24544, 0.0873787, -0.0405208, 0.0520523, -0.993989, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.202455] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6774] 1759367471202334, 18.1391, 1.60745, -1.18819, -1.24503, 0.0857679, -0.0385604, 0.0499884, -0.994313, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.204641] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6775] 1759367471204525, 18.1413, 1.60745, -1.18819, -1.24503, 0.0857679, -0.0385604, 0.0499884, -0.994313, -1.87019, -0.0386349, 0.0411042, -0.367093, 0.441092, 0.290108, 
[2025-10-01 21:11:11.207007] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6776] 1759367471206893, 18.1436, 1.60745, -1.18819, -1.24503, 0.0857679, -0.0385604, 0.0499884, -0.994313, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.209817] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6777] 1759367471209701, 18.1464, 1.60745, -1.18819, -1.24503, 0.0857679, -0.0385604, 0.0499884, -0.994313, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:11:11.212305] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [6779] 1759367471212193, 18.1489, 1.58865, -1.18854, -1.24456, 0.0842334, -0.0368483, 0.0477344, -0.99462, 0, 0, 0, 0, 0, 0, 
