[2025-10-01 20:48:16.811296] [0x0000007fa26517c0] [MocapTag] [0x00006aa9] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-01 20:48:46.629131] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13319] 1759366126629019, 32.66, 0.0693939, -0.424407, -0.341302, -0.952915, -0.0100001, 0.001168, 0.303071, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.631881] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13320] 1759366126631764, 32.6627, 0.0694953, -0.424451, -0.340926, -0.953241, -0.0100796, 0.00138352, 0.302041, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.636354] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13321] 1759366126636272, 32.6672, 0.0694953, -0.424451, -0.340926, -0.953241, -0.0100796, 0.00138352, 0.302041, 0.010133, -0.00436036, 0.0376915, 0, 0.0439079, -0.216621, 
[2025-10-01 20:48:46.639237] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13323] 1759366126639125, 32.6701, 0.0694953, -0.424451, -0.340926, -0.953241, -0.0100796, 0.00138352, 0.302041, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.641827] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13324] 1759366126641705, 32.6727, 0.0697418, -0.424607, -0.340692, -0.953412, -0.010032, 0.00110249, 0.301501, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.644804] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13325] 1759366126644688, 32.6756, 0.0697418, -0.424607, -0.340692, -0.953412, -0.010032, 0.00110249, 0.301501, 0.0246555, -0.0156378, 0.0233962, 0, -0.0575045, -0.11282, 
[2025-10-01 20:48:46.647372] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13327] 1759366126647263, 32.6782, 0.0697418, -0.424607, -0.340692, -0.953412, -0.010032, 0.00110249, 0.301501, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.650048] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13328] 1759366126649936, 32.6809, 0.0698755, -0.424781, -0.340883, -0.953259, -0.0109134, 0.00214183, 0.301949, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.653852] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13329] 1759366126653734, 32.6847, 0.0698755, -0.424781, -0.340883, -0.953259, -0.0109134, 0.00214183, 0.301949, 0.0133696, -0.0173974, -0.0191882, 0.104928, 0.252257, 0.0917614, 
[2025-10-01 20:48:46.656274] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13331] 1759366126656185, 32.6871, 0.0698755, -0.424781, -0.340883, -0.953259, -0.0109134, 0.00214183, 0.301949, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.658990] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13332] 1759366126658877, 32.6898, 0.0698755, -0.424781, -0.340883, -0.953259, -0.0109134, 0.00214183, 0.301949, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.661458] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13333] 1759366126661346, 32.6923, 0.0704484, -0.424848, -0.340888, -0.953144, -0.0117459, 0.0025812, 0.302277, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.664287] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13334] 1759366126664168, 32.6951, 0.0704484, -0.424848, -0.340888, -0.953144, -0.0117459, 0.0025812, 0.302277, 0.0572877, -0.00672258, 0, 0.131822, 0.134761, 0.0674486, 
[2025-10-01 20:48:46.668725] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13336] 1759366126668610, 32.6996, 0.0704484, -0.424848, -0.340888, -0.953144, -0.0117459, 0.0025812, 0.302277, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.671636] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13337] 1759366126671521, 32.7025, 0.070229, -0.424962, -0.340902, -0.953308, -0.0117147, 0.00131942, 0.30177, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.674154] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13338] 1759366126674036, 32.705, 0.070229, -0.424962, -0.340902, -0.953308, -0.0117147, 0.00131942, 0.30177, -0.0219441, -0.0113206, 0, 0.0708103, -0.243578, -0.104475, 
[2025-10-01 20:48:46.676465] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13339] 1759366126676374, 32.7073, 0.070229, -0.424962, -0.340902, -0.953308, -0.0117147, 0.00131942, 0.30177, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.679250] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13341] 1759366126679136, 32.7101, 0.070229, -0.424962, -0.340902, -0.953308, -0.0117147, 0.00131942, 0.30177, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.681695] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13342] 1759366126681583, 32.7125, 0.0708996, -0.425248, -0.341159, -0.953337, -0.0119661, -9.26132e-05, 0.30167, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.685442] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13343] 1759366126685325, 32.7163, 0.0708996, -0.425248, -0.341159, -0.953337, -0.0119661, -9.26132e-05, 0.30167, 0.0670678, -0.0285904, -0.0256818, 0.133228, -0.254293, 0, 
[2025-10-01 20:48:46.688074] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13345] 1759366126687957, 32.7189, 0.0708996, -0.425248, -0.341159, -0.953337, -0.0119661, -9.26132e-05, 0.30167, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.690681] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13346] 1759366126690557, 32.7215, 0.0709858, -0.425052, -0.341076, -0.953877, -0.0124761, -0.00139062, 0.299934, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.693448] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13347] 1759366126693330, 32.7243, 0.0709858, -0.425052, -0.341076, -0.953877, -0.0124761, -0.00139062, 0.299934, 0.00861915, 0.0195457, 0.00829191, 0.17643, -0.221205, -0.361484, 
[2025-10-01 20:48:46.695872] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13348] 1759366126695777, 32.7267, 0.0709858, -0.425052, -0.341076, -0.953877, -0.0124761, -0.00139062, 0.299934, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.700514] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13350] 1759366126700401, 32.7314, 0.0709858, -0.425052, -0.341076, -0.953877, -0.0124761, -0.00139062, 0.299934, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.703042] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13351] 1759366126702918, 32.7339, 0.0714136, -0.425235, -0.341793, -0.953552, -0.0143137, -0.00053958, 0.300888, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.705764] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13352] 1759366126705677, 32.7366, 0.0714136, -0.425235, -0.341793, -0.953552, -0.0143137, -0.00053958, 0.300888, 0.0427725, -0.0182569, -0.0716921, 0.298834, 0.275359, 0.197047, 
[2025-10-01 20:48:46.708501] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13354] 1759366126708388, 32.7393, 0.0714136, -0.425235, -0.341793, -0.953552, -0.0143137, -0.00053958, 0.300888, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.711009] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13355] 1759366126710891, 32.7418, 0.071735, -0.425178, -0.341911, -0.95379, -0.0150914, -0.00207265, 0.300088, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.713851] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13356] 1759366126713738, 32.7447, 0.071735, -0.425178, -0.341911, -0.95379, -0.0150914, -0.00207265, 0.300088, 0.032144, 0.00568392, -0.0118702, 0.241017, -0.248088, -0.164157, 
[2025-10-01 20:48:46.716919] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13358] 1759366126716788, 32.7477, 0.071735, -0.425178, -0.341911, -0.95379, -0.0150914, -0.00207265, 0.300088, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.719622] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13359] 1759366126719508, 32.7505, 0.071735, -0.425178, -0.341911, -0.95379, -0.0150914, -0.00207265, 0.300088, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.724029] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13360] 1759366126723914, 32.7549, 0.0719663, -0.425155, -0.342441, -0.953927, -0.0170136, -0.00201217, 0.29955, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.724852] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13361] 1759366126724731, 32.7557, 0.0719663, -0.425155, -0.342441, -0.953927, -0.0170136, -0.00201217, 0.29955, 0.0231315, 0.00227447, -0.0529627, 0.363517, 0.125017, -0.113857, 
[2025-10-01 20:48:46.728010] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13363] 1759366126727902, 32.7589, 0.0719663, -0.425155, -0.342441, -0.953927, -0.0170136, -0.00201217, 0.29955, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.732022] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13364] 1759366126731906, 32.7629, 0.0723379, -0.425007, -0.342637, -0.954189, -0.0181469, -0.00377775, 0.298631, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.734802] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13365] 1759366126734687, 32.7656, 0.0723379, -0.425007, -0.342637, -0.954189, -0.0181469, -0.00377775, 0.298631, 0.0371556, 0.0148481, -0.0195992, 0.32239, -0.272487, -0.187033, 
[2025-10-01 20:48:46.737438] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13367] 1759366126737324, 32.7683, 0.0723379, -0.425007, -0.342637, -0.954189, -0.0181469, -0.00377775, 0.298631, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.739977] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13368] 1759366126739865, 32.7708, 0.0726276, -0.424792, -0.3432, -0.954347, -0.0201986, -0.00404199, 0.297988, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.742788] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13369] 1759366126742672, 32.7736, 0.0726276, -0.424792, -0.3432, -0.954347, -0.0201986, -0.00404199, 0.297988, 0.0289693, 0.0214741, -0.0563471, 0.407791, 0.0693874, -0.134486, 
[2025-10-01 20:48:46.745301] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13370] 1759366126745187, 32.7761, 0.0726276, -0.424792, -0.3432, -0.954347, -0.0201986, -0.00404199, 0.297988, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.748635] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13372] 1759366126748522, 32.7795, 0.0726276, -0.424792, -0.3432, -0.954347, -0.0201986, -0.00404199, 0.297988, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.751260] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13373] 1759366126751140, 32.7821, 0.0729744, -0.424575, -0.343341, -0.954806, -0.0212677, -0.0065387, 0.296394, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.754050] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13374] 1759366126753934, 32.7849, 0.0729744, -0.424575, -0.343341, -0.954806, -0.0212677, -0.0065387, 0.296394, 0.0346857, 0.0216925, -0.0140906, 0.353003, -0.420209, -0.323081, 
[2025-10-01 20:48:46.756482] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13375] 1759366126756394, 32.7874, 0.0729744, -0.424575, -0.343341, -0.954806, -0.0212677, -0.0065387, 0.296394, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.759136] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13377] 1759366126759022, 32.79, 0.0729744, -0.424575, -0.343341, -0.954806, -0.0212677, -0.0065387, 0.296394, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.763812] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13378] 1759366126763688, 32.7946, 0.0732255, -0.424262, -0.3439, -0.95486, -0.0233108, -0.00694981, 0.296058, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.766021] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13379] 1759366126765908, 32.7969, 0.0732255, -0.424262, -0.3439, -0.95486, -0.0233108, -0.00694981, 0.296058, 0.0251065, 0.0312542, -0.0559102, 0.414753, 0.0409617, -0.0685096, 
[2025-10-01 20:48:46.768904] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13381] 1759366126768792, 32.7998, 0.0732255, -0.424262, -0.3439, -0.95486, -0.0233108, -0.00694981, 0.296058, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.771400] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13382] 1759366126771282, 32.8022, 0.0734136, -0.424074, -0.344339, -0.955095, -0.0252546, -0.00836008, 0.295104, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.774167] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13383] 1759366126774048, 32.805, 0.0734136, -0.424074, -0.344339, -0.955095, -0.0252546, -0.00836008, 0.295104, 0.0188165, 0.0188279, -0.0438438, 0.454903, -0.159438, -0.192094, 
[2025-10-01 20:48:46.776574] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13384] 1759366126776508, 32.8075, 0.0734136, -0.424074, -0.344339, -0.955095, -0.0252546, -0.00836008, 0.295104, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.781516] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13386] 1759366126781385, 32.8123, 0.0734136, -0.424074, -0.344339, -0.955095, -0.0252546, -0.00836008, 0.295104, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.783014] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13387] 1759366126782899, 32.8139, 0.0738066, -0.423849, -0.344428, -0.955357, -0.0263904, -0.0106746, 0.294078, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.785799] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13388] 1759366126785682, 32.8166, 0.0738066, -0.423849, -0.344428, -0.955357, -0.0263904, -0.0106746, 0.294078, 0.0392974, 0.022488, -0.00891013, 0.353336, -0.381051, -0.200516, 
[2025-10-01 20:48:46.788509] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13390] 1759366126788393, 32.8194, 0.0738066, -0.423849, -0.344428, -0.955357, -0.0263904, -0.0106746, 0.294078, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.790970] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13391] 1759366126790856, 32.8218, 0.0732557, -0.423312, -0.344215, -0.955377, -0.0274503, -0.0106436, 0.293919, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.795698] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13392] 1759366126795583, 32.8265, 0.0732557, -0.423312, -0.344215, -0.955377, -0.0274503, -0.0106436, 0.293919, -0.0550961, 0.0537319, 0.0213174, 0.20082, 0.0673379, 0, 
[2025-10-01 20:48:46.798393] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13394] 1759366126798274, 32.8292, 0.0732557, -0.423312, -0.344215, -0.955377, -0.0274503, -0.0106436, 0.293919, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.800839] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13395] 1759366126800726, 32.8317, 0.0735602, -0.422968, -0.344541, -0.955671, -0.0289843, -0.0117138, 0.292772, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.803843] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13396] 1759366126803728, 32.8347, 0.0735602, -0.422968, -0.344541, -0.955671, -0.0289843, -0.0117138, 0.292772, 0.0304579, 0.0343504, -0.0326441, 0.355697, -0.121659, -0.232035, 
[2025-10-01 20:48:46.806367] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13397] 1759366126806279, 32.8372, 0.0735602, -0.422968, -0.344541, -0.955671, -0.0289843, -0.0117138, 0.292772, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.810655] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13399] 1759366126810542, 32.8415, 0.0735602, -0.422968, -0.344541, -0.955671, -0.0289843, -0.0117138, 0.292772, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.813289] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13400] 1759366126813172, 32.8441, 0.0737669, -0.422633, -0.344868, -0.955956, -0.0302611, -0.013148, 0.29165, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.816135] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13401] 1759366126816047, 32.847, 0.0737669, -0.422633, -0.344868, -0.955956, -0.0302611, -0.013148, 0.29165, 0.0206696, 0.0335392, -0.0326537, 0.327587, -0.206898, -0.223726, 
[2025-10-01 20:48:46.818834] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13403] 1759366126818713, 32.8497, 0.0737669, -0.422633, -0.344868, -0.955956, -0.0302611, -0.013148, 0.29165, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.821221] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13404] 1759366126821110, 32.8521, 0.0739809, -0.422327, -0.345129, -0.956195, -0.0312279, -0.0145629, 0.290695, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.826014] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13405] 1759366126825926, 32.8569, 0.0739809, -0.422327, -0.345129, -0.956195, -0.0312279, -0.0145629, 0.290695, 0.0213998, 0.0306366, -0.0261404, 0.266814, -0.220782, -0.188273, 
[2025-10-01 20:48:46.828030] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13407] 1759366126827917, 32.8589, 0.0739809, -0.422327, -0.345129, -0.956195, -0.0312279, -0.0145629, 0.290695, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.830749] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13408] 1759366126830636, 32.8616, 0.0748515, -0.42222, -0.345722, -0.956525, -0.0323753, -0.0153457, 0.289441, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.833694] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13409] 1759366126833575, 32.8645, 0.0748515, -0.42222, -0.345722, -0.956525, -0.0323753, -0.0153457, 0.289441, 0.0870605, 0.0106544, -0.0592735, 0.263929, -0.0921317, -0.254625, 
[2025-10-01 20:48:46.836503] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13410] 1759366126836417, 32.8674, 0.0748515, -0.42222, -0.345722, -0.956525, -0.0323753, -0.0153457, 0.289441, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.839158] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13412] 1759366126839042, 32.87, 0.0748515, -0.42222, -0.345722, -0.956525, -0.0323753, -0.0153457, 0.289441, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.843663] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13413] 1759366126843547, 32.8745, 0.0747753, -0.421732, -0.345723, -0.956597, -0.0326877, -0.0171143, 0.289067, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.846703] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13415] 1759366126846588, 32.8775, 0.0747753, -0.421732, -0.345723, -0.956597, -0.0326877, -0.0171143, 0.289067, -0.00762113, 0.0488169, 0, 0.162053, -0.322978, -0.0632524, 
[2025-10-01 20:48:46.849359] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13416] 1759366126849245, 32.8802, 0.0747753, -0.421732, -0.345723, -0.956597, -0.0326877, -0.0171143, 0.289067, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.852002] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13417] 1759366126851882, 32.8828, 0.0752415, -0.421398, -0.345971, -0.956996, -0.0334124, -0.0177765, 0.28762, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.854807] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13418] 1759366126854692, 32.8856, 0.0752415, -0.421398, -0.345971, -0.956996, -0.0334124, -0.0177765, 0.28762, 0.0466167, 0.0334383, -0.0248357, 0.175047, -0.0958988, -0.295538, 
[2025-10-01 20:48:46.859404] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13420] 1759366126859290, 32.8902, 0.0752415, -0.421398, -0.345971, -0.956996, -0.0334124, -0.0177765, 0.28762, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.861861] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13421] 1759366126861741, 32.8927, 0.0752843, -0.420971, -0.345855, -0.957174, -0.0334556, -0.0191493, 0.286935, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.864679] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13422] 1759366126864560, 32.8955, 0.0752843, -0.420971, -0.345855, -0.957174, -0.0334556, -0.0191493, 0.286935, 0.00427805, 0.0427034, 0.0115853, 0.0863552, -0.265562, -0.1311, 
[2025-10-01 20:48:46.867296] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13424] 1759366126867200, 32.8982, 0.0752843, -0.420971, -0.345855, -0.957174, -0.0334556, -0.0191493, 0.286935, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.869777] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13425] 1759366126869664, 32.9006, 0.0755003, -0.420378, -0.345775, -0.957754, -0.0339805, -0.0193318, 0.284917, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.874437] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13426] 1759366126874320, 32.9053, 0.0755003, -0.420378, -0.345775, -0.957754, -0.0339805, -0.0193318, 0.284917, 0.0216063, 0.0592375, 0.00800278, 0.107479, 0, -0.418359, 
[2025-10-01 20:48:46.876781] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13427] 1759366126876693, 32.9077, 0.0755003, -0.420378, -0.345775, -0.957754, -0.0339805, -0.0193318, 0.284917, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.879515] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13429] 1759366126879402, 32.9104, 0.0755003, -0.420378, -0.345775, -0.957754, -0.0339805, -0.0193318, 0.284917, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.882273] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13430] 1759366126882149, 32.9131, 0.0754746, -0.419801, -0.34554, -0.957864, -0.0338757, -0.0207938, 0.284457, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.885059] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13431] 1759366126884941, 32.9159, 0.0754746, -0.419801, -0.34554, -0.957864, -0.0338757, -0.0207938, 0.284457, -0.00257581, 0.0577596, 0.0234662, 0.0626802, -0.289659, -0.0829399, 
[2025-10-01 20:48:46.887840] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13433] 1759366126887726, 32.9187, 0.0754746, -0.419801, -0.34554, -0.957864, -0.0338757, -0.0207938, 0.284457, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.891610] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13434] 1759366126891495, 32.9225, 0.0756727, -0.419268, -0.345444, -0.958064, -0.0341545, -0.0216607, 0.283685, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.894042] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13435] 1759366126893928, 32.9249, 0.0756727, -0.419268, -0.345444, -0.958064, -0.0341545, -0.0216607, 0.283685, 0.0198099, 0.0532749, 0.00963729, 0.101328, -0.156388, -0.152332, 
[2025-10-01 20:48:46.896494] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13436] 1759366126896407, 32.9274, 0.0756727, -0.419268, -0.345444, -0.958064, -0.0341545, -0.0216607, 0.283685, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.899271] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13438] 1759366126899159, 32.9301, 0.0756727, -0.419268, -0.345444, -0.958064, -0.0341545, -0.0216607, 0.283685, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.901709] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13439] 1759366126901592, 32.9325, 0.076326, -0.418904, -0.345793, -0.958184, -0.0349943, -0.0217569, 0.283171, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.905910] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13441] 1759366126905822, 32.9368, 0.076326, -0.418904, -0.345793, -0.958184, -0.0349943, -0.0217569, 0.283171, 0.0653309, 0.0364044, -0.0348534, 0.165486, 0, -0.104582, 
[2025-10-01 20:48:46.908624] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13442] 1759366126908511, 32.9395, 0.076326, -0.418904, -0.345793, -0.958184, -0.0349943, -0.0217569, 0.283171, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.911130] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13443] 1759366126911017, 32.942, 0.0766137, -0.418257, -0.345312, -0.958439, -0.0353962, -0.0223439, 0.28221, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.914012] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13444] 1759366126913897, 32.9449, 0.0766137, -0.418257, -0.345312, -0.958439, -0.0353962, -0.0223439, 0.28221, 0.0287755, 0.0646659, 0.0480425, 0.108337, -0.0976926, -0.193894, 
[2025-10-01 20:48:46.917665] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13446] 1759366126917550, 32.9485, 0.0766137, -0.418257, -0.345312, -0.958439, -0.0353962, -0.0223439, 0.28221, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.920771] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13447] 1759366126920658, 32.9516, 0.0766137, -0.418257, -0.345312, -0.958439, -0.0353962, -0.0223439, 0.28221, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.923445] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13448] 1759366126923334, 32.9543, 0.0765442, -0.417707, -0.344106, -0.957966, -0.0374019, -0.0214282, 0.283625, 0, 0, 0, 0, 0, 0, 
[2025-10-01 20:48:46.928262] [0x0000007f997f99a0] [MocapTag] [0x00006aa9] [13450] 1759366126928147, 32.9591, 0.0765442, -0.417707, -0.344106, -0.957966, -0.0374019, -0.0214282, 0.283625, -0.0069493, 0.0550288, 0.120584, 0.335979, 0.301396, 0.289631, 
