[2024-07-29 17:59:31.049191] [0x0000007fbd68f7c0] [MocapTag] [0x0000129a] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-29 17:59:31.360748] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [141] 1722290371360633, 0.359232, 0.0716742, -0.204328, -0.307031, -0.999936, 0.00445932, -0.00486079, -0.00921614, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.363216] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [142] 1722290371363108, 0.361707, 0.0716742, -0.204328, -0.307031, -0.999936, 0.00445932, -0.00486079, -0.00921614, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.366494] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [144] 1722290371366361, 0.36496, 0.0716742, -0.204328, -0.307031, -0.999936, 0.00445932, -0.00486079, -0.00921614, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.368460] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [145] 1722290371368347, 0.366946, 0.0716774, -0.204328, -0.307027, -0.999936, 0.00444518, -0.00484673, -0.00922826, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.371162] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [146] 1722290371371051, 0.36965, 0.0716774, -0.204328, -0.307027, -0.999936, 0.00444518, -0.00484673, -0.00922826, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.373837] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [147] 1722290371373724, 0.372323, 0.0716774, -0.204328, -0.307027, -0.999936, 0.00444518, -0.00484673, -0.00922826, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.377617] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [149] 1722290371377502, 0.376101, 0.0716753, -0.204329, -0.307027, -0.999936, 0.00446299, -0.00484953, -0.009225, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.380539] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [150] 1722290371380425, 0.379024, 0.0716753, -0.204329, -0.307027, -0.999936, 0.00446299, -0.00484953, -0.009225, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.382944] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [151] 1722290371382838, 0.381437, 0.0716753, -0.204329, -0.307027, -0.999936, 0.00446299, -0.00484953, -0.009225, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.385644] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [153] 1722290371385523, 0.384122, 0.0716753, -0.204329, -0.307027, -0.999936, 0.00446299, -0.00484953, -0.009225, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.388221] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [154] 1722290371388109, 0.386708, 0.0716743, -0.20433, -0.307024, -0.999936, 0.00446407, -0.00485844, -0.00921492, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.392624] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [155] 1722290371392504, 0.391103, 0.0716743, -0.20433, -0.307024, -0.999936, 0.00446407, -0.00485844, -0.00921492, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.395494] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [157] 1722290371395376, 0.393975, 0.0716743, -0.20433, -0.307024, -0.999936, 0.00446407, -0.00485844, -0.00921492, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.398493] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [158] 1722290371398372, 0.396971, 0.0716735, -0.204329, -0.307031, -0.999936, 0.00445218, -0.00485833, -0.00921833, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.400713] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [159] 1722290371400599, 0.399198, 0.0716735, -0.204329, -0.307031, -0.999936, 0.00445218, -0.00485833, -0.00921833, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.403346] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [160] 1722290371403239, 0.401838, 0.0716735, -0.204329, -0.307031, -0.999936, 0.00445218, -0.00485833, -0.00921833, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.406105] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [162] 1722290371405987, 0.404586, 0.0716764, -0.204334, -0.307037, -0.999936, 0.0044633, -0.0048648, -0.00919645, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.409561] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [163] 1722290371409447, 0.408046, 0.0716764, -0.204334, -0.307037, -0.999936, 0.0044633, -0.0048648, -0.00919645, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.412213] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [164] 1722290371412094, 0.410693, 0.0716764, -0.204334, -0.307037, -0.999936, 0.0044633, -0.0048648, -0.00919645, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.414820] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [165] 1722290371414708, 0.413307, 0.0716764, -0.204334, -0.307037, -0.999936, 0.0044633, -0.0048648, -0.00919645, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.417483] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [167] 1722290371417355, 0.415954, 0.0716807, -0.204333, -0.307036, -0.999936, 0.00446973, -0.00484671, -0.00921254, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.420151] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [168] 1722290371420040, 0.418639, 0.0716807, -0.204333, -0.307036, -0.999936, 0.00446973, -0.00484671, -0.00921254, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.422650] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [169] 1722290371422545, 0.421144, 0.0716807, -0.204333, -0.307036, -0.999936, 0.00446973, -0.00484671, -0.00921254, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.427216] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [171] 1722290371427103, 0.425702, 0.0716748, -0.20433, -0.307039, -0.999936, 0.00446505, -0.00485019, -0.00922582, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.430086] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [172] 1722290371429982, 0.428581, 0.0716748, -0.20433, -0.307039, -0.999936, 0.00446505, -0.00485019, -0.00922582, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.432683] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [173] 1722290371432573, 0.431172, 0.0716748, -0.20433, -0.307039, -0.999936, 0.00446505, -0.00485019, -0.00922582, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.435325] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [175] 1722290371435241, 0.43384, 0.0716748, -0.20433, -0.307039, -0.999936, 0.00446505, -0.00485019, -0.00922582, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.438484] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [176] 1722290371438373, 0.436972, 0.0716731, -0.204328, -0.307039, -0.999936, 0.00446261, -0.0048538, -0.00921808, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.441545] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [177] 1722290371441438, 0.440037, 0.0716731, -0.204328, -0.307039, -0.999936, 0.00446261, -0.0048538, -0.00921808, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.444323] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [178] 1722290371444198, 0.442797, 0.0716731, -0.204328, -0.307039, -0.999936, 0.00446261, -0.0048538, -0.00921808, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.446862] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [180] 1722290371446748, 0.445347, 0.0716766, -0.20433, -0.30704, -0.999936, 0.00446103, -0.00486073, -0.00922302, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.449714] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [181] 1722290371449559, 0.448158, 0.0716766, -0.20433, -0.30704, -0.999936, 0.00446103, -0.00486073, -0.00922302, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.452280] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [182] 1722290371452175, 0.450774, 0.0716766, -0.20433, -0.30704, -0.999936, 0.00446103, -0.00486073, -0.00922302, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.456812] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [184] 1722290371456698, 0.455297, 0.0716766, -0.20433, -0.30704, -0.999936, 0.00446103, -0.00486073, -0.00922302, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.459492] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [185] 1722290371459380, 0.457979, 0.0716764, -0.204329, -0.307033, -0.999936, 0.00445771, -0.00485687, -0.009212, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.462161] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [186] 1722290371462050, 0.460649, 0.0716764, -0.204329, -0.307033, -0.999936, 0.00445771, -0.00485687, -0.009212, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.464896] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [188] 1722290371464835, 0.463434, 0.0716764, -0.204329, -0.307033, -0.999936, 0.00445771, -0.00485687, -0.009212, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.467494] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [189] 1722290371467378, 0.465977, 0.0716809, -0.204329, -0.307034, -0.999936, 0.00446293, -0.00484726, -0.00921679, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.470303] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [190] 1722290371470186, 0.468785, 0.0716809, -0.204329, -0.307034, -0.999936, 0.00446293, -0.00484726, -0.00921679, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.473207] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [191] 1722290371473099, 0.471698, 0.0716809, -0.204329, -0.307034, -0.999936, 0.00446293, -0.00484726, -0.00921679, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.475892] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [193] 1722290371475773, 0.474372, 0.071679, -0.204335, -0.307034, -0.999936, 0.00446354, -0.00484642, -0.00921151, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.478691] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [194] 1722290371478581, 0.47718, 0.071679, -0.204335, -0.307034, -0.999936, 0.00446354, -0.00484642, -0.00921151, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.481150] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [195] 1722290371481044, 0.479643, 0.071679, -0.204335, -0.307034, -0.999936, 0.00446354, -0.00484642, -0.00921151, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.483765] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [196] 1722290371483661, 0.48226, 0.071679, -0.204335, -0.307034, -0.999936, 0.00446354, -0.00484642, -0.00921151, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.486515] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [198] 1722290371486402, 0.485001, 0.0716769, -0.204329, -0.30703, -0.999936, 0.004411, -0.00484366, -0.00925793, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.489582] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [199] 1722290371489472, 0.488071, 0.0716769, -0.204329, -0.30703, -0.999936, 0.004411, -0.00484366, -0.00925793, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.492131] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [200] 1722290371492019, 0.490618, 0.0716769, -0.204329, -0.30703, -0.999936, 0.004411, -0.00484366, -0.00925793, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.494806] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [201] 1722290371494723, 0.493322, 0.0716769, -0.204329, -0.30703, -0.999936, 0.004411, -0.00484366, -0.00925793, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.498031] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [203] 1722290371497918, 0.496517, 0.0716795, -0.204335, -0.307032, -0.999936, 0.00446999, -0.00484915, -0.00922184, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.500167] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [204] 1722290371500059, 0.498658, 0.0716795, -0.204335, -0.307032, -0.999936, 0.00446999, -0.00484915, -0.00922184, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.504283] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [205] 1722290371504161, 0.50276, 0.0716795, -0.204335, -0.307032, -0.999936, 0.00446999, -0.00484915, -0.00922184, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.507371] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [207] 1722290371507257, 0.505856, 0.0716828, -0.204329, -0.307029, -0.999936, 0.00444392, -0.00484098, -0.00923073, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.510116] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [208] 1722290371509999, 0.508598, 0.0716828, -0.204329, -0.307029, -0.999936, 0.00444392, -0.00484098, -0.00923073, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.512739] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [209] 1722290371512624, 0.511223, 0.0716828, -0.204329, -0.307029, -0.999936, 0.00444392, -0.00484098, -0.00923073, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.515475] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [211] 1722290371515270, 0.513869, 0.0716828, -0.204329, -0.307029, -0.999936, 0.00444392, -0.00484098, -0.00923073, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.518011] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [212] 1722290371517898, 0.516497, 0.0716913, -0.204309, -0.306953, -0.999939, 0.00420811, -0.00529171, -0.00872087, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.521957] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [213] 1722290371521842, 0.520441, 0.0716913, -0.204309, -0.306953, -0.999939, 0.00420811, -0.00529171, -0.00872087, 0, 0.00201984, 0.00752468, 0.0468493, -0.0910138, 0.101813, 
[2024-07-29 17:59:31.524828] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [214] 1722290371524737, 0.523336, 0.0716913, -0.204309, -0.306953, -0.999939, 0.00420811, -0.00529171, -0.00872087, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.527457] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [216] 1722290371527344, 0.525943, 0.0716799, -0.204346, -0.307039, -0.999936, 0.004478, -0.00486654, -0.00914186, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.530375] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [217] 1722290371530258, 0.528857, 0.0716799, -0.204346, -0.307039, -0.999936, 0.004478, -0.00486654, -0.00914186, 0, -0.00377282, -0.0086028, -0.0536442, 0.0858832, -0.0840954, 
[2024-07-29 17:59:31.532797] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [218] 1722290371532689, 0.531288, 0.0716799, -0.204346, -0.307039, -0.999936, 0.004478, -0.00486654, -0.00914186, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.537390] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [220] 1722290371537275, 0.535874, 0.0716799, -0.204346, -0.307039, -0.999936, 0.004478, -0.00486654, -0.00914186, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.540124] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [221] 1722290371540015, 0.538614, 0.0716787, -0.204331, -0.307032, -0.999936, 0.00447167, -0.00485137, -0.00921332, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.543048] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [222] 1722290371542914, 0.541513, 0.0716787, -0.204331, -0.307032, -0.999936, 0.00447167, -0.00485137, -0.00921332, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.545701] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [224] 1722290371545589, 0.544188, 0.0716787, -0.204331, -0.307032, -0.999936, 0.00447167, -0.00485137, -0.00921332, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.548363] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [225] 1722290371548250, 0.546849, 0.0716835, -0.204312, -0.307019, -0.999936, 0.00445103, -0.00481895, -0.00924972, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.552697] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [226] 1722290371552584, 0.551183, 0.0716835, -0.204312, -0.307019, -0.999936, 0.00445103, -0.00481895, -0.00924972, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.555736] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [228] 1722290371555624, 0.554223, 0.0716835, -0.204312, -0.307019, -0.999936, 0.00445103, -0.00481895, -0.00924972, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.558103] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [229] 1722290371557979, 0.556578, 0.0716831, -0.204309, -0.30702, -0.999936, 0.00443715, -0.00487583, -0.00920534, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.560963] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [230] 1722290371560850, 0.559449, 0.0716831, -0.204309, -0.30702, -0.999936, 0.00443715, -0.00487583, -0.00920534, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.563541] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [231] 1722290371563429, 0.562028, 0.0716831, -0.204309, -0.30702, -0.999936, 0.00443715, -0.00487583, -0.00920534, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.566167] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [233] 1722290371566046, 0.564645, 0.0716735, -0.204327, -0.307029, -0.999936, 0.00438135, -0.0047787, -0.00931942, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.569436] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [234] 1722290371569323, 0.567922, 0.0716735, -0.204327, -0.307029, -0.999936, 0.00438135, -0.0047787, -0.00931942, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.572024] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [235] 1722290371571916, 0.570515, 0.0716735, -0.204327, -0.307029, -0.999936, 0.00438135, -0.0047787, -0.00931942, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.575177] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [236] 1722290371575088, 0.573687, 0.0716735, -0.204327, -0.307029, -0.999936, 0.00438135, -0.0047787, -0.00931942, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.577244] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [238] 1722290371577130, 0.575729, 0.0716753, -0.204343, -0.307041, -0.999936, 0.00448059, -0.00485834, -0.00916708, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.579950] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [239] 1722290371579839, 0.578438, 0.0716753, -0.204343, -0.307041, -0.999936, 0.00448059, -0.00485834, -0.00916708, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.584115] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [240] 1722290371584002, 0.582601, 0.0716753, -0.204343, -0.307041, -0.999936, 0.00448059, -0.00485834, -0.00916708, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.586774] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [242] 1722290371586662, 0.585261, 0.0716755, -0.204334, -0.307032, -0.999936, 0.00446769, -0.00483817, -0.00920262, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.589614] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [243] 1722290371589501, 0.5881, 0.0716755, -0.204334, -0.307032, -0.999936, 0.00446769, -0.00483817, -0.00920262, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.592047] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [244] 1722290371591940, 0.590539, 0.0716755, -0.204334, -0.307032, -0.999936, 0.00446769, -0.00483817, -0.00920262, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.594719] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [245] 1722290371594628, 0.593227, 0.0716755, -0.204334, -0.307032, -0.999936, 0.00446769, -0.00483817, -0.00920262, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.597367] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [247] 1722290371597235, 0.595834, 0.071672, -0.204328, -0.307037, -0.999936, 0.00445832, -0.00485547, -0.00922629, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.601071] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [248] 1722290371600954, 0.599553, 0.071672, -0.204328, -0.307037, -0.999936, 0.00445832, -0.00485547, -0.00922629, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.603722] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [249] 1722290371603610, 0.602209, 0.071672, -0.204328, -0.307037, -0.999936, 0.00445832, -0.00485547, -0.00922629, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.606510] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [251] 1722290371606395, 0.604994, 0.0716732, -0.204322, -0.307, -0.999938, 0.00434416, -0.00508918, -0.00895461, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.609240] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [252] 1722290371609125, 0.607724, 0.0716732, -0.204322, -0.307, -0.999938, 0.00434416, -0.00508918, -0.00895461, 0, 0, 0.00368004, 0, -0.047191, 0.0542408, 
[2024-07-29 17:59:31.611680] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [253] 1722290371611571, 0.61017, 0.0716732, -0.204322, -0.307, -0.999938, 0.00434416, -0.00508918, -0.00895461, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.616169] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [255] 1722290371616057, 0.614656, 0.0716732, -0.204322, -0.307, -0.999938, 0.00434416, -0.00508918, -0.00895461, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.618657] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [256] 1722290371618552, 0.617151, 0.0716687, -0.204341, -0.307033, -0.999936, 0.00446928, -0.00486608, -0.00917851, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.621553] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [257] 1722290371621440, 0.620039, 0.0716687, -0.204341, -0.307033, -0.999936, 0.00446928, -0.00486608, -0.00917851, 0, 0, -0.00335471, 0, 0.045046, -0.044705, 
[2024-07-29 17:59:31.624302] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [258] 1722290371624182, 0.622781, 0.0716687, -0.204341, -0.307033, -0.999936, 0.00446928, -0.00486608, -0.00917851, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.626887] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [260] 1722290371626769, 0.625368, 0.0716676, -0.204323, -0.307036, -0.999935, 0.00446818, -0.00486224, -0.00927739, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.630111] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [261] 1722290371629999, 0.628598, 0.0716676, -0.204323, -0.307036, -0.999935, 0.00446818, -0.00486224, -0.00927739, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.634110] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [262] 1722290371633980, 0.632579, 0.0716676, -0.204323, -0.307036, -0.999935, 0.00446818, -0.00486224, -0.00927739, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.635593] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [264] 1722290371635490, 0.634089, 0.0716676, -0.204323, -0.307036, -0.999935, 0.00446818, -0.00486224, -0.00927739, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.638222] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [265] 1722290371638110, 0.636709, 0.0716692, -0.204298, -0.307023, -0.999935, 0.0044301, -0.00484655, -0.00932483, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.640959] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [266] 1722290371640846, 0.639445, 0.0716692, -0.204298, -0.307023, -0.999935, 0.0044301, -0.00484655, -0.00932483, 0, 0.00256077, 0, 0, 0, 0, 
[2024-07-29 17:59:31.643546] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [267] 1722290371643438, 0.642037, 0.0716692, -0.204298, -0.307023, -0.999935, 0.0044301, -0.00484655, -0.00932483, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.647984] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [269] 1722290371647871, 0.64647, 0.0716636, -0.204332, -0.307053, -0.999934, 0.00451481, -0.00463669, -0.00949274, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.650803] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [270] 1722290371650694, 0.649293, 0.0716636, -0.204332, -0.307053, -0.999934, 0.00451481, -0.00463669, -0.00949274, 0, -0.00342963, -0.0029933, 0, 0.0422808, 0, 
[2024-07-29 17:59:31.653423] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [271] 1722290371653316, 0.651915, 0.0716636, -0.204332, -0.307053, -0.999934, 0.00451481, -0.00463669, -0.00949274, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.656220] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [273] 1722290371656107, 0.654706, 0.0716697, -0.204338, -0.307036, -0.999936, 0.00447797, -0.00484872, -0.00916766, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.658929] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [274] 1722290371658820, 0.657419, 0.0716697, -0.204338, -0.307036, -0.999936, 0.00447797, -0.00484872, -0.00916766, 0, 0, 0, 0, -0.0427678, 0.0648582, 
[2024-07-29 17:59:31.661450] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [275] 1722290371661338, 0.659937, 0.0716697, -0.204338, -0.307036, -0.999936, 0.00447797, -0.00484872, -0.00916766, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:31.664309] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [276] 1722290371664187, 0.662786, 0.0716697, -0.204338, -0.307036, -0.999936, 0.00447797, -0.00484872, -0.00916766, 0, 0, 0, 0, 0, 0, 
