[2024-07-29 17:59:31.049191] [0x0000007fbd68f7c0] [MocapTag] [0x0000129a] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-29 17:59:39.488281] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3743] 1722290379488167, 8.48677, 0.0716683, -0.204329, -0.307117, -0.999935, 0.00448872, -0.00487002, -0.00924535, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.490935] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3744] 1722290379490823, 8.48942, 0.0716683, -0.204329, -0.307117, -0.999935, 0.00448872, -0.00487002, -0.00924535, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.493928] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3745] 1722290379493809, 8.49241, 0.0716683, -0.204329, -0.307117, -0.999935, 0.00448872, -0.00487002, -0.00924535, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.496615] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3747] 1722290379496499, 8.4951, 0.0716747, -0.204325, -0.307115, -0.999935, 0.00449004, -0.00486796, -0.00922949, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.499296] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3748] 1722290379499183, 8.49778, 0.0716747, -0.204325, -0.307115, -0.999935, 0.00449004, -0.00486796, -0.00922949, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.502173] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3749] 1722290379502063, 8.50066, 0.0716747, -0.204325, -0.307115, -0.999935, 0.00449004, -0.00486796, -0.00922949, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.504812] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3750] 1722290379504721, 8.50332, 0.0716747, -0.204325, -0.307115, -0.999935, 0.00449004, -0.00486796, -0.00922949, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.507467] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3752] 1722290379507354, 8.50595, 0.0716853, -0.204329, -0.307106, -0.999936, 0.00441928, -0.00481772, -0.00926148, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.510168] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3753] 1722290379510058, 8.50866, 0.0716853, -0.204329, -0.307106, -0.999936, 0.00441928, -0.00481772, -0.00926148, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.512775] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3754] 1722290379512670, 8.51127, 0.0716853, -0.204329, -0.307106, -0.999936, 0.00441928, -0.00481772, -0.00926148, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.515510] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3756] 1722290379515392, 8.51399, 0.0717009, -0.204298, -0.307058, -0.999937, 0.00418909, -0.00495287, -0.00918192, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.518487] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3757] 1722290379518373, 8.51697, 0.0717009, -0.204298, -0.307058, -0.999937, 0.00418909, -0.00495287, -0.00918192, 0, 0.00307114, 0.004828, 0.0458717, 0, 0, 
[2024-07-29 17:59:39.521241] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3758] 1722290379521126, 8.51972, 0.0717009, -0.204298, -0.307058, -0.999937, 0.00418909, -0.00495287, -0.00918192, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.524048] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3759] 1722290379523938, 8.52254, 0.0717009, -0.204298, -0.307058, -0.999937, 0.00418909, -0.00495287, -0.00918192, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.526643] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3761] 1722290379526526, 8.52512, 0.0717177, -0.204303, -0.307086, -0.999937, 0.00439387, -0.0048864, -0.0091251, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.529411] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3762] 1722290379529301, 8.5279, 0.0717177, -0.204303, -0.307086, -0.999937, 0.00439387, -0.0048864, -0.0091251, 0, 0, -0.00277917, -0.0407934, 0, 0, 
[2024-07-29 17:59:39.533610] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3763] 1722290379533491, 8.53209, 0.0717177, -0.204303, -0.307086, -0.999937, 0.00439387, -0.0048864, -0.0091251, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.536367] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3765] 1722290379536211, 8.53481, 0.0717273, -0.204306, -0.307097, -0.999936, 0.00444483, -0.00480021, -0.00922859, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.539033] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3766] 1722290379538926, 8.53753, 0.0717273, -0.204306, -0.307097, -0.999936, 0.00444483, -0.00480021, -0.00922859, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.541746] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3767] 1722290379541631, 8.54023, 0.0717273, -0.204306, -0.307097, -0.999936, 0.00444483, -0.00480021, -0.00922859, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.544326] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3768] 1722290379544200, 8.5428, 0.0717273, -0.204306, -0.307097, -0.999936, 0.00444483, -0.00480021, -0.00922859, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.546988] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3770] 1722290379546872, 8.54547, 0.0717254, -0.204311, -0.307085, -0.999936, 0.0044339, -0.00477822, -0.00921824, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.550417] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3771] 1722290379550303, 8.5489, 0.0717254, -0.204311, -0.307085, -0.999936, 0.0044339, -0.00477822, -0.00921824, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.552900] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3772] 1722290379552792, 8.55139, 0.0717254, -0.204311, -0.307085, -0.999936, 0.0044339, -0.00477822, -0.00921824, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.555915] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3774] 1722290379555796, 8.55439, 0.0717283, -0.204309, -0.307075, -0.999936, 0.00442927, -0.00475061, -0.00922478, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.558618] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3775] 1722290379558501, 8.5571, 0.0717283, -0.204309, -0.307075, -0.999936, 0.00442927, -0.00475061, -0.00922478, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.561054] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3776] 1722290379560944, 8.55954, 0.0717283, -0.204309, -0.307075, -0.999936, 0.00442927, -0.00475061, -0.00922478, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.565370] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3778] 1722290379565259, 8.56386, 0.0717283, -0.204309, -0.307075, -0.999936, 0.00442927, -0.00475061, -0.00922478, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.567832] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3779] 1722290379567719, 8.56632, 0.0717305, -0.204315, -0.307078, -0.999936, 0.00444716, -0.00476681, -0.00922414, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.570668] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3780] 1722290379570552, 8.56915, 0.0717305, -0.204315, -0.307078, -0.999936, 0.00444716, -0.00476681, -0.00922414, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.573315] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3781] 1722290379573204, 8.5718, 0.0717305, -0.204315, -0.307078, -0.999936, 0.00444716, -0.00476681, -0.00922414, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.575855] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3783] 1722290379575736, 8.57433, 0.0717195, -0.204316, -0.307087, -0.999936, 0.00444361, -0.0047783, -0.00923724, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.578735] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3784] 1722290379578622, 8.57722, 0.0717195, -0.204316, -0.307087, -0.999936, 0.00444361, -0.0047783, -0.00923724, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.582035] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3785] 1722290379581925, 8.58052, 0.0717195, -0.204316, -0.307087, -0.999936, 0.00444361, -0.0047783, -0.00923724, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.584798] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3786] 1722290379584700, 8.5833, 0.0717195, -0.204316, -0.307087, -0.999936, 0.00444361, -0.0047783, -0.00923724, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.587374] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3788] 1722290379587259, 8.58586, 0.0717111, -0.204318, -0.307093, -0.999936, 0.00445305, -0.00480869, -0.00923281, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.590184] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3789] 1722290379590076, 8.58868, 0.0717111, -0.204318, -0.307093, -0.999936, 0.00445305, -0.00480869, -0.00923281, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.593685] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3790] 1722290379593560, 8.59216, 0.0717111, -0.204318, -0.307093, -0.999936, 0.00445305, -0.00480869, -0.00923281, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.595142] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3792] 1722290379595087, 8.59369, 0.0717111, -0.204318, -0.307093, -0.999936, 0.00445305, -0.00480869, -0.00923281, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.598107] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3793] 1722290379597991, 8.59659, 0.0716922, -0.204324, -0.307099, -0.999936, 0.00444819, -0.0048083, -0.00920472, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.600785] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3794] 1722290379600677, 8.59928, 0.0716922, -0.204324, -0.307099, -0.999936, 0.00444819, -0.0048083, -0.00920472, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.603614] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3795] 1722290379603501, 8.6021, 0.0716922, -0.204324, -0.307099, -0.999936, 0.00444819, -0.0048083, -0.00920472, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.606267] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3797] 1722290379606149, 8.60475, 0.0716812, -0.204318, -0.307102, -0.999936, 0.00444932, -0.00485625, -0.00923196, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.609049] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3798] 1722290379608935, 8.60753, 0.0716812, -0.204318, -0.307102, -0.999936, 0.00444932, -0.00485625, -0.00923196, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.613406] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3799] 1722290379613291, 8.61189, 0.0716812, -0.204318, -0.307102, -0.999936, 0.00444932, -0.00485625, -0.00923196, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.616187] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3801] 1722290379616064, 8.61466, 0.0716652, -0.204318, -0.30709, -0.999936, 0.00434898, -0.00489329, -0.0092293, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.619901] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3802] 1722290379619784, 8.61838, 0.0716652, -0.204318, -0.30709, -0.999936, 0.00434898, -0.00489329, -0.0092293, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.621787] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3803] 1722290379621681, 8.62028, 0.0716652, -0.204318, -0.30709, -0.999936, 0.00434898, -0.00489329, -0.0092293, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.625064] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3805] 1722290379625000, 8.6236, 0.0716652, -0.204318, -0.30709, -0.999936, 0.00434898, -0.00489329, -0.0092293, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.630268] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3806] 1722290379630145, 8.62874, 0.0716562, -0.204301, -0.307067, -0.999937, 0.00427529, -0.00501963, -0.00913159, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.632332] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3807] 1722290379632218, 8.63082, 0.0716562, -0.204301, -0.307067, -0.999937, 0.00427529, -0.00501963, -0.00913159, 0, 0, 0.00228325, 0, 0, 0, 
[2024-07-29 17:59:39.635050] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3808] 1722290379634960, 8.63356, 0.0716562, -0.204301, -0.307067, -0.999937, 0.00427529, -0.00501963, -0.00913159, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.637733] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3810] 1722290379637618, 8.63622, 0.0716421, -0.20431, -0.307115, -0.999936, 0.00443641, -0.0049873, -0.00917916, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.640919] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3811] 1722290379640807, 8.63941, 0.0716421, -0.20431, -0.307115, -0.999936, 0.00443641, -0.0049873, -0.00917916, 0, 0, -0.00480042, 0, 0, 0, 
[2024-07-29 17:59:39.643107] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3812] 1722290379642946, 8.64155, 0.0716421, -0.20431, -0.307115, -0.999936, 0.00443641, -0.0049873, -0.00917916, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.646492] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3814] 1722290379646377, 8.64498, 0.0716205, -0.204318, -0.307126, -0.999935, 0.00449009, -0.00496599, -0.00922264, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.649064] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3815] 1722290379648942, 8.64754, 0.0716205, -0.204318, -0.307126, -0.999935, 0.00449009, -0.00496599, -0.00922264, -0.00215227, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.651837] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3816] 1722290379651725, 8.65032, 0.0716205, -0.204318, -0.307126, -0.999935, 0.00449009, -0.00496599, -0.00922264, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.654542] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3817] 1722290379654456, 8.65306, 0.0716205, -0.204318, -0.307126, -0.999935, 0.00449009, -0.00496599, -0.00922264, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.657211] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3819] 1722290379657097, 8.6557, 0.071614, -0.204321, -0.307117, -0.999935, 0.00448277, -0.004947, -0.00920818, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.661604] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3820] 1722290379661486, 8.66009, 0.071614, -0.204321, -0.307117, -0.999935, 0.00448277, -0.004947, -0.00920818, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.664117] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3821] 1722290379663986, 8.66258, 0.071614, -0.204321, -0.307117, -0.999935, 0.00448277, -0.004947, -0.00920818, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.666651] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3823] 1722290379666537, 8.66514, 0.0716138, -0.204322, -0.307134, -0.999935, 0.00445895, -0.0050006, -0.00921108, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.669279] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3824] 1722290379669173, 8.66777, 0.0716138, -0.204322, -0.307134, -0.999935, 0.00445895, -0.0050006, -0.00921108, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.671952] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3825] 1722290379671839, 8.67044, 0.0716138, -0.204322, -0.307134, -0.999935, 0.00445895, -0.0050006, -0.00921108, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.674615] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3826] 1722290379674493, 8.67309, 0.0716138, -0.204322, -0.307134, -0.999935, 0.00445895, -0.0050006, -0.00921108, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.677851] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3828] 1722290379677731, 8.67633, 0.0716041, -0.204326, -0.307134, -0.999935, 0.00448063, -0.00499294, -0.00919775, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.680564] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3829] 1722290379680453, 8.67905, 0.0716041, -0.204326, -0.307134, -0.999935, 0.00448063, -0.00499294, -0.00919775, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.683311] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3830] 1722290379683202, 8.6818, 0.0716041, -0.204326, -0.307134, -0.999935, 0.00448063, -0.00499294, -0.00919775, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.686146] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3832] 1722290379686023, 8.68462, 0.0716018, -0.204315, -0.307127, -0.999935, 0.00446264, -0.0049953, -0.00922679, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.689093] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3833] 1722290379688977, 8.68758, 0.0716018, -0.204315, -0.307127, -0.999935, 0.00446264, -0.0049953, -0.00922679, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.693329] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3834] 1722290379693218, 8.69182, 0.0716018, -0.204315, -0.307127, -0.999935, 0.00446264, -0.0049953, -0.00922679, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.695895] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3836] 1722290379695764, 8.69436, 0.0716097, -0.204311, -0.307117, -0.999935, 0.00443701, -0.00496955, -0.009216, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.698599] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3837] 1722290379698486, 8.69708, 0.0716097, -0.204311, -0.307117, -0.999935, 0.00443701, -0.00496955, -0.009216, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.701170] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3838] 1722290379701060, 8.69966, 0.0716097, -0.204311, -0.307117, -0.999935, 0.00443701, -0.00496955, -0.009216, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.703984] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3839] 1722290379703871, 8.70247, 0.0716097, -0.204311, -0.307117, -0.999935, 0.00443701, -0.00496955, -0.009216, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.706740] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3841] 1722290379706626, 8.70523, 0.0716127, -0.204324, -0.307117, -0.999936, 0.00444693, -0.0049596, -0.00917742, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.711361] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3842] 1722290379711246, 8.70984, 0.0716127, -0.204324, -0.307117, -0.999936, 0.00444693, -0.0049596, -0.00917742, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.714058] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3843] 1722290379713940, 8.71254, 0.0716127, -0.204324, -0.307117, -0.999936, 0.00444693, -0.0049596, -0.00917742, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.716789] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3845] 1722290379716674, 8.71527, 0.0716216, -0.204317, -0.307113, -0.999935, 0.00437677, -0.0049414, -0.00927319, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.719416] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3846] 1722290379719306, 8.71791, 0.0716216, -0.204317, -0.307113, -0.999935, 0.00437677, -0.0049414, -0.00927319, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.722234] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3847] 1722290379722118, 8.72072, 0.0716216, -0.204317, -0.307113, -0.999935, 0.00437677, -0.0049414, -0.00927319, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.726527] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3849] 1722290379726409, 8.72501, 0.0716322, -0.204311, -0.307077, -0.999937, 0.00420299, -0.00504447, -0.00913344, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.730040] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3850] 1722290379729929, 8.72853, 0.0716322, -0.204311, -0.307077, -0.999937, 0.00420299, -0.00504447, -0.00913344, 0, 0, 0.00365721, 0, 0, 0, 
[2024-07-29 17:59:39.732283] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3851] 1722290379732177, 8.73078, 0.0716322, -0.204311, -0.307077, -0.999937, 0.00420299, -0.00504447, -0.00913344, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.734613] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3852] 1722290379734527, 8.73313, 0.0716322, -0.204311, -0.307077, -0.999937, 0.00420299, -0.00504447, -0.00913344, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.737126] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3854] 1722290379737012, 8.73561, 0.07165, -0.204311, -0.307094, -0.999937, 0.00438082, -0.00503511, -0.00907427, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.741072] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3855] 1722290379740957, 8.73956, 0.07165, -0.204311, -0.307094, -0.999937, 0.00438082, -0.00503511, -0.00907427, 0, 0, 0, -0.0355005, 0, 0, 
[2024-07-29 17:59:39.743662] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3856] 1722290379743553, 8.74215, 0.07165, -0.204311, -0.307094, -0.999937, 0.00438082, -0.00503511, -0.00907427, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.746269] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3858] 1722290379746151, 8.74475, 0.0716569, -0.204321, -0.307113, -0.999936, 0.00446312, -0.0048718, -0.00922004, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.749003] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3859] 1722290379748890, 8.74749, 0.0716569, -0.204321, -0.307113, -0.999936, 0.00446312, -0.0048718, -0.00922004, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.751552] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3860] 1722290379751441, 8.75004, 0.0716569, -0.204321, -0.307113, -0.999936, 0.00446312, -0.0048718, -0.00922004, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.755931] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3862] 1722290379755809, 8.75441, 0.0716569, -0.204321, -0.307113, -0.999936, 0.00446312, -0.0048718, -0.00922004, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.758415] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3863] 1722290379758304, 8.7569, 0.0716714, -0.204315, -0.307104, -0.999936, 0.00443934, -0.00484899, -0.0092066, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.761312] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3864] 1722290379761202, 8.7598, 0.0716714, -0.204315, -0.307104, -0.999936, 0.00443934, -0.00484899, -0.0092066, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.764099] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3865] 1722290379763989, 8.76259, 0.0716714, -0.204315, -0.307104, -0.999936, 0.00443934, -0.00484899, -0.0092066, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.766656] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3867] 1722290379766542, 8.76514, 0.0716832, -0.20431, -0.3071, -0.999936, 0.004447, -0.00480138, -0.00920952, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.769227] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3868] 1722290379769115, 8.76771, 0.0716832, -0.20431, -0.3071, -0.999936, 0.004447, -0.00480138, -0.00920952, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.772290] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3869] 1722290379772182, 8.77078, 0.0716832, -0.20431, -0.3071, -0.999936, 0.004447, -0.00480138, -0.00920952, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.775060] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3870] 1722290379774971, 8.77357, 0.0716832, -0.20431, -0.3071, -0.999936, 0.004447, -0.00480138, -0.00920952, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.777613] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3872] 1722290379777499, 8.7761, 0.0716972, -0.204312, -0.307106, -0.999936, 0.00443349, -0.00478843, -0.00923885, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.780296] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3873] 1722290379780188, 8.77879, 0.0716972, -0.204312, -0.307106, -0.999936, 0.00443349, -0.00478843, -0.00923885, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.783043] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3874] 1722290379782907, 8.78151, 0.0716972, -0.204312, -0.307106, -0.999936, 0.00443349, -0.00478843, -0.00923885, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.787743] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3876] 1722290379787627, 8.78623, 0.0717043, -0.204316, -0.307109, -0.999936, 0.0044452, -0.00478588, -0.00919009, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:59:39.790260] [0x0000007fb8d679a0] [MocapTag] [0x0000129a] [3877] 1722290379790146, 8.78875, 0.0717043, -0.204316, -0.307109, -0.999936, 0.0044452, -0.00478588, -0.00919009, 0, 0, 0, 0, 0, 0, 
