[2024-07-29 16:38:17.521588] [0x0000007f8657f7c0] [MocapTag] [0x0000262e] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-29 16:38:35.161356] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7799] 1722285515161236, 17.6833, 0.0341041, -0.326742, -0.955494, -0.999357, -0.0208477, 0.0227429, 0.0182842, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.165567] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7800] 1722285515165450, 17.6875, 0.0341041, -0.326742, -0.955494, -0.999357, -0.0208477, 0.0227429, 0.0182842, 0.579514, -0.112405, 0.0307743, -0.11487, 0, 0, 
[2024-07-29 16:38:35.168345] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7801] 1722285515168227, 17.6903, 0.0341041, -0.326742, -0.955494, -0.999357, -0.0208477, 0.0227429, 0.0182842, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.171004] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7803] 1722285515170889, 17.693, 0.0398021, -0.329344, -0.956735, -0.999418, -0.01905, 0.0198394, 0.0201591, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.173817] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7804] 1722285515173700, 17.6958, 0.0398021, -0.329344, -0.956735, -0.999418, -0.01905, 0.0198394, 0.0201591, 0.569805, -0.260201, -0.124166, -0.357509, -0.580053, 0.393916, 
[2024-07-29 16:38:35.176256] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7805] 1722285515176134, 17.6982, 0.0398021, -0.329344, -0.956735, -0.999418, -0.01905, 0.0198394, 0.0201591, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.179098] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7806] 1722285515179011, 17.7011, 0.0398021, -0.329344, -0.956735, -0.999418, -0.01905, 0.0198394, 0.0201591, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.182213] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7808] 1722285515182099, 17.7042, 0.0455311, -0.33032, -0.956322, -0.999444, -0.0181356, 0.0199996, 0.0195506, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.184907] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7809] 1722285515184792, 17.7069, 0.0455311, -0.33032, -0.956322, -0.999444, -0.0181356, 0.0199996, 0.0195506, 0.572902, -0.0976328, 0.0413517, -0.181103, 0, -0.11861, 
[2024-07-29 16:38:35.187428] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7810] 1722285515187305, 17.7094, 0.0455311, -0.33032, -0.956322, -0.999444, -0.0181356, 0.0199996, 0.0195506, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.190104] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7812] 1722285515189965, 17.7121, 0.0455311, -0.33032, -0.956322, -0.999444, -0.0181356, 0.0199996, 0.0195506, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.192689] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7813] 1722285515192572, 17.7147, 0.0512858, -0.331334, -0.955839, -0.999445, -0.0175617, 0.0206865, 0.0193399, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.195405] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7814] 1722285515195290, 17.7174, 0.0512858, -0.331334, -0.955839, -0.999445, -0.0175617, 0.0206865, 0.0193399, 0.575461, -0.101336, 0.0482986, -0.116491, 0.134439, -0.0421003, 
[2024-07-29 16:38:35.198111] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7815] 1722285515197984, 17.7201, 0.0512858, -0.331334, -0.955839, -0.999445, -0.0175617, 0.0206865, 0.0193399, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.200693] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7817] 1722285515200575, 17.7227, 0.0570641, -0.332361, -0.955339, -0.999439, -0.0171485, 0.0214112, 0.0192064, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.204421] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7818] 1722285515204304, 17.7264, 0.0570641, -0.332361, -0.955339, -0.999439, -0.0171485, 0.0214112, 0.0192064, 0.577839, -0.102764, 0.0499988, -0.0847816, 0.142913, 0, 
[2024-07-29 16:38:35.205996] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7819] 1722285515205887, 17.728, 0.0570641, -0.332361, -0.955339, -0.999439, -0.0171485, 0.0214112, 0.0192064, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.208999] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7820] 1722285515208883, 17.731, 0.0570641, -0.332361, -0.955339, -0.999439, -0.0171485, 0.0214112, 0.0192064, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.213179] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7822] 1722285515213052, 17.7351, 0.063341, -0.330887, -0.95308, -0.999388, -0.0182763, 0.0257332, 0.0150834, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.215918] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7823] 1722285515215801, 17.7379, 0.063341, -0.330887, -0.95308, -0.999388, -0.0182763, 0.0257332, 0.0150834, 0.627686, 0.147437, 0.225902, 0.231671, 0.853892, -0.845006, 
[2024-07-29 16:38:35.218586] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7824] 1722285515218472, 17.7406, 0.063341, -0.330887, -0.95308, -0.999388, -0.0182763, 0.0257332, 0.0150834, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.221191] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7826] 1722285515221069, 17.7432, 0.0691858, -0.331778, -0.952621, -0.9994, -0.0174282, 0.0261649, 0.0145217, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.224076] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7827] 1722285515223958, 17.746, 0.0691858, -0.331778, -0.952621, -0.9994, -0.0174282, 0.0261649, 0.0145217, 0.58448, -0.0890758, 0.0459224, -0.168014, 0.08194, -0.109445, 
[2024-07-29 16:38:35.228749] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7828] 1722285515228630, 17.7507, 0.0691858, -0.331778, -0.952621, -0.9994, -0.0174282, 0.0261649, 0.0145217, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.231312] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7830] 1722285515231195, 17.7533, 0.0750472, -0.332639, -0.952143, -0.99941, -0.0166159, 0.0265456, 0.0141296, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.234170] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7831] 1722285515234053, 17.7561, 0.0750472, -0.332639, -0.952143, -0.99941, -0.0166159, 0.0265456, 0.0141296, 0.586136, -0.086114, 0.0477339, -0.161552, 0.0725944, -0.0753811, 
[2024-07-29 16:38:35.236622] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7832] 1722285515236513, 17.7586, 0.0750472, -0.332639, -0.952143, -0.99941, -0.0166159, 0.0265456, 0.0141296, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.239458] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7833] 1722285515239369, 17.7615, 0.0750472, -0.332639, -0.952143, -0.99941, -0.0166159, 0.0265456, 0.0141296, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.242095] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7835] 1722285515241978, 17.7641, 0.0809107, -0.33359, -0.951601, -0.999409, -0.0158875, 0.0271272, 0.0138819, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.245274] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7836] 1722285515245159, 17.7672, 0.0809107, -0.33359, -0.951601, -0.999409, -0.0158875, 0.0271272, 0.0138819, 0.586353, -0.095114, 0.0541919, -0.14596, 0.113551, -0.0474066, 
[2024-07-29 16:38:35.247972] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7837] 1722285515247850, 17.7699, 0.0809107, -0.33359, -0.951601, -0.999409, -0.0158875, 0.0271272, 0.0138819, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.250675] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7839] 1722285515250558, 17.7726, 0.0868406, -0.334635, -0.951045, -0.999407, -0.0152185, 0.0276209, 0.0138303, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.253277] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7840] 1722285515253156, 17.7752, 0.0868406, -0.334635, -0.951045, -0.999407, -0.0152185, 0.0276209, 0.0138303, 0.592995, -0.104487, 0.0556195, -0.134945, 0.0968173, 0, 
[2024-07-29 16:38:35.255899] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7841] 1722285515255788, 17.7779, 0.0868406, -0.334635, -0.951045, -0.999407, -0.0152185, 0.0276209, 0.0138303, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.260323] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7843] 1722285515260199, 17.7823, 0.0868406, -0.334635, -0.951045, -0.999407, -0.0152185, 0.0276209, 0.0138303, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.263021] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7844] 1722285515262902, 17.785, 0.0928734, -0.335558, -0.950511, -0.999413, -0.0146388, 0.0278943, 0.0134754, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.265524] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7845] 1722285515265406, 17.7875, 0.0928734, -0.335558, -0.950511, -0.999413, -0.0146388, 0.0278943, 0.0134754, 0.603278, -0.0923565, 0.053392, -0.114751, 0.0521112, -0.0685779, 
[2024-07-29 16:38:35.268090] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7846] 1722285515267972, 17.7901, 0.0928734, -0.335558, -0.950511, -0.999413, -0.0146388, 0.0278943, 0.0134754, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.270697] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7848] 1722285515270578, 17.7927, 0.0989338, -0.336544, -0.950015, -0.999409, -0.0141193, 0.0282693, 0.0135167, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.273464] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7849] 1722285515273304, 17.7954, 0.0989338, -0.336544, -0.950015, -0.999409, -0.0141193, 0.0282693, 0.0135167, 0.60604, -0.0985344, 0.0496, -0.105214, 0.0737697, 0, 
[2024-07-29 16:38:35.277144] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7850] 1722285515277018, 17.7991, 0.0989338, -0.336544, -0.950015, -0.999409, -0.0141193, 0.0282693, 0.0135167, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.279807] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7852] 1722285515279690, 17.8018, 0.0989338, -0.336544, -0.950015, -0.999409, -0.0141193, 0.0282693, 0.0135167, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.282322] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7853] 1722285515282206, 17.8043, 0.105088, -0.337511, -0.949398, -0.999401, -0.0134594, 0.0289166, 0.0134204, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.284897] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7854] 1722285515284780, 17.8069, 0.105088, -0.337511, -0.949398, -0.999401, -0.0134594, 0.0289166, 0.0134204, 0.615415, -0.0967007, 0.0617201, -0.133181, 0.12751, 0, 
[2024-07-29 16:38:35.287289] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7855] 1722285515287168, 17.8093, 0.105088, -0.337511, -0.949398, -0.999401, -0.0134594, 0.0289166, 0.0134204, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.290093] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7857] 1722285515289942, 17.812, 0.105088, -0.337511, -0.949398, -0.999401, -0.0134594, 0.0289166, 0.0134204, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.293607] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7858] 1722285515293484, 17.8156, 0.111257, -0.33848, -0.948848, -0.999397, -0.0127267, 0.0294613, 0.0132656, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.296439] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7859] 1722285515296323, 17.8184, 0.111257, -0.33848, -0.948848, -0.999397, -0.0127267, 0.0294613, 0.0132656, 0.616918, -0.0968982, 0.0550197, -0.147152, 0.106677, 0, 
[2024-07-29 16:38:35.299125] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7860] 1722285515299027, 17.8211, 0.111257, -0.33848, -0.948848, -0.999397, -0.0127267, 0.0294613, 0.0132656, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.301572] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7862] 1722285515301454, 17.8235, 0.116968, -0.341574, -0.949717, -0.999459, -0.0102439, 0.0262473, 0.0169739, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.304278] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7863] 1722285515304164, 17.8262, 0.116968, -0.341574, -0.949717, -0.999459, -0.0102439, 0.0262473, 0.0169739, 0.57113, -0.309426, -0.0869094, -0.508809, -0.642098, 0.763109, 
[2024-07-29 16:38:35.308496] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7864] 1722285515308377, 17.8305, 0.116968, -0.341574, -0.949717, -0.999459, -0.0102439, 0.0262473, 0.0169739, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.311058] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7866] 1722285515310938, 17.833, 0.123206, -0.342796, -0.949362, -0.999494, -0.00926669, 0.0264131, 0.0151159, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.313885] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7867] 1722285515313768, 17.8359, 0.123206, -0.342796, -0.949362, -0.999494, -0.00926669, 0.0264131, 0.0151159, 0.623796, -0.122163, 0.0354802, -0.186276, 0, -0.36711, 
[2024-07-29 16:38:35.316261] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7868] 1722285515316148, 17.8382, 0.123206, -0.342796, -0.949362, -0.999494, -0.00926669, 0.0264131, 0.0151159, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.319060] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7869] 1722285515318971, 17.8411, 0.123206, -0.342796, -0.949362, -0.999494, -0.00926669, 0.0264131, 0.0151159, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.321446] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7871] 1722285515321328, 17.8434, 0.129844, -0.342036, -0.946948, -0.999319, -0.0108753, 0.0322056, 0.0143349, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.326151] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7872] 1722285515326028, 17.8481, 0.129844, -0.342036, -0.946948, -0.999319, -0.0108753, 0.0322056, 0.0143349, 0.663774, 0.075965, 0.241444, 0.310612, 1.16197, -0.176133, 
[2024-07-29 16:38:35.328363] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7873] 1722285515328246, 17.8503, 0.129844, -0.342036, -0.946948, -0.999319, -0.0108753, 0.0322056, 0.0143349, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.330958] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7875] 1722285515330841, 17.8529, 0.135997, -0.343151, -0.946375, -0.999345, -0.00972503, 0.032409, 0.0127985, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.333600] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7876] 1722285515333483, 17.8556, 0.135997, -0.343151, -0.946375, -0.999345, -0.00972503, 0.032409, 0.0127985, 0.615272, -0.11146, 0.0573019, -0.220919, 0, -0.30066, 
[2024-07-29 16:38:35.336138] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7877] 1722285515336026, 17.8581, 0.135997, -0.343151, -0.946375, -0.999345, -0.00972503, 0.032409, 0.0127985, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.341357] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7879] 1722285515341217, 17.8633, 0.135997, -0.343151, -0.946375, -0.999345, -0.00972503, 0.032409, 0.0127985, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.343828] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7880] 1722285515343713, 17.8658, 0.142366, -0.344604, -0.946378, -0.999355, -0.00875622, 0.0320778, 0.0135729, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.347738] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7881] 1722285515347614, 17.8697, 0.142366, -0.344604, -0.946378, -0.999355, -0.00875622, 0.0320778, 0.0135729, 0.636899, -0.145376, 0, -0.198269, -0.067395, 0.161944, 
[2024-07-29 16:38:35.349210] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7882] 1722285515349093, 17.8712, 0.142366, -0.344604, -0.946378, -0.999355, -0.00875622, 0.0320778, 0.0135729, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.351750] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7884] 1722285515351633, 17.8737, 0.149337, -0.34476, -0.944997, -0.99921, -0.00987027, 0.035958, 0.0137461, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.356050] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7885] 1722285515355935, 17.878, 0.149337, -0.34476, -0.944997, -0.99921, -0.00987027, 0.035958, 0.0137461, 0.697141, -0.0155402, 0.138124, 0.212073, 0.779681, 0, 
[2024-07-29 16:38:35.358963] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7886] 1722285515358876, 17.881, 0.149337, -0.34476, -0.944997, -0.99921, -0.00987027, 0.035958, 0.0137461, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.361505] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7888] 1722285515361381, 17.8835, 0.155747, -0.345749, -0.944541, -0.999256, -0.0087541, 0.035705, 0.0116547, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.365691] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7889] 1722285515365572, 17.8877, 0.155747, -0.345749, -0.944541, -0.999256, -0.0087541, 0.035705, 0.0116547, 0.641012, -0.098908, 0.0455875, -0.207973, -0.0571162, -0.410676, 
[2024-07-29 16:38:35.366652] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7890] 1722285515366543, 17.8886, 0.155747, -0.345749, -0.944541, -0.999256, -0.0087541, 0.035705, 0.0116547, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.369408] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7892] 1722285515369350, 17.8914, 0.155747, -0.345749, -0.944541, -0.999256, -0.0087541, 0.035705, 0.0116547, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.373055] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7893] 1722285515372939, 17.895, 0.162517, -0.346624, -0.943925, -0.999218, -0.00878807, 0.0368295, 0.0114069, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.375592] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7894] 1722285515375477, 17.8976, 0.162517, -0.346624, -0.943925, -0.999218, -0.00878807, 0.0368295, 0.0114069, 0.676929, -0.0875012, 0.0616027, 0, 0.224692, -0.0515964, 
[2024-07-29 16:38:35.378384] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7895] 1722285515378264, 17.9003, 0.162517, -0.346624, -0.943925, -0.999218, -0.00878807, 0.0368295, 0.0114069, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.380930] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7897] 1722285515380804, 17.9029, 0.169316, -0.347502, -0.943314, -0.999182, -0.00881937, 0.0377984, 0.0113914, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.383820] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7898] 1722285515383703, 17.9058, 0.169316, -0.347502, -0.943314, -0.999182, -0.00881937, 0.0377984, 0.0113914, 0.679934, -0.0878505, 0.061101, 0, 0.193951, 0, 
[2024-07-29 16:38:35.385997] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7899] 1722285515385885, 17.908, 0.169316, -0.347502, -0.943314, -0.999182, -0.00881937, 0.0377984, 0.0113914, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.390282] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7901] 1722285515390165, 17.9123, 0.176218, -0.348516, -0.942734, -0.999134, -0.00880746, 0.0389982, 0.0114831, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.392924] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7902] 1722285515392808, 17.9149, 0.176218, -0.348516, -0.942734, -0.999134, -0.00880746, 0.0389982, 0.0114831, 0.690173, -0.101374, 0.0579987, 0, 0.240237, 0, 
[2024-07-29 16:38:35.395367] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7903] 1722285515395259, 17.9173, 0.176218, -0.348516, -0.942734, -0.999134, -0.00880746, 0.0389982, 0.0114831, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.398094] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7904] 1722285515397974, 17.9201, 0.176218, -0.348516, -0.942734, -0.999134, -0.00880746, 0.0389982, 0.0114831, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.400581] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7906] 1722285515400464, 17.9225, 0.183163, -0.349444, -0.942203, -0.999088, -0.00877532, 0.0402203, 0.0113649, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.404337] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7907] 1722285515404220, 17.9263, 0.183163, -0.349444, -0.942203, -0.999088, -0.00877532, 0.0402203, 0.0113649, 0.694504, -0.0927729, 0.0530566, 0, 0.244319, 0, 
[2024-07-29 16:38:35.406786] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7908] 1722285515406634, 17.9287, 0.183163, -0.349444, -0.942203, -0.999088, -0.00877532, 0.0402203, 0.0113649, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.409554] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7909] 1722285515409465, 17.9316, 0.183163, -0.349444, -0.942203, -0.999088, -0.00877532, 0.0402203, 0.0113649, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.412006] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7911] 1722285515411892, 17.934, 0.190206, -0.350351, -0.941714, -0.999055, -0.00872094, 0.0411132, 0.0110587, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.414655] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7912] 1722285515414539, 17.9366, 0.190206, -0.350351, -0.941714, -0.999055, -0.00872094, 0.0411132, 0.0110587, 0.704326, -0.0906764, 0.0488766, 0, 0.178092, -0.0622911, 
[2024-07-29 16:38:35.417171] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7913] 1722285515417045, 17.9391, 0.190206, -0.350351, -0.941714, -0.999055, -0.00872094, 0.0411132, 0.0110587, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.420598] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7915] 1722285515420475, 17.9426, 0.190206, -0.350351, -0.941714, -0.999055, -0.00872094, 0.0411132, 0.0110587, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.423062] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7916] 1722285515422945, 17.945, 0.19724, -0.351237, -0.941181, -0.999008, -0.00843352, 0.0423664, 0.0107748, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.425630] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7917] 1722285515425516, 17.9476, 0.19724, -0.351237, -0.941181, -0.999008, -0.00843352, 0.0423664, 0.0107748, 0.703411, -0.0886247, 0.0533552, -0.057745, 0.24976, -0.0563286, 
[2024-07-29 16:38:35.428256] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7918] 1722285515428137, 17.9502, 0.19724, -0.351237, -0.941181, -0.999008, -0.00843352, 0.0423664, 0.0107748, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.430607] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7920] 1722285515430490, 17.9526, 0.204311, -0.352147, -0.940676, -0.998959, -0.00786802, 0.0437083, 0.0104234, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.433284] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7921] 1722285515433169, 17.9553, 0.204311, -0.352147, -0.940676, -0.998959, -0.00786802, 0.0437083, 0.0104234, 0.707107, -0.0909894, 0.0505072, -0.112963, 0.266904, -0.0674298, 
[2024-07-29 16:38:35.436119] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7922] 1722285515436008, 17.9581, 0.204311, -0.352147, -0.940676, -0.998959, -0.00786802, 0.0437083, 0.0104234, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.439081] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7923] 1722285515438993, 17.9611, 0.204311, -0.352147, -0.940676, -0.998959, -0.00786802, 0.0437083, 0.0104234, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.441571] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7925] 1722285515441455, 17.9635, 0.211466, -0.353053, -0.940276, -0.998923, -0.00762664, 0.0446204, 0.0101623, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:38:35.444169] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7926] 1722285515444052, 17.9661, 0.211466, -0.353053, -0.940276, -0.998923, -0.00762664, 0.0446204, 0.0101623, 0.715424, -0.0906228, 0.0399648, -0.0478029, 0.181711, -0.051409, 
[2024-07-29 16:38:35.446735] [0x0000007f7dffa9a0] [MocapTag] [0x0000262e] [7927] 1722285515446563, 17.9686, 0.211466, -0.353053, -0.940276, -0.998923, -0.00762664, 0.0446204, 0.0101623, 0, 0, 0, 0, 0, 0, 
