[2024-07-29 17:45:59.163113] [0x0000007faf9c07c0] [MocapTag] [0x00008ceb] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-29 17:46:40.335692] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18628] 1722289600335569, 41.2148, -0.0362707, -0.126752, -0.43375, -0.961237, 0.0373269, -0.00918187, 0.273032, -0.0167561, 0.15574, -0.0703754, -0.117373, 0.0476807, -0.0439942, 
[2024-07-29 17:46:40.338202] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18629] 1722289600338088, 41.2173, -0.0362707, -0.126752, -0.43375, -0.961237, 0.0373269, -0.00918187, 0.273032, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.342196] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18630] 1722289600342068, 41.2213, -0.0365362, -0.125175, -0.43449, -0.96125, 0.0380207, -0.00925921, 0.272888, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.343853] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18632] 1722289600343791, 41.223, -0.0365362, -0.125175, -0.43449, -0.96125, 0.0380207, -0.00925921, 0.272888, -0.0265486, 0.157692, -0.0739962, -0.130057, -0.0517212, 0, 
[2024-07-29 17:46:40.348217] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18633] 1722289600348102, 41.2273, -0.0365362, -0.125175, -0.43449, -0.96125, 0.0380207, -0.00925921, 0.272888, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.350821] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18634] 1722289600350708, 41.2299, -0.0367842, -0.123735, -0.435187, -0.961291, 0.038815, -0.00946462, 0.272625, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.353714] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18636] 1722289600353645, 41.2328, -0.0367842, -0.123735, -0.435187, -0.961291, 0.038815, -0.00946462, 0.272625, -0.0248002, 0.144004, -0.0697836, -0.142956, -0.0809368, -0.0584722, 
[2024-07-29 17:46:40.356379] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18637] 1722289600356218, 41.2354, -0.0367842, -0.123735, -0.435187, -0.961291, 0.038815, -0.00946462, 0.272625, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.358978] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18638] 1722289600358862, 41.2381, -0.0370632, -0.122541, -0.43576, -0.961238, 0.0393982, -0.00908945, 0.27274, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.361829] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18639] 1722289600361724, 41.2409, -0.0370632, -0.122541, -0.43576, -0.961238, 0.0393982, -0.00908945, 0.27274, -0.0278989, 0.119438, -0.0572961, -0.132275, 0.0395481, 0, 
[2024-07-29 17:46:40.364723] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18641] 1722289600364600, 41.2438, -0.0370632, -0.122541, -0.43576, -0.961238, 0.0393982, -0.00908945, 0.27274, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.367469] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18642] 1722289600367355, 41.2466, -0.0370632, -0.122541, -0.43576, -0.961238, 0.0393982, -0.00908945, 0.27274, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.370531] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18643] 1722289600370423, 41.2496, -0.0375149, -0.121454, -0.436399, -0.961144, 0.0397188, -0.0088835, 0.27303, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.372896] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18644] 1722289600372766, 41.252, -0.0375149, -0.121454, -0.436399, -0.961144, 0.0397188, -0.0088835, 0.27303, -0.045171, 0.108645, -0.0638439, -0.0718117, 0, 0.060302, 
[2024-07-29 17:46:40.375543] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18646] 1722289600375426, 41.2546, -0.0375149, -0.121454, -0.436399, -0.961144, 0.0397188, -0.0088835, 0.27303, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.379837] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18647] 1722289600379724, 41.2589, -0.0375149, -0.121454, -0.436399, -0.961144, 0.0397188, -0.0088835, 0.27303, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.383511] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18648] 1722289600383422, 41.2626, -0.037973, -0.120463, -0.436979, -0.961094, 0.0405218, -0.00909686, 0.27308, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.386229] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18650] 1722289600386113, 41.2653, -0.037973, -0.120463, -0.436979, -0.961094, 0.0405218, -0.00909686, 0.27308, -0.0458158, 0.0991462, -0.0579946, -0.142932, -0.0852395, 0, 
[2024-07-29 17:46:40.388784] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18651] 1722289600388674, 41.2679, -0.037973, -0.120463, -0.436979, -0.961094, 0.0405218, -0.00909686, 0.27308, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.391286] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18652] 1722289600391175, 41.2704, -0.0384201, -0.119514, -0.43744, -0.961049, 0.0414128, -0.009274, 0.273099, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.395730] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18654] 1722289600395612, 41.2748, -0.0384201, -0.119514, -0.43744, -0.961049, 0.0414128, -0.009274, 0.273099, -0.044711, 0.0949452, -0.0461659, -0.162005, -0.0828508, 0, 
[2024-07-29 17:46:40.398429] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18655] 1722289600398318, 41.2775, -0.0384201, -0.119514, -0.43744, -0.961049, 0.0414128, -0.009274, 0.273099, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.401235] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18656] 1722289600401119, 41.2803, -0.0388533, -0.118603, -0.437806, -0.961072, 0.0425871, -0.00919546, 0.272841, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.404150] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18658] 1722289600404045, 41.2832, -0.0388533, -0.118603, -0.437806, -0.961072, 0.0425871, -0.00919546, 0.272841, -0.0433197, 0.0910558, -0.0365325, -0.231647, -0.0469252, -0.0573575, 
[2024-07-29 17:46:40.406679] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18659] 1722289600406562, 41.2858, -0.0388533, -0.118603, -0.437806, -0.961072, 0.0425871, -0.00919546, 0.272841, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.410545] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18660] 1722289600410436, 41.2896, -0.0393287, -0.117807, -0.437953, -0.961008, 0.0437337, -0.00872835, 0.272901, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.413471] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18661] 1722289600413382, 41.2926, -0.0393287, -0.117807, -0.437953, -0.961008, 0.0437337, -0.00872835, 0.272901, -0.0475386, 0.0796283, -0.0146747, -0.246096, 0, 0, 
[2024-07-29 17:46:40.415974] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18663] 1722289600415856, 41.2951, -0.0393287, -0.117807, -0.437953, -0.961008, 0.0437337, -0.00872835, 0.272901, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.418599] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18664] 1722289600418472, 41.2977, -0.0393287, -0.117807, -0.437953, -0.961008, 0.0437337, -0.00872835, 0.272901, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.421208] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18665] 1722289600421093, 41.3003, -0.0399412, -0.117213, -0.438203, -0.960924, 0.044465, -0.00812959, 0.273098, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.426880] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18667] 1722289600426748, 41.306, -0.0399412, -0.117213, -0.438203, -0.960924, 0.044465, -0.00812959, 0.273098, -0.0612489, 0.0594138, -0.0250158, -0.172639, 0.073617, 0.0419557, 
[2024-07-29 17:46:40.428566] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18668] 1722289600428452, 41.3077, -0.0399412, -0.117213, -0.438203, -0.960924, 0.044465, -0.00812959, 0.273098, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.431281] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18669] 1722289600431170, 41.3104, -0.0405218, -0.116683, -0.43839, -0.960878, 0.0454963, -0.00751438, 0.273107, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.434124] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18671] 1722289600433999, 41.3132, -0.0405218, -0.116683, -0.43839, -0.960878, 0.0454963, -0.00751438, 0.273107, -0.0580612, 0.0529127, -0.0187288, -0.232148, 0.0619359, 0, 
[2024-07-29 17:46:40.436844] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18672] 1722289600436729, 41.3159, -0.0405218, -0.116683, -0.43839, -0.960878, 0.0454963, -0.00751438, 0.273107, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.439431] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18673] 1722289600439318, 41.3185, -0.0411191, -0.116312, -0.438553, -0.960804, 0.0463084, -0.00721005, 0.273239, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.443186] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18674] 1722289600443098, 41.3223, -0.0411191, -0.116312, -0.438553, -0.960804, 0.0463084, -0.00721005, 0.273239, -0.0597254, 0.0371025, -0.0162738, -0.172496, 0, 0, 
[2024-07-29 17:46:40.445841] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18676] 1722289600445723, 41.3249, -0.0411191, -0.116312, -0.438553, -0.960804, 0.0463084, -0.00721005, 0.273239, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.448620] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18677] 1722289600448501, 41.3277, -0.0411191, -0.116312, -0.438553, -0.960804, 0.0463084, -0.00721005, 0.273239, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.451179] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18678] 1722289600451068, 41.3303, -0.0417118, -0.115962, -0.43863, -0.960727, 0.0472203, -0.0068578, 0.273362, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.453944] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18680] 1722289600453885, 41.3331, -0.0417118, -0.115962, -0.43863, -0.960727, 0.0472203, -0.0068578, 0.273362, -0.0592687, 0.0350226, -0.00776892, -0.194407, 0, 0, 
[2024-07-29 17:46:40.459357] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18681] 1722289600459243, 41.3384, -0.0417118, -0.115962, -0.43863, -0.960727, 0.0472203, -0.0068578, 0.273362, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.462268] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18682] 1722289600462151, 41.3414, -0.0423472, -0.11578, -0.438651, -0.960585, 0.0481011, -0.00616548, 0.273722, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.465349] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18684] 1722289600465231, 41.3444, -0.0423472, -0.11578, -0.438651, -0.960585, 0.0481011, -0.00616548, 0.273722, -0.0635422, 0.018262, -0.00203951, -0.20597, 0.0816327, 0.0769019, 
[2024-07-29 17:46:40.468025] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18685] 1722289600467917, 41.3471, -0.0423472, -0.11578, -0.438651, -0.960585, 0.0481011, -0.00616548, 0.273722, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.470651] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18686] 1722289600470540, 41.3497, -0.0430423, -0.115605, -0.438655, -0.96049, 0.0488063, -0.00560983, 0.273944, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.474888] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18688] 1722289600474772, 41.354, -0.0430423, -0.115605, -0.438655, -0.96049, 0.0488063, -0.00560983, 0.273944, -0.0695098, 0.0174697, 0, -0.165272, 0.0661422, 0.0477195, 
[2024-07-29 17:46:40.477663] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18689] 1722289600477554, 41.3568, -0.0430423, -0.115605, -0.438655, -0.96049, 0.0488063, -0.00560983, 0.273944, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.480288] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18690] 1722289600480174, 41.3594, -0.0437656, -0.115534, -0.438589, -0.960426, 0.0493918, -0.00504267, 0.274074, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.483385] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18692] 1722289600483327, 41.3625, -0.0437656, -0.115534, -0.438589, -0.960426, 0.0493918, -0.00504267, 0.274074, -0.0723354, 0.00711704, 0.00665638, -0.143218, 0.0757046, 0, 
[2024-07-29 17:46:40.485992] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18693] 1722289600485869, 41.3651, -0.0437656, -0.115534, -0.438589, -0.960426, 0.0493918, -0.00504267, 0.274074, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.490346] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18694] 1722289600490232, 41.3694, -0.0437656, -0.115534, -0.438589, -0.960426, 0.0493918, -0.00504267, 0.274074, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.493040] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18695] 1722289600492946, 41.3721, -0.044482, -0.115616, -0.438467, -0.960343, 0.0497552, -0.00415819, 0.274313, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.495710] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18697] 1722289600495592, 41.3748, -0.044482, -0.115616, -0.438467, -0.960343, 0.0497552, -0.00415819, 0.274313, -0.0716382, -0.00823573, 0.0121659, -0.117373, 0.147755, 0.0554323, 
[2024-07-29 17:46:40.498289] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18698] 1722289600498181, 41.3774, -0.044482, -0.115616, -0.438467, -0.960343, 0.0497552, -0.00415819, 0.274313, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.500977] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18699] 1722289600500863, 41.3801, -0.0452332, -0.115718, -0.438301, -0.960298, 0.0499757, -0.00352909, 0.274442, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.503703] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18701] 1722289600503638, 41.3828, -0.0452332, -0.115718, -0.438301, -0.960298, 0.0499757, -0.00352909, 0.274442, -0.0751203, -0.0101753, 0.0166458, -0.0763416, 0.107545, 0, 
[2024-07-29 17:46:40.508852] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18702] 1722289600508737, 41.3879, -0.0452332, -0.115718, -0.438301, -0.960298, 0.0499757, -0.00352909, 0.274442, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.511426] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18703] 1722289600511300, 41.3905, -0.0459592, -0.115835, -0.43811, -0.960272, 0.0506352, -0.00303752, 0.274417, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.514297] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18705] 1722289600514172, 41.3934, -0.0459592, -0.115835, -0.43811, -0.960272, 0.0506352, -0.00303752, 0.274417, -0.0725971, -0.011704, 0.0191139, -0.153995, 0.0585116, 0, 
[2024-07-29 17:46:40.516968] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18706] 1722289600516852, 41.3961, -0.0459592, -0.115835, -0.43811, -0.960272, 0.0506352, -0.00303752, 0.274417, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.519543] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18707] 1722289600519435, 41.3986, -0.0468019, -0.1161, -0.437933, -0.960164, 0.0507893, -0.00244866, 0.274772, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.522691] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18708] 1722289600522574, 41.4018, -0.0468019, -0.1161, -0.437933, -0.960164, 0.0507893, -0.00244866, 0.274772, -0.0842704, -0.026478, 0.0176336, -0.0606298, 0.101136, 0.0782073, 
[2024-07-29 17:46:40.525218] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18710] 1722289600525103, 41.4043, -0.0468019, -0.1161, -0.437933, -0.960164, 0.0507893, -0.00244866, 0.274772, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.528051] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18711] 1722289600527937, 41.4071, -0.0468019, -0.1161, -0.437933, -0.960164, 0.0507893, -0.00244866, 0.274772, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.530598] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18712] 1722289600530483, 41.4097, -0.0476388, -0.116536, -0.437708, -0.96003, 0.0507612, -0.00185613, 0.275251, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.533543] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18713] 1722289600533449, 41.4127, -0.0476388, -0.116536, -0.437708, -0.96003, 0.0507612, -0.00185613, 0.275251, -0.0836914, -0.043657, 0.0224919, 0, 0.110581, 0.104445, 
[2024-07-29 17:46:40.537830] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18715] 1722289600537715, 41.4169, -0.0476388, -0.116536, -0.437708, -0.96003, 0.0507612, -0.00185613, 0.275251, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.540215] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18716] 1722289600540097, 41.4193, -0.0485182, -0.117104, -0.437525, -0.959919, 0.0505772, -0.00120181, 0.275675, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.543036] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18717] 1722289600542912, 41.4221, -0.0485182, -0.117104, -0.437525, -0.959919, 0.0505772, -0.00120181, 0.275675, -0.0879397, -0.0567551, 0.0183456, 0, 0.131562, 0.0941336, 
[2024-07-29 17:46:40.546605] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18719] 1722289600546489, 41.4257, -0.0485182, -0.117104, -0.437525, -0.959919, 0.0505772, -0.00120181, 0.275675, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.548277] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18720] 1722289600548170, 41.4274, -0.0485182, -0.117104, -0.437525, -0.959919, 0.0505772, -0.00120181, 0.275675, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.552138] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18721] 1722289600552021, 41.4312, -0.0494528, -0.117658, -0.437252, -0.959792, 0.050334, -0.000717361, 0.276161, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.555073] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18723] 1722289600554956, 41.4342, -0.0494528, -0.117658, -0.437252, -0.959792, 0.050334, -0.000717361, 0.276161, -0.0934582, -0.0554144, 0.0272473, 0, 0.101585, 0.10578, 
[2024-07-29 17:46:40.557847] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18724] 1722289600557733, 41.4369, -0.0494528, -0.117658, -0.437252, -0.959792, 0.050334, -0.000717361, 0.276161, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.560288] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18725] 1722289600560178, 41.4394, -0.0503589, -0.118395, -0.437043, -0.959676, 0.0498689, 5.85236e-05, 0.27665, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.563342] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18726] 1722289600563219, 41.4424, -0.0503589, -0.118395, -0.437043, -0.959676, 0.0498689, 5.85236e-05, 0.27665, -0.0906083, -0.0737405, 0.0209484, 0.0482798, 0.16981, 0.1095, 
[2024-07-29 17:46:40.567342] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18728] 1722289600567229, 41.4464, -0.0503589, -0.118395, -0.437043, -0.959676, 0.0498689, 5.85236e-05, 0.27665, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.570083] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18729] 1722289600569965, 41.4492, -0.0512174, -0.119148, -0.436538, -0.959603, 0.0497737, 0.000644293, 0.276918, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.572869] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18730] 1722289600572783, 41.452, -0.0512174, -0.119148, -0.436538, -0.959603, 0.0497737, 0.000644293, 0.276918, -0.0858549, -0.0752745, 0.0504745, 0, 0.115061, 0.0609636, 
[2024-07-29 17:46:40.576988] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18732] 1722289600576867, 41.4561, -0.0512174, -0.119148, -0.436538, -0.959603, 0.0497737, 0.000644293, 0.276918, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.578349] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18733] 1722289600578235, 41.4574, -0.0512174, -0.119148, -0.436538, -0.959603, 0.0497737, 0.000644293, 0.276918, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.580783] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18734] 1722289600580673, 41.4599, -0.0521755, -0.120016, -0.436207, -0.959539, 0.0493977, 0.00106272, 0.277206, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.584373] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18736] 1722289600584254, 41.4635, -0.0521755, -0.120016, -0.436207, -0.959539, 0.0493977, 0.00106272, 0.277206, -0.0958041, -0.0867786, 0.0331377, 0.0500441, 0.0983082, 0.0642598, 
[2024-07-29 17:46:40.586988] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18737] 1722289600586871, 41.4661, -0.0521755, -0.120016, -0.436207, -0.959539, 0.0493977, 0.00106272, 0.277206, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.589512] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18738] 1722289600589408, 41.4686, -0.0531304, -0.120971, -0.435829, -0.959451, 0.0488984, 0.00161628, 0.277598, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.592373] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18739] 1722289600592256, 41.4715, -0.0531304, -0.120971, -0.435829, -0.959451, 0.0488984, 0.00161628, 0.277598, -0.0954932, -0.0954922, 0.0377732, 0.0664949, 0.130085, 0.0873804, 
[2024-07-29 17:46:40.594981] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18741] 1722289600594860, 41.4741, -0.0531304, -0.120971, -0.435829, -0.959451, 0.0488984, 0.00161628, 0.277598, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.599174] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18742] 1722289600599062, 41.4783, -0.0531304, -0.120971, -0.435829, -0.959451, 0.0488984, 0.00161628, 0.277598, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.601734] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18743] 1722289600601615, 41.4808, -0.0541265, -0.122072, -0.435378, -0.9593, 0.0481242, 0.00219623, 0.278248, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.604597] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18745] 1722289600604508, 41.4837, -0.0541265, -0.122072, -0.435378, -0.9593, 0.0481242, 0.00219623, 0.278248, -0.099606, -0.1101, 0.0451164, 0.118399, 0.147985, 0.141835, 
[2024-07-29 17:46:40.607227] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18746] 1722289600607113, 41.4863, -0.0541265, -0.122072, -0.435378, -0.9593, 0.0481242, 0.00219623, 0.278248, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.609828] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18747] 1722289600609719, 41.4889, -0.0550973, -0.123181, -0.434865, -0.959194, 0.0475903, 0.0027305, 0.278703, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.612795] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18748] 1722289600612674, 41.4919, -0.0550973, -0.123181, -0.434865, -0.959194, 0.0475903, 0.0027305, 0.278703, -0.097085, -0.110945, 0.0513044, 0.0740767, 0.127865, 0.10013, 
[2024-07-29 17:46:40.616102] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18750] 1722289600615985, 41.4952, -0.0550973, -0.123181, -0.434865, -0.959194, 0.0475903, 0.0027305, 0.278703, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.618805] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18751] 1722289600618679, 41.4979, -0.0550973, -0.123181, -0.434865, -0.959194, 0.0475903, 0.0027305, 0.278703, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.621337] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18752] 1722289600621216, 41.5004, -0.0562031, -0.124437, -0.434353, -0.959046, 0.0466335, 0.00334515, 0.279366, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.625859] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18754] 1722289600625741, 41.5049, -0.0562031, -0.124437, -0.434353, -0.959046, 0.0466335, 0.00334515, 0.279366, -0.110579, -0.125559, 0.0511562, 0.151229, 0.165001, 0.144833, 
[2024-07-29 17:46:40.626697] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18755] 1722289600626596, 41.5058, -0.0562031, -0.124437, -0.434353, -0.959046, 0.0466335, 0.00334515, 0.279366, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:46:40.629285] [0x0000007f96ffc9a0] [MocapTag] [0x00008ceb] [18756] 1722289600629176, 41.5084, -0.0572894, -0.125728, -0.433912, -0.958946, 0.0456284, 0.00384352, 0.279868, 0, 0, 0, 0, 0, 0, 
