[2024-07-29 17:55:19.552336] [0x0000007fa7ad47c0] [MocapTag] [0x00000b98] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-29 17:55:38.734039] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8605] 1722290138733927, 19.2426, 3.15667, 0.305554, -1.44983, -0.925657, 0.0717931, 0.000170562, 0.371491, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.736922] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8606] 1722290138736803, 19.2455, 3.15667, 0.305554, -1.44983, -0.925657, 0.0717931, 0.000170562, 0.371491, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.740329] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8608] 1722290138740237, 19.2489, 3.15864, 0.29772, -1.44989, -0.925144, 0.0702191, 1.52746e-05, 0.373066, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.743110] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8609] 1722290138742962, 19.2517, 3.15864, 0.29772, -1.44989, -0.925144, 0.0702191, 1.52746e-05, 0.373066, 0.196501, -0.783353, -0.00628857, 0.313759, 0.066169, 0.344086, 
[2024-07-29 17:55:38.745706] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8610] 1722290138745586, 19.2543, 3.15864, 0.29772, -1.44989, -0.925144, 0.0702191, 1.52746e-05, 0.373066, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.748142] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8611] 1722290138748019, 19.2567, 3.15864, 0.29772, -1.44989, -0.925144, 0.0702191, 1.52746e-05, 0.373066, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.750474] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8613] 1722290138750363, 19.2591, 3.16057, 0.289811, -1.44987, -0.92454, 0.0687981, 3.85234e-05, 0.374823, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.753364] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8614] 1722290138753248, 19.2619, 3.16057, 0.289811, -1.44987, -0.92454, 0.0687981, 3.85234e-05, 0.374823, 0.193031, -0.790985, 0, 0.272703, 0.0862662, 0.384521, 
[2024-07-29 17:55:38.757566] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8615] 1722290138757443, 19.2661, 3.16057, 0.289811, -1.44987, -0.92454, 0.0687981, 3.85234e-05, 0.374823, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.760214] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8617] 1722290138760156, 19.2689, 3.1625, 0.281653, -1.4497, -0.924059, 0.0671449, 9.99897e-05, 0.376306, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.762732] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8618] 1722290138762617, 19.2713, 3.1625, 0.281653, -1.4497, -0.924059, 0.0671449, 9.99897e-05, 0.376306, 0.192971, -0.815728, 0.0170884, 0.311112, 0.115521, 0.327015, 
[2024-07-29 17:55:38.765080] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8619] 1722290138764954, 19.2737, 3.1625, 0.281653, -1.4497, -0.924059, 0.0671449, 9.99897e-05, 0.376306, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.767586] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8620] 1722290138767467, 19.2762, 3.1625, 0.281653, -1.4497, -0.924059, 0.0671449, 9.99897e-05, 0.376306, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.771609] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8622] 1722290138771483, 19.2802, 3.16439, 0.273513, -1.44941, -0.923534, 0.0654688, 0.00035896, 0.377886, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.774186] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8623] 1722290138774072, 19.2828, 3.16439, 0.273513, -1.44941, -0.923534, 0.0654688, 0.00035896, 0.377886, 0.189227, -0.814067, 0.0288481, 0.300622, 0.153465, 0.349969, 
[2024-07-29 17:55:38.776828] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8624] 1722290138776710, 19.2854, 3.16439, 0.273513, -1.44941, -0.923534, 0.0654688, 0.00035896, 0.377886, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.779593] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8625] 1722290138779503, 19.2882, 3.16614, 0.265218, -1.449, -0.923035, 0.0634506, 0.000809554, 0.379446, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.781825] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8627] 1722290138781710, 19.2904, 3.16614, 0.265218, -1.449, -0.923035, 0.0634506, 0.000809554, 0.379446, 0.175292, -0.829434, 0.0406767, 0.348949, 0.216132, 0.34855, 
[2024-07-29 17:55:38.784339] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8628] 1722290138784222, 19.2929, 3.16614, 0.265218, -1.449, -0.923035, 0.0634506, 0.000809554, 0.379446, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.787761] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8629] 1722290138787640, 19.2963, 3.16614, 0.265218, -1.449, -0.923035, 0.0634506, 0.000809554, 0.379446, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.790247] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8631] 1722290138790134, 19.2988, 3.1679, 0.256908, -1.44854, -0.922389, 0.0616234, 0.00112069, 0.381313, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.793271] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8632] 1722290138793140, 19.3018, 3.1679, 0.256908, -1.44854, -0.922389, 0.0616234, 0.00112069, 0.381313, 0.176087, -0.83107, 0.0466243, 0.324702, 0.173133, 0.412768, 
[2024-07-29 17:55:38.795334] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8633] 1722290138795216, 19.3039, 3.1679, 0.256908, -1.44854, -0.922389, 0.0616234, 0.00112069, 0.381313, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.797717] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8634] 1722290138797594, 19.3063, 3.1679, 0.256908, -1.44854, -0.922389, 0.0616234, 0.00112069, 0.381313, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.800155] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8636] 1722290138800059, 19.3088, 3.16966, 0.248562, -1.44792, -0.921821, 0.0597517, 0.00146473, 0.382981, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.803716] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8637] 1722290138803599, 19.3123, 3.16966, 0.248562, -1.44792, -0.921821, 0.0597517, 0.00146473, 0.382981, 0.175662, -0.834581, 0.0615483, 0.328684, 0.186288, 0.370097, 
[2024-07-29 17:55:38.806149] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8638] 1722290138806028, 19.3147, 3.16966, 0.248562, -1.44792, -0.921821, 0.0597517, 0.00146473, 0.382981, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.808820] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8639] 1722290138808702, 19.3174, 3.17144, 0.240091, -1.44716, -0.921135, 0.0579557, 0.0015871, 0.384901, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.811498] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8641] 1722290138811379, 19.3201, 3.17144, 0.240091, -1.44716, -0.921135, 0.0579557, 0.0015871, 0.384901, 0.178094, -0.847103, 0.0765758, 0.332022, 0.137768, 0.422722, 
[2024-07-29 17:55:38.813809] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8642] 1722290138813694, 19.3224, 3.17144, 0.240091, -1.44716, -0.921135, 0.0579557, 0.0015871, 0.384901, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.816493] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8643] 1722290138816374, 19.3251, 3.17144, 0.240091, -1.44716, -0.921135, 0.0579557, 0.0015871, 0.384901, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.819961] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8645] 1722290138819869, 19.3286, 3.17322, 0.231583, -1.44637, -0.9206, 0.0561346, 0.00201847, 0.386446, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.822603] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8646] 1722290138822485, 19.3312, 3.17322, 0.231583, -1.44637, -0.9206, 0.0561346, 0.00201847, 0.386446, 0.177948, -0.850818, 0.0789746, 0.310588, 0.202269, 0.343984, 
[2024-07-29 17:55:38.824928] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8647] 1722290138824815, 19.3335, 3.17322, 0.231583, -1.44637, -0.9206, 0.0561346, 0.00201847, 0.386446, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.827525] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8648] 1722290138827411, 19.3361, 3.17322, 0.231583, -1.44637, -0.9206, 0.0561346, 0.00201847, 0.386446, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.830152] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8649] 1722290138830060, 19.3388, 3.17486, 0.22297, -1.44538, -0.919971, 0.0537192, 0.00236777, 0.38828, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.832956] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8651] 1722290138832838, 19.3415, 3.17486, 0.22297, -1.44538, -0.919971, 0.0537192, 0.00236777, 0.38828, 0.163704, -0.861282, 0.0985276, 0.427127, 0.23117, 0.40766, 
[2024-07-29 17:55:38.835520] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8652] 1722290138835409, 19.3441, 3.17486, 0.22297, -1.44538, -0.919971, 0.0537192, 0.00236777, 0.38828, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.838083] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8653] 1722290138837956, 19.3467, 3.17486, 0.22297, -1.44538, -0.919971, 0.0537192, 0.00236777, 0.38828, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.840537] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8655] 1722290138840467, 19.3492, 3.17647, 0.214349, -1.44435, -0.919347, 0.0518364, 0.00272085, 0.390008, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.843358] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8656] 1722290138843240, 19.3519, 3.17647, 0.214349, -1.44435, -0.919347, 0.0518364, 0.00272085, 0.390008, 0.161057, -0.86209, 0.103368, 0.327039, 0.193054, 0.3829, 
[2024-07-29 17:55:38.845682] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8657] 1722290138845556, 19.3543, 3.17647, 0.214349, -1.44435, -0.919347, 0.0518364, 0.00272085, 0.390008, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.848476] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8658] 1722290138848359, 19.3571, 3.17647, 0.214349, -1.44435, -0.919347, 0.0518364, 0.00272085, 0.390008, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.851609] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8660] 1722290138851492, 19.3602, 3.17813, 0.205657, -1.44319, -0.918682, 0.0497061, 0.00309309, 0.391845, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.854157] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8661] 1722290138854043, 19.3627, 3.17813, 0.205657, -1.44319, -0.918682, 0.0497061, 0.00309309, 0.391845, 0.166285, -0.869179, 0.116257, 0.370765, 0.216061, 0.40741, 
[2024-07-29 17:55:38.856885] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8662] 1722290138856775, 19.3655, 3.17813, 0.205657, -1.44319, -0.918682, 0.0497061, 0.00309309, 0.391845, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.859449] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8664] 1722290138859391, 19.3681, 3.17979, 0.196944, -1.44189, -0.917943, 0.0475565, 0.00318694, 0.393839, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.861965] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8665] 1722290138861848, 19.3705, 3.17979, 0.196944, -1.44189, -0.917943, 0.0475565, 0.00318694, 0.393839, 0.165647, -0.871333, 0.129385, 0.395751, 0.166351, 0.439489, 
[2024-07-29 17:55:38.864592] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8666] 1722290138864472, 19.3732, 3.17979, 0.196944, -1.44189, -0.917943, 0.0475565, 0.00318694, 0.393839, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.867560] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8667] 1722290138867441, 19.3761, 3.17979, 0.196944, -1.44189, -0.917943, 0.0475565, 0.00318694, 0.393839, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.870211] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8669] 1722290138870153, 19.3789, 3.18143, 0.18818, -1.44052, -0.917302, 0.0451501, 0.00337029, 0.39561, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.872714] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8670] 1722290138872600, 19.3813, 3.18143, 0.18818, -1.44052, -0.917302, 0.0451501, 0.00337029, 0.39561, 0.164238, -0.87633, 0.137188, 0.434375, 0.206889, 0.392085, 
[2024-07-29 17:55:38.875014] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8671] 1722290138874904, 19.3836, 3.18143, 0.18818, -1.44052, -0.917302, 0.0451501, 0.00337029, 0.39561, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.877738] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8672] 1722290138877613, 19.3863, 3.18143, 0.18818, -1.44052, -0.917302, 0.0451501, 0.00337029, 0.39561, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.882080] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8674] 1722290138881965, 19.3907, 3.18296, 0.179367, -1.43914, -0.916615, 0.0428763, 0.00348291, 0.397449, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.883527] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8675] 1722290138883414, 19.3921, 3.18296, 0.179367, -1.43914, -0.916615, 0.0428763, 0.00348291, 0.397449, 0.153516, -0.881316, 0.138278, 0.414896, 0.184387, 0.406253, 
[2024-07-29 17:55:38.886077] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8676] 1722290138885965, 19.3947, 3.18296, 0.179367, -1.43914, -0.916615, 0.0428763, 0.00348291, 0.397449, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.888627] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8677] 1722290138888508, 19.3972, 3.18455, 0.17047, -1.4375, -0.916012, 0.0401896, 0.00389415, 0.399114, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.891286] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8679] 1722290138891166, 19.3999, 3.18455, 0.17047, -1.4375, -0.916012, 0.0401896, 0.00389415, 0.399114, 0.159061, -0.889709, 0.163734, 0.465584, 0.275199, 0.370771, 
[2024-07-29 17:55:38.893714] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8680] 1722290138893598, 19.4023, 3.18455, 0.17047, -1.4375, -0.916012, 0.0401896, 0.00389415, 0.399114, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.896136] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8681] 1722290138896027, 19.4047, 3.18455, 0.17047, -1.4375, -0.916012, 0.0401896, 0.00389415, 0.399114, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.899385] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8682] 1722290138899294, 19.408, 3.18618, 0.161572, -1.43583, -0.915367, 0.0378163, 0.00436658, 0.400817, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.902253] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8684] 1722290138902135, 19.4108, 3.18618, 0.161572, -1.43583, -0.915367, 0.0378163, 0.00436658, 0.400817, 0.162444, -0.889829, 0.166581, 0.402188, 0.26262, 0.378716, 
[2024-07-29 17:55:38.904672] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8685] 1722290138904323, 19.413, 3.18618, 0.161572, -1.43583, -0.915367, 0.0378163, 0.00436658, 0.400817, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.907165] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8686] 1722290138907055, 19.4158, 3.18618, 0.161572, -1.43583, -0.915367, 0.0378163, 0.00436658, 0.400817, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.909768] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8688] 1722290138909693, 19.4184, 3.18782, 0.152675, -1.43406, -0.914528, 0.0348858, 0.00481181, 0.402986, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.912405] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8689] 1722290138912285, 19.421, 3.18782, 0.152675, -1.43406, -0.914528, 0.0348858, 0.00481181, 0.402986, 0.16457, -0.889659, 0.177367, 0.506377, 0.300561, 0.4807, 
[2024-07-29 17:55:38.915446] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8690] 1722290138915330, 19.424, 3.18782, 0.152675, -1.43406, -0.914528, 0.0348858, 0.00481181, 0.402986, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.918128] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8691] 1722290138917998, 19.4267, 3.18782, 0.152675, -1.43406, -0.914528, 0.0348858, 0.00481181, 0.402986, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.920613] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8693] 1722290138920494, 19.4292, 3.18928, 0.143704, -1.4323, -0.913497, 0.0321124, 0.00609389, 0.40553, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.923439] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8694] 1722290138923310, 19.432, 3.18928, 0.143704, -1.4323, -0.913497, 0.0321124, 0.00609389, 0.40553, 0.146057, -0.897085, 0.175726, 0.408888, 0.440496, 0.567013, 
[2024-07-29 17:55:38.925673] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8695] 1722290138925559, 19.4343, 3.18928, 0.143704, -1.4323, -0.913497, 0.0321124, 0.00609389, 0.40553, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.928356] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8696] 1722290138928236, 19.4369, 3.18928, 0.143704, -1.4323, -0.913497, 0.0321124, 0.00609389, 0.40553, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.931305] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8698] 1722290138931182, 19.4399, 3.1909, 0.134739, -1.43034, -0.91256, 0.0289195, 0.00675106, 0.407864, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.933805] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8699] 1722290138933691, 19.4424, 3.1909, 0.134739, -1.43034, -0.91256, 0.0289195, 0.00675106, 0.407864, 0.161303, -0.896585, 0.196465, 0.533628, 0.364291, 0.517589, 
[2024-07-29 17:55:38.936517] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8700] 1722290138936400, 19.4451, 3.1909, 0.134739, -1.43034, -0.91256, 0.0289195, 0.00675106, 0.407864, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.938879] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8701] 1722290138938763, 19.4475, 3.19242, 0.125593, -1.4283, -0.910886, 0.0252396, 0.00941932, 0.411778, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.941945] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8703] 1722290138941830, 19.4505, 3.19242, 0.125593, -1.4283, -0.910886, 0.0252396, 0.00941932, 0.411778, 0.152239, -0.914561, 0.203551, 0.456095, 0.764282, 0.874668, 
[2024-07-29 17:55:38.946857] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8704] 1722290138946742, 19.4554, 3.19242, 0.125593, -1.4283, -0.910886, 0.0252396, 0.00941932, 0.411778, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.949452] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8705] 1722290138949365, 19.4581, 3.19401, 0.116433, -1.42607, -0.909986, 0.0223718, 0.010834, 0.413894, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.952094] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8707] 1722290138951971, 19.4607, 3.19401, 0.116433, -1.42607, -0.909986, 0.0223718, 0.010834, 0.413894, 0.158913, -0.916009, 0.222854, 0.405955, 0.482476, 0.472683, 
[2024-07-29 17:55:38.954540] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8708] 1722290138954428, 19.4631, 3.19401, 0.116433, -1.42607, -0.909986, 0.0223718, 0.010834, 0.413894, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.957300] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8709] 1722290138957183, 19.4659, 3.19401, 0.116433, -1.42607, -0.909986, 0.0223718, 0.010834, 0.413894, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.961348] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8711] 1722290138961232, 19.4699, 3.19574, 0.107505, -1.42402, -0.909502, 0.0196012, 0.0108455, 0.415096, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.963975] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8712] 1722290138963850, 19.4725, 3.19574, 0.107505, -1.42402, -0.909502, 0.0196012, 0.0108455, 0.415096, 0.173547, -0.892825, 0.205495, 0.503135, 0.22568, 0.263613, 
[2024-07-29 17:55:38.966599] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8713] 1722290138966486, 19.4752, 3.19574, 0.107505, -1.42402, -0.909502, 0.0196012, 0.0108455, 0.415096, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.969119] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8714] 1722290138969032, 19.4777, 3.19739, 0.0986348, -1.42193, -0.908639, 0.016147, 0.0118071, 0.417103, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.971771] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8716] 1722290138971650, 19.4803, 3.19739, 0.0986348, -1.42193, -0.908639, 0.016147, 0.0118071, 0.417103, 0.164916, -0.886979, 0.20871, 0.546932, 0.453178, 0.444853, 
[2024-07-29 17:55:38.974069] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8717] 1722290138973954, 19.4827, 3.19739, 0.0986348, -1.42193, -0.908639, 0.016147, 0.0118071, 0.417103, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.977702] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8718] 1722290138977583, 19.4863, 3.19739, 0.0986348, -1.42193, -0.908639, 0.016147, 0.0118071, 0.417103, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.980112] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8720] 1722290138980039, 19.4887, 3.19924, 0.0897298, -1.41959, -0.908127, 0.0129791, 0.0117958, 0.418326, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.982712] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8721] 1722290138982595, 19.4913, 3.19924, 0.0897298, -1.41959, -0.908127, 0.0129791, 0.0117958, 0.418326, 0.185019, -0.890501, 0.233904, 0.575376, 0.257846, 0.267178, 
[2024-07-29 17:55:38.985351] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8722] 1722290138985233, 19.4939, 3.19924, 0.0897298, -1.41959, -0.908127, 0.0129791, 0.0117958, 0.418326, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.988116] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8723] 1722290138987997, 19.4967, 3.19924, 0.0897298, -1.41959, -0.908127, 0.0129791, 0.0117958, 0.418326, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.992470] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8725] 1722290138992355, 19.5011, 3.20098, 0.0806131, -1.41727, -0.907275, 0.00948991, 0.0126254, 0.420241, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:38.995164] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8726] 1722290138995051, 19.5038, 3.20098, 0.0806131, -1.41727, -0.907275, 0.00948991, 0.0126254, 0.420241, 0.173789, -0.911664, 0.232776, 0.561237, 0.436847, 0.422239, 
[2024-07-29 17:55:38.997802] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8727] 1722290138997691, 19.5064, 3.20098, 0.0806131, -1.41727, -0.907275, 0.00948991, 0.0126254, 0.420241, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:39.000287] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8729] 1722290139000231, 19.5089, 3.20274, 0.0715486, -1.41497, -0.906416, 0.00638474, 0.0132561, 0.42213, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:39.002844] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8730] 1722290139002728, 19.5114, 3.20274, 0.0715486, -1.41497, -0.906416, 0.00638474, 0.0132561, 0.42213, 0.17539, -0.906459, 0.229094, 0.506616, 0.370792, 0.415605, 
[2024-07-29 17:55:39.005135] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8731] 1722290139005026, 19.5137, 3.20274, 0.0715486, -1.41497, -0.906416, 0.00638474, 0.0132561, 0.42213, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:39.009376] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8732] 1722290139009257, 19.518, 3.20274, 0.0715486, -1.41497, -0.906416, 0.00638474, 0.0132561, 0.42213, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:39.011849] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8734] 1722290139011727, 19.5204, 3.20441, 0.0625278, -1.4126, -0.905427, 0.00304506, 0.0134906, 0.424278, 0, 0, 0, 0, 0, 0, 
[2024-07-29 17:55:39.014487] [0x0000007f8effc9a0] [MocapTag] [0x00000b98] [8735] 1722290139014373, 19.5231, 3.20441, 0.0625278, -1.4126, -0.905427, 0.00304506, 0.0134906, 0.424278, 0.167616, -0.902076, 0.237751, 0.580549, 0.320559, 0.470209, 
