[2024-07-29 16:26:28.554047] [0x0000007f8791f7c0] [MocapTag] [0x000012e8] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-29 16:26:56.096932] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12368] 1722284816096815, 27.5812, 0.0378719, -0.0991729, -0.382923, -0.999219, 0.0103413, -0.0300911, -0.0234132, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.099434] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12369] 1722284816099321, 27.5837, 0.0378719, -0.0991729, -0.382923, -0.999219, 0.0103413, -0.0300911, -0.0234132, -0.104881, -0.255208, 0.0652238, 0.406122, 0, 0, 
[2024-07-29 16:26:56.102465] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12370] 1722284816102331, 27.5868, 0.0378719, -0.0991729, -0.382923, -0.999219, 0.0103413, -0.0300911, -0.0234132, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.104628] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12371] 1722284816104498, 27.5889, 0.0367583, -0.101782, -0.382259, -0.99924, 0.00829544, -0.029979, -0.0234942, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.107441] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12373] 1722284816107322, 27.5917, 0.0367583, -0.101782, -0.382259, -0.99924, 0.00829544, -0.029979, -0.0234942, -0.111362, -0.260879, 0.0664066, 0.409698, 0, 0, 
[2024-07-29 16:26:56.110874] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12374] 1722284816110759, 27.5952, 0.0367583, -0.101782, -0.382259, -0.99924, 0.00829544, -0.029979, -0.0234942, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.113719] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12375] 1722284816113602, 27.598, 0.0367583, -0.101782, -0.382259, -0.99924, 0.00829544, -0.029979, -0.0234942, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.116143] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12377] 1722284816116027, 27.6005, 0.0357484, -0.104371, -0.381587, -0.999264, 0.00607091, -0.0294484, -0.0238403, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.118853] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12378] 1722284816118738, 27.6032, 0.0357484, -0.104371, -0.381587, -0.999264, 0.00607091, -0.0294484, -0.0238403, -0.10099, -0.258974, 0.0671904, 0.445914, 0.096038, -0.0551783, 
[2024-07-29 16:26:56.121445] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12379] 1722284816121333, 27.6058, 0.0357484, -0.104371, -0.381587, -0.999264, 0.00607091, -0.0294484, -0.0238403, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.124130] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12380] 1722284816124044, 27.6085, 0.0357484, -0.104371, -0.381587, -0.999264, 0.00607091, -0.0294484, -0.0238403, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.127505] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12382] 1722284816127391, 27.6118, 0.0344656, -0.106872, -0.380935, -0.999246, 0.00418998, -0.0295878, -0.0247904, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.130106] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12383] 1722284816129957, 27.6144, 0.0344656, -0.106872, -0.380935, -0.999246, 0.00418998, -0.0295878, -0.0247904, -0.128283, -0.250014, 0.0652209, 0.370288, -0.0359934, -0.179473, 
[2024-07-29 16:26:56.132845] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12384] 1722284816132723, 27.6171, 0.0344656, -0.106872, -0.380935, -0.999246, 0.00418998, -0.0295878, -0.0247904, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.135485] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12386] 1722284816135395, 27.6198, 0.0332046, -0.109469, -0.380264, -0.999225, 0.00231053, -0.0296426, -0.0257867, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.138248] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12387] 1722284816138130, 27.6226, 0.0332046, -0.109469, -0.380264, -0.999225, 0.00231053, -0.0296426, -0.0257867, -0.126098, -0.259697, 0.067076, 0.370073, 0, -0.188541, 
[2024-07-29 16:26:56.142625] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12388] 1722284816142503, 27.6269, 0.0332046, -0.109469, -0.380264, -0.999225, 0.00231053, -0.0296426, -0.0257867, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.145436] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12390] 1722284816145315, 27.6297, 0.0319685, -0.112188, -0.379628, -0.999209, 0.000223857, -0.0297962, -0.026327, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.148124] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12391] 1722284816148009, 27.6324, 0.0319685, -0.112188, -0.379628, -0.999209, 0.000223857, -0.0297962, -0.026327, -0.123605, -0.271929, 0.0636634, 0.413728, -0.0414122, -0.0959571, 
[2024-07-29 16:26:56.150581] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12392] 1722284816150469, 27.6349, 0.0319685, -0.112188, -0.379628, -0.999209, 0.000223857, -0.0297962, -0.026327, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.153684] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12393] 1722284816153560, 27.638, 0.0319685, -0.112188, -0.379628, -0.999209, 0.000223857, -0.0297962, -0.026327, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.156007] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12395] 1722284816155886, 27.6403, 0.0308037, -0.115097, -0.379067, -0.999213, -0.00199622, -0.029639, -0.0262679, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.159268] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12396] 1722284816159143, 27.6436, 0.0308037, -0.115097, -0.379067, -0.999213, -0.00199622, -0.029639, -0.0262679, -0.116481, -0.290937, 0.0560639, -627.873, 0, 0, 
[2024-07-29 16:26:56.161734] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12397] 1722284816161618, 27.646, 0.0308037, -0.115097, -0.379067, -0.999213, -0.00199622, -0.029639, -0.0262679, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.164493] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12398] 1722284816164408, 27.6488, 0.0308037, -0.115097, -0.379067, -0.999213, -0.00199622, -0.029639, -0.0262679, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.167047] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12400] 1722284816166931, 27.6514, 0.0296576, -0.117985, -0.37842, -0.999216, -0.00403461, -0.029395, -0.0262209, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.169693] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12401] 1722284816169580, 27.654, 0.0296576, -0.117985, -0.37842, -0.999216, -0.00403461, -0.029395, -0.0262209, -0.114617, -0.288825, 0.0646737, 0.409627, 0.0381377, 0, 
[2024-07-29 16:26:56.173108] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12402] 1722284816172991, 27.6574, 0.0296576, -0.117985, -0.37842, -0.999216, -0.00403461, -0.029395, -0.0262209, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.176862] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12404] 1722284816176705, 27.6611, 0.0282535, -0.120675, -0.377799, -0.999188, -0.00592721, -0.0295043, -0.0267812, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.180236] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12405] 1722284816180120, 27.6645, 0.0282535, -0.120675, -0.377799, -0.999188, -0.00592721, -0.0295043, -0.0267812, -0.140404, -0.268918, 0.0620837, 0.374985, 0, -0.100992, 
[2024-07-29 16:26:56.182904] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12406] 1722284816182772, 27.6672, 0.0282535, -0.120675, -0.377799, -0.999188, -0.00592721, -0.0295043, -0.0267812, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.185366] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12407] 1722284816185276, 27.6697, 0.0268292, -0.123367, -0.377272, -0.999147, -0.00771447, -0.0294847, -0.0278577, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.188500] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12409] 1722284816188385, 27.6728, 0.0268292, -0.123367, -0.377272, -0.999147, -0.00771447, -0.0294847, -0.0278577, -0.142432, -0.269213, 0.0527598, 0.351524, 0, -0.205075, 
[2024-07-29 16:26:56.192316] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12410] 1722284816192206, 27.6766, 0.0268292, -0.123367, -0.377272, -0.999147, -0.00771447, -0.0294847, -0.0278577, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.195133] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12411] 1722284816195044, 27.6795, 0.0253929, -0.126015, -0.376735, -0.999105, -0.00964936, -0.0295656, -0.0286754, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.197880] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12413] 1722284816197765, 27.6822, 0.0253929, -0.126015, -0.376735, -0.999105, -0.00964936, -0.0295656, -0.0286754, -0.143626, -0.264837, 0.0536443, 0.382018, 0, -0.15219, 
[2024-07-29 16:26:56.200291] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12414] 1722284816200176, 27.6846, 0.0253929, -0.126015, -0.376735, -0.999105, -0.00964936, -0.0295656, -0.0286754, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.203148] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12415] 1722284816203026, 27.6875, 0.0253929, -0.126015, -0.376735, -0.999105, -0.00964936, -0.0295656, -0.0286754, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.206237] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12417] 1722284816206113, 27.6905, 0.0237703, -0.128654, -0.375883, -0.999049, -0.0124982, -0.0302688, -0.0287746, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.209150] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12418] 1722284816209024, 27.6934, 0.0237703, -0.128654, -0.375883, -0.999049, -0.0124982, -0.0302688, -0.0287746, -0.162261, -0.263887, 0.0851989, 0.565839, -0.157071, 0, 
[2024-07-29 16:26:56.211734] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12419] 1722284816211622, 27.696, 0.0237703, -0.128654, -0.375883, -0.999049, -0.0124982, -0.0302688, -0.0287746, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.214255] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12420] 1722284816214170, 27.6986, 0.0237703, -0.128654, -0.375883, -0.999049, -0.0124982, -0.0302688, -0.0287746, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.216899] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12422] 1722284816216782, 27.7012, 0.0223876, -0.131483, -0.375285, -0.999035, -0.0147989, -0.0294786, -0.0290009, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.221816] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12423] 1722284816221701, 27.7061, 0.0223876, -0.131483, -0.375285, -0.999035, -0.0147989, -0.0294786, -0.0290009, -0.138271, -0.282897, 0.0598466, 0.463629, 0.144344, 0, 
[2024-07-29 16:26:56.224623] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12424] 1722284816224528, 27.709, 0.0223876, -0.131483, -0.375285, -0.999035, -0.0147989, -0.0294786, -0.0290009, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.227239] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12426] 1722284816227124, 27.7115, 0.0210555, -0.134187, -0.374693, -0.999016, -0.0170905, -0.0286769, -0.0291862, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.230023] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12427] 1722284816229909, 27.7143, 0.0210555, -0.134187, -0.374693, -0.999016, -0.0170905, -0.0286769, -0.0291862, -0.133215, -0.270427, 0.0591972, 0.462174, 0.146621, 0, 
[2024-07-29 16:26:56.232858] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12428] 1722284816232737, 27.7172, 0.0210555, -0.134187, -0.374693, -0.999016, -0.0170905, -0.0286769, -0.0291862, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.237272] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12430] 1722284816237158, 27.7216, 0.0195366, -0.136714, -0.374128, -0.998985, -0.0191966, -0.027936, -0.029675, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.239939] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12431] 1722284816239829, 27.7243, 0.0195366, -0.136714, -0.374128, -0.998985, -0.0191966, -0.027936, -0.029675, -0.151887, -0.252657, 0.0564713, 0.422955, 0.134255, -0.0881031, 
[2024-07-29 16:26:56.242709] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12432] 1722284816242587, 27.727, 0.0195366, -0.136714, -0.374128, -0.998985, -0.0191966, -0.027936, -0.029675, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.245397] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12434] 1722284816245273, 27.7297, 0.0180409, -0.139306, -0.37383, -0.998981, -0.0200689, -0.0266638, -0.030384, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.248133] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12435] 1722284816248017, 27.7324, 0.0180409, -0.139306, -0.37383, -0.998981, -0.0200689, -0.0266638, -0.030384, -0.149566, -0.259209, 0.029843, 0.177932, 0.246561, -0.141511, 
[2024-07-29 16:26:56.250579] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12436] 1722284816250467, 27.7349, 0.0180409, -0.139306, -0.37383, -0.998981, -0.0200689, -0.0266638, -0.030384, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.254318] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12437] 1722284816254203, 27.7386, 0.0180409, -0.139306, -0.37383, -0.998981, -0.0200689, -0.0266638, -0.030384, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.256823] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12439] 1722284816256651, 27.7411, 0.0160574, -0.14154, -0.372842, -0.998896, -0.0233064, -0.0268485, -0.030697, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.260274] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12440] 1722284816260158, 27.7446, 0.0160574, -0.14154, -0.372842, -0.998896, -0.0233064, -0.0268485, -0.030697, -0.198358, -0.223439, 0.098822, 0.645304, -0.0576671, -0.0442386, 
[2024-07-29 16:26:56.262202] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12441] 1722284816262089, 27.7465, 0.0160574, -0.14154, -0.372842, -0.998896, -0.0233064, -0.0268485, -0.030697, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.264985] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12443] 1722284816264924, 27.7493, 0.0144548, -0.143998, -0.372052, -0.998853, -0.0260283, -0.0257884, -0.0308191, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.269390] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12444] 1722284816269274, 27.7537, 0.0144548, -0.143998, -0.372052, -0.998853, -0.0260283, -0.0257884, -0.0308191, -0.160257, -0.245814, 0.0789088, 0.550365, 0.194944, 0, 
[2024-07-29 16:26:56.271948] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12445] 1722284816271836, 27.7563, 0.0144548, -0.143998, -0.372052, -0.998853, -0.0260283, -0.0257884, -0.0308191, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.274596] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12446] 1722284816274504, 27.7589, 0.0144548, -0.143998, -0.372052, -0.998853, -0.0260283, -0.0257884, -0.0308191, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.277186] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12448] 1722284816277069, 27.7615, 0.0165355, -0.143938, -0.373323, -0.998707, -0.033508, -0.0136838, -0.0357054, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.279891] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12449] 1722284816279768, 27.7642, 0.0165355, -0.143938, -0.373323, -0.998707, -0.033508, -0.0136838, -0.0357054, 0.208077, 0.00606474, -0.127028, 1.55294, 2.34177, -1.01439, 
[2024-07-29 16:26:56.282485] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12450] 1722284816282366, 27.7668, 0.0165355, -0.143938, -0.373323, -0.998707, -0.033508, -0.0136838, -0.0357054, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.285622] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12452] 1722284816285500, 27.7699, 0.0147236, -0.146069, -0.372637, -0.998627, -0.0352504, -0.0133068, -0.0363877, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.288354] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12453] 1722284816288239, 27.7727, 0.0147236, -0.146069, -0.372637, -0.998627, -0.0352504, -0.0133068, -0.0363877, -0.181192, -0.213144, 0.0685375, 0.349164, 0.0582863, -0.133862, 
[2024-07-29 16:26:56.290941] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12454] 1722284816290829, 27.7753, 0.0147236, -0.146069, -0.372637, -0.998627, -0.0352504, -0.0133068, -0.0363877, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.293820] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12455] 1722284816293704, 27.7781, 0.0147236, -0.146069, -0.372637, -0.998627, -0.0352504, -0.0133068, -0.0363877, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.296491] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12457] 1722284816296375, 27.7808, 0.0129792, -0.148235, -0.371899, -0.998534, -0.0378697, -0.0127959, -0.0365004, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.300509] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12458] 1722284816300396, 27.7848, 0.0129792, -0.148235, -0.371899, -0.998534, -0.0378697, -0.0127959, -0.0365004, -0.174447, -0.216575, 0.0738767, 0.527287, 0.082388, 0, 
[2024-07-29 16:26:56.303593] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12459] 1722284816303462, 27.7879, 0.0129792, -0.148235, -0.371899, -0.998534, -0.0378697, -0.0127959, -0.0365004, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.306046] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12461] 1722284816305910, 27.7903, 0.011199, -0.150539, -0.371046, -0.99848, -0.0398739, -0.0120584, -0.0360741, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.308766] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12462] 1722284816308638, 27.7931, 0.011199, -0.150539, -0.371046, -0.99848, -0.0398739, -0.0120584, -0.0360741, -0.178014, -0.230379, 0.0852961, 0.407314, 0.13624, 0.0852883, 
[2024-07-29 16:26:56.311102] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12463] 1722284816310988, 27.7954, 0.011199, -0.150539, -0.371046, -0.99848, -0.0398739, -0.0120584, -0.0360741, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.316372] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12465] 1722284816316247, 27.8007, 0.011199, -0.150539, -0.371046, -0.99848, -0.0398739, -0.0120584, -0.0360741, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.318090] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12466] 1722284816317975, 27.8024, 0.00951642, -0.152643, -0.370267, -0.99839, -0.0424801, -0.0113101, -0.0358519, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.320810] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12467] 1722284816320699, 27.8051, 0.00951642, -0.152643, -0.370267, -0.99839, -0.0424801, -0.0113101, -0.0358519, -0.16826, -0.210376, 0.0778582, 0.527215, 0.132776, 0.0453256, 
[2024-07-29 16:26:56.323729] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12468] 1722284816323612, 27.808, 0.00951642, -0.152643, -0.370267, -0.99839, -0.0424801, -0.0113101, -0.0358519, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.326216] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12470] 1722284816326134, 27.8106, 0.00763269, -0.154584, -0.369522, -0.998327, -0.0439729, -0.0107391, -0.0359642, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.330643] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12471] 1722284816330525, 27.815, 0.00763269, -0.154584, -0.369522, -0.998327, -0.0439729, -0.0107391, -0.0359642, -0.188373, -0.194164, 0.0744745, 0.302362, 0.10249, 0, 
[2024-07-29 16:26:56.334397] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12472] 1722284816334277, 27.8187, 0.00763269, -0.154584, -0.369522, -0.998327, -0.0439729, -0.0107391, -0.0359642, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.335968] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12474] 1722284816335907, 27.8203, 0.00581993, -0.156473, -0.368718, -0.998241, -0.0461707, -0.00977384, -0.0358959, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.338758] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12475] 1722284816338641, 27.8231, 0.00581993, -0.156473, -0.368718, -0.998241, -0.0461707, -0.00977384, -0.0358959, -0.181276, -0.18888, 0.0804708, 0.44663, 0.177765, 0, 
[2024-07-29 16:26:56.344973] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12476] 1722284816344881, 27.8293, 0.00581993, -0.156473, -0.368718, -0.998241, -0.0461707, -0.00977384, -0.0358959, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.345873] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12478] 1722284816345754, 27.8302, 0.00581993, -0.156473, -0.368718, -0.998241, -0.0461707, -0.00977384, -0.0358959, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.347171] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12479] 1722284816347057, 27.8315, 0.0040516, -0.15849, -0.367714, -0.998176, -0.048167, -0.00861149, -0.0353667, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.349977] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12480] 1722284816349853, 27.8343, 0.0040516, -0.15849, -0.367714, -0.998176, -0.048167, -0.00861149, -0.0353667, -0.176834, -0.201686, 0.100402, 0.408626, 0.222993, 0.0994377, 
[2024-07-29 16:26:56.352945] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12481] 1722284816352837, 27.8373, 0.0040516, -0.15849, -0.367714, -0.998176, -0.048167, -0.00861149, -0.0353667, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.355087] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12482] 1722284816354999, 27.8394, 0.00224179, -0.160215, -0.366697, -0.998098, -0.0500837, -0.0071798, -0.0352196, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.358068] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12484] 1722284816357950, 27.8424, 0.00224179, -0.160215, -0.366697, -0.998098, -0.0500837, -0.0071798, -0.0352196, -0.180981, -0.172473, 0.101621, 0.393653, 0.273893, 0, 
[2024-07-29 16:26:56.363282] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12485] 1722284816363165, 27.8476, 0.00224179, -0.160215, -0.366697, -0.998098, -0.0500837, -0.0071798, -0.0352196, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.365085] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12487] 1722284816365016, 27.8494, 0.000440986, -0.161859, -0.365641, -0.998001, -0.0522489, -0.0057121, -0.0350962, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.368134] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12488] 1722284816368018, 27.8524, 0.000440986, -0.161859, -0.365641, -0.998001, -0.0522489, -0.0057121, -0.0350962, -0.18008, -0.164395, 0.105605, 0.443554, 0.279169, 0, 
[2024-07-29 16:26:56.370751] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12489] 1722284816370636, 27.8551, 0.000440986, -0.161859, -0.365641, -0.998001, -0.0522489, -0.0057121, -0.0350962, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.373704] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12490] 1722284816373587, 27.858, 0.000440986, -0.161859, -0.365641, -0.998001, -0.0522489, -0.0057121, -0.0350962, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.376301] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12492] 1722284816376185, 27.8606, -0.00142875, -0.1635, -0.364461, -0.997931, -0.0538487, -0.00408142, -0.0349047, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.379611] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12493] 1722284816379496, 27.8639, -0.00142875, -0.1635, -0.364461, -0.997931, -0.0538487, -0.00408142, -0.0349047, -0.186974, -0.164193, 0.117989, 0.331593, 0.316403, 0, 
[2024-07-29 16:26:56.382231] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12494] 1722284816382093, 27.8665, -0.00142875, -0.1635, -0.364461, -0.997931, -0.0538487, -0.00408142, -0.0349047, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.386815] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12496] 1722284816386664, 27.8711, -0.00331159, -0.164896, -0.363336, -0.997827, -0.0557186, -0.00257921, -0.035076, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:26:56.387986] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12497] 1722284816387870, 27.8723, -0.00331159, -0.164896, -0.363336, -0.997827, -0.0557186, -0.00257921, -0.035076, -0.188284, -0.139531, 0.112557, 0.38445, 0.284927, -0.0485875, 
[2024-07-29 16:26:56.390569] [0x0000007f76fe99a0] [MocapTag] [0x000012e8] [12498] 1722284816390456, 27.8749, -0.00331159, -0.164896, -0.363336, -0.997827, -0.0557186, -0.00257921, -0.035076, 0, 0, 0, 0, 0, 0, 
