[2024-07-20 02:03:15.777755] [0x0000007f959c57c0] [MocapTag] [0x00002b2d] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-20 02:03:45.520138] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13390] 1721455425520022, 29.79, 0.111686, -0.2005, -0.330868, -0.946986, -0.0124555, -0.00864953, 0.320915, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.522571] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13391] 1721455425522462, 29.7925, 0.111384, -0.200645, -0.330413, -0.947712, -0.0122841, -0.0108108, 0.318706, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.525443] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13392] 1721455425525355, 29.7954, 0.111384, -0.200645, -0.330413, -0.947712, -0.0122841, -0.0108108, 0.318706, -0.0301501, -0.0144909, 0.0454648, 0.10345, -0.427351, -0.458324, 
[2024-07-20 02:03:45.527907] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13394] 1721455425527792, 29.7978, 0.111384, -0.200645, -0.330413, -0.947712, -0.0122841, -0.0108108, 0.318706, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.530573] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13395] 1721455425530463, 29.8005, 0.111384, -0.200645, -0.330413, -0.947712, -0.0122841, -0.0108108, 0.318706, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.535098] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13396] 1721455425534952, 29.805, 0.11138, -0.200484, -0.330476, -0.94764, -0.0133976, -0.0102008, 0.318895, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.537901] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13398] 1721455425537782, 29.8078, 0.11138, -0.200484, -0.330476, -0.94764, -0.0133976, -0.0102008, 0.318895, 0, 0.0160337, -0.0062657, 0.172377, 0.187255, 0.0386, 
[2024-07-20 02:03:45.540453] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13399] 1721455425540343, 29.8104, 0.11138, -0.200484, -0.330476, -0.94764, -0.0133976, -0.0102008, 0.318895, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.542884] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13400] 1721455425542767, 29.8128, 0.111323, -0.200367, -0.330478, -0.947779, -0.0137685, -0.0103631, 0.318461, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.545630] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13401] 1721455425545539, 29.8155, 0.111323, -0.200367, -0.330478, -0.947779, -0.0137685, -0.0103631, 0.318461, -0.0056278, 0.0117448, 0, 0.0801802, 0, -0.0906348, 
[2024-07-20 02:03:45.550532] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13403] 1721455425550390, 29.8204, 0.111323, -0.200367, -0.330478, -0.947779, -0.0137685, -0.0103631, 0.318461, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.553149] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13404] 1721455425553031, 29.823, 0.111173, -0.200253, -0.330426, -0.948016, -0.0136718, -0.0109434, 0.31774, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.556033] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13406] 1721455425555921, 29.8259, 0.111173, -0.200253, -0.330426, -0.948016, -0.0136718, -0.0109434, 0.31774, -0.0149859, 0.0113633, 0.00529406, 0, -0.11865, -0.149691, 
[2024-07-20 02:03:45.558441] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13407] 1721455425558276, 29.8283, 0.111173, -0.200253, -0.330426, -0.948016, -0.0136718, -0.0109434, 0.31774, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.561076] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13408] 1721455425560965, 29.831, 0.111173, -0.200253, -0.330426, -0.948016, -0.0136718, -0.0109434, 0.31774, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.563634] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13409] 1721455425563512, 29.8335, 0.111165, -0.200065, -0.330489, -0.948045, -0.0138042, -0.0109079, 0.31765, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.568554] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13411] 1721455425568435, 29.8384, 0.111165, -0.200065, -0.330489, -0.948045, -0.0138042, -0.0109079, 0.31765, 0, 0.0188197, -0.00639229, 0, 0, 0, 
[2024-07-20 02:03:45.571073] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13412] 1721455425570964, 29.841, 0.111165, -0.200065, -0.330489, -0.948045, -0.0138042, -0.0109079, 0.31765, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.574667] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13413] 1721455425574551, 29.8446, 0.111614, -0.199578, -0.331114, -0.947506, -0.0151521, -0.00829365, 0.319271, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.576407] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13415] 1721455425576277, 29.8463, 0.111614, -0.199578, -0.331114, -0.947506, -0.0151521, -0.00829365, 0.319271, 0.0448381, 0.0487109, -0.0624895, 0.0904322, 0.587151, 0.332296, 
[2024-07-20 02:03:45.579591] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13416] 1721455425579474, 29.8495, 0.111614, -0.199578, -0.331114, -0.947506, -0.0151521, -0.00829365, 0.319271, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.584308] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13417] 1721455425584186, 29.8542, 0.111512, -0.199658, -0.330817, -0.947795, -0.0139156, -0.00863113, 0.318458, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.587055] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13419] 1721455425586917, 29.8569, 0.111512, -0.199658, -0.330817, -0.947795, -0.0139156, -0.00863113, 0.318458, -0.0101526, -0.0080316, 0.0297003, -0.213456, -0.145676, -0.170869, 
[2024-07-20 02:03:45.589426] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13420] 1721455425589311, 29.8593, 0.111512, -0.199658, -0.330817, -0.947795, -0.0139156, -0.00863113, 0.318458, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.592030] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13421] 1721455425591916, 29.8619, 0.111486, -0.199622, -0.330704, -0.947859, -0.0132118, -0.00820347, 0.318311, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.594825] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13422] 1721455425594704, 29.8647, 0.111486, -0.199622, -0.330704, -0.947859, -0.0132118, -0.00820347, 0.318311, -0.00265201, 0.00358425, 0.0113111, -0.160813, 0.0357483, 0, 
[2024-07-20 02:03:45.598240] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13424] 1721455425598122, 29.8681, 0.111486, -0.199622, -0.330704, -0.947859, -0.0132118, -0.00820347, 0.318311, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.600822] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13425] 1721455425600704, 29.8707, 0.111486, -0.199622, -0.330704, -0.947859, -0.0132118, -0.00820347, 0.318311, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.603390] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13426] 1721455425603267, 29.8733, 0.111469, -0.199573, -0.330538, -0.947946, -0.0120924, -0.00778357, 0.318106, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.606263] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13428] 1721455425606135, 29.8761, 0.111469, -0.199573, -0.330538, -0.947946, -0.0120924, -0.00778357, 0.318106, 0, 0.00492422, 0.0166343, -0.239158, 0, -0.0453889, 
[2024-07-20 02:03:45.609133] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13429] 1721455425609016, 29.879, 0.111469, -0.199573, -0.330538, -0.947946, -0.0120924, -0.00778357, 0.318106, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.611960] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13430] 1721455425611850, 29.8819, 0.111469, -0.199573, -0.330538, -0.947946, -0.0120924, -0.00778357, 0.318106, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.614342] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13431] 1721455425614225, 29.8842, 0.111415, -0.199611, -0.330356, -0.947976, -0.0107757, -0.00737046, 0.318074, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.616911] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13433] 1721455425616794, 29.8868, 0.111415, -0.199611, -0.330356, -0.947976, -0.0107757, -0.00737046, 0.318074, -0.00538373, -0.00379914, 0.018241, -0.275993, 0, 0, 
[2024-07-20 02:03:45.619516] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13434] 1721455425619404, 29.8894, 0.111415, -0.199611, -0.330356, -0.947976, -0.0107757, -0.00737046, 0.318074, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.621847] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13435] 1721455425621735, 29.8917, 0.111415, -0.199611, -0.330356, -0.947976, -0.0107757, -0.00737046, 0.318074, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.624438] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13436] 1721455425624320, 29.8943, 0.111352, -0.199667, -0.330247, -0.947928, -0.00951534, -0.00676393, 0.318271, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.627142] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13438] 1721455425627015, 29.897, 0.111352, -0.199667, -0.330247, -0.947928, -0.00951534, -0.00676393, 0.318271, -0.00625275, -0.00557552, 0.0108689, -0.277472, 0.0352577, 0.0389814, 
[2024-07-20 02:03:45.630375] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13439] 1721455425630257, 29.9003, 0.111352, -0.199667, -0.330247, -0.947928, -0.00951534, -0.00676393, 0.318271, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.632998] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13440] 1721455425632874, 29.9029, 0.111534, -0.199585, -0.329928, -0.94806, -0.00756609, -0.00646348, 0.317935, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.635729] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13442] 1721455425635668, 29.9057, 0.111534, -0.199585, -0.329928, -0.94806, -0.00756609, -0.00646348, 0.317935, 0.0181685, 0.00819009, 0.0318807, -0.38898, -0.0677984, -0.0728726, 
[2024-07-20 02:03:45.638149] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13443] 1721455425638023, 29.908, 0.111534, -0.199585, -0.329928, -0.94806, -0.00756609, -0.00646348, 0.317935, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.640878] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13444] 1721455425640762, 29.9108, 0.111534, -0.199585, -0.329928, -0.94806, -0.00756609, -0.00646348, 0.317935, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.645299] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13446] 1721455425645241, 29.9153, 0.111558, -0.199627, -0.32962, -0.94818, -0.00552739, -0.00605159, 0.317627, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.648018] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13447] 1721455425647899, 29.9179, 0.111558, -0.199627, -0.32962, -0.94818, -0.00552739, -0.00605159, 0.317627, 0.00238755, -0.00417783, 0.030842, -0.41306, -0.0520236, -0.067234, 
[2024-07-20 02:03:45.650696] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13448] 1721455425650577, 29.9206, 0.111558, -0.199627, -0.32962, -0.94818, -0.00552739, -0.00605159, 0.317627, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.653273] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13449] 1721455425653147, 29.9232, 0.111616, -0.199623, -0.329283, -0.948301, -0.00345881, -0.0054734, 0.317305, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.656033] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13451] 1721455425655915, 29.9259, 0.111616, -0.199623, -0.329283, -0.948301, -0.00345881, -0.0054734, 0.317305, 0.00586779, 0, 0.0336801, -0.42932, 0, -0.0702918, 
[2024-07-20 02:03:45.658646] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13452] 1721455425658531, 29.9285, 0.111616, -0.199623, -0.329283, -0.948301, -0.00345881, -0.0054734, 0.317305, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.661974] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13453] 1721455425661863, 29.9319, 0.111616, -0.199623, -0.329283, -0.948301, -0.00345881, -0.0054734, 0.317305, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.664809] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13454] 1721455425664708, 29.9347, 0.111543, -0.199659, -0.329072, -0.948413, -0.00169178, -0.0048698, 0.316995, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.667373] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13456] 1721455425667253, 29.9373, 0.111543, -0.199659, -0.329072, -0.948413, -0.00169178, -0.0048698, 0.316995, -0.00730924, -0.00365473, 0.0211051, -0.373721, 0, -0.0673294, 
[2024-07-20 02:03:45.670188] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13457] 1721455425670077, 29.9401, 0.111543, -0.199659, -0.329072, -0.948413, -0.00169178, -0.0048698, 0.316995, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.672516] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13458] 1721455425672394, 29.9424, 0.111558, -0.199713, -0.328603, -0.948693, 0.00106508, -0.00503541, 0.316158, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.675299] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13459] 1721455425675209, 29.9452, 0.111558, -0.199713, -0.328603, -0.948693, 0.00106508, -0.00503541, 0.316158, 0, -0.0053388, 0.0468271, -0.513363, -0.206307, -0.178635, 
[2024-07-20 02:03:45.678435] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13461] 1721455425678266, 29.9483, 0.111558, -0.199713, -0.328603, -0.948693, 0.00106508, -0.00503541, 0.316158, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.680568] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13462] 1721455425680458, 29.9505, 0.111558, -0.199713, -0.328603, -0.948693, 0.00106508, -0.00503541, 0.316158, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.683105] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13463] 1721455425682989, 29.953, 0.111561, -0.19973, -0.328227, -0.948866, 0.00348577, -0.00525137, 0.315617, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.685927] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13465] 1721455425685823, 29.9558, 0.111561, -0.19973, -0.328227, -0.948866, 0.00348577, -0.00525137, 0.315617, 0, 0, 0.0376198, 627.872, -0.193858, -0.116026, 
[2024-07-20 02:03:45.688574] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13466] 1721455425688439, 29.9584, 0.111561, -0.19973, -0.328227, -0.948866, 0.00348577, -0.00525137, 0.315617, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.691091] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13467] 1721455425690973, 29.961, 0.111561, -0.19973, -0.328227, -0.948866, 0.00348577, -0.00525137, 0.315617, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.693770] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13468] 1721455425693651, 29.9637, 0.111531, -0.199782, -0.327876, -0.948922, 0.00571436, -0.00532271, 0.315414, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.696513] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13470] 1721455425696419, 29.9664, 0.111531, -0.199782, -0.327876, -0.948922, 0.00571436, -0.00532271, 0.315414, -0.00293173, -0.00524887, 0.0351061, -0.418758, -0.154055, -0.0453651, 
[2024-07-20 02:03:45.699023] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13471] 1721455425698904, 29.9689, 0.111531, -0.199782, -0.327876, -0.948922, 0.00571436, -0.00532271, 0.315414, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.701562] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13472] 1721455425701453, 29.9715, 0.111531, -0.199782, -0.327876, -0.948922, 0.00571436, -0.00532271, 0.315414, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.704175] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13473] 1721455425704056, 29.9741, 0.111451, -0.200721, -0.32731, -0.949415, 0.00900808, -0.00638573, 0.313831, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.707027] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13475] 1721455425706908, 29.9769, 0.111451, -0.200721, -0.32731, -0.949415, 0.00900808, -0.00638573, 0.313831, -0.00800082, -0.0938256, 0.0565865, -0.561118, -0.40735, -0.337952, 
[2024-07-20 02:03:45.710944] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13476] 1721455425710835, 29.9808, 0.111451, -0.200721, -0.32731, -0.949415, 0.00900808, -0.00638573, 0.313831, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.712811] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13477] 1721455425712700, 29.9827, 0.111226, -0.200875, -0.327112, -0.949274, 0.0108262, -0.006685, 0.314193, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.715612] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13479] 1721455425715541, 29.9855, 0.111226, -0.200875, -0.327112, -0.949274, 0.0108262, -0.006685, 0.314193, -0.0225542, -0.01544, 0.0198246, -0.325799, -0.171571, 0.0733018, 
[2024-07-20 02:03:45.718151] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13480] 1721455425718036, 29.988, 0.111226, -0.200875, -0.327112, -0.949274, 0.0108262, -0.006685, 0.314193, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.720818] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13481] 1721455425720708, 29.9907, 0.111226, -0.200875, -0.327112, -0.949274, 0.0108262, -0.006685, 0.314193, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.725306] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13482] 1721455425725218, 29.9952, 0.111027, -0.20101, -0.326926, -0.94899, 0.0122669, -0.00675991, 0.314994, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.728253] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13484] 1721455425728135, 29.9981, 0.111027, -0.20101, -0.326926, -0.94899, 0.0122669, -0.00675991, 0.314994, -0.019821, -0.0134577, 0.0186209, -0.267172, -0.106355, 0.166374, 
[2024-07-20 02:03:45.731175] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13485] 1721455425731058, 30.0011, 0.111027, -0.20101, -0.326926, -0.94899, 0.0122669, -0.00675991, 0.314994, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.733778] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13486] 1721455425733656, 30.0037, 0.110789, -0.20123, -0.326897, -0.948678, 0.0131826, -0.00643733, 0.315904, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.736798] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13488] 1721455425736669, 30.0067, 0.110789, -0.20123, -0.326897, -0.948678, 0.0131826, -0.00643733, 0.315904, -0.0238116, -0.02202, 0.00286459, -0.192213, 0, 0.190407, 
[2024-07-20 02:03:45.741506] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13489] 1721455425741385, 30.0114, 0.110789, -0.20123, -0.326897, -0.948678, 0.0131826, -0.00643733, 0.315904, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.744187] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13490] 1721455425744068, 30.0141, 0.110698, -0.201411, -0.32677, -0.948583, 0.0143392, -0.00718971, 0.316121, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.746998] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13492] 1721455425746872, 30.0169, 0.110698, -0.201411, -0.32677, -0.948583, 0.0143392, -0.00718971, 0.316121, -0.00913803, -0.0181228, 0.0127731, -0.171494, -0.216365, 0.042969, 
[2024-07-20 02:03:45.749489] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13493] 1721455425749374, 30.0194, 0.110698, -0.201411, -0.32677, -0.948583, 0.0143392, -0.00718971, 0.316121, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.752149] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13494] 1721455425752017, 30.022, 0.110698, -0.201411, -0.32677, -0.948583, 0.0143392, -0.00718971, 0.316121, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.754747] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13495] 1721455425754622, 30.0246, 0.110381, -0.201809, -0.326712, -0.948299, 0.0148435, -0.00759672, 0.316941, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.758402] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13497] 1721455425758247, 30.0283, 0.110381, -0.201809, -0.326712, -0.948299, 0.0148435, -0.00759672, 0.316941, -0.031704, -0.0397643, 0.00571812, -0.0679493, -0.111132, 0.171405, 
[2024-07-20 02:03:45.761120] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13498] 1721455425760998, 30.031, 0.110381, -0.201809, -0.326712, -0.948299, 0.0148435, -0.00759672, 0.316941, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.763634] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13499] 1721455425763512, 30.0335, 0.110222, -0.202047, -0.32663, -0.948106, 0.0152934, -0.00777121, 0.31749, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.766498] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13501] 1721455425766412, 30.0364, 0.110222, -0.202047, -0.32663, -0.948106, 0.0152934, -0.00777121, 0.31749, -0.0158554, -0.0238759, 0.00823156, -0.0729084, -0.0630114, 0.114858, 
[2024-07-20 02:03:45.768895] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13502] 1721455425768777, 30.0388, 0.110222, -0.202047, -0.32663, -0.948106, 0.0152934, -0.00777121, 0.31749, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.773240] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13503] 1721455425773117, 30.0431, 0.110222, -0.202047, -0.32663, -0.948106, 0.0152934, -0.00777121, 0.31749, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.775728] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13505] 1721455425775657, 30.0457, 0.110049, -0.202179, -0.326518, -0.947961, 0.0153864, -0.00785819, 0.317918, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.778527] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13506] 1721455425778410, 30.0484, 0.110049, -0.202179, -0.326518, -0.947961, 0.0153864, -0.00785819, 0.317918, -0.0173569, -0.0131815, 0.0112453, 0, 0, 0.0898838, 
[2024-07-20 02:03:45.781260] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13507] 1721455425781134, 30.0511, 0.110049, -0.202179, -0.326518, -0.947961, 0.0153864, -0.00785819, 0.317918, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.783756] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13508] 1721455425783635, 30.0536, 0.109824, -0.202403, -0.326371, -0.947807, 0.0148504, -0.00774517, 0.318404, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.786509] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13510] 1721455425786409, 30.0564, 0.109824, -0.202403, -0.326371, -0.947807, 0.0148504, -0.00774517, 0.318404, -0.0224862, -0.0223556, 0.0147043, 0.0957251, 0.054317, 0.103843, 
[2024-07-20 02:03:45.789643] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13511] 1721455425789526, 30.0595, 0.109824, -0.202403, -0.326371, -0.947807, 0.0148504, -0.00774517, 0.318404, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.792204] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13512] 1721455425792093, 30.0621, 0.109626, -0.202665, -0.326308, -0.947664, 0.0140255, -0.00764102, 0.31887, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.795114] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13513] 1721455425795023, 30.065, 0.109626, -0.202665, -0.326308, -0.947664, 0.0140255, -0.00764102, 0.31887, -0.0198023, -0.0261931, 0.00627273, 0.15099, 0.0712063, 0.100046, 
[2024-07-20 02:03:45.797647] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13515] 1721455425797530, 30.0675, 0.109626, -0.202665, -0.326308, -0.947664, 0.0140255, -0.00764102, 0.31887, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.800208] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13516] 1721455425800095, 30.0701, 0.109626, -0.202665, -0.326308, -0.947664, 0.0140255, -0.00764102, 0.31887, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.802698] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13517] 1721455425802586, 30.0726, 0.10943, -0.20291, -0.32618, -0.947565, 0.0130686, -0.00746277, 0.319209, 0, 0, 0, 0, 0, 0, 
[2024-07-20 02:03:45.806010] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13519] 1721455425805933, 30.0759, 0.10943, -0.20291, -0.32618, -0.947565, 0.0130686, -0.00746277, 0.319209, -0.0195426, -0.0245219, 0.0127411, 0.170875, 0.0940938, 0.0734687, 
[2024-07-20 02:03:45.808541] [0x0000007f9109d9a0] [MocapTag] [0x00002b2d] [13520] 1721455425808419, 30.0784, 0.10943, -0.20291, -0.32618, -0.947565, 0.0130686, -0.00746277, 0.319209, 0, 0, 0, 0, 0, 0, 
