[2025-10-20 16:16:01.766932] [0x0000007fadcc47c0] [MocapTag] [0x00004b61] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 16:16:21.296766] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9270] 1760991381296655, 22.2335, -1.50373, 0.375019, -1.2143, 0.74621, 0.653538, 0.101286, 0.0761549, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.299484] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9271] 1760991381299373, 22.2362, -1.48971, 0.379664, -1.21406, 0.747032, 0.653045, 0.0981888, 0.076378, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.302181] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9272] 1760991381302091, 22.2389, -1.48971, 0.379664, -1.21406, 0.747032, 0.653045, 0.0981888, 0.076378, 1.40208, 0.464515, 0.0242787, -0.24792, 0.43826, -0.477286, 
[2025-10-20 16:16:21.304702] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9274] 1760991381304588, 22.2414, -1.48971, 0.379664, -1.21406, 0.747032, 0.653045, 0.0981888, 0.076378, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.307188] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9275] 1760991381307073, 22.2439, -1.47564, 0.384095, -1.21402, 0.748037, 0.652526, 0.0950416, 0.0749499, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.309986] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9276] 1760991381309867, 22.2467, -1.47564, 0.384095, -1.21402, 0.748037, 0.652526, 0.0950416, 0.0749499, 1.40698, 0.443018, 0.00374588, -0.245094, 0.665392, -0.231766, 
[2025-10-20 16:16:21.312514] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9278] 1760991381312459, 22.2493, -1.47564, 0.384095, -1.21402, 0.748037, 0.652526, 0.0950416, 0.0749499, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.315147] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9279] 1760991381315025, 22.2518, -1.47564, 0.384095, -1.21402, 0.748037, 0.652526, 0.0950416, 0.0749499, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.317783] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9280] 1760991381317655, 22.2545, -1.46207, 0.388381, -1.21484, 0.748621, 0.651575, 0.0931723, 0.0796, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.320997] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9281] 1760991381320821, 22.2576, -1.46207, 0.388381, -1.21484, 0.748621, 0.651575, 0.0931723, 0.0796, 1.35718, 0.428676, -0.0819181, -0.342572, -0.332788, -0.995597, 
[2025-10-20 16:16:21.323711] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9283] 1760991381323558, 22.2604, -1.46207, 0.388381, -1.21484, 0.748621, 0.651575, 0.0931723, 0.0796, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.326588] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9284] 1760991381326460, 22.2633, -1.46207, 0.388381, -1.21484, 0.748621, 0.651575, 0.0931723, 0.0796, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.329239] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9285] 1760991381329115, 22.2659, -1.44789, 0.392406, -1.21523, 0.74986, 0.650769, 0.0898798, 0.0783033, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.332264] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9287] 1760991381332174, 22.269, -1.44789, 0.392406, -1.21523, 0.74986, 0.650769, 0.0898798, 0.0783033, 1.41753, 0.402456, -0.0395578, -0.320542, 0.671907, -0.277063, 
[2025-10-20 16:16:21.334588] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9288] 1760991381334460, 22.2713, -1.44789, 0.392406, -1.21523, 0.74986, 0.650769, 0.0898798, 0.0783033, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.337023] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9289] 1760991381336902, 22.2737, -1.44789, 0.392406, -1.21523, 0.74986, 0.650769, 0.0898798, 0.0783033, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.340204] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9290] 1760991381340064, 22.2769, -1.43375, 0.39624, -1.21579, 0.751067, 0.649981, 0.0867244, 0.0768236, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.343134] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9292] 1760991381343007, 22.2798, -1.43375, 0.39624, -1.21579, 0.751067, 0.649981, 0.0867244, 0.0768236, 1.41445, 0.383457, -0.0557853, -0.305438, 0.675656, -0.227005, 
[2025-10-20 16:16:21.346473] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9293] 1760991381346287, 22.2831, -1.43375, 0.39624, -1.21579, 0.751067, 0.649981, 0.0867244, 0.0768236, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.348510] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9294] 1760991381348384, 22.2852, -1.41864, 0.397717, -1.21747, 0.748072, 0.656098, 0.0795207, 0.0600088, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.351234] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9295] 1760991381351119, 22.2879, -1.41864, 0.397717, -1.21747, 0.748072, 0.656098, 0.0795207, 0.0600088, 1.51041, 0.14761, -0.167959, 1.504, 3.31919, 1.75931, 
[2025-10-20 16:16:21.355187] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9297] 1760991381355049, 22.2919, -1.41864, 0.397717, -1.21747, 0.748072, 0.656098, 0.0795207, 0.0600088, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.356550] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9298] 1760991381356414, 22.2932, -1.41864, 0.397717, -1.21747, 0.748072, 0.656098, 0.0795207, 0.0600088, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.359014] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9299] 1760991381358899, 22.2957, -1.40468, 0.401295, -1.21827, 0.748915, 0.655619, 0.0767851, 0.0582532, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.362342] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9301] 1760991381362123, 22.2989, -1.40468, 0.401295, -1.21827, 0.748915, 0.655619, 0.0767851, 0.0582532, 1.39615, 0.35785, -0.0794127, -0.200236, 0.644593, -0.11753, 
[2025-10-20 16:16:21.364415] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9302] 1760991381364294, 22.3011, -1.40468, 0.401295, -1.21827, 0.748915, 0.655619, 0.0767851, 0.0582532, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.366946] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9303] 1760991381366819, 22.3036, -1.40468, 0.401295, -1.21827, 0.748915, 0.655619, 0.0767851, 0.0582532, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.369390] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9304] 1760991381369272, 22.3061, -1.39074, 0.40467, -1.2191, 0.749784, 0.655092, 0.0741225, 0.0564316, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.371977] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9306] 1760991381371892, 22.3087, -1.39074, 0.40467, -1.2191, 0.749784, 0.655092, 0.0741225, 0.0564316, 1.39423, 0.337473, -0.0829153, -0.208127, 0.642236, -0.0972336, 
[2025-10-20 16:16:21.374816] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9307] 1760991381374656, 22.3115, -1.39074, 0.40467, -1.2191, 0.749784, 0.655092, 0.0741225, 0.0564316, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.378032] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9308] 1760991381377905, 22.3147, -1.3765, 0.409351, -1.22037, 0.752639, 0.651051, 0.0811378, 0.0555324, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.380198] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9309] 1760991381380067, 22.3169, -1.3765, 0.409351, -1.22037, 0.752639, 0.651051, 0.0811378, 0.0555324, 1.42335, 0.468139, -0.127428, -0.886929, -0.952961, 0.977815, 
[2025-10-20 16:16:21.382765] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9311] 1760991381382625, 22.3194, -1.3765, 0.409351, -1.22037, 0.752639, 0.651051, 0.0811378, 0.0555324, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.384493] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9312] 1760991381384327, 22.3211, -1.3765, 0.409351, -1.22037, 0.752639, 0.651051, 0.0811378, 0.0555324, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.388195] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9313] 1760991381388073, 22.3249, -1.36272, 0.412398, -1.22143, 0.753431, 0.650596, 0.0788181, 0.053434, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.390443] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9314] 1760991381390311, 22.3271, -1.36272, 0.412398, -1.22143, 0.753431, 0.650596, 0.0788181, 0.053434, 1.3784, 0.304715, -0.105889, -0.180888, 0.62639, 0, 
[2025-10-20 16:16:21.392937] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9316] 1760991381392818, 22.3296, -1.36272, 0.412398, -1.22143, 0.753431, 0.650596, 0.0788181, 0.053434, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.395531] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9317] 1760991381395416, 22.3322, -1.36272, 0.412398, -1.22143, 0.753431, 0.650596, 0.0788181, 0.053434, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.399159] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9318] 1760991381399031, 22.3358, -1.34892, 0.415323, -1.22259, 0.754172, 0.650169, 0.0766227, 0.0513154, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.400731] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9319] 1760991381400620, 22.3374, -1.34892, 0.415323, -1.22259, 0.754172, 0.650169, 0.0766227, 0.0513154, 1.37971, 0.292462, -0.115868, -0.167477, 0.610045, 0, 
[2025-10-20 16:16:21.403713] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9321] 1760991381403597, 22.3404, -1.34892, 0.415323, -1.22259, 0.754172, 0.650169, 0.0766227, 0.0513154, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.406188] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9322] 1760991381406075, 22.3429, -1.34892, 0.415323, -1.22259, 0.754172, 0.650169, 0.0766227, 0.0513154, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.408780] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9323] 1760991381408665, 22.3455, -1.33515, 0.418035, -1.22379, 0.754918, 0.649745, 0.0742892, 0.049108, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.411319] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9325] 1760991381411249, 22.3481, -1.33515, 0.418035, -1.22379, 0.754918, 0.649745, 0.0742892, 0.049108, 1.37738, 0.271176, -0.120071, -0.168562, 0.642505, 0, 
[2025-10-20 16:16:21.414750] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9326] 1760991381414635, 22.3514, -1.33515, 0.418035, -1.22379, 0.754918, 0.649745, 0.0742892, 0.049108, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.416559] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9327] 1760991381416448, 22.3532, -1.33515, 0.418035, -1.22379, 0.754918, 0.649745, 0.0742892, 0.049108, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.419499] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9328] 1760991381419383, 22.3562, -1.3214, 0.42059, -1.22503, 0.755698, 0.649279, 0.0718343, 0.0468776, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.422095] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9330] 1760991381421987, 22.3588, -1.3214, 0.42059, -1.22503, 0.755698, 0.649279, 0.0718343, 0.0468776, 1.37512, 0.255519, -0.124491, -0.180495, 0.663611, 0, 
[2025-10-20 16:16:21.424753] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9331] 1760991381424641, 22.3614, -1.3214, 0.42059, -1.22503, 0.755698, 0.649279, 0.0718343, 0.0468776, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.427419] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9332] 1760991381427234, 22.364, -1.3214, 0.42059, -1.22503, 0.755698, 0.649279, 0.0718343, 0.0468776, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.430550] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9333] 1760991381430434, 22.3672, -1.3077, 0.422974, -1.22634, 0.756443, 0.648811, 0.0696039, 0.0446627, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.433848] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9335] 1760991381433732, 22.3705, -1.3077, 0.422974, -1.22634, 0.756443, 0.648811, 0.0696039, 0.0446627, 1.36957, 0.238411, -0.131185, -0.173366, 0.627282, 0, 
[2025-10-20 16:16:21.436469] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9336] 1760991381436307, 22.3731, -1.3077, 0.422974, -1.22634, 0.756443, 0.648811, 0.0696039, 0.0446627, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.439041] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9337] 1760991381438922, 22.3757, -1.29227, 0.424608, -1.2256, 0.755653, 0.651088, 0.0556811, 0.0444266, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.441578] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9339] 1760991381441505, 22.3783, -1.29227, 0.424608, -1.2256, 0.755653, 0.651088, 0.0556811, 0.0444266, 1.54342, 0.163368, 0.0748211, 0.298822, 2.1508, -1.7642, 
[2025-10-20 16:16:21.444148] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9340] 1760991381443984, 22.3808, -1.29227, 0.424608, -1.2256, 0.755653, 0.651088, 0.0556811, 0.0444266, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.447151] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9341] 1760991381447032, 22.3838, -1.29227, 0.424608, -1.2256, 0.755653, 0.651088, 0.0556811, 0.0444266, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.449477] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9342] 1760991381449363, 22.3862, -1.27858, 0.426632, -1.22699, 0.756463, 0.650495, 0.0532839, 0.0422032, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.452087] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9343] 1760991381451995, 22.3888, -1.27858, 0.426632, -1.22699, 0.756463, 0.650495, 0.0532839, 0.0422032, 1.36863, 0.20244, -0.138897, -0.19716, 0.654526, 0, 
[2025-10-20 16:16:21.454952] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9345] 1760991381454837, 22.3916, -1.27858, 0.426632, -1.22699, 0.756463, 0.650495, 0.0532839, 0.0422032, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.457169] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9346] 1760991381457054, 22.3939, -1.26493, 0.428537, -1.22836, 0.757274, 0.649905, 0.0507659, 0.0397788, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.460127] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9347] 1760991381460000, 22.3968, -1.26493, 0.428537, -1.22836, 0.757274, 0.649905, 0.0507659, 0.0397788, 1.36562, 0.190514, -0.137094, -0.195813, 0.69894, 0, 
[2025-10-20 16:16:21.462503] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9349] 1760991381462448, 22.3992, -1.26493, 0.428537, -1.22836, 0.757274, 0.649905, 0.0507659, 0.0397788, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.465483] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9350] 1760991381465369, 22.4022, -1.26493, 0.428537, -1.22836, 0.757274, 0.649905, 0.0507659, 0.0397788, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.468041] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9351] 1760991381467925, 22.4047, -1.25131, 0.430216, -1.22978, 0.758106, 0.649231, 0.0485132, 0.0376913, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.470626] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9352] 1760991381470511, 22.4073, -1.25131, 0.430216, -1.22978, 0.758106, 0.649231, 0.0485132, 0.0376913, 1.36149, 0.167847, -0.142144, -0.212276, 0.614391, 0, 
[2025-10-20 16:16:21.473103] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9354] 1760991381472979, 22.4098, -1.25131, 0.430216, -1.22978, 0.758106, 0.649231, 0.0485132, 0.0376913, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.475881] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9355] 1760991381475767, 22.4126, -1.25131, 0.430216, -1.22978, 0.758106, 0.649231, 0.0485132, 0.0376913, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.478598] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9356] 1760991381478484, 22.4153, -1.23769, 0.43173, -1.2312, 0.758958, 0.648518, 0.0462058, 0.0356683, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.481501] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9357] 1760991381481387, 22.4182, -1.23769, 0.43173, -1.2312, 0.758958, 0.648518, 0.0462058, 0.0356683, 1.36242, 0.151446, -0.14262, -0.22167, 0.614133, 0, 
[2025-10-20 16:16:21.484010] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9359] 1760991381483896, 22.4207, -1.23769, 0.43173, -1.2312, 0.758958, 0.648518, 0.0462058, 0.0356683, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.486548] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9360] 1760991381486437, 22.4232, -1.23769, 0.43173, -1.2312, 0.758958, 0.648518, 0.0462058, 0.0356683, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.489142] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9361] 1760991381489028, 22.4258, -1.22409, 0.433092, -1.23263, 0.759811, 0.647764, 0.0441134, 0.0337967, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.491780] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9363] 1760991381491719, 22.4285, -1.22409, 0.433092, -1.23263, 0.759811, 0.647764, 0.0441134, 0.0337967, 1.35986, 0.136151, -0.143023, -0.227392, 0.561581, 0, 
[2025-10-20 16:16:21.494357] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9364] 1760991381494238, 22.431, -1.22409, 0.433092, -1.23263, 0.759811, 0.647764, 0.0441134, 0.0337967, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.497631] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9365] 1760991381497481, 22.4343, -1.22409, 0.433092, -1.23263, 0.759811, 0.647764, 0.0441134, 0.0337967, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.500500] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9366] 1760991381500382, 22.4372, -1.2105, 0.434315, -1.23407, 0.760595, 0.647073, 0.0420408, 0.0319977, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.503079] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9368] 1760991381502963, 22.4398, -1.2105, 0.434315, -1.23407, 0.760595, 0.647073, 0.0420408, 0.0319977, 1.35856, 0.12235, -0.143114, -0.209129, 0.549054, 0, 
[2025-10-20 16:16:21.505779] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9369] 1760991381505663, 22.4425, -1.2105, 0.434315, -1.23407, 0.760595, 0.647073, 0.0420408, 0.0319977, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.508364] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9370] 1760991381508246, 22.445, -1.19694, 0.435398, -1.23548, 0.761304, 0.646453, 0.0398622, 0.030419, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.510870] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9371] 1760991381510743, 22.4475, -1.19694, 0.435398, -1.23548, 0.761304, 0.646453, 0.0398622, 0.030419, 1.35638, 0.108316, -0.141101, -0.190806, 0.536682, -0.0516163, 
[2025-10-20 16:16:21.512836] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9373] 1760991381512714, 22.4495, -1.19694, 0.435398, -1.23548, 0.761304, 0.646453, 0.0398622, 0.030419, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.516210] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9374] 1760991381516094, 22.4529, -1.19694, 0.435398, -1.23548, 0.761304, 0.646453, 0.0398622, 0.030419, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.519133] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9375] 1760991381519015, 22.4558, -1.18335, 0.436447, -1.23707, 0.760883, 0.647166, 0.0373295, 0.0289903, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.522281] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9377] 1760991381522162, 22.459, -1.18335, 0.436447, -1.23707, 0.760883, 0.647166, 0.0373295, 0.0289903, 1.35859, 0.10487, -0.159586, 0.157058, 0.572071, -0.102906, 
[2025-10-20 16:16:21.524753] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9378] 1760991381524640, 22.4614, -1.18335, 0.436447, -1.23707, 0.760883, 0.647166, 0.0373295, 0.0289903, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.528371] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9379] 1760991381528253, 22.4651, -1.18335, 0.436447, -1.23707, 0.760883, 0.647166, 0.0373295, 0.0289903, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.530893] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9380] 1760991381530747, 22.4675, -1.16982, 0.437267, -1.23846, 0.761467, 0.646655, 0.0352781, 0.0276078, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.533600] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9382] 1760991381533485, 22.4703, -1.16982, 0.437267, -1.23846, 0.761467, 0.646655, 0.0352781, 0.0276078, 1.35377, 0.0820442, -0.138692, -0.157499, 0.491902, -0.0624069, 
[2025-10-20 16:16:21.536335] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9383] 1760991381536221, 22.473, -1.16982, 0.437267, -1.23846, 0.761467, 0.646655, 0.0352781, 0.0276078, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.538872] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9384] 1760991381538754, 22.4756, -1.15627, 0.437952, -1.2398, 0.761932, 0.646257, 0.0333392, 0.0264424, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.541467] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9385] 1760991381541372, 22.4782, -1.15627, 0.437952, -1.2398, 0.761932, 0.646257, 0.0333392, 0.0264424, 1.35493, 0.0684755, -0.134248, -0.125122, 0.446694, -0.0788307, 
[2025-10-20 16:16:21.544483] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9387] 1760991381544370, 22.4812, -1.15627, 0.437952, -1.2398, 0.761932, 0.646257, 0.0333392, 0.0264424, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.546876] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9388] 1760991381546764, 22.4836, -1.15627, 0.437952, -1.2398, 0.761932, 0.646257, 0.0333392, 0.0264424, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.549493] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9389] 1760991381549377, 22.4862, -1.14272, 0.43851, -1.24113, 0.762229, 0.646058, 0.0312911, 0.0252552, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.552189] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9390] 1760991381552101, 22.4889, -1.14272, 0.43851, -1.24113, 0.762229, 0.646058, 0.0312911, 0.0252552, 1.35505, 0.0558197, -0.132381, -0.072968, 0.466298, -0.0869347, 
[2025-10-20 16:16:21.554826] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9392] 1760991381554713, 22.4915, -1.14272, 0.43851, -1.24113, 0.762229, 0.646058, 0.0312911, 0.0252552, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.557357] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9393] 1760991381557243, 22.494, -1.12921, 0.438915, -1.24245, 0.762407, 0.645981, 0.0294334, 0.0240413, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.560145] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9394] 1760991381560029, 22.4968, -1.12921, 0.438915, -1.24245, 0.762407, 0.645981, 0.0294334, 0.0240413, 1.35031, 0.0404184, -0.132197, -0.0374556, 0.440727, -0.0565145, 
[2025-10-20 16:16:21.562669] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9396] 1760991381562548, 22.4993, -1.12921, 0.438915, -1.24245, 0.762407, 0.645981, 0.0294334, 0.0240413, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.565180] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9397] 1760991381565070, 22.5019, -1.12921, 0.438915, -1.24245, 0.762407, 0.645981, 0.0294334, 0.0240413, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.567747] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9398] 1760991381567628, 22.5044, -1.1157, 0.439191, -1.24371, 0.76242, 0.646089, 0.0275205, 0.0229681, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:21.570395] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [9399] 1760991381570281, 22.5071, -1.1157, 0.439191, -1.24371, 0.76242, 0.646089, 0.0275205, 0.0229681, 1.35098, 0.0276129, -0.126215, 0, 0.430938, -0.0832218, 
