[2025-10-20 16:16:01.766932] [0x0000007fadcc47c0] [MocapTag] [0x00004b61] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 16:16:02.055220] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [137] 1760991362055117, 2.99192, 0.129769, -0.226862, -0.319775, 0.705956, 0.707944, 0.0153712, 0.0143262, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.057366] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [139] 1760991362057276, 2.99408, 0.129804, -0.226932, -0.319874, 0.705962, 0.707947, 0.0154992, 0.0137586, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.060146] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [140] 1760991362060034, 2.99683, 0.129804, -0.226932, -0.319874, 0.705962, 0.707947, 0.0154992, 0.0137586, 0.00346795, -0.00697789, -0.00988911, 0, 0.0623289, 0.0983279, 
[2025-10-20 16:16:02.062849] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [141] 1760991362062744, 2.99954, 0.129804, -0.226932, -0.319874, 0.705962, 0.707947, 0.0154992, 0.0137586, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.065533] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [142] 1760991362065422, 3.00222, 0.129804, -0.226932, -0.319874, 0.705962, 0.707947, 0.0154992, 0.0137586, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.068041] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [144] 1760991362067929, 3.00473, 0.129831, -0.226941, -0.319868, 0.705905, 0.708001, 0.0155771, 0.0137682, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.070907] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [145] 1760991362070757, 3.00756, 0.129831, -0.226941, -0.319868, 0.705905, 0.708001, 0.0155771, 0.0137682, 0.00269881, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.073344] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [146] 1760991362073232, 3.01003, 0.129831, -0.226941, -0.319868, 0.705905, 0.708001, 0.0155771, 0.0137682, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.075978] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [147] 1760991362075882, 3.01268, 0.129831, -0.226941, -0.319868, 0.705905, 0.708001, 0.0155771, 0.0137682, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.078892] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [149] 1760991362078782, 3.01558, 0.129851, -0.226853, -0.3198, 0.705824, 0.708072, 0.0155413, 0.0143271, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.081626] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [150] 1760991362081517, 3.01832, 0.129851, -0.226853, -0.3198, 0.705824, 0.708072, 0.0155413, 0.0143271, 0.0020532, 0.00882304, 0.00682789, 0, -0.0740882, -0.0836003, 
[2025-10-20 16:16:02.084075] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [151] 1760991362083972, 3.02077, 0.129851, -0.226853, -0.3198, 0.705824, 0.708072, 0.0155413, 0.0143271, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.086702] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [152] 1760991362086640, 3.02344, 0.129851, -0.226853, -0.3198, 0.705824, 0.708072, 0.0155413, 0.0143271, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.089304] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [154] 1760991362089190, 3.02599, 0.129921, -0.226838, -0.319862, 0.705731, 0.708159, 0.0157109, 0.0143872, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.092865] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [155] 1760991362092756, 3.02956, 0.129921, -0.226838, -0.319862, 0.705731, 0.708159, 0.0157109, 0.0143872, 0.0069399, 0, -0.00623542, 0, 0, 0, 
[2025-10-20 16:16:02.095278] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [156] 1760991362095168, 3.03197, 0.129921, -0.226838, -0.319862, 0.705731, 0.708159, 0.0157109, 0.0143872, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.097967] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [158] 1760991362097846, 3.03465, 0.129948, -0.226921, -0.319966, 0.70575, 0.708148, 0.0158438, 0.0138886, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.100624] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [159] 1760991362100516, 3.03732, 0.129948, -0.226921, -0.319966, 0.70575, 0.708148, 0.0158438, 0.0138886, 0.00267698, -0.00827332, -0.0104006, 0, 0.0518721, 0.0891844, 
[2025-10-20 16:16:02.103096] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [160] 1760991362102989, 3.03979, 0.129948, -0.226921, -0.319966, 0.70575, 0.708148, 0.0158438, 0.0138886, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.105879] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [161] 1760991362105763, 3.04256, 0.129948, -0.226921, -0.319966, 0.70575, 0.708148, 0.0158438, 0.0138886, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.108416] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [163] 1760991362108301, 3.0451, 0.129884, -0.226933, -0.319937, 0.705863, 0.708041, 0.0156606, 0.013792, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.111176] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [164] 1760991362111064, 3.04786, 0.129884, -0.226933, -0.319937, 0.705863, 0.708041, 0.0156606, 0.013792, -0.00639002, 0, 0.00296232, 0, 0.0395197, 0, 
[2025-10-20 16:16:02.113565] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [165] 1760991362113464, 3.05027, 0.129884, -0.226933, -0.319937, 0.705863, 0.708041, 0.0156606, 0.013792, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.116343] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [167] 1760991362116289, 3.05309, 0.129884, -0.226933, -0.319937, 0.705863, 0.708041, 0.0156606, 0.013792, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.118890] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [168] 1760991362118779, 3.05558, 0.129821, -0.226869, -0.319804, 0.705899, 0.707999, 0.0154073, 0.0143818, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.121725] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [169] 1760991362121611, 3.05841, 0.129821, -0.226869, -0.319804, 0.705899, 0.707999, 0.0154073, 0.0143818, -0.00628272, 0.00642144, 0.0132335, 0, -0.0477921, -0.119461, 
[2025-10-20 16:16:02.124248] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [170] 1760991362124101, 3.0609, 0.129821, -0.226869, -0.319804, 0.705899, 0.707999, 0.0154073, 0.0143818, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.126873] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [172] 1760991362126796, 3.0636, 0.129821, -0.226869, -0.319804, 0.705899, 0.707999, 0.0154073, 0.0143818, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.129431] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [173] 1760991362129317, 3.06612, 0.129845, -0.226848, -0.319818, 0.705841, 0.708054, 0.0154909, 0.0144217, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.132159] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [174] 1760991362132050, 3.06885, 0.129845, -0.226848, -0.319818, 0.705841, 0.708054, 0.0154909, 0.0144217, 0.00237555, 0.00201457, 0, 0, 0, 0, 
[2025-10-20 16:16:02.134602] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [175] 1760991362134499, 3.0713, 0.129845, -0.226848, -0.319818, 0.705841, 0.708054, 0.0154909, 0.0144217, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.137283] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [177] 1760991362137174, 3.07397, 0.129856, -0.226838, -0.319845, 0.705824, 0.70807, 0.0155686, 0.0143899, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.140039] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [178] 1760991362139919, 3.07672, 0.129856, -0.226838, -0.319845, 0.705824, 0.70807, 0.0155686, 0.0143899, 0, 0, -0.00265429, 0, 0, 0, 
[2025-10-20 16:16:02.142507] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [179] 1760991362142398, 3.0792, 0.129856, -0.226838, -0.319845, 0.705824, 0.70807, 0.0155686, 0.0143899, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.145133] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [180] 1760991362145022, 3.08182, 0.129856, -0.226838, -0.319845, 0.705824, 0.70807, 0.0155686, 0.0143899, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.147822] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [182] 1760991362147709, 3.08451, 0.129876, -0.226907, -0.319933, 0.705831, 0.708071, 0.0156917, 0.0138447, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.150377] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [183] 1760991362150261, 3.08706, 0.129876, -0.226907, -0.319933, 0.705831, 0.708071, 0.0156917, 0.0138447, 0.00203693, -0.00693697, -0.00883898, 0, 0.0598583, 0.0944638, 
[2025-10-20 16:16:02.152903] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [184] 1760991362152792, 3.08959, 0.129876, -0.226907, -0.319933, 0.705831, 0.708071, 0.0156917, 0.0138447, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.155337] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [185] 1760991362155233, 3.09203, 0.129876, -0.226907, -0.319933, 0.705831, 0.708071, 0.0156917, 0.0138447, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.158536] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [187] 1760991362158425, 3.09523, 0.129848, -0.226924, -0.319914, 0.705871, 0.708033, 0.0156404, 0.0137816, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.161259] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [188] 1760991362161155, 3.09796, 0.129848, -0.226924, -0.319914, 0.705871, 0.708033, 0.0156404, 0.0137816, -0.0028173, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.164391] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [189] 1760991362164280, 3.10108, 0.129848, -0.226924, -0.319914, 0.705871, 0.708033, 0.0156404, 0.0137816, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.166349] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [190] 1760991362166263, 3.10306, 0.129848, -0.226924, -0.319914, 0.705871, 0.708033, 0.0156404, 0.0137816, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.170551] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [192] 1760991362170431, 3.10723, 0.129823, -0.226927, -0.319895, 0.705912, 0.707995, 0.0156137, 0.0137247, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.171811] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [193] 1760991362171693, 3.10849, 0.129823, -0.226927, -0.319895, 0.705912, 0.707995, 0.0156137, 0.0137247, -0.00252035, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.174526] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [194] 1760991362174418, 3.11122, 0.129823, -0.226927, -0.319895, 0.705912, 0.707995, 0.0156137, 0.0137247, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.177306] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [196] 1760991362177192, 3.11399, 0.129823, -0.226927, -0.319895, 0.705912, 0.707995, 0.0156137, 0.0137247, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.179789] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [197] 1760991362179679, 3.11648, 0.129817, -0.226969, -0.31988, 0.705957, 0.707951, 0.0155407, 0.01372, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.182480] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [198] 1760991362182375, 3.11918, 0.129817, -0.226969, -0.31988, 0.705957, 0.707951, 0.0155407, 0.01372, 0, -0.00414489, 0, 0, 0, 0, 
[2025-10-20 16:16:02.185116] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [199] 1760991362185008, 3.12181, 0.129817, -0.226969, -0.31988, 0.705957, 0.707951, 0.0155407, 0.01372, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.187697] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [201] 1760991362187578, 3.12438, 0.129803, -0.226965, -0.319874, 0.705968, 0.707941, 0.0155155, 0.0137072, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.190946] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [202] 1760991362190781, 3.12758, 0.129803, -0.226965, -0.319874, 0.705968, 0.707941, 0.0155155, 0.0137072, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.193541] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [203] 1760991362193432, 3.13023, 0.129803, -0.226965, -0.319874, 0.705968, 0.707941, 0.0155155, 0.0137072, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.196247] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [204] 1760991362196157, 3.13296, 0.129803, -0.226965, -0.319874, 0.705968, 0.707941, 0.0155155, 0.0137072, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.198859] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [206] 1760991362198743, 3.13554, 0.129782, -0.226886, -0.319761, 0.705955, 0.707946, 0.0153127, 0.014327, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.201654] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [207] 1760991362201542, 3.13834, 0.129782, -0.226886, -0.319761, 0.705955, 0.707946, 0.0153127, 0.014327, -0.00219172, 0.00793576, 0.0113169, 0, -0.0591461, -0.116267, 
[2025-10-20 16:16:02.204152] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [208] 1760991362204037, 3.14084, 0.129782, -0.226886, -0.319761, 0.705955, 0.707946, 0.0153127, 0.014327, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.206906] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [210] 1760991362206824, 3.14363, 0.129782, -0.226886, -0.319761, 0.705955, 0.707946, 0.0153127, 0.014327, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.209693] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [211] 1760991362209582, 3.14638, 0.129789, -0.226992, -0.319843, 0.706055, 0.707858, 0.0153908, 0.0136765, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.213263] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [212] 1760991362213152, 3.14995, 0.129789, -0.226992, -0.319843, 0.706055, 0.707858, 0.0153908, 0.0136765, 0, -0.01056, -0.00824059, 0, 0.0810791, 0.102441, 
[2025-10-20 16:16:02.214976] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [213] 1760991362214872, 3.15167, 0.129789, -0.226992, -0.319843, 0.706055, 0.707858, 0.0153908, 0.0136765, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.218439] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [215] 1760991362218329, 3.15513, 0.129754, -0.226969, -0.319826, 0.706113, 0.707801, 0.0153454, 0.0136783, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.220517] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [216] 1760991362220402, 3.1572, 0.129754, -0.226969, -0.319826, 0.706113, 0.707801, 0.0153454, 0.0136783, -0.00345596, 0.00225364, 0, 0, 0, 0, 
[2025-10-20 16:16:02.222874] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [217] 1760991362222765, 3.15957, 0.129754, -0.226969, -0.319826, 0.706113, 0.707801, 0.0153454, 0.0136783, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.225385] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [218] 1760991362225277, 3.16208, 0.129754, -0.226969, -0.319826, 0.706113, 0.707801, 0.0153454, 0.0136783, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.228190] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [220] 1760991362228080, 3.16488, 0.129806, -0.226966, -0.319864, 0.705981, 0.707928, 0.0155203, 0.0136884, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.231127] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [221] 1760991362231021, 3.16782, 0.129806, -0.226966, -0.319864, 0.705981, 0.707928, 0.0155203, 0.0136884, 0.00517777, 0, -0.00375763, 0.0371575, 0, 0, 
[2025-10-20 16:16:02.233755] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [222] 1760991362233631, 3.17043, 0.129806, -0.226966, -0.319864, 0.705981, 0.707928, 0.0155203, 0.0136884, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.236585] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [223] 1760991362236496, 3.1733, 0.129806, -0.226966, -0.319864, 0.705981, 0.707928, 0.0155203, 0.0136884, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.239163] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [225] 1760991362239038, 3.17584, 0.129854, -0.226945, -0.319905, 0.705891, 0.708014, 0.0156246, 0.0137649, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.241904] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [226] 1760991362241791, 3.17859, 0.129854, -0.226945, -0.319905, 0.705891, 0.708014, 0.0156246, 0.0137649, 0.00478486, 0.00209112, -0.00412211, 0, 0, 0, 
[2025-10-20 16:16:02.244414] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [227] 1760991362244306, 3.18111, 0.129854, -0.226945, -0.319905, 0.705891, 0.708014, 0.0156246, 0.0137649, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.247068] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [229] 1760991362246960, 3.18376, 0.129854, -0.226945, -0.319905, 0.705891, 0.708014, 0.0156246, 0.0137649, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.249518] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [230] 1760991362249408, 3.18621, 0.129881, -0.226821, -0.319879, 0.705734, 0.708157, 0.0157353, 0.0143438, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.252233] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [231] 1760991362252126, 3.18893, 0.129881, -0.226821, -0.319879, 0.705734, 0.708157, 0.0157353, 0.0143438, 0.00275712, 0.0123868, 0.00257777, 0.0412703, -0.0975948, -0.06519, 
[2025-10-20 16:16:02.254798] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [232] 1760991362254688, 3.19149, 0.129881, -0.226821, -0.319879, 0.705734, 0.708157, 0.0157353, 0.0143438, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.257484] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [234] 1760991362257375, 3.19418, 0.129854, -0.226848, -0.319864, 0.705761, 0.708132, 0.0156634, 0.0143281, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.260146] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [235] 1760991362260021, 3.19682, 0.129854, -0.226848, -0.319864, 0.705761, 0.708132, 0.0156634, 0.0143281, -0.0026784, -0.00269813, 0, 0, 0, 0, 
[2025-10-20 16:16:02.262769] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [236] 1760991362262660, 3.19946, 0.129854, -0.226848, -0.319864, 0.705761, 0.708132, 0.0156634, 0.0143281, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.265397] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [237] 1760991362265289, 3.20209, 0.129854, -0.226848, -0.319864, 0.705761, 0.708132, 0.0156634, 0.0143281, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.268121] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [239] 1760991362268010, 3.20481, 0.129797, -0.226848, -0.319824, 0.70587, 0.708027, 0.0154984, 0.0143498, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.270896] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [240] 1760991362270756, 3.20756, 0.129797, -0.226848, -0.319824, 0.70587, 0.708027, 0.0154984, 0.0143498, -0.00574527, 0, 0.00403324, 0, 0, 0, 
[2025-10-20 16:16:02.273539] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [241] 1760991362273431, 3.21023, 0.129797, -0.226848, -0.319824, 0.70587, 0.708027, 0.0154984, 0.0143498, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.276008] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [242] 1760991362275891, 3.21269, 0.129797, -0.226848, -0.319824, 0.70587, 0.708027, 0.0154984, 0.0143498, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.278660] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [244] 1760991362278550, 3.21535, 0.129788, -0.226912, -0.319896, 0.705931, 0.707976, 0.0155826, 0.0137524, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.281404] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [245] 1760991362281294, 3.21809, 0.129788, -0.226912, -0.319896, 0.705931, 0.707976, 0.0155826, 0.0137524, 0, -0.00641527, -0.0072073, 0, 0.0727266, 0.0960049, 
[2025-10-20 16:16:02.283841] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [246] 1760991362283740, 3.22054, 0.129788, -0.226912, -0.319896, 0.705931, 0.707976, 0.0155826, 0.0137524, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.287019] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [248] 1760991362286926, 3.22373, 0.129788, -0.226912, -0.319896, 0.705931, 0.707976, 0.0155826, 0.0137524, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.289163] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [249] 1760991362289053, 3.22585, 0.129738, -0.226872, -0.319761, 0.705961, 0.70794, 0.0153385, 0.0143343, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.291723] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [250] 1760991362291616, 3.22842, 0.129738, -0.226872, -0.319761, 0.705961, 0.70794, 0.0153385, 0.0143343, -0.00498544, 0.00405511, 0.0135257, 0, -0.047968, -0.117019, 
[2025-10-20 16:16:02.294308] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [251] 1760991362294200, 3.231, 0.129738, -0.226872, -0.319761, 0.705961, 0.70794, 0.0153385, 0.0143343, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.297001] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [253] 1760991362296946, 3.23375, 0.129738, -0.226872, -0.319761, 0.705961, 0.70794, 0.0153385, 0.0143343, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.299582] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [254] 1760991362299460, 3.23626, 0.129731, -0.226946, -0.319837, 0.706041, 0.707871, 0.0154162, 0.0136792, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.302276] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [255] 1760991362302162, 3.23896, 0.129731, -0.226946, -0.319837, 0.706041, 0.707871, 0.0154162, 0.0136792, 0, -0.00744522, -0.00759976, 0, 0.0817973, 0.103145, 
[2025-10-20 16:16:02.304879] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [256] 1760991362304773, 3.24157, 0.129731, -0.226946, -0.319837, 0.706041, 0.707871, 0.0154162, 0.0136792, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.307451] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [258] 1760991362307336, 3.24414, 0.129744, -0.22697, -0.319839, 0.706072, 0.707841, 0.0154088, 0.0136473, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.310142] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [259] 1760991362310031, 3.24683, 0.129744, -0.22697, -0.319839, 0.706072, 0.707841, 0.0154088, 0.0136473, 0, -0.00240719, 0, 0, 0, 0, 
[2025-10-20 16:16:02.312663] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [260] 1760991362312543, 3.24934, 0.129744, -0.22697, -0.319839, 0.706072, 0.707841, 0.0154088, 0.0136473, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.315663] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [261] 1760991362315546, 3.25235, 0.129744, -0.22697, -0.319839, 0.706072, 0.707841, 0.0154088, 0.0136473, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.318241] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [263] 1760991362318131, 3.25493, 0.129763, -0.226979, -0.319852, 0.706026, 0.707886, 0.0154181, 0.0136628, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.320794] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [264] 1760991362320673, 3.25747, 0.129763, -0.226979, -0.319852, 0.706026, 0.707886, 0.0154181, 0.0136628, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.323385] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [265] 1760991362323277, 3.26008, 0.129763, -0.226979, -0.319852, 0.706026, 0.707886, 0.0154181, 0.0136628, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.325990] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [266] 1760991362325905, 3.26271, 0.129763, -0.226979, -0.319852, 0.706026, 0.707886, 0.0154181, 0.0136628, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.328661] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [268] 1760991362328551, 3.26535, 0.129758, -0.226987, -0.319866, 0.706067, 0.707846, 0.0153933, 0.0136493, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:16:02.331361] [0x0000007fa939d9a0] [MocapTag] [0x00004b61] [269] 1760991362331255, 3.26806, 0.129758, -0.226987, -0.319866, 0.706067, 0.707846, 0.0153933, 0.0136493, 0, 0, 0, 0, 0, 0, 
