[2025-10-20 15:39:44.690780] [0x0000007f900067c0] [MocapTag] [0x00000a55] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:40:01.238954] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7838] 1760989201238843, 19.3005, -0.776632, -1.08533, -1.28995, 0.0293146, 0.0137322, -0.691464, -0.721686, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.241822] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7839] 1760989201241706, 19.3033, -0.776632, -1.08533, -1.28995, 0.0293146, 0.0137322, -0.691464, -0.721686, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.244529] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7841] 1760989201244448, 19.3061, -0.799198, -1.08518, -1.28997, 0.0285609, 0.0132092, -0.690425, -0.722719, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.247250] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7842] 1760989201247135, 19.3088, -0.799198, -1.08518, -1.28997, 0.0285609, 0.0132092, -0.690425, -0.722719, -2.25654, 0.0144062, 0, 0.290287, -0.183238, 0, 
[2025-10-20 15:40:01.249898] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7843] 1760989201249780, 19.3114, -0.799198, -1.08518, -1.28997, 0.0285609, 0.0132092, -0.690425, -0.722719, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.253466] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7844] 1760989201253354, 19.315, -0.799198, -1.08518, -1.28997, 0.0285609, 0.0132092, -0.690425, -0.722719, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.255127] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7846] 1760989201255027, 19.3167, -0.821701, -1.08504, -1.29001, 0.0277832, 0.0127254, -0.689521, -0.723621, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.258804] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7847] 1760989201258688, 19.3203, -0.821701, -1.08504, -1.29001, 0.0277832, 0.0127254, -0.689521, -0.723621, -2.25038, 0.0140941, -0.0040755, 0.252151, -0.18036, 0.0386, 
[2025-10-20 15:40:01.261362] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7848] 1760989201261244, 19.3229, -0.821701, -1.08504, -1.29001, 0.0277832, 0.0127254, -0.689521, -0.723621, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.263936] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7849] 1760989201263821, 19.3255, -0.844205, -1.08497, -1.28989, 0.0272991, 0.0122062, -0.689235, -0.723921, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.267031] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7851] 1760989201266917, 19.3285, -0.844205, -1.08497, -1.28989, 0.0272991, 0.0122062, -0.689235, -0.723921, -2.25033, 0.00693812, 0.0118434, 0.0813603, -0.142941, 0, 
[2025-10-20 15:40:01.269583] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7852] 1760989201269471, 19.3311, -0.844205, -1.08497, -1.28989, 0.0272991, 0.0122062, -0.689235, -0.723921, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.272328] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7853] 1760989201272210, 19.3338, -0.844205, -1.08497, -1.28989, 0.0272991, 0.0122062, -0.689235, -0.723921, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.274960] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7855] 1760989201274859, 19.3365, -0.866587, -1.08476, -1.28998, 0.0262902, 0.0123746, -0.688496, -0.724658, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.278409] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7856] 1760989201278294, 19.3399, -0.866587, -1.08476, -1.28998, 0.0262902, 0.0123746, -0.688496, -0.724658, -2.23823, 0.0214543, -0.00869156, 0.202942, -0.116941, 0.164032, 
[2025-10-20 15:40:01.280409] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7857] 1760989201280292, 19.3419, -0.866587, -1.08476, -1.28998, 0.0262902, 0.0123746, -0.688496, -0.724658, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.283096] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7858] 1760989201282981, 19.3446, -0.866587, -1.08476, -1.28998, 0.0262902, 0.0123746, -0.688496, -0.724658, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.285682] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7860] 1760989201285563, 19.3472, -0.888968, -1.08475, -1.29011, 0.0243911, 0.0118581, -0.688272, -0.724945, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.288346] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7861] 1760989201288236, 19.3499, -0.888968, -1.08475, -1.29011, 0.0243911, 0.0118581, -0.688272, -0.724945, -2.23808, 0, -0.0137677, 0.063324, -0.337224, 0.202847, 
[2025-10-20 15:40:01.291381] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7862] 1760989201291264, 19.3529, -0.888968, -1.08475, -1.29011, 0.0243911, 0.0118581, -0.688272, -0.724945, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.295175] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7864] 1760989201295059, 19.3567, -0.911195, -1.0845, -1.29023, 0.0230224, 0.0122681, -0.687801, -0.72543, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.296774] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7865] 1760989201296652, 19.3583, -0.911195, -1.0845, -1.29023, 0.0230224, 0.0122681, -0.687801, -0.72543, -2.22272, 0.0258736, -0.0118212, 0.127637, -0.1301, 0.251961, 
[2025-10-20 15:40:01.299643] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7866] 1760989201299529, 19.3612, -0.911195, -1.0845, -1.29023, 0.0230224, 0.0122681, -0.687801, -0.72543, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.302152] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7867] 1760989201302038, 19.3637, -0.911195, -1.0845, -1.29023, 0.0230224, 0.0122681, -0.687801, -0.72543, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.305285] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7869] 1760989201305220, 19.3668, -0.933291, -1.08419, -1.29042, 0.0212928, 0.012924, -0.687415, -0.725838, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.308224] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7870] 1760989201308109, 19.3697, -0.933291, -1.08419, -1.29042, 0.0212928, 0.012924, -0.687415, -0.725838, -2.20962, 0.0304802, -0.0189265, 0.102878, -0.143544, 0.338984, 
[2025-10-20 15:40:01.311254] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7871] 1760989201311134, 19.3728, -0.933291, -1.08419, -1.29042, 0.0212928, 0.012924, -0.687415, -0.725838, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.313923] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7872] 1760989201313809, 19.3754, -0.955242, -1.08378, -1.29069, 0.0190993, 0.0138036, -0.687185, -0.7261, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.316543] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7874] 1760989201316425, 19.3781, -0.955242, -1.08378, -1.29069, 0.0190993, 0.0138036, -0.687185, -0.7261, -2.1951, 0.0411103, -0.0266813, 0.0581741, -0.174223, 0.438309, 
[2025-10-20 15:40:01.319284] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7875] 1760989201319171, 19.3808, -0.955242, -1.08378, -1.29069, 0.0190993, 0.0138036, -0.687185, -0.7261, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.322539] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7876] 1760989201322426, 19.3841, -0.955242, -1.08378, -1.29069, 0.0190993, 0.0138036, -0.687185, -0.7261, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.324880] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7877] 1760989201324791, 19.3864, -0.977157, -1.0834, -1.29095, 0.0169467, 0.0147023, -0.687079, -0.726237, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.328014] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7879] 1760989201327897, 19.3895, -0.977157, -1.0834, -1.29095, 0.0169467, 0.0147023, -0.687079, -0.726237, -2.19144, 0.0383262, -0.0257874, 0, -0.165472, 0.435877, 
[2025-10-20 15:40:01.330382] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7880] 1760989201330266, 19.3919, -0.977157, -1.0834, -1.29095, 0.0169467, 0.0147023, -0.687079, -0.726237, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.333119] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7881] 1760989201332995, 19.3946, -0.977157, -1.0834, -1.29095, 0.0169467, 0.0147023, -0.687079, -0.726237, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.335764] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7883] 1760989201335679, 19.3973, -0.99905, -1.08292, -1.29122, 0.0148465, 0.0156168, -0.687043, -0.726297, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.338291] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7884] 1760989201338170, 19.3998, -0.99905, -1.08292, -1.29122, 0.0148465, 0.0156168, -0.687043, -0.726297, -2.18935, 0.0471767, -0.0272816, 0, -0.155831, 0.430846, 
[2025-10-20 15:40:01.340838] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7885] 1760989201340725, 19.4024, -0.99905, -1.08292, -1.29122, 0.0148465, 0.0156168, -0.687043, -0.726297, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.343413] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7886] 1760989201343331, 19.405, -1.02086, -1.08238, -1.29155, 0.0128364, 0.0165136, -0.687056, -0.726303, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.345363] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7888] 1760989201345236, 19.4069, -1.02086, -1.08238, -1.29155, 0.0128364, 0.0165136, -0.687056, -0.726303, -2.1808, 0.0541071, -0.0327284, 0, -0.146013, -627.903, 
[2025-10-20 15:40:01.348504] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7889] 1760989201348392, 19.41, -1.02086, -1.08238, -1.29155, 0.0128364, 0.0165136, -0.687056, -0.726303, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.351388] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7890] 1760989201351265, 19.4129, -1.02086, -1.08238, -1.29155, 0.0128364, 0.0165136, -0.687056, -0.726303, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.354045] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7891] 1760989201353960, 19.4156, -1.04251, -1.08277, -1.29148, 0.009416, 0.0173503, -0.688374, -0.725087, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.356665] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7893] 1760989201356548, 19.4182, -1.04251, -1.08277, -1.29148, 0.009416, 0.0173503, -0.688374, -0.725087, -2.16519, -0.0384904, 0.00625718, -0.369811, -0.350476, 0.619102, 
[2025-10-20 15:40:01.359247] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7894] 1760989201359136, 19.4208, -1.04251, -1.08277, -1.29148, 0.009416, 0.0173503, -0.688374, -0.725087, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.361996] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7895] 1760989201361880, 19.4235, -1.04251, -1.08277, -1.29148, 0.009416, 0.0173503, -0.688374, -0.725087, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.364554] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7896] 1760989201364467, 19.4261, -1.06414, -1.08218, -1.29176, 0.0074533, 0.0181381, -0.688366, -0.725099, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.367304] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7898] 1760989201367188, 19.4288, -1.06414, -1.08218, -1.29176, 0.0074533, 0.0181381, -0.688366, -0.725099, -2.16277, 0.0583037, -0.027275, 0, -0.156048, 0.393271, 
[2025-10-20 15:40:01.370483] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7899] 1760989201370365, 19.432, -1.06414, -1.08218, -1.29176, 0.0074533, 0.0181381, -0.688366, -0.725099, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.373088] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7900] 1760989201372973, 19.4346, -1.06414, -1.08218, -1.29176, 0.0074533, 0.0181381, -0.688366, -0.725099, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.375544] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7902] 1760989201375425, 19.4371, -1.08569, -1.08153, -1.29203, 0.0055392, 0.0187442, -0.688346, -0.725119, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.378227] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7903] 1760989201378113, 19.4397, -1.08569, -1.08153, -1.29203, 0.0055392, 0.0187442, -0.688346, -0.725119, -2.15568, 0.0657085, -0.0276208, 0, -0.175685, 0.361109, 
[2025-10-20 15:40:01.380823] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7904] 1760989201380706, 19.4423, -1.08569, -1.08153, -1.29203, 0.0055392, 0.0187442, -0.688346, -0.725119, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.383912] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7905] 1760989201383820, 19.4455, -1.10723, -1.08083, -1.29232, 0.00382721, 0.019141, -0.688523, -0.724952, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.386595] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7907] 1760989201386479, 19.4481, -1.10723, -1.08083, -1.29232, 0.00382721, 0.019141, -0.688523, -0.724952, -2.15368, 0.0699034, -0.0289523, -0.0520945, -0.178751, 0.303817, 
[2025-10-20 15:40:01.389198] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7908] 1760989201389087, 19.4507, -1.10723, -1.08083, -1.29232, 0.00382721, 0.019141, -0.688523, -0.724952, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.391823] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7909] 1760989201391708, 19.4533, -1.10723, -1.08083, -1.29232, 0.00382721, 0.019141, -0.688523, -0.724952, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.394435] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7910] 1760989201394322, 19.456, -1.12872, -1.08006, -1.29261, 0.00214606, 0.0194658, -0.688569, -0.724907, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.397235] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7912] 1760989201397112, 19.4587, -1.12872, -1.08006, -1.29261, 0.00214606, 0.0194658, -0.688569, -0.724907, -2.14918, 0.0772087, -0.0285355, 0, -0.184661, 0.288773, 
[2025-10-20 15:40:01.399757] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7913] 1760989201399644, 19.4613, -1.12872, -1.08006, -1.29261, 0.00214606, 0.0194658, -0.688569, -0.724907, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.402452] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7914] 1760989201402336, 19.464, -1.12872, -1.08006, -1.29261, 0.00214606, 0.0194658, -0.688569, -0.724907, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.405106] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7916] 1760989201404986, 19.4666, -1.15014, -1.07924, -1.29284, 0.000592418, 0.0203297, -0.688543, -0.72491, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.409403] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7917] 1760989201409282, 19.4709, -1.15014, -1.07924, -1.29284, 0.000592418, 0.0203297, -0.688543, -0.72491, -2.14214, 0.0811831, -0.0234757, 0, -0.0887327, 0.344324, 
[2025-10-20 15:40:01.410085] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7918] 1760989201409977, 19.4716, -1.15014, -1.07924, -1.29284, 0.000592418, 0.0203297, -0.688543, -0.72491, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.412955] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7919] 1760989201412840, 19.4745, -1.15014, -1.07924, -1.29284, 0.000592418, 0.0203297, -0.688543, -0.72491, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.415791] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7921] 1760989201415678, 19.4773, -1.17141, -1.07841, -1.29308, -0.00109807, 0.0210247, -0.688606, -0.72483, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.418544] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7922] 1760989201418429, 19.4801, -1.17141, -1.07841, -1.29308, -0.00109807, 0.0210247, -0.688606, -0.72483, -2.1262, 0.0832748, -0.0238306, 0, -0.132443, 0.341225, 
[2025-10-20 15:40:01.421268] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7923] 1760989201421150, 19.4828, -1.17141, -1.07841, -1.29308, -0.00109807, 0.0210247, -0.688606, -0.72483, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.423792] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7924] 1760989201423706, 19.4853, -1.19257, -1.07755, -1.29333, -0.00284054, 0.0216286, -0.68879, -0.724632, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.426537] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7926] 1760989201426422, 19.4881, -1.19257, -1.07755, -1.29333, -0.00284054, 0.0216286, -0.68879, -0.724632, -2.11609, 0.086346, -0.0253509, -0.0563145, -0.153458, 0.336623, 
[2025-10-20 15:40:01.431383] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7927] 1760989201431268, 19.4929, -1.19257, -1.07755, -1.29333, -0.00284054, 0.0216286, -0.68879, -0.724632, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.432605] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7928] 1760989201432491, 19.4941, -1.19257, -1.07755, -1.29333, -0.00284054, 0.0216286, -0.68879, -0.724632, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.434301] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7929] 1760989201434186, 19.4958, -1.21358, -1.07658, -1.29357, -0.00452447, 0.022195, -0.68895, -0.724455, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.436943] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7931] 1760989201436818, 19.4984, -1.21358, -1.07658, -1.29357, -0.00452447, 0.022195, -0.68895, -0.724455, -2.10152, 0.0968589, -0.0240282, -0.0491858, -0.150874, 0.322795, 
[2025-10-20 15:40:01.439543] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7932] 1760989201439428, 19.5011, -1.21358, -1.07658, -1.29357, -0.00452447, 0.022195, -0.68895, -0.724455, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.442331] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7933] 1760989201442216, 19.5038, -1.21358, -1.07658, -1.29357, -0.00452447, 0.022195, -0.68895, -0.724455, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.445017] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7935] 1760989201444903, 19.5065, -1.23455, -1.07557, -1.29381, -0.00621487, 0.0227572, -0.689285, -0.724106, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.448942] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7936] 1760989201448825, 19.5105, -1.23455, -1.07557, -1.29381, -0.00621487, 0.0227572, -0.689285, -0.724106, -2.09656, 0.10052, -0.0236462, -0.0978112, -0.153516, 0.323677, 
[2025-10-20 15:40:01.449512] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7937] 1760989201449434, 19.5111, -1.23455, -1.07557, -1.29381, -0.00621487, 0.0227572, -0.689285, -0.724106, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.452759] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7938] 1760989201452643, 19.5143, -1.23455, -1.07557, -1.29381, -0.00621487, 0.0227572, -0.689285, -0.724106, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.455115] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7939] 1760989201455051, 19.5167, -1.25541, -1.07452, -1.29404, -0.00794402, 0.0233603, -0.689689, -0.723685, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.458428] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7941] 1760989201458298, 19.5199, -1.25541, -1.07452, -1.29404, -0.00794402, 0.0233603, -0.689689, -0.723685, -2.0857, 0.105377, -0.022494, -0.117373, -0.153686, 0.335002, 
[2025-10-20 15:40:01.460304] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7942] 1760989201460185, 19.5218, -1.25541, -1.07452, -1.29404, -0.00794402, 0.0233603, -0.689689, -0.723685, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.463128] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7943] 1760989201463013, 19.5246, -1.25541, -1.07452, -1.29404, -0.00794402, 0.0233603, -0.689689, -0.723685, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.465651] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7945] 1760989201465530, 19.5272, -1.27617, -1.07343, -1.29424, -0.0096977, 0.0242237, -0.689962, -0.723375, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.468278] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7946] 1760989201468163, 19.5298, -1.27617, -1.07343, -1.29424, -0.0096977, 0.0242237, -0.689962, -0.723375, -2.07664, 0.108989, -0.0203352, -0.0837445, -0.118989, 0.374007, 
[2025-10-20 15:40:01.470811] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7947] 1760989201470690, 19.5323, -1.27617, -1.07343, -1.29424, -0.0096977, 0.0242237, -0.689962, -0.723375, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.473423] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7948] 1760989201473308, 19.5349, -1.29674, -1.07304, -1.29407, -0.00688221, 0.0259002, -0.690262, -0.723063, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.476315] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7950] 1760989201476195, 19.5378, -1.29674, -1.07304, -1.29407, -0.00688221, 0.0259002, -0.690262, -0.723063, -2.05644, 0.0395199, 0.0166978, -0.0989318, 0.629232, -0.174379, 
[2025-10-20 15:40:01.479049] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7951] 1760989201478926, 19.5406, -1.29674, -1.07304, -1.29407, -0.00688221, 0.0259002, -0.690262, -0.723063, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.481697] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7952] 1760989201481583, 19.5432, -1.29674, -1.07304, -1.29407, -0.00688221, 0.0259002, -0.690262, -0.723063, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.484106] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7954] 1760989201484051, 19.5457, -1.31728, -1.07193, -1.29429, -0.00840458, 0.0263448, -0.690885, -0.722436, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.486917] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7955] 1760989201486802, 19.5484, -1.31728, -1.07193, -1.29429, -0.00840458, 0.0263448, -0.690885, -0.722436, -2.0546, 0.111071, -0.0217488, -0.177264, -0.15028, 0.284004, 
[2025-10-20 15:40:01.489469] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7956] 1760989201489356, 19.551, -1.31728, -1.07193, -1.29429, -0.00840458, 0.0263448, -0.690885, -0.722436, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.493084] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7957] 1760989201492968, 19.5546, -1.31728, -1.07193, -1.29429, -0.00840458, 0.0263448, -0.690885, -0.722436, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.495541] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7959] 1760989201495445, 19.5571, -1.33774, -1.07075, -1.29442, -0.00972214, 0.026756, -0.691417, -0.721895, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.498071] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7960] 1760989201497956, 19.5596, -1.33774, -1.07075, -1.29442, -0.00972214, 0.026756, -0.691417, -0.721895, -2.04584, 0.11793, -0.0134429, -0.15167, -0.126616, 0.249195, 
[2025-10-20 15:40:01.500557] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7961] 1760989201500441, 19.5621, -1.33774, -1.07075, -1.29442, -0.00972214, 0.026756, -0.691417, -0.721895, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.503212] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7962] 1760989201503097, 19.5647, -1.33774, -1.07075, -1.29442, -0.00972214, 0.026756, -0.691417, -0.721895, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.505500] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7964] 1760989201505420, 19.567, -1.35808, -1.06951, -1.29453, -0.0112923, 0.0271025, -0.691891, -0.721405, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:40:01.508293] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7965] 1760989201508178, 19.5698, -1.35808, -1.06951, -1.29453, -0.0112923, 0.0271025, -0.691891, -0.721405, -2.03408, 0.123413, -0.010974, -0.135231, -0.170884, 0.276327, 
[2025-10-20 15:40:01.511509] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [7966] 1760989201511395, 19.573, -1.35808, -1.06951, -1.29453, -0.0112923, 0.0271025, -0.691891, -0.721405, 0, 0, 0, 0, 0, 0, 
