[2025-10-20 15:39:44.690780] [0x0000007f900067c0] [MocapTag] [0x00000a55] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:39:44.983745] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [139] 1760989184983635, 3.04527, 0.12277, -0.230544, -0.320135, 0.706088, 0.707754, 0.0154572, 0.016872, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.986800] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [140] 1760989184986688, 3.04832, 0.12277, -0.230544, -0.320135, 0.706088, 0.707754, 0.0154572, 0.016872, 0, 0, -0.00207066, 0, 0, 0, 
[2025-10-20 15:39:44.989553] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [141] 1760989184989455, 3.05109, 0.12277, -0.230544, -0.320135, 0.706088, 0.707754, 0.0154572, 0.016872, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.992195] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [143] 1760989184992084, 3.05371, 0.12277, -0.230544, -0.320135, 0.706088, 0.707754, 0.0154572, 0.016872, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.996245] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [144] 1760989184996133, 3.05776, 0.122775, -0.230545, -0.320136, 0.706066, 0.707775, 0.0154777, 0.0169018, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:44.997753] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [145] 1760989184997620, 3.05925, 0.122775, -0.230545, -0.320136, 0.706066, 0.707775, 0.0154777, 0.0169018, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.000419] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [147] 1760989185000308, 3.06194, 0.122775, -0.230545, -0.320136, 0.706066, 0.707775, 0.0154777, 0.0169018, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.003031] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [148] 1760989185002922, 3.06455, 0.122752, -0.23061, -0.32007, 0.706193, 0.707656, 0.0152774, 0.016731, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.005769] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [149] 1760989185005658, 3.06729, 0.122752, -0.23061, -0.32007, 0.706193, 0.707656, 0.0152774, 0.016731, -0.00231027, -0.00649266, 0.00665549, -0.0349402, 0.0525147, 0, 
[2025-10-20 15:39:45.008277] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [150] 1760989185008167, 3.0698, 0.122752, -0.23061, -0.32007, 0.706193, 0.707656, 0.0152774, 0.016731, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.011336] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [152] 1760989185011218, 3.07285, 0.122752, -0.23061, -0.32007, 0.706193, 0.707656, 0.0152774, 0.016731, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.013646] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [153] 1760989185013535, 3.07517, 0.122784, -0.230604, -0.320123, 0.70616, 0.707685, 0.0154388, 0.0167914, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.016522] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [154] 1760989185016411, 3.07804, 0.122784, -0.230604, -0.320123, 0.70616, 0.707685, 0.0154388, 0.0167914, 0.00319742, 0, -0.00529643, 0, 0, 0, 
[2025-10-20 15:39:45.018864] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [155] 1760989185018752, 3.08038, 0.122784, -0.230604, -0.320123, 0.70616, 0.707685, 0.0154388, 0.0167914, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.021586] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [157] 1760989185021473, 3.0831, 0.122784, -0.230604, -0.320123, 0.70616, 0.707685, 0.0154388, 0.0167914, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.024104] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [158] 1760989185023998, 3.08563, 0.12278, -0.230593, -0.320114, 0.706145, 0.7077, 0.0153669, 0.016834, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.026803] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [159] 1760989185026691, 3.08832, 0.12278, -0.230593, -0.320114, 0.706145, 0.7077, 0.0153669, 0.016834, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.029254] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [160] 1760989185029141, 3.09077, 0.12278, -0.230593, -0.320114, 0.706145, 0.7077, 0.0153669, 0.016834, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.031941] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [162] 1760989185031829, 3.09346, 0.12278, -0.230593, -0.320114, 0.706145, 0.7077, 0.0153669, 0.016834, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.034232] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [163] 1760989185034128, 3.09576, 0.122777, -0.23058, -0.320102, 0.706149, 0.707696, 0.0154197, 0.0168025, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.037068] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [164] 1760989185036959, 3.09859, 0.122777, -0.23058, -0.320102, 0.706149, 0.707696, 0.0154197, 0.0168025, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.039503] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [165] 1760989185039416, 3.10105, 0.122777, -0.23058, -0.320102, 0.706149, 0.707696, 0.0154197, 0.0168025, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.042169] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [167] 1760989185042056, 3.10369, 0.122783, -0.23057, -0.320104, 0.706121, 0.707724, 0.0153856, 0.0168152, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.044925] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [168] 1760989185044816, 3.10645, 0.122783, -0.23057, -0.320104, 0.706121, 0.707724, 0.0153856, 0.0168152, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.047491] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [169] 1760989185047384, 3.10901, 0.122783, -0.23057, -0.320104, 0.706121, 0.707724, 0.0153856, 0.0168152, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.051099] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [171] 1760989185050946, 3.11258, 0.122783, -0.23057, -0.320104, 0.706121, 0.707724, 0.0153856, 0.0168152, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.053745] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [172] 1760989185053639, 3.11527, 0.12276, -0.230572, -0.320097, 0.706138, 0.707707, 0.0154148, 0.0168165, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.056481] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [173] 1760989185056374, 3.118, 0.12276, -0.230572, -0.320097, 0.706138, 0.707707, 0.0154148, 0.0168165, -0.00230776, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.059013] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [174] 1760989185058904, 3.12053, 0.12276, -0.230572, -0.320097, 0.706138, 0.707707, 0.0154148, 0.0168165, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.061780] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [176] 1760989185061667, 3.1233, 0.12276, -0.230572, -0.320097, 0.706138, 0.707707, 0.0154148, 0.0168165, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.063982] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [177] 1760989185063876, 3.12551, 0.122787, -0.230568, -0.320116, 0.70611, 0.707734, 0.0153826, 0.0168627, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.066820] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [178] 1760989185066707, 3.12834, 0.122787, -0.230568, -0.320116, 0.70611, 0.707734, 0.0153826, 0.0168627, 0.00270881, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.069294] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [179] 1760989185069205, 3.13083, 0.122787, -0.230568, -0.320116, 0.70611, 0.707734, 0.0153826, 0.0168627, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.073080] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [181] 1760989185072957, 3.13459, 0.122787, -0.230568, -0.320116, 0.70611, 0.707734, 0.0153826, 0.0168627, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.074808] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [182] 1760989185074697, 3.13633, 0.122764, -0.23056, -0.32015, 0.706101, 0.707744, 0.0153845, 0.0168311, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.077096] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [183] 1760989185076992, 3.13862, 0.122764, -0.23056, -0.32015, 0.706101, 0.707744, 0.0153845, 0.0168311, -0.00235702, 0, -0.00334458, 0, 0, 0, 
[2025-10-20 15:39:45.079669] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [184] 1760989185079578, 3.14121, 0.122764, -0.23056, -0.32015, 0.706101, 0.707744, 0.0153845, 0.0168311, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.082451] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [186] 1760989185082338, 3.14397, 0.122773, -0.230565, -0.320144, 0.706098, 0.707747, 0.0153775, 0.0168095, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.085158] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [187] 1760989185085050, 3.14668, 0.122773, -0.230565, -0.320144, 0.706098, 0.707747, 0.0153775, 0.0168095, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.087600] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [188] 1760989185087497, 3.14913, 0.122773, -0.230565, -0.320144, 0.706098, 0.707747, 0.0153775, 0.0168095, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.090279] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [190] 1760989185090197, 3.15183, 0.122773, -0.230565, -0.320144, 0.706098, 0.707747, 0.0153775, 0.0168095, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.092921] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [191] 1760989185092808, 3.15444, 0.122768, -0.230557, -0.320136, 0.706101, 0.707745, 0.0154261, 0.0167626, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.095816] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [192] 1760989185095706, 3.15734, 0.122768, -0.230557, -0.320136, 0.706101, 0.707745, 0.0154261, 0.0167626, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.098182] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [193] 1760989185098074, 3.1597, 0.122768, -0.230557, -0.320136, 0.706101, 0.707745, 0.0154261, 0.0167626, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.101680] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [195] 1760989185101570, 3.1632, 0.122768, -0.230557, -0.320136, 0.706101, 0.707745, 0.0154261, 0.0167626, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.103609] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [196] 1760989185103505, 3.16513, 0.1228, -0.230561, -0.320095, 0.706115, 0.70773, 0.0153758, 0.0168601, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.106235] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [197] 1760989185106128, 3.16776, 0.1228, -0.230561, -0.320095, 0.706115, 0.70773, 0.0153758, 0.0168601, 0.00325642, 0, 0.00408537, 0, 0, 0, 
[2025-10-20 15:39:45.108813] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [198] 1760989185108696, 3.17033, 0.1228, -0.230561, -0.320095, 0.706115, 0.70773, 0.0153758, 0.0168601, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.111398] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [200] 1760989185111285, 3.17292, 0.1228, -0.230561, -0.320095, 0.706115, 0.70773, 0.0153758, 0.0168601, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.113997] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [201] 1760989185113891, 3.17552, 0.122792, -0.230561, -0.320093, 0.706132, 0.70771, 0.0154867, 0.0168443, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.116775] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [202] 1760989185116664, 3.17829, 0.122792, -0.230561, -0.320093, 0.706132, 0.70771, 0.0154867, 0.0168443, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.119447] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [203] 1760989185119358, 3.18099, 0.122792, -0.230561, -0.320093, 0.706132, 0.70771, 0.0154867, 0.0168443, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.122002] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [205] 1760989185121888, 3.18352, 0.122784, -0.230533, -0.320128, 0.706076, 0.707767, 0.0155011, 0.0168007, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.124808] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [206] 1760989185124700, 3.18633, 0.122784, -0.230533, -0.320128, 0.706076, 0.707767, 0.0155011, 0.0168007, 0, 0.00281869, -0.00356245, 0, 0, 0, 
[2025-10-20 15:39:45.127374] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [207] 1760989185127257, 3.18889, 0.122784, -0.230533, -0.320128, 0.706076, 0.707767, 0.0155011, 0.0168007, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.129766] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [209] 1760989185129709, 3.19134, 0.122784, -0.230533, -0.320128, 0.706076, 0.707767, 0.0155011, 0.0168007, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.132597] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [210] 1760989185132483, 3.19411, 0.122794, -0.230542, -0.32014, 0.706079, 0.707762, 0.0154815, 0.0168722, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.135199] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [211] 1760989185135087, 3.19672, 0.122794, -0.230542, -0.32014, 0.706079, 0.707762, 0.0154815, 0.0168722, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.137640] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [212] 1760989185137534, 3.19916, 0.122794, -0.230542, -0.32014, 0.706079, 0.707762, 0.0154815, 0.0168722, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.140355] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [214] 1760989185140239, 3.20187, 0.122794, -0.230542, -0.32014, 0.706079, 0.707762, 0.0154815, 0.0168722, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.142789] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [215] 1760989185142677, 3.20431, 0.122789, -0.230541, -0.320147, 0.706078, 0.707763, 0.0155102, 0.0168765, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.146207] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [216] 1760989185146094, 3.20772, 0.122789, -0.230541, -0.320147, 0.706078, 0.707763, 0.0155102, 0.0168765, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.148732] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [217] 1760989185148611, 3.21024, 0.122789, -0.230541, -0.320147, 0.706078, 0.707763, 0.0155102, 0.0168765, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.151382] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [219] 1760989185151269, 3.2129, 0.122789, -0.230541, -0.320147, 0.706078, 0.707763, 0.0155102, 0.0168765, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.153775] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [220] 1760989185153667, 3.2153, 0.12278, -0.230562, -0.320145, 0.70608, 0.707762, 0.0154341, 0.0169241, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.156587] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [221] 1760989185156469, 3.2181, 0.12278, -0.230562, -0.320145, 0.70608, 0.707762, 0.0154341, 0.0169241, 0, -0.00211158, 0, 0, 0, 0, 
[2025-10-20 15:39:45.159044] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [222] 1760989185158958, 3.22059, 0.12278, -0.230562, -0.320145, 0.70608, 0.707762, 0.0154341, 0.0169241, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.161859] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [224] 1760989185161745, 3.22337, 0.12278, -0.230562, -0.320145, 0.70608, 0.707762, 0.0154341, 0.0169241, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.164351] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [225] 1760989185164239, 3.22587, 0.122767, -0.230558, -0.320128, 0.706114, 0.707728, 0.0155099, 0.0168229, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.167032] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [226] 1760989185166922, 3.22855, 0.122767, -0.230558, -0.320128, 0.706114, 0.707728, 0.0155099, 0.0168229, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.169635] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [227] 1760989185169534, 3.23116, 0.122767, -0.230558, -0.320128, 0.706114, 0.707728, 0.0155099, 0.0168229, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.172043] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [229] 1760989185171932, 3.23356, 0.122711, -0.230588, -0.320135, 0.70614, 0.707708, 0.0153776, 0.0166878, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.175526] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [230] 1760989185175415, 3.23705, 0.122711, -0.230588, -0.320135, 0.70614, 0.707708, 0.0153776, 0.0166878, -0.00558893, -0.00293184, 0, 0, 0.0378314, 0, 
[2025-10-20 15:39:45.178018] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [231] 1760989185177911, 3.23954, 0.122711, -0.230588, -0.320135, 0.70614, 0.707708, 0.0153776, 0.0166878, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.180860] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [233] 1760989185180732, 3.24236, 0.122711, -0.230588, -0.320135, 0.70614, 0.707708, 0.0153776, 0.0166878, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.183296] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [234] 1760989185183184, 3.24481, 0.122711, -0.230607, -0.320092, 0.706186, 0.707662, 0.0153156, 0.0167467, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.185982] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [235] 1760989185185877, 3.24751, 0.122711, -0.230607, -0.320092, 0.706186, 0.707662, 0.0153156, 0.0167467, 0, 0, 0.00433698, 0, 0, 0, 
[2025-10-20 15:39:45.188632] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [236] 1760989185188524, 3.25015, 0.122711, -0.230607, -0.320092, 0.706186, 0.707662, 0.0153156, 0.0167467, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.191569] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [238] 1760989185191454, 3.25308, 0.122711, -0.230607, -0.320092, 0.706186, 0.707662, 0.0153156, 0.0167467, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.194115] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [239] 1760989185194010, 3.25564, 0.122719, -0.230596, -0.320071, 0.706192, 0.707658, 0.0152982, 0.0167106, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.196938] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [240] 1760989185196829, 3.25846, 0.122719, -0.230596, -0.320071, 0.706192, 0.707658, 0.0152982, 0.0167106, 0, 0, 0.00210797, 0, 0, 0, 
[2025-10-20 15:39:45.199547] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [241] 1760989185199455, 3.26109, 0.122719, -0.230596, -0.320071, 0.706192, 0.707658, 0.0152982, 0.0167106, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.202096] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [243] 1760989185201982, 3.26361, 0.122719, -0.230596, -0.320071, 0.706192, 0.707658, 0.0152982, 0.0167106, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.204761] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [244] 1760989185204646, 3.26628, 0.122703, -0.230597, -0.320093, 0.70619, 0.707661, 0.0153077, 0.0166639, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.208036] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [245] 1760989185207928, 3.26956, 0.122703, -0.230597, -0.320093, 0.70619, 0.707661, 0.0153077, 0.0166639, 0, 0, -0.00226038, 0, 0, 0, 
[2025-10-20 15:39:45.211163] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [247] 1760989185211018, 3.27265, 0.122703, -0.230597, -0.320093, 0.70619, 0.707661, 0.0153077, 0.0166639, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.213873] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [248] 1760989185213768, 3.2754, 0.12274, -0.230596, -0.320064, 0.70618, 0.70767, 0.0152719, 0.0167075, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.216689] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [249] 1760989185216579, 3.27821, 0.12274, -0.230596, -0.320064, 0.70618, 0.70767, 0.0152719, 0.0167075, 0.00365915, 0, 0.00288418, 0, 0, 0, 
[2025-10-20 15:39:45.218988] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [250] 1760989185218893, 3.28052, 0.12274, -0.230596, -0.320064, 0.70618, 0.70767, 0.0152719, 0.0167075, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.222335] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [252] 1760989185222209, 3.28384, 0.12274, -0.230596, -0.320064, 0.70618, 0.70767, 0.0152719, 0.0167075, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.224874] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [253] 1760989185224767, 3.2864, 0.122709, -0.230598, -0.320091, 0.706193, 0.707658, 0.0153331, 0.0166354, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.227640] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [254] 1760989185227530, 3.28916, 0.122709, -0.230598, -0.320091, 0.706193, 0.707658, 0.0153331, 0.0166354, -0.00309416, 0, -0.00264043, 0, 0, 0, 
[2025-10-20 15:39:45.230566] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [256] 1760989185230454, 3.29208, 0.122709, -0.230598, -0.320091, 0.706193, 0.707658, 0.0153331, 0.0166354, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.233024] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [257] 1760989185232915, 3.29454, 0.122743, -0.230566, -0.320094, 0.706172, 0.707676, 0.0153159, 0.0167808, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.235778] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [258] 1760989185235660, 3.29729, 0.122743, -0.230566, -0.320094, 0.706172, 0.707676, 0.0153159, 0.0167808, 0.00339072, 0.00321876, 0, 0, 0, 0, 
[2025-10-20 15:39:45.239061] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [259] 1760989185238976, 3.30061, 0.122743, -0.230566, -0.320094, 0.706172, 0.707676, 0.0153159, 0.0167808, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.241763] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [261] 1760989185241630, 3.30326, 0.122743, -0.230566, -0.320094, 0.706172, 0.707676, 0.0153159, 0.0167808, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.244627] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [262] 1760989185244517, 3.30615, 0.12274, -0.230587, -0.320085, 0.706169, 0.707679, 0.0152849, 0.0167765, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.246868] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [263] 1760989185246763, 3.30839, 0.12274, -0.230587, -0.320085, 0.706169, 0.707679, 0.0152849, 0.0167765, 0, -0.00216164, 0, 0, 0, 0, 
[2025-10-20 15:39:45.249343] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [264] 1760989185249250, 3.31088, 0.12274, -0.230587, -0.320085, 0.706169, 0.707679, 0.0152849, 0.0167765, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.251968] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [266] 1760989185251856, 3.31349, 0.12274, -0.230587, -0.320085, 0.706169, 0.707679, 0.0152849, 0.0167765, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.255516] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [267] 1760989185255402, 3.31703, 0.122752, -0.230596, -0.320094, 0.706191, 0.707659, 0.0152697, 0.0167201, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.257858] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [268] 1760989185257702, 3.31933, 0.122752, -0.230596, -0.320094, 0.706191, 0.707659, 0.0152697, 0.0167201, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.260649] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [270] 1760989185260539, 3.32217, 0.122752, -0.230596, -0.320094, 0.706191, 0.707659, 0.0152697, 0.0167201, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.263246] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [271] 1760989185263135, 3.32477, 0.122752, -0.230593, -0.320086, 0.706182, 0.707669, 0.0152581, 0.0166826, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:39:45.265893] [0x0000007f76ffc9a0] [MocapTag] [0x00000a55] [272] 1760989185265782, 3.32741, 0.122752, -0.230593, -0.320086, 0.706182, 0.707669, 0.0152581, 0.0166826, 0, 0, 0, 0, 0, 0, 
