[2025-10-20 10:58:22.686445] [0x0000007f87c3c7c0] [MocapTag] [0x00001824] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 10:58:30.387866] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3618] 1760972310387738, 10.4752, 0.106599, -0.206845, -0.325724, 0.707639, 0.706075, -0.0157593, -0.0213738, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.391417] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3620] 1760972310391281, 10.4787, 0.106599, -0.206845, -0.325724, 0.707639, 0.706075, -0.0157593, -0.0213738, 0, -0.00282233, 0, -0.0526786, 0.0447612, 0, 
[2025-10-20 10:58:30.393040] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3621] 1760972310392911, 10.4803, 0.106599, -0.206845, -0.325724, 0.707639, 0.706075, -0.0157593, -0.0213738, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.395266] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3622] 1760972310395143, 10.4826, 0.106568, -0.206879, -0.325762, 0.707729, 0.70598, -0.0157945, -0.0215139, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.398888] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3623] 1760972310398771, 10.4862, 0.106568, -0.206879, -0.325762, 0.707729, 0.70598, -0.0157945, -0.0215139, -0.00306652, -0.00340565, -0.0038219, 0, 0, 0, 
[2025-10-20 10:58:30.401093] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3625] 1760972310400970, 10.4884, 0.106568, -0.206879, -0.325762, 0.707729, 0.70598, -0.0157945, -0.0215139, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.403974] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3626] 1760972310403852, 10.4913, 0.106568, -0.206879, -0.325762, 0.707729, 0.70598, -0.0157945, -0.0215139, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.406430] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3627] 1760972310406305, 10.4937, 0.106591, -0.206877, -0.325886, 0.707612, 0.706094, -0.0157288, -0.0216565, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.409112] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3628] 1760972310408989, 10.4964, 0.106591, -0.206877, -0.325886, 0.707612, 0.706094, -0.0157288, -0.0216565, 0.0022324, 0, -0.0124518, 0, 0, 0, 
[2025-10-20 10:58:30.411867] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3630] 1760972310411733, 10.4991, 0.106591, -0.206877, -0.325886, 0.707612, 0.706094, -0.0157288, -0.0216565, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.414435] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3631] 1760972310414307, 10.5017, 0.106591, -0.206877, -0.325886, 0.707612, 0.706094, -0.0157288, -0.0216565, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.416996] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3632] 1760972310416873, 10.5043, 0.10659, -0.206848, -0.325945, 0.707619, 0.706093, -0.0157003, -0.0214838, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.419808] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3633] 1760972310419714, 10.5071, 0.10659, -0.206848, -0.325945, 0.707619, 0.706093, -0.0157003, -0.0214838, 0, 0.00291117, -0.00584198, 0, 0, 0, 
[2025-10-20 10:58:30.422356] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3635] 1760972310422240, 10.5097, 0.10659, -0.206848, -0.325945, 0.707619, 0.706093, -0.0157003, -0.0214838, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.424705] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3636] 1760972310424595, 10.512, 0.10659, -0.206848, -0.325945, 0.707619, 0.706093, -0.0157003, -0.0214838, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.427562] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3637] 1760972310427438, 10.5149, 0.106613, -0.206918, -0.325879, 0.707829, 0.705885, -0.0158088, -0.0213262, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.430248] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3638] 1760972310430169, 10.5176, 0.106613, -0.206918, -0.325879, 0.707829, 0.705885, -0.0158088, -0.0213262, 0.002267, -0.00700509, 0.00658782, -0.0581503, 0, -0.0361185, 
[2025-10-20 10:58:30.432760] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3640] 1760972310432646, 10.5201, 0.106613, -0.206918, -0.325879, 0.707829, 0.705885, -0.0158088, -0.0213262, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.435774] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3641] 1760972310435660, 10.5231, 0.106613, -0.206918, -0.325879, 0.707829, 0.705885, -0.0158088, -0.0213262, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.439050] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3642] 1760972310438933, 10.5263, 0.106692, -0.20691, -0.325919, 0.707607, 0.706108, -0.0157467, -0.0213406, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.441108] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3644] 1760972310441014, 10.5284, 0.106692, -0.20691, -0.325919, 0.707607, 0.706108, -0.0157467, -0.0213406, 0.00788908, 0, -0.00396917, 0.0627637, 0, 0, 
[2025-10-20 10:58:30.443871] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3645] 1760972310443758, 10.5312, 0.106692, -0.20691, -0.325919, 0.707607, 0.706108, -0.0157467, -0.0213406, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.446403] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3646] 1760972310446286, 10.5337, 0.106688, -0.20694, -0.325881, 0.707655, 0.706075, -0.0154432, -0.0210744, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.449170] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3647] 1760972310449052, 10.5365, 0.106688, -0.20694, -0.325881, 0.707655, 0.706075, -0.0154432, -0.0210744, 0, -0.00294375, 0.00377166, 0, -0.0806682, 0, 
[2025-10-20 10:58:30.451945] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3649] 1760972310451825, 10.5392, 0.106688, -0.20694, -0.325881, 0.707655, 0.706075, -0.0154432, -0.0210744, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.454328] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3650] 1760972310454222, 10.5416, 0.106688, -0.20694, -0.325881, 0.707655, 0.706075, -0.0154432, -0.0210744, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.457680] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3651] 1760972310457564, 10.545, 0.1067, -0.20696, -0.325839, 0.707626, 0.706107, -0.0154384, -0.020959, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.460915] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3653] 1760972310460765, 10.5482, 0.1067, -0.20696, -0.325839, 0.707626, 0.706107, -0.0154384, -0.020959, 0, 0, 0.00415353, 0, 0, 0, 
[2025-10-20 10:58:30.462642] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3654] 1760972310462526, 10.5499, 0.1067, -0.20696, -0.325839, 0.707626, 0.706107, -0.0154384, -0.020959, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.465248] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3655] 1760972310465138, 10.5526, 0.106693, -0.206981, -0.325842, 0.707619, 0.706112, -0.0154173, -0.0210747, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.468228] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3656] 1760972310468071, 10.5555, 0.106693, -0.206981, -0.325842, 0.707619, 0.706112, -0.0154173, -0.0210747, 0, -0.00213646, 0, 0, 0, 0, 
[2025-10-20 10:58:30.471690] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3658] 1760972310471575, 10.559, 0.106693, -0.206981, -0.325842, 0.707619, 0.706112, -0.0154173, -0.0210747, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.473383] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3659] 1760972310473270, 10.5607, 0.106693, -0.206981, -0.325842, 0.707619, 0.706112, -0.0154173, -0.0210747, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.475844] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3660] 1760972310475729, 10.5631, 0.106628, -0.207025, -0.325916, 0.707695, 0.706033, -0.015334, -0.0212079, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.478741] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3661] 1760972310478623, 10.566, 0.106628, -0.207025, -0.325916, 0.707695, 0.706033, -0.015334, -0.0212079, -0.00650342, -0.00442225, -0.0074225, 0, 0, 0, 
[2025-10-20 10:58:30.481107] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3663] 1760972310481032, 10.5684, 0.106628, -0.207025, -0.325916, 0.707695, 0.706033, -0.015334, -0.0212079, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.484507] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3664] 1760972310484394, 10.5718, 0.106628, -0.207025, -0.325916, 0.707695, 0.706033, -0.015334, -0.0212079, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.486530] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3665] 1760972310486413, 10.5738, 0.106422, -0.207181, -0.326072, 0.707913, 0.705807, -0.0151651, -0.0215925, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.489572] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3666] 1760972310489457, 10.5769, 0.106422, -0.207181, -0.326072, 0.707913, 0.705807, -0.0151651, -0.0215925, -0.0206341, -0.0155607, -0.0155898, -0.0650525, 0, 0.0800385, 
[2025-10-20 10:58:30.492399] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3668] 1760972310492286, 10.5797, 0.106422, -0.207181, -0.326072, 0.707913, 0.705807, -0.0151651, -0.0215925, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.494614] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3669] 1760972310494507, 10.5819, 0.106422, -0.207181, -0.326072, 0.707913, 0.705807, -0.0151651, -0.0215925, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.497194] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3670] 1760972310497077, 10.5845, 0.106026, -0.207266, -0.32696, 0.707458, 0.706252, -0.0140563, -0.0226549, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.500560] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3671] 1760972310500467, 10.5879, 0.106026, -0.207266, -0.32696, 0.707458, 0.706252, -0.0140563, -0.0226549, -0.0396076, -0.00847526, -0.088778, 0.119376, 0, 0.304055, 
[2025-10-20 10:58:30.502635] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3673] 1760972310502521, 10.5899, 0.106026, -0.207266, -0.32696, 0.707458, 0.706252, -0.0140563, -0.0226549, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.505493] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3674] 1760972310505379, 10.5928, 0.106026, -0.207266, -0.32696, 0.707458, 0.706252, -0.0140563, -0.0226549, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.508183] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3675] 1760972310508035, 10.5955, 0.105436, -0.206803, -0.327161, 0.705842, 0.707863, -0.0123824, -0.0237264, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.510871] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3676] 1760972310510783, 10.5982, 0.105436, -0.206803, -0.327161, 0.705842, 0.707863, -0.0123824, -0.0237264, -0.0589542, 0.0462732, -0.0201398, 0.44744, -0.0819519, 0.376865, 
[2025-10-20 10:58:30.513391] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3678] 1760972310513273, 10.6007, 0.105436, -0.206803, -0.327161, 0.705842, 0.707863, -0.0123824, -0.0237264, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.516274] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3679] 1760972310516158, 10.6036, 0.105408, -0.206786, -0.327707, 0.704908, 0.708774, -0.0112741, -0.0248245, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.519271] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3680] 1760972310519153, 10.6066, 0.105408, -0.206786, -0.327707, 0.704908, 0.708774, -0.0112741, -0.0248245, -0.00278474, 0, -0.0545812, 0.253189, 0, 0.30566, 
[2025-10-20 10:58:30.522657] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3682] 1760972310522538, 10.61, 0.105408, -0.206786, -0.327707, 0.704908, 0.708774, -0.0112741, -0.0248245, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.524737] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3683] 1760972310524624, 10.612, 0.105408, -0.206786, -0.327707, 0.704908, 0.708774, -0.0112741, -0.0248245, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.527304] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3684] 1760972310527187, 10.6146, 0.105219, -0.206566, -0.328426, 0.703966, 0.709698, -0.00951175, -0.0258813, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.530056] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3685] 1760972310529941, 10.6174, 0.105219, -0.206566, -0.328426, 0.703966, 0.709698, -0.00951175, -0.0258813, -0.0189447, 0.0220798, -0.0718923, 0.254941, -0.0957787, 0.39268, 
[2025-10-20 10:58:30.532773] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3687] 1760972310532659, 10.6201, 0.105219, -0.206566, -0.328426, 0.703966, 0.709698, -0.00951175, -0.0258813, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.536723] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3688] 1760972310536609, 10.624, 0.105219, -0.206566, -0.328426, 0.703966, 0.709698, -0.00951175, -0.0258813, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.539176] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3689] 1760972310539065, 10.6265, 0.104841, -0.206348, -0.328959, 0.703201, 0.710452, -0.0076633, -0.0265975, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.541973] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3691] 1760972310541858, 10.6293, 0.104841, -0.206348, -0.328959, 0.703201, 0.710452, -0.0076633, -0.0265975, -0.0378054, 0.0217811, -0.0532404, 0.207984, -0.155956, 0.358325, 
[2025-10-20 10:58:30.544580] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3692] 1760972310544472, 10.6319, 0.104841, -0.206348, -0.328959, 0.703201, 0.710452, -0.0076633, -0.0265975, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.547321] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3693] 1760972310547208, 10.6346, 0.104482, -0.206238, -0.329567, 0.702871, 0.710793, -0.00633362, -0.0265671, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.550013] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3694] 1760972310549925, 10.6373, 0.104482, -0.206238, -0.329567, 0.702871, 0.710793, -0.00633362, -0.0265671, -0.0359132, 0.0110158, -0.0608643, 0.0931859, -0.190135, 0.182514, 
[2025-10-20 10:58:30.553137] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3696] 1760972310553023, 10.6404, 0.104482, -0.206238, -0.329567, 0.702871, 0.710793, -0.00633362, -0.0265671, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.555768] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3697] 1760972310555655, 10.6431, 0.104073, -0.20617, -0.330186, 0.702501, 0.711174, -0.0048488, -0.0264441, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.559192] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3698] 1760972310559074, 10.6465, 0.104073, -0.20617, -0.330186, 0.702501, 0.711174, -0.0048488, -0.0264441, -0.0408057, 0.00678012, -0.0618936, 0.105298, -0.224795, 0.191432, 
[2025-10-20 10:58:30.561717] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3700] 1760972310561596, 10.649, 0.104073, -0.20617, -0.330186, 0.702501, 0.711174, -0.0048488, -0.0264441, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.564495] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3701] 1760972310564382, 10.6518, 0.104073, -0.20617, -0.330186, 0.702501, 0.711174, -0.0048488, -0.0264441, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.567203] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3702] 1760972310567087, 10.6545, 0.103736, -0.206141, -0.330701, 0.702155, 0.711524, -0.00302789, -0.0265133, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.570908] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3704] 1760972310570813, 10.6582, 0.103736, -0.206141, -0.330701, 0.702155, 0.711524, -0.00302789, -0.0265133, -0.0337247, 0.00286073, -0.0514959, 0.0965595, -0.244578, 0.266723, 
[2025-10-20 10:58:30.572390] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3705] 1760972310572277, 10.6597, 0.103736, -0.206141, -0.330701, 0.702155, 0.711524, -0.00302789, -0.0265133, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.575102] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3706] 1760972310574992, 10.6624, 0.103736, -0.206141, -0.330701, 0.702155, 0.711524, -0.00302789, -0.0265133, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.577679] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3707] 1760972310577567, 10.665, 0.103616, -0.205988, -0.331336, 0.701792, 0.711897, -0.000964009, -0.0262517, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.580384] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3708] 1760972310580298, 10.6677, 0.103616, -0.205988, -0.331336, 0.701792, 0.711897, -0.000964009, -0.0262517, -0.0119745, 0.0152873, -0.0635335, 0.104547, -0.325432, 0.254897, 
[2025-10-20 10:58:30.583771] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3710] 1760972310583657, 10.6711, 0.103616, -0.205988, -0.331336, 0.701792, 0.711897, -0.000964009, -0.0262517, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.586276] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3711] 1760972310586160, 10.6736, 0.103683, -0.205935, -0.332181, 0.701915, 0.711789, 0.00111113, -0.0258875, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.589059] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3712] 1760972310588942, 10.6764, 0.103683, -0.205935, -0.332181, 0.701915, 0.711789, 0.00111113, -0.0258875, 0.00668374, 0.00530244, -0.0844267, 0, -0.34395, 0.24481, 
[2025-10-20 10:58:30.591625] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3714] 1760972310591502, 10.6789, 0.103683, -0.205935, -0.332181, 0.701915, 0.711789, 0.00111113, -0.0258875, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.594250] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3715] 1760972310594137, 10.6816, 0.103683, -0.205935, -0.332181, 0.701915, 0.711789, 0.00111113, -0.0258875, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.596921] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3716] 1760972310596807, 10.6842, 0.103437, -0.205751, -0.332483, 0.701493, 0.712226, 0.00283368, -0.0251663, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.600017] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3717] 1760972310599929, 10.6873, 0.103437, -0.205751, -0.332483, 0.701493, 0.712226, 0.00283368, -0.0251663, -0.0246696, 0.018452, -0.0302097, 0.125754, -0.342232, 0.141849, 
[2025-10-20 10:58:30.602244] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3719] 1760972310602128, 10.6895, 0.103437, -0.205751, -0.332483, 0.701493, 0.712226, 0.00283368, -0.0251663, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.604763] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3720] 1760972310604638, 10.6921, 0.103437, -0.205751, -0.332483, 0.701493, 0.712226, 0.00283368, -0.0251663, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.607239] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3721] 1760972310607126, 10.6945, 0.103167, -0.205531, -0.332925, 0.700884, 0.712854, 0.00422858, -0.0241424, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.609810] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3723] 1760972310609733, 10.6971, 0.103167, -0.205531, -0.332925, 0.700884, 0.712854, 0.00422858, -0.0241424, -0.02699, 0.0219961, -0.0441831, 0.180948, -0.338166, 0.0522863, 
[2025-10-20 10:58:30.612386] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3724] 1760972310612275, 10.6997, 0.103167, -0.205531, -0.332925, 0.700884, 0.712854, 0.00422858, -0.0241424, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.615242] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3725] 1760972310615135, 10.7026, 0.103167, -0.205531, -0.332925, 0.700884, 0.712854, 0.00422858, -0.0241424, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.617853] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3726] 1760972310617739, 10.7052, 0.102943, -0.205278, -0.333112, 0.700103, 0.713662, 0.00542212, -0.0226192, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.620679] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3728] 1760972310620554, 10.708, 0.102943, -0.205278, -0.333112, 0.700103, 0.713662, 0.00542212, -0.0226192, -0.0223252, 0.0252779, -0.0187382, 0.232899, -0.380097, -0.0464603, 
[2025-10-20 10:58:30.623121] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3729] 1760972310623010, 10.7104, 0.102943, -0.205278, -0.333112, 0.700103, 0.713662, 0.00542212, -0.0226192, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.625841] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3730] 1760972310625725, 10.7131, 0.102847, -0.20499, -0.333245, 0.699172, 0.714624, 0.00656677, -0.0206973, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.628740] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3731] 1760972310628623, 10.716, 0.102847, -0.20499, -0.333245, 0.699172, 0.714624, 0.00656677, -0.0206973, -0.00961206, 0.0288495, -0.0133454, 0.277364, -0.429498, -0.108807, 
[2025-10-20 10:58:30.631910] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3733] 1760972310631784, 10.7192, 0.102847, -0.20499, -0.333245, 0.699172, 0.714624, 0.00656677, -0.0206973, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.633708] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3734] 1760972310633600, 10.721, 0.102847, -0.20499, -0.333245, 0.699172, 0.714624, 0.00656677, -0.0206973, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.636377] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3735] 1760972310636259, 10.7237, 0.102766, -0.204563, -0.333402, 0.698281, 0.715534, 0.00804432, -0.0187316, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.639184] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3736] 1760972310639067, 10.7265, 0.102766, -0.204563, -0.333402, 0.698281, 0.715534, 0.00804432, -0.0187316, -0.00815006, 0.0426796, -0.015654, 0.264442, -0.482787, -0.065947, 
[2025-10-20 10:58:30.641790] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3738] 1760972310641673, 10.7291, 0.102766, -0.204563, -0.333402, 0.698281, 0.715534, 0.00804432, -0.0187316, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.644382] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3739] 1760972310644270, 10.7317, 0.102766, -0.204563, -0.333402, 0.698281, 0.715534, 0.00804432, -0.0187316, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.647076] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3740] 1760972310646960, 10.7344, 0.102744, -0.20416, -0.33345, 0.697515, 0.716317, 0.00936064, -0.0166001, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.649822] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3741] 1760972310649708, 10.7371, 0.102744, -0.20416, -0.33345, 0.697515, 0.716317, 0.00936064, -0.0166001, -0.00219357, 0.0402769, -0.00477251, 0.228763, -0.484876, -0.110704, 
[2025-10-20 10:58:30.652337] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3743] 1760972310652222, 10.7396, 0.102744, -0.20416, -0.33345, 0.697515, 0.716317, 0.00936064, -0.0166001, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.655017] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3744] 1760972310654907, 10.7423, 0.102744, -0.20416, -0.33345, 0.697515, 0.716317, 0.00936064, -0.0166001, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.657706] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3745] 1760972310657594, 10.745, 0.102834, -0.203795, -0.333531, 0.696799, 0.717048, 0.0102769, -0.01441, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.660755] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3747] 1760972310660687, 10.7481, 0.102834, -0.203795, -0.333531, 0.696799, 0.717048, 0.0102769, -0.01441, 0.00898546, 0.03645, -0.00816943, 0.21323, -0.438024, -0.175063, 
[2025-10-20 10:58:30.663391] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3748] 1760972310663278, 10.7507, 0.102834, -0.203795, -0.333531, 0.696799, 0.717048, 0.0102769, -0.01441, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:30.666449] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [3749] 1760972310666321, 10.7537, 0.102794, -0.203471, -0.333622, 0.696333, 0.717524, 0.0112814, -0.0123525, 0, 0, 0, 0, 0, 0, 
