[2025-10-20 15:46:08.810090] [0x0000007fbcd6b7c0] [MocapTag] [0x00001580] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:46:11.569782] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1302] 1760989571569711, 5.50936, 0.154059, -0.217324, -0.32004, 0.705978, 0.708112, 0.00722771, 0.0109723, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.572349] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1303] 1760989571572238, 5.51189, 0.154048, -0.217292, -0.31999, 0.70594, 0.708146, 0.00717191, 0.0112043, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.575017] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1304] 1760989571574907, 5.51456, 0.154048, -0.217292, -0.31999, 0.70594, 0.708146, 0.00717191, 0.0112043, 0, 0.00310617, 0.00503283, 0, 0, -0.0405404, 
[2025-10-20 15:46:11.578069] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1305] 1760989571577959, 5.51761, 0.154048, -0.217292, -0.31999, 0.70594, 0.708146, 0.00717191, 0.0112043, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.580726] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1307] 1760989571580607, 5.52026, 0.154048, -0.217292, -0.31999, 0.70594, 0.708146, 0.00717191, 0.0112043, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.583288] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1308] 1760989571583171, 5.52282, 0.154062, -0.217268, -0.320037, 0.70588, 0.708205, 0.00725943, 0.0112141, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.586183] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1309] 1760989571586072, 5.52572, 0.154062, -0.217268, -0.320037, 0.70588, 0.708205, 0.00725943, 0.0112141, 0, 0.00239613, -0.00477351, 0, 0, 0, 
[2025-10-20 15:46:11.589969] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1311] 1760989571589859, 5.52951, 0.154062, -0.217268, -0.320037, 0.70588, 0.708205, 0.00725943, 0.0112141, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.591533] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1312] 1760989571591413, 5.53106, 0.154087, -0.217261, -0.320079, 0.705837, 0.708248, 0.00728975, 0.0112064, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.594157] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1313] 1760989571594049, 5.5337, 0.154087, -0.217261, -0.320079, 0.705837, 0.708248, 0.00728975, 0.0112064, 0.00247423, 0, -0.00413862, 0, 0, 0, 
[2025-10-20 15:46:11.596652] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1314] 1760989571596539, 5.53619, 0.154087, -0.217261, -0.320079, 0.705837, 0.708248, 0.00728975, 0.0112064, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.599177] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1316] 1760989571599117, 5.53877, 0.154087, -0.217261, -0.320079, 0.705837, 0.708248, 0.00728975, 0.0112064, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.601900] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1317] 1760989571601780, 5.54143, 0.154085, -0.217266, -0.320038, 0.705922, 0.708165, 0.00716078, 0.0111565, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.604736] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1318] 1760989571604624, 5.54428, 0.154085, -0.217266, -0.320038, 0.705922, 0.708165, 0.00716078, 0.0111565, 0, 0, 0.00405635, 0, 0, 0, 
[2025-10-20 15:46:11.607149] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1319] 1760989571607043, 5.54669, 0.154085, -0.217266, -0.320038, 0.705922, 0.708165, 0.00716078, 0.0111565, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.610437] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1321] 1760989571610327, 5.54998, 0.154085, -0.217266, -0.320038, 0.705922, 0.708165, 0.00716078, 0.0111565, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.613350] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1322] 1760989571613236, 5.55289, 0.154078, -0.21728, -0.320021, 0.705966, 0.708122, 0.00711638, 0.0111816, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.615692] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1323] 1760989571615580, 5.55523, 0.154078, -0.21728, -0.320021, 0.705966, 0.708122, 0.00711638, 0.0111816, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.618145] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1324] 1760989571618040, 5.55769, 0.154078, -0.21728, -0.320021, 0.705966, 0.708122, 0.00711638, 0.0111816, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.620996] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1326] 1760989571620884, 5.56054, 0.154078, -0.21728, -0.320021, 0.705966, 0.708122, 0.00711638, 0.0111816, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.623603] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1327] 1760989571623490, 5.56314, 0.154089, -0.217267, -0.320077, 0.705866, 0.708219, 0.00716796, 0.0113218, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.626171] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1328] 1760989571626063, 5.56571, 0.154089, -0.217267, -0.320077, 0.705866, 0.708219, 0.00716796, 0.0113218, 0, 0, -0.00558426, 0, 0, 0, 
[2025-10-20 15:46:11.628797] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1329] 1760989571628708, 5.56836, 0.154089, -0.217267, -0.320077, 0.705866, 0.708219, 0.00716796, 0.0113218, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.631451] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1331] 1760989571631338, 5.57099, 0.154103, -0.217259, -0.320114, 0.705884, 0.7082, 0.00724145, 0.01127, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.634162] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1332] 1760989571634051, 5.5737, 0.154103, -0.217259, -0.320114, 0.705884, 0.7082, 0.00724145, 0.01127, 0, 0, -0.00371798, 0, 0, 0, 
[2025-10-20 15:46:11.636660] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1333] 1760989571636550, 5.5762, 0.154103, -0.217259, -0.320114, 0.705884, 0.7082, 0.00724145, 0.01127, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.639274] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1334] 1760989571639188, 5.57884, 0.154103, -0.217259, -0.320114, 0.705884, 0.7082, 0.00724145, 0.01127, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.642080] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1336] 1760989571641968, 5.58162, 0.15411, -0.21722, -0.320102, 0.705933, 0.70815, 0.00730061, 0.011339, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.645203] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1337] 1760989571645092, 5.58474, 0.15411, -0.21722, -0.320102, 0.705933, 0.70815, 0.00730061, 0.011339, 0, 0.00384554, 0, 0, 0, 0, 
[2025-10-20 15:46:11.647127] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1338] 1760989571647020, 5.58667, 0.15411, -0.21722, -0.320102, 0.705933, 0.70815, 0.00730061, 0.011339, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.649855] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1340] 1760989571649744, 5.5894, 0.15411, -0.21722, -0.320102, 0.705933, 0.70815, 0.00730061, 0.011339, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.652389] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1341] 1760989571652275, 5.59193, 0.15408, -0.217274, -0.320037, 0.705943, 0.708142, 0.00708427, 0.011312, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.655168] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1342] 1760989571655058, 5.59471, 0.15408, -0.217274, -0.320037, 0.705943, 0.708142, 0.00708427, 0.011312, -0.00305353, -0.00534518, 0.00649023, 0, 0, 0, 
[2025-10-20 15:46:11.658055] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1343] 1760989571657947, 5.5976, 0.15408, -0.217274, -0.320037, 0.705943, 0.708142, 0.00708427, 0.011312, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.660978] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1345] 1760989571660865, 5.60052, 0.15408, -0.217274, -0.320037, 0.705943, 0.708142, 0.00708427, 0.011312, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.662701] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1346] 1760989571662587, 5.60224, 0.154105, -0.217257, -0.320075, 0.705903, 0.708182, 0.00722585, 0.0112549, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.665556] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1347] 1760989571665442, 5.60509, 0.154105, -0.217257, -0.320075, 0.705903, 0.708182, 0.00722585, 0.0112549, 0.00257197, 0, -0.00378352, 0, 0, 0, 
[2025-10-20 15:46:11.668055] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1348] 1760989571667948, 5.6076, 0.154105, -0.217257, -0.320075, 0.705903, 0.708182, 0.00722585, 0.0112549, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.671694] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1350] 1760989571671570, 5.61122, 0.154105, -0.217257, -0.320075, 0.705903, 0.708182, 0.00722585, 0.0112549, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.674061] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1351] 1760989571673951, 5.6136, 0.154096, -0.217268, -0.320046, 0.705882, 0.708201, 0.00721386, 0.0113593, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.676777] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1352] 1760989571676668, 5.61632, 0.154096, -0.217268, -0.320046, 0.705882, 0.708201, 0.00721386, 0.0113593, 0, 0, 0.00290179, 0, 0, 0, 
[2025-10-20 15:46:11.679739] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1354] 1760989571679619, 5.61927, 0.154096, -0.217268, -0.320046, 0.705882, 0.708201, 0.00721386, 0.0113593, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.682205] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1355] 1760989571682093, 5.62174, 0.154088, -0.217283, -0.320013, 0.705939, 0.708147, 0.00712731, 0.0112653, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.684944] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1356] 1760989571684834, 5.62449, 0.154088, -0.217283, -0.320013, 0.705939, 0.708147, 0.00712731, 0.0112653, 0, 0, 0.00328651, 0, 0, 0, 
[2025-10-20 15:46:11.687666] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1357] 1760989571687559, 5.62721, 0.154088, -0.217283, -0.320013, 0.705939, 0.708147, 0.00712731, 0.0112653, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.690569] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1359] 1760989571690394, 5.63005, 0.154088, -0.217283, -0.320013, 0.705939, 0.708147, 0.00712731, 0.0112653, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.692988] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1360] 1760989571692873, 5.63253, 0.154082, -0.217297, -0.32001, 0.705981, 0.708107, 0.00710835, 0.0111517, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.695670] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1361] 1760989571695561, 5.63521, 0.154082, -0.217297, -0.32001, 0.705981, 0.708107, 0.00710835, 0.0111517, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.700054] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1363] 1760989571699932, 5.63958, 0.154082, -0.217297, -0.32001, 0.705981, 0.708107, 0.00710835, 0.0111517, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.701689] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1364] 1760989571701512, 5.64116, 0.154082, -0.217297, -0.32001, 0.705981, 0.708107, 0.00710835, 0.0111517, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.704049] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1365] 1760989571703942, 5.64359, 0.154102, -0.217265, -0.320067, 0.705877, 0.708207, 0.00724433, 0.0113082, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.706811] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1366] 1760989571706701, 5.64635, 0.154102, -0.217265, -0.320067, 0.705877, 0.708207, 0.00724433, 0.0113082, 0, 0.00317379, -0.00570854, 0, -0.0414599, 0, 
[2025-10-20 15:46:11.709435] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1368] 1760989571709369, 5.64902, 0.154102, -0.217265, -0.320067, 0.705877, 0.708207, 0.00724433, 0.0113082, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.711991] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1369] 1760989571711849, 5.6515, 0.154096, -0.21729, -0.320073, 0.705874, 0.70821, 0.00723016, 0.0113184, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.714803] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1370] 1760989571714689, 5.65434, 0.154096, -0.21729, -0.320073, 0.705874, 0.70821, 0.00723016, 0.0113184, 0, -0.00253205, 0, 0, 0, 0, 
[2025-10-20 15:46:11.717638] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1371] 1760989571717532, 5.65718, 0.154096, -0.21729, -0.320073, 0.705874, 0.70821, 0.00723016, 0.0113184, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.720533] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1373] 1760989571720417, 5.66007, 0.154096, -0.21729, -0.320073, 0.705874, 0.70821, 0.00723016, 0.0113184, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.723058] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1374] 1760989571722950, 5.6626, 0.154098, -0.217315, -0.32004, 0.705976, 0.708111, 0.00716794, 0.0112063, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.725914] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1375] 1760989571725804, 5.66546, 0.154098, -0.217315, -0.32004, 0.705976, 0.708111, 0.00716794, 0.0112063, 0, -0.00241854, 0.00329042, 0, 0, 0, 
[2025-10-20 15:46:11.728385] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1376] 1760989571728271, 5.66792, 0.154098, -0.217315, -0.32004, 0.705976, 0.708111, 0.00716794, 0.0112063, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.731094] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1378] 1760989571730947, 5.6706, 0.154098, -0.217315, -0.32004, 0.705976, 0.708111, 0.00716794, 0.0112063, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.733596] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1379] 1760989571733484, 5.67314, 0.154078, -0.217323, -0.320038, 0.705978, 0.70811, 0.00708376, 0.011194, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.737595] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1380] 1760989571737485, 5.67714, 0.154078, -0.217323, -0.320038, 0.705978, 0.70811, 0.00708376, 0.011194, -0.00200251, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.739282] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1381] 1760989571739195, 5.67885, 0.154078, -0.217323, -0.320038, 0.705978, 0.70811, 0.00708376, 0.011194, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.741849] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1383] 1760989571741719, 5.68137, 0.154102, -0.217275, -0.320118, 0.705926, 0.708159, 0.00731397, 0.0112243, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.744572] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1384] 1760989571744461, 5.68411, 0.154102, -0.217275, -0.320118, 0.705926, 0.708159, 0.00731397, 0.0112243, 0.00238958, 0.00484114, -0.0080536, 0, -0.0368407, 0, 
[2025-10-20 15:46:11.747146] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1385] 1760989571747039, 5.68669, 0.154102, -0.217275, -0.320118, 0.705926, 0.708159, 0.00731397, 0.0112243, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.749923] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1387] 1760989571749820, 5.68947, 0.154102, -0.217275, -0.320118, 0.705926, 0.708159, 0.00731397, 0.0112243, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.752431] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1388] 1760989571752323, 5.69198, 0.154082, -0.217259, -0.320078, 0.705896, 0.708187, 0.00720855, 0.0113841, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.755335] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1389] 1760989571755224, 5.69488, 0.154082, -0.217259, -0.320078, 0.705896, 0.708187, 0.00720855, 0.0113841, 0, 0, 0.00403025, 0, 0, -0.0374019, 
[2025-10-20 15:46:11.757913] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1390] 1760989571757808, 5.69746, 0.154082, -0.217259, -0.320078, 0.705896, 0.708187, 0.00720855, 0.0113841, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.760740] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1392] 1760989571760624, 5.70028, 0.154082, -0.217259, -0.320078, 0.705896, 0.708187, 0.00720855, 0.0113841, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.763940] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1393] 1760989571763829, 5.70348, 0.154064, -0.217293, -0.320064, 0.705948, 0.708138, 0.00719473, 0.0112051, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.766759] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1394] 1760989571766654, 5.70631, 0.154064, -0.217293, -0.320064, 0.705948, 0.708138, 0.00719473, 0.0112051, 0, -0.00334805, 0, 0, 0, 0, 
[2025-10-20 15:46:11.769386] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1396] 1760989571769321, 5.70897, 0.154064, -0.217293, -0.320064, 0.705948, 0.708138, 0.00719473, 0.0112051, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.772095] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1397] 1760989571771982, 5.71163, 0.154065, -0.217284, -0.320054, 0.706012, 0.708077, 0.00714136, 0.0110995, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.774822] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1398] 1760989571774713, 5.71436, 0.154065, -0.217284, -0.320054, 0.706012, 0.708077, 0.00714136, 0.0110995, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.777251] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1399] 1760989571777146, 5.7168, 0.154065, -0.217284, -0.320054, 0.706012, 0.708077, 0.00714136, 0.0110995, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.781096] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1401] 1760989571780952, 5.7206, 0.154065, -0.217284, -0.320054, 0.706012, 0.708077, 0.00714136, 0.0110995, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.784844] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1402] 1760989571784731, 5.72438, 0.15408, -0.217236, -0.320089, 0.705897, 0.708187, 0.00736195, 0.0112541, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.787667] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1403] 1760989571787553, 5.7272, 0.15408, -0.217236, -0.320089, 0.705897, 0.708187, 0.00736195, 0.0112541, 0, 0.00484439, -0.00342006, 0, -0.0531375, 0, 
[2025-10-20 15:46:11.790242] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1405] 1760989571790122, 5.72977, 0.15408, -0.217236, -0.320089, 0.705897, 0.708187, 0.00736195, 0.0112541, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.792701] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1406] 1760989571792590, 5.73224, 0.154051, -0.217254, -0.320062, 0.705883, 0.708202, 0.00725699, 0.0112379, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.796182] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1407] 1760989571796071, 5.73572, 0.154051, -0.217254, -0.320062, 0.705883, 0.708202, 0.00725699, 0.0112379, -0.00282639, 0, 0.002691, 0, 0, 0, 
[2025-10-20 15:46:11.798792] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1408] 1760989571798706, 5.73836, 0.154051, -0.217254, -0.320062, 0.705883, 0.708202, 0.00725699, 0.0112379, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.802341] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1410] 1760989571802229, 5.74188, 0.154051, -0.217254, -0.320062, 0.705883, 0.708202, 0.00725699, 0.0112379, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.804278] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1411] 1760989571804171, 5.74382, 0.154051, -0.217303, -0.320047, 0.705957, 0.708132, 0.00725572, 0.0110331, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.806760] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1412] 1760989571806655, 5.74631, 0.154051, -0.217303, -0.320047, 0.705957, 0.708132, 0.00725572, 0.0110331, 0, -0.00484802, 0, 0, 0, 0, 
[2025-10-20 15:46:11.810799] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1414] 1760989571810689, 5.75034, 0.154051, -0.217303, -0.320047, 0.705957, 0.708132, 0.00725572, 0.0110331, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.812273] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1415] 1760989571812165, 5.75182, 0.154051, -0.217303, -0.320047, 0.705957, 0.708132, 0.00725572, 0.0110331, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.814578] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1416] 1760989571814463, 5.75411, 0.154043, -0.217271, -0.320005, 0.705985, 0.708101, 0.00723288, 0.0112029, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.817273] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1417] 1760989571817166, 5.75682, 0.154043, -0.217271, -0.320005, 0.705985, 0.708101, 0.00723288, 0.0112029, 0, 0.00317951, 0.00418165, 0, 0, 0, 
[2025-10-20 15:46:11.819844] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1419] 1760989571819737, 5.75939, 0.154043, -0.217271, -0.320005, 0.705985, 0.708101, 0.00723288, 0.0112029, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.822465] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1420] 1760989571822346, 5.762, 0.154076, -0.217244, -0.320059, 0.705859, 0.708223, 0.00735142, 0.0113591, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.825202] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1421] 1760989571825089, 5.76474, 0.154076, -0.217244, -0.320059, 0.705859, 0.708223, 0.00735142, 0.0113591, 0.00331333, 0.00274232, -0.00544971, 0.0349522, -0.0389664, 0, 
[2025-10-20 15:46:11.827627] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1422] 1760989571827522, 5.76717, 0.154076, -0.217244, -0.320059, 0.705859, 0.708223, 0.00735142, 0.0113591, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.830499] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1424] 1760989571830376, 5.77003, 0.154076, -0.217244, -0.320059, 0.705859, 0.708223, 0.00735142, 0.0113591, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.833229] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1425] 1760989571833115, 5.77277, 0.154076, -0.217278, -0.32004, 0.70594, 0.708145, 0.00725958, 0.011229, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.835677] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1426] 1760989571835568, 5.77522, 0.154076, -0.217278, -0.32004, 0.70594, 0.708145, 0.00725958, 0.011229, 0, -0.00341552, 0, 0, 0, 0, 
[2025-10-20 15:46:11.838397] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1427] 1760989571838288, 5.77794, 0.154076, -0.217278, -0.32004, 0.70594, 0.708145, 0.00725958, 0.011229, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.841268] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1429] 1760989571841151, 5.7808, 0.154076, -0.217278, -0.32004, 0.70594, 0.708145, 0.00725958, 0.011229, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.844924] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1430] 1760989571844813, 5.78446, 0.154069, -0.217324, -0.320039, 0.705932, 0.708154, 0.00719723, 0.0112044, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.847704] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1431] 1760989571847572, 5.78722, 0.154069, -0.217324, -0.320039, 0.705932, 0.708154, 0.00719723, 0.0112044, 0, -0.00461522, 0, 0, 0, 0, 
[2025-10-20 15:46:11.850844] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1433] 1760989571850733, 5.79038, 0.154069, -0.217324, -0.320039, 0.705932, 0.708154, 0.00719723, 0.0112044, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.852396] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1434] 1760989571852291, 5.79194, 0.154068, -0.217266, -0.32005, 0.705956, 0.70813, 0.00721899, 0.0112427, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:11.855148] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [1435] 1760989571855040, 5.79469, 0.154068, -0.217266, -0.32005, 0.705956, 0.70813, 0.00721899, 0.0112427, 0, 0.00576253, 0, 0, 0, 0, 
