[2025-10-20 15:46:08.810090] [0x0000007fbcd6b7c0] [MocapTag] [0x00001580] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:46:09.102181] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [139] 1760989569102067, 3.04172, 0.154083, -0.217279, -0.319993, 0.705948, 0.708138, 0.00725091, 0.0111923, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.105026] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [140] 1760989569104915, 3.04457, 0.154085, -0.217286, -0.319989, 0.705943, 0.708144, 0.00721549, 0.0111493, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.108110] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [141] 1760989569108002, 3.04765, 0.154085, -0.217286, -0.319989, 0.705943, 0.708144, 0.00721549, 0.0111493, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.110657] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [143] 1760989569110545, 3.0502, 0.154085, -0.217286, -0.319989, 0.705943, 0.708144, 0.00721549, 0.0111493, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.113330] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [144] 1760989569113217, 3.05287, 0.154082, -0.217293, -0.319999, 0.705959, 0.708128, 0.00720715, 0.0111624, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.116255] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [145] 1760989569116145, 3.0558, 0.154082, -0.217293, -0.319999, 0.705959, 0.708128, 0.00720715, 0.0111624, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.118632] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [146] 1760989569118545, 3.0582, 0.154082, -0.217293, -0.319999, 0.705959, 0.708128, 0.00720715, 0.0111624, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.122180] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [148] 1760989569122067, 3.06172, 0.154082, -0.217293, -0.319999, 0.705959, 0.708128, 0.00720715, 0.0111624, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.124768] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [149] 1760989569124662, 3.06431, 0.154076, -0.217292, -0.320017, 0.705939, 0.708148, 0.00719921, 0.0111607, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.127511] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [150] 1760989569127402, 3.06705, 0.154076, -0.217292, -0.320017, 0.705939, 0.708148, 0.00719921, 0.0111607, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.130507] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [152] 1760989569130395, 3.07005, 0.154076, -0.217292, -0.320017, 0.705939, 0.708148, 0.00719921, 0.0111607, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.132649] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [153] 1760989569132525, 3.07218, 0.154068, -0.217293, -0.319978, 0.705929, 0.708157, 0.00716414, 0.0112822, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.135498] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [154] 1760989569135389, 3.07504, 0.154068, -0.217293, -0.319978, 0.705929, 0.708157, 0.00716414, 0.0112822, 0, 0, 0.00388683, 0, 0, 0, 
[2025-10-20 15:46:09.138397] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [155] 1760989569138278, 3.07793, 0.154068, -0.217293, -0.319978, 0.705929, 0.708157, 0.00716414, 0.0112822, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.141425] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [157] 1760989569141313, 3.08096, 0.154068, -0.217293, -0.319978, 0.705929, 0.708157, 0.00716414, 0.0112822, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.143716] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [158] 1760989569143613, 3.08326, 0.154066, -0.217296, -0.319967, 0.705928, 0.708157, 0.0071486, 0.0113436, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.146499] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [159] 1760989569146391, 3.08604, 0.154066, -0.217296, -0.319967, 0.705928, 0.708157, 0.0071486, 0.0113436, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.149664] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [161] 1760989569149562, 3.08921, 0.154066, -0.217296, -0.319967, 0.705928, 0.708157, 0.0071486, 0.0113436, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.152287] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [162] 1760989569152178, 3.09183, 0.154067, -0.217283, -0.319945, 0.705928, 0.708158, 0.00716037, 0.011266, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.155176] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [163] 1760989569155064, 3.09472, 0.154067, -0.217283, -0.319945, 0.705928, 0.708158, 0.00716037, 0.011266, 0, 0, 0.0022017, 0, 0, 0, 
[2025-10-20 15:46:09.157592] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [164] 1760989569157491, 3.09714, 0.154067, -0.217283, -0.319945, 0.705928, 0.708158, 0.00716037, 0.011266, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.160265] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [166] 1760989569160152, 3.0998, 0.154067, -0.217283, -0.319945, 0.705928, 0.708158, 0.00716037, 0.011266, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.162804] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [167] 1760989569162693, 3.10235, 0.154074, -0.21729, -0.319953, 0.70599, 0.708098, 0.00720593, 0.0111148, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.166734] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [168] 1760989569166631, 3.10628, 0.154074, -0.21729, -0.319953, 0.70599, 0.708098, 0.00720593, 0.0111148, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.168917] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [169] 1760989569168825, 3.10848, 0.154074, -0.21729, -0.319953, 0.70599, 0.708098, 0.00720593, 0.0111148, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.171808] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [171] 1760989569171696, 3.11135, 0.154074, -0.21729, -0.319953, 0.70599, 0.708098, 0.00720593, 0.0111148, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.174271] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [172] 1760989569174162, 3.11381, 0.154059, -0.217274, -0.319962, 0.705951, 0.708135, 0.00721688, 0.0111899, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.176986] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [173] 1760989569176881, 3.11653, 0.154059, -0.217274, -0.319962, 0.705951, 0.708135, 0.00721688, 0.0111899, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.179558] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [175] 1760989569179463, 3.11911, 0.154059, -0.217274, -0.319962, 0.705951, 0.708135, 0.00721688, 0.0111899, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.182433] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [176] 1760989569182318, 3.12197, 0.154059, -0.217274, -0.319962, 0.705951, 0.708135, 0.00721688, 0.0111899, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.184882] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [177] 1760989569184773, 3.12443, 0.154059, -0.217256, -0.319954, 0.705929, 0.708157, 0.00723457, 0.0112389, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.187612] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [178] 1760989569187508, 3.12716, 0.154059, -0.217256, -0.319954, 0.705929, 0.708157, 0.00723457, 0.0112389, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.190508] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [180] 1760989569190393, 3.13004, 0.154059, -0.217256, -0.319954, 0.705929, 0.708157, 0.00723457, 0.0112389, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.192898] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [181] 1760989569192787, 3.13244, 0.154056, -0.217276, -0.319957, 0.705879, 0.708205, 0.00718554, 0.0113606, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.195642] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [182] 1760989569195531, 3.13518, 0.154056, -0.217276, -0.319957, 0.705879, 0.708205, 0.00718554, 0.0113606, 0, -0.0020277, 0, 0, 0, 0, 
[2025-10-20 15:46:09.197537] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [183] 1760989569197432, 3.13708, 0.154056, -0.217276, -0.319957, 0.705879, 0.708205, 0.00718554, 0.0113606, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.201069] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [185] 1760989569200922, 3.14057, 0.154056, -0.217276, -0.319957, 0.705879, 0.708205, 0.00718554, 0.0113606, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.203676] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [186] 1760989569203563, 3.14322, 0.154049, -0.217278, -0.319965, 0.705904, 0.708181, 0.00716331, 0.0112801, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.206367] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [187] 1760989569206259, 3.14591, 0.154049, -0.217278, -0.319965, 0.705904, 0.708181, 0.00716331, 0.0112801, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.208931] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [188] 1760989569208827, 3.14848, 0.154049, -0.217278, -0.319965, 0.705904, 0.708181, 0.00716331, 0.0112801, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.211545] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [190] 1760989569211435, 3.15109, 0.154049, -0.217278, -0.319965, 0.705904, 0.708181, 0.00716331, 0.0112801, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.213985] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [191] 1760989569213880, 3.15353, 0.154046, -0.217296, -0.319963, 0.705911, 0.708175, 0.00717523, 0.0112114, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.216870] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [192] 1760989569216763, 3.15641, 0.154046, -0.217296, -0.319963, 0.705911, 0.708175, 0.00717523, 0.0112114, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.219564] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [194] 1760989569219466, 3.15912, 0.154046, -0.217296, -0.319963, 0.705911, 0.708175, 0.00717523, 0.0112114, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.222083] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [195] 1760989569221973, 3.16162, 0.154046, -0.217296, -0.319963, 0.705911, 0.708175, 0.00717523, 0.0112114, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.224516] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [196] 1760989569224409, 3.16406, 0.154048, -0.217308, -0.319979, 0.705941, 0.708148, 0.00716989, 0.0110974, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.227295] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [197] 1760989569227177, 3.16683, 0.154048, -0.217308, -0.319979, 0.705941, 0.708148, 0.00716989, 0.0110974, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.230316] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [199] 1760989569230200, 3.16985, 0.154048, -0.217308, -0.319979, 0.705941, 0.708148, 0.00716989, 0.0110974, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.232796] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [200] 1760989569232684, 3.17234, 0.154054, -0.2173, -0.319975, 0.705968, 0.708121, 0.00717631, 0.0110802, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.235492] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [201] 1760989569235387, 3.17504, 0.154054, -0.2173, -0.319975, 0.705968, 0.708121, 0.00717631, 0.0110802, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.238180] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [202] 1760989569238058, 3.17771, 0.154054, -0.2173, -0.319975, 0.705968, 0.708121, 0.00717631, 0.0110802, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.240935] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [204] 1760989569240825, 3.18048, 0.154054, -0.2173, -0.319975, 0.705968, 0.708121, 0.00717631, 0.0110802, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.243438] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [205] 1760989569243319, 3.18297, 0.154062, -0.217258, -0.320024, 0.70589, 0.708195, 0.00728531, 0.0111936, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.246514] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [206] 1760989569246401, 3.18605, 0.154062, -0.217258, -0.320024, 0.70589, 0.708195, 0.00728531, 0.0111936, 0, 0.00423841, -0.00485773, 0, 0, 0, 
[2025-10-20 15:46:09.248739] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [207] 1760989569248642, 3.18829, 0.154062, -0.217258, -0.320024, 0.70589, 0.708195, 0.00728531, 0.0111936, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.251535] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [209] 1760989569251423, 3.19108, 0.154062, -0.217258, -0.320024, 0.70589, 0.708195, 0.00728531, 0.0111936, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.253896] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [210] 1760989569253782, 3.19343, 0.154055, -0.217272, -0.320067, 0.705919, 0.708168, 0.00722858, 0.011144, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.256755] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [211] 1760989569256647, 3.1963, 0.154055, -0.217272, -0.320067, 0.705919, 0.708168, 0.00722858, 0.011144, 0, 0, -0.0043355, 0, 0, 0, 
[2025-10-20 15:46:09.259107] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [213] 1760989569259052, 3.1987, 0.154055, -0.217272, -0.320067, 0.705919, 0.708168, 0.00722858, 0.011144, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.261802] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [214] 1760989569261677, 3.20133, 0.154055, -0.217272, -0.320067, 0.705919, 0.708168, 0.00722858, 0.011144, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.264273] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [215] 1760989569264164, 3.20382, 0.154054, -0.217271, -0.319978, 0.705933, 0.708153, 0.00708482, 0.0113061, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.267112] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [216] 1760989569267007, 3.20666, 0.154054, -0.217271, -0.319978, 0.705933, 0.708153, 0.00708482, 0.0113061, 0, 0, 0.00891284, 0, 0, -0.0433147, 
[2025-10-20 15:46:09.269697] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [218] 1760989569269591, 3.20924, 0.154054, -0.217271, -0.319978, 0.705933, 0.708153, 0.00708482, 0.0113061, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.272359] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [219] 1760989569272247, 3.2119, 0.154054, -0.217271, -0.319978, 0.705933, 0.708153, 0.00708482, 0.0113061, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.274899] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [220] 1760989569274791, 3.21444, 0.154091, -0.217305, -0.319929, 0.705959, 0.708128, 0.00708202, 0.0112063, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.277909] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [221] 1760989569277801, 3.21745, 0.154091, -0.217305, -0.319929, 0.705959, 0.708128, 0.00708202, 0.0112063, 0.00367036, -0.00341838, 0.00490102, 0, 0, 0, 
[2025-10-20 15:46:09.281092] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [223] 1760989569280937, 3.22059, 0.154091, -0.217305, -0.319929, 0.705959, 0.708128, 0.00708202, 0.0112063, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.283948] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [224] 1760989569283840, 3.22349, 0.1541, -0.217286, -0.319891, 0.705954, 0.708133, 0.00708078, 0.011264, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.286635] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [225] 1760989569286525, 3.22618, 0.1541, -0.217286, -0.319891, 0.705954, 0.708133, 0.00708078, 0.011264, 0, 0, 0.00382454, 0, 0, 0, 
[2025-10-20 15:46:09.289105] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [227] 1760989569289046, 3.2287, 0.1541, -0.217286, -0.319891, 0.705954, 0.708133, 0.00708078, 0.011264, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.291683] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [228] 1760989569291574, 3.23123, 0.1541, -0.217286, -0.319891, 0.705954, 0.708133, 0.00708078, 0.011264, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.294239] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [229] 1760989569294134, 3.23379, 0.154096, -0.217275, -0.319903, 0.705944, 0.708144, 0.00716181, 0.0111348, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.297518] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [230] 1760989569297407, 3.23706, 0.154096, -0.217275, -0.319903, 0.705944, 0.708144, 0.00716181, 0.0111348, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.299985] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [232] 1760989569299875, 3.23953, 0.154096, -0.217275, -0.319903, 0.705944, 0.708144, 0.00716181, 0.0111348, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.302864] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [233] 1760989569302745, 3.2424, 0.154095, -0.217286, -0.319968, 0.705927, 0.708161, 0.00719832, 0.0111142, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.305704] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [234] 1760989569305593, 3.24525, 0.154095, -0.217286, -0.319968, 0.705927, 0.708161, 0.00719832, 0.0111142, 0, 0, -0.00647163, 0, 0, 0, 
[2025-10-20 15:46:09.308767] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [235] 1760989569308680, 3.24833, 0.154095, -0.217286, -0.319968, 0.705927, 0.708161, 0.00719832, 0.0111142, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.311949] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [237] 1760989569311839, 3.25149, 0.154095, -0.217286, -0.319968, 0.705927, 0.708161, 0.00719832, 0.0111142, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.314541] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [238] 1760989569314436, 3.25409, 0.154115, -0.217281, -0.320018, 0.705915, 0.708171, 0.00716152, 0.0112167, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.317394] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [239] 1760989569317286, 3.25694, 0.154115, -0.217281, -0.320018, 0.705915, 0.708171, 0.00716152, 0.0112167, 0, 0, -0.00503854, 0, 0, 0, 
[2025-10-20 15:46:09.320935] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [241] 1760989569320825, 3.26048, 0.154115, -0.217281, -0.320018, 0.705915, 0.708171, 0.00716152, 0.0112167, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.322498] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [242] 1760989569322395, 3.26205, 0.154128, -0.217286, -0.320002, 0.705906, 0.70818, 0.00711591, 0.0112896, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.325563] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [243] 1760989569325454, 3.26511, 0.154128, -0.217286, -0.320002, 0.705906, 0.70818, 0.00711591, 0.0112896, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.328125] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [244] 1760989569328018, 3.26767, 0.154128, -0.217286, -0.320002, 0.705906, 0.70818, 0.00711591, 0.0112896, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.331152] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [246] 1760989569331036, 3.27069, 0.154128, -0.217286, -0.320002, 0.705906, 0.70818, 0.00711591, 0.0112896, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.333501] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [247] 1760989569333395, 3.27305, 0.154136, -0.217303, -0.319982, 0.705955, 0.708132, 0.00711767, 0.0112138, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.336150] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [248] 1760989569336040, 3.27569, 0.154136, -0.217303, -0.319982, 0.705955, 0.708132, 0.00711767, 0.0112138, 0, 0, 0.0020546, 0, 0, 0, 
[2025-10-20 15:46:09.338901] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [249] 1760989569338815, 3.27847, 0.154136, -0.217303, -0.319982, 0.705955, 0.708132, 0.00711767, 0.0112138, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.342059] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [251] 1760989569341940, 3.28159, 0.154136, -0.217303, -0.319982, 0.705955, 0.708132, 0.00711767, 0.0112138, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.344598] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [252] 1760989569344487, 3.28414, 0.154154, -0.217322, -0.319951, 0.70594, 0.708148, 0.00705648, 0.0112073, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.347244] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [253] 1760989569347139, 3.28679, 0.154154, -0.217322, -0.319951, 0.70594, 0.708148, 0.00705648, 0.0112073, 0, 0, 0.00308613, 0, 0, 0, 
[2025-10-20 15:46:09.349855] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [255] 1760989569349744, 3.2894, 0.154154, -0.217322, -0.319951, 0.70594, 0.708148, 0.00705648, 0.0112073, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.352416] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [256] 1760989569352303, 3.29196, 0.154139, -0.217295, -0.31997, 0.705933, 0.708155, 0.00712585, 0.0111423, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.356038] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [257] 1760989569355927, 3.29558, 0.154139, -0.217295, -0.31997, 0.705933, 0.708155, 0.00712585, 0.0111423, 0, 0.00264571, 0, 0, 0, 0, 
[2025-10-20 15:46:09.358560] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [258] 1760989569358446, 3.2981, 0.154139, -0.217295, -0.31997, 0.705933, 0.708155, 0.00712585, 0.0111423, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.361362] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [260] 1760989569361250, 3.3009, 0.154139, -0.217295, -0.31997, 0.705933, 0.708155, 0.00712585, 0.0111423, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.365964] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [261] 1760989569365854, 3.30551, 0.154124, -0.217272, -0.32003, 0.705878, 0.708208, 0.00719521, 0.0112038, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.366534] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [262] 1760989569366455, 3.30611, 0.154124, -0.217272, -0.32003, 0.705878, 0.708208, 0.00719521, 0.0112038, 0, 0.00232885, -0.00598132, 0, 0, 0, 
[2025-10-20 15:46:09.369121] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [264] 1760989569369065, 3.30872, 0.154124, -0.217272, -0.32003, 0.705878, 0.708208, 0.00719521, 0.0112038, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.372192] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [265] 1760989569372081, 3.31173, 0.154124, -0.217272, -0.32003, 0.705878, 0.708208, 0.00719521, 0.0112038, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.374515] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [266] 1760989569374408, 3.31406, 0.154115, -0.217252, -0.320059, 0.705849, 0.708234, 0.00732531, 0.0113037, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.377397] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [267] 1760989569377287, 3.31694, 0.154115, -0.217252, -0.320059, 0.705849, 0.708234, 0.00732531, 0.0113037, 0, 0.00205236, -0.0029371, 0, 0, 0, 
[2025-10-20 15:46:09.380181] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [269] 1760989569380060, 3.31971, 0.154115, -0.217252, -0.320059, 0.705849, 0.708234, 0.00732531, 0.0113037, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.383608] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [270] 1760989569383498, 3.32315, 0.154095, -0.217242, -0.320063, 0.705903, 0.708181, 0.00735349, 0.0112545, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.385256] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [271] 1760989569385149, 3.3248, 0.154095, -0.217242, -0.320063, 0.705903, 0.708181, 0.00735349, 0.0112545, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.387885] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [272] 1760989569387778, 3.32743, 0.154095, -0.217242, -0.320063, 0.705903, 0.708181, 0.00735349, 0.0112545, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:46:09.390525] [0x0000007f9bffe9a0] [MocapTag] [0x00001580] [274] 1760989569390400, 3.33005, 0.154095, -0.217242, -0.320063, 0.705903, 0.708181, 0.00735349, 0.0112545, 0, 0, 0, 0, 0, 0, 
