[2025-10-20 16:13:10.969425] [0x0000007f9c4d37c0] [MocapTag] [0x00004483] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 16:13:29.887457] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8957] 1760991209887338, 21.6564, -2.42241, 0.0236348, -1.36363, 0.759606, 0.552207, 0.173338, 0.296683, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.889759] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8958] 1760991209889637, 21.6587, -2.40876, 0.0309631, -1.36149, 0.755798, 0.559354, 0.175381, 0.291775, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.892359] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8959] 1760991209892242, 21.6613, -2.40876, 0.0309631, -1.36149, 0.755798, 0.559354, 0.175381, 0.291775, 1.36524, 0.73283, 0.214649, 2.32046, -0.0643492, 1.86949, 
[2025-10-20 16:13:29.894810] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8961] 1760991209894692, 21.6637, -2.40876, 0.0309631, -1.36149, 0.755798, 0.559354, 0.175381, 0.291775, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.898174] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8962] 1760991209898062, 21.6671, -2.40876, 0.0309631, -1.36149, 0.755798, 0.559354, 0.175381, 0.291775, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.900771] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8963] 1760991209900647, 21.6697, -2.39522, 0.0385959, -1.35951, 0.751678, 0.566394, 0.178091, 0.287159, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.903404] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8965] 1760991209903346, 21.6724, -2.39522, 0.0385959, -1.35951, 0.751678, 0.566394, 0.178091, 0.287159, 1.35373, 0.763282, 0.198232, 2.3248, -0.187218, 1.89052, 
[2025-10-20 16:13:29.906246] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8966] 1760991209906130, 21.6752, -2.39522, 0.0385959, -1.35951, 0.751678, 0.566394, 0.178091, 0.287159, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.908842] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8967] 1760991209908724, 21.6777, -2.38144, 0.0460183, -1.35715, 0.747058, 0.574028, 0.180405, 0.282579, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.911422] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8968] 1760991209911304, 21.6803, -2.38144, 0.0460183, -1.35715, 0.747058, 0.574028, 0.180405, 0.282579, 1.37856, 0.742241, 0.235311, 2.50158, -0.116467, 1.8983, 
[2025-10-20 16:13:29.914751] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8970] 1760991209914634, 21.6837, -2.38144, 0.0460183, -1.35715, 0.747058, 0.574028, 0.180405, 0.282579, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.917175] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8971] 1760991209917065, 21.6861, -2.36742, 0.0530473, -1.3543, 0.742421, 0.581886, 0.181875, 0.277742, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.919879] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8972] 1760991209919761, 21.6888, -2.36742, 0.0530473, -1.3543, 0.742421, 0.581886, 0.181875, 0.277742, 1.40183, 0.702897, 0.285381, 2.5544, 0.0843287, 1.86212, 
[2025-10-20 16:13:29.922489] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8973] 1760991209922374, 21.6914, -2.36742, 0.0530473, -1.3543, 0.742421, 0.581886, 0.181875, 0.277742, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.926323] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8975] 1760991209926209, 21.6952, -2.36742, 0.0530473, -1.3543, 0.742421, 0.581886, 0.181875, 0.277742, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.928073] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8976] 1760991209927958, 21.697, -2.35334, 0.0601334, -1.35143, 0.737427, 0.590003, 0.183357, 0.272907, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.930782] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8977] 1760991209930665, 21.6997, -2.35334, 0.0601334, -1.35143, 0.737427, 0.590003, 0.183357, 0.272907, 1.40744, 0.708617, 0.28728, 2.64721, 0.102711, 1.88749, 
[2025-10-20 16:13:29.933240] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8978] 1760991209933169, 21.7022, -2.35334, 0.0601334, -1.35143, 0.737427, 0.590003, 0.183357, 0.272907, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.936100] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8980] 1760991209935986, 21.705, -2.35334, 0.0601334, -1.35143, 0.737427, 0.590003, 0.183357, 0.272907, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.938526] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8981] 1760991209938415, 21.7074, -2.33902, 0.067275, -1.34855, 0.731772, 0.598324, 0.185876, 0.26827, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.941448] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8982] 1760991209941329, 21.7104, -2.33902, 0.067275, -1.34855, 0.731772, 0.598324, 0.185876, 0.26827, 1.43267, 0.714156, 0.287968, 2.78269, -0.0751019, 2.01673, 
[2025-10-20 16:13:29.943953] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8984] 1760991209943855, 21.7129, -2.33902, 0.067275, -1.34855, 0.731772, 0.598324, 0.185876, 0.26827, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.946684] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8985] 1760991209946567, 21.7156, -2.33902, 0.067275, -1.34855, 0.731772, 0.598324, 0.185876, 0.26827, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.949284] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8986] 1760991209949167, 21.7182, -2.32457, 0.0742591, -1.34537, 0.72609, 0.606705, 0.187717, 0.263562, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.951844] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8987] 1760991209951726, 21.7207, -2.32457, 0.0742591, -1.34537, 0.72609, 0.606705, 0.187717, 0.263562, 1.44472, 0.698409, 0.317622, 2.78493, 0.0811994, 1.94373, 
[2025-10-20 16:13:29.954297] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8989] 1760991209954224, 21.7232, -2.32457, 0.0742591, -1.34537, 0.72609, 0.606705, 0.187717, 0.263562, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.956926] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8990] 1760991209956813, 21.7258, -2.32457, 0.0742591, -1.34537, 0.72609, 0.606705, 0.187717, 0.263562, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.959839] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8991] 1760991209959721, 21.7287, -2.31003, 0.0809627, -1.3421, 0.720191, 0.615044, 0.187671, 0.260434, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.962499] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8992] 1760991209962383, 21.7314, -2.31003, 0.0809627, -1.3421, 0.720191, 0.615044, 0.187671, 0.260434, 1.45389, 0.670363, 0.327301, 2.62742, 0.215018, 1.37891, 
[2025-10-20 16:13:29.965067] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8994] 1760991209964926, 21.7339, -2.31003, 0.0809627, -1.3421, 0.720191, 0.615044, 0.187671, 0.260434, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.967493] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8995] 1760991209967387, 21.7364, -2.29535, 0.0878754, -1.33879, 0.714101, 0.62339, 0.189612, 0.255912, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.970259] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8996] 1760991209970145, 21.7392, -2.29535, 0.0878754, -1.33879, 0.714101, 0.62339, 0.189612, 0.255912, 1.468, 0.691263, 0.330634, 2.81447, 0.0995755, 1.92107, 
[2025-10-20 16:13:29.972606] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8997] 1760991209972494, 21.7415, -2.29535, 0.0878754, -1.33879, 0.714101, 0.62339, 0.189612, 0.255912, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.976138] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [8999] 1760991209976017, 21.745, -2.29535, 0.0878754, -1.33879, 0.714101, 0.62339, 0.189612, 0.255912, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.978535] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9000] 1760991209978423, 21.7474, -2.28062, 0.0945522, -1.33528, 0.708205, 0.631667, 0.190909, 0.250992, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.981283] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9001] 1760991209981165, 21.7502, -2.28062, 0.0945522, -1.33528, 0.708205, 0.631667, 0.190909, 0.250992, 1.47314, 0.667687, 0.351384, 2.77119, 0.294214, 1.88015, 
[2025-10-20 16:13:29.983668] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9002] 1760991209983581, 21.7526, -2.28062, 0.0945522, -1.33528, 0.708205, 0.631667, 0.190909, 0.250992, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.986297] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9004] 1760991209986184, 21.7552, -2.28062, 0.0945522, -1.33528, 0.708205, 0.631667, 0.190909, 0.250992, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.988776] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9005] 1760991209988665, 21.7577, -2.26564, 0.101235, -1.33175, 0.701932, 0.639883, 0.192108, 0.24685, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.991989] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9006] 1760991209991871, 21.7609, -2.26564, 0.101235, -1.33175, 0.701932, 0.639883, 0.192108, 0.24685, 1.49755, 0.668305, 0.352955, 2.74754, 0.23303, 1.72117, 
[2025-10-20 16:13:29.994286] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9007] 1760991209994169, 21.7632, -2.26564, 0.101235, -1.33175, 0.701932, 0.639883, 0.192108, 0.24685, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.996927] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9009] 1760991209996812, 21.7658, -2.26564, 0.101235, -1.33175, 0.701932, 0.639883, 0.192108, 0.24685, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:29.999462] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9010] 1760991209999344, 21.7684, -2.25081, 0.107557, -1.32851, 0.697568, 0.646652, 0.191325, 0.242146, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.002098] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9011] 1760991210001978, 21.771, -2.25081, 0.107557, -1.32851, 0.697568, 0.646652, 0.191325, 0.242146, 1.48347, 0.632188, 0.32401, 2.14475, 0.678414, 1.33479, 
[2025-10-20 16:13:30.004683] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9013] 1760991210004565, 21.7736, -2.25081, 0.107557, -1.32851, 0.697568, 0.646652, 0.191325, 0.242146, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.007813] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9014] 1760991210007699, 21.7767, -2.25081, 0.107557, -1.32851, 0.697568, 0.646652, 0.191325, 0.242146, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.010774] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9015] 1760991210010658, 21.7797, -2.23567, 0.114069, -1.32482, 0.692685, 0.65276, 0.192931, 0.238472, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.013042] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9016] 1760991210012954, 21.782, -2.23567, 0.114069, -1.32482, 0.692685, 0.65276, 0.192931, 0.238472, 1.51404, 0.65115, 0.369173, 2.12272, 0.181705, 1.47998, 
[2025-10-20 16:13:30.015796] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9018] 1760991210015680, 21.7847, -2.23567, 0.114069, -1.32482, 0.692685, 0.65276, 0.192931, 0.238472, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.018306] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9019] 1760991210018193, 21.7872, -2.22046, 0.120495, -1.32124, 0.685988, 0.661353, 0.194159, 0.233099, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.021067] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9020] 1760991210020950, 21.79, -2.22046, 0.120495, -1.32124, 0.685988, 0.661353, 0.194159, 0.233099, 1.52117, 0.64265, 0.357742, 2.91433, 0.478292, 1.93433, 
[2025-10-20 16:13:30.023554] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9022] 1760991210023478, 21.7925, -2.22046, 0.120495, -1.32124, 0.685988, 0.661353, 0.194159, 0.233099, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.026237] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9023] 1760991210026123, 21.7951, -2.22046, 0.120495, -1.32124, 0.685988, 0.661353, 0.194159, 0.233099, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.028634] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9024] 1760991210028523, 21.7975, -2.2046, 0.126789, -1.31712, 0.679767, 0.669007, 0.195397, 0.228399, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.031485] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9025] 1760991210031370, 21.8004, -2.2046, 0.126789, -1.31712, 0.679767, 0.669007, 0.195397, 0.228399, 1.58542, 0.629425, 0.412075, 2.61985, 0.421375, 1.72266, 
[2025-10-20 16:13:30.033909] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9027] 1760991210033824, 21.8028, -2.2046, 0.126789, -1.31712, 0.679767, 0.669007, 0.195397, 0.228399, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.036619] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9028] 1760991210036502, 21.8055, -2.2046, 0.126789, -1.31712, 0.679767, 0.669007, 0.195397, 0.228399, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.039398] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9029] 1760991210039281, 21.8083, -2.18947, 0.133234, -1.31322, 0.673711, 0.675767, 0.196343, 0.225612, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.042228] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9030] 1760991210042109, 21.8111, -2.18947, 0.133234, -1.31322, 0.673711, 0.675767, 0.196343, 0.225612, 1.51299, 0.644431, 0.389517, 2.30798, 0.215626, 1.28098, 
[2025-10-20 16:13:30.044645] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9031] 1760991210044556, 21.8136, -2.18947, 0.133234, -1.31322, 0.673711, 0.675767, 0.196343, 0.225612, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.047175] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9033] 1760991210047061, 21.8161, -2.17407, 0.139462, -1.30971, 0.668995, 0.682089, 0.196619, 0.220321, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.049991] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9034] 1760991210049848, 21.8189, -2.17407, 0.139462, -1.30971, 0.668995, 0.682089, 0.196619, 0.220321, 1.54032, 0.622832, 0.350792, 2.1103, 0.709641, 1.48476, 
[2025-10-20 16:13:30.052469] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9035] 1760991210052356, 21.8214, -2.17407, 0.139462, -1.30971, 0.668995, 0.682089, 0.196619, 0.220321, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.055644] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9037] 1760991210055527, 21.8245, -2.17407, 0.139462, -1.30971, 0.668995, 0.682089, 0.196619, 0.220321, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.058063] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9038] 1760991210057951, 21.827, -2.15865, 0.14563, -1.30618, 0.664436, 0.687918, 0.196911, 0.215683, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.062536] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9039] 1760991210062449, 21.8315, -2.15865, 0.14563, -1.30618, 0.664436, 0.687918, 0.196911, 0.215683, 1.54232, 0.616762, 0.35345, 1.94933, 0.63023, 1.32395, 
[2025-10-20 16:13:30.063123] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9041] 1760991210063058, 21.8321, -2.15865, 0.14563, -1.30618, 0.664436, 0.687918, 0.196911, 0.215683, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.065995] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9042] 1760991210065883, 21.8349, -2.15865, 0.14563, -1.30618, 0.664436, 0.687918, 0.196911, 0.215683, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.068532] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9043] 1760991210068420, 21.8374, -2.14314, 0.151731, -1.30268, 0.66004, 0.693499, 0.197097, 0.211089, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.071782] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9044] 1760991210071663, 21.8407, -2.14314, 0.151731, -1.30268, 0.66004, 0.693499, 0.197097, 0.211089, 1.55078, 0.610119, 0.349961, 1.8569, 0.655466, 1.25862, 
[2025-10-20 16:13:30.074754] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9046] 1760991210074613, 21.8436, -2.14314, 0.151731, -1.30268, 0.66004, 0.693499, 0.197097, 0.211089, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.077146] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9047] 1760991210077038, 21.8461, -2.14314, 0.151731, -1.30268, 0.66004, 0.693499, 0.197097, 0.211089, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.079760] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9048] 1760991210079641, 21.8487, -2.12761, 0.15782, -1.29927, 0.656131, 0.69851, 0.197135, 0.206674, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.082533] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9049] 1760991210082416, 21.8514, -2.12761, 0.15782, -1.29927, 0.656131, 0.69851, 0.197135, 0.206674, 1.55286, 0.608954, 0.341071, 1.6525, 0.663954, 1.13483, 
[2025-10-20 16:13:30.085353] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9051] 1760991210085227, 21.8543, -2.12761, 0.15782, -1.29927, 0.656131, 0.69851, 0.197135, 0.206674, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.087981] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9052] 1760991210087865, 21.8569, -2.11211, 0.163898, -1.29597, 0.652606, 0.703039, 0.197088, 0.202481, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.090795] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9053] 1760991210090679, 21.8597, -2.11211, 0.163898, -1.29597, 0.652606, 0.703039, 0.197088, 0.202481, 1.54984, 0.607743, 0.330103, 1.48288, 0.65276, 1.02702, 
[2025-10-20 16:13:30.093312] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9055] 1760991210093215, 21.8622, -2.11211, 0.163898, -1.29597, 0.652606, 0.703039, 0.197088, 0.202481, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.097049] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9056] 1760991210096937, 21.866, -2.11211, 0.163898, -1.29597, 0.652606, 0.703039, 0.197088, 0.202481, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.099169] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9057] 1760991210099050, 21.8681, -2.09655, 0.169958, -1.29275, 0.649537, 0.707186, 0.196895, 0.198045, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.102629] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9058] 1760991210102516, 21.8715, -2.09655, 0.169958, -1.29275, 0.649537, 0.707186, 0.196895, 0.198045, 1.55572, 0.606031, 0.321876, 1.33622, 0.718904, 0.984112, 
[2025-10-20 16:13:30.106392] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9060] 1760991210106276, 21.8753, -2.09655, 0.169958, -1.29275, 0.649537, 0.707186, 0.196895, 0.198045, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.108043] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9061] 1760991210107910, 21.8769, -2.08103, 0.17598, -1.2896, 0.646881, 0.710826, 0.196668, 0.19389, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.110904] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9062] 1760991210110756, 21.8798, -2.08103, 0.17598, -1.2896, 0.646881, 0.710826, 0.196668, 0.19389, 1.55195, 0.602189, 0.315129, 1.16216, 0.686139, 0.878674, 
[2025-10-20 16:13:30.113789] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9063] 1760991210113698, 21.8827, -2.08103, 0.17598, -1.2896, 0.646881, 0.710826, 0.196668, 0.19389, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.116687] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9065] 1760991210116574, 21.8856, -2.08103, 0.17598, -1.2896, 0.646881, 0.710826, 0.196668, 0.19389, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.119961] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9066] 1760991210119844, 21.8889, -2.06553, 0.182047, -1.28656, 0.644569, 0.714085, 0.196182, 0.190071, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.122230] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9067] 1760991210122112, 21.8911, -2.06553, 0.182047, -1.28656, 0.644569, 0.714085, 0.196182, 0.190071, 1.55093, 0.606664, 0.304033, 1.00849, 0.673831, 0.738835, 
[2025-10-20 16:13:30.124769] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9069] 1760991210124691, 21.8937, -2.06553, 0.182047, -1.28656, 0.644569, 0.714085, 0.196182, 0.190071, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.127436] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9070] 1760991210127312, 21.8963, -2.04997, 0.188137, -1.28359, 0.642736, 0.716956, 0.195516, 0.186111, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.130404] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9071] 1760991210130288, 21.8993, -2.04997, 0.188137, -1.28359, 0.642736, 0.716956, 0.195516, 0.186111, 1.55505, 0.60905, 0.29639, 0.855875, 0.721973, 0.67929, 
[2025-10-20 16:13:30.132601] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9072] 1760991210132488, 21.9015, -2.04997, 0.188137, -1.28359, 0.642736, 0.716956, 0.195516, 0.186111, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.135339] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9074] 1760991210135226, 21.9042, -2.04997, 0.188137, -1.28359, 0.642736, 0.716956, 0.195516, 0.186111, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.137928] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9075] 1760991210137821, 21.9068, -2.03445, 0.194223, -1.28074, 0.641392, 0.719283, 0.194759, 0.182531, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.140803] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9076] 1760991210140685, 21.9097, -2.03445, 0.194223, -1.28074, 0.641392, 0.719283, 0.194759, 0.182531, 1.55261, 0.608622, 0.285101, 0.665224, 0.674713, 0.553447, 
[2025-10-20 16:13:30.143428] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9078] 1760991210143372, 21.9124, -2.03445, 0.194223, -1.28074, 0.641392, 0.719283, 0.194759, 0.182531, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.146117] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9079] 1760991210145973, 21.915, -2.03445, 0.194223, -1.28074, 0.641392, 0.719283, 0.194759, 0.182531, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.148842] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9080] 1760991210148725, 21.9177, -2.01899, 0.20033, -1.27802, 0.640402, 0.721246, 0.193888, 0.179156, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.151603] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9081] 1760991210151485, 21.9205, -2.01899, 0.20033, -1.27802, 0.640402, 0.721246, 0.193888, 0.179156, 1.54628, 0.610699, 0.272781, 0.532126, 0.656867, 0.466082, 
[2025-10-20 16:13:30.153917] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9083] 1760991210153796, 21.9228, -2.01899, 0.20033, -1.27802, 0.640402, 0.721246, 0.193888, 0.179156, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.156465] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9084] 1760991210156351, 21.9254, -2.01899, 0.20033, -1.27802, 0.640402, 0.721246, 0.193888, 0.179156, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.159301] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9085] 1760991210159182, 21.9282, -2.00352, 0.206444, -1.27538, 0.639899, 0.722848, 0.19276, 0.17568, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.161724] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9086] 1760991210161607, 21.9306, -2.00352, 0.206444, -1.27538, 0.639899, 0.722848, 0.19276, 0.17568, 1.54635, 0.61134, 0.263999, 0.382364, 0.70501, 0.395187, 
[2025-10-20 16:13:30.164222] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9087] 1760991210164101, 21.9331, -2.00352, 0.206444, -1.27538, 0.639899, 0.722848, 0.19276, 0.17568, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:13:30.168044] [0x0000007f837fd9a0] [MocapTag] [0x00004483] [9089] 1760991210167932, 21.937, -2.00352, 0.206444, -1.27538, 0.639899, 0.722848, 0.19276, 0.17568, 0, 0, 0, 0, 0, 0, 
