[2025-10-20 16:10:56.148938] [0x0000007fa68637c0] [MocapTag] [0x00003fad] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 16:11:23.993275] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13175] 1760991083993162, 30.6072, 0.160454, -0.190321, -1.18118, 0.677672, 0.68226, -0.181615, -0.205664, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:23.996030] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13176] 1760991083995912, 30.61, 0.160454, -0.190321, -1.18118, 0.677672, 0.68226, -0.181615, -0.205664, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:23.998801] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13177] 1760991083998686, 30.6127, 0.160338, -0.190525, -1.1785, 0.677476, 0.682577, -0.181068, -0.205741, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.001594] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13179] 1760991084001480, 30.6155, 0.160338, -0.190525, -1.1785, 0.677476, 0.682577, -0.181068, -0.205741, -0.0116141, -0.0204059, 0.268551, 0.0551939, -0.0677645, 0.07548, 
[2025-10-20 16:11:24.003817] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13180] 1760991084003712, 30.6178, 0.160338, -0.190525, -1.1785, 0.677476, 0.682577, -0.181068, -0.205741, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.006853] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13181] 1760991084006739, 30.6208, 0.160338, -0.190525, -1.1785, 0.677476, 0.682577, -0.181068, -0.205741, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.009327] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13183] 1760991084009273, 30.6233, 0.160151, -0.1907, -1.17566, 0.677787, 0.682188, -0.180679, -0.206348, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.012020] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13184] 1760991084011897, 30.626, 0.160151, -0.1907, -1.17566, 0.677787, 0.682188, -0.180679, -0.206348, -0.018629, -0.0174325, 0.284292, -0.158024, 0, 0.191583, 
[2025-10-20 16:11:24.014744] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13185] 1760991084014633, 30.6287, 0.160151, -0.1907, -1.17566, 0.677787, 0.682188, -0.180679, -0.206348, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.017439] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13186] 1760991084017323, 30.6314, 0.159814, -0.190855, -1.17283, 0.678217, 0.681831, -0.18025, -0.20649, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.020174] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13188] 1760991084020052, 30.6341, 0.159814, -0.190855, -1.17283, 0.678217, 0.681831, -0.18025, -0.20649, -0.0337354, -0.015508, 0.282864, -0.150788, -0.0446498, 0.126568, 
[2025-10-20 16:11:24.022512] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13189] 1760991084022399, 30.6365, 0.159814, -0.190855, -1.17283, 0.678217, 0.681831, -0.18025, -0.20649, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.024971] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13190] 1760991084024852, 30.6389, 0.159814, -0.190855, -1.17283, 0.678217, 0.681831, -0.18025, -0.20649, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.027749] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13191] 1760991084027632, 30.6417, 0.159521, -0.191034, -1.16976, 0.678928, 0.680996, -0.180104, -0.207034, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.030436] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13193] 1760991084030314, 30.6444, 0.159521, -0.191034, -1.16976, 0.678928, 0.680996, -0.180104, -0.207034, -0.0292788, -0.017961, 0.306325, -0.280178, 0.0534236, 0.181599, 
[2025-10-20 16:11:24.033021] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13194] 1760991084032910, 30.647, 0.159521, -0.191034, -1.16976, 0.678928, 0.680996, -0.180104, -0.207034, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.035500] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13195] 1760991084035384, 30.6494, 0.159521, -0.191034, -1.16976, 0.678928, 0.680996, -0.180104, -0.207034, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.038669] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13196] 1760991084038555, 30.6526, 0.159279, -0.191309, -1.16651, 0.679815, 0.679946, -0.180428, -0.207293, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.041200] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13198] 1760991084041084, 30.6551, 0.159279, -0.191309, -1.16651, 0.679815, 0.679946, -0.180428, -0.207293, -0.0242279, -0.0274385, 0.325699, -0.309455, 0.0796676, 0.079539, 
[2025-10-20 16:11:24.043609] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13199] 1760991084043496, 30.6576, 0.159279, -0.191309, -1.16651, 0.679815, 0.679946, -0.180428, -0.207293, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.046572] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13200] 1760991084046459, 30.6605, 0.159279, -0.191309, -1.16651, 0.679815, 0.679946, -0.180428, -0.207293, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.049167] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13201] 1760991084049055, 30.6631, 0.15905, -0.191534, -1.16323, 0.680484, 0.679448, -0.180647, -0.206542, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.051908] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13203] 1760991084051795, 30.6658, 0.15905, -0.191534, -1.16323, 0.680484, 0.679448, -0.180647, -0.206542, -0.0228887, -0.0225151, 0.327896, -0.140083, -0.080961, -0.103797, 
[2025-10-20 16:11:24.054711] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13204] 1760991084054596, 30.6686, 0.15905, -0.191534, -1.16323, 0.680484, 0.679448, -0.180647, -0.206542, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.057315] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13205] 1760991084057201, 30.6713, 0.15905, -0.191534, -1.16323, 0.680484, 0.679448, -0.180647, -0.206542, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.060788] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13207] 1760991084060664, 30.6747, 0.158874, -0.191786, -1.15967, 0.681561, 0.678389, -0.180799, -0.206336, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.062689] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13208] 1760991084062575, 30.6766, 0.158874, -0.191786, -1.15967, 0.681561, 0.678389, -0.180799, -0.206336, -0.0175636, -0.0252147, 0.355378, -0.325119, 0, 0.0397254, 
[2025-10-20 16:11:24.064674] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13209] 1760991084064567, 30.6786, 0.158874, -0.191786, -1.15967, 0.681561, 0.678389, -0.180799, -0.206336, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.067881] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13210] 1760991084067759, 30.6818, 0.158688, -0.192129, -1.15602, 0.682552, 0.677329, -0.181087, -0.206289, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.070969] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13212] 1760991084070826, 30.6849, 0.158688, -0.192129, -1.15602, 0.682552, 0.677329, -0.181087, -0.206289, -0.0186661, -0.0342973, 0.36583, -0.31389, 0, 0.0406809, 
[2025-10-20 16:11:24.073654] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13213] 1760991084073540, 30.6876, 0.158688, -0.192129, -1.15602, 0.682552, 0.677329, -0.181087, -0.206289, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.076545] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13214] 1760991084076431, 30.6905, 0.158688, -0.192129, -1.15602, 0.682552, 0.677329, -0.181087, -0.206289, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.079293] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13215] 1760991084079181, 30.6932, 0.158545, -0.192497, -1.15229, 0.683281, 0.676656, -0.18142, -0.20579, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.082224] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13217] 1760991084082109, 30.6962, 0.158545, -0.192497, -1.15229, 0.683281, 0.676656, -0.18142, -0.20579, -0.0142668, -0.0368111, 0.373065, -0.185692, 0, -0.069942, 
[2025-10-20 16:11:24.084642] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13218] 1760991084084534, 30.6986, 0.158545, -0.192497, -1.15229, 0.683281, 0.676656, -0.18142, -0.20579, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.088192] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13219] 1760991084088073, 30.7021, 0.158436, -0.192771, -1.14835, 0.684177, 0.675672, -0.182188, -0.205369, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.090915] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13221] 1760991084090748, 30.7048, 0.158436, -0.192771, -1.14835, 0.684177, 0.675672, -0.182188, -0.205369, -0.0109064, -0.0273653, 0.393566, -0.248158, 0.0472367, -0.103427, 
[2025-10-20 16:11:24.093207] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13222] 1760991084093099, 30.7072, 0.158436, -0.192771, -1.14835, 0.684177, 0.675672, -0.182188, -0.205369, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.096068] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13223] 1760991084095953, 30.71, 0.158436, -0.192771, -1.14835, 0.684177, 0.675672, -0.182188, -0.205369, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.098640] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13224] 1760991084098554, 30.7126, 0.158232, -0.192941, -1.14437, 0.685026, 0.674834, -0.183017, -0.204556, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.102151] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13226] 1760991084102035, 30.7161, 0.158232, -0.192941, -1.14437, 0.685026, 0.674834, -0.183017, -0.204556, -0.0203614, -0.0170451, 0.398322, -0.19511, 0, -0.185816, 
[2025-10-20 16:11:24.104737] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13227] 1760991084104626, 30.7187, 0.158232, -0.192941, -1.14437, 0.685026, 0.674834, -0.183017, -0.204556, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.108818] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13228] 1760991084108707, 30.7228, 0.158232, -0.192941, -1.14437, 0.685026, 0.674834, -0.183017, -0.204556, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.110298] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13230] 1760991084110220, 30.7243, 0.157988, -0.193095, -1.14018, 0.685757, 0.674128, -0.18385, -0.203686, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.112909] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13231] 1760991084112795, 30.7268, 0.157988, -0.193095, -1.14018, 0.685757, 0.674128, -0.18385, -0.203686, -0.0244682, -0.0153482, 0.418952, -0.152254, 0, -0.207307, 
[2025-10-20 16:11:24.115792] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13232] 1760991084115676, 30.7297, 0.157988, -0.193095, -1.14018, 0.685757, 0.674128, -0.18385, -0.203686, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.118692] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13233] 1760991084118575, 30.7326, 0.157848, -0.193299, -1.136, 0.686063, 0.674041, -0.184641, -0.202222, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.121522] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13235] 1760991084121408, 30.7355, 0.157848, -0.193299, -1.136, 0.686063, 0.674041, -0.184641, -0.202222, -0.0140105, -0.020424, 0.417404, 0.0428081, -0.0953555, -0.345542, 
[2025-10-20 16:11:24.124042] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13236] 1760991084123931, 30.738, 0.157848, -0.193299, -1.136, 0.686063, 0.674041, -0.184641, -0.202222, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.126797] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13237] 1760991084126680, 30.7407, 0.157848, -0.193299, -1.136, 0.686063, 0.674041, -0.184641, -0.202222, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.129292] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13238] 1760991084129186, 30.7432, 0.157747, -0.19355, -1.1317, 0.686266, 0.673701, -0.185531, -0.20185, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.132027] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13240] 1760991084131912, 30.746, 0.157747, -0.19355, -1.1317, 0.686266, 0.673701, -0.185531, -0.20185, -0.0100549, -0.0250695, 0.430005, 0, 0.0773191, -0.17508, 
[2025-10-20 16:11:24.134488] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13241] 1760991084134379, 30.7484, 0.157747, -0.19355, -1.1317, 0.686266, 0.673701, -0.185531, -0.20185, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.137076] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13242] 1760991084136958, 30.751, 0.157747, -0.19355, -1.1317, 0.686266, 0.673701, -0.185531, -0.20185, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.139519] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13243] 1760991084139434, 30.7535, 0.1577, -0.193747, -1.12728, 0.686359, 0.673538, -0.186327, -0.201345, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.142141] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13245] 1760991084142027, 30.7561, 0.1577, -0.193747, -1.12728, 0.686359, 0.673538, -0.186327, -0.201345, -0.00466246, -0.0197166, 0.442132, 0, 0.0447869, -0.195418, 
[2025-10-20 16:11:24.144660] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13246] 1760991084144547, 30.7586, 0.1577, -0.193747, -1.12728, 0.686359, 0.673538, -0.186327, -0.201345, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.147159] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13247] 1760991084147045, 30.7611, 0.1577, -0.193747, -1.12728, 0.686359, 0.673538, -0.186327, -0.201345, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.149990] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13248] 1760991084149906, 30.764, 0.157553, -0.1939, -1.1228, 0.68629, 0.673604, -0.187258, -0.200496, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.152781] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13250] 1760991084152667, 30.7667, 0.157553, -0.1939, -1.1228, 0.68629, 0.673604, -0.187258, -0.200496, -0.0147169, -0.0153423, 0.447786, 0.102484, 0, -0.290648, 
[2025-10-20 16:11:24.155236] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13251] 1760991084155119, 30.7692, 0.157553, -0.1939, -1.1228, 0.68629, 0.673604, -0.187258, -0.200496, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.157859] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13252] 1760991084157743, 30.7718, 0.15735, -0.193937, -1.11836, 0.686042, 0.674041, -0.188075, -0.199105, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.160726] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13254] 1760991084160605, 30.7747, 0.15735, -0.193937, -1.11836, 0.686042, 0.674041, -0.188075, -0.199105, -0.0203494, -0.00365986, 0.444746, 0.212109, -0.0789762, -0.386573, 
[2025-10-20 16:11:24.162971] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13255] 1760991084162863, 30.7769, 0.15735, -0.193937, -1.11836, 0.686042, 0.674041, -0.188075, -0.199105, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.166234] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13256] 1760991084166120, 30.7802, 0.15735, -0.193937, -1.11836, 0.686042, 0.674041, -0.188075, -0.199105, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.168646] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13257] 1760991084168563, 30.7826, 0.157182, -0.193998, -1.11378, 0.685762, 0.674292, -0.189059, -0.198289, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.171470] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13259] 1760991084171354, 30.7854, 0.157182, -0.193998, -1.11378, 0.685762, 0.674292, -0.189059, -0.198289, -0.0167376, -0.00613535, 0.457392, 0.166476, 0, -0.311663, 
[2025-10-20 16:11:24.174859] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13260] 1760991084174748, 30.7888, 0.157182, -0.193998, -1.11378, 0.685762, 0.674292, -0.189059, -0.198289, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.176562] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13261] 1760991084176446, 30.7905, 0.157182, -0.193998, -1.11378, 0.685762, 0.674292, -0.189059, -0.198289, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.179020] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13262] 1760991084178922, 30.793, 0.15701, -0.194102, -1.10921, 0.685317, 0.674682, -0.189904, -0.197687, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.182764] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13264] 1760991084182648, 30.7967, 0.15701, -0.194102, -1.10921, 0.685317, 0.674682, -0.189904, -0.197687, -0.0172564, -0.01038, 0.457285, 0.198889, 0.0391901, -0.268833, 
[2025-10-20 16:11:24.185025] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13265] 1760991084184904, 30.799, 0.15701, -0.194102, -1.10921, 0.685317, 0.674682, -0.189904, -0.197687, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.187626] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13266] 1760991084187446, 30.8015, 0.156873, -0.194202, -1.10458, 0.684844, 0.675053, -0.19062, -0.197374, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.190252] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13268] 1760991084190169, 30.8042, 0.156873, -0.194202, -1.10458, 0.684844, 0.675053, -0.19062, -0.197374, -0.013701, -0.00996968, 0.463111, 0.181007, 0.0616491, -0.202202, 
[2025-10-20 16:11:24.192890] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13269] 1760991084192773, 30.8068, 0.156873, -0.194202, -1.10458, 0.684844, 0.675053, -0.19062, -0.197374, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.195556] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13270] 1760991084195440, 30.8095, 0.156873, -0.194202, -1.10458, 0.684844, 0.675053, -0.19062, -0.197374, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.198160] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13271] 1760991084198046, 30.8121, 0.15673, -0.194253, -1.09991, 0.684234, 0.675718, -0.19121, -0.19664, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.201019] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13273] 1760991084200892, 30.8149, 0.15673, -0.194253, -1.09991, 0.684234, 0.675718, -0.19121, -0.19664, -0.014326, -0.00510649, 0.466798, 0.264907, 0, -0.270432, 
[2025-10-20 16:11:24.203251] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13274] 1760991084203142, 30.8172, 0.15673, -0.194253, -1.09991, 0.684234, 0.675718, -0.19121, -0.19664, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.206056] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13275] 1760991084205941, 30.82, 0.15673, -0.194253, -1.09991, 0.684234, 0.675718, -0.19121, -0.19664, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.208555] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13276] 1760991084208439, 30.8225, 0.156548, -0.194262, -1.0953, 0.68356, 0.676519, -0.191716, -0.195739, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.211430] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13278] 1760991084211305, 30.8254, 0.156548, -0.194262, -1.0953, 0.68356, 0.676519, -0.191716, -0.195739, -0.0181302, 0, 0.461465, 0.300932, -0.0554323, -0.293305, 
[2025-10-20 16:11:24.214449] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13279] 1760991084214335, 30.8284, 0.156548, -0.194262, -1.0953, 0.68356, 0.676519, -0.191716, -0.195739, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.216724] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13280] 1760991084216608, 30.8307, 0.156548, -0.194262, -1.0953, 0.68356, 0.676519, -0.191716, -0.195739, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.219677] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13282] 1760991084219600, 30.8337, 0.156361, -0.1943, -1.0906, 0.682934, 0.677111, -0.192246, -0.195357, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.222389] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13283] 1760991084222277, 30.8363, 0.156361, -0.1943, -1.0906, 0.682934, 0.677111, -0.192246, -0.195357, -0.0186851, -0.00376762, 0.469726, 0.236297, 0, -0.201251, 
[2025-10-20 16:11:24.224385] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13284] 1760991084224273, 30.8383, 0.156361, -0.1943, -1.0906, 0.682934, 0.677111, -0.192246, -0.195357, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.227072] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13285] 1760991084226954, 30.841, 0.156361, -0.1943, -1.0906, 0.682934, 0.677111, -0.192246, -0.195357, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.229925] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13287] 1760991084229814, 30.8439, 0.156137, -0.194375, -1.08587, 0.682244, 0.677681, -0.19285, -0.195193, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.232664] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13288] 1760991084232552, 30.8466, 0.156137, -0.194375, -1.08587, 0.682244, 0.677681, -0.19285, -0.195193, -0.0224042, -0.00750355, 0.472755, 0.236356, 0.0659049, -0.179918, 
[2025-10-20 16:11:24.235123] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13289] 1760991084234999, 30.8491, 0.156137, -0.194375, -1.08587, 0.682244, 0.677681, -0.19285, -0.195193, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.238421] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13290] 1760991084238299, 30.8524, 0.155889, -0.194427, -1.08116, 0.681716, 0.678089, -0.193332, -0.195146, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.240497] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13292] 1760991084240412, 30.8545, 0.155889, -0.194427, -1.08116, 0.681716, 0.678089, -0.193332, -0.195146, -0.0247933, -0.00522733, 0.471267, 0.173616, 0.0645638, -0.127021, 
[2025-10-20 16:11:24.243139] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13293] 1760991084243024, 30.8571, 0.155889, -0.194427, -1.08116, 0.681716, 0.678089, -0.193332, -0.195146, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.246320] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13294] 1760991084246202, 30.8603, 0.155889, -0.194427, -1.08116, 0.681716, 0.678089, -0.193332, -0.195146, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.248552] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13295] 1760991084248437, 30.8625, 0.155681, -0.194463, -1.07647, 0.681098, 0.678876, -0.193523, -0.194377, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.251462] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13297] 1760991084251335, 30.8654, 0.155681, -0.194463, -1.07647, 0.681098, 0.678876, -0.193523, -0.194377, -0.0208065, -0.00360158, 0.468617, 0.269222, -0.0841916, -0.218361, 
[2025-10-20 16:11:24.253628] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13298] 1760991084253516, 30.8676, 0.155681, -0.194463, -1.07647, 0.681098, 0.678876, -0.193523, -0.194377, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.256443] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13299] 1760991084256331, 30.8704, 0.155681, -0.194463, -1.07647, 0.681098, 0.678876, -0.193523, -0.194377, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.258951] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13300] 1760991084258863, 30.8729, 0.155456, -0.194547, -1.07173, 0.680671, 0.679238, -0.193775, -0.194354, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.262154] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13302] 1760991084262040, 30.8761, 0.155456, -0.194547, -1.07173, 0.680671, 0.679238, -0.193775, -0.194354, -0.0225656, -0.00834247, 0.47408, 0.138712, 0, -0.0799845, 
[2025-10-20 16:11:24.264879] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13303] 1760991084264767, 30.8788, 0.155456, -0.194547, -1.07173, 0.680671, 0.679238, -0.193775, -0.194354, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.267669] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13304] 1760991084267501, 30.8816, 0.155456, -0.194547, -1.07173, 0.680671, 0.679238, -0.193775, -0.194354, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.269904] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13306] 1760991084269802, 30.8839, 0.155221, -0.194646, -1.06694, 0.68029, 0.679514, -0.194023, -0.194475, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:11:24.272793] [0x0000007f95ef99a0] [MocapTag] [0x00003fad] [13307] 1760991084272677, 30.8867, 0.155221, -0.194646, -1.06694, 0.68029, 0.679514, -0.194023, -0.194475, -0.0234852, -0.00996937, 0.479351, 0.111067, 0.0543535, -0.050299, 
