[2025-10-20 10:50:17.740805] [0x0000007f947297c0] [MocapTag] [0x0000080a] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 10:50:18.023885] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [137] 1760971818023771, 3.06632, 0.104518, -0.249187, -0.32436, 0.70642, 0.707786, 0.00185731, 0.00266321, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.025871] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [138] 1760971818025760, 3.06831, 0.100325, -0.243731, -0.320804, 0.698459, 0.715231, 0.00996338, 0.0223609, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.028636] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [139] 1760971818028520, 3.07107, 0.100325, -0.243731, -0.320804, 0.698459, 0.715231, 0.00996338, 0.0223609, -0.419378, 0.545582, 0.355643, 2.14087, -3.95264, -1.58692, 
[2025-10-20 10:50:18.031116] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [140] 1760971818031030, 3.07358, 0.100325, -0.243731, -0.320804, 0.698459, 0.715231, 0.00996338, 0.0223609, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.033641] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [142] 1760971818033529, 3.07608, 0.100325, -0.243731, -0.320804, 0.698459, 0.715231, 0.00996338, 0.0223609, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.036237] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [143] 1760971818036122, 3.07868, 0.104387, -0.248636, -0.323548, 0.706427, 0.707784, 0.00150931, 0.000443817, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.039095] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [144] 1760971818038986, 3.08154, 0.104387, -0.248636, -0.323548, 0.706427, 0.707784, 0.00150931, 0.000443817, 0.406211, -0.490548, -0.274397, -2.14156, 4.31598, 1.85123, 
[2025-10-20 10:50:18.042334] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [146] 1760971818042213, 3.08477, 0.104387, -0.248636, -0.323548, 0.706427, 0.707784, 0.00150931, 0.000443817, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.044418] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [147] 1760971818044294, 3.08685, 0.104387, -0.248636, -0.323548, 0.706427, 0.707784, 0.00150931, 0.000443817, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.046872] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [148] 1760971818046760, 3.08931, 0.104438, -0.248896, -0.323981, 0.706985, 0.707227, 0.000981817, 0.000640242, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.049757] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [149] 1760971818049635, 3.09219, 0.104438, -0.248896, -0.323981, 0.706985, 0.707227, 0.000981817, 0.000640242, 0.00513099, -0.0259975, -0.0433911, -0.157809, 0.0466836, -0.102604, 
[2025-10-20 10:50:18.052775] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [151] 1760971818052659, 3.09521, 0.104438, -0.248896, -0.323981, 0.706985, 0.707227, 0.000981817, 0.000640242, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.055271] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [152] 1760971818055164, 3.09772, 0.104438, -0.248896, -0.323981, 0.706985, 0.707227, 0.000981817, 0.000640242, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.057988] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [153] 1760971818057875, 3.10043, 0.104964, -0.248214, -0.321858, 0.698034, 0.716012, 0.00631702, -0.00595952, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.060344] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [154] 1760971818060226, 3.10278, 0.104964, -0.248214, -0.321858, 0.698034, 0.716012, 0.00631702, -0.00595952, 0.0526052, 0.0682037, 0.212361, 2.50858, 0.200904, 1.68835, 
[2025-10-20 10:50:18.062890] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [156] 1760971818062776, 3.10533, 0.104964, -0.248214, -0.321858, 0.698034, 0.716012, 0.00631702, -0.00595952, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.066160] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [157] 1760971818066046, 3.1086, 0.104964, -0.248214, -0.321858, 0.698034, 0.716012, 0.00631702, -0.00595952, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.067961] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [158] 1760971818067856, 3.11041, 0.104388, -0.248622, -0.323568, 0.706467, 0.707744, 0.00149581, 0.000425815, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.071137] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [160] 1760971818071074, 3.11363, 0.104388, -0.248622, -0.323568, 0.706467, 0.707744, 0.00149581, 0.000425815, -0.0576195, -0.0407976, -0.171005, -2.36205, -0.24314, -1.58513, 
[2025-10-20 10:50:18.073657] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [161] 1760971818073546, 3.1161, 0.104388, -0.248622, -0.323568, 0.706467, 0.707744, 0.00149581, 0.000425815, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.076269] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [162] 1760971818076157, 3.11871, 0.104457, -0.24893, -0.324153, 0.707066, 0.707146, 0.00120337, 0.00030413, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.078980] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [163] 1760971818078875, 3.12143, 0.104457, -0.24893, -0.324153, 0.707066, 0.707146, 0.00120337, 0.00030413, 0.00687819, -0.0308084, -0.0585532, -0.169384, 0.0584366, 0, 
[2025-10-20 10:50:18.081593] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [165] 1760971818081467, 3.12402, 0.104457, -0.24893, -0.324153, 0.707066, 0.707146, 0.00120337, 0.00030413, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.084190] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [166] 1760971818084069, 3.12662, 0.104457, -0.24893, -0.324153, 0.707066, 0.707146, 0.00120337, 0.00030413, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.087773] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [167] 1760971818087661, 3.13021, 0.104453, -0.24895, -0.324108, 0.707323, 0.706889, 0.00115229, 0.000335134, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.090042] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [168] 1760971818089922, 3.13247, 0.104453, -0.24895, -0.324108, 0.707323, 0.706889, 0.00115229, 0.000335134, 0, -0.00201114, 0.00459347, -0.0727057, 0, 0, 
[2025-10-20 10:50:18.093142] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [170] 1760971818093030, 3.13558, 0.104453, -0.24895, -0.324108, 0.707323, 0.706889, 0.00115229, 0.000335134, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.095259] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [171] 1760971818095153, 3.13771, 0.104453, -0.24895, -0.324108, 0.707323, 0.706889, 0.00115229, 0.000335134, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.097724] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [172] 1760971818097617, 3.14017, 0.10445, -0.248956, -0.324147, 0.707304, 0.706908, 0.00115549, 0.000332273, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.101479] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [174] 1760971818101410, 3.14396, 0.10445, -0.248956, -0.324147, 0.707304, 0.706908, 0.00115549, 0.000332273, 0, 0, -0.00398539, 0, 0, 0, 
[2025-10-20 10:50:18.105556] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [175] 1760971818105445, 3.148, 0.10445, -0.248956, -0.324147, 0.707304, 0.706908, 0.00115549, 0.000332273, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.106992] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [176] 1760971818106887, 3.14944, 0.104442, -0.248959, -0.324152, 0.707317, 0.706895, 0.00118406, 0.000373635, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.109894] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [177] 1760971818109784, 3.15234, 0.104442, -0.248959, -0.324152, 0.707317, 0.706895, 0.00118406, 0.000373635, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.112518] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [179] 1760971818112402, 3.15496, 0.104442, -0.248959, -0.324152, 0.707317, 0.706895, 0.00118406, 0.000373635, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.116269] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [180] 1760971818116157, 3.15871, 0.104442, -0.248959, -0.324152, 0.707317, 0.706895, 0.00118406, 0.000373635, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.118480] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [181] 1760971818118374, 3.16093, 0.104455, -0.248908, -0.323984, 0.706782, 0.707431, 0.00101828, 0.000503183, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.121377] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [183] 1760971818121302, 3.16385, 0.104455, -0.248908, -0.323984, 0.706782, 0.707431, 0.00101828, 0.000503183, 0, 0.00510195, 0.0167748, 0.151527, 0, -0.0416014, 
[2025-10-20 10:50:18.124110] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [184] 1760971818123998, 3.16655, 0.104455, -0.248908, -0.323984, 0.706782, 0.707431, 0.00101828, 0.000503183, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.127349] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [185] 1760971818127241, 3.16979, 0.104438, -0.24898, -0.324116, 0.707318, 0.706895, 0.00117225, 0.000273995, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.129370] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [186] 1760971818129259, 3.17181, 0.104438, -0.24898, -0.324116, 0.707318, 0.706895, 0.00117225, 0.000273995, 0, -0.00719973, -0.0132047, -0.151634, 0, 0.0540273, 
[2025-10-20 10:50:18.132637] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [188] 1760971818132523, 3.17508, 0.104438, -0.24898, -0.324116, 0.707318, 0.706895, 0.00117225, 0.000273995, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.135312] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [189] 1760971818135186, 3.17774, 0.104438, -0.24898, -0.324116, 0.707318, 0.706895, 0.00117225, 0.000273995, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.137759] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [190] 1760971818137648, 3.1802, 0.104462, -0.24895, -0.324114, 0.707072, 0.70714, 0.00115363, 0.00029807, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.141005] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [191] 1760971818140903, 3.18346, 0.104462, -0.24895, -0.324114, 0.707072, 0.70714, 0.00115363, 0.00029807, 0.00245931, 0.0029534, 0, 0.0694513, 0, 0, 
[2025-10-20 10:50:18.143172] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [193] 1760971818143034, 3.18559, 0.104462, -0.24895, -0.324114, 0.707072, 0.70714, 0.00115363, 0.00029807, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.145644] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [194] 1760971818145538, 3.18809, 0.104462, -0.24895, -0.324114, 0.707072, 0.70714, 0.00115363, 0.00029807, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.148099] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [195] 1760971818147987, 3.19054, 0.104473, -0.248956, -0.324079, 0.707284, 0.706929, 0.00110857, 0.000359494, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.151124] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [196] 1760971818151034, 3.19359, 0.104473, -0.248956, -0.324079, 0.707284, 0.706929, 0.00110857, 0.000359494, 0, 0, 0.00355122, -0.0598431, 0, 0, 
[2025-10-20 10:50:18.153885] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [198] 1760971818153772, 3.19632, 0.104473, -0.248956, -0.324079, 0.707284, 0.706929, 0.00110857, 0.000359494, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.156524] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [199] 1760971818156413, 3.19897, 0.104451, -0.248939, -0.32411, 0.707277, 0.706935, 0.00116459, 0.000341913, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.159222] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [200] 1760971818159112, 3.20167, 0.104451, -0.248939, -0.32411, 0.707277, 0.706935, 0.00116459, 0.000341913, -0.00224686, 0, -0.00312322, 0, 0, 0, 
[2025-10-20 10:50:18.162636] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [202] 1760971818162516, 3.20507, 0.104451, -0.248939, -0.32411, 0.707277, 0.706935, 0.00116459, 0.000341913, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.165170] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [203] 1760971818165059, 3.20761, 0.104451, -0.248939, -0.32411, 0.707277, 0.706935, 0.00116459, 0.000341913, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.167597] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [204] 1760971818167487, 3.21004, 0.104468, -0.248952, -0.324128, 0.707305, 0.706907, 0.00114318, 0.000285548, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.172217] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [206] 1760971818172101, 3.21465, 0.104468, -0.248952, -0.324128, 0.707305, 0.706907, 0.00114318, 0.000285548, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.172874] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [207] 1760971818172767, 3.21532, 0.104468, -0.248952, -0.324128, 0.707305, 0.706907, 0.00114318, 0.000285548, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.175777] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [208] 1760971818175663, 3.21822, 0.104468, -0.248952, -0.324128, 0.707305, 0.706907, 0.00114318, 0.000285548, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.178651] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [209] 1760971818178535, 3.22109, 0.104469, -0.248949, -0.324114, 0.707338, 0.706874, 0.00116533, 0.000333727, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.181416] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [211] 1760971818181327, 3.22388, 0.104469, -0.248949, -0.324114, 0.707338, 0.706874, 0.00116533, 0.000333727, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.184266] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [212] 1760971818184155, 3.22671, 0.104469, -0.248949, -0.324114, 0.707338, 0.706874, 0.00116533, 0.000333727, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.186461] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [213] 1760971818186357, 3.22891, 0.104483, -0.248947, -0.324088, 0.707317, 0.706896, 0.00114836, 0.000374368, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.190116] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [214] 1760971818190005, 3.23256, 0.104483, -0.248947, -0.324088, 0.707317, 0.706896, 0.00114836, 0.000374368, 0, 0, 0.00256674, 0, 0, 0, 
[2025-10-20 10:50:18.193693] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [216] 1760971818193569, 3.23612, 0.104483, -0.248947, -0.324088, 0.707317, 0.706896, 0.00114836, 0.000374368, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.195364] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [217] 1760971818195252, 3.2378, 0.104483, -0.248947, -0.324088, 0.707317, 0.706896, 0.00114836, 0.000374368, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.197455] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [218] 1760971818197354, 3.23991, 0.104478, -0.248954, -0.324093, 0.707304, 0.706909, 0.00112447, 0.000356566, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.200244] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [219] 1760971818200126, 3.24268, 0.104478, -0.248954, -0.324093, 0.707304, 0.706909, 0.00112447, 0.000356566, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.202838] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [221] 1760971818202728, 3.24528, 0.104478, -0.248954, -0.324093, 0.707304, 0.706909, 0.00112447, 0.000356566, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.205508] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [222] 1760971818205399, 3.24795, 0.104478, -0.248954, -0.324093, 0.707304, 0.706909, 0.00112447, 0.000356566, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.208015] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [223] 1760971818207892, 3.25045, 0.104457, -0.248983, -0.324091, 0.707175, 0.707038, 0.00111144, 0.000298795, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.210949] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [225] 1760971818210893, 3.25345, 0.104457, -0.248983, -0.324091, 0.707175, 0.707038, 0.00111144, 0.000298795, -0.00203186, -0.00290805, 0, 0.0364304, 0, 0, 
[2025-10-20 10:50:18.213393] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [226] 1760971818213282, 3.25583, 0.104457, -0.248983, -0.324091, 0.707175, 0.707038, 0.00111144, 0.000298795, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.215903] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [227] 1760971818215793, 3.25835, 0.104477, -0.248984, -0.324102, 0.707176, 0.707037, 0.00110003, 0.000352023, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.219613] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [228] 1760971818219499, 3.26205, 0.104477, -0.248984, -0.324102, 0.707176, 0.707037, 0.00110003, 0.000352023, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.221247] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [229] 1760971818221158, 3.26371, 0.104477, -0.248984, -0.324102, 0.707176, 0.707037, 0.00110003, 0.000352023, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.223777] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [231] 1760971818223664, 3.26622, 0.104477, -0.248984, -0.324102, 0.707176, 0.707037, 0.00110003, 0.000352023, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.227520] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [232] 1760971818227405, 3.26996, 0.104499, -0.248973, -0.324139, 0.70733, 0.706883, 0.00106231, 0.000366237, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.229281] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [233] 1760971818229168, 3.27172, 0.104499, -0.248973, -0.324139, 0.70733, 0.706883, 0.00106231, 0.000366237, 0.00224139, 0, -0.00375969, -0.0435233, 0, 0, 
[2025-10-20 10:50:18.231829] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [235] 1760971818231707, 3.27426, 0.104499, -0.248973, -0.324139, 0.70733, 0.706883, 0.00106231, 0.000366237, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.234366] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [236] 1760971818234257, 3.27681, 0.104499, -0.248973, -0.324139, 0.70733, 0.706883, 0.00106231, 0.000366237, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.237537] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [237] 1760971818237425, 3.27998, 0.104492, -0.248964, -0.324153, 0.707331, 0.706881, 0.00111427, 0.000388367, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.239719] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [238] 1760971818239612, 3.28216, 0.104492, -0.248964, -0.324153, 0.707331, 0.706881, 0.00111427, 0.000388367, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.242743] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [240] 1760971818242631, 3.28518, 0.104492, -0.248964, -0.324153, 0.707331, 0.706881, 0.00111427, 0.000388367, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.245313] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [241] 1760971818245204, 3.28776, 0.104492, -0.248964, -0.324153, 0.707331, 0.706881, 0.00111427, 0.000388367, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.247926] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [242] 1760971818247813, 3.29037, 0.104491, -0.248953, -0.324134, 0.707346, 0.706867, 0.00111092, 0.000314828, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.250634] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [243] 1760971818250543, 3.2931, 0.104491, -0.248953, -0.324134, 0.707346, 0.706867, 0.00111092, 0.000314828, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.253055] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [245] 1760971818252945, 3.2955, 0.104491, -0.248953, -0.324134, 0.707346, 0.706867, 0.00111092, 0.000314828, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.255785] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [246] 1760971818255673, 3.29823, 0.104491, -0.248953, -0.324134, 0.707346, 0.706867, 0.00111092, 0.000314828, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.258500] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [247] 1760971818258392, 3.30095, 0.104507, -0.248967, -0.324144, 0.707115, 0.707097, 0.00110664, 0.000375926, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.261117] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [248] 1760971818261028, 3.30358, 0.104507, -0.248967, -0.324144, 0.707115, 0.707097, 0.00110664, 0.000375926, 0, 0, 0, 0.065124, 0, 0, 
[2025-10-20 10:50:18.263898] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [250] 1760971818263788, 3.30634, 0.104507, -0.248967, -0.324144, 0.707115, 0.707097, 0.00110664, 0.000375926, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.266346] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [251] 1760971818266237, 3.30879, 0.10451, -0.248948, -0.324166, 0.707072, 0.707141, 0.00113271, 0.000373569, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.269192] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [252] 1760971818269058, 3.31161, 0.10451, -0.248948, -0.324166, 0.707072, 0.707141, 0.00113271, 0.000373569, 0, 0, -0.002181, 0, 0, 0, 
[2025-10-20 10:50:18.271602] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [254] 1760971818271459, 3.31401, 0.10451, -0.248948, -0.324166, 0.707072, 0.707141, 0.00113271, 0.000373569, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.274541] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [255] 1760971818274430, 3.31698, 0.10451, -0.248948, -0.324166, 0.707072, 0.707141, 0.00113271, 0.000373569, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.276980] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [256] 1760971818276870, 3.31942, 0.104505, -0.248937, -0.32416, 0.707032, 0.70718, 0.00113334, 0.000384561, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.279873] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [257] 1760971818279762, 3.32232, 0.104505, -0.248937, -0.32416, 0.707032, 0.70718, 0.00113334, 0.000384561, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.282728] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [259] 1760971818282614, 3.32517, 0.104505, -0.248937, -0.32416, 0.707032, 0.70718, 0.00113334, 0.000384561, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.285000] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [260] 1760971818284892, 3.32744, 0.104505, -0.248937, -0.32416, 0.707032, 0.70718, 0.00113334, 0.000384561, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.287652] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [261] 1760971818287541, 3.33009, 0.10451, -0.248956, -0.324153, 0.707075, 0.707137, 0.00113929, 0.00033692, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.291082] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [263] 1760971818291026, 3.33358, 0.10451, -0.248956, -0.324153, 0.707075, 0.707137, 0.00113929, 0.00033692, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.293927] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [264] 1760971818293814, 3.33637, 0.10451, -0.248956, -0.324153, 0.707075, 0.707137, 0.00113929, 0.00033692, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.296234] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [265] 1760971818296126, 3.33868, 0.104485, -0.248972, -0.324122, 0.707325, 0.706888, 0.00111339, 0.000372167, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.299001] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [266] 1760971818298880, 3.34143, 0.104485, -0.248972, -0.324122, 0.707325, 0.706888, 0.00111339, 0.000372167, -0.00245505, 0, 0.00312007, -0.0705361, 0, 0, 
[2025-10-20 10:50:18.301567] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [268] 1760971818301445, 3.344, 0.104485, -0.248972, -0.324122, 0.707325, 0.706888, 0.00111339, 0.000372167, 0, 0, 0, 0, 0, 0, 
