[2025-10-20 10:50:17.740805] [0x0000007f947297c0] [MocapTag] [0x0000080a] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 10:50:18.445248] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [336] 1760971818445130, 3.48768, 0.104532, -0.249182, -0.324455, 0.706483, 0.707724, 0.00194861, 0.00212192, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.447917] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [337] 1760971818447806, 3.49036, 0.10456, -0.249172, -0.324466, 0.706485, 0.707722, 0.00193196, 0.0021739, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.450614] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [338] 1760971818450526, 3.49308, 0.10456, -0.249172, -0.324466, 0.706485, 0.707722, 0.00193196, 0.0021739, 0.00283534, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.453099] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [340] 1760971818452982, 3.49553, 0.10456, -0.249172, -0.324466, 0.706485, 0.707722, 0.00193196, 0.0021739, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.455642] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [341] 1760971818455531, 3.49808, 0.10456, -0.249172, -0.324466, 0.706485, 0.707722, 0.00193196, 0.0021739, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.458097] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [342] 1760971818457993, 3.50055, 0.104577, -0.24917, -0.324464, 0.706431, 0.707776, 0.00190775, 0.00223191, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.460906] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [343] 1760971818460816, 3.50337, 0.104577, -0.24917, -0.324464, 0.706431, 0.707776, 0.00190775, 0.00223191, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.463918] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [345] 1760971818463807, 3.50636, 0.104577, -0.24917, -0.324464, 0.706431, 0.707776, 0.00190775, 0.00223191, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.466397] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [346] 1760971818466274, 3.50883, 0.104569, -0.249147, -0.324444, 0.706402, 0.707805, 0.00193752, 0.00214699, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.469152] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [347] 1760971818469040, 3.51159, 0.104569, -0.249147, -0.324444, 0.706402, 0.707805, 0.00193752, 0.00214699, 0, 0.00230265, 0.00204793, 0, 0, 0, 
[2025-10-20 10:50:18.471816] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [349] 1760971818471701, 3.51425, 0.104569, -0.249147, -0.324444, 0.706402, 0.707805, 0.00193752, 0.00214699, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.474480] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [350] 1760971818474369, 3.51692, 0.104569, -0.249147, -0.324444, 0.706402, 0.707805, 0.00193752, 0.00214699, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.476997] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [351] 1760971818476887, 3.51944, 0.1046, -0.249152, -0.324437, 0.706402, 0.707805, 0.00188605, 0.00224244, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.479746] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [352] 1760971818479632, 3.52218, 0.1046, -0.249152, -0.324437, 0.706402, 0.707805, 0.00188605, 0.00224244, 0.00315763, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.483787] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [354] 1760971818483676, 3.52623, 0.1046, -0.249152, -0.324437, 0.706402, 0.707805, 0.00188605, 0.00224244, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.485166] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [355] 1760971818485058, 3.52761, 0.1046, -0.249152, -0.324437, 0.706402, 0.707805, 0.00188605, 0.00224244, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.487300] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [356] 1760971818487187, 3.52974, 0.104596, -0.249175, -0.32443, 0.706439, 0.707768, 0.00187012, 0.00220444, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.490005] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [357] 1760971818489896, 3.53245, 0.104596, -0.249175, -0.32443, 0.706439, 0.707768, 0.00187012, 0.00220444, 0, -0.00230807, 0, 0, 0, 0, 
[2025-10-20 10:50:18.492623] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [359] 1760971818492516, 3.53507, 0.104596, -0.249175, -0.32443, 0.706439, 0.707768, 0.00187012, 0.00220444, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.495928] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [360] 1760971818495815, 3.53837, 0.104596, -0.249175, -0.32443, 0.706439, 0.707768, 0.00187012, 0.00220444, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.498525] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [361] 1760971818498417, 3.54097, 0.104572, -0.249164, -0.324405, 0.706464, 0.707743, 0.00188186, 0.00224957, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.501424] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [363] 1760971818501344, 3.5439, 0.104572, -0.249164, -0.324405, 0.706464, 0.707743, 0.00188186, 0.00224957, -0.00243643, 0, 0.00258765, 0, 0, 0, 
[2025-10-20 10:50:18.504036] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [364] 1760971818503921, 3.54647, 0.104572, -0.249164, -0.324405, 0.706464, 0.707743, 0.00188186, 0.00224957, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.506620] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [365] 1760971818506513, 3.54907, 0.104612, -0.249164, -0.324427, 0.70641, 0.707797, 0.00185741, 0.00231848, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.509437] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [366] 1760971818509319, 3.55187, 0.104612, -0.249164, -0.324427, 0.70641, 0.707797, 0.00185741, 0.00231848, 0.00400065, 0, -0.00224854, 0, 0, 0, 
[2025-10-20 10:50:18.512023] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [368] 1760971818511918, 3.55447, 0.104612, -0.249164, -0.324427, 0.70641, 0.707797, 0.00185741, 0.00231848, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.514655] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [369] 1760971818514540, 3.55709, 0.104612, -0.249164, -0.324427, 0.70641, 0.707797, 0.00185741, 0.00231848, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.517169] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [370] 1760971818517057, 3.55961, 0.104607, -0.249214, -0.324373, 0.706591, 0.707617, 0.00175086, 0.00220964, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.519873] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [371] 1760971818519763, 3.56232, 0.104607, -0.249214, -0.324373, 0.706591, 0.707617, 0.00175086, 0.00220964, 0, -0.00497406, 0.00538132, -0.0509262, 0, 0, 
[2025-10-20 10:50:18.522710] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [373] 1760971818522596, 3.56515, 0.104607, -0.249214, -0.324373, 0.706591, 0.707617, 0.00175086, 0.00220964, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.525880] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [374] 1760971818525771, 3.56832, 0.104607, -0.249214, -0.324373, 0.706591, 0.707617, 0.00175086, 0.00220964, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.529401] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [375] 1760971818529276, 3.57183, 0.104597, -0.249246, -0.324411, 0.706647, 0.707562, 0.00170934, 0.00210521, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.532325] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [377] 1760971818532207, 3.57476, 0.104597, -0.249246, -0.324411, 0.706647, 0.707562, 0.00170934, 0.00210521, 0, -0.00321584, -0.00376033, 0, 0, 0, 
[2025-10-20 10:50:18.534897] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [378] 1760971818534752, 3.5773, 0.104597, -0.249246, -0.324411, 0.706647, 0.707562, 0.00170934, 0.00210521, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.537446] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [379] 1760971818537335, 3.57989, 0.104611, -0.249205, -0.324415, 0.706637, 0.707571, 0.00175788, 0.00219553, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.540124] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [380] 1760971818540013, 3.58257, 0.104611, -0.249205, -0.324415, 0.706637, 0.707571, 0.00175788, 0.00219553, 0, 0.00407479, 0, 0, 0, 0, 
[2025-10-20 10:50:18.543425] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [382] 1760971818543313, 3.58587, 0.104611, -0.249205, -0.324415, 0.706637, 0.707571, 0.00175788, 0.00219553, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.546005] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [383] 1760971818545898, 3.58845, 0.104651, -0.249195, -0.324368, 0.706628, 0.70758, 0.00170218, 0.00230071, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.548873] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [384] 1760971818548764, 3.59132, 0.104651, -0.249195, -0.324368, 0.706628, 0.70758, 0.00170218, 0.00230071, 0.00402016, 0, 0.00471472, 0, 0, 0, 
[2025-10-20 10:50:18.551455] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [386] 1760971818551377, 3.59393, 0.104651, -0.249195, -0.324368, 0.706628, 0.70758, 0.00170218, 0.00230071, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.554043] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [387] 1760971818553932, 3.59648, 0.104651, -0.249195, -0.324368, 0.706628, 0.70758, 0.00170218, 0.00230071, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.556685] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [388] 1760971818556571, 3.59912, 0.104642, -0.249171, -0.324344, 0.706622, 0.707585, 0.0017684, 0.00222786, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.559890] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [389] 1760971818559781, 3.60233, 0.104642, -0.249171, -0.324344, 0.706622, 0.707585, 0.0017684, 0.00222786, 0, 0.00241194, 0.00240147, 0, 0, 0, 
[2025-10-20 10:50:18.562537] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [391] 1760971818562425, 3.60498, 0.104642, -0.249171, -0.324344, 0.706622, 0.707585, 0.0017684, 0.00222786, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.565179] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [392] 1760971818565068, 3.60762, 0.104642, -0.249171, -0.324344, 0.706622, 0.707585, 0.0017684, 0.00222786, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.567613] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [393] 1760971818567510, 3.61006, 0.104638, -0.249177, -0.32436, 0.7066, 0.707607, 0.00179035, 0.00226524, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.570438] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [394] 1760971818570316, 3.61287, 0.104638, -0.249177, -0.32436, 0.7066, 0.707607, 0.00179035, 0.00226524, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.573047] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [396] 1760971818572936, 3.61549, 0.104638, -0.249177, -0.32436, 0.7066, 0.707607, 0.00179035, 0.00226524, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.575805] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [397] 1760971818575696, 3.61825, 0.104638, -0.249177, -0.32436, 0.7066, 0.707607, 0.00179035, 0.00226524, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.578373] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [398] 1760971818578259, 3.62081, 0.104603, -0.249212, -0.324371, 0.706607, 0.7076, 0.00177484, 0.00223614, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.580970] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [399] 1760971818580904, 3.62346, 0.104603, -0.249212, -0.324371, 0.706607, 0.7076, 0.00177484, 0.00223614, -0.00348659, -0.00348616, 0, 0, 0, 0, 
[2025-10-20 10:50:18.583602] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [401] 1760971818583490, 3.62604, 0.104603, -0.249212, -0.324371, 0.706607, 0.7076, 0.00177484, 0.00223614, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.586175] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [402] 1760971818586064, 3.62862, 0.104528, -0.249105, -0.323951, 0.707428, 0.706785, 0.0010209, 0.00044062, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.588863] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [403] 1760971818588755, 3.63131, 0.104528, -0.249105, -0.323951, 0.707428, 0.706785, 0.0010209, 0.00044062, -0.00748776, 0.0107782, 0.0420416, -0.231123, 0.360557, 0.146811, 
[2025-10-20 10:50:18.591753] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [405] 1760971818591638, 3.63419, 0.104528, -0.249105, -0.323951, 0.707428, 0.706785, 0.0010209, 0.00044062, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.594274] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [406] 1760971818594164, 3.63672, 0.104528, -0.249105, -0.323951, 0.707428, 0.706785, 0.0010209, 0.00044062, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.596745] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [407] 1760971818596636, 3.63919, 0.104508, -0.248973, -0.324133, 0.707303, 0.706909, 0.00110575, 0.000427397, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.599556] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [408] 1760971818599444, 3.642, 0.104508, -0.248973, -0.324133, 0.707303, 0.706909, 0.00110575, 0.000427397, -0.00203688, 0.0131186, -0.0181784, 0.0353217, 0, 0, 
[2025-10-20 10:50:18.602171] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [410] 1760971818602054, 3.64461, 0.104508, -0.248973, -0.324133, 0.707303, 0.706909, 0.00110575, 0.000427397, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.604890] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [411] 1760971818604717, 3.64727, 0.104508, -0.248973, -0.324133, 0.707303, 0.706909, 0.00110575, 0.000427397, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.607744] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [412] 1760971818607639, 3.65019, 0.104511, -0.248973, -0.324125, 0.707316, 0.706897, 0.00109362, 0.000410465, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.610528] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [413] 1760971818610412, 3.65297, 0.104511, -0.248973, -0.324125, 0.707316, 0.706897, 0.00109362, 0.000410465, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.613172] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [415] 1760971818613061, 3.65561, 0.104511, -0.248973, -0.324125, 0.707316, 0.706897, 0.00109362, 0.000410465, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.615608] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [416] 1760971818615501, 3.65805, 0.104511, -0.248973, -0.324125, 0.707316, 0.706897, 0.00109362, 0.000410465, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.618462] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [417] 1760971818618352, 3.66091, 0.104503, -0.24898, -0.324117, 0.707298, 0.706914, 0.00106469, 0.000477715, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.621105] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [419] 1760971818621051, 3.6636, 0.104503, -0.24898, -0.324117, 0.707298, 0.706914, 0.00106469, 0.000477715, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.623935] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [420] 1760971818623823, 3.66638, 0.104503, -0.24898, -0.324117, 0.707298, 0.706914, 0.00106469, 0.000477715, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.626443] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [421] 1760971818626332, 3.66888, 0.10446, -0.248999, -0.324107, 0.707322, 0.70689, 0.00112857, 0.000332224, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.629500] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [422] 1760971818629395, 3.67195, 0.10446, -0.248999, -0.324107, 0.707322, 0.70689, 0.00112857, 0.000332224, -0.00432377, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.631666] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [424] 1760971818631608, 3.67416, 0.10446, -0.248999, -0.324107, 0.707322, 0.70689, 0.00112857, 0.000332224, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.634293] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [425] 1760971818634180, 3.67673, 0.10446, -0.248999, -0.324107, 0.707322, 0.70689, 0.00112857, 0.000332224, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.636995] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [426] 1760971818636889, 3.67944, 0.10443, -0.248991, -0.324105, 0.707314, 0.706898, 0.00117317, 0.000338606, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.639483] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [427] 1760971818639375, 3.68193, 0.10443, -0.248991, -0.324105, 0.707314, 0.706898, 0.00117317, 0.000338606, -0.00298724, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.642074] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [429] 1760971818641971, 3.68452, 0.10443, -0.248991, -0.324105, 0.707314, 0.706898, 0.00117317, 0.000338606, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.645001] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [430] 1760971818644887, 3.68744, 0.10443, -0.248991, -0.324105, 0.707314, 0.706898, 0.00117317, 0.000338606, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.647208] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [431] 1760971818647098, 3.68965, 0.104434, -0.248979, -0.324115, 0.707359, 0.706854, 0.00117683, 0.000298578, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.650011] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [432] 1760971818649902, 3.69245, 0.104434, -0.248979, -0.324115, 0.707359, 0.706854, 0.00117683, 0.000298578, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.652620] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [434] 1760971818652502, 3.69505, 0.104434, -0.248979, -0.324115, 0.707359, 0.706854, 0.00117683, 0.000298578, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.655911] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [435] 1760971818655787, 3.69834, 0.104434, -0.248979, -0.324115, 0.707359, 0.706854, 0.00117683, 0.000298578, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.658030] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [436] 1760971818657912, 3.70046, 0.104424, -0.248957, -0.324121, 0.70734, 0.706872, 0.00120424, 0.000284815, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.660635] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [437] 1760971818660543, 3.7031, 0.104424, -0.248957, -0.324121, 0.70734, 0.706872, 0.00120424, 0.000284815, 0, 0.00224201, 0, 0, 0, 0, 
[2025-10-20 10:50:18.663159] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [439] 1760971818663042, 3.7056, 0.104424, -0.248957, -0.324121, 0.70734, 0.706872, 0.00120424, 0.000284815, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.666381] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [440] 1760971818666254, 3.70881, 0.104424, -0.248957, -0.324121, 0.70734, 0.706872, 0.00120424, 0.000284815, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.668396] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [441] 1760971818668278, 3.71083, 0.104408, -0.248931, -0.324139, 0.707303, 0.70691, 0.00121596, 0.000257637, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.671254] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [443] 1760971818671182, 3.71373, 0.104408, -0.248931, -0.324139, 0.707303, 0.70691, 0.00121596, 0.000257637, 0, 0.0025713, 0, 0, 0, 0, 
[2025-10-20 10:50:18.674023] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [444] 1760971818673801, 3.71635, 0.104408, -0.248931, -0.324139, 0.707303, 0.70691, 0.00121596, 0.000257637, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.677655] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [445] 1760971818677540, 3.72009, 0.104424, -0.248927, -0.324211, 0.707056, 0.707156, 0.00125308, 0.00026356, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.679253] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [446] 1760971818679139, 3.72169, 0.104424, -0.248927, -0.324211, 0.707056, 0.707156, 0.00125308, 0.00026356, 0, 0, -0.00718014, 0.0697374, 0, 0, 
[2025-10-20 10:50:18.681797] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [448] 1760971818681691, 3.72424, 0.104424, -0.248927, -0.324211, 0.707056, 0.707156, 0.00125308, 0.00026356, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.685375] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [449] 1760971818685249, 3.7278, 0.104424, -0.248927, -0.324211, 0.707056, 0.707156, 0.00125308, 0.00026356, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.688915] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [450] 1760971818688795, 3.73135, 0.104409, -0.248942, -0.324168, 0.707054, 0.707159, 0.00126291, 0.000256024, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.691779] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [452] 1760971818691656, 3.73421, 0.104409, -0.248942, -0.324168, 0.707054, 0.707159, 0.00126291, 0.000256024, 0, 0, 0.00420357, 0, 0, 0, 
[2025-10-20 10:50:18.694314] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [453] 1760971818694188, 3.73674, 0.104409, -0.248942, -0.324168, 0.707054, 0.707159, 0.00126291, 0.000256024, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.697199] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [454] 1760971818697077, 3.73963, 0.104389, -0.248968, -0.324108, 0.707318, 0.706894, 0.00123294, 0.000258268, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.699665] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [455] 1760971818699543, 3.7421, 0.104389, -0.248968, -0.324108, 0.707318, 0.706894, 0.00123294, 0.000258268, 0, -0.00261447, 0.00602295, -0.0747442, 0, 0, 
[2025-10-20 10:50:18.703194] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [457] 1760971818703071, 3.74562, 0.104389, -0.248968, -0.324108, 0.707318, 0.706894, 0.00123294, 0.000258268, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.705902] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [458] 1760971818705757, 3.74831, 0.104389, -0.248968, -0.324108, 0.707318, 0.706894, 0.00123294, 0.000258268, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.708678] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [459] 1760971818708564, 3.75112, 0.104406, -0.248961, -0.324102, 0.707312, 0.706901, 0.00120578, 0.000240085, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.711353] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [461] 1760971818711281, 3.75383, 0.104406, -0.248961, -0.324102, 0.707312, 0.706901, 0.00120578, 0.000240085, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.715222] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [462] 1760971818715100, 3.75765, 0.104406, -0.248961, -0.324102, 0.707312, 0.706901, 0.00120578, 0.000240085, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.716546] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [463] 1760971818716422, 3.75897, 0.104414, -0.248955, -0.3241, 0.707275, 0.706938, 0.00122828, 0.000371976, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.719527] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [464] 1760971818719406, 3.76196, 0.104414, -0.248955, -0.3241, 0.707275, 0.706938, 0.00122828, 0.000371976, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.722144] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [466] 1760971818722026, 3.76458, 0.104414, -0.248955, -0.3241, 0.707275, 0.706938, 0.00122828, 0.000371976, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.725700] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [467] 1760971818725587, 3.76814, 0.104414, -0.248955, -0.3241, 0.707275, 0.706938, 0.00122828, 0.000371976, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:50:18.727364] [0x0000007f7b7fd9a0] [MocapTag] [0x0000080a] [468] 1760971818727260, 3.76981, 0.104434, -0.248896, -0.324194, 0.706944, 0.707268, 0.0013059, 0.000330896, 0, 0, 0, 0, 0, 0, 
