[2025-10-20 10:54:58.262578] [0x0000007f8102e7c0] [MocapTag] [0x0000107d] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 10:55:07.084058] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4112] 1760972107083977, 11.5661, 0.122632, -0.0805682, -0.634347, 0.672082, 0.672094, 0.224534, 0.214896, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.086720] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4113] 1760972107086604, 11.5687, 0.12236, -0.0776641, -0.640029, 0.671254, 0.672242, 0.225908, 0.215577, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.089489] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4114] 1760972107089370, 11.5715, 0.12236, -0.0776641, -0.640029, 0.671254, 0.672242, 0.225908, 0.215577, -0.0272444, 0.290415, -0.568258, 0.204408, -0.304288, 0.171885, 
[2025-10-20 10:55:07.091945] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4115] 1760972107091814, 11.5739, 0.12236, -0.0776641, -0.640029, 0.671254, 0.672242, 0.225908, 0.215577, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.094311] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4117] 1760972107094227, 11.5763, 0.12236, -0.0776641, -0.640029, 0.671254, 0.672242, 0.225908, 0.215577, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.096847] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4118] 1760972107096734, 11.5788, 0.123169, -0.0756669, -0.644937, 0.671564, 0.672118, 0.224365, 0.216609, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.099530] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4119] 1760972107099402, 11.5815, 0.123169, -0.0756669, -0.644937, 0.671564, 0.672118, 0.224365, 0.216609, 0.0809597, 0.199713, -0.490779, -0.214398, 0.0743091, -0.45409, 
[2025-10-20 10:55:07.104343] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4121] 1760972107104243, 11.5863, 0.123169, -0.0756669, -0.644937, 0.671564, 0.672118, 0.224365, 0.216609, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.105515] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4122] 1760972107105402, 11.5875, 0.123092, -0.0729514, -0.650086, 0.671637, 0.671916, 0.224231, 0.217148, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.108228] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4123] 1760972107108055, 11.5902, 0.123092, -0.0729514, -0.650086, 0.671637, 0.671916, 0.224231, 0.217148, -0.00768554, 0.271553, -0.514881, -0.0819921, -0.0608087, -0.126821, 
[2025-10-20 10:55:07.110749] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4124] 1760972107110635, 11.5927, 0.123092, -0.0729514, -0.650086, 0.671637, 0.671916, 0.224231, 0.217148, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.113444] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4125] 1760972107113372, 11.5955, 0.123092, -0.0729514, -0.650086, 0.671637, 0.671916, 0.224231, 0.217148, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.116153] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4127] 1760972107116033, 11.5981, 0.123487, -0.0704202, -0.655792, 0.67081, 0.672262, 0.224688, 0.218159, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.118857] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4128] 1760972107118741, 11.6008, 0.123487, -0.0704202, -0.655792, 0.67081, 0.672262, 0.224688, 0.218159, 0.039446, 0.253122, -0.570593, 0.16737, -0.217605, 0, 
[2025-10-20 10:55:07.121535] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4129] 1760972107121369, 11.6035, 0.123487, -0.0704202, -0.655792, 0.67081, 0.672262, 0.224688, 0.218159, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.124165] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4131] 1760972107124049, 11.6061, 0.123487, -0.0704202, -0.655792, 0.67081, 0.672262, 0.224688, 0.218159, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.126536] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4132] 1760972107126426, 11.6085, 0.12407, -0.0682956, -0.660993, 0.670897, 0.672163, 0.22388, 0.219025, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.129271] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4133] 1760972107129154, 11.6113, 0.12407, -0.0682956, -0.660993, 0.670897, 0.672163, 0.22388, 0.219025, 0.0582915, 0.212459, -0.520148, -0.123286, 0, -0.289955, 
[2025-10-20 10:55:07.131815] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4134] 1760972107131702, 11.6138, 0.12407, -0.0682956, -0.660993, 0.670897, 0.672163, 0.22388, 0.219025, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.135394] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4136] 1760972107135281, 11.6174, 0.12407, -0.0682956, -0.660993, 0.670897, 0.672163, 0.22388, 0.219025, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.138249] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4137] 1760972107138099, 11.6202, 0.124374, -0.0658567, -0.666447, 0.670761, 0.672147, 0.223666, 0.219707, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.141134] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4138] 1760972107141012, 11.6231, 0.124374, -0.0658567, -0.666447, 0.670761, 0.672147, 0.223666, 0.219707, 0.0304618, 0.243885, -0.545404, 0, -0.0699162, -0.142657, 
[2025-10-20 10:55:07.144081] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4140] 1760972107143977, 11.6261, 0.124374, -0.0658567, -0.666447, 0.670761, 0.672147, 0.223666, 0.219707, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.146700] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4141] 1760972107146587, 11.6287, 0.124437, -0.0631399, -0.672039, 0.670462, 0.672142, 0.223888, 0.220409, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.150500] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4142] 1760972107150383, 11.6325, 0.124437, -0.0631399, -0.672039, 0.670462, 0.672142, 0.223888, 0.220409, 0.00626572, 0.271688, -0.559161, 0, -0.137687, -0.0632962, 
[2025-10-20 10:55:07.153544] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4144] 1760972107153490, 11.6356, 0.124437, -0.0631399, -0.672039, 0.670462, 0.672142, 0.223888, 0.220409, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.156100] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4145] 1760972107155977, 11.6381, 0.125046, -0.0609701, -0.677445, 0.670663, 0.67194, 0.223148, 0.221164, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.158812] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4146] 1760972107158692, 11.6408, 0.125046, -0.0609701, -0.677445, 0.670663, 0.67194, 0.223148, 0.221164, 0.0608536, 0.216976, -0.540573, -0.150168, 0, -0.272366, 
[2025-10-20 10:55:07.161331] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4147] 1760972107161210, 11.6433, 0.125046, -0.0609701, -0.677445, 0.670663, 0.67194, 0.223148, 0.221164, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.164025] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4149] 1760972107163971, 11.6461, 0.125046, -0.0609701, -0.677445, 0.670663, 0.67194, 0.223148, 0.221164, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.167444] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4150] 1760972107167331, 11.6494, 0.124946, -0.0581782, -0.6834, 0.670269, 0.671834, 0.224074, 0.221742, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.170525] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4151] 1760972107170406, 11.6525, 0.124946, -0.0581782, -0.6834, 0.670269, 0.671834, 0.224074, 0.221742, -0.00993203, 0.279189, -0.595531, 0.0685692, -0.223929, 0.0752681, 
[2025-10-20 10:55:07.172726] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4152] 1760972107172613, 11.6547, 0.124946, -0.0581782, -0.6834, 0.670269, 0.671834, 0.224074, 0.221742, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.175271] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4154] 1760972107175158, 11.6573, 0.125435, -0.0558621, -0.688629, 0.670757, 0.671634, 0.222656, 0.222297, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.177958] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4155] 1760972107177845, 11.6599, 0.125435, -0.0558621, -0.688629, 0.670757, 0.671634, 0.222656, 0.222297, 0.0489029, 0.231608, -0.522892, -0.225294, 0.128055, -0.369147, 
[2025-10-20 10:55:07.180782] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4156] 1760972107180667, 11.6628, 0.125435, -0.0558621, -0.688629, 0.670757, 0.671634, 0.222656, 0.222297, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.183590] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4158] 1760972107183480, 11.6656, 0.125435, -0.0558621, -0.688629, 0.670757, 0.671634, 0.222656, 0.222297, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.186184] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4159] 1760972107186073, 11.6682, 0.12615, -0.0537436, -0.69423, 0.670954, 0.671423, 0.22185, 0.223145, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.189008] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4160] 1760972107188880, 11.671, 0.12615, -0.0537436, -0.69423, 0.670954, 0.671423, 0.22185, 0.223145, 0.071449, 0.21185, -0.56012, -0.159967, 0, -0.299292, 
[2025-10-20 10:55:07.191281] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4161] 1760972107191166, 11.6733, 0.12615, -0.0537436, -0.69423, 0.670954, 0.671423, 0.22185, 0.223145, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.194159] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4163] 1760972107194045, 11.6761, 0.12615, -0.0537436, -0.69423, 0.670954, 0.671423, 0.22185, 0.223145, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.196861] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4164] 1760972107196690, 11.6788, 0.126541, -0.0513391, -0.699876, 0.671146, 0.671195, 0.221344, 0.223756, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.199002] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4165] 1760972107198879, 11.681, 0.126541, -0.0513391, -0.699876, 0.671146, 0.671195, 0.221344, 0.223756, 0.039152, 0.240453, -0.564552, -0.132418, 0, -0.210412, 
[2025-10-20 10:55:07.202750] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4166] 1760972107202629, 11.6847, 0.126541, -0.0513391, -0.699876, 0.671146, 0.671195, 0.221344, 0.223756, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.204583] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4168] 1760972107204469, 11.6866, 0.126541, -0.0513391, -0.699876, 0.671146, 0.671195, 0.221344, 0.223756, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.209239] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4169] 1760972107209120, 11.6912, 0.126985, -0.0489535, -0.705561, 0.67136, 0.67096, 0.220718, 0.224439, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.209943] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4170] 1760972107209824, 11.6919, 0.126985, -0.0489535, -0.705561, 0.67136, 0.67096, 0.220718, 0.224439, 0.0443259, 0.238564, -0.568573, -0.147879, 0, -0.244135, 
[2025-10-20 10:55:07.212498] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4171] 1760972107212381, 11.6945, 0.126985, -0.0489535, -0.705561, 0.67136, 0.67096, 0.220718, 0.224439, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.214981] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4173] 1760972107214875, 11.697, 0.12718, -0.0463024, -0.711301, 0.671542, 0.670671, 0.220488, 0.22498, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.217678] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4174] 1760972107217560, 11.6997, 0.12718, -0.0463024, -0.711301, 0.671542, 0.670671, 0.220488, 0.22498, 0.0195108, 0.265104, -0.573947, -0.121903, -0.0459254, -0.155432, 
[2025-10-20 10:55:07.220676] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4175] 1760972107220564, 11.7027, 0.12718, -0.0463024, -0.711301, 0.671542, 0.670671, 0.220488, 0.22498, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.222819] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4176] 1760972107222733, 11.7048, 0.12718, -0.0463024, -0.711301, 0.671542, 0.670671, 0.220488, 0.22498, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.225355] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4178] 1760972107225240, 11.7073, 0.12797, -0.0441946, -0.716962, 0.671998, 0.670343, 0.219338, 0.225719, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.228030] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4179] 1760972107227922, 11.71, 0.12797, -0.0441946, -0.716962, 0.671998, 0.670343, 0.219338, 0.225719, 0.0790581, 0.210785, -0.566117, -0.235724, 0.0625312, -0.359377, 
[2025-10-20 10:55:07.230505] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4180] 1760972107230392, 11.7125, 0.12797, -0.0441946, -0.716962, 0.671998, 0.670343, 0.219338, 0.225719, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.233086] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4181] 1760972107233000, 11.7151, 0.12797, -0.0441946, -0.716962, 0.671998, 0.670343, 0.219338, 0.225719, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.235581] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4183] 1760972107235468, 11.7176, 0.128489, -0.0418148, -0.722654, 0.672398, 0.669955, 0.218592, 0.226404, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.238189] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4184] 1760972107238050, 11.7201, 0.128489, -0.0418148, -0.722654, 0.672398, 0.669955, 0.218592, 0.226404, 0.0518206, 0.237975, -0.569216, -0.211132, 0, -0.283083, 
[2025-10-20 10:55:07.240811] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4185] 1760972107240698, 11.7228, 0.128489, -0.0418148, -0.722654, 0.672398, 0.669955, 0.218592, 0.226404, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.243521] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4187] 1760972107243412, 11.7255, 0.128489, -0.0418148, -0.722654, 0.672398, 0.669955, 0.218592, 0.226404, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.246304] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4188] 1760972107246195, 11.7283, 0.12888, -0.0393218, -0.728165, 0.673225, 0.669595, 0.216608, 0.226918, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.249276] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4189] 1760972107249157, 11.7313, 0.12888, -0.0393218, -0.728165, 0.673225, 0.669595, 0.216608, 0.226918, 0.0391126, 0.2493, -0.55106, -0.333548, 0.22217, -0.480709, 
[2025-10-20 10:55:07.251601] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4190] 1760972107251448, 11.7335, 0.12888, -0.0393218, -0.728165, 0.673225, 0.669595, 0.216608, 0.226918, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.254162] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4192] 1760972107254023, 11.7361, 0.12888, -0.0393218, -0.728165, 0.673225, 0.669595, 0.216608, 0.226918, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.256565] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4193] 1760972107256455, 11.7386, 0.129288, -0.0368354, -0.734137, 0.673502, 0.669013, 0.216955, 0.227481, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.259279] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4194] 1760972107259162, 11.7413, 0.129288, -0.0368354, -0.734137, 0.673502, 0.669013, 0.216955, 0.227481, 0.0408682, 0.248643, -0.59723, -0.157976, -0.134063, -0.0858469, 
[2025-10-20 10:55:07.261958] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4195] 1760972107261841, 11.7439, 0.129288, -0.0368354, -0.734137, 0.673502, 0.669013, 0.216955, 0.227481, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.264519] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4197] 1760972107264403, 11.7465, 0.129288, -0.0368354, -0.734137, 0.673502, 0.669013, 0.216955, 0.227481, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.267062] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4198] 1760972107266952, 11.7491, 0.13032, -0.0347663, -0.73997, 0.673894, 0.668728, 0.2157, 0.228351, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.269812] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4199] 1760972107269696, 11.7518, 0.13032, -0.0347663, -0.73997, 0.673894, 0.668728, 0.2157, 0.228351, 0.103167, 0.206905, -0.583315, -0.229704, 0.0608325, -0.39185, 
[2025-10-20 10:55:07.272222] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4200] 1760972107272135, 11.7542, 0.13032, -0.0347663, -0.73997, 0.673894, 0.668728, 0.2157, 0.228351, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.275490] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4202] 1760972107275373, 11.7575, 0.130995, -0.0323973, -0.7457, 0.674709, 0.66786, 0.214791, 0.229339, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.278233] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4203] 1760972107278069, 11.7602, 0.130995, -0.0323973, -0.7457, 0.674709, 0.66786, 0.214791, 0.229339, 0.0675484, 0.236903, -0.57301, -0.386643, 0, -0.410566, 
[2025-10-20 10:55:07.281534] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4204] 1760972107281356, 11.7635, 0.130995, -0.0323973, -0.7457, 0.674709, 0.66786, 0.214791, 0.229339, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.283367] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4206] 1760972107283251, 11.7653, 0.130995, -0.0323973, -0.7457, 0.674709, 0.66786, 0.214791, 0.229339, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.285972] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4207] 1760972107285859, 11.768, 0.131276, -0.0296955, -0.751614, 0.675124, 0.66751, 0.214208, 0.22968, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.288798] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4208] 1760972107288677, 11.7708, 0.131276, -0.0296955, -0.751614, 0.675124, 0.66751, 0.214208, 0.22968, 0.0280316, 0.270184, -0.591337, -0.178003, 0.039041, -0.195941, 
[2025-10-20 10:55:07.291931] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4209] 1760972107291844, 11.7739, 0.131276, -0.0296955, -0.751614, 0.675124, 0.66751, 0.214208, 0.22968, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.294561] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4211] 1760972107294445, 11.7765, 0.131276, -0.0296955, -0.751614, 0.675124, 0.66751, 0.214208, 0.22968, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.297043] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4212] 1760972107296934, 11.779, 0.132171, -0.0271785, -0.757778, 0.675374, 0.667109, 0.213792, 0.230497, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.299750] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4213] 1760972107299633, 11.7817, 0.132171, -0.0271785, -0.757778, 0.675374, 0.667109, 0.213792, 0.230497, 0.0895699, 0.251701, -0.616424, -0.17879, -0.056076, -0.243616, 
[2025-10-20 10:55:07.303719] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4215] 1760972107303649, 11.7857, 0.132171, -0.0271785, -0.757778, 0.675374, 0.667109, 0.213792, 0.230497, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.306219] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4216] 1760972107306105, 11.7882, 0.133127, -0.0250402, -0.763717, 0.675754, 0.666742, 0.212928, 0.231243, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.308394] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4217] 1760972107308279, 11.7904, 0.133127, -0.0250402, -0.763717, 0.675754, 0.666742, 0.212928, 0.231243, 0.0955537, 0.213829, -0.593957, -0.213265, 0, -0.310015, 
[2025-10-20 10:55:07.310910] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4218] 1760972107310797, 11.7929, 0.133127, -0.0250402, -0.763717, 0.675754, 0.666742, 0.212928, 0.231243, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.313466] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4220] 1760972107313349, 11.7954, 0.133127, -0.0250402, -0.763717, 0.675754, 0.666742, 0.212928, 0.231243, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.315946] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4221] 1760972107315834, 11.7979, 0.133892, -0.0228532, -0.769413, 0.676379, 0.666366, 0.211638, 0.231682, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.318651] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4222] 1760972107318555, 11.8007, 0.133892, -0.0228532, -0.769413, 0.676379, 0.666366, 0.211638, 0.231682, 0.0765308, 0.218698, -0.569574, -0.258672, 0.132757, -0.340518, 
[2025-10-20 10:55:07.321298] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4223] 1760972107321177, 11.8033, 0.133892, -0.0228532, -0.769413, 0.676379, 0.666366, 0.211638, 0.231682, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.325042] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4225] 1760972107324925, 11.807, 0.133892, -0.0228532, -0.769413, 0.676379, 0.666366, 0.211638, 0.231682, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.326608] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4226] 1760972107326501, 11.8086, 0.126768, -0.0162035, -0.779713, 0.674941, 0.666704, 0.2142, 0.23255, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.329416] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4227] 1760972107329301, 11.8114, 0.126768, -0.0162035, -0.779713, 0.674941, 0.666704, 0.2142, 0.23255, -0.712452, 0.664964, -1.02997, 0.374269, -0.518972, 0.366525, 
[2025-10-20 10:55:07.331937] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4228] 1760972107331846, 11.8139, 0.126768, -0.0162035, -0.779713, 0.674941, 0.666704, 0.2142, 0.23255, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.334591] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4230] 1760972107334476, 11.8166, 0.126768, -0.0162035, -0.779713, 0.674941, 0.666704, 0.2142, 0.23255, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.337018] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4231] 1760972107336912, 11.819, 0.127631, -0.0138844, -0.785884, 0.674931, 0.66704, 0.213527, 0.232233, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.340524] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4232] 1760972107340408, 11.8225, 0.127631, -0.0138844, -0.785884, 0.674931, 0.66704, 0.213527, 0.232233, 0.0862783, 0.231914, -0.617087, 0.0427008, 0.14714, -0.0361029, 
[2025-10-20 10:55:07.343490] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4234] 1760972107343381, 11.8255, 0.127631, -0.0138844, -0.785884, 0.674931, 0.66704, 0.213527, 0.232233, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.346083] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4235] 1760972107345967, 11.8281, 0.128601, -0.0115918, -0.791738, 0.675332, 0.666864, 0.212525, 0.232492, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.351042] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4236] 1760972107350912, 11.833, 0.128601, -0.0115918, -0.791738, 0.675332, 0.666864, 0.212525, 0.232492, 0.0969961, 0.229262, -0.585472, -0.162804, 0.11459, -0.239809, 
[2025-10-20 10:55:07.351789] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4237] 1760972107351668, 11.8338, 0.128601, -0.0115918, -0.791738, 0.675332, 0.666864, 0.212525, 0.232492, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.354320] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4239] 1760972107354194, 11.8363, 0.128601, -0.0115918, -0.791738, 0.675332, 0.666864, 0.212525, 0.232492, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.357335] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4240] 1760972107357222, 11.8393, 0.129593, -0.00930545, -0.797634, 0.675775, 0.666689, 0.211297, 0.232826, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.360197] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4241] 1760972107360083, 11.8422, 0.129593, -0.00930545, -0.797634, 0.675775, 0.666689, 0.211297, 0.232826, 0.0991936, 0.228633, -0.589522, -0.185454, 0.138015, -0.291574, 
