[2025-10-20 10:54:58.262578] [0x0000007f8102e7c0] [MocapTag] [0x0000107d] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 10:55:06.809412] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [3981] 1760972106809293, 11.2914, 0.118859, -0.143255, -0.494344, 0.684146, 0.67792, 0.195701, 0.184579, 0.00220008, 0.25875, -0.500004, 0.211096, -0.679147, 0.10861, 
[2025-10-20 10:55:06.811879] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [3982] 1760972106811795, 11.2939, 0.118859, -0.143255, -0.494344, 0.684146, 0.67792, 0.195701, 0.184579, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.814496] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [3984] 1760972106814383, 11.2965, 0.118859, -0.143255, -0.494344, 0.684146, 0.67792, 0.195701, 0.184579, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.817137] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [3985] 1760972106817028, 11.2991, 0.118477, -0.141845, -0.497676, 0.671797, 0.689488, 0.191323, 0.19155, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.819998] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [3986] 1760972106819870, 11.302, 0.118477, -0.141845, -0.497676, 0.671797, 0.689488, 0.191323, 0.19155, -0.038131, 0.140921, -0.333187, 3.30902, -0.37061, -0.736794, 
[2025-10-20 10:55:06.822533] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [3987] 1760972106822445, 11.3045, 0.118477, -0.141845, -0.497676, 0.671797, 0.689488, 0.191323, 0.19155, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.825078] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [3989] 1760972106824966, 11.3071, 0.118573, -0.139488, -0.502664, 0.671107, 0.689118, 0.193296, 0.193309, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.828068] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [3990] 1760972106827954, 11.3101, 0.118573, -0.139488, -0.502664, 0.671107, 0.689118, 0.193296, 0.193309, 0.00960676, 0.235699, -0.498811, 0.0679135, -0.547844, 0.0590846, 
[2025-10-20 10:55:06.830354] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [3991] 1760972106830235, 11.3123, 0.118573, -0.139488, -0.502664, 0.671107, 0.689118, 0.193296, 0.193309, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.833330] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [3993] 1760972106833220, 11.3153, 0.118573, -0.139488, -0.502664, 0.671107, 0.689118, 0.193296, 0.193309, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.835803] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [3994] 1760972106835690, 11.3178, 0.118284, -0.136816, -0.507593, 0.670804, 0.688452, 0.1952, 0.194817, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.838540] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [3995] 1760972106838418, 11.3205, 0.118284, -0.136816, -0.507593, 0.670804, 0.688452, 0.1952, 0.194817, -0.0289141, 0.267261, -0.492974, 0, -0.501066, 0.0565951, 
[2025-10-20 10:55:06.841154] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [3996] 1760972106841036, 11.3231, 0.118284, -0.136816, -0.507593, 0.670804, 0.688452, 0.1952, 0.194817, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.844217] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [3998] 1760972106844084, 11.3262, 0.118284, -0.136816, -0.507593, 0.670804, 0.688452, 0.1952, 0.194817, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.846271] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [3999] 1760972106846160, 11.3283, 0.118778, -0.134752, -0.512869, 0.67013, 0.687987, 0.197235, 0.196716, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.849414] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4000] 1760972106849298, 11.3314, 0.118778, -0.134752, -0.512869, 0.67013, 0.687987, 0.197235, 0.196716, 0.0493861, 0.206336, -0.527586, 0.0481009, -0.578606, 0.0429736, 
[2025-10-20 10:55:06.851878] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4001] 1760972106851792, 11.3339, 0.118778, -0.134752, -0.512869, 0.67013, 0.687987, 0.197235, 0.196716, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.854463] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4003] 1760972106854351, 11.3364, 0.118778, -0.134752, -0.512869, 0.67013, 0.687987, 0.197235, 0.196716, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.856886] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4004] 1760972106856776, 11.3389, 0.11889, -0.132392, -0.51801, 0.669866, 0.687288, 0.19913, 0.198147, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.859633] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4005] 1760972106859514, 11.3416, 0.11889, -0.132392, -0.51801, 0.669866, 0.687288, 0.19913, 0.198147, 0.0112113, 0.236005, -0.51412, -0.0411391, -0.489199, 0.0639959, 
[2025-10-20 10:55:06.862059] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4006] 1760972106861974, 11.3441, 0.11889, -0.132392, -0.51801, 0.669866, 0.687288, 0.19913, 0.198147, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.865114] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4008] 1760972106865000, 11.3471, 0.118997, -0.130078, -0.523239, 0.66981, 0.686356, 0.201137, 0.199535, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.867696] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4009] 1760972106867575, 11.3497, 0.118997, -0.130078, -0.523239, 0.66981, 0.686356, 0.201137, 0.199535, 0.0106648, 0.231428, -0.522844, -0.104403, -0.49963, 0.0684042, 
[2025-10-20 10:55:06.870247] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4010] 1760972106870133, 11.3522, 0.118997, -0.130078, -0.523239, 0.66981, 0.686356, 0.201137, 0.199535, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.872925] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4011] 1760972106872837, 11.3549, 0.118997, -0.130078, -0.523239, 0.66981, 0.686356, 0.201137, 0.199535, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.875541] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4013] 1760972106875425, 11.3575, 0.119113, -0.127757, -0.52849, 0.669852, 0.685414, 0.203116, 0.200624, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.878286] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4014] 1760972106878169, 11.3603, 0.119113, -0.127757, -0.52849, 0.669852, 0.685414, 0.203116, 0.200624, 0.0116625, 0.232126, -0.525108, -0.10941, -0.45163, 0.10562, 
[2025-10-20 10:55:06.881094] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4015] 1760972106880978, 11.3631, 0.119113, -0.127757, -0.52849, 0.669852, 0.685414, 0.203116, 0.200624, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.883685] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4017] 1760972106883608, 11.3657, 0.119113, -0.127757, -0.52849, 0.669852, 0.685414, 0.203116, 0.200624, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.886194] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4018] 1760972106886080, 11.3682, 0.11921, -0.125464, -0.533771, 0.670026, 0.68433, 0.205097, 0.201723, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.888788] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4019] 1760972106888687, 11.3708, 0.11921, -0.125464, -0.533771, 0.670026, 0.68433, 0.205097, 0.201723, 0.00968742, 0.229304, -0.528084, -0.154269, -0.454026, 0.090657, 
[2025-10-20 10:55:06.891458] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4020] 1760972106891339, 11.3734, 0.11921, -0.125464, -0.533771, 0.670026, 0.68433, 0.205097, 0.201723, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.893988] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4022] 1760972106893932, 11.376, 0.11921, -0.125464, -0.533771, 0.670026, 0.68433, 0.205097, 0.201723, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.896715] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4023] 1760972106896590, 11.3787, 0.119315, -0.123162, -0.539087, 0.670245, 0.683242, 0.207056, 0.202679, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.899372] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4024] 1760972106899254, 11.3814, 0.119315, -0.123162, -0.539087, 0.670245, 0.683242, 0.207056, 0.202679, 0.0104275, 0.230168, -0.531649, -0.156426, -0.429988, 0.106895, 
[2025-10-20 10:55:06.901936] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4025] 1760972106901824, 11.3839, 0.119315, -0.123162, -0.539087, 0.670245, 0.683242, 0.207056, 0.202679, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.904437] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4027] 1760972106904322, 11.3864, 0.119315, -0.123162, -0.539087, 0.670245, 0.683242, 0.207056, 0.202679, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.906877] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4028] 1760972106906770, 11.3889, 0.119403, -0.120867, -0.544351, 0.670537, 0.682157, 0.208837, 0.203542, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.910508] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4029] 1760972106910390, 11.3925, 0.119403, -0.120867, -0.544351, 0.670537, 0.682157, 0.208837, 0.203542, 0.00880505, 0.229503, -0.526409, -0.172567, -0.390673, 0.0885651, 
[2025-10-20 10:55:06.912411] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4030] 1760972106912323, 11.3944, 0.119403, -0.120867, -0.544351, 0.670537, 0.682157, 0.208837, 0.203542, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.915021] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4032] 1760972106914909, 11.397, 0.118567, -0.117795, -0.549757, 0.670865, 0.680261, 0.213082, 0.204403, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.917701] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4033] 1760972106917581, 11.3997, 0.118567, -0.117795, -0.549757, 0.670865, 0.680261, 0.213082, 0.204403, -0.0835176, 0.307237, -0.540598, -0.18084, -0.752872, 0.454919, 
[2025-10-20 10:55:06.920357] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4034] 1760972106920241, 11.4023, 0.118567, -0.117795, -0.549757, 0.670865, 0.680261, 0.213082, 0.204403, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.922946] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4035] 1760972106922861, 11.405, 0.118567, -0.117795, -0.549757, 0.670865, 0.680261, 0.213082, 0.204403, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.925475] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4037] 1760972106925361, 11.4075, 0.119418, -0.115647, -0.555216, 0.670735, 0.679557, 0.214432, 0.205756, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.928591] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4038] 1760972106928473, 11.4106, 0.119418, -0.115647, -0.555216, 0.670735, 0.679557, 0.214432, 0.205756, 0.0850861, 0.214788, -0.545867, -0.0869036, -0.400758, 0, 
[2025-10-20 10:55:06.931139] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4039] 1760972106931024, 11.4131, 0.119418, -0.115647, -0.555216, 0.670735, 0.679557, 0.214432, 0.205756, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.934056] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4041] 1760972106933933, 11.416, 0.119418, -0.115647, -0.555216, 0.670735, 0.679557, 0.214432, 0.205756, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.936520] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4042] 1760972106936409, 11.4185, 0.119782, -0.113987, -0.560316, 0.671221, 0.679297, 0.213795, 0.205695, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.939403] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4043] 1760972106939287, 11.4214, 0.119782, -0.113987, -0.560316, 0.671221, 0.679297, 0.213795, 0.205695, 0.0363506, 0.165977, -0.509963, -0.153434, 0.101477, -0.134343, 
[2025-10-20 10:55:06.941909] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4044] 1760972106941796, 11.4239, 0.119782, -0.113987, -0.560316, 0.671221, 0.679297, 0.213795, 0.205695, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.945691] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4046] 1760972106945572, 11.4277, 0.119532, -0.111284, -0.565708, 0.671313, 0.678434, 0.21582, 0.206127, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.948434] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4047] 1760972106948316, 11.4304, 0.119532, -0.111284, -0.565708, 0.671313, 0.678434, 0.21582, 0.206127, -0.0249631, 0.270321, -0.539239, -0.0689387, -0.363106, 0.218767, 
[2025-10-20 10:55:06.951250] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4048] 1760972106951135, 11.4332, 0.119532, -0.111284, -0.565708, 0.671313, 0.678434, 0.21582, 0.206127, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.954052] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4050] 1760972106953929, 11.436, 0.119532, -0.111284, -0.565708, 0.671313, 0.678434, 0.21582, 0.206127, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.956454] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4051] 1760972106956341, 11.4384, 0.119633, -0.109037, -0.570823, 0.671979, 0.677351, 0.216722, 0.206572, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.959872] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4052] 1760972106959742, 11.4418, 0.119633, -0.109037, -0.570823, 0.671979, 0.677351, 0.216722, 0.206572, 0.0101127, 0.22467, -0.511454, -0.26052, -0.201708, 0, 
[2025-10-20 10:55:06.962353] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4053] 1760972106962238, 11.4443, 0.119633, -0.109037, -0.570823, 0.671979, 0.677351, 0.216722, 0.206572, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.964992] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4055] 1760972106964875, 11.447, 0.119818, -0.106663, -0.576237, 0.672042, 0.676654, 0.218166, 0.207129, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.968218] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4056] 1760972106968066, 11.4502, 0.119818, -0.106663, -0.576237, 0.672042, 0.676654, 0.218166, 0.207129, 0.0184268, 0.237387, -0.541468, -0.0741005, -0.296849, 0.111147, 
[2025-10-20 10:55:06.970614] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4057] 1760972106970503, 11.4526, 0.119818, -0.106663, -0.576237, 0.672042, 0.676654, 0.218166, 0.207129, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.972984] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4058] 1760972106972871, 11.455, 0.119818, -0.106663, -0.576237, 0.672042, 0.676654, 0.218166, 0.207129, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.975720] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4060] 1760972106975608, 11.4577, 0.120379, -0.104632, -0.581608, 0.672076, 0.676057, 0.219119, 0.207963, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.978425] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4061] 1760972106978305, 11.4604, 0.120379, -0.104632, -0.581608, 0.672076, 0.676057, 0.219119, 0.207963, 0.0561542, 0.203179, -0.53705, -0.0931025, -0.265872, 0, 
[2025-10-20 10:55:06.981006] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4062] 1760972106980888, 11.463, 0.120379, -0.104632, -0.581608, 0.672076, 0.676057, 0.219119, 0.207963, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.983811] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4064] 1760972106983737, 11.4658, 0.120379, -0.104632, -0.581608, 0.672076, 0.676057, 0.219119, 0.207963, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.986207] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4065] 1760972106986095, 11.4682, 0.12053, -0.102267, -0.586915, 0.672205, 0.675392, 0.220246, 0.208512, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.988981] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4066] 1760972106988859, 11.471, 0.12053, -0.102267, -0.586915, 0.672205, 0.675392, 0.220246, 0.208512, 0.0151096, 0.236494, -0.530745, -0.0965238, -0.24929, 0.0573684, 
[2025-10-20 10:55:06.991529] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4067] 1760972106991372, 11.4735, 0.12053, -0.102267, -0.586915, 0.672205, 0.675392, 0.220246, 0.208512, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.994157] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4069] 1760972106994044, 11.4761, 0.12053, -0.102267, -0.586915, 0.672205, 0.675392, 0.220246, 0.208512, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.996550] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4070] 1760972106996437, 11.4785, 0.120457, -0.0995404, -0.592427, 0.671904, 0.674976, 0.221919, 0.209057, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:06.999362] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4071] 1760972106999246, 11.4813, 0.120457, -0.0995404, -0.592427, 0.671904, 0.674976, 0.221919, 0.209057, -0.00727935, 0.272621, -0.551132, 0.0462651, -0.328588, 0.185288, 
[2025-10-20 10:55:07.001979] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4072] 1760972107001866, 11.484, 0.120457, -0.0995404, -0.592427, 0.671904, 0.674976, 0.221919, 0.209057, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.004473] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4074] 1760972107004351, 11.4864, 0.120457, -0.0995404, -0.592427, 0.671904, 0.674976, 0.221919, 0.209057, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.006913] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4075] 1760972107006800, 11.4889, 0.120896, -0.0975097, -0.597504, 0.67246, 0.674157, 0.222106, 0.209711, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.009779] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4076] 1760972107009661, 11.4918, 0.120896, -0.0975097, -0.597504, 0.67246, 0.674157, 0.222106, 0.209711, 0.0438249, 0.20307, -0.507784, -0.250137, -0.127482, -0.148293, 
[2025-10-20 10:55:07.012322] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4077] 1760972107012236, 11.4943, 0.120896, -0.0975097, -0.597504, 0.67246, 0.674157, 0.222106, 0.209711, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.014872] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4079] 1760972107014728, 11.4968, 0.12083, -0.0948393, -0.602836, 0.672409, 0.673713, 0.223183, 0.210158, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.017640] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4080] 1760972107017525, 11.4996, 0.12083, -0.0948393, -0.602836, 0.672409, 0.673713, 0.223183, 0.210158, -0.00661601, 0.267039, -0.533178, 0, -0.226539, 0.086502, 
[2025-10-20 10:55:07.020257] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4081] 1760972107020143, 11.5022, 0.12083, -0.0948393, -0.602836, 0.672409, 0.673713, 0.223183, 0.210158, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.023204] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4083] 1760972107023107, 11.5052, 0.12083, -0.0948393, -0.602836, 0.672409, 0.673713, 0.223183, 0.210158, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.025737] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4084] 1760972107025623, 11.5077, 0.121356, -0.0927466, -0.608045, 0.672522, 0.673323, 0.223328, 0.210892, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.028333] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4085] 1760972107028213, 11.5103, 0.121356, -0.0927466, -0.608045, 0.672522, 0.673323, 0.223328, 0.210892, 0.0526026, 0.209271, -0.520898, -0.112748, -0.131774, -0.122875, 
[2025-10-20 10:55:07.030869] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4086] 1760972107030755, 11.5129, 0.121356, -0.0927466, -0.608045, 0.672522, 0.673323, 0.223328, 0.210892, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.033530] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4088] 1760972107033475, 11.5156, 0.121356, -0.0927466, -0.608045, 0.672522, 0.673323, 0.223328, 0.210892, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.036207] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4089] 1760972107036093, 11.5182, 0.121266, -0.0901113, -0.613252, 0.672696, 0.672802, 0.223932, 0.211358, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.039232] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4090] 1760972107039112, 11.5212, 0.121266, -0.0901113, -0.613252, 0.672696, 0.672802, 0.223932, 0.211358, -0.00895513, 0.26353, -0.520647, -0.10556, -0.159919, 0, 
[2025-10-20 10:55:07.042261] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4091] 1760972107042142, 11.5242, 0.121266, -0.0901113, -0.613252, 0.672696, 0.672802, 0.223932, 0.211358, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.044485] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4093] 1760972107044364, 11.5265, 0.121266, -0.0901113, -0.613252, 0.672696, 0.672802, 0.223932, 0.211358, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.046810] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4094] 1760972107046697, 11.5288, 0.121825, -0.0879239, -0.618553, 0.672518, 0.672617, 0.224081, 0.212352, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.049519] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4095] 1760972107049399, 11.5315, 0.121825, -0.0879239, -0.618553, 0.672518, 0.672617, 0.224081, 0.212352, 0.0558946, 0.218743, -0.530107, -0.0439286, -0.170314, -0.138731, 
[2025-10-20 10:55:07.052005] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4096] 1760972107051918, 11.534, 0.121825, -0.0879239, -0.618553, 0.672518, 0.672617, 0.224081, 0.212352, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.055016] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4098] 1760972107054902, 11.537, 0.121825, -0.0879239, -0.618553, 0.672518, 0.672617, 0.224081, 0.212352, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.057425] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4099] 1760972107057311, 11.5394, 0.122077, -0.0854876, -0.623826, 0.672418, 0.672394, 0.224337, 0.213103, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.060304] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4100] 1760972107060188, 11.5423, 0.122077, -0.0854876, -0.623826, 0.672418, 0.672394, 0.224337, 0.213103, 0.0251743, 0.24363, -0.527337, -0.0449896, -0.150186, -0.0872251, 
[2025-10-20 10:55:07.062655] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4102] 1760972107062600, 11.5447, 0.122077, -0.0854876, -0.623826, 0.672418, 0.672394, 0.224337, 0.213103, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.065432] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4103] 1760972107065310, 11.5474, 0.122333, -0.0830155, -0.629079, 0.672252, 0.672234, 0.224489, 0.213973, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.067949] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4104] 1760972107067837, 11.5499, 0.122333, -0.0830155, -0.629079, 0.672252, 0.672234, 0.224489, 0.213973, 0.0256656, 0.247207, -0.525313, -0.0359535, -0.152278, -0.117627, 
[2025-10-20 10:55:07.070873] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4105] 1760972107070751, 11.5528, 0.122333, -0.0830155, -0.629079, 0.672252, 0.672234, 0.224489, 0.213973, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.073543] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4107] 1760972107073487, 11.5556, 0.122333, -0.0830155, -0.629079, 0.672252, 0.672234, 0.224489, 0.213973, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.076086] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4108] 1760972107075972, 11.5581, 0.122632, -0.0805682, -0.634347, 0.672082, 0.672094, 0.224534, 0.214896, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:55:07.078913] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4109] 1760972107078792, 11.5609, 0.122632, -0.0805682, -0.634347, 0.672082, 0.672094, 0.224534, 0.214896, 0.029878, 0.24473, -0.526746, -0.0409365, -0.144321, -0.143154, 
[2025-10-20 10:55:07.081447] [0x0000007f5fffe9a0] [MocapTag] [0x0000107d] [4110] 1760972107081334, 11.5634, 0.122632, -0.0805682, -0.634347, 0.672082, 0.672094, 0.224534, 0.214896, 0, 0, 0, 0, 0, 0, 
