[2026-03-25 15:15:22.566655] [0x0000007f8f54a7c0] [MocapTag] [0x00000c24] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2026-03-25 15:15:42.449730] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8894] 1774466142449616, 22.5165, -1.76163, 0.570989, -2.60658, -0.213267, -0.229854, 0.696738, 0.645167, -0.251069, -0.244406, -0.385233, 0.0745177, 1.13052, -0.0920773, 
[2026-03-25 15:15:42.452136] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8895] 1774466142452024, 22.5189, -1.76163, 0.570989, -2.60658, -0.213267, -0.229854, 0.696738, 0.645167, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.455271] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8896] 1774466142455168, 22.5221, -1.76163, 0.570989, -2.60658, -0.213267, -0.229854, 0.696738, 0.645167, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.457445] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8897] 1774466142457328, 22.5242, -1.76414, 0.568521, -2.6104, -0.21767, -0.233163, 0.695242, 0.644122, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.460227] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8899] 1774466142460109, 22.527, -1.76414, 0.568521, -2.6104, -0.21767, -0.233163, 0.695242, 0.644122, -0.251142, -0.246795, -0.381754, 0.0557542, 1.1566, -0.116134, 
[2026-03-25 15:15:42.464426] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8900] 1774466142464317, 22.5312, -1.76414, 0.568521, -2.6104, -0.21767, -0.233163, 0.695242, 0.644122, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.467023] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8901] 1774466142466912, 22.5338, -1.76664, 0.566003, -2.61413, -0.22182, -0.236384, 0.693653, 0.643245, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.469720] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8903] 1774466142469618, 22.5365, -1.76664, 0.566003, -2.61413, -0.22182, -0.236384, 0.693653, 0.643245, -0.25004, -0.251829, -0.373303, 0.0955462, 1.10788, -0.108957, 
[2026-03-25 15:15:42.472276] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8904] 1774466142472167, 22.5391, -1.76664, 0.566003, -2.61413, -0.22182, -0.236384, 0.693653, 0.643245, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.474774] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8905] 1774466142474666, 22.5416, -1.76664, 0.566003, -2.61413, -0.22182, -0.236384, 0.693653, 0.643245, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.478987] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8907] 1774466142478924, 22.5458, -1.76909, 0.563471, -2.61783, -0.226164, -0.239704, 0.69209, 0.642186, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.481821] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8908] 1774466142481711, 22.5486, -1.76909, 0.563471, -2.61783, -0.226164, -0.239704, 0.69209, 0.642186, -0.245019, -0.253132, -0.370026, 0.0645876, 1.15337, -0.111055, 
[2026-03-25 15:15:42.484283] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8909] 1774466142484178, 22.5511, -1.76909, 0.563471, -2.61783, -0.226164, -0.239704, 0.69209, 0.642186, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.487005] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8910] 1774466142486884, 22.5538, -1.77154, 0.56091, -2.62148, -0.230295, -0.242707, 0.690439, 0.641366, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.489707] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8912] 1774466142489624, 22.5565, -1.77154, 0.56091, -2.62148, -0.230295, -0.242707, 0.690439, 0.641366, -0.244902, -0.256198, -0.364836, 0.134432, 1.07857, -0.156903, 
[2026-03-25 15:15:42.492371] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8913] 1774466142492263, 22.5592, -1.77154, 0.56091, -2.62148, -0.230295, -0.242707, 0.690439, 0.641366, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.495499] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8914] 1774466142495390, 22.5623, -1.77154, 0.56091, -2.62148, -0.230295, -0.242707, 0.690439, 0.641366, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.498005] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8915] 1774466142497895, 22.5648, -1.77396, 0.558332, -2.62509, -0.234365, -0.245793, 0.688837, 0.640439, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.500723] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8917] 1774466142500612, 22.5675, -1.77396, 0.558332, -2.62509, -0.234365, -0.245793, 0.688837, 0.640439, -0.24178, -0.257772, -0.360769, 0.101316, 1.08195, -0.124979, 
[2026-03-25 15:15:42.503028] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8918] 1774466142502923, 22.5698, -1.77396, 0.558332, -2.62509, -0.234365, -0.245793, 0.688837, 0.640439, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.505783] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8919] 1774466142505668, 22.5726, -1.77396, 0.558332, -2.62509, -0.234365, -0.245793, 0.688837, 0.640439, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.508396] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8920] 1774466142508293, 22.5752, -1.77632, 0.55569, -2.62865, -0.238505, -0.248864, 0.68715, 0.639536, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.511340] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8922] 1774466142511230, 22.5781, -1.77632, 0.55569, -2.62865, -0.238505, -0.248864, 0.68715, 0.639536, -0.23677, -0.264217, -0.356602, 0.12722, 1.09332, -0.148296, 
[2026-03-25 15:15:42.513964] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8923] 1774466142513851, 22.5808, -1.77632, 0.55569, -2.62865, -0.238505, -0.248864, 0.68715, 0.639536, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.517406] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8924] 1774466142517294, 22.5842, -1.77862, 0.553009, -2.63216, -0.242524, -0.251946, 0.685501, 0.638588, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.519393] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8926] 1774466142519296, 22.5862, -1.77862, 0.553009, -2.63216, -0.242524, -0.251946, 0.685501, 0.638588, -0.229865, -0.268042, -0.350473, 0.108397, 1.07759, -0.124216, 
[2026-03-25 15:15:42.521829] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8927] 1774466142521721, 22.5886, -1.77862, 0.553009, -2.63216, -0.242524, -0.251946, 0.685501, 0.638588, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.526613] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8928] 1774466142526500, 22.5934, -1.77862, 0.553009, -2.63216, -0.242524, -0.251946, 0.685501, 0.638588, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.530645] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8930] 1774466142530490, 22.5974, -1.78089, 0.550234, -2.63573, -0.245854, -0.25611, 0.684586, 0.636637, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.531719] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8931] 1774466142531599, 22.5985, -1.78089, 0.550234, -2.63573, -0.245854, -0.25611, 0.684586, 0.636637, -0.226836, -0.277519, -0.357159, -0.318468, 1.1207, 0.306773, 
[2026-03-25 15:15:42.534569] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8932] 1774466142534455, 22.6014, -1.78089, 0.550234, -2.63573, -0.245854, -0.25611, 0.684586, 0.636637, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.537001] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8933] 1774466142536888, 22.6038, -1.78312, 0.54755, -2.63881, -0.250877, -0.259247, 0.683351, 0.634731, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.540737] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8935] 1774466142540620, 22.6075, -1.78312, 0.54755, -2.63881, -0.250877, -0.259247, 0.683351, 0.634731, -0.222383, -0.268385, -0.30782, -0.0833511, 1.24397, -0.184822, 
[2026-03-25 15:15:42.543517] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8936] 1774466142543411, 22.6103, -1.78312, 0.54755, -2.63881, -0.250877, -0.259247, 0.683351, 0.634731, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.545527] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8937] 1774466142545422, 22.6123, -1.78312, 0.54755, -2.63881, -0.250877, -0.259247, 0.683351, 0.634731, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.548112] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8938] 1774466142547996, 22.6149, -1.78534, 0.5447, -2.64222, -0.254866, -0.262657, 0.681749, 0.633461, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.552113] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8940] 1774466142552001, 22.6189, -1.78534, 0.5447, -2.64222, -0.254866, -0.262657, 0.681749, 0.633461, -0.222917, -0.284998, -0.341078, 0, 1.12604, 0, 
[2026-03-25 15:15:42.554131] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8941] 1774466142554023, 22.6209, -1.78534, 0.5447, -2.64222, -0.254866, -0.262657, 0.681749, 0.633461, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.556064] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8942] 1774466142555948, 22.6229, -1.78757, 0.541852, -2.64559, -0.258529, -0.266031, 0.680175, 0.63226, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.559193] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8943] 1774466142559106, 22.626, -1.78757, 0.541852, -2.64559, -0.258529, -0.266031, 0.680175, 0.63226, -0.222954, -0.284809, -0.337625, 0, 1.07188, 0, 
[2026-03-25 15:15:42.561707] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8945] 1774466142561590, 22.6285, -1.78757, 0.541852, -2.64559, -0.258529, -0.266031, 0.680175, 0.63226, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.567144] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8946] 1774466142567028, 22.6339, -1.78757, 0.541852, -2.64559, -0.258529, -0.266031, 0.680175, 0.63226, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.567821] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8947] 1774466142567707, 22.6346, -1.78978, 0.538929, -2.64894, -0.262297, -0.269317, 0.678624, 0.630982, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.569673] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8949] 1774466142569593, 22.6365, -1.78978, 0.538929, -2.64894, -0.262297, -0.269317, 0.678624, 0.630982, -0.220516, -0.292317, -0.33478, 0, 1.07755, 0, 
[2026-03-25 15:15:42.572081] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8950] 1774466142571941, 22.6388, -1.78978, 0.538929, -2.64894, -0.262297, -0.269317, 0.678624, 0.630982, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.575008] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8951] 1774466142574904, 22.6418, -1.78978, 0.538929, -2.64894, -0.262297, -0.269317, 0.678624, 0.630982, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.577637] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8952] 1774466142577527, 22.6444, -1.79155, 0.536073, -2.65198, -0.26776, -0.273323, 0.677012, 0.628692, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.580363] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8954] 1774466142580244, 22.6471, -1.79155, 0.536073, -2.65198, -0.26776, -0.273323, 0.677012, 0.628692, -0.177488, -0.28558, -0.30408, -0.129461, 1.45217, -0.0883102, 
[2026-03-25 15:15:42.584031] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8955] 1774466142583922, 22.6508, -1.79155, 0.536073, -2.65198, -0.26776, -0.273323, 0.677012, 0.628692, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.585519] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8956] 1774466142585414, 22.6523, -1.79155, 0.536073, -2.65198, -0.26776, -0.273323, 0.677012, 0.628692, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.588109] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8957] 1774466142587993, 22.6549, -1.79368, 0.533122, -2.65528, -0.271248, -0.276511, 0.675465, 0.627465, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.591808] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8959] 1774466142591698, 22.6586, -1.79368, 0.533122, -2.65528, -0.271248, -0.276511, 0.675465, 0.627465, -0.212072, -0.295066, -0.329473, 0, 1.02416, 0, 
[2026-03-25 15:15:42.593747] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8960] 1774466142593641, 22.6605, -1.79368, 0.533122, -2.65528, -0.271248, -0.276511, 0.675465, 0.627465, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.596707] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8961] 1774466142596584, 22.6635, -1.79553, 0.529509, -2.65785, -0.282941, -0.281978, 0.674604, 0.620759, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.599082] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8962] 1774466142598994, 22.6659, -1.79553, 0.529509, -2.65785, -0.282941, -0.281978, 0.674604, 0.620759, -0.185157, -0.361359, -0.257553, -0.822163, 2.6606, -0.450826, 
[2026-03-25 15:15:42.601540] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8964] 1774466142601432, 22.6683, -1.79553, 0.529509, -2.65785, -0.282941, -0.281978, 0.674604, 0.620759, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.606212] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8965] 1774466142606099, 22.673, -1.79553, 0.529509, -2.65785, -0.282941, -0.281978, 0.674604, 0.620759, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.608850] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8966] 1774466142608768, 22.6757, -1.79769, 0.52652, -2.66103, -0.286207, -0.284988, 0.673137, 0.619478, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.611438] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8968] 1774466142611329, 22.6782, -1.79769, 0.52652, -2.66103, -0.286207, -0.284988, 0.673137, 0.619478, -0.215934, -0.298885, -0.317597, 0, 0.969565, 0, 
[2026-03-25 15:15:42.615681] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8969] 1774466142615572, 22.6825, -1.79769, 0.52652, -2.66103, -0.286207, -0.284988, 0.673137, 0.619478, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.617034] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8970] 1774466142616913, 22.6838, -1.79981, 0.523443, -2.66418, -0.289537, -0.287859, 0.671723, 0.618137, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.619801] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8971] 1774466142619716, 22.6866, -1.79981, 0.523443, -2.66418, -0.289537, -0.287859, 0.671723, 0.618137, -0.211957, -0.30768, -0.314997, 0, 0.961429, 0, 
[2026-03-25 15:15:42.622937] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8973] 1774466142622825, 22.6897, -1.79981, 0.523443, -2.66418, -0.289537, -0.287859, 0.671723, 0.618137, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.625761] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8974] 1774466142625647, 22.6926, -1.79981, 0.523443, -2.66418, -0.289537, -0.287859, 0.671723, 0.618137, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.628323] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8975] 1774466142628242, 22.6951, -1.80194, 0.520399, -2.66726, -0.29262, -0.290669, 0.670338, 0.616873, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.631072] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8977] 1774466142630961, 22.6979, -1.80194, 0.520399, -2.66726, -0.29262, -0.290669, 0.670338, 0.616873, -0.213605, -0.304397, -0.3078, -0.0353336, 0.914377, 0, 
[2026-03-25 15:15:42.633646] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8978] 1774466142633541, 22.7004, -1.80194, 0.520399, -2.66726, -0.29262, -0.290669, 0.670338, 0.616873, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.636203] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8979] 1774466142636092, 22.703, -1.80411, 0.5174, -2.67024, -0.29567, -0.293042, 0.669086, 0.615654, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.641063] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8981] 1774466142640951, 22.7079, -1.80411, 0.5174, -2.67024, -0.29567, -0.293042, 0.669086, 0.615654, -0.216594, -0.299928, -0.298485, 0, 0.846225, -0.0487328, 
[2026-03-25 15:15:42.643640] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8982] 1774466142643533, 22.7104, -1.80411, 0.5174, -2.67024, -0.29567, -0.293042, 0.669086, 0.615654, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.646224] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8983] 1774466142646103, 22.713, -1.80626, 0.514312, -2.67314, -0.299715, -0.295513, 0.667211, 0.614551, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.649143] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8984] 1774466142649063, 22.716, -1.80626, 0.514312, -2.67314, -0.299715, -0.295513, 0.667211, 0.614551, -0.215621, -0.308798, -0.289582, 0.202394, 1.02746, -0.276518, 
[2026-03-25 15:15:42.652111] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8986] 1774466142651998, 22.7189, -1.80626, 0.514312, -2.67314, -0.299715, -0.295513, 0.667211, 0.614551, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.655006] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8987] 1774466142654902, 22.7218, -1.80626, 0.514312, -2.67314, -0.299715, -0.295513, 0.667211, 0.614551, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.657764] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8988] 1774466142657654, 22.7246, -1.80827, 0.511046, -2.67625, -0.302354, -0.299344, 0.66587, 0.612856, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.662114] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8990] 1774466142662002, 22.7289, -1.80827, 0.511046, -2.67625, -0.302354, -0.299344, 0.66587, 0.612856, -0.200946, -0.326575, -0.310958, -0.275803, 0.997168, 0.375843, 
[2026-03-25 15:15:42.662861] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8991] 1774466142662766, 22.7297, -1.80827, 0.511046, -2.67625, -0.302354, -0.299344, 0.66587, 0.612856, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.665697] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8992] 1774466142665583, 22.7325, -1.80827, 0.511046, -2.67625, -0.302354, -0.299344, 0.66587, 0.612856, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.669944] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8994] 1774466142669828, 22.7367, -1.81014, 0.507756, -2.67915, -0.306656, -0.302267, 0.66371, 0.611626, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.672534] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8995] 1774466142672426, 22.7393, -1.81014, 0.507756, -2.67915, -0.306656, -0.302267, 0.66371, 0.611626, -0.186889, -0.329029, -0.290046, 0.209808, 1.14216, -0.245261, 
[2026-03-25 15:15:42.675189] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8996] 1774466142675082, 22.742, -1.81014, 0.507756, -2.67915, -0.306656, -0.302267, 0.66371, 0.611626, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.677745] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8997] 1774466142677633, 22.7445, -1.81213, 0.50453, -2.68204, -0.309824, -0.305298, 0.662222, 0.610135, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.680618] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [8999] 1774466142680497, 22.7474, -1.81213, 0.50453, -2.68204, -0.309824, -0.305298, 0.662222, 0.610135, -0.198488, -0.322639, -0.289038, -0.0812888, 0.971347, 0.0765562, 
[2026-03-25 15:15:42.683046] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [9000] 1774466142682938, 22.7498, -1.81213, 0.50453, -2.68204, -0.309824, -0.305298, 0.662222, 0.610135, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.687056] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [9001] 1774466142686944, 22.7538, -1.81213, 0.50453, -2.68204, -0.309824, -0.305298, 0.662222, 0.610135, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.689418] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [9002] 1774466142689334, 22.7562, -1.81416, 0.501227, -2.68486, -0.312934, -0.30828, 0.660783, 0.608606, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.692220] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [9004] 1774466142692107, 22.759, -1.81416, 0.501227, -2.68486, -0.312934, -0.30828, 0.660783, 0.608606, -0.20378, -0.33028, -0.281984, -0.101304, 0.956482, 0.0882149, 
[2026-03-25 15:15:42.694811] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [9005] 1774466142694694, 22.7616, -1.81416, 0.501227, -2.68486, -0.312934, -0.30828, 0.660783, 0.608606, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.697356] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [9006] 1774466142697245, 22.7641, -1.81615, 0.497854, -2.68764, -0.316246, -0.311026, 0.659385, 0.607011, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.701689] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [9008] 1774466142701576, 22.7685, -1.81615, 0.497854, -2.68764, -0.316246, -0.311026, 0.659385, 0.607011, -0.198295, -0.337294, -0.278461, -0.0815511, 0.956511, 0, 
[2026-03-25 15:15:42.704376] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [9009] 1774466142704270, 22.7712, -1.81615, 0.497854, -2.68764, -0.316246, -0.311026, 0.659385, 0.607011, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.706984] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [9010] 1774466142706872, 22.7738, -1.8181, 0.494511, -2.69031, -0.319234, -0.313943, 0.657948, 0.605503, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.709701] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [9012] 1774466142709602, 22.7765, -1.8181, 0.494511, -2.69031, -0.319234, -0.313943, 0.657948, 0.605503, -0.195385, -0.334271, -0.266646, -0.105357, 0.931025, 0.0998259, 
[2026-03-25 15:15:42.712239] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [9013] 1774466142712130, 22.779, -1.8181, 0.494511, -2.69031, -0.319234, -0.313943, 0.657948, 0.605503, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.714639] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [9014] 1774466142714534, 22.7814, -1.8181, 0.494511, -2.69031, -0.319234, -0.313943, 0.657948, 0.605503, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.718584] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [9015] 1774466142718498, 22.7854, -1.82005, 0.4911, -2.69296, -0.322428, -0.316736, 0.656578, 0.603841, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.721944] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [9017] 1774466142721826, 22.7887, -1.82005, 0.4911, -2.69296, -0.322428, -0.316736, 0.656578, 0.603841, -0.194452, -0.341097, -0.264876, -0.12238, 0.948077, 0.0589848, 
[2026-03-25 15:15:42.723775] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [9018] 1774466142723669, 22.7906, -1.82005, 0.4911, -2.69296, -0.322428, -0.316736, 0.656578, 0.603841, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.726443] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [9019] 1774466142726331, 22.7932, -1.822, 0.487632, -2.69557, -0.325584, -0.319433, 0.655183, 0.60224, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.729189] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [9020] 1774466142729103, 22.796, -1.822, 0.487632, -2.69557, -0.325584, -0.319433, 0.655183, 0.60224, -0.195048, -0.346838, -0.261076, -0.0980616, 0.929856, 0.0375509, 
[2026-03-25 15:15:42.731690] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [9022] 1774466142731579, 22.7985, -1.822, 0.487632, -2.69557, -0.325584, -0.319433, 0.655183, 0.60224, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.734382] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [9023] 1774466142734276, 22.8012, -1.822, 0.487632, -2.69557, -0.325584, -0.319433, 0.655183, 0.60224, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:42.736848] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [9024] 1774466142736736, 22.8036, -1.82394, 0.484174, -2.69811, -0.328544, -0.32218, 0.653797, 0.600673, 0, 0, 0, 0, 0, 0, 
