[2026-03-25 15:15:22.566655] [0x0000007f8f54a7c0] [MocapTag] [0x00000c24] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2026-03-25 15:15:22.884500] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [139] 1774466122884396, 2.9513, 0.0758801, -0.243292, -0.321674, 0.714222, 0.699089, 0.00425172, 0.0338182, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.887209] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [141] 1774466122887107, 2.95401, 0.0759818, -0.24351, -0.321921, 0.714315, 0.699077, 0.00464903, 0.0319943, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.889930] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [142] 1774466122889821, 2.95672, 0.0759818, -0.24351, -0.321921, 0.714315, 0.699077, 0.00464903, 0.0319943, 0.0101652, -0.0217613, -0.0247125, 0, 0.198513, 0.316595, 
[2026-03-25 15:15:22.892504] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [143] 1774466122892399, 2.9593, 0.0759818, -0.24351, -0.321921, 0.714315, 0.699077, 0.00464903, 0.0319943, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.895175] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [144] 1774466122895068, 2.96197, 0.0759818, -0.24351, -0.321921, 0.714315, 0.699077, 0.00464903, 0.0319943, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.902240] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [146] 1774466122902119, 2.96902, 0.0760077, -0.2435, -0.32193, 0.714303, 0.699087, 0.00471814, 0.0320378, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.902826] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [147] 1774466122902738, 2.96964, 0.0760077, -0.2435, -0.32193, 0.714303, 0.699087, 0.00471814, 0.0320378, 0.00259147, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.904881] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [148] 1774466122904777, 2.97168, 0.0760077, -0.2435, -0.32193, 0.714303, 0.699087, 0.00471814, 0.0320378, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.907727] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [150] 1774466122907611, 2.97451, 0.076045, -0.24347, -0.321968, 0.714249, 0.699141, 0.0048316, 0.032065, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.910417] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [151] 1774466122910309, 2.97721, 0.076045, -0.24347, -0.321968, 0.714249, 0.699141, 0.0048316, 0.032065, 0.00373323, 0.00302824, -0.00377617, 0, 0, 0, 
[2026-03-25 15:15:22.914278] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [152] 1774466122914169, 2.98107, 0.076045, -0.24347, -0.321968, 0.714249, 0.699141, 0.0048316, 0.032065, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.916884] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [154] 1774466122916808, 2.98371, 0.076045, -0.24347, -0.321968, 0.714249, 0.699141, 0.0048316, 0.032065, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.919418] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [155] 1774466122919311, 2.98621, 0.0760512, -0.243456, -0.321975, 0.714258, 0.699129, 0.00486181, 0.0320931, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.922437] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [156] 1774466122922333, 2.98924, 0.0760512, -0.243456, -0.321975, 0.714258, 0.699129, 0.00486181, 0.0320931, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.924979] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [157] 1774466122924877, 2.99178, 0.0760512, -0.243456, -0.321975, 0.714258, 0.699129, 0.00486181, 0.0320931, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.928714] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [159] 1774466122928567, 2.99547, 0.0760354, -0.243467, -0.321945, 0.714324, 0.699063, 0.0048057, 0.0320711, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.931007] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [160] 1774466122930903, 2.99781, 0.0760354, -0.243467, -0.321945, 0.714324, 0.699063, 0.0048057, 0.0320711, 0, 0, 0.00293539, 0, 0, 0, 
[2026-03-25 15:15:22.934371] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [161] 1774466122934267, 3.00117, 0.0760354, -0.243467, -0.321945, 0.714324, 0.699063, 0.0048057, 0.0320711, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.936939] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [163] 1774466122936856, 3.00376, 0.0760354, -0.243467, -0.321945, 0.714324, 0.699063, 0.0048057, 0.0320711, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.939583] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [164] 1774466122939476, 3.00638, 0.0759964, -0.243514, -0.321863, 0.71447, 0.69892, 0.00469025, 0.0319676, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.943077] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [165] 1774466122942966, 3.00987, 0.0759964, -0.243514, -0.321863, 0.71447, 0.69892, 0.00469025, 0.0319676, -0.00389983, -0.00472411, 0.00823202, -0.0403285, 0, 0, 
[2026-03-25 15:15:22.946397] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [166] 1774466122946310, 3.01321, 0.0759964, -0.243514, -0.321863, 0.71447, 0.69892, 0.00469025, 0.0319676, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.948852] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [168] 1774466122948743, 3.01565, 0.0759407, -0.243585, -0.321875, 0.714351, 0.699047, 0.00441596, 0.0318755, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.951620] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [169] 1774466122951515, 3.01842, 0.0759407, -0.243585, -0.321875, 0.714351, 0.699047, 0.00441596, 0.0318755, -0.00556983, -0.00711851, 0, 0.0352502, 0.0514302, 0, 
[2026-03-25 15:15:22.954185] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [170] 1774466122954079, 3.02098, 0.0759407, -0.243585, -0.321875, 0.714351, 0.699047, 0.00441596, 0.0318755, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.956889] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [172] 1774466122956822, 3.02373, 0.0759407, -0.243585, -0.321875, 0.714351, 0.699047, 0.00441596, 0.0318755, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.959938] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [173] 1774466122959829, 3.02673, 0.0759982, -0.243504, -0.321926, 0.714305, 0.699085, 0.00471169, 0.0320289, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.962512] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [174] 1774466122962408, 3.02931, 0.0759982, -0.243504, -0.321926, 0.714305, 0.699085, 0.00471169, 0.0320289, 0.00574643, 0.0081164, -0.00508173, 0, -0.0639748, 0, 
[2026-03-25 15:15:22.965109] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [175] 1774466122965005, 3.03191, 0.0759982, -0.243504, -0.321926, 0.714305, 0.699085, 0.00471169, 0.0320289, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.967898] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [177] 1774466122967789, 3.03469, 0.0760007, -0.243516, -0.321858, 0.714464, 0.698924, 0.00471713, 0.0320135, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.970625] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [178] 1774466122970520, 3.03742, 0.0760007, -0.243516, -0.321858, 0.714464, 0.698924, 0.00471713, 0.0320135, 0, 0, 0.00677162, -0.0451207, 0, 0, 
[2026-03-25 15:15:22.973292] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [179] 1774466122973186, 3.04009, 0.0760007, -0.243516, -0.321858, 0.714464, 0.698924, 0.00471713, 0.0320135, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.977766] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [181] 1774466122977654, 3.04456, 0.0760007, -0.243516, -0.321858, 0.714464, 0.698924, 0.00471713, 0.0320135, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.980141] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [182] 1774466122980036, 3.04694, 0.0759408, -0.243519, -0.321936, 0.714321, 0.699073, 0.00444861, 0.0319811, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.983024] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [183] 1774466122982917, 3.04982, 0.0759408, -0.243519, -0.321936, 0.714321, 0.699073, 0.00444861, 0.0319811, -0.00599061, 0, -0.00778785, 0.0414014, 0.0421263, 0, 
[2026-03-25 15:15:22.985879] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [184] 1774466122985771, 3.05267, 0.0759408, -0.243519, -0.321936, 0.714321, 0.699073, 0.00444861, 0.0319811, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.988442] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [186] 1774466122988331, 3.05523, 0.07603, -0.24346, -0.321938, 0.714354, 0.699032, 0.00481815, 0.0320915, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.991302] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [187] 1774466122991195, 3.0581, 0.07603, -0.24346, -0.321938, 0.714354, 0.699032, 0.00481815, 0.0320915, 0.00892492, 0.00594922, 0, 0, -0.0680886, 0.0355721, 
[2026-03-25 15:15:22.996058] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [188] 1774466122995976, 3.06288, 0.07603, -0.24346, -0.321938, 0.714354, 0.699032, 0.00481815, 0.0320915, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:22.998544] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [190] 1774466122998436, 3.06534, 0.0759277, -0.243565, -0.321914, 0.714343, 0.699055, 0.00432527, 0.0318946, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.003819] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [191] 1774466123003696, 3.0706, 0.0759277, -0.243565, -0.321914, 0.714343, 0.699055, 0.00432527, 0.0318946, -0.0102293, -0.0105206, 0.00241854, 0, 0.0979368, -0.0405647, 
[2026-03-25 15:15:23.004415] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [192] 1774466123004318, 3.07122, 0.0759277, -0.243565, -0.321914, 0.714343, 0.699055, 0.00432527, 0.0318946, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.006658] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [194] 1774466123006600, 3.0735, 0.0759277, -0.243565, -0.321914, 0.714343, 0.699055, 0.00432527, 0.0318946, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.010435] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [195] 1774466123010328, 3.07723, 0.076059, -0.243454, -0.321977, 0.714248, 0.699139, 0.00485186, 0.0321103, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.013264] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [196] 1774466123013157, 3.08006, 0.076059, -0.243454, -0.321977, 0.714248, 0.699139, 0.00485186, 0.0321103, 0.0131317, 0.0111061, -0.00633802, 0, -0.105985, 0.0433605, 
[2026-03-25 15:15:23.015932] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [197] 1774466123015847, 3.08275, 0.076059, -0.243454, -0.321977, 0.714248, 0.699139, 0.00485186, 0.0321103, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.018736] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [199] 1774466123018578, 3.08548, 0.075959, -0.243588, -0.321874, 0.714347, 0.699051, 0.00442959, 0.0318935, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.021406] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [200] 1774466123021300, 3.0882, 0.075959, -0.243588, -0.321874, 0.714347, 0.699051, 0.00442959, 0.0318935, -0.0100052, -0.0134736, 0.0103015, 0, 0.0912424, 0, 
[2026-03-25 15:15:23.025010] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [201] 1774466123024904, 3.09181, 0.075959, -0.243588, -0.321874, 0.714347, 0.699051, 0.00442959, 0.0318935, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.027874] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [203] 1774466123027764, 3.09467, 0.076034, -0.243485, -0.321952, 0.714271, 0.699118, 0.00473702, 0.03206, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.030682] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [204] 1774466123030572, 3.09748, 0.076034, -0.243485, -0.321952, 0.714271, 0.699118, 0.00473702, 0.03206, 0.00750295, 0.0103079, -0.00773377, 0, -0.0676557, 0, 
[2026-03-25 15:15:23.033255] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [205] 1774466123033153, 3.10006, 0.076034, -0.243485, -0.321952, 0.714271, 0.699118, 0.00473702, 0.03206, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.035957] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [206] 1774466123035875, 3.10278, 0.076034, -0.243485, -0.321952, 0.714271, 0.699118, 0.00473702, 0.03206, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.040061] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [208] 1774466123039952, 3.10685, 0.0759475, -0.243579, -0.321862, 0.714397, 0.698999, 0.00444881, 0.0319046, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.042568] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [209] 1774466123042458, 3.10936, 0.0759475, -0.243579, -0.321862, 0.714397, 0.698999, 0.00444881, 0.0319046, -0.00865111, -0.00934404, 0.00899773, 0, 0.063628, 0, 
[2026-03-25 15:15:23.045264] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [210] 1774466123045160, 3.11206, 0.0759475, -0.243579, -0.321862, 0.714397, 0.698999, 0.00444881, 0.0319046, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.048030] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [212] 1774466123047913, 3.11482, 0.0760148, -0.243501, -0.321926, 0.714304, 0.699085, 0.00468971, 0.0320632, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.050645] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [213] 1774466123050538, 3.11744, 0.0760148, -0.243501, -0.321926, 0.714304, 0.699085, 0.00468971, 0.0320632, 0.00673387, 0.00782634, -0.00643266, 0, -0.0571307, 0, 
[2026-03-25 15:15:23.056528] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [214] 1774466123056443, 3.12335, 0.0760148, -0.243501, -0.321926, 0.714304, 0.699085, 0.00468971, 0.0320632, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.057560] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [216] 1774466123057450, 3.12435, 0.0759546, -0.243575, -0.321857, 0.714411, 0.698984, 0.00444771, 0.0318996, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.062214] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [217] 1774466123062104, 3.12901, 0.0759546, -0.243575, -0.321857, 0.714411, 0.698984, 0.00444771, 0.0318996, -0.00602548, -0.00742205, 0.00685106, 0, 0.0580691, 0, 
[2026-03-25 15:15:23.062858] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [218] 1774466123062754, 3.12966, 0.0759546, -0.243575, -0.321857, 0.714411, 0.698984, 0.00444771, 0.0318996, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.065993] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [219] 1774466123065879, 3.13278, 0.0759546, -0.243575, -0.321857, 0.714411, 0.698984, 0.00444771, 0.0318996, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.070197] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [221] 1774466123070089, 3.13699, 0.0760072, -0.243509, -0.321921, 0.714323, 0.699067, 0.00467234, 0.0320311, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.072884] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [222] 1774466123072778, 3.13968, 0.0760072, -0.243509, -0.321921, 0.714323, 0.699067, 0.00467234, 0.0320311, 0.00526675, 0.0066227, -0.00638071, 0, -0.0509817, 0, 
[2026-03-25 15:15:23.075665] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [223] 1774466123075554, 3.14246, 0.0760072, -0.243509, -0.321921, 0.714323, 0.699067, 0.00467234, 0.0320311, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.078764] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [225] 1774466123078604, 3.14551, 0.075948, -0.243584, -0.321858, 0.714402, 0.698995, 0.00441302, 0.031878, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.083032] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [226] 1774466123082923, 3.14983, 0.075948, -0.243584, -0.321858, 0.714402, 0.698995, 0.00441302, 0.031878, -0.00591985, -0.00758203, 0.00636199, 0, 0.0589155, 0, 
[2026-03-25 15:15:23.085353] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [227] 1774466123085200, 3.1521, 0.075948, -0.243584, -0.321858, 0.714402, 0.698995, 0.00441302, 0.031878, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.087935] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [229] 1774466123087824, 3.15473, 0.0760283, -0.243499, -0.321943, 0.714276, 0.699114, 0.00472614, 0.0320438, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.090674] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [230] 1774466123090567, 3.15747, 0.0760283, -0.243499, -0.321943, 0.714276, 0.699114, 0.00472614, 0.0320438, 0.00802591, 0.00857968, -0.008584, 0, -0.0686485, 0, 
[2026-03-25 15:15:23.093264] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [231] 1774466123093160, 3.16006, 0.0760283, -0.243499, -0.321943, 0.714276, 0.699114, 0.00472614, 0.0320438, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.096143] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [232] 1774466123096059, 3.16296, 0.0760283, -0.243499, -0.321943, 0.714276, 0.699114, 0.00472614, 0.0320438, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.098742] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [234] 1774466123098587, 3.16549, 0.0759239, -0.243572, -0.321911, 0.714316, 0.699083, 0.00432646, 0.0318835, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.101768] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [235] 1774466123101663, 3.16857, 0.0759239, -0.243572, -0.321911, 0.714316, 0.699083, 0.00432646, 0.0318835, -0.010442, -0.00738224, 0.00324724, 0, 0.0797667, 0, 
[2026-03-25 15:15:23.104685] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [236] 1774466123104576, 3.17148, 0.0759239, -0.243572, -0.321911, 0.714316, 0.699083, 0.00432646, 0.0318835, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.107346] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [238] 1774466123107245, 3.17415, 0.0760532, -0.243436, -0.32194, 0.714372, 0.699012, 0.00489399, 0.0321069, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.110148] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [239] 1774466123110039, 3.17694, 0.0760532, -0.243436, -0.32194, 0.714372, 0.699012, 0.00489399, 0.0321069, 0.0129347, 0.0136149, -0.00293337, 0, -0.112049, 0.0468891, 
[2026-03-25 15:15:23.112501] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [240] 1774466123112398, 3.1793, 0.0760532, -0.243436, -0.32194, 0.714372, 0.699012, 0.00489399, 0.0321069, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.117297] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [242] 1774466123117190, 3.18409, 0.0760532, -0.243436, -0.32194, 0.714372, 0.699012, 0.00489399, 0.0321069, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.119559] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [243] 1774466123119451, 3.18635, 0.0759897, -0.243517, -0.321909, 0.714338, 0.699054, 0.00462228, 0.0319861, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.122464] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [244] 1774466123122357, 3.18926, 0.0759897, -0.243517, -0.321909, 0.714338, 0.699054, 0.00462228, 0.0319861, -0.00635198, -0.00806312, 0.00313754, 0, 0.0555333, 0, 
[2026-03-25 15:15:23.127843] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [246] 1774466123127735, 3.19464, 0.0759897, -0.243517, -0.321909, 0.714338, 0.699054, 0.00462228, 0.0319861, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.129083] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [247] 1774466123128976, 3.19588, 0.0759204, -0.243554, -0.321919, 0.714328, 0.699069, 0.00434168, 0.0319148, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.130555] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [248] 1774466123130443, 3.19735, 0.0759204, -0.243554, -0.321919, 0.714328, 0.699069, 0.00434168, 0.0319148, -0.00692806, -0.00367151, 0, 0, 0.0500448, 0, 
[2026-03-25 15:15:23.133512] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [249] 1774466123133408, 3.20031, 0.0759204, -0.243554, -0.321919, 0.714328, 0.699069, 0.00434168, 0.0319148, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.136257] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [250] 1774466123136171, 3.20307, 0.0759204, -0.243554, -0.321919, 0.714328, 0.699069, 0.00434168, 0.0319148, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.138962] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [252] 1774466123138853, 3.20576, 0.0760177, -0.243509, -0.321912, 0.714344, 0.699045, 0.00475735, 0.0320368, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.141515] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [253] 1774466123141409, 3.20831, 0.0760177, -0.243509, -0.321912, 0.714344, 0.699045, 0.00475735, 0.0320368, 0.00973191, 0.00445809, 0, 0, -0.0764027, 0.0404894, 
[2026-03-25 15:15:23.144160] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [254] 1774466123144055, 3.21096, 0.0760177, -0.243509, -0.321912, 0.714344, 0.699045, 0.00475735, 0.0320368, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.146911] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [256] 1774466123146842, 3.21374, 0.0760177, -0.243509, -0.321912, 0.714344, 0.699045, 0.00475735, 0.0320368, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.149684] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [257] 1774466123149573, 3.21648, 0.0760314, -0.243462, -0.321941, 0.714378, 0.699007, 0.00484259, 0.032085, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.152443] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [258] 1774466123152337, 3.21924, 0.0760314, -0.243462, -0.321941, 0.714378, 0.699007, 0.00484259, 0.032085, 0, 0.00475047, -0.00288486, 0, 0, 0, 
[2026-03-25 15:15:23.155010] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [259] 1774466123154905, 3.22181, 0.0760314, -0.243462, -0.321941, 0.714378, 0.699007, 0.00484259, 0.032085, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.157746] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [261] 1774466123157628, 3.22453, 0.0759973, -0.243509, -0.321926, 0.71434, 0.699051, 0.00465872, 0.0320118, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.160546] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [262] 1774466123160439, 3.22734, 0.0759973, -0.243509, -0.321926, 0.71434, 0.699051, 0.00465872, 0.0320118, -0.00340951, -0.00477971, 0, 0, 0.0363085, 0, 
[2026-03-25 15:15:23.164781] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [263] 1774466123164674, 3.23158, 0.0759973, -0.243509, -0.321926, 0.71434, 0.699051, 0.00465872, 0.0320118, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.167426] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [265] 1774466123167342, 3.23425, 0.0759847, -0.243528, -0.321917, 0.714353, 0.69904, 0.0045964, 0.0319698, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.170227] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [266] 1774466123170091, 3.23699, 0.0759847, -0.243528, -0.321917, 0.714353, 0.69904, 0.0045964, 0.0319698, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.173301] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [267] 1774466123173194, 3.2401, 0.0759847, -0.243528, -0.321917, 0.714353, 0.69904, 0.0045964, 0.0319698, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.175409] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [268] 1774466123175267, 3.24217, 0.0759847, -0.243528, -0.321917, 0.714353, 0.69904, 0.0045964, 0.0319698, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.178246] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [270] 1774466123178138, 3.24504, 0.0759711, -0.243538, -0.32191, 0.71437, 0.699025, 0.00458784, 0.0319258, 0, 0, 0, 0, 0, 0, 
[2026-03-25 15:15:23.181514] [0x0000007f7e7fb9a0] [MocapTag] [0x00000c24] [271] 1774466123181410, 3.24831, 0.0759711, -0.243538, -0.32191, 0.71437, 0.699025, 0.00458784, 0.0319258, 0, 0, 0, 0, 0, 0, 
