[2026-03-25 19:28:12.934778] [0x0000007f8cee07c0] [MocapTag] [0x00000934] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2026-03-25 19:28:51.271195] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17169] 1774481331271082, 40.923, -1.42265, -1.40173, -2.864, 0.665507, 0.743025, 0.00689083, 0.0704747, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.275636] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17170] 1774481331275523, 40.9274, -1.42265, -1.40173, -2.864, 0.665507, 0.743025, 0.00689083, 0.0704747, 0.863237, 0.0491254, 0.0826325, -0.165391, -1.07622, 0, 
[2026-03-25 19:28:51.278058] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17171] 1774481331277948, 40.9298, -1.42265, -1.40173, -2.864, 0.665507, 0.743025, 0.00689083, 0.0704747, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.280593] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17173] 1774481331280477, 40.9324, -1.41403, -1.40115, -2.86302, 0.665731, 0.742409, 0.0106418, 0.0742834, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.283411] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17174] 1774481331283300, 40.9352, -1.41403, -1.40115, -2.86302, 0.665731, 0.742409, 0.0106418, 0.0742834, 0.862889, 0.0579787, 0.0977121, -0.15862, -1.06416, 0.0355639, 
[2026-03-25 19:28:51.286763] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17175] 1774481331286653, 40.9385, -1.41403, -1.40115, -2.86302, 0.665731, 0.742409, 0.0106418, 0.0742834, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.288721] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17177] 1774481331288583, 40.9405, -1.41403, -1.40115, -2.86302, 0.665731, 0.742409, 0.0106418, 0.0742834, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.291922] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17178] 1774481331291790, 40.9437, -1.40538, -1.40051, -2.8619, 0.665928, 0.741789, 0.0142792, 0.0780073, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.294499] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17179] 1774481331294396, 40.9463, -1.40538, -1.40051, -2.8619, 0.665928, 0.741789, 0.0142792, 0.0780073, 0.864485, 0.0643882, 0.112644, -0.154221, -1.03687, 0, 
[2026-03-25 19:28:51.297277] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17180] 1774481331297163, 40.949, -1.40538, -1.40051, -2.8619, 0.665928, 0.741789, 0.0142792, 0.0780073, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.300050] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17182] 1774481331299938, 40.9518, -1.39697, -1.39973, -2.8609, 0.666305, 0.740975, 0.0187566, 0.0814895, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.302649] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17183] 1774481331302526, 40.9544, -1.39697, -1.39973, -2.8609, 0.666305, 0.740975, 0.0187566, 0.0814895, 0.841479, 0.0776026, 0.0992278, -0.198865, -1.11211, 0.180809, 
[2026-03-25 19:28:51.305081] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17184] 1774481331304965, 40.9568, -1.39697, -1.39973, -2.8609, 0.666305, 0.740975, 0.0187566, 0.0814895, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.309725] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17186] 1774481331309615, 40.9615, -1.39697, -1.39973, -2.8609, 0.666305, 0.740975, 0.0187566, 0.0814895, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.310531] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17187] 1774481331310421, 40.9623, -1.3882, -1.39888, -2.85943, 0.666359, 0.740394, 0.0224535, 0.0853171, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.313218] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17188] 1774481331313117, 40.965, -1.3882, -1.39888, -2.85943, 0.666359, 0.740394, 0.0224535, 0.0853171, 0.87623, 0.0856292, 0.147164, -0.128031, -1.06237, 0, 
[2026-03-25 19:28:51.315723] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17189] 1774481331315609, 40.9675, -1.3882, -1.39888, -2.85943, 0.666359, 0.740394, 0.0224535, 0.0853171, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.318257] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17191] 1774481331318178, 40.9701, -1.3882, -1.39888, -2.85943, 0.666359, 0.740394, 0.0224535, 0.0853171, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.320972] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17192] 1774481331320856, 40.9727, -1.37946, -1.39794, -2.85769, 0.66582, 0.740091, 0.0263343, 0.0908594, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.323894] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17193] 1774481331323786, 40.9757, -1.37946, -1.39794, -2.85769, 0.66582, 0.740091, 0.0263343, 0.0908594, 0.87462, 0.0935494, 0.174579, 0, -1.34758, -0.17683, 
[2026-03-25 19:28:51.326502] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17194] 1774481331326385, 40.9783, -1.37946, -1.39794, -2.85769, 0.66582, 0.740091, 0.0263343, 0.0908594, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.328894] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17195] 1774481331328811, 40.9807, -1.37391, -1.39789, -2.8575, 0.668104, 0.736109, 0.0372259, 0.101954, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.331787] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17197] 1774481331331675, 40.9836, -1.37391, -1.39789, -2.8575, 0.668104, 0.736109, 0.0372259, 0.101954, 0.555061, 0.0047608, 0.0189662, -1.00589, -3.08148, 0, 
[2026-03-25 19:28:51.334365] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17198] 1774481331334260, 40.9861, -1.37391, -1.39789, -2.8575, 0.668104, 0.736109, 0.0372259, 0.101954, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.336962] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17199] 1774481331336849, 40.9887, -1.37391, -1.39789, -2.8575, 0.668104, 0.736109, 0.0372259, 0.101954, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.339913] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17201] 1774481331339812, 40.9917, -1.36495, -1.39676, -2.85559, 0.667983, 0.735569, 0.0407595, 0.105245, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.343958] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17202] 1774481331343846, 40.9957, -1.36495, -1.39676, -2.85559, 0.667983, 0.735569, 0.0407595, 0.105245, 0.896012, 0.112883, 0.191074, -0.0888109, -0.964814, 0.063768, 
[2026-03-25 19:28:51.345430] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17203] 1774481331345320, 40.9972, -1.36495, -1.39676, -2.85559, 0.667983, 0.735569, 0.0407595, 0.105245, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.348022] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17204] 1774481331347935, 40.9998, -1.36495, -1.39676, -2.85559, 0.667983, 0.735569, 0.0407595, 0.105245, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.350552] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17206] 1774481331350442, 41.0023, -1.35596, -1.39553, -2.85352, 0.667819, 0.73504, 0.0441548, 0.108557, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.354879] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17207] 1774481331354770, 41.0067, -1.35596, -1.39553, -2.85352, 0.667819, 0.73504, 0.0441548, 0.108557, 0.898369, 0.123859, 0.206256, -0.0824451, -0.949812, 0.0403404, 
[2026-03-25 19:28:51.357663] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17208] 1774481331357579, 41.0095, -1.35596, -1.39553, -2.85352, 0.667819, 0.73504, 0.0441548, 0.108557, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.360272] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17210] 1774481331360165, 41.012, -1.34701, -1.39414, -2.85126, 0.667521, 0.734594, 0.0477498, 0.11184, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.363165] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17211] 1774481331363056, 41.0149, -1.34701, -1.39414, -2.85126, 0.667521, 0.734594, 0.0477498, 0.11184, 0.894869, 0.138121, 0.226722, -0.0475883, -0.974652, 0.0767574, 
[2026-03-25 19:28:51.365686] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17212] 1774481331365575, 41.0175, -1.34701, -1.39414, -2.85126, 0.667521, 0.734594, 0.0477498, 0.11184, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.368539] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17213] 1774481331368453, 41.0203, -1.34701, -1.39414, -2.85126, 0.667521, 0.734594, 0.0477498, 0.11184, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.371658] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17215] 1774481331371549, 41.0234, -1.33914, -1.39385, -2.85028, 0.669617, 0.732349, 0.052906, 0.111706, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.374242] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17216] 1774481331374138, 41.026, -1.33914, -1.39385, -2.85028, 0.669617, 0.732349, 0.052906, 0.111706, 0.787234, 0.0295041, 0.0977, -0.559092, -0.658594, 0.714479, 
[2026-03-25 19:28:51.377021] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17217] 1774481331376905, 41.0288, -1.33914, -1.39385, -2.85028, 0.669617, 0.732349, 0.052906, 0.111706, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.379524] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17219] 1774481331379434, 41.0313, -1.33028, -1.39223, -2.84764, 0.668982, 0.732067, 0.0564931, 0.115542, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.382255] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17220] 1774481331382146, 41.034, -1.33028, -1.39223, -2.84764, 0.668982, 0.732067, 0.0564931, 0.115542, 0.886008, 0.162406, 0.263743, 0, -1.05934, 0, 
[2026-03-25 19:28:51.384612] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17221] 1774481331384501, 41.0364, -1.33028, -1.39223, -2.84764, 0.668982, 0.732067, 0.0564931, 0.115542, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.389046] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17223] 1774481331388960, 41.0408, -1.33028, -1.39223, -2.84764, 0.668982, 0.732067, 0.0564931, 0.115542, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.390669] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17224] 1774481331390549, 41.0424, -1.32142, -1.39053, -2.84486, 0.66839, 0.731737, 0.0602128, 0.119124, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.393626] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17225] 1774481331393520, 41.0454, -1.32142, -1.39053, -2.84486, 0.66839, 0.731737, 0.0602128, 0.119124, 0.885993, 0.169113, 0.27841, 0, -1.0402, 0.0582404, 
[2026-03-25 19:28:51.396482] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17226] 1774481331396373, 41.0483, -1.32142, -1.39053, -2.84486, 0.66839, 0.731737, 0.0602128, 0.119124, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.398944] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17228] 1774481331398840, 41.0507, -1.32142, -1.39053, -2.84486, 0.66839, 0.731737, 0.0602128, 0.119124, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.403367] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17229] 1774481331403258, 41.0551, -1.31254, -1.38876, -2.84193, 0.66782, 0.731337, 0.0638035, 0.122849, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.406204] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17230] 1774481331406092, 41.058, -1.31254, -1.38876, -2.84193, 0.66782, 0.731337, 0.0638035, 0.122849, 0.888613, 0.1776, 0.292413, 0, -1.0438, 0, 
[2026-03-25 19:28:51.412186] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17232] 1774481331412060, 41.0639, -1.31254, -1.38876, -2.84193, 0.66782, 0.731337, 0.0638035, 0.122849, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.412760] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17233] 1774481331412671, 41.0646, -1.30358, -1.38687, -2.83884, 0.667261, 0.730907, 0.06743, 0.126456, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.414190] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17234] 1774481331414086, 41.066, -1.30358, -1.38687, -2.83884, 0.667261, 0.730907, 0.06743, 0.126456, 0.895118, 0.189233, 0.308914, 0, -1.03185, 0.0381187, 
[2026-03-25 19:28:51.416836] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17235] 1774481331416728, 41.0686, -1.30358, -1.38687, -2.83884, 0.667261, 0.730907, 0.06743, 0.126456, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.420587] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17237] 1774481331420477, 41.0724, -1.30358, -1.38687, -2.83884, 0.667261, 0.730907, 0.06743, 0.126456, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.422747] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17238] 1774481331422641, 41.0745, -1.29468, -1.38493, -2.83562, 0.666751, 0.730408, 0.0711668, 0.129937, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.425675] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17239] 1774481331425559, 41.0774, -1.29468, -1.38493, -2.83562, 0.666751, 0.730408, 0.0711668, 0.129937, 0.890049, 0.194033, 0.322766, 0, -1.02841, 0.0698961, 
[2026-03-25 19:28:51.428844] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17241] 1774481331428741, 41.0806, -1.29468, -1.38493, -2.83562, 0.666751, 0.730408, 0.0711668, 0.129937, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.431616] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17242] 1774481331431505, 41.0834, -1.28575, -1.38293, -2.83227, 0.666363, 0.729819, 0.0748385, 0.133128, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.435557] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17243] 1774481331435445, 41.0873, -1.28575, -1.38293, -2.83227, 0.666363, 0.729819, 0.0748385, 0.133128, 0.893379, 0.200042, 0.334824, -0.0439405, -0.976163, 0.0963598, 
[2026-03-25 19:28:51.438277] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17244] 1774481331438192, 41.0901, -1.28575, -1.38293, -2.83227, 0.666363, 0.729819, 0.0748385, 0.133128, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.440813] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17246] 1774481331440703, 41.0926, -1.27676, -1.38085, -2.82876, 0.665905, 0.729277, 0.078462, 0.136271, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.443882] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17247] 1774481331443778, 41.0957, -1.27676, -1.38085, -2.82876, 0.665905, 0.729277, 0.078462, 0.136271, 0.899143, 0.207717, 0.350628, 0, -0.963604, 0.0984304, 
[2026-03-25 19:28:51.446549] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17248] 1774481331446433, 41.0983, -1.27676, -1.38085, -2.82876, 0.665905, 0.729277, 0.078462, 0.136271, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.450822] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17250] 1774481331450713, 41.1026, -1.26783, -1.37868, -2.82508, 0.66539, 0.728756, 0.0821839, 0.139344, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.454171] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17251] 1774481331454064, 41.1059, -1.26783, -1.37868, -2.82508, 0.66539, 0.728756, 0.0821839, 0.139344, 0.89269, 0.216551, 0.367755, 0, -0.96789, 0.12501, 
[2026-03-25 19:28:51.455918] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17252] 1774481331455809, 41.1077, -1.26783, -1.37868, -2.82508, 0.66539, 0.728756, 0.0821839, 0.139344, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.458524] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17253] 1774481331458443, 41.1103, -1.26783, -1.37868, -2.82508, 0.66539, 0.728756, 0.0821839, 0.139344, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.461038] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17255] 1774481331460929, 41.1128, -1.25888, -1.37638, -2.82125, 0.664841, 0.728229, 0.0858771, 0.142453, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.463798] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17256] 1774481331463651, 41.1155, -1.25888, -1.37638, -2.82125, 0.664841, 0.728229, 0.0858771, 0.142453, 0.894693, 0.230668, 0.383084, 0, -0.970399, 0.116177, 
[2026-03-25 19:28:51.467623] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17257] 1774481331467511, 41.1194, -1.25888, -1.37638, -2.82125, 0.664841, 0.728229, 0.0858771, 0.142453, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.470107] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17259] 1774481331469989, 41.1219, -1.24995, -1.37396, -2.81724, 0.664224, 0.727704, 0.0894867, 0.145761, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.473054] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17260] 1774481331472944, 41.1248, -1.24995, -1.37396, -2.81724, 0.664224, 0.727704, 0.0894867, 0.145761, 0.89368, 0.241303, 0.401796, 0, -0.989446, 0.0771284, 
[2026-03-25 19:28:51.475706] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17261] 1774481331475595, 41.1275, -1.24995, -1.37396, -2.81724, 0.664224, 0.727704, 0.0894867, 0.145761, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.478017] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17262] 1774481331477933, 41.1298, -1.24995, -1.37396, -2.81724, 0.664224, 0.727704, 0.0894867, 0.145761, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.480611] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17264] 1774481331480501, 41.1324, -1.24093, -1.37156, -2.81305, 0.663641, 0.727214, 0.0929621, 0.148657, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.483495] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17265] 1774481331483390, 41.1353, -1.24093, -1.37156, -2.81305, 0.663641, 0.727214, 0.0929621, 0.148657, 0.90157, 0.240398, 0.418597, 0, -0.910544, 0.115869, 
[2026-03-25 19:28:51.485959] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17266] 1774481331485849, 41.1377, -1.24093, -1.37156, -2.81305, 0.663641, 0.727214, 0.0929621, 0.148657, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.488528] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17268] 1774481331488453, 41.1403, -1.24093, -1.37156, -2.81305, 0.663641, 0.727214, 0.0929621, 0.148657, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.491644] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17269] 1774481331491535, 41.1434, -1.23188, -1.3691, -2.80869, 0.663046, 0.726724, 0.0963364, 0.15153, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.493819] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17270] 1774481331493676, 41.1456, -1.23188, -1.3691, -2.80869, 0.663046, 0.726724, 0.0963364, 0.15153, 0.905032, 0.245939, 0.436122, 0, -0.89395, 0.104456, 
[2026-03-25 19:28:51.496338] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17271] 1774481331496228, 41.1481, -1.23188, -1.3691, -2.80869, 0.663046, 0.726724, 0.0963364, 0.15153, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.499536] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17273] 1774481331499451, 41.1513, -1.23188, -1.3691, -2.80869, 0.663046, 0.726724, 0.0963364, 0.15153, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.501906] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17274] 1774481331501796, 41.1537, -1.22286, -1.36657, -2.80422, 0.662457, 0.72623, 0.0997697, 0.154228, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.504615] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17275] 1774481331504510, 41.1564, -1.22286, -1.36657, -2.80422, 0.662457, 0.72623, 0.0997697, 0.154228, 0.901917, 0.252562, 0.447156, 0, -0.876513, 0.138912, 
[2026-03-25 19:28:51.507379] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17276] 1774481331507267, 41.1591, -1.22286, -1.36657, -2.80422, 0.662457, 0.72623, 0.0997697, 0.154228, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.509951] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17278] 1774481331509837, 41.1617, -1.21369, -1.36362, -2.79921, 0.661058, 0.726184, 0.102807, 0.158396, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.514509] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17279] 1774481331514400, 41.1663, -1.21369, -1.36362, -2.79921, 0.661058, 0.726184, 0.102807, 0.158396, 0.917468, 0.294958, 0.500858, 0.150931, -1.0483, -0.0989303, 
[2026-03-25 19:28:51.516951] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17280] 1774481331516838, 41.1687, -1.21369, -1.36362, -2.79921, 0.661058, 0.726184, 0.102807, 0.158396, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.519376] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17282] 1774481331519306, 41.1712, -1.20462, -1.36094, -2.79439, 0.660344, 0.725797, 0.106013, 0.161015, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.522182] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17283] 1774481331522070, 41.1739, -1.20462, -1.36094, -2.79439, 0.660344, 0.725797, 0.106013, 0.161015, 0.907248, 0.267927, 0.482051, 0.0505209, -0.835976, 0.123467, 
[2026-03-25 19:28:51.524731] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17284] 1774481331524625, 41.1765, -1.20462, -1.36094, -2.79439, 0.660344, 0.725797, 0.106013, 0.161015, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.528146] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17285] 1774481331528053, 41.1799, -1.20462, -1.36094, -2.79439, 0.660344, 0.725797, 0.106013, 0.161015, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.531048] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17287] 1774481331530937, 41.1828, -1.19552, -1.35813, -2.78938, 0.659544, 0.725504, 0.109024, 0.163582, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.533769] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17288] 1774481331533623, 41.1855, -1.19552, -1.35813, -2.78938, 0.659544, 0.725504, 0.109024, 0.163582, 0.909994, 0.281551, 0.501148, 0.0751972, -0.802583, 0.106918, 
[2026-03-25 19:28:51.537826] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17289] 1774481331537715, 41.1896, -1.19552, -1.35813, -2.78938, 0.659544, 0.725504, 0.109024, 0.163582, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.539045] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17291] 1774481331538968, 41.1908, -1.1864, -1.35521, -2.78418, 0.65867, 0.725234, 0.111921, 0.166325, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.541797] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17292] 1774481331541684, 41.1936, -1.1864, -1.35521, -2.78418, 0.65867, 0.725234, 0.111921, 0.166325, 0.911561, 0.29209, 0.520012, 0.0822544, -0.81434, 0.0674527, 
[2026-03-25 19:28:51.544176] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17293] 1774481331544071, 41.196, -1.1864, -1.35521, -2.78418, 0.65867, 0.725234, 0.111921, 0.166325, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.547391] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17294] 1774481331547282, 41.1992, -1.1864, -1.35521, -2.78418, 0.65867, 0.725234, 0.111921, 0.166325, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.549813] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17296] 1774481331549695, 41.2016, -1.17726, -1.35223, -2.77883, 0.657754, 0.725044, 0.11474, 0.168837, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.552360] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17297] 1774481331552255, 41.2041, -1.17726, -1.35223, -2.77883, 0.657754, 0.725044, 0.11474, 0.168837, 0.914265, 0.297505, 0.53507, 0.107062, -0.770059, 0.0937961, 
[2026-03-25 19:28:51.555162] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17298] 1774481331555052, 41.2069, -1.17726, -1.35223, -2.77883, 0.657754, 0.725044, 0.11474, 0.168837, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.557778] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17299] 1774481331557695, 41.2096, -1.17726, -1.35223, -2.77883, 0.657754, 0.725044, 0.11474, 0.168837, 0, 0, 0, 0, 0, 0, 
[2026-03-25 19:28:51.560564] [0x0000007f6bffe9a0] [MocapTag] [0x00000934] [17301] 1774481331560455, 41.2123, -1.16807, -1.34917, -2.77332, 0.656847, 0.724846, 0.117526, 0.17128, 0, 0, 0, 0, 0, 0, 
