[2025-10-13 20:17:00.592888] [0x0000007fa49ba7c0] [MocapTag] [0x000008b6] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:17:19.149649] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8722] 1760401039149564, 18.6395, 0.818953, -1.49292, -1.20112, 0.0806709, -0.0305546, 2.16004e-05, -0.996272, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.151057] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8724] 1760401039150941, 18.6409, 0.795323, -1.49436, -1.20051, 0.0834119, -0.0269239, 0.00351935, -0.996145, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.153557] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8725] 1760401039153443, 18.6434, 0.795323, -1.49436, -1.20051, 0.0834119, -0.0269239, 0.00351935, -0.996145, -2.36301, -0.143885, 0.0610775, -627.577, 0.66685, -0.526905, 
[2025-10-13 20:17:19.156435] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8726] 1760401039156325, 18.6463, 0.795323, -1.49436, -1.20051, 0.0834119, -0.0269239, 0.00351935, -0.996145, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.158991] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8727] 1760401039158877, 18.6488, 0.771573, -1.49588, -1.20035, 0.0826705, -0.026135, 0.00329563, -0.996229, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.161779] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8729] 1760401039161666, 18.6516, 0.771573, -1.49588, -1.20035, 0.0826705, -0.026135, 0.00329563, -0.996229, -2.37502, -0.151545, 0.0167715, 0, 0.161195, 0.148296, 
[2025-10-13 20:17:19.164598] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8730] 1760401039164486, 18.6545, 0.771573, -1.49588, -1.20035, 0.0826705, -0.026135, 0.00329563, -0.996229, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.167302] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8731] 1760401039167186, 18.6572, 0.771573, -1.49588, -1.20035, 0.0826705, -0.026135, 0.00329563, -0.996229, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.169928] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8732] 1760401039169815, 18.6598, 0.747743, -1.49731, -1.20019, 0.0817005, -0.0253711, 0.00241331, -0.996331, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.172575] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8734] 1760401039172461, 18.6624, 0.747743, -1.49731, -1.20019, 0.0817005, -0.0253711, 0.00241331, -0.996331, -2.38297, -0.143123, 0.0151277, -0.158429, 0.166973, 0.190854, 
[2025-10-13 20:17:19.175139] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8735] 1760401039175032, 18.665, 0.747743, -1.49731, -1.20019, 0.0817005, -0.0253711, 0.00241331, -0.996331, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.177853] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8736] 1760401039177736, 18.6677, 0.747743, -1.49731, -1.20019, 0.0817005, -0.0253711, 0.00241331, -0.996331, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.180330] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8737] 1760401039180245, 18.6702, 0.723916, -1.49883, -1.19996, 0.0809541, -0.0243311, 0.00257417, -0.996417, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.183137] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8739] 1760401039183022, 18.673, 0.723916, -1.49883, -1.19996, 0.0809541, -0.0243311, 0.00257417, -0.996417, -2.38272, -0.152642, 0.0238397, 0.0527859, 0.20482, 0.151467, 
[2025-10-13 20:17:19.185578] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8740] 1760401039185465, 18.6754, 0.723916, -1.49883, -1.19996, 0.0809541, -0.0243311, 0.00257417, -0.996417, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.188256] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8741] 1760401039188140, 18.6781, 0.699844, -1.50064, -1.20002, 0.0797183, -0.0240209, 0.00152072, -0.996527, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.191093] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8743] 1760401039190967, 18.6809, 0.699844, -1.50064, -1.20002, 0.0797183, -0.0240209, 0.00152072, -0.996527, -2.40721, -0.18099, -0.00658382, 628.119, 0.0788152, 0.243354, 
[2025-10-13 20:17:19.193806] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8744] 1760401039193694, 18.6837, 0.699844, -1.50064, -1.20002, 0.0797183, -0.0240209, 0.00152072, -0.996527, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.196523] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8745] 1760401039196412, 18.6864, 0.699844, -1.50064, -1.20002, 0.0797183, -0.0240209, 0.00152072, -0.996527, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.199151] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8746] 1760401039199034, 18.689, 0.675934, -1.50188, -1.19957, 0.0789586, -0.0230602, 0.0010006, -0.996611, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.203168] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8748] 1760401039203049, 18.693, 0.675934, -1.50188, -1.19957, 0.0789586, -0.0230602, 0.0010006, -0.996611, -2.39101, -0.123898, 0.0453094, -0.0849247, 0.199754, 0.150943, 
[2025-10-13 20:17:19.205022] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8749] 1760401039204915, 18.6949, 0.675934, -1.50188, -1.19957, 0.0789586, -0.0230602, 0.0010006, -0.996611, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.207610] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8750] 1760401039207490, 18.6975, 0.675934, -1.50188, -1.19957, 0.0789586, -0.0230602, 0.0010006, -0.996611, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.210582] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8752] 1760401039210513, 18.7005, 0.651966, -1.5034, -1.1994, 0.0780624, -0.0222359, 0.00118054, -0.9967, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.213332] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8753] 1760401039213217, 18.7032, 0.651966, -1.5034, -1.1994, 0.0780624, -0.0222359, 0.00118054, -0.9967, -2.39677, -0.151742, 0.0168181, 0.0529766, 0.161449, 0.181437, 
[2025-10-13 20:17:19.215905] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8754] 1760401039215796, 18.7058, 0.651966, -1.5034, -1.1994, 0.0780624, -0.0222359, 0.00118054, -0.9967, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.218632] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8755] 1760401039218518, 18.7085, 0.627893, -1.50503, -1.1993, 0.0765598, -0.0222496, 0.000592324, -0.996817, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.221316] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8757] 1760401039221198, 18.7112, 0.627893, -1.50503, -1.1993, 0.0765598, -0.0222496, 0.000592324, -0.996817, -2.40729, -0.162593, 0.00984699, -0.110888, 0, 0.299048, 
[2025-10-13 20:17:19.223728] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8758] 1760401039223617, 18.7136, 0.627893, -1.50503, -1.1993, 0.0765598, -0.0222496, 0.000592324, -0.996817, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.226783] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8759] 1760401039226671, 18.7166, 0.627893, -1.50503, -1.1993, 0.0765598, -0.0222496, 0.000592324, -0.996817, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.229434] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8760] 1760401039229265, 18.7192, 0.603714, -1.50609, -1.19926, 0.0763449, -0.0214299, 0.00108255, -0.996851, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.232029] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8762] 1760401039231912, 18.7219, 0.603714, -1.50609, -1.19926, 0.0763449, -0.0214299, 0.00108255, -0.996851, -2.41796, -0.106858, 0.00447308, 0.111341, 0.155966, 0.0459433, 
[2025-10-13 20:17:19.234791] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8763] 1760401039234676, 18.7246, 0.603714, -1.50609, -1.19926, 0.0763449, -0.0214299, 0.00108255, -0.996851, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.237417] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8764] 1760401039237320, 18.7273, 0.603714, -1.50609, -1.19926, 0.0763449, -0.0214299, 0.00108255, -0.996851, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.239745] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8765] 1760401039239632, 18.7296, 0.579177, -1.50753, -1.19992, 0.075443, -0.0211352, 0.00297229, -0.996922, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.242364] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8767] 1760401039242243, 18.7322, 0.579177, -1.50753, -1.19992, 0.075443, -0.0211352, 0.00297229, -0.996922, -2.45364, -0.143421, -0.0660736, -627.933, 0, 0.189209, 
[2025-10-13 20:17:19.244777] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8768] 1760401039244667, 18.7346, 0.579177, -1.50753, -1.19992, 0.075443, -0.0211352, 0.00297229, -0.996922, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.247493] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8769] 1760401039247379, 18.7373, 0.579177, -1.50753, -1.19992, 0.075443, -0.0211352, 0.00297229, -0.996922, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.250065] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8770] 1760401039249977, 18.7399, 0.554988, -1.50906, -1.20008, 0.074993, -0.0203191, 0.0038157, -0.99697, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.252894] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8772] 1760401039252778, 18.7427, 0.554988, -1.50906, -1.20008, 0.074993, -0.0203191, 0.0038157, -0.99697, -2.41896, -0.152675, -0.0157221, 0.182486, 0.15028, 0.0940561, 
[2025-10-13 20:17:19.255793] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8773] 1760401039255682, 18.7457, 0.554988, -1.50906, -1.20008, 0.074993, -0.0203191, 0.0038157, -0.99697, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.259762] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8774] 1760401039259674, 18.7496, 0.530906, -1.5106, -1.19944, 0.0734178, -0.0202373, 0.00305322, -0.997091, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.261386] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8776] 1760401039261273, 18.7512, 0.530906, -1.5106, -1.19944, 0.0734178, -0.0202373, 0.00305322, -0.997091, -2.40817, -0.154116, 0.0634275, -0.144506, 0, 0.31302, 
[2025-10-13 20:17:19.264107] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8777] 1760401039263993, 18.754, 0.530906, -1.5106, -1.19944, 0.0734178, -0.0202373, 0.00305322, -0.997091, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.266915] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8778] 1760401039266796, 18.7568, 0.530906, -1.5106, -1.19944, 0.0734178, -0.0202373, 0.00305322, -0.997091, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.269690] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8779] 1760401039269577, 18.7595, 0.506552, -1.51204, -1.19963, 0.0720974, -0.0203401, 0.00314506, -0.997185, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.272324] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8781] 1760401039272210, 18.7622, 0.506552, -1.51204, -1.19963, 0.0720974, -0.0203401, 0.00314506, -0.997185, -2.43538, -0.144121, -0.0188203, 0, 0, 0.265288, 
[2025-10-13 20:17:19.274637] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8782] 1760401039274528, 18.7645, 0.506552, -1.51204, -1.19963, 0.0720974, -0.0203401, 0.00314506, -0.997185, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.277479] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8783] 1760401039277358, 18.7673, 0.506552, -1.51204, -1.19963, 0.0720974, -0.0203401, 0.00314506, -0.997185, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.279961] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8784] 1760401039279875, 18.7698, 0.482243, -1.5136, -1.19992, 0.0738749, -0.0178526, 0.00524501, -0.997094, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.282703] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8786] 1760401039282588, 18.7726, 0.482243, -1.5136, -1.19992, 0.0738749, -0.0178526, 0.00524501, -0.997094, -2.43096, -0.156206, -0.0294345, 0.448489, 0.464625, -0.348568, 
[2025-10-13 20:17:19.285864] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8787] 1760401039285752, 18.7757, 0.482243, -1.5136, -1.19992, 0.0738749, -0.0178526, 0.00524501, -0.997094, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.288520] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8788] 1760401039288403, 18.7784, 0.458199, -1.51536, -1.19961, 0.0736959, -0.0168889, 0.00483949, -0.997126, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.291085] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8790] 1760401039290998, 18.781, 0.458199, -1.51536, -1.19961, 0.0736959, -0.0168889, 0.00483949, -0.997126, -2.40434, -0.175875, 0.030991, -0.0661135, 0.198359, 0, 
[2025-10-13 20:17:19.293580] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8791] 1760401039293467, 18.7834, 0.458199, -1.51536, -1.19961, 0.0736959, -0.0168889, 0.00483949, -0.997126, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.296210] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8792] 1760401039296089, 18.7861, 0.458199, -1.51536, -1.19961, 0.0736959, -0.0168889, 0.00483949, -0.997126, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.298751] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8793] 1760401039298638, 18.7886, 0.433885, -1.51685, -1.19979, 0.0720412, -0.0167706, 0.00429725, -0.997251, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.302077] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8795] 1760401039301959, 18.7919, 0.433885, -1.51685, -1.19979, 0.0720412, -0.0167706, 0.00429725, -0.997251, -2.43139, -0.149255, -0.0177787, -0.10078, 0, 0.330114, 
[2025-10-13 20:17:19.305332] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8796] 1760401039305221, 18.7952, 0.433885, -1.51685, -1.19979, 0.0720412, -0.0167706, 0.00429725, -0.997251, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.308135] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8797] 1760401039308018, 18.798, 0.433885, -1.51685, -1.19979, 0.0720412, -0.0167706, 0.00429725, -0.997251, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.309864] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8798] 1760401039309777, 18.7997, 0.409518, -1.51832, -1.19984, 0.07124, -0.0159633, 0.00486711, -0.99732, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.312482] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8800] 1760401039312367, 18.8023, 0.409518, -1.51832, -1.19984, 0.07124, -0.0159633, 0.00486711, -0.99732, -2.43677, -0.146723, -0.00508803, 0.127935, 0.153442, 0.162435, 
[2025-10-13 20:17:19.314912] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8801] 1760401039314803, 18.8048, 0.409518, -1.51832, -1.19984, 0.07124, -0.0159633, 0.00486711, -0.99732, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.317785] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8802] 1760401039317670, 18.8076, 0.409518, -1.51832, -1.19984, 0.07124, -0.0159633, 0.00486711, -0.99732, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.320119] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8803] 1760401039320004, 18.81, 0.383994, -1.5147, -1.19681, 0.0393521, -0.0186884, 0.0130121, -0.998966, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.322908] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8805] 1760401039322784, 18.8128, 0.383994, -1.5147, -1.19681, 0.0393521, -0.0186884, 0.0130121, -0.998966, -2.55236, 0.362204, 0.302826, 1.71094, -0.583131, 6.42257, 
[2025-10-13 20:17:19.325432] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8806] 1760401039325321, 18.8153, 0.383994, -1.5147, -1.19681, 0.0393521, -0.0186884, 0.0130121, -0.998966, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.328086] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8807] 1760401039327971, 18.8179, 0.360031, -1.51693, -1.1961, 0.0457867, -0.023603, 0.0107251, -0.998615, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.331180] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8808] 1760401039331113, 18.8211, 0.360031, -1.51693, -1.1961, 0.0457867, -0.023603, 0.0107251, -0.998615, -2.39632, -0.223442, 0.0717516, -0.526428, -0.976967, -1.28982, 
[2025-10-13 20:17:19.333857] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8810] 1760401039333744, 18.8237, 0.360031, -1.51693, -1.1961, 0.0457867, -0.023603, 0.0107251, -0.998615, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.336538] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8811] 1760401039336429, 18.8264, 0.360031, -1.51693, -1.1961, 0.0457867, -0.023603, 0.0107251, -0.998615, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.339106] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8812] 1760401039338979, 18.8289, 0.335838, -1.52012, -1.19451, 0.0627877, -0.0339522, 0.00396788, -0.997441, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.341873] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8814] 1760401039341755, 18.8317, 0.335838, -1.52012, -1.19451, 0.0627877, -0.0339522, 0.00396788, -0.997441, -2.41933, -0.318616, 0.158339, -1.56224, -2.01408, -3.44346, 
[2025-10-13 20:17:19.344408] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8815] 1760401039344298, 18.8343, 0.335838, -1.52012, -1.19451, 0.0627877, -0.0339522, 0.00396788, -0.997441, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.347861] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8816] 1760401039347746, 18.8377, 0.335838, -1.52012, -1.19451, 0.0627877, -0.0339522, 0.00396788, -0.997441, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.350309] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8817] 1760401039350221, 18.8402, 0.310768, -1.5213, -1.19436, 0.0624262, -0.0354339, 0.00468676, -0.997409, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.353139] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8819] 1760401039353025, 18.843, 0.310768, -1.5213, -1.19436, 0.0624262, -0.0354339, 0.00468676, -0.997409, -2.50697, -0.118793, 0.0151668, 0.127745, -0.304786, 0.0769138, 
[2025-10-13 20:17:19.355584] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8820] 1760401039355472, 18.8454, 0.310768, -1.5213, -1.19436, 0.0624262, -0.0354339, 0.00468676, -0.997409, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.358264] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8821] 1760401039358149, 18.8481, 0.285806, -1.52261, -1.19415, 0.0614708, -0.0365786, 0.00403209, -0.99743, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.360952] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8822] 1760401039360866, 18.8508, 0.285806, -1.52261, -1.19415, 0.0614708, -0.0365786, 0.00403209, -0.99743, -2.4962, -0.130712, 0.0212069, -0.138164, -0.220122, 0.186563, 
[2025-10-13 20:17:19.363733] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8824] 1760401039363601, 18.8536, 0.285806, -1.52261, -1.19415, 0.0614708, -0.0365786, 0.00403209, -0.99743, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.366480] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8825] 1760401039366368, 18.8563, 0.285806, -1.52261, -1.19415, 0.0614708, -0.0365786, 0.00403209, -0.99743, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.370095] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8826] 1760401039370009, 18.86, 0.26099, -1.524, -1.1941, 0.0605207, -0.0374194, 0.00392194, -0.997458, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.371747] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8828] 1760401039371628, 18.8616, 0.26099, -1.524, -1.1941, 0.0605207, -0.0374194, 0.00392194, -0.997458, -2.48158, -0.138758, 0.00517511, 0, -0.166306, 0.189495, 
[2025-10-13 20:17:19.374090] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8829] 1760401039373978, 18.8639, 0.26099, -1.524, -1.1941, 0.0605207, -0.0374194, 0.00392194, -0.997458, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.377200] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8830] 1760401039377085, 18.8671, 0.26099, -1.524, -1.1941, 0.0605207, -0.0374194, 0.00392194, -0.997458, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.379912] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8831] 1760401039379826, 18.8698, 0.235796, -1.52558, -1.19335, 0.0593131, -0.0387379, 0.00318129, -0.997482, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.382457] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8833] 1760401039382345, 18.8723, 0.235796, -1.52558, -1.19335, 0.0593131, -0.0387379, 0.00318129, -0.997482, -2.5194, -0.157998, 0.0743709, -0.154734, -0.254216, 0.235963, 
[2025-10-13 20:17:19.384898] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8834] 1760401039384791, 18.8748, 0.235796, -1.52558, -1.19335, 0.0593131, -0.0387379, 0.00318129, -0.997482, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.387643] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8835] 1760401039387527, 18.8775, 0.235796, -1.52558, -1.19335, 0.0593131, -0.0387379, 0.00318129, -0.997482, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.391798] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8837] 1760401039391685, 18.8817, 0.220163, -1.52505, -1.19526, 0.0568752, -0.0200641, 0.00916979, -0.998138, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.393795] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8838] 1760401039393683, 18.8837, 0.220163, -1.52505, -1.19526, 0.0568752, -0.0200641, 0.00916979, -0.998138, -1.5633, 0.0530849, -0.190151, 1.42808, 3.66282, 0.520754, 
[2025-10-13 20:17:19.397055] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8839] 1760401039396939, 18.8869, 0.220163, -1.52505, -1.19526, 0.0568752, -0.0200641, 0.00916979, -0.998138, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.399816] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8840] 1760401039399703, 18.8897, 0.195859, -1.52654, -1.19536, 0.0602056, -0.0227253, 0.00916664, -0.997885, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.402485] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8842] 1760401039402371, 18.8923, 0.195859, -1.52654, -1.19536, 0.0602056, -0.0227253, 0.00916664, -0.997885, -2.43037, -0.148888, -0.0105262, -0.0461817, -0.536678, -0.664854, 
[2025-10-13 20:17:19.404911] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8843] 1760401039404800, 18.8948, 0.195859, -1.52654, -1.19536, 0.0602056, -0.0227253, 0.00916664, -0.997885, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.408662] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8844] 1760401039408547, 18.8985, 0.195859, -1.52654, -1.19536, 0.0602056, -0.0227253, 0.00916664, -0.997885, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.411992] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8846] 1760401039411876, 18.9018, 0.172581, -1.52732, -1.19551, 0.0586725, -0.019619, 0.00981952, -0.998036, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.413928] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8847] 1760401039413812, 18.9038, 0.172581, -1.52732, -1.19551, 0.0586725, -0.019619, 0.00981952, -0.998036, -2.32785, -0.0783975, -0.0144251, 0.173759, 0.615072, 0.306678, 
[2025-10-13 20:17:19.416846] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8848] 1760401039416726, 18.9067, 0.172581, -1.52732, -1.19551, 0.0586725, -0.019619, 0.00981952, -0.998036, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.419369] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8849] 1760401039419286, 18.9093, 0.148227, -1.52843, -1.19571, 0.0576344, -0.0196549, 0.00978936, -0.998096, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:19.422054] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [8851] 1760401039421942, 18.9119, 0.148227, -1.52843, -1.19571, 0.0576344, -0.0196549, 0.00978936, -0.998096, -2.43538, -0.110753, -0.019963, 0, 0, 0.207996, 
