[2025-10-13 20:34:15.395395] [0x0000007fba9397c0] [MocapTag] [0x00000b18] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:34:30.980573] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7091] 1760402070980458, 15.6327, 2.4231, 0.208784, -1.1336, -0.960154, 0.0127012, 0.00465877, 0.279143, 0.616442, -0.587465, -0.0159177, 0.0798941, -0.105532, 0.524002, 
[2025-10-13 20:34:30.983718] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7092] 1760402070983607, 15.6359, 2.4231, 0.208784, -1.1336, -0.960154, 0.0127012, 0.00465877, 0.279143, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:30.986801] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7093] 1760402070986631, 15.6389, 2.42922, 0.202834, -1.13383, -0.959532, 0.012948, 0.00420871, 0.281271, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:30.988771] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7095] 1760402070988661, 15.6409, 2.42922, 0.202834, -1.13383, -0.959532, 0.012948, 0.00420871, 0.281271, 0.612499, -0.595065, -0.022716, 0, -0.106235, 0.441933, 
[2025-10-13 20:34:30.991384] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7096] 1760402070991272, 15.6435, 2.42922, 0.202834, -1.13383, -0.959532, 0.012948, 0.00420871, 0.281271, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:30.994527] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7097] 1760402070994414, 15.6467, 2.42922, 0.202834, -1.13383, -0.959532, 0.012948, 0.00420871, 0.281271, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:30.996759] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7098] 1760402070996611, 15.6489, 2.43528, 0.196962, -1.13399, -0.958843, 0.0126423, 0.00347272, 0.283635, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:30.999845] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7100] 1760402070999718, 15.652, 2.43528, 0.196962, -1.13399, -0.958843, 0.0126423, 0.00347272, 0.283635, 0.605957, -0.587156, -0.0162618, 0.100207, -0.130502, 0.490749, 
[2025-10-13 20:34:31.002172] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7101] 1760402071002066, 15.6543, 2.43528, 0.196962, -1.13399, -0.958843, 0.0126423, 0.00347272, 0.283635, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.005624] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7102] 1760402071005509, 15.6578, 2.43528, 0.196962, -1.13399, -0.958843, 0.0126423, 0.00347272, 0.283635, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.007305] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7103] 1760402071007189, 15.6594, 2.4413, 0.191024, -1.13423, -0.958154, 0.0127707, 0.00245613, 0.285957, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.010043] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7105] 1760402071009930, 15.6622, 2.4413, 0.191024, -1.13423, -0.958154, 0.0127707, 0.00245613, 0.285957, 0.601434, -0.593817, -0.0236013, 0, -0.2085, 0.481725, 
[2025-10-13 20:34:31.012408] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7106] 1760402071012290, 15.6645, 2.4413, 0.191024, -1.13423, -0.958154, 0.0127707, 0.00245613, 0.285957, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.015651] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7107] 1760402071015536, 15.6678, 2.4413, 0.191024, -1.13423, -0.958154, 0.0127707, 0.00245613, 0.285957, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.018592] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7109] 1760402071018523, 15.6708, 2.44735, 0.184975, -1.13443, -0.957502, 0.0127796, 0.0021608, 0.288136, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.021249] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7110] 1760402071021132, 15.6734, 2.44735, 0.184975, -1.13443, -0.957502, 0.0127796, 0.0021608, 0.288136, 0.605241, -0.604954, -0.020679, 0, -0.0629598, 0.454324, 
[2025-10-13 20:34:31.023609] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7111] 1760402071023501, 15.6757, 2.44735, 0.184975, -1.13443, -0.957502, 0.0127796, 0.0021608, 0.288136, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.026310] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7112] 1760402071026190, 15.6784, 2.45339, 0.178922, -1.13458, -0.956769, 0.0125049, 0.0016683, 0.290574, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.028960] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7114] 1760402071028846, 15.6811, 2.45339, 0.178922, -1.13458, -0.956769, 0.0125049, 0.0016683, 0.290574, 0.603707, -0.605284, -0.014879, 0.082016, -0.0848262, 0.508112, 
[2025-10-13 20:34:31.031578] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7115] 1760402071031467, 15.6837, 2.45339, 0.178922, -1.13458, -0.956769, 0.0125049, 0.0016683, 0.290574, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.034067] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7116] 1760402071033950, 15.6862, 2.45339, 0.178922, -1.13458, -0.956769, 0.0125049, 0.0016683, 0.290574, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.036886] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7117] 1760402071036722, 15.689, 2.45937, 0.172798, -1.13484, -0.956132, 0.0126873, 0.00129616, 0.29266, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.039361] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7119] 1760402071039269, 15.6915, 2.45937, 0.172798, -1.13484, -0.956132, 0.0126873, 0.00129616, 0.29266, 0.597922, -0.612386, -0.0261718, 0, -0.0872679, 0.435221, 
[2025-10-13 20:34:31.041878] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7120] 1760402071041766, 15.694, 2.45937, 0.172798, -1.13484, -0.956132, 0.0126873, 0.00129616, 0.29266, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.044433] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7121] 1760402071044325, 15.6966, 2.45937, 0.172798, -1.13484, -0.956132, 0.0126873, 0.00129616, 0.29266, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.049396] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7123] 1760402071049278, 15.7015, 2.46533, 0.166718, -1.13501, -0.9554, 0.0124589, 0.000757092, 0.295052, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.050423] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7124] 1760402071050312, 15.7026, 2.46533, 0.166718, -1.13501, -0.9554, 0.0124589, 0.000757092, 0.295052, 0.596187, -0.607997, -0.0165427, 0.0766754, -0.0957905, 0.499445, 
[2025-10-13 20:34:31.052781] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7125] 1760402071052679, 15.7049, 2.46533, 0.166718, -1.13501, -0.9554, 0.0124589, 0.000757092, 0.295052, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.055399] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7126] 1760402071055282, 15.7075, 2.46533, 0.166718, -1.13501, -0.9554, 0.0124589, 0.000757092, 0.295052, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.057894] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7127] 1760402071057784, 15.71, 2.47127, 0.160556, -1.13528, -0.9548, 0.0124166, 0.000436917, 0.296989, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.060726] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7129] 1760402071060601, 15.7128, 2.47127, 0.160556, -1.13528, -0.9548, 0.0124166, 0.000436917, 0.296989, 0.593872, -0.616156, -0.0272298, 0, -0.063546, 0.404835, 
[2025-10-13 20:34:31.064071] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7130] 1760402071063960, 15.7162, 2.47127, 0.160556, -1.13528, -0.9548, 0.0124166, 0.000436917, 0.296989, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.066670] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7131] 1760402071066556, 15.7188, 2.47722, 0.154413, -1.13552, -0.954075, 0.0119603, 2.24388e-05, 0.29933, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.069217] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7133] 1760402071069104, 15.7213, 2.47722, 0.154413, -1.13552, -0.954075, 0.0119603, 2.24388e-05, 0.29933, 0.59505, -0.614368, -0.0241951, 0.113511, -0.0576469, 0.489831, 
[2025-10-13 20:34:31.071717] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7134] 1760402071071605, 15.7239, 2.47722, 0.154413, -1.13552, -0.954075, 0.0119603, 2.24388e-05, 0.29933, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.074181] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7135] 1760402071074071, 15.7263, 2.47722, 0.154413, -1.13552, -0.954075, 0.0119603, 2.24388e-05, 0.29933, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.077263] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7136] 1760402071077149, 15.7294, 2.4831, 0.148185, -1.13578, -0.953372, 0.0118762, -0.000490917, 0.301562, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.079930] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7138] 1760402071079816, 15.7321, 2.4831, 0.148185, -1.13578, -0.953372, 0.0118762, -0.000490917, 0.301562, 0.587989, -0.622769, -0.0254956, 0.0486612, -0.0981591, 0.467128, 
[2025-10-13 20:34:31.082432] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7139] 1760402071082326, 15.7346, 2.4831, 0.148185, -1.13578, -0.953372, 0.0118762, -0.000490917, 0.301562, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.085286] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7140] 1760402071085170, 15.7374, 2.4831, 0.148185, -1.13578, -0.953372, 0.0118762, -0.000490917, 0.301562, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.087614] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7141] 1760402071087530, 15.7398, 2.48888, 0.141976, -1.13606, -0.952718, 0.0116498, -0.000916998, 0.303631, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.090439] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7143] 1760402071090318, 15.7426, 2.48888, 0.141976, -1.13606, -0.952718, 0.0116498, -0.000916998, 0.303631, 0.578685, -0.620887, -0.0286787, 0.0707865, -0.0722897, 0.433481, 
[2025-10-13 20:34:31.092815] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7144] 1760402071092705, 15.745, 2.48888, 0.141976, -1.13606, -0.952718, 0.0116498, -0.000916998, 0.303631, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.095615] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7145] 1760402071095502, 15.7477, 2.48888, 0.141976, -1.13606, -0.952718, 0.0116498, -0.000916998, 0.303631, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.098164] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7146] 1760402071098052, 15.7503, 2.49471, 0.135707, -1.1363, -0.951985, 0.0112827, -0.00140236, 0.305933, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.101128] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7148] 1760402071101012, 15.7533, 2.49471, 0.135707, -1.1363, -0.951985, 0.0112827, -0.00140236, 0.305933, 0.582576, -0.626909, -0.0232663, 0.101709, -0.0751869, 0.482994, 
[2025-10-13 20:34:31.103175] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7149] 1760402071103071, 15.7553, 2.49471, 0.135707, -1.1363, -0.951985, 0.0112827, -0.00140236, 0.305933, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.107395] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7150] 1760402071107310, 15.7596, 2.49471, 0.135707, -1.1363, -0.951985, 0.0112827, -0.00140236, 0.305933, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.108035] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7152] 1760402071107918, 15.7602, 2.5005, 0.129309, -1.13657, -0.951351, 0.0114059, -0.00160681, 0.307895, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.111515] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7153] 1760402071111399, 15.7636, 2.5005, 0.129309, -1.13657, -0.951351, 0.0114059, -0.00160681, 0.307895, 0.578799, -0.639817, -0.0270743, 0, -0.0507344, 0.411737, 
[2025-10-13 20:34:31.114804] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7154] 1760402071114695, 15.7669, 2.5005, 0.129309, -1.13657, -0.951351, 0.0114059, -0.00160681, 0.307895, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.116498] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7155] 1760402071116384, 15.7686, 2.50608, 0.123444, -1.13675, -0.950706, 0.0105372, -0.00282335, 0.3099, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.119487] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7157] 1760402071119413, 15.7717, 2.50608, 0.123444, -1.13675, -0.950706, 0.0105372, -0.00282335, 0.3099, 0.558125, -0.586455, -0.0183989, 0.24271, -0.181852, 0.420946, 
[2025-10-13 20:34:31.121642] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7158] 1760402071121529, 15.7738, 2.50608, 0.123444, -1.13675, -0.950706, 0.0105372, -0.00282335, 0.3099, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.126719] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7159] 1760402071126600, 15.7788, 2.50608, 0.123444, -1.13675, -0.950706, 0.0105372, -0.00282335, 0.3099, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.127455] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7160] 1760402071127338, 15.7796, 2.51198, 0.116665, -1.13707, -0.950041, 0.0110993, -0.00258696, 0.311918, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.130636] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7162] 1760402071130518, 15.7828, 2.51198, 0.116665, -1.13707, -0.950041, 0.0110993, -0.00258696, 0.311918, 0.59001, -0.677888, -0.031805, -0.119019, 0, 0.424194, 
[2025-10-13 20:34:31.132302] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7163] 1760402071132193, 15.7844, 2.51198, 0.116665, -1.13707, -0.950041, 0.0110993, -0.00258696, 0.311918, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.135004] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7164] 1760402071134885, 15.7871, 2.51198, 0.116665, -1.13707, -0.950041, 0.0110993, -0.00258696, 0.311918, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.137523] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7165] 1760402071137408, 15.7897, 2.51769, 0.110267, -1.13733, -0.949365, 0.0107141, -0.00266836, 0.313983, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.140392] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7167] 1760402071140275, 15.7925, 2.51769, 0.110267, -1.13733, -0.949365, 0.0107141, -0.00266836, 0.313983, 0.570727, -0.639883, -0.025701, 0.0808477, 0, 0.435138, 
[2025-10-13 20:34:31.143327] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7168] 1760402071143217, 15.7955, 2.51769, 0.110267, -1.13733, -0.949365, 0.0107141, -0.00266836, 0.313983, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.146008] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7169] 1760402071145886, 15.7981, 2.52338, 0.103822, -1.13753, -0.948615, 0.010688, -0.00288165, 0.31624, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.149023] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7170] 1760402071148934, 15.8012, 2.52338, 0.103822, -1.13753, -0.948615, 0.010688, -0.00288165, 0.31624, 0.569021, -0.64449, -0.0207805, 0, -0.0432609, 0.475532, 
[2025-10-13 20:34:31.151493] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7172] 1760402071151382, 15.8036, 2.52338, 0.103822, -1.13753, -0.948615, 0.010688, -0.00288165, 0.31624, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.155325] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7173] 1760402071155205, 15.8075, 2.52338, 0.103822, -1.13753, -0.948615, 0.010688, -0.00288165, 0.31624, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.156661] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7174] 1760402071156542, 15.8088, 2.52893, 0.0973325, -1.13775, -0.947942, 0.0107318, -0.00287563, 0.318248, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.159732] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7176] 1760402071159610, 15.8119, 2.52893, 0.0973325, -1.13775, -0.947942, 0.0107318, -0.00287563, 0.318248, 0.554971, -0.648916, -0.021925, 0, 0, 0.423342, 
[2025-10-13 20:34:31.161821] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7177] 1760402071161712, 15.814, 2.52893, 0.0973325, -1.13775, -0.947942, 0.0107318, -0.00287563, 0.318248, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.164670] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7178] 1760402071164563, 15.8168, 2.52893, 0.0973325, -1.13775, -0.947942, 0.0107318, -0.00287563, 0.318248, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.167089] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7179] 1760402071166973, 15.8192, 2.53454, 0.0908678, -1.13797, -0.947161, 0.0104852, -0.00301412, 0.320574, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.169616] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7181] 1760402071169493, 15.8217, 2.53454, 0.0908678, -1.13797, -0.947161, 0.0104852, -0.00301412, 0.320574, 0.561245, -0.646472, -0.0213342, 0.0586033, 0, 0.491029, 
[2025-10-13 20:34:31.172088] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7182] 1760402071171977, 15.8242, 2.53454, 0.0908678, -1.13797, -0.947161, 0.0104852, -0.00301412, 0.320574, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.175525] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7183] 1760402071175407, 15.8277, 2.53454, 0.0908678, -1.13797, -0.947161, 0.0104852, -0.00301412, 0.320574, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.177910] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7184] 1760402071177796, 15.83, 2.53989, 0.0847424, -1.13818, -0.946614, 0.0100412, -0.00354853, 0.322193, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.180828] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7186] 1760402071180712, 15.833, 2.53989, 0.0847424, -1.13818, -0.946614, 0.0100412, -0.00354853, 0.322193, 0.535384, -0.612538, -0.0216787, 0.12064, -0.0756331, 0.341862, 
[2025-10-13 20:34:31.182916] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7187] 1760402071182811, 15.8351, 2.53989, 0.0847424, -1.13818, -0.946614, 0.0100412, -0.00354853, 0.322193, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.185614] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7188] 1760402071185498, 15.8377, 2.53989, 0.0847424, -1.13818, -0.946614, 0.0100412, -0.00354853, 0.322193, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.188171] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7189] 1760402071188059, 15.8403, 2.54563, 0.0778152, -1.13848, -0.945813, 0.0101687, -0.00319798, 0.324536, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.191248] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7191] 1760402071191135, 15.8434, 2.54563, 0.0778152, -1.13848, -0.945813, 0.0101687, -0.00319798, 0.324536, 0.573916, -0.692713, -0.0294834, -0.0435829, 0.0539035, 0.495416, 
[2025-10-13 20:34:31.193727] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7192] 1760402071193612, 15.8459, 2.54563, 0.0778152, -1.13848, -0.945813, 0.0101687, -0.00319798, 0.324536, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.196792] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7193] 1760402071196630, 15.8489, 2.55113, 0.0712, -1.13875, -0.945163, 0.0103038, -0.00286632, 0.326424, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.199111] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7195] 1760402071198985, 15.8512, 2.55113, 0.0712, -1.13875, -0.945163, 0.0103038, -0.00286632, 0.326424, 0.549818, -0.66152, -0.0269892, -0.0446796, 0.0504478, 0.399733, 
[2025-10-13 20:34:31.201494] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7196] 1760402071201382, 15.8536, 2.55113, 0.0712, -1.13875, -0.945163, 0.0103038, -0.00286632, 0.326424, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.204060] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7197] 1760402071203956, 15.8562, 2.55113, 0.0712, -1.13875, -0.945163, 0.0103038, -0.00286632, 0.326424, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.207096] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7198] 1760402071206981, 15.8592, 2.5566, 0.0646334, -1.13894, -0.944457, 0.0100334, -0.00235017, 0.328475, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.209632] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7200] 1760402071209522, 15.8618, 2.5566, 0.0646334, -1.13894, -0.944457, 0.0100334, -0.00235017, 0.328475, 0.547358, -0.656662, -0.0190171, 0, 0.111451, 0.43481, 
[2025-10-13 20:34:31.212113] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7201] 1760402071212003, 15.8642, 2.5566, 0.0646334, -1.13894, -0.944457, 0.0100334, -0.00235017, 0.328475, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.214565] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7202] 1760402071214459, 15.8667, 2.5566, 0.0646334, -1.13894, -0.944457, 0.0100334, -0.00235017, 0.328475, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.217323] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7203] 1760402071217206, 15.8695, 2.5621, 0.0580125, -1.13913, -0.943696, 0.0098722, -0.00201979, 0.33066, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.221255] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7205] 1760402071221135, 15.8734, 2.5621, 0.0580125, -1.13913, -0.943696, 0.0098722, -0.00201979, 0.33066, 0.549797, -0.662096, -0.0194147, 0, 0.0689912, 0.463468, 
[2025-10-13 20:34:31.222888] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7206] 1760402071222776, 15.875, 2.5621, 0.0580125, -1.13913, -0.943696, 0.0098722, -0.00201979, 0.33066, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.225212] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7207] 1760402071225095, 15.8773, 2.5621, 0.0580125, -1.13913, -0.943696, 0.0098722, -0.00201979, 0.33066, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.227787] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7208] 1760402071227673, 15.8799, 2.56751, 0.0513192, -1.13939, -0.943018, 0.00992698, -0.00150177, 0.332591, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.230280] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7210] 1760402071230165, 15.8824, 2.56751, 0.0513192, -1.13939, -0.943018, 0.00992698, -0.00150177, 0.332591, 0.540523, -0.669321, -0.0260124, -0.0426531, 0.0905227, 0.410014, 
[2025-10-13 20:34:31.233049] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7211] 1760402071232946, 15.8852, 2.56751, 0.0513192, -1.13939, -0.943018, 0.00992698, -0.00150177, 0.332591, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.235374] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7212] 1760402071235256, 15.8875, 2.56751, 0.0513192, -1.13939, -0.943018, 0.00992698, -0.00150177, 0.332591, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.238795] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7214] 1760402071238707, 15.891, 2.5729, 0.0446671, -1.13957, -0.94221, 0.00955187, -0.00132423, 0.334884, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.241380] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7215] 1760402071241250, 15.8935, 2.5729, 0.0446671, -1.13957, -0.94221, 0.00955187, -0.00132423, 0.334884, 0.539367, -0.665211, -0.0177672, 0.0611067, 0.0542721, 0.486976, 
[2025-10-13 20:34:31.243759] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7216] 1760402071243637, 15.8959, 2.5729, 0.0446671, -1.13957, -0.94221, 0.00955187, -0.00132423, 0.334884, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:34:31.247645] [0x0000007fb1ffa9a0] [MocapTag] [0x00000b18] [7217] 1760402071247519, 15.8998, 2.57819, 0.0379136, -1.13984, -0.941531, 0.0097121, -0.000959593, 0.336784, 0, 0, 0, 0, 0, 0, 
