[2025-10-13 20:31:35.952323] [0x0000007fb371a7c0] [MocapTag] [0x0000068f] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:31:55.673459] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9249] 1760401915673341, 19.7952, -1.94214, -1.47499, -1.21133, -0.0423544, 0.0446189, 0.0185869, -0.997933, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.675958] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9251] 1760401915675841, 19.7977, -1.96221, -1.47241, -1.21133, -0.0429033, 0.0455059, 0.0181531, -0.997877, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.679309] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9252] 1760401915679196, 19.8011, -1.96221, -1.47241, -1.21133, -0.0429033, 0.0455059, 0.0181531, -0.997877, -2.00666, 0.258472, 0, -0.0992298, 0.175587, 0.111938, 
[2025-10-13 20:31:55.681925] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9253] 1760401915681813, 19.8037, -1.96221, -1.47241, -1.21133, -0.0429033, 0.0455059, 0.0181531, -0.997877, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.684586] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9255] 1760401915684472, 19.8064, -1.96221, -1.47241, -1.21133, -0.0429033, 0.0455059, 0.0181531, -0.997877, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.687184] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9256] 1760401915687077, 19.809, -1.9823, -1.46976, -1.21129, -0.0439742, 0.0468894, 0.0178904, -0.997771, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.690237] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9257] 1760401915690114, 19.812, -1.9823, -1.46976, -1.21129, -0.0439742, 0.0468894, 0.0178904, -0.997771, -2.0096, 0.264699, 0.00402468, -0.0742674, 0.277919, 0.214171, 
[2025-10-13 20:31:55.692229] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9258] 1760401915692119, 19.814, -1.9823, -1.46976, -1.21129, -0.0439742, 0.0468894, 0.0178904, -0.997771, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.695507] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9260] 1760401915695392, 19.8173, -1.9823, -1.46976, -1.21129, -0.0439742, 0.0468894, 0.0178904, -0.997771, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.697959] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9261] 1760401915697844, 19.8197, -2.00223, -1.4671, -1.21133, -0.0444263, 0.0479466, 0.0176693, -0.997705, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.700639] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9262] 1760401915700522, 19.8224, -2.00223, -1.4671, -1.21133, -0.0444263, 0.0479466, 0.0176693, -0.997705, -1.99313, 0.266057, -0.00327956, -0.0576258, 0.210971, 0.0905037, 
[2025-10-13 20:31:55.703466] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9263] 1760401915703345, 19.8252, -2.00223, -1.4671, -1.21133, -0.0444263, 0.0479466, 0.0176693, -0.997705, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.706054] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9265] 1760401915705940, 19.8278, -2.02202, -1.46442, -1.21138, -0.0451177, 0.0491437, 0.017505, -0.997619, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.708382] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9266] 1760401915708273, 19.8302, -2.02202, -1.46442, -1.21138, -0.0451177, 0.0491437, 0.017505, -0.997619, -1.97877, 0.267765, -0.00503869, -0.0500679, 0.240138, 0.137854, 
[2025-10-13 20:31:55.711708] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9267] 1760401915711593, 19.8335, -2.02202, -1.46442, -1.21138, -0.0451177, 0.0491437, 0.017505, -0.997619, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.714586] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9269] 1760401915714467, 19.8364, -2.02202, -1.46442, -1.21138, -0.0451177, 0.0491437, 0.017505, -0.997619, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.717261] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9270] 1760401915717149, 19.839, -2.0417, -1.46172, -1.21135, -0.0459691, 0.0507277, 0.0173209, -0.997504, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.719621] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9271] 1760401915719505, 19.8414, -2.0417, -1.46172, -1.21135, -0.0459691, 0.0507277, 0.0173209, -0.997504, -1.96812, 0.269773, 0.00256384, -0.0594139, 0.317801, 0.169563, 
[2025-10-13 20:31:55.722257] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9272] 1760401915722144, 19.844, -2.0417, -1.46172, -1.21135, -0.0459691, 0.0507277, 0.0173209, -0.997504, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.724701] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9274] 1760401915724589, 19.8465, -2.0417, -1.46172, -1.21135, -0.0459691, 0.0507277, 0.0173209, -0.997504, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.727388] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9275] 1760401915727281, 19.8492, -2.06122, -1.45895, -1.21136, -0.0466144, 0.0520363, 0.01715, -0.997409, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.730118] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9276] 1760401915729971, 19.8519, -2.06122, -1.45895, -1.21136, -0.0466144, 0.0520363, 0.01715, -0.997409, -1.95133, 0.277183, 0, -0.0526667, 0.26216, 0.128818, 
[2025-10-13 20:31:55.732950] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9277] 1760401915732865, 19.8548, -2.06122, -1.45895, -1.21136, -0.0466144, 0.0520363, 0.01715, -0.997409, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.735700] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9279] 1760401915735587, 19.8575, -2.08058, -1.45618, -1.21142, -0.0473809, 0.053263, 0.0169317, -0.997312, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.738645] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9280] 1760401915738534, 19.8604, -2.08058, -1.45618, -1.21142, -0.0473809, 0.053263, 0.0169317, -0.997312, -1.9366, 0.277187, -0.00553348, -0.0630856, 0.24562, 0.154066, 
[2025-10-13 20:31:55.740980] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9281] 1760401915740864, 19.8628, -2.08058, -1.45618, -1.21142, -0.0473809, 0.053263, 0.0169317, -0.997312, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.743998] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9283] 1760401915743875, 19.8658, -2.08058, -1.45618, -1.21142, -0.0473809, 0.053263, 0.0169317, -0.997312, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.746153] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9284] 1760401915746043, 19.8679, -2.09988, -1.45344, -1.21142, -0.0483843, 0.0552016, 0.0168735, -0.997159, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.748910] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9285] 1760401915748794, 19.8707, -2.09988, -1.45344, -1.21142, -0.0483843, 0.0552016, 0.0168735, -0.997159, -1.92967, 0.274376, 0, -0.0406265, 0.390193, 0.198841, 
[2025-10-13 20:31:55.751612] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9286] 1760401915751498, 19.8734, -2.09988, -1.45344, -1.21142, -0.0483843, 0.0552016, 0.0168735, -0.997159, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.754173] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9288] 1760401915754084, 19.876, -2.09988, -1.45344, -1.21142, -0.0483843, 0.0552016, 0.0168735, -0.997159, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.756879] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9289] 1760401915756727, 19.8786, -2.11912, -1.45062, -1.21151, -0.0491415, 0.0565831, 0.0166032, -0.99705, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.760886] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9290] 1760401915760770, 19.8827, -2.11912, -1.45062, -1.21151, -0.0491415, 0.0565831, 0.0166032, -0.99705, -1.9239, 0.281901, -0.00885276, -0.0758171, 0.27593, 0.153017, 
[2025-10-13 20:31:55.762345] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9291] 1760401915762230, 19.8841, -2.11912, -1.45062, -1.21151, -0.0491415, 0.0565831, 0.0166032, -0.99705, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.764724] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9293] 1760401915764610, 19.8865, -2.11912, -1.45062, -1.21151, -0.0491415, 0.0565831, 0.0166032, -0.99705, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.767203] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9294] 1760401915767097, 19.889, -2.13818, -1.44779, -1.2116, -0.0497474, 0.057624, 0.0165092, -0.996961, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.769956] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9295] 1760401915769838, 19.8917, -2.13818, -1.44779, -1.2116, -0.0497474, 0.057624, 0.0165092, -0.996961, -1.90589, 0.282258, -0.00921293, -0.0358343, 0.209029, 0.121307, 
[2025-10-13 20:31:55.772992] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9297] 1760401915772901, 19.8948, -2.13818, -1.44779, -1.2116, -0.0497474, 0.057624, 0.0165092, -0.996961, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.774701] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9298] 1760401915774581, 19.8965, -2.15716, -1.44497, -1.21159, -0.050799, 0.0593968, 0.0163835, -0.996806, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.778076] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9299] 1760401915777955, 19.8999, -2.15716, -1.44497, -1.21159, -0.050799, 0.0593968, 0.0163835, -0.996806, -1.89826, 0.282695, 0, -0.0550032, 0.356349, 0.210428, 
[2025-10-13 20:31:55.780744] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9300] 1760401915780630, 19.9025, -2.15716, -1.44497, -1.21159, -0.050799, 0.0593968, 0.0163835, -0.996806, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.783688] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9302] 1760401915783571, 19.9055, -2.15716, -1.44497, -1.21159, -0.050799, 0.0593968, 0.0163835, -0.996806, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.785939] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9303] 1760401915785827, 19.9077, -2.17591, -1.44208, -1.2116, -0.0514796, 0.0605078, 0.0160788, -0.99671, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.789391] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9304] 1760401915789281, 19.9112, -2.17591, -1.44208, -1.2116, -0.0514796, 0.0605078, 0.0160788, -0.99671, -1.87475, 0.28899, 0, -0.0804901, 0.221029, 0.139141, 
[2025-10-13 20:31:55.792017] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9305] 1760401915791902, 19.9138, -2.17591, -1.44208, -1.2116, -0.0514796, 0.0605078, 0.0160788, -0.99671, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.794641] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9307] 1760401915794528, 19.9164, -2.17591, -1.44208, -1.2116, -0.0514796, 0.0605078, 0.0160788, -0.99671, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.797049] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9308] 1760401915796940, 19.9188, -2.19451, -1.43917, -1.21155, -0.0524883, 0.0616774, 0.015799, -0.99659, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.799861] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9309] 1760401915799746, 19.9216, -2.19451, -1.43917, -1.21155, -0.0524883, 0.0616774, 0.015799, -0.99659, -1.86033, 0.291134, 0.00528923, -0.0805378, 0.233771, 0.205135, 
[2025-10-13 20:31:55.802709] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9310] 1760401915802623, 19.9245, -2.19451, -1.43917, -1.21155, -0.0524883, 0.0616774, 0.015799, -0.99659, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.805445] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9312] 1760401915805334, 19.9272, -2.19451, -1.43917, -1.21155, -0.0524883, 0.0616774, 0.015799, -0.99659, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.808664] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9313] 1760401915808555, 19.9305, -2.21301, -1.43623, -1.2114, -0.0538753, 0.0632289, 0.0154493, -0.996424, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.811100] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9314] 1760401915810982, 19.9329, -2.21301, -1.43623, -1.2114, -0.0538753, 0.0632289, 0.0154493, -0.996424, -1.85031, 0.293047, 0.0145426, -0.103927, 0.310248, 0.282073, 
[2025-10-13 20:31:55.813469] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9316] 1760401915813353, 19.9353, -2.21301, -1.43623, -1.2114, -0.0538753, 0.0632289, 0.0154493, -0.996424, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.816188] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9317] 1760401915816078, 19.938, -2.23139, -1.43331, -1.2114, -0.054574, 0.0641093, 0.015065, -0.996336, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.818838] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9318] 1760401915818724, 19.9406, -2.23139, -1.43331, -1.2114, -0.054574, 0.0641093, 0.015065, -0.996336, -1.83779, 0.292694, 0, -0.095582, 0.173707, 0.144887, 
[2025-10-13 20:31:55.821615] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9319] 1760401915821501, 19.9434, -2.23139, -1.43331, -1.2114, -0.054574, 0.0641093, 0.015065, -0.996336, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.824328] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9321] 1760401915824239, 19.9461, -2.23139, -1.43331, -1.2114, -0.054574, 0.0641093, 0.015065, -0.996336, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.826848] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9322] 1760401915826688, 19.9486, -2.24972, -1.43034, -1.21136, -0.0556817, 0.0652872, 0.0150274, -0.996198, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.829367] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9323] 1760401915829261, 19.9512, -2.24972, -1.43034, -1.21136, -0.0556817, 0.0652872, 0.0150274, -0.996198, -1.83272, 0.296339, 0.00441779, 0, 0.237884, 0.222754, 
[2025-10-13 20:31:55.832031] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9324] 1760401915831911, 19.9538, -2.24972, -1.43034, -1.21136, -0.0556817, 0.0652872, 0.0150274, -0.996198, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.834572] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9326] 1760401915834465, 19.9564, -2.24972, -1.43034, -1.21136, -0.0556817, 0.0652872, 0.0150274, -0.996198, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.837250] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9327] 1760401915837138, 19.959, -2.26795, -1.42741, -1.21141, -0.0564989, 0.0659051, 0.0149655, -0.996113, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.840660] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9328] 1760401915840543, 19.9624, -2.26795, -1.42741, -1.21141, -0.0564989, 0.0659051, 0.0149655, -0.996113, -1.82339, 0.293534, -0.00494327, 0, 0.124836, 0.165105, 
[2025-10-13 20:31:55.843234] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9329] 1760401915843130, 19.965, -2.26795, -1.42741, -1.21141, -0.0564989, 0.0659051, 0.0149655, -0.996113, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.845815] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9331] 1760401915845703, 19.9676, -2.28591, -1.42438, -1.21141, -0.0572578, 0.0661595, 0.0147248, -0.996056, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.848471] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9332] 1760401915848356, 19.9703, -2.28591, -1.42438, -1.21141, -0.0572578, 0.0661595, 0.0147248, -0.996056, -1.79534, 0.302579, 0, -0.0614405, 0.049904, 0.156069, 
[2025-10-13 20:31:55.851000] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9333] 1760401915850886, 19.9728, -2.28591, -1.42438, -1.21141, -0.0572578, 0.0661595, 0.0147248, -0.996056, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.853766] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9335] 1760401915853644, 19.9755, -2.28591, -1.42438, -1.21141, -0.0572578, 0.0661595, 0.0147248, -0.996056, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.856178] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9336] 1760401915856069, 19.978, -2.30375, -1.42135, -1.21127, -0.0586682, 0.0669416, 0.0146135, -0.995923, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.858796] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9337] 1760401915858685, 19.9806, -2.30375, -1.42135, -1.21127, -0.0586682, 0.0669416, 0.0146135, -0.995923, -1.78468, 0.303719, 0.0139603, -0.0504017, 0.158298, 0.285482, 
[2025-10-13 20:31:55.861563] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9338] 1760401915861446, 19.9833, -2.30375, -1.42135, -1.21127, -0.0586682, 0.0669416, 0.0146135, -0.995923, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.864076] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9340] 1760401915863951, 19.9858, -2.30375, -1.42135, -1.21127, -0.0586682, 0.0669416, 0.0146135, -0.995923, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.866570] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9341] 1760401915866456, 19.9884, -2.32148, -1.41824, -1.2112, -0.0595698, 0.0669872, 0.0144104, -0.99587, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.870865] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9342] 1760401915870747, 19.9926, -2.32148, -1.41824, -1.2112, -0.0595698, 0.0669872, 0.0144104, -0.99587, -1.77245, 0.310146, 0.00634793, -0.0537157, 0, 0.184631, 
[2025-10-13 20:31:55.872122] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9343] 1760401915872005, 19.9939, -2.32148, -1.41824, -1.2112, -0.0595698, 0.0669872, 0.0144104, -0.99587, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.875072] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9345] 1760401915874959, 19.9969, -2.32148, -1.41824, -1.2112, -0.0595698, 0.0669872, 0.0144104, -0.99587, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.876958] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9346] 1760401915876851, 19.9988, -2.33909, -1.41518, -1.21113, -0.060935, 0.0674328, 0.0144351, -0.995757, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.879649] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9347] 1760401915879528, 20.0014, -2.33909, -1.41518, -1.21113, -0.060935, 0.0674328, 0.0144351, -0.995757, -1.76127, 0.306838, 0.00702956, 0, 0.0923291, 0.274873, 
[2025-10-13 20:31:55.882372] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9348] 1760401915882260, 20.0042, -2.33909, -1.41518, -1.21113, -0.060935, 0.0674328, 0.0144351, -0.995757, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.886072] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9350] 1760401915885961, 20.0079, -2.33909, -1.41518, -1.21113, -0.060935, 0.0674328, 0.0144351, -0.995757, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.888022] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9351] 1760401915887915, 20.0098, -2.35654, -1.41205, -1.21102, -0.0619694, 0.0678885, 0.0143988, -0.995662, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.890403] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9352] 1760401915890288, 20.0122, -2.35654, -1.41205, -1.21102, -0.0619694, 0.0678885, 0.0143988, -0.995662, -1.74478, 0.313112, 0.0107922, 0, 0.0928611, 0.209069, 
[2025-10-13 20:31:55.892934] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9354] 1760401915892848, 20.0147, -2.35654, -1.41205, -1.21102, -0.0619694, 0.0678885, 0.0143988, -0.995662, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.895592] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9355] 1760401915895478, 20.0174, -2.3739, -1.40889, -1.21101, -0.0633232, 0.0678995, 0.0140509, -0.995581, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.898157] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9356] 1760401915898048, 20.0199, -2.3739, -1.40889, -1.21101, -0.0633232, 0.0678995, 0.0140509, -0.995581, -1.73674, 0.31518, 0, -0.0888824, 0, 0.277972, 
[2025-10-13 20:31:55.901510] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9357] 1760401915901383, 20.0233, -2.3739, -1.40889, -1.21101, -0.0633232, 0.0678995, 0.0140509, -0.995581, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.904087] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9359] 1760401915903969, 20.0259, -2.3739, -1.40889, -1.21101, -0.0633232, 0.0678995, 0.0140509, -0.995581, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.906419] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9360] 1760401915906309, 20.0282, -2.39107, -1.40569, -1.21089, -0.0648983, 0.0680893, 0.0139996, -0.995468, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.909344] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9361] 1760401915909232, 20.0311, -2.39107, -1.40569, -1.21089, -0.0648983, 0.0680893, 0.0139996, -0.995468, -1.71614, 0.320463, 0.0118781, 0, 0.040397, 0.318599, 
[2025-10-13 20:31:55.911876] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9362] 1760401915911764, 20.0337, -2.39107, -1.40569, -1.21089, -0.0648983, 0.0680893, 0.0139996, -0.995468, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.914807] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9364] 1760401915914695, 20.0366, -2.39107, -1.40569, -1.21089, -0.0648983, 0.0680893, 0.0139996, -0.995468, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.917279] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9365] 1760401915917172, 20.0391, -2.40811, -1.40244, -1.21087, -0.0656573, 0.0675412, 0.0140739, -0.995454, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.920138] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9366] 1760401915919963, 20.0419, -2.40811, -1.40244, -1.21087, -0.0656573, 0.0675412, 0.0140739, -0.995454, -1.70442, 0.32472, 0.00240989, 0, -0.107212, 0.152278, 
[2025-10-13 20:31:55.922594] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9367] 1760401915922509, 20.0444, -2.40811, -1.40244, -1.21087, -0.0656573, 0.0675412, 0.0140739, -0.995454, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.925216] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9369] 1760401915925104, 20.047, -2.42477, -1.39905, -1.2107, -0.0646205, 0.0659491, 0.0138941, -0.995631, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.929723] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9370] 1760401915929593, 20.0515, -2.42477, -1.39905, -1.2107, -0.0646205, 0.0659491, 0.0138941, -0.995631, -1.6662, 0.339259, 0.0167078, 0, -0.322831, -0.20647, 
[2025-10-13 20:31:55.930500] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9371] 1760401915930380, 20.0523, -2.42477, -1.39905, -1.2107, -0.0646205, 0.0659491, 0.0138941, -0.995631, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.933749] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9373] 1760401915933637, 20.0555, -2.42477, -1.39905, -1.2107, -0.0646205, 0.0659491, 0.0138941, -0.995631, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.936337] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9374] 1760401915936225, 20.0581, -2.44156, -1.39579, -1.21066, -0.0659319, 0.0661798, 0.0139513, -0.995529, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.939147] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9375] 1760401915939037, 20.0609, -2.44156, -1.39579, -1.21066, -0.0659319, 0.0661798, 0.0139513, -0.995529, -1.67925, 0.325555, 0.00456917, 0, 0.0494301, 0.263786, 
[2025-10-13 20:31:55.941889] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9376] 1760401915941771, 20.0637, -2.44156, -1.39579, -1.21066, -0.0659319, 0.0661798, 0.0139513, -0.995529, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:31:55.944667] [0x0000007fa27fb9a0] [MocapTag] [0x0000068f] [9378] 1760401915944555, 20.0665, -2.44156, -1.39579, -1.21066, -0.0659319, 0.0661798, 0.0139513, -0.995529, 0, 0, 0, 0, 0, 0, 
