[2025-10-13 20:22:22.120401] [0x0000007fa94857c0] [MocapTag] [0x000012d0] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:22:39.782573] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8197] 1760401359782459, 17.7154, 2.5142, -1.07996, -1.20994, 0.286173, -0.111864, 0.0564921, -0.949947, -1.0515, -0.629712, -0.0842006, 0.307441, 0.0715956, 0.970554, 
[2025-10-13 20:22:39.784986] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8198] 1760401359784870, 17.7178, 2.5142, -1.07996, -1.20994, 0.286173, -0.111864, 0.0564921, -0.949947, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.787651] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8199] 1760401359787532, 17.7205, 2.5142, -1.07996, -1.20994, 0.286173, -0.111864, 0.0564921, -0.949947, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.790061] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8200] 1760401359789946, 17.7229, 2.50341, -1.08626, -1.21082, 0.281747, -0.111497, 0.0573894, -0.951259, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.793156] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8202] 1760401359793042, 17.726, 2.50341, -1.08626, -1.21082, 0.281747, -0.111497, 0.0573894, -0.951259, -1.07878, -0.63048, -0.0878074, 0.314665, 0.0411704, 0.968814, 
[2025-10-13 20:22:39.796130] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8203] 1760401359795985, 17.7289, 2.50341, -1.08626, -1.21082, 0.281747, -0.111497, 0.0573894, -0.951259, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.799223] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8204] 1760401359799108, 17.732, 2.50341, -1.08626, -1.21082, 0.281747, -0.111497, 0.0573894, -0.951259, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.801644] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8205] 1760401359801559, 17.7345, 2.49242, -1.09253, -1.21169, 0.277384, -0.111093, 0.0581808, -0.952539, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.804520] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8207] 1760401359804407, 17.7373, 2.49242, -1.09253, -1.21169, 0.277384, -0.111093, 0.0581808, -0.952539, -1.09909, -0.626856, -0.0872156, 0.293732, 0.0563532, 0.951529, 
[2025-10-13 20:22:39.808745] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8208] 1760401359808628, 17.7416, 2.49242, -1.09253, -1.21169, 0.277384, -0.111093, 0.0581808, -0.952539, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.809987] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8209] 1760401359809873, 17.7428, 2.49242, -1.09253, -1.21169, 0.277384, -0.111093, 0.0581808, -0.952539, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.812522] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8211] 1760401359812410, 17.7453, 2.48122, -1.09876, -1.21254, 0.272953, -0.110615, 0.0589164, -0.953829, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.815249] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8212] 1760401359815136, 17.7481, 2.48122, -1.09876, -1.21254, 0.272953, -0.110615, 0.0589164, -0.953829, -1.11952, -0.622782, -0.0852365, 0.287962, 0.0761494, 0.964022, 
[2025-10-13 20:22:39.818025] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8213] 1760401359817909, 17.7508, 2.48122, -1.09876, -1.21254, 0.272953, -0.110615, 0.0589164, -0.953829, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.820999] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8215] 1760401359820941, 17.7539, 2.46983, -1.10493, -1.21336, 0.26874, -0.110023, 0.0595185, -0.955056, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.823800] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8216] 1760401359823686, 17.7566, 2.46983, -1.10493, -1.21336, 0.26874, -0.110023, 0.0595185, -0.955056, -1.13949, -0.617438, -0.0815065, 0.261235, 0.106353, 0.913715, 
[2025-10-13 20:22:39.825727] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8217] 1760401359825618, 17.7586, 2.46983, -1.10493, -1.21336, 0.26874, -0.110023, 0.0595185, -0.955056, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.828822] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8218] 1760401359828708, 17.7616, 2.46983, -1.10493, -1.21336, 0.26874, -0.110023, 0.0595185, -0.955056, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.831249] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8219] 1760401359831164, 17.7641, 2.45818, -1.11108, -1.21415, 0.264544, -0.109421, 0.060129, -0.956257, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.834060] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8221] 1760401359833943, 17.7669, 2.45818, -1.11108, -1.21415, 0.264544, -0.109421, 0.060129, -0.956257, -1.16495, -0.61449, -0.0789692, 0.261927, 0.109686, 0.908709, 
[2025-10-13 20:22:39.836477] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8222] 1760401359836369, 17.7693, 2.45818, -1.11108, -1.21415, 0.264544, -0.109421, 0.060129, -0.956257, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.839187] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8223] 1760401359839063, 17.772, 2.45818, -1.11108, -1.21415, 0.264544, -0.109421, 0.060129, -0.956257, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.841638] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8224] 1760401359841553, 17.7745, 2.44639, -1.11714, -1.21483, 0.260401, -0.10883, 0.0606861, -0.957426, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.844544] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8226] 1760401359844431, 17.7774, 2.44639, -1.11714, -1.21483, 0.260401, -0.10883, 0.0606861, -0.957426, -1.17928, -0.606214, -0.0676928, 0.248289, 0.111651, 0.894594, 
[2025-10-13 20:22:39.846855] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8227] 1760401359846741, 17.7797, 2.44639, -1.11714, -1.21483, 0.260401, -0.10883, 0.0606861, -0.957426, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.849516] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8228] 1760401359849398, 17.7823, 2.44639, -1.11714, -1.21483, 0.260401, -0.10883, 0.0606861, -0.957426, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.851881] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8230] 1760401359851794, 17.7847, 2.43428, -1.12314, -1.2155, 0.256447, -0.108294, 0.0613578, -0.958511, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.854646] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8231] 1760401359854531, 17.7875, 2.43428, -1.12314, -1.2155, 0.256447, -0.108294, 0.0613578, -0.958511, -1.21041, -0.600127, -0.0673725, 0.262165, 0.0953957, 0.855327, 
[2025-10-13 20:22:39.856982] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8232] 1760401359856873, 17.7898, 2.43428, -1.12314, -1.2155, 0.256447, -0.108294, 0.0613578, -0.958511, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.859948] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8233] 1760401359859836, 17.7928, 2.42194, -1.12916, -1.21621, 0.252502, -0.107698, 0.0618979, -0.95959, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.862932] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8235] 1760401359862814, 17.7958, 2.42194, -1.12916, -1.21621, 0.252502, -0.107698, 0.0618979, -0.95959, -1.23429, -0.601348, -0.0706968, 0.238013, 0.11552, 0.84939, 
[2025-10-13 20:22:39.865537] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8236] 1760401359865425, 17.7984, 2.42194, -1.12916, -1.21621, 0.252502, -0.107698, 0.0618979, -0.95959, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.867612] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8237] 1760401359867493, 17.8004, 2.42194, -1.12916, -1.21621, 0.252502, -0.107698, 0.0618979, -0.95959, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.870225] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8238] 1760401359870114, 17.8031, 2.40947, -1.13505, -1.21684, 0.248606, -0.106996, 0.0626079, -0.960639, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.872810] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8240] 1760401359872662, 17.8056, 2.40947, -1.13505, -1.21684, 0.248606, -0.106996, 0.0626079, -0.960639, -1.24642, -0.589685, -0.0629772, 0.274634, 0.128964, 0.842023, 
[2025-10-13 20:22:39.875588] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8241] 1760401359875482, 17.8084, 2.40947, -1.13505, -1.21684, 0.248606, -0.106996, 0.0626079, -0.960639, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.878812] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8242] 1760401359878697, 17.8116, 2.40947, -1.13505, -1.21684, 0.248606, -0.106996, 0.0626079, -0.960639, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.881256] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8244] 1760401359881185, 17.8141, 2.39683, -1.14091, -1.21742, 0.244772, -0.106287, 0.0632405, -0.96166, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.884003] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8245] 1760401359883881, 17.8168, 2.39683, -1.14091, -1.21742, 0.244772, -0.106287, 0.0632405, -0.96166, -1.26424, -0.585918, -0.0588374, 0.256801, 0.135268, 0.825596, 
[2025-10-13 20:22:39.886533] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8246] 1760401359886420, 17.8194, 2.39683, -1.14091, -1.21742, 0.244772, -0.106287, 0.0632405, -0.96166, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.889407] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8247] 1760401359889247, 17.8222, 2.39683, -1.14091, -1.21742, 0.244772, -0.106287, 0.0632405, -0.96166, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.891756] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8248] 1760401359891671, 17.8246, 2.38394, -1.14671, -1.21801, 0.24085, -0.10552, 0.0636889, -0.962705, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.894676] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8250] 1760401359894562, 17.8275, 2.38394, -1.14671, -1.21801, 0.24085, -0.10552, 0.0636889, -0.962705, -1.28964, -0.58012, -0.05875, 0.223994, 0.157872, 0.838637, 
[2025-10-13 20:22:39.898548] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8251] 1760401359898428, 17.8314, 2.38394, -1.14671, -1.21801, 0.24085, -0.10552, 0.0636889, -0.962705, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.900008] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8252] 1760401359899889, 17.8328, 2.3708, -1.1525, -1.21859, 0.237104, -0.104751, 0.0640677, -0.963693, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.902394] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8253] 1760401359902292, 17.8352, 2.3708, -1.1525, -1.21859, 0.237104, -0.104751, 0.0640677, -0.963693, -1.31366, -0.578823, -0.0580988, 0.204539, 0.161675, 0.798821, 
[2025-10-13 20:22:39.904900] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8255] 1760401359904775, 17.8377, 2.3708, -1.1525, -1.21859, 0.237104, -0.104751, 0.0640677, -0.963693, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.907708] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8256] 1760401359907585, 17.8405, 2.3708, -1.1525, -1.21859, 0.237104, -0.104751, 0.0640677, -0.963693, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.910257] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8257] 1760401359910131, 17.8431, 2.35749, -1.15819, -1.21906, 0.233581, -0.103874, 0.0645995, -0.964612, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.912981] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8259] 1760401359912857, 17.8458, 2.35749, -1.15819, -1.21906, 0.233581, -0.103874, 0.0645995, -0.964612, -1.33093, -0.568391, -0.0468113, 0.233006, 0.174992, 0.754046, 
[2025-10-13 20:22:39.915390] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8260] 1760401359915274, 17.8482, 2.35749, -1.15819, -1.21906, 0.233581, -0.103874, 0.0645995, -0.964612, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.918047] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8261] 1760401359917920, 17.8509, 2.35749, -1.15819, -1.21906, 0.233581, -0.103874, 0.0645995, -0.964612, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.920640] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8262] 1760401359920521, 17.8535, 2.34392, -1.16384, -1.21955, 0.230221, -0.102855, 0.0650147, -0.965501, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.923832] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8264] 1760401359923716, 17.8567, 2.34392, -1.16384, -1.21955, 0.230221, -0.102855, 0.0650147, -0.965501, -1.35718, -0.56498, -0.0492847, 0.210905, 0.208195, 0.716352, 
[2025-10-13 20:22:39.926428] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8265] 1760401359926308, 17.8592, 2.34392, -1.16384, -1.21955, 0.230221, -0.102855, 0.0650147, -0.965501, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.929037] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8266] 1760401359928918, 17.8619, 2.34392, -1.16384, -1.21955, 0.230221, -0.102855, 0.0650147, -0.965501, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.931594] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8267] 1760401359931475, 17.8644, 2.33013, -1.16944, -1.22011, 0.226856, -0.101773, 0.0654696, -0.966381, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.934190] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8269] 1760401359934065, 17.867, 2.33013, -1.16944, -1.22011, 0.226856, -0.101773, 0.0654696, -0.966381, -1.3792, -0.560445, -0.0560168, 0.220037, 0.219749, 0.716949, 
[2025-10-13 20:22:39.936663] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8270] 1760401359936549, 17.8695, 2.33013, -1.16944, -1.22011, 0.226856, -0.101773, 0.0654696, -0.966381, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.939782] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8271] 1760401359939666, 17.8726, 2.33013, -1.16944, -1.22011, 0.226856, -0.101773, 0.0654696, -0.966381, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.942276] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8273] 1760401359942179, 17.8751, 2.31623, -1.17493, -1.22053, 0.223608, -0.100829, 0.0654931, -0.967235, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.944976] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8274] 1760401359944852, 17.8778, 2.31623, -1.17493, -1.22053, 0.223608, -0.100829, 0.0654931, -0.967235, -1.38957, -0.549235, -0.041385, 0.123668, 0.212134, 0.681543, 
[2025-10-13 20:22:39.947685] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8275] 1760401359947564, 17.8805, 2.31623, -1.17493, -1.22053, 0.223608, -0.100829, 0.0654931, -0.967235, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.950130] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8276] 1760401359950006, 17.8829, 2.30218, -1.18039, -1.22087, 0.220323, -0.0998599, 0.065338, -0.968099, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.952775] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8278] 1760401359952623, 17.8856, 2.30218, -1.18039, -1.22087, 0.220323, -0.0998599, 0.065338, -0.968099, -1.4053, -0.545311, -0.0347412, 0.0885487, 0.225854, 0.684333, 
[2025-10-13 20:22:39.955666] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8279] 1760401359955547, 17.8885, 2.30218, -1.18039, -1.22087, 0.220323, -0.0998599, 0.065338, -0.968099, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.958590] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8280] 1760401359958430, 17.8914, 2.30218, -1.18039, -1.22087, 0.220323, -0.0998599, 0.065338, -0.968099, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.963664] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8282] 1760401359963542, 17.8965, 2.28792, -1.18575, -1.22118, 0.217217, -0.0988951, 0.0653858, -0.968897, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.964443] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8283] 1760401359964325, 17.8973, 2.28792, -1.18575, -1.22118, 0.217217, -0.0988951, 0.0653858, -0.968897, -1.4257, -0.53626, -0.0305413, 0.123072, 0.214863, 0.650167, 
[2025-10-13 20:22:39.966155] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8284] 1760401359965983, 17.8989, 2.28792, -1.18575, -1.22118, 0.217217, -0.0988951, 0.0653858, -0.968897, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.968660] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8285] 1760401359968534, 17.9015, 2.28792, -1.18575, -1.22118, 0.217217, -0.0988951, 0.0653858, -0.968897, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.971597] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8287] 1760401359971500, 17.9044, 2.27339, -1.1911, -1.22153, 0.214161, -0.0980368, 0.065536, -0.969654, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.974173] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8288] 1760401359974060, 17.907, 2.27339, -1.1911, -1.22153, 0.214161, -0.0980368, 0.065536, -0.969654, -1.45308, -0.534908, -0.0351548, 0.136495, 0.189617, 0.640988, 
[2025-10-13 20:22:39.976485] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8289] 1760401359976377, 17.9093, 2.27339, -1.1911, -1.22153, 0.214161, -0.0980368, 0.065536, -0.969654, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.979195] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8290] 1760401359979074, 17.912, 2.27339, -1.1911, -1.22153, 0.214161, -0.0980368, 0.065536, -0.969654, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.981552] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8292] 1760401359981459, 17.9144, 2.2587, -1.19632, -1.22178, 0.211291, -0.0971174, 0.065709, -0.970364, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.984161] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8293] 1760401359984048, 17.917, 2.2587, -1.19632, -1.22178, 0.211291, -0.0971174, 0.065709, -0.970364, -1.46928, -0.522673, -0.0247261, 0.138021, 0.199594, 0.601506, 
[2025-10-13 20:22:39.986656] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8294] 1760401359986544, 17.9195, 2.2587, -1.19632, -1.22178, 0.211291, -0.0971174, 0.065709, -0.970364, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.989452] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8295] 1760401359989275, 17.9222, 2.2587, -1.19632, -1.22178, 0.211291, -0.0971174, 0.065709, -0.970364, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.991685] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8297] 1760401359991572, 17.9245, 2.24385, -1.20148, -1.22207, 0.208474, -0.0960528, 0.0659731, -0.971061, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.994233] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8298] 1760401359994115, 17.9271, 2.24385, -1.20148, -1.22207, 0.208474, -0.0960528, 0.0659731, -0.971061, -1.48504, -0.515734, -0.0292021, 0.15955, 0.224462, 0.59123, 
[2025-10-13 20:22:39.996789] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8299] 1760401359996677, 17.9296, 2.24385, -1.20148, -1.22207, 0.208474, -0.0960528, 0.0659731, -0.971061, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:39.999495] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8300] 1760401359999375, 17.9323, 2.22882, -1.20658, -1.22229, 0.205488, -0.0948878, 0.0660436, -0.971807, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:40.002422] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8302] 1760401360002316, 17.9353, 2.22882, -1.20658, -1.22229, 0.205488, -0.0948878, 0.0660436, -0.971807, -1.50273, -0.509906, -0.0220689, 0.127316, 0.254436, 0.621438, 
[2025-10-13 20:22:40.006666] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8303] 1760401360006553, 17.9395, 2.22882, -1.20658, -1.22229, 0.205488, -0.0948878, 0.0660436, -0.971807, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:40.007633] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8304] 1760401360007516, 17.9405, 2.22882, -1.20658, -1.22229, 0.205488, -0.0948878, 0.0660436, -0.971807, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:40.010330] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8305] 1760401360010214, 17.9432, 2.21358, -1.21162, -1.22252, 0.202405, -0.0937168, 0.0659687, -0.972573, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:40.013109] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8307] 1760401360012996, 17.9459, 2.21358, -1.21162, -1.22252, 0.202405, -0.0937168, 0.0659687, -0.972573, -1.52415, -0.504252, -0.0229554, 0.0989914, 0.262891, 0.637507, 
[2025-10-13 20:22:40.015456] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8308] 1760401360015344, 17.9483, 2.21358, -1.21162, -1.22252, 0.202405, -0.0937168, 0.0659687, -0.972573, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:40.018446] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8309] 1760401360018330, 17.9513, 2.21358, -1.21162, -1.22252, 0.202405, -0.0937168, 0.0659687, -0.972573, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:40.021297] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8311] 1760401360021222, 17.9542, 2.19818, -1.2166, -1.22266, 0.199513, -0.0925658, 0.0657869, -0.973292, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:40.024412] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8312] 1760401360024297, 17.9572, 2.19818, -1.2166, -1.22266, 0.199513, -0.0925658, 0.0657869, -0.973292, -1.53985, -0.497861, -0.0134284, 0.0710487, 0.261676, 0.594521, 
[2025-10-13 20:22:40.026482] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8313] 1760401360026375, 17.9593, 2.19818, -1.2166, -1.22266, 0.199513, -0.0925658, 0.0657869, -0.973292, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:40.029447] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8314] 1760401360029277, 17.9622, 2.19818, -1.2166, -1.22266, 0.199513, -0.0925658, 0.0657869, -0.973292, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:40.031793] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8316] 1760401360031680, 17.9646, 2.18255, -1.22149, -1.2228, 0.196913, -0.0912812, 0.0658085, -0.973942, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:40.034398] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8317] 1760401360034285, 17.9672, 2.18255, -1.22149, -1.2228, 0.196913, -0.0912812, 0.0658085, -0.973942, -1.56315, -0.488582, -0.0141805, 0.108957, 0.277464, 0.537181, 
[2025-10-13 20:22:40.037179] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8318] 1760401360037069, 17.97, 2.18255, -1.22149, -1.2228, 0.196913, -0.0912812, 0.0658085, -0.973942, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:40.039994] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8319] 1760401360039880, 17.9728, 2.16673, -1.22631, -1.22287, 0.194347, -0.0900247, 0.0656523, -0.974584, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:40.042481] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8321] 1760401360042359, 17.9753, 2.16673, -1.22631, -1.22287, 0.194347, -0.0900247, 0.0656523, -0.974584, -1.58129, -0.482369, -0.0071168, 0.0700951, 0.278789, 0.525594, 
[2025-10-13 20:22:40.044863] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8322] 1760401360044754, 17.9777, 2.16673, -1.22631, -1.22287, 0.194347, -0.0900247, 0.0656523, -0.974584, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:40.047515] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8323] 1760401360047408, 17.9803, 2.16673, -1.22631, -1.22287, 0.194347, -0.0900247, 0.0656523, -0.974584, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:22:40.050211] [0x0000007fa4b5e9a0] [MocapTag] [0x000012d0] [8324] 1760401360050094, 17.983, 2.15074, -1.23108, -1.22298, 0.191877, -0.0886985, 0.065452, -0.975209, 0, 0, 0, 0, 0, 0, 
