[2025-10-13 20:24:04.288773] [0x0000007fa357c7c0] [MocapTag] [0x000015cf] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:24:07.757005] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1610] 1760401447756898, 3.51592, 0.0214467, -0.370703, -0.309699, -0.999661, -0.00770751, 0.0101291, -0.0227141, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.758745] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1611] 1760401447758513, 3.51754, 0.0214467, -0.370703, -0.309699, -0.999661, -0.00770751, 0.0101291, -0.0227141, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.761178] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1613] 1760401447761065, 3.52009, 0.0217231, -0.370553, -0.309859, -0.999646, -0.00789107, 0.0101575, -0.0232969, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.763940] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1614] 1760401447763824, 3.52285, 0.0217231, -0.370553, -0.309859, -0.999646, -0.00789107, 0.0101575, -0.0232969, 0.0276422, 0.0149928, -0.0159662, 0.0380039, 0, -0.116999, 
[2025-10-13 20:24:07.766449] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1615] 1760401447766339, 3.52536, 0.0217231, -0.370553, -0.309859, -0.999646, -0.00789107, 0.0101575, -0.0232969, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.769191] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1617] 1760401447769100, 3.52813, 0.0216461, -0.37058, -0.309789, -0.999652, -0.00773514, 0.0100629, -0.0231426, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.772075] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1618] 1760401447771960, 3.53098, 0.0216461, -0.37058, -0.309789, -0.999652, -0.00773514, 0.0100629, -0.0231426, -0.00769881, -0.00265954, 0.00697369, 0, 0, 0, 
[2025-10-13 20:24:07.775145] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1619] 1760401447775038, 3.53406, 0.0216461, -0.37058, -0.309789, -0.999652, -0.00773514, 0.0100629, -0.0231426, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.777879] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1620] 1760401447777770, 3.5368, 0.0216461, -0.37058, -0.309789, -0.999652, -0.00773514, 0.0100629, -0.0231426, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.780899] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1622] 1760401447780722, 3.53975, 0.0217542, -0.370558, -0.309856, -0.999647, -0.00781452, 0.0101171, -0.0232979, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.783230] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1623] 1760401447783117, 3.54214, 0.0217542, -0.370558, -0.309856, -0.999647, -0.00781452, 0.0101171, -0.0232979, 0.0108024, 0.00220444, -0.00668315, 0, 0, 0, 
[2025-10-13 20:24:07.785888] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1624] 1760401447785777, 3.5448, 0.0217542, -0.370558, -0.309856, -0.999647, -0.00781452, 0.0101171, -0.0232979, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.788660] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1625] 1760401447788571, 3.5476, 0.0217542, -0.370558, -0.309856, -0.999647, -0.00781452, 0.0101171, -0.0232979, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.792107] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1627] 1760401447791994, 3.55102, 0.0217316, -0.370581, -0.309844, -0.999648, -0.00784551, 0.0101506, -0.0232059, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.794772] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1628] 1760401447794659, 3.55368, 0.0217316, -0.370581, -0.309844, -0.999648, -0.00784551, 0.0101506, -0.0232059, -0.00225107, -0.00233094, 0, 0, 0, 0, 
[2025-10-13 20:24:07.797362] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1629] 1760401447797253, 3.55628, 0.0217316, -0.370581, -0.309844, -0.999648, -0.00784551, 0.0101506, -0.0232059, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.800148] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1631] 1760401447800023, 3.55905, 0.0214485, -0.370723, -0.30969, -0.999662, -0.00770849, 0.0101051, -0.0226728, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.802794] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1632] 1760401447802651, 3.56168, 0.0214485, -0.370723, -0.30969, -0.999662, -0.00770849, 0.0101051, -0.0226728, -0.0283129, -0.0142261, 0.0153769, 0, 0, 0.10702, 
[2025-10-13 20:24:07.805406] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1633] 1760401447805298, 3.56432, 0.0214485, -0.370723, -0.30969, -0.999662, -0.00770849, 0.0101051, -0.0226728, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.808131] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1634] 1760401447808032, 3.56706, 0.0214485, -0.370723, -0.30969, -0.999662, -0.00770849, 0.0101051, -0.0226728, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.810689] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1636] 1760401447810574, 3.5696, 0.0217445, -0.370566, -0.309865, -0.999646, -0.00788536, 0.010189, -0.0232981, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.813544] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1637] 1760401447813434, 3.57246, 0.0217445, -0.370566, -0.309865, -0.999646, -0.00788536, 0.010189, -0.0232981, 0.0295945, 0.0157719, -0.0174977, 0.0370026, 0, -0.125609, 
[2025-10-13 20:24:07.816286] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1638] 1760401447816177, 3.5752, 0.0217445, -0.370566, -0.309865, -0.999646, -0.00788536, 0.010189, -0.0232981, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.819541] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1640] 1760401447819420, 3.57844, 0.0217445, -0.370566, -0.309865, -0.999646, -0.00788536, 0.010189, -0.0232981, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.821938] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1641] 1760401447821825, 3.58085, 0.0214606, -0.370693, -0.309702, -0.99966, -0.00773879, 0.0101403, -0.0227504, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.824695] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1642] 1760401447824577, 3.5836, 0.0214606, -0.370693, -0.309702, -0.99966, -0.00773879, 0.0101403, -0.0227504, -0.0283844, -0.0127321, 0.0163477, 0, 0, 0.109967, 
[2025-10-13 20:24:07.827776] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1643] 1760401447827666, 3.58669, 0.0214606, -0.370693, -0.309702, -0.99966, -0.00773879, 0.0101403, -0.0227504, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.830031] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1645] 1760401447829859, 3.58888, 0.0217449, -0.370557, -0.309865, -0.999645, -0.00785882, 0.0101557, -0.0233554, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.832746] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1646] 1760401447832584, 3.59161, 0.0217449, -0.370557, -0.309865, -0.999645, -0.00785882, 0.0101557, -0.0233554, 0.0284237, 0.0136176, -0.0163546, 0, 0, -0.121324, 
[2025-10-13 20:24:07.835926] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1647] 1760401447835815, 3.59484, 0.0217449, -0.370557, -0.309865, -0.999645, -0.00785882, 0.0101557, -0.0233554, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.839208] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1649] 1760401447839108, 3.59813, 0.0217449, -0.370557, -0.309865, -0.999645, -0.00785882, 0.0101557, -0.0233554, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.841878] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1650] 1760401447841768, 3.60079, 0.0216461, -0.370568, -0.309789, -0.99965, -0.00773568, 0.0100861, -0.0231962, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.844522] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1651] 1760401447844411, 3.60344, 0.0216461, -0.370568, -0.309789, -0.99965, -0.00773568, 0.0100861, -0.0231962, -0.00987005, 0, 0.00769132, 0, 0, 0, 
[2025-10-13 20:24:07.847390] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1652] 1760401447847280, 3.6063, 0.0216461, -0.370568, -0.309789, -0.99965, -0.00773568, 0.0100861, -0.0231962, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.850746] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1654] 1760401447850616, 3.60964, 0.0217265, -0.370572, -0.309869, -0.999647, -0.00784551, 0.0101378, -0.0232715, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.854155] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1655] 1760401447854042, 3.61307, 0.0217265, -0.370572, -0.309869, -0.999647, -0.00784551, 0.0101378, -0.0232715, 0.00803062, 0, -0.00804511, 0, 0, 0, 
[2025-10-13 20:24:07.856173] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1656] 1760401447856062, 3.61509, 0.0217265, -0.370572, -0.309869, -0.999647, -0.00784551, 0.0101378, -0.0232715, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.859371] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1658] 1760401447859231, 3.61826, 0.0217265, -0.370572, -0.309869, -0.999647, -0.00784551, 0.0101378, -0.0232715, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.861478] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1659] 1760401447861367, 3.62039, 0.0216175, -0.370607, -0.309769, -0.999653, -0.00767414, 0.0100354, -0.0230974, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.864147] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1660] 1760401447864035, 3.62306, 0.0216175, -0.370607, -0.309769, -0.999653, -0.00767414, 0.0100354, -0.0230974, -0.0108928, -0.00356047, 0.0100304, -0.0350952, 0, 0.0353504, 
[2025-10-13 20:24:07.867012] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1661] 1760401447866902, 3.62593, 0.0216175, -0.370607, -0.309769, -0.999653, -0.00767414, 0.0100354, -0.0230974, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.869965] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1663] 1760401447869852, 3.62888, 0.0217383, -0.370589, -0.309867, -0.999649, -0.00784511, 0.0101647, -0.0231895, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.872370] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1664] 1760401447872262, 3.63129, 0.0217383, -0.370589, -0.309867, -0.999649, -0.00784511, 0.0101647, -0.0231895, 0.012073, 0, -0.00985088, 0.0349998, 0, 0, 
[2025-10-13 20:24:07.875006] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1665] 1760401447874897, 3.63392, 0.0217383, -0.370589, -0.309867, -0.999649, -0.00784511, 0.0101647, -0.0231895, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.877611] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1666] 1760401447877503, 3.63653, 0.0217383, -0.370589, -0.309867, -0.999649, -0.00784511, 0.0101647, -0.0231895, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.880344] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1668] 1760401447880232, 3.63926, 0.021229, -0.370933, -0.309641, -0.999677, -0.00786665, 0.0102886, -0.0218442, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.883566] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1669] 1760401447883454, 3.64248, 0.021229, -0.370933, -0.309641, -0.999677, -0.00786665, 0.0102886, -0.0218442, -0.0509281, -0.0344208, 0.022654, 0, 0, 0.268895, 
[2025-10-13 20:24:07.885982] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1670] 1760401447885872, 3.6449, 0.021229, -0.370933, -0.309641, -0.999677, -0.00786665, 0.0102886, -0.0218442, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.888658] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1671] 1760401447888568, 3.64759, 0.021229, -0.370933, -0.309641, -0.999677, -0.00786665, 0.0102886, -0.0218442, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.891173] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1673] 1760401447891060, 3.65008, 0.0217192, -0.370568, -0.309849, -0.999647, -0.00784187, 0.0101497, -0.0232633, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.893908] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1674] 1760401447893799, 3.65282, 0.0217192, -0.370568, -0.309849, -0.999647, -0.00784187, 0.0101497, -0.0232633, 0.0490268, 0.0365203, -0.0207926, 0, 0, -0.283646, 
[2025-10-13 20:24:07.897137] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1675] 1760401447897026, 3.65605, 0.0217192, -0.370568, -0.309849, -0.999647, -0.00784187, 0.0101497, -0.0232633, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.900103] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1677] 1760401447899987, 3.65901, 0.0217469, -0.370558, -0.309866, -0.999646, -0.00787023, 0.0101668, -0.0232881, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.903250] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1678] 1760401447903121, 3.66215, 0.0217469, -0.370558, -0.309866, -0.999646, -0.00787023, 0.0101668, -0.0232881, 0.00276109, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.905596] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1679] 1760401447905491, 3.66452, 0.0217469, -0.370558, -0.309866, -0.999646, -0.00787023, 0.0101668, -0.0232881, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.908497] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1680] 1760401447908410, 3.66743, 0.0217469, -0.370558, -0.309866, -0.999646, -0.00787023, 0.0101668, -0.0232881, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.911180] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1682] 1760401447911068, 3.67009, 0.0213418, -0.370624, -0.309533, -0.999663, -0.00724657, 0.00977816, -0.022926, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.913991] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1683] 1760401447913883, 3.67291, 0.0213418, -0.370624, -0.309533, -0.999663, -0.00724657, 0.00977816, -0.022926, -0.04051, -0.00667124, 0.0333349, -0.127244, -0.0742443, 0.074308, 
[2025-10-13 20:24:07.917395] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1684] 1760401447917285, 3.67631, 0.0213418, -0.370624, -0.309533, -0.999663, -0.00724657, 0.00977816, -0.022926, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.919437] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1686] 1760401447919302, 3.67833, 0.0217207, -0.370554, -0.30985, -0.999646, -0.00783711, 0.0101374, -0.0233158, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.922725] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1687] 1760401447922558, 3.68158, 0.0217207, -0.370554, -0.30985, -0.999646, -0.00783711, 0.0101374, -0.0233158, 0.0378981, 0.0070585, -0.0317303, 0.120544, 0.0684826, -0.0797238, 
[2025-10-13 20:24:07.925297] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1688] 1760401447925184, 3.68421, 0.0217207, -0.370554, -0.30985, -0.999646, -0.00783711, 0.0101374, -0.0233158, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.927997] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1689] 1760401447927865, 3.68689, 0.0217207, -0.370554, -0.30985, -0.999646, -0.00783711, 0.0101374, -0.0233158, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.931418] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1691] 1760401447931308, 3.69033, 0.0217348, -0.370558, -0.30987, -0.999646, -0.00787053, 0.0101642, -0.0233109, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.934117] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1692] 1760401447934009, 3.69303, 0.0217348, -0.370558, -0.30987, -0.999646, -0.00787053, 0.0101642, -0.0233109, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.936393] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1693] 1760401447936289, 3.69531, 0.0217348, -0.370558, -0.30987, -0.999646, -0.00787053, 0.0101642, -0.0233109, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.939074] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1695] 1760401447938985, 3.69801, 0.0214576, -0.370718, -0.309701, -0.999662, -0.00771581, 0.0101408, -0.0226537, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.941926] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1696] 1760401447941813, 3.70084, 0.0214576, -0.370718, -0.309701, -0.999662, -0.00771581, 0.0101408, -0.0226537, -0.0277188, -0.016028, 0.0168291, 0, 0, 0.131835, 
[2025-10-13 20:24:07.945019] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1697] 1760401447944909, 3.70393, 0.0214576, -0.370718, -0.309701, -0.999662, -0.00771581, 0.0101408, -0.0226537, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.948132] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1698] 1760401447948016, 3.70704, 0.0214576, -0.370718, -0.309701, -0.999662, -0.00771581, 0.0101408, -0.0226537, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.950618] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1700] 1760401447950499, 3.70952, 0.0214518, -0.370731, -0.309707, -0.999663, -0.00769927, 0.0101173, -0.0226387, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.953205] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1701] 1760401447953093, 3.71212, 0.0214518, -0.370731, -0.309707, -0.999663, -0.00769927, 0.0101173, -0.0226387, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.955619] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1702] 1760401447955513, 3.71454, 0.0214518, -0.370731, -0.309707, -0.999663, -0.00769927, 0.0101173, -0.0226387, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.958526] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1703] 1760401447958440, 3.71746, 0.0214518, -0.370731, -0.309707, -0.999663, -0.00769927, 0.0101173, -0.0226387, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.962133] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1705] 1760401447962016, 3.72104, 0.0216823, -0.370585, -0.309822, -0.999651, -0.00775565, 0.0100752, -0.0231745, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.964412] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1706] 1760401447964281, 3.72331, 0.0216823, -0.370585, -0.309822, -0.999651, -0.00775565, 0.0100752, -0.0231745, 0.0230468, 0.0146534, -0.0115478, 0, 0, -0.107232, 
[2025-10-13 20:24:07.967868] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1707] 1760401447967760, 3.72679, 0.0216823, -0.370585, -0.309822, -0.999651, -0.00775565, 0.0100752, -0.0231745, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.969968] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1709] 1760401447969847, 3.72887, 0.0217282, -0.370569, -0.309869, -0.999648, -0.00786768, 0.0101488, -0.0232362, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.972729] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1710] 1760401447972579, 3.7316, 0.0217282, -0.370569, -0.309869, -0.999648, -0.00786768, 0.0101488, -0.0232362, 0.00459498, 0, -0.00467177, 0, 0, 0, 
[2025-10-13 20:24:07.975772] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1711] 1760401447975652, 3.73468, 0.0217282, -0.370569, -0.309869, -0.999648, -0.00786768, 0.0101488, -0.0232362, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.978515] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1712] 1760401447978428, 3.73745, 0.0217282, -0.370569, -0.309869, -0.999648, -0.00786768, 0.0101488, -0.0232362, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.981163] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1714] 1760401447981052, 3.74008, 0.021736, -0.370561, -0.309875, -0.999646, -0.00788571, 0.0101802, -0.0232612, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.983898] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1715] 1760401447983789, 3.74281, 0.021736, -0.370561, -0.309875, -0.999646, -0.00788571, 0.0101802, -0.0232612, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.986262] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1716] 1760401447986156, 3.74518, 0.021736, -0.370561, -0.309875, -0.999646, -0.00788571, 0.0101802, -0.0232612, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.990150] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1718] 1760401447990031, 3.74906, 0.02173, -0.370555, -0.309871, -0.999646, -0.00790539, 0.0101541, -0.0232944, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.991657] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1719] 1760401447991547, 3.75057, 0.02173, -0.370555, -0.309871, -0.999646, -0.00790539, 0.0101541, -0.0232944, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.994355] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1720] 1760401447994249, 3.75327, 0.02173, -0.370555, -0.309871, -0.999646, -0.00790539, 0.0101541, -0.0232944, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.996811] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1721] 1760401447996703, 3.75573, 0.02173, -0.370555, -0.309871, -0.999646, -0.00790539, 0.0101541, -0.0232944, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:07.999113] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1723] 1760401447999046, 3.75807, 0.0217242, -0.370568, -0.309878, -0.999646, -0.00785724, 0.0101383, -0.0233002, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:08.002730] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1724] 1760401448002579, 3.7616, 0.0217242, -0.370568, -0.309878, -0.999646, -0.00785724, 0.0101383, -0.0233002, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:08.004490] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1725] 1760401448004388, 3.76341, 0.0217242, -0.370568, -0.309878, -0.999646, -0.00785724, 0.0101383, -0.0233002, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:08.007994] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1726] 1760401448007887, 3.76691, 0.0217242, -0.370568, -0.309878, -0.999646, -0.00785724, 0.0101383, -0.0233002, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:08.010344] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1728] 1760401448010219, 3.76924, 0.0217235, -0.370554, -0.309873, -0.999645, -0.0079002, 0.0101663, -0.0233065, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:08.013303] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1729] 1760401448013192, 3.77222, 0.0217235, -0.370554, -0.309873, -0.999645, -0.0079002, 0.0101663, -0.0233065, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:08.015855] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1730] 1760401448015752, 3.77478, 0.0217235, -0.370554, -0.309873, -0.999645, -0.0079002, 0.0101663, -0.0233065, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:08.018549] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1731] 1760401448018458, 3.77748, 0.0217235, -0.370554, -0.309873, -0.999645, -0.0079002, 0.0101663, -0.0233065, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:08.021176] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1733] 1760401448021065, 3.78009, 0.0217142, -0.370576, -0.309849, -0.999648, -0.00780395, 0.0101421, -0.0232468, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:08.024529] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1734] 1760401448024419, 3.78344, 0.0217142, -0.370576, -0.309849, -0.999648, -0.00780395, 0.0101421, -0.0232468, 0, -0.00218116, 0.00244916, 0, 0, 0, 
[2025-10-13 20:24:08.026508] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1735] 1760401448026401, 3.78543, 0.0217142, -0.370576, -0.309849, -0.999648, -0.00780395, 0.0101421, -0.0232468, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:08.030166] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1737] 1760401448030053, 3.78908, 0.0216108, -0.370596, -0.309787, -0.999653, -0.00773441, 0.0100589, -0.0230799, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:08.031954] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1738] 1760401448031838, 3.79086, 0.0216108, -0.370596, -0.309787, -0.999653, -0.00773441, 0.0100589, -0.0230799, -0.0103421, -0.00205669, 0.00613219, 0, 0, 0, 
[2025-10-13 20:24:08.034380] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1739] 1760401448034273, 3.7933, 0.0216108, -0.370596, -0.309787, -0.999653, -0.00773441, 0.0100589, -0.0230799, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:08.037390] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [1740] 1760401448037253, 3.79628, 0.0216108, -0.370596, -0.309787, -0.999653, -0.00773441, 0.0100589, -0.0230799, 0, 0, 0, 0, 0, 0, 
