[2025-10-13 20:36:43.858787] [0x0000007f980be7c0] [MocapTag] [0x00000f53] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:36:50.475380] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3066] 1760402210475279, 6.66373, 0.0404304, -0.364441, -0.308953, -0.999774, -0.00689764, 0.0114159, 0.0165558, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.477747] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3067] 1760402210477647, 6.6661, 0.0408201, -0.364036, -0.309056, -0.999785, -0.00702956, 0.0113459, 0.0158913, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.481092] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3069] 1760402210480979, 6.66943, 0.0408201, -0.364036, -0.309056, -0.999785, -0.00702956, 0.0113459, 0.0158913, 0.0389678, 0.0405283, -0.0103186, 0, 0, -0.133158, 
[2025-10-13 20:36:50.484276] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3070] 1760402210484169, 6.67262, 0.0408201, -0.364036, -0.309056, -0.999785, -0.00702956, 0.0113459, 0.0158913, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.485839] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3071] 1760402210485719, 6.67417, 0.0408828, -0.364023, -0.309126, -0.999785, -0.00707918, 0.0114377, 0.0157941, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.488685] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3072] 1760402210488589, 6.67704, 0.0408828, -0.364023, -0.309126, -0.999785, -0.00707918, 0.0114377, 0.0157941, 0.00627293, 0, -0.00707038, 0, 0, 0, 
[2025-10-13 20:36:50.491237] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3074] 1760402210491127, 6.67958, 0.0408828, -0.364023, -0.309126, -0.999785, -0.00707918, 0.0114377, 0.0157941, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.494047] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3075] 1760402210493939, 6.68239, 0.0408828, -0.364023, -0.309126, -0.999785, -0.00707918, 0.0114377, 0.0157941, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.496627] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3076] 1760402210496528, 6.68498, 0.0405549, -0.36425, -0.309026, -0.99978, -0.00692953, 0.0113613, 0.0162407, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.499501] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3078] 1760402210499415, 6.68787, 0.0405549, -0.36425, -0.309026, -0.99978, -0.00692953, 0.0113613, 0.0162407, -0.0327898, -0.0226835, 0.0100359, 0, 0, 0.0897884, 
[2025-10-13 20:36:50.502086] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3079] 1760402210501975, 6.69043, 0.0405549, -0.36425, -0.309026, -0.99978, -0.00692953, 0.0113613, 0.0162407, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.506293] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3080] 1760402210506180, 6.69463, 0.0405549, -0.36425, -0.309026, -0.99978, -0.00692953, 0.0113613, 0.0162407, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.507507] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3081] 1760402210507394, 6.69585, 0.0406816, -0.364036, -0.309038, -0.999785, -0.00693962, 0.0112712, 0.0159665, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.510960] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3083] 1760402210510847, 6.6993, 0.0406816, -0.364036, -0.309038, -0.999785, -0.00693962, 0.0112712, 0.0159665, 0.0126697, 0.0214289, 0, 0, 0, -0.0547666, 
[2025-10-13 20:36:50.513716] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3084] 1760402210513607, 6.70206, 0.0406816, -0.364036, -0.309038, -0.999785, -0.00693962, 0.0112712, 0.0159665, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.516157] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3085] 1760402210516051, 6.70451, 0.0408062, -0.363994, -0.309112, -0.999786, -0.0070581, 0.0112843, 0.0158237, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.519199] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3086] 1760402210519112, 6.70757, 0.0408062, -0.363994, -0.309112, -0.999786, -0.0070581, 0.0112843, 0.0158237, 0.0124527, 0.0041422, -0.00738973, 0, 0, 0, 
[2025-10-13 20:36:50.521579] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3088] 1760402210521467, 6.70992, 0.0408062, -0.363994, -0.309112, -0.999786, -0.0070581, 0.0112843, 0.0158237, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.524650] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3089] 1760402210524547, 6.713, 0.0408062, -0.363994, -0.309112, -0.999786, -0.0070581, 0.0112843, 0.0158237, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.527970] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3090] 1760402210527860, 6.71631, 0.0405157, -0.364235, -0.308998, -0.999779, -0.006933, 0.0112327, 0.016341, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.530376] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3092] 1760402210530254, 6.71871, 0.0405157, -0.364235, -0.308998, -0.999779, -0.006933, 0.0112327, 0.016341, -0.02905, -0.0240036, 0.0113572, 0, 0, 0.103851, 
[2025-10-13 20:36:50.532752] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3093] 1760402210532648, 6.7211, 0.0405157, -0.364235, -0.308998, -0.999779, -0.006933, 0.0112327, 0.016341, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.535643] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3094] 1760402210535533, 6.72399, 0.0405157, -0.364235, -0.308998, -0.999779, -0.006933, 0.0112327, 0.016341, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.537908] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3095] 1760402210537802, 6.72626, 0.0404678, -0.364201, -0.308947, -0.999781, -0.00683861, 0.0112156, 0.0162989, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.540868] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3097] 1760402210540757, 6.72921, 0.0404678, -0.364201, -0.308947, -0.999781, -0.00683861, 0.0112156, 0.0162989, -0.00478807, 0.00332995, 0.00515448, 0, 0, 0, 
[2025-10-13 20:36:50.543825] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3098] 1760402210543721, 6.73218, 0.0404678, -0.364201, -0.308947, -0.999781, -0.00683861, 0.0112156, 0.0162989, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.546254] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3099] 1760402210546152, 6.73461, 0.0408006, -0.364013, -0.30908, -0.999786, -0.00705043, 0.0113317, 0.0158091, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.549080] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3100] 1760402210548991, 6.73745, 0.0408006, -0.364013, -0.30908, -0.999786, -0.00705043, 0.0113317, 0.0158091, 0.0332861, 0.0187744, -0.0133016, 0.0431061, 0, -0.0986271, 
[2025-10-13 20:36:50.551575] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3102] 1760402210551466, 6.73992, 0.0408006, -0.364013, -0.30908, -0.999786, -0.00705043, 0.0113317, 0.0158091, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.554836] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3103] 1760402210554725, 6.74318, 0.0408006, -0.364013, -0.30908, -0.999786, -0.00705043, 0.0113317, 0.0158091, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.557252] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3104] 1760402210557143, 6.7456, 0.0405563, -0.364267, -0.309006, -0.999779, -0.00691663, 0.011349, 0.0162967, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.560922] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3106] 1760402210560809, 6.74926, 0.0405563, -0.364267, -0.309006, -0.999779, -0.00691663, 0.011349, 0.0162967, -0.0244312, -0.0253684, 0.00734816, 0, 0, 0.0978336, 
[2025-10-13 20:36:50.562436] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3107] 1760402210562334, 6.75079, 0.0405563, -0.364267, -0.309006, -0.999779, -0.00691663, 0.011349, 0.0162967, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.565802] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3108] 1760402210565693, 6.75415, 0.0405563, -0.364267, -0.309006, -0.999779, -0.00691663, 0.011349, 0.0162967, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.568023] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3109] 1760402210567917, 6.75637, 0.0405846, -0.364268, -0.309001, -0.999778, -0.0069545, 0.0113555, 0.016333, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.570610] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3111] 1760402210570494, 6.75895, 0.0405846, -0.364268, -0.309001, -0.999778, -0.0069545, 0.0113555, 0.016333, 0.0028272, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.573063] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3112] 1760402210572954, 6.76141, 0.0405846, -0.364268, -0.309001, -0.999778, -0.0069545, 0.0113555, 0.016333, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.576010] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3113] 1760402210575904, 6.76436, 0.040815, -0.364048, -0.309073, -0.999785, -0.00698335, 0.0114282, 0.0158205, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.579082] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3114] 1760402210578996, 6.76745, 0.040815, -0.364048, -0.309073, -0.999785, -0.00698335, 0.0114282, 0.0158205, 0.0230397, 0.0220565, -0.0071831, 0, 0, -0.1027, 
[2025-10-13 20:36:50.581706] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3116] 1760402210581595, 6.77005, 0.040815, -0.364048, -0.309073, -0.999785, -0.00698335, 0.0114282, 0.0158205, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.584419] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3117] 1760402210584313, 6.77277, 0.040815, -0.364048, -0.309073, -0.999785, -0.00698335, 0.0114282, 0.0158205, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.587036] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3118] 1760402210586934, 6.77539, 0.0408908, -0.364036, -0.309111, -0.999785, -0.00704002, 0.01148, 0.0157613, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.589695] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3120] 1760402210589611, 6.77807, 0.0408908, -0.364036, -0.309111, -0.999785, -0.00704002, 0.01148, 0.0157613, 0.00757798, 0, -0.00377303, 0, 0, 0, 
[2025-10-13 20:36:50.592358] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3121] 1760402210592248, 6.7807, 0.0408908, -0.364036, -0.309111, -0.999785, -0.00704002, 0.01148, 0.0157613, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.595549] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3122] 1760402210595440, 6.7839, 0.0408908, -0.364036, -0.309111, -0.999785, -0.00704002, 0.01148, 0.0157613, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.597962] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3123] 1760402210597852, 6.78631, 0.0406, -0.364277, -0.309008, -0.999779, -0.00690393, 0.0113857, 0.016297, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.600829] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3125] 1760402210600716, 6.78917, 0.0406, -0.364277, -0.309008, -0.999779, -0.00690393, 0.0113857, 0.016297, -0.0290814, -0.0241738, 0.0103019, 0, 0, 0.107625, 
[2025-10-13 20:36:50.603047] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3126] 1760402210602935, 6.79139, 0.0406, -0.364277, -0.309008, -0.999779, -0.00690393, 0.0113857, 0.016297, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.605580] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3127] 1760402210605471, 6.79393, 0.0407091, -0.364092, -0.308998, -0.999783, -0.00689346, 0.0113597, 0.0160364, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.608167] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3128] 1760402210608061, 6.79652, 0.0407091, -0.364092, -0.308998, -0.999783, -0.00689346, 0.0113597, 0.0160364, 0.0109154, 0.0185656, 0, 0, 0, -0.0520878, 
[2025-10-13 20:36:50.611281] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3130] 1760402210611163, 6.79962, 0.0407091, -0.364092, -0.308998, -0.999783, -0.00689346, 0.0113597, 0.0160364, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.613702] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3131] 1760402210613598, 6.80205, 0.0407091, -0.364092, -0.308998, -0.999783, -0.00689346, 0.0113597, 0.0160364, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.616289] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3132] 1760402210616186, 6.80464, 0.040873, -0.364014, -0.309056, -0.999785, -0.00710525, 0.0113367, 0.0158476, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.619353] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3133] 1760402210619255, 6.80771, 0.040873, -0.364014, -0.309056, -0.999785, -0.00710525, 0.0113367, 0.0158476, 0.0163929, 0.00780905, -0.00576044, 0.0428677, 0, -0.0382271, 
[2025-10-13 20:36:50.621551] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3135] 1760402210621439, 6.80989, 0.040873, -0.364014, -0.309056, -0.999785, -0.00710525, 0.0113367, 0.0158476, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.624684] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3136] 1760402210624564, 6.81302, 0.040873, -0.364014, -0.309056, -0.999785, -0.00710525, 0.0113367, 0.0158476, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.626967] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3137] 1760402210626858, 6.81531, 0.0405998, -0.364236, -0.308971, -0.999778, -0.00692255, 0.0114559, 0.0162718, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.629723] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3139] 1760402210629632, 6.81809, 0.0405998, -0.364236, -0.308971, -0.999778, -0.00692255, 0.0114559, 0.0162718, -0.027327, -0.0222207, 0.00844519, -0.0379086, 0, 0.0851303, 
[2025-10-13 20:36:50.632344] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3140] 1760402210632233, 6.82069, 0.0405998, -0.364236, -0.308971, -0.999778, -0.00692255, 0.0114559, 0.0162718, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.635043] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3141] 1760402210634935, 6.82339, 0.0405998, -0.364236, -0.308971, -0.999778, -0.00692255, 0.0114559, 0.0162718, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.637779] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3142] 1760402210637674, 6.82613, 0.0406242, -0.36424, -0.308958, -0.999777, -0.00693943, 0.0114488, 0.0163006, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.640266] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3144] 1760402210640144, 6.8286, 0.0406242, -0.36424, -0.308958, -0.999777, -0.00693943, 0.0114488, 0.0163006, 0.00244102, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.642796] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3145] 1760402210642693, 6.83115, 0.0406242, -0.36424, -0.308958, -0.999777, -0.00693943, 0.0114488, 0.0163006, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.645596] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3146] 1760402210645484, 6.83394, 0.0406242, -0.36424, -0.308958, -0.999777, -0.00693943, 0.0114488, 0.0163006, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.648705] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3147] 1760402210648590, 6.83704, 0.0409088, -0.364003, -0.309034, -0.999783, -0.00705537, 0.0115372, 0.0158711, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.650972] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3149] 1760402210650862, 6.83932, 0.0409088, -0.364003, -0.309034, -0.999783, -0.00705537, 0.0115372, 0.0158711, 0.0284588, 0.0236376, -0.00767216, 0, 0, -0.0863027, 
[2025-10-13 20:36:50.654312] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3150] 1760402210654203, 6.84266, 0.0409088, -0.364003, -0.309034, -0.999783, -0.00705537, 0.0115372, 0.0158711, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.656934] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3151] 1760402210656829, 6.84528, 0.0409965, -0.363988, -0.309069, -0.999782, -0.00711893, 0.0116704, 0.0157852, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.659669] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3153] 1760402210659605, 6.84806, 0.0409965, -0.363988, -0.309069, -0.999782, -0.00711893, 0.0116704, 0.0157852, 0.00876844, 0, -0.00350823, 0, 0, 0, 
[2025-10-13 20:36:50.662402] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3154] 1760402210662291, 6.85075, 0.0409965, -0.363988, -0.309069, -0.999782, -0.00711893, 0.0116704, 0.0157852, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.665065] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3155] 1760402210664958, 6.85341, 0.0409965, -0.363988, -0.309069, -0.999782, -0.00711893, 0.0116704, 0.0157852, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.667744] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3156] 1760402210667637, 6.85609, 0.0407248, -0.364244, -0.308969, -0.999775, -0.00701753, 0.0116438, 0.016314, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.671102] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3158] 1760402210670988, 6.85944, 0.0407248, -0.364244, -0.308969, -0.999775, -0.00701753, 0.0116438, 0.016314, -0.027164, -0.0255489, 0.0100873, 0, 0, 0.106071, 
[2025-10-13 20:36:50.673693] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3159] 1760402210673584, 6.86204, 0.0407248, -0.364244, -0.308969, -0.999775, -0.00701753, 0.0116438, 0.016314, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.676457] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3160] 1760402210676347, 6.8648, 0.0408922, -0.364032, -0.309017, -0.999781, -0.00700339, 0.011594, 0.0159395, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.679674] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3162] 1760402210679606, 6.86806, 0.0408922, -0.364032, -0.309017, -0.999781, -0.00700339, 0.011594, 0.0159395, 0.0167422, 0.0211552, -0.00488858, 0, 0, -0.0748269, 
[2025-10-13 20:36:50.681850] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3163] 1760402210681740, 6.87019, 0.0408922, -0.364032, -0.309017, -0.999781, -0.00700339, 0.011594, 0.0159395, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.685909] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3164] 1760402210685804, 6.87426, 0.0408922, -0.364032, -0.309017, -0.999781, -0.00700339, 0.011594, 0.0159395, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.687185] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3165] 1760402210687080, 6.87554, 0.0409938, -0.364016, -0.309078, -0.999782, -0.00708165, 0.0116821, 0.0157627, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.690013] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3167] 1760402210689894, 6.87835, 0.0409938, -0.364016, -0.309078, -0.999782, -0.00708165, 0.0116821, 0.0157627, 0.0101524, 0, -0.00603922, 0, 0, -0.0356708, 
[2025-10-13 20:36:50.692604] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3168] 1760402210692492, 6.88095, 0.0409938, -0.364016, -0.309078, -0.999782, -0.00708165, 0.0116821, 0.0157627, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.695191] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3169] 1760402210695072, 6.88353, 0.0409938, -0.364016, -0.309078, -0.999782, -0.00708165, 0.0116821, 0.0157627, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.697833] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3170] 1760402210697722, 6.88618, 0.0406817, -0.364274, -0.308983, -0.999776, -0.00691048, 0.0115909, 0.0162896, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.701239] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3172] 1760402210701126, 6.88958, 0.0406817, -0.364274, -0.308983, -0.999776, -0.00691048, 0.0115909, 0.0162896, -0.0312093, -0.0257135, 0.00947726, -0.0351906, 0, 0.105925, 
[2025-10-13 20:36:50.704197] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3173] 1760402210704089, 6.89254, 0.0406817, -0.364274, -0.308983, -0.999776, -0.00691048, 0.0115909, 0.0162896, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.706542] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3174] 1760402210706438, 6.89489, 0.0406944, -0.364171, -0.308965, -0.999781, -0.0068172, 0.0114431, 0.016145, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.709329] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3176] 1760402210709265, 6.89772, 0.0406944, -0.364171, -0.308965, -0.999781, -0.0068172, 0.0114431, 0.016145, 0, 0.0102434, 0, 0, 0, 0, 
[2025-10-13 20:36:50.711844] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3177] 1760402210711733, 6.90019, 0.0406944, -0.364171, -0.308965, -0.999781, -0.0068172, 0.0114431, 0.016145, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.714861] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3178] 1760402210714747, 6.9032, 0.0406944, -0.364171, -0.308965, -0.999781, -0.0068172, 0.0114431, 0.016145, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.717227] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3179] 1760402210717117, 6.90557, 0.0408981, -0.364052, -0.309063, -0.999784, -0.00703615, 0.0114513, 0.0158591, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.719885] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3181] 1760402210719771, 6.90823, 0.0408981, -0.364052, -0.309063, -0.999784, -0.00703615, 0.0114513, 0.0158591, 0.0203643, 0.0119373, -0.00978775, 0.0444412, 0, -0.0577308, 
[2025-10-13 20:36:50.722328] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3182] 1760402210722218, 6.91067, 0.0408981, -0.364052, -0.309063, -0.999784, -0.00703615, 0.0114513, 0.0158591, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.725807] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3183] 1760402210725699, 6.91415, 0.0408981, -0.364052, -0.309063, -0.999784, -0.00703615, 0.0114513, 0.0158591, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.728284] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3184] 1760402210728180, 6.91664, 0.0406156, -0.364286, -0.308977, -0.999778, -0.00686869, 0.0114535, 0.016279, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.730627] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3186] 1760402210730498, 6.91895, 0.0406156, -0.364286, -0.308977, -0.999778, -0.00686869, 0.0114535, 0.016279, -0.0282447, -0.0233763, 0.00857497, 0, 0, 0.0843938, 
[2025-10-13 20:36:50.733277] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3187] 1760402210733170, 6.92162, 0.0406156, -0.364286, -0.308977, -0.999778, -0.00686869, 0.0114535, 0.016279, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.735847] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3188] 1760402210735738, 6.92419, 0.0404574, -0.36441, -0.30893, -0.999774, -0.00682611, 0.0114269, 0.0165878, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.738681] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3189] 1760402210738572, 6.92703, 0.0404574, -0.36441, -0.30893, -0.999774, -0.00682611, 0.0114269, 0.0165878, -0.0158236, -0.0124872, 0.00475419, 0, 0, 0.0619255, 
[2025-10-13 20:36:50.741338] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3191] 1760402210741229, 6.92968, 0.0404574, -0.36441, -0.30893, -0.999774, -0.00682611, 0.0114269, 0.0165878, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.744194] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3192] 1760402210744086, 6.93254, 0.0404574, -0.36441, -0.30893, -0.999774, -0.00682611, 0.0114269, 0.0165878, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.746832] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3193] 1760402210746675, 6.93513, 0.0408541, -0.364047, -0.309056, -0.999784, -0.00700661, 0.0114877, 0.0158717, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:50.749422] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3195] 1760402210749360, 6.93781, 0.0408541, -0.364047, -0.309056, -0.999784, -0.00700661, 0.0114877, 0.0158717, 0.0396756, 0.0363835, -0.012673, 0.0375748, 0, -0.143759, 
[2025-10-13 20:36:50.752089] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [3196] 1760402210751969, 6.94042, 0.0408541, -0.364047, -0.309056, -0.999784, -0.00700661, 0.0114877, 0.0158717, 0, 0, 0, 0, 0, 0, 
