[2025-10-13 20:19:49.841174] [0x0000007f7ff327c0] [MocapTag] [0x00000e4e] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:20:08.586023] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8815] 1760401208585911, 18.7933, 0.463377, -1.49288, -1.21819, 0.0757081, -0.0386292, 0.00169261, -0.99638, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.588563] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8816] 1760401208588456, 18.7958, 0.463377, -1.49288, -1.21819, 0.0757081, -0.0386292, 0.00169261, -0.99638, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.590974] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8817] 1760401208590877, 18.7983, 0.439086, -1.49498, -1.2192, 0.0744565, -0.0378288, 0.00258506, -0.996503, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.593870] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8818] 1760401208593782, 18.8012, 0.439086, -1.49498, -1.2192, 0.0744565, -0.0378288, 0.00258506, -0.996503, -2.42907, -0.210272, -0.10048, 0.200105, 0.146122, 0.259423, 
[2025-10-13 20:20:08.596354] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8820] 1760401208596242, 18.8036, 0.439086, -1.49498, -1.2192, 0.0744565, -0.0378288, 0.00258506, -0.996503, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.598811] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8821] 1760401208598706, 18.8061, 0.526607, -1.45965, -1.20565, -0.784496, 0.571418, 0.240857, 0.00596369, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.601732] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8822] 1760401208601516, 18.8089, 0.526607, -1.45965, -1.20565, -0.784496, 0.571418, 0.240857, 0.00596369, 8.7521, 3.53348, 1.35451, -131.898, 45.6031, -268.09, 
[2025-10-13 20:20:08.604094] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8823] 1760401208604008, 18.8114, 0.526607, -1.45965, -1.20565, -0.784496, 0.571418, 0.240857, 0.00596369, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.607133] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8825] 1760401208607020, 18.8144, 0.526607, -1.45965, -1.20565, -0.784496, 0.571418, 0.240857, 0.00596369, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.609769] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8826] 1760401208609608, 18.817, 0.392357, -1.49705, -1.21382, 0.0597129, -0.0442829, 0.00142408, -0.997232, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.612873] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8827] 1760401208612755, 18.8201, 0.392357, -1.49705, -1.21382, 0.0597129, -0.0442829, 0.00142408, -0.997232, -13.425, -3.74027, -0.817041, 131.7, -46.8787, 271.035, 
[2025-10-13 20:20:08.615271] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8829] 1760401208615148, 18.8225, 0.392357, -1.49705, -1.21382, 0.0597129, -0.0442829, 0.00142408, -0.997232, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.617975] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8830] 1760401208617862, 18.8252, 0.392357, -1.49705, -1.21382, 0.0597129, -0.0442829, 0.00142408, -0.997232, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.620411] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8831] 1760401208620304, 18.8277, 0.3662, -1.49814, -1.21497, 0.0546834, -0.0457776, 0.00464393, -0.997443, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.624732] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8833] 1760401208624661, 18.832, 0.3662, -1.49814, -1.21497, 0.0546834, -0.0457776, 0.00464393, -0.997443, -2.61575, -0.109186, -0.115154, -627.645, -0.335198, 1.03827, 
[2025-10-13 20:20:08.625278] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8834] 1760401208625187, 18.8326, 0.3662, -1.49814, -1.21497, 0.0546834, -0.0457776, 0.00464393, -0.997443, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.628209] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8835] 1760401208628098, 18.8355, 0.3662, -1.49814, -1.21497, 0.0546834, -0.0457776, 0.00464393, -0.997443, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.630662] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8836] 1760401208630551, 18.8379, 0.341663, -1.49978, -1.21527, 0.0534103, -0.0447223, 0.00588018, -0.997553, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.633405] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8837] 1760401208633287, 18.8407, 0.341663, -1.49978, -1.21527, 0.0534103, -0.0447223, 0.00588018, -0.997553, -2.45364, -0.163297, -0.029178, 0.2707, 0.19833, 0.267482, 
[2025-10-13 20:20:08.636229] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8839] 1760401208636103, 18.8435, 0.341663, -1.49978, -1.21527, 0.0534103, -0.0447223, 0.00588018, -0.997553, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.638440] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8840] 1760401208638331, 18.8457, 0.341663, -1.49978, -1.21527, 0.0534103, -0.0447223, 0.00588018, -0.997553, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.641112] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8841] 1760401208640995, 18.8484, 0.317004, -1.50202, -1.21662, 0.0531108, -0.0462168, 0.00722732, -0.997492, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.644269] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8843] 1760401208644211, 18.8516, 0.317004, -1.50202, -1.21662, 0.0531108, -0.0462168, 0.00722732, -0.997492, -2.46592, -0.224455, -0.135427, 0.256801, -0.312871, 0.0722885, 
[2025-10-13 20:20:08.646846] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8844] 1760401208646733, 18.8541, 0.317004, -1.50202, -1.21662, 0.0531108, -0.0462168, 0.00722732, -0.997492, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.649415] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8845] 1760401208649283, 18.8567, 0.292223, -1.50352, -1.21723, 0.0536617, -0.0458385, 0.0081045, -0.997474, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.652307] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8846] 1760401208652180, 18.8596, 0.292223, -1.50352, -1.21723, 0.0536617, -0.0458385, 0.0081045, -0.997474, -2.47809, -0.150071, -0.0606958, 0.174618, 0.0657186, -0.102592, 
[2025-10-13 20:20:08.654664] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8848] 1760401208654597, 18.862, 0.292223, -1.50352, -1.21723, 0.0536617, -0.0458385, 0.0081045, -0.997474, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.657457] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8849] 1760401208657346, 18.8647, 0.292223, -1.50352, -1.21723, 0.0536617, -0.0458385, 0.0081045, -0.997474, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.659987] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8850] 1760401208659871, 18.8673, 0.268432, -1.50506, -1.21799, 0.0555105, -0.0464554, 0.0102624, -0.997324, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.664388] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8852] 1760401208664328, 18.8717, 0.268432, -1.50506, -1.21799, 0.0555105, -0.0464554, 0.0102624, -0.997324, -2.37911, -0.153993, -0.0763949, 0.408387, -0.149277, -0.351214, 
[2025-10-13 20:20:08.665024] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8853] 1760401208664905, 18.8723, 0.268432, -1.50506, -1.21799, 0.0555105, -0.0464554, 0.0102624, -0.997324, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.667965] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8854] 1760401208667853, 18.8752, 0.268432, -1.50506, -1.21799, 0.0555105, -0.0464554, 0.0102624, -0.997324, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.670525] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8855] 1760401208670421, 18.8778, 0.24366, -1.50681, -1.21863, 0.0534377, -0.0446587, 0.0120735, -0.997499, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.673307] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8856] 1760401208673192, 18.8806, 0.24366, -1.50681, -1.21863, 0.0534377, -0.0446587, 0.0120735, -0.997499, -2.4772, -0.174384, -0.064395, 0.401354, 0.343174, 0.431848, 
[2025-10-13 20:20:08.676241] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8858] 1760401208676124, 18.8835, 0.24366, -1.50681, -1.21863, 0.0534377, -0.0446587, 0.0120735, -0.997499, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.678303] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8859] 1760401208678196, 18.8856, 0.24366, -1.50681, -1.21863, 0.0534377, -0.0446587, 0.0120735, -0.997499, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.680727] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8860] 1760401208680616, 18.888, 0.219127, -1.50826, -1.21918, 0.059892, -0.0469397, 0.011048, -0.997039, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.683408] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8861] 1760401208683313, 18.8907, 0.219127, -1.50826, -1.21918, 0.059892, -0.0469397, 0.011048, -0.997039, -2.45335, -0.145227, -0.0542642, -0.291109, -0.456005, -1.30486, 
[2025-10-13 20:20:08.685860] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8863] 1760401208685749, 18.8931, 0.219127, -1.50826, -1.21918, 0.059892, -0.0469397, 0.011048, -0.997039, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.689042] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8864] 1760401208688935, 18.8963, 0.219127, -1.50826, -1.21918, 0.059892, -0.0469397, 0.011048, -0.997039, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.691630] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8865] 1760401208691515, 18.8989, 0.194419, -1.51005, -1.21995, 0.0591499, -0.0464737, 0.0128311, -0.997084, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.694376] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8866] 1760401208694277, 18.9017, 0.194419, -1.51005, -1.21995, 0.0591499, -0.0464737, 0.0128311, -0.997084, -2.47077, -0.178726, -0.0770721, 0.36974, 0.0733823, 0.165725, 
[2025-10-13 20:20:08.697717] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8868] 1760401208697604, 18.905, 0.194419, -1.51005, -1.21995, 0.0591499, -0.0464737, 0.0128311, -0.997084, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.699621] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8869] 1760401208699499, 18.9069, 0.169444, -1.51191, -1.22038, 0.0587751, -0.0462845, 0.0140345, -0.997099, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.702431] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8870] 1760401208702317, 18.9097, 0.169444, -1.51191, -1.22038, 0.0587751, -0.0462845, 0.0140345, -0.997099, -2.49746, -0.186214, -0.0428821, 0.246835, 0, 0.0864506, 
[2025-10-13 20:20:08.705603] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8872] 1760401208705493, 18.9129, 0.169444, -1.51191, -1.22038, 0.0587751, -0.0462845, 0.0140345, -0.997099, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.708171] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8873] 1760401208708061, 18.9154, 0.169444, -1.51191, -1.22038, 0.0587751, -0.0462845, 0.0140345, -0.997099, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.710783] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8874] 1760401208710674, 18.9181, 0.150563, -1.51311, -1.22132, 0.0571729, -0.0340785, 0.0176415, -0.997627, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.713539] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8875] 1760401208713427, 18.9208, 0.150563, -1.51311, -1.22132, 0.0571729, -0.0340785, 0.0176415, -0.997627, -1.88814, -0.120553, -0.0938601, 0.87359, 2.4019, 0.329709, 
[2025-10-13 20:20:08.715992] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8877] 1760401208715880, 18.9233, 0.150563, -1.51311, -1.22132, 0.0571729, -0.0340785, 0.0176415, -0.997627, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.718545] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8878] 1760401208718438, 18.9258, 0.150563, -1.51311, -1.22132, 0.0571729, -0.0340785, 0.0176415, -0.997627, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.721599] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8879] 1760401208721480, 18.9289, 0.127909, -1.51343, -1.22242, 0.0561258, -0.0282485, 0.0217112, -0.997788, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.724207] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8881] 1760401208724149, 18.9315, 0.127909, -1.51343, -1.22242, 0.0561258, -0.0282485, 0.0217112, -0.997788, -2.26541, -0.0319874, -0.110026, 0.885105, 1.12268, 0.219488, 
[2025-10-13 20:20:08.726906] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8882] 1760401208726757, 18.9341, 0.127909, -1.51343, -1.22242, 0.0561258, -0.0282485, 0.0217112, -0.997788, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.729650] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8883] 1760401208729535, 18.9369, 0.103234, -1.51483, -1.22304, 0.0547595, -0.0272058, 0.023053, -0.997863, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.732167] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8884] 1760401208732052, 18.9394, 0.103234, -1.51483, -1.22304, 0.0547595, -0.0272058, 0.023053, -0.997863, -2.46744, -0.139142, -0.0622295, 0.287485, 0.199237, 0.277996, 
[2025-10-13 20:20:08.734105] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8885] 1760401208733987, 18.9414, 0.103234, -1.51483, -1.22304, 0.0547595, -0.0272058, 0.023053, -0.997863, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.737607] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8887] 1760401208737494, 18.9449, 0.103234, -1.51483, -1.22304, 0.0547595, -0.0272058, 0.023053, -0.997863, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.740184] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8888] 1760401208740078, 18.9475, 0.0785525, -1.51629, -1.22355, 0.0537433, -0.025999, 0.0249276, -0.997905, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.743096] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8889] 1760401208742978, 18.9504, 0.0785525, -1.51629, -1.22355, 0.0537433, -0.025999, 0.0249276, -0.997905, -2.46819, -0.146782, -0.0515682, 0.393295, 0.225517, 0.209403, 
[2025-10-13 20:20:08.745602] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8891] 1760401208745509, 18.9529, 0.0785525, -1.51629, -1.22355, 0.0537433, -0.025999, 0.0249276, -0.997905, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.748237] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8892] 1760401208748120, 18.9555, 0.0785525, -1.51629, -1.22355, 0.0537433, -0.025999, 0.0249276, -0.997905, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.750989] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8893] 1760401208750872, 18.9583, 0.0536203, -1.51777, -1.2241, 0.0521698, -0.025923, 0.0257722, -0.997969, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.753621] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8894] 1760401208753536, 18.9609, 0.0536203, -1.51777, -1.2241, 0.0521698, -0.025923, 0.0257722, -0.997969, -2.49322, -0.147735, -0.0545132, 0.178289, 0, 0.319672, 
[2025-10-13 20:20:08.756410] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8896] 1760401208756298, 18.9637, 0.0536203, -1.51777, -1.2241, 0.0521698, -0.025923, 0.0257722, -0.997969, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.758950] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8897] 1760401208758843, 18.9662, 0.0288118, -1.51909, -1.22451, 0.0508129, -0.0254886, 0.0274472, -0.998006, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.761810] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8898] 1760401208761694, 18.9691, 0.0288118, -1.51909, -1.22451, 0.0508129, -0.0254886, 0.0274472, -0.998006, -2.48085, -0.132208, -0.0408153, 0.346732, 0.0766076, 0.279045, 
[2025-10-13 20:20:08.764422] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8900] 1760401208764364, 18.9718, 0.0288118, -1.51909, -1.22451, 0.0508129, -0.0254886, 0.0274472, -0.998006, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.766969] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8901] 1760401208766857, 18.9742, 0.0288118, -1.51909, -1.22451, 0.0508129, -0.0254886, 0.0274472, -0.998006, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.769820] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8902] 1760401208769706, 18.9771, 0.00381249, -1.52109, -1.22468, 0.0512147, -0.0268138, 0.0277738, -0.997941, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.774601] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8904] 1760401208774485, 18.9819, 0.00381249, -1.52109, -1.22468, 0.0512147, -0.0268138, 0.0277738, -0.997941, -2.49993, -0.200206, -0.017573, 0.0501156, -0.27013, -0.0724792, 
[2025-10-13 20:20:08.775311] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8905] 1760401208775193, 18.9826, 0.00381249, -1.52109, -1.22468, 0.0512147, -0.0268138, 0.0277738, -0.997941, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.778743] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8906] 1760401208778629, 18.986, 0.00381249, -1.52109, -1.22468, 0.0512147, -0.0268138, 0.0277738, -0.997941, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.780665] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8907] 1760401208780560, 18.9879, -0.0205488, -1.52186, -1.22599, 0.0544653, -0.0301584, 0.0304004, -0.997597, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.783566] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8908] 1760401208783451, 18.9908, -0.0205488, -1.52186, -1.22599, 0.0544653, -0.0301584, 0.0304004, -0.997597, -2.43613, -0.0768953, -0.130384, 0.472212, -0.713429, -0.619531, 
[2025-10-13 20:20:08.786976] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8910] 1760401208786865, 18.9943, -0.0205488, -1.52186, -1.22599, 0.0544653, -0.0301584, 0.0304004, -0.997597, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.789986] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8911] 1760401208789873, 18.9973, -0.0446297, -1.52279, -1.22663, 0.0536038, -0.02862, 0.0323688, -0.997627, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.793974] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8913] 1760401208793908, 19.0013, -0.0446297, -1.52279, -1.22663, 0.0536038, -0.02862, 0.0323688, -0.997627, -2.40809, -0.0930886, -0.0644963, 0.415063, 0.291479, 0.17674, 
[2025-10-13 20:20:08.795417] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8914] 1760401208795290, 19.0027, -0.0446297, -1.52279, -1.22663, 0.0536038, -0.02862, 0.0323688, -0.997627, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.799225] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8915] 1760401208799114, 19.0065, -0.0446297, -1.52279, -1.22663, 0.0536038, -0.02862, 0.0323688, -0.997627, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.802545] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8916] 1760401208802430, 19.0098, -0.0698242, -1.52281, -1.22807, 0.0423094, -0.0223743, 0.0367332, -0.998178, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.805117] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8918] 1760401208805001, 19.0124, -0.0698242, -1.52281, -1.22807, 0.0423094, -0.0223743, 0.0367332, -0.998178, -2.51945, 0, -0.143638, 0.991416, 1.28178, 2.24781, 
[2025-10-13 20:20:08.807801] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8919] 1760401208807689, 19.0151, -0.0698242, -1.52281, -1.22807, 0.0423094, -0.0223743, 0.0367332, -0.998178, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.810324] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8920] 1760401208810214, 19.0176, -0.0937899, -1.52375, -1.22866, 0.0413428, -0.0208041, 0.0379978, -0.998205, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.813633] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8921] 1760401208813542, 19.0209, -0.0937899, -1.52375, -1.22866, 0.0413428, -0.0208041, 0.0379978, -0.998205, -2.39657, -0.0939534, -0.0596332, 0.269938, 0.310336, 0.188518, 
[2025-10-13 20:20:08.816438] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8923] 1760401208816323, 19.0237, -0.0937899, -1.52375, -1.22866, 0.0413428, -0.0208041, 0.0379978, -0.998205, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.819058] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8924] 1760401208818948, 19.0263, -0.118588, -1.52401, -1.22961, 0.0342091, -0.0164881, 0.0406411, -0.998452, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.821315] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8925] 1760401208821191, 19.0286, -0.118588, -1.52401, -1.22961, 0.0342091, -0.0164881, 0.0406411, -0.998452, -2.47979, -0.0256732, -0.0949228, 0.588393, 0.897693, 1.4061, 
[2025-10-13 20:20:08.824330] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8927] 1760401208824272, 19.0317, -0.118588, -1.52401, -1.22961, 0.0342091, -0.0164881, 0.0406411, -0.998452, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.826973] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8928] 1760401208826859, 19.0342, -0.118588, -1.52401, -1.22961, 0.0342091, -0.0164881, 0.0406411, -0.998452, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.829786] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8929] 1760401208829674, 19.0371, -0.138872, -1.52594, -1.22842, 0.0497151, -0.0188308, 0.0372349, -0.997891, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.832535] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8930] 1760401208832419, 19.0398, -0.138872, -1.52594, -1.22842, 0.0497151, -0.0188308, 0.0372349, -0.997891, -2.02839, -0.193103, 0.119078, -0.759935, -0.558291, -3.09939, 
[2025-10-13 20:20:08.834932] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8932] 1760401208834878, 19.0423, -0.138872, -1.52594, -1.22842, 0.0497151, -0.0188308, 0.0372349, -0.997891, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.837764] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8933] 1760401208837651, 19.045, -0.138872, -1.52594, -1.22842, 0.0497151, -0.0188308, 0.0372349, -0.997891, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.840303] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8934] 1760401208840198, 19.0476, -0.163028, -1.52691, -1.22889, 0.0492019, -0.0185524, 0.0378406, -0.997899, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.843922] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8935] 1760401208843807, 19.0512, -0.163028, -1.52691, -1.22889, 0.0492019, -0.0185524, 0.0378406, -0.997899, -2.41558, -0.0970018, -0.046944, 0.125909, 0.0534408, 0.103307, 
[2025-10-13 20:20:08.846554] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8937] 1760401208846441, 19.0538, -0.163028, -1.52691, -1.22889, 0.0492019, -0.0185524, 0.0378406, -0.997899, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.848986] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8938] 1760401208848877, 19.0563, -0.187337, -1.5281, -1.2292, 0.0486211, -0.0177933, 0.0380045, -0.997935, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.851958] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8939] 1760401208851838, 19.0592, -0.187337, -1.5281, -1.2292, 0.0486211, -0.0177933, 0.0380045, -0.997935, -2.43092, -0.119052, -0.030686, 0.0422001, 0.154294, 0.111604, 
[2025-10-13 20:20:08.854595] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8941] 1760401208854411, 19.0618, -0.187337, -1.5281, -1.2292, 0.0486211, -0.0177933, 0.0380045, -0.997935, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:20:08.857648] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [8942] 1760401208857535, 19.0649, -0.187337, -1.5281, -1.2292, 0.0486211, -0.0177933, 0.0380045, -0.997935, 0, 0, 0, 0, 0, 0, 
