[2025-10-13 20:07:12.397634] [0x0000007fbbd047c0] [MocapTag] [0x00003710] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:07:23.781311] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5118] 1760400443781199, 11.4381, 0.0578659, -0.257157, -0.414463, -0.964875, -0.0348926, 0.0189538, -0.25969, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.784020] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5119] 1760400443783902, 11.4408, 0.0578659, -0.257157, -0.414463, -0.964875, -0.0348926, 0.0189538, -0.25969, 0.194394, 0.359161, -0.407365, -0.283051, -0.461284, -1.12715, 
[2025-10-13 20:07:23.786814] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5120] 1760400443786729, 11.4436, 0.0578659, -0.257157, -0.414463, -0.964875, -0.0348926, 0.0189538, -0.25969, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.789366] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5122] 1760400443789252, 11.4461, 0.0578659, -0.257157, -0.414463, -0.964875, -0.0348926, 0.0189538, -0.25969, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.791869] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5123] 1760400443791762, 11.4486, 0.0597395, -0.253708, -0.418417, -0.963897, -0.0337632, 0.0171168, -0.26357, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.794857] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5124] 1760400443794735, 11.4516, 0.0597395, -0.253708, -0.418417, -0.963897, -0.0337632, 0.0171168, -0.26357, 0.187368, 0.344946, -0.395356, -0.308013, -0.325426, -0.785667, 
[2025-10-13 20:07:23.797555] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5125] 1760400443797467, 11.4543, 0.0597395, -0.253708, -0.418417, -0.963897, -0.0337632, 0.0171168, -0.26357, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.800167] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5127] 1760400443800051, 11.4569, 0.0616407, -0.250236, -0.422412, -0.96292, -0.0324887, 0.015304, -0.267385, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.802934] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5128] 1760400443802820, 11.4597, 0.0616407, -0.250236, -0.422412, -0.96292, -0.0324887, 0.015304, -0.267385, 0.190119, 0.347151, -0.399525, -0.337148, -0.310108, -0.77461, 
[2025-10-13 20:07:23.805855] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5129] 1760400443805739, 11.4626, 0.0616407, -0.250236, -0.422412, -0.96292, -0.0324887, 0.015304, -0.267385, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.809192] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5131] 1760400443809080, 11.466, 0.0616407, -0.250236, -0.422412, -0.96292, -0.0324887, 0.015304, -0.267385, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.811735] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5132] 1760400443811629, 11.4685, 0.0634651, -0.246698, -0.426451, -0.961933, -0.0310655, 0.0135374, -0.271175, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.814588] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5133] 1760400443814473, 11.4713, 0.0634651, -0.246698, -0.426451, -0.961933, -0.0310655, 0.0135374, -0.271175, 0.182438, 0.353787, -0.403885, -0.365543, -0.290338, -0.771528, 
[2025-10-13 20:07:23.817308] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5134] 1760400443817221, 11.4741, 0.0634651, -0.246698, -0.426451, -0.961933, -0.0310655, 0.0135374, -0.271175, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.819937] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5136] 1760400443819823, 11.4767, 0.0585275, -0.241163, -0.434425, -0.964475, -0.0450281, 0.0138697, -0.25994, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.822885] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5137] 1760400443822776, 11.4797, 0.0585275, -0.241163, -0.434425, -0.964475, -0.0450281, 0.0138697, -0.25994, -0.493756, 0.553494, -0.797409, 2.7046, -0.585124, 2.3182, 
[2025-10-13 20:07:23.825857] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5138] 1760400443825737, 11.4826, 0.0585275, -0.241163, -0.434425, -0.964475, -0.0450281, 0.0138697, -0.25994, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.829066] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5140] 1760400443828939, 11.4858, 0.0585275, -0.241163, -0.434425, -0.964475, -0.0450281, 0.0138697, -0.25994, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.831688] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5141] 1760400443831577, 11.4885, 0.0606899, -0.237273, -0.438563, -0.96351, -0.0428603, 0.0122848, -0.263934, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.834520] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5142] 1760400443834401, 11.4913, 0.0606899, -0.237273, -0.438563, -0.96351, -0.0428603, 0.0122848, -0.263934, 0.216238, 0.389075, -0.413825, -0.501156, -0.229633, -0.811225, 
[2025-10-13 20:07:23.837702] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5144] 1760400443837590, 11.4945, 0.0606899, -0.237273, -0.438563, -0.96351, -0.0428603, 0.0122848, -0.263934, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.840563] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5145] 1760400443840449, 11.4973, 0.0624874, -0.233437, -0.442682, -0.962654, -0.0412423, 0.0101953, -0.267382, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.843249] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5146] 1760400443843140, 11.5, 0.0624874, -0.233437, -0.442682, -0.962654, -0.0412423, 0.0101953, -0.267382, 0.179751, 0.383523, -0.411855, -0.423717, -0.347429, -0.696003, 
[2025-10-13 20:07:23.846019] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5147] 1760400443845898, 11.5028, 0.0624874, -0.233437, -0.442682, -0.962654, -0.0412423, 0.0101953, -0.267382, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.848851] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5149] 1760400443848739, 11.5056, 0.0624874, -0.233437, -0.442682, -0.962654, -0.0412423, 0.0101953, -0.267382, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.852123] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5150] 1760400443852004, 11.5089, 0.0642484, -0.228859, -0.447488, -0.96065, -0.0368054, 0.00668136, -0.275232, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.854219] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5151] 1760400443854101, 11.511, 0.0642484, -0.228859, -0.447488, -0.96065, -0.0368054, 0.00668136, -0.275232, 0.176095, 0.457796, -0.480623, -1.04957, -0.499736, -1.60381, 
[2025-10-13 20:07:23.856903] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5153] 1760400443856845, 11.5137, 0.0642484, -0.228859, -0.447488, -0.96065, -0.0368054, 0.00668136, -0.275232, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.859690] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5154] 1760400443859577, 11.5165, 0.0661676, -0.224778, -0.451523, -0.959728, -0.0355105, 0.00478433, -0.278636, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.862508] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5155] 1760400443862398, 11.5193, 0.0661676, -0.224778, -0.451523, -0.959728, -0.0355105, 0.00478433, -0.278636, 0.191925, 0.4081, -0.403434, -0.357246, -0.318268, -0.695747, 
[2025-10-13 20:07:23.865109] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5156] 1760400443864985, 11.5219, 0.0661676, -0.224778, -0.451523, -0.959728, -0.0355105, 0.00478433, -0.278636, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.867826] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5158] 1760400443867711, 11.5246, 0.0661676, -0.224778, -0.451523, -0.959728, -0.0355105, 0.00478433, -0.278636, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.870467] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5159] 1760400443870342, 11.5272, 0.0732373, -0.222794, -0.451427, -0.956207, -0.0221955, 0.00163809, -0.291843, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.873297] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5160] 1760400443873186, 11.5301, 0.0732373, -0.222794, -0.451427, -0.956207, -0.0221955, 0.00163809, -0.291843, 0.706968, 0.198454, 0.00951202, -2.74715, 0.0783269, -2.74984, 
[2025-10-13 20:07:23.876218] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5161] 1760400443876104, 11.533, 0.0732373, -0.222794, -0.451427, -0.956207, -0.0221955, 0.00163809, -0.291843, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.878789] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5163] 1760400443878670, 11.5355, 0.0732373, -0.222794, -0.451427, -0.956207, -0.0221955, 0.00163809, -0.291843, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.881143] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5164] 1760400443881035, 11.5379, 0.0750301, -0.219106, -0.455595, -0.955636, -0.0208563, 0.000850583, -0.293809, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.885582] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5165] 1760400443885459, 11.5423, 0.0750301, -0.219106, -0.455595, -0.955636, -0.0208563, 0.000850583, -0.293809, 0.179281, 0.368807, -0.416715, -0.304365, -0.0807419, -0.409478, 
[2025-10-13 20:07:23.887193] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5166] 1760400443887104, 11.544, 0.0750301, -0.219106, -0.455595, -0.955636, -0.0208563, 0.000850583, -0.293809, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.889814] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5168] 1760400443889701, 11.5466, 0.0771454, -0.21507, -0.459789, -0.954878, -0.0199007, -0.000262661, -0.296329, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.892691] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5169] 1760400443892579, 11.5495, 0.0771454, -0.21507, -0.459789, -0.954878, -0.0199007, -0.000262661, -0.296329, 0.211523, 0.40358, -0.419444, -0.251341, -0.166619, -0.524634, 
[2025-10-13 20:07:23.895258] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5170] 1760400443895141, 11.552, 0.0771454, -0.21507, -0.459789, -0.954878, -0.0199007, -0.000262661, -0.296329, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.897969] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5172] 1760400443897855, 11.5547, 0.0771454, -0.21507, -0.459789, -0.954878, -0.0199007, -0.000262661, -0.296329, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.901053] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5173] 1760400443900942, 11.5578, 0.0789177, -0.211112, -0.464148, -0.953596, -0.0173983, -0.00210915, -0.30058, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.903956] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5174] 1760400443903840, 11.5607, 0.0789177, -0.211112, -0.464148, -0.953596, -0.0173983, -0.00210915, -0.30058, 0.177237, 0.395808, -0.435881, -0.593901, -0.218595, -0.888294, 
[2025-10-13 20:07:23.907719] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5176] 1760400443907602, 11.5645, 0.0789177, -0.211112, -0.464148, -0.953596, -0.0173983, -0.00210915, -0.30058, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.909177] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5177] 1760400443909064, 11.5659, 0.0789177, -0.211112, -0.464148, -0.953596, -0.0173983, -0.00210915, -0.30058, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.911861] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5178] 1760400443911755, 11.5686, 0.0808669, -0.207124, -0.468411, -0.952618, -0.0159941, -0.00336903, -0.303729, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.914587] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5179] 1760400443914474, 11.5714, 0.0808669, -0.207124, -0.468411, -0.952618, -0.0159941, -0.00336903, -0.303729, 0.194922, 0.398775, -0.426352, -0.348926, -0.165303, -0.659698, 
[2025-10-13 20:07:23.917279] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5181] 1760400443917211, 11.5741, 0.0808669, -0.207124, -0.468411, -0.952618, -0.0159941, -0.00336903, -0.303729, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.919924] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5182] 1760400443919809, 11.5767, 0.0827553, -0.203053, -0.472705, -0.951663, -0.014631, -0.00447361, -0.306764, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.922550] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5183] 1760400443922439, 11.5793, 0.0827553, -0.203053, -0.472705, -0.951663, -0.014631, -0.00447361, -0.306764, 0.188833, 0.407127, -0.429338, -0.332403, -0.135693, -0.637394, 
[2025-10-13 20:07:23.925305] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5184] 1760400443925150, 11.582, 0.0827553, -0.203053, -0.472705, -0.951663, -0.014631, -0.00447361, -0.306764, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.927944] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5186] 1760400443927822, 11.5847, 0.0827553, -0.203053, -0.472705, -0.951663, -0.014631, -0.00447361, -0.306764, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.930595] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5187] 1760400443930482, 11.5874, 0.0852879, -0.199814, -0.477135, -0.951503, -0.013973, -0.00510411, -0.307278, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.933473] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5188] 1760400443933333, 11.5902, 0.0852879, -0.199814, -0.477135, -0.951503, -0.013973, -0.00510411, -0.307278, 0.253261, 0.323859, -0.443071, -0.164938, -0.0809234, -0.108176, 
[2025-10-13 20:07:23.935988] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5189] 1760400443935863, 11.5927, 0.0852879, -0.199814, -0.477135, -0.951503, -0.013973, -0.00510411, -0.307278, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.938926] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5191] 1760400443938799, 11.5957, 0.0852879, -0.199814, -0.477135, -0.951503, -0.013973, -0.00510411, -0.307278, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.941273] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5192] 1760400443941162, 11.598, 0.0878582, -0.196091, -0.481531, -0.949423, -0.00934074, -0.00530435, -0.313815, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.944064] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5193] 1760400443943950, 11.6008, 0.0878582, -0.196091, -0.481531, -0.949423, -0.00934074, -0.00530435, -0.313815, 0.257028, 0.372354, -0.439522, -0.905037, 0.236606, -1.38206, 
[2025-10-13 20:07:23.946711] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5194] 1760400443946588, 11.6035, 0.0878582, -0.196091, -0.481531, -0.949423, -0.00934074, -0.00530435, -0.313815, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.949668] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5196] 1760400443949555, 11.6064, 0.0878582, -0.196091, -0.481531, -0.949423, -0.00934074, -0.00530435, -0.313815, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.952494] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5197] 1760400443952381, 11.6093, 0.0899369, -0.192118, -0.486004, -0.948571, -0.00848632, -0.00652308, -0.316384, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.956311] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5198] 1760400443956224, 11.6131, 0.0899369, -0.192118, -0.486004, -0.948571, -0.00848632, -0.00652308, -0.316384, 0.207878, 0.397301, -0.447302, -0.243545, -0.181066, -0.542259, 
[2025-10-13 20:07:23.958204] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5200] 1760400443958089, 11.615, 0.0899369, -0.192118, -0.486004, -0.948571, -0.00848632, -0.00652308, -0.316384, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.960758] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5201] 1760400443960650, 11.6175, 0.0918156, -0.188102, -0.490392, -0.947747, -0.00700057, -0.00712517, -0.318867, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.964855] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5202] 1760400443964737, 11.6216, 0.0918156, -0.188102, -0.490392, -0.947747, -0.00700057, -0.00712517, -0.318867, 0.187864, 0.401582, -0.438819, -0.324726, 0, -0.526059, 
[2025-10-13 20:07:23.966186] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5203] 1760400443966075, 11.623, 0.0918156, -0.188102, -0.490392, -0.947747, -0.00700057, -0.00712517, -0.318867, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.968944] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5205] 1760400443968830, 11.6257, 0.0918156, -0.188102, -0.490392, -0.947747, -0.00700057, -0.00712517, -0.318867, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.971473] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5206] 1760400443971364, 11.6282, 0.0938864, -0.18413, -0.494908, -0.946996, -0.00610093, -0.00818142, -0.321083, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.974352] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5207] 1760400443974234, 11.6311, 0.0938864, -0.18413, -0.494908, -0.946996, -0.00610093, -0.00818142, -0.321083, 0.207085, 0.397209, -0.451612, -0.242448, -0.144338, -0.46953, 
[2025-10-13 20:07:23.976944] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5208] 1760400443976857, 11.6337, 0.0938864, -0.18413, -0.494908, -0.946996, -0.00610093, -0.00818142, -0.321083, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.979604] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5210] 1760400443979471, 11.6363, 0.0938864, -0.18413, -0.494908, -0.946996, -0.00610093, -0.00818142, -0.321083, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.982048] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5211] 1760400443981891, 11.6388, 0.0958102, -0.180001, -0.499546, -0.946214, -0.00536025, -0.00915473, -0.323368, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.986276] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5212] 1760400443986159, 11.643, 0.0958102, -0.180001, -0.499546, -0.946214, -0.00536025, -0.00915473, -0.323368, 0.192374, 0.412875, -0.463818, -0.207829, -0.137826, -0.48486, 
[2025-10-13 20:07:23.987551] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5214] 1760400443987495, 11.6444, 0.0958102, -0.180001, -0.499546, -0.946214, -0.00536025, -0.00915473, -0.323368, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.990323] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5215] 1760400443990210, 11.6471, 0.097725, -0.176008, -0.504022, -0.945568, -0.00433987, -0.00962605, -0.325254, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.992944] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5216] 1760400443992829, 11.6497, 0.097725, -0.176008, -0.504022, -0.945568, -0.00433987, -0.00962605, -0.325254, 0.191486, 0.399311, -0.447532, -0.227833, 0, -0.401074, 
[2025-10-13 20:07:23.996330] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5217] 1760400443996243, 11.6531, 0.097725, -0.176008, -0.504022, -0.945568, -0.00433987, -0.00962605, -0.325254, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:23.998382] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5219] 1760400443998270, 11.6551, 0.097725, -0.176008, -0.504022, -0.945568, -0.00433987, -0.00962605, -0.325254, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:24.000775] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5220] 1760400444000665, 11.6575, 0.0998921, -0.172024, -0.50881, -0.944781, -0.004469, -0.0107641, -0.327496, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:24.003382] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5221] 1760400444003275, 11.6602, 0.0998921, -0.172024, -0.50881, -0.944781, -0.004469, -0.0107641, -0.327496, 0.216703, 0.398374, -0.478813, -0.0551462, -0.223981, -0.475639, 
[2025-10-13 20:07:24.005980] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5222] 1760400444005868, 11.6627, 0.0998921, -0.172024, -0.50881, -0.944781, -0.004469, -0.0107641, -0.327496, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:24.008903] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5224] 1760400444008784, 11.6657, 0.0998921, -0.172024, -0.50881, -0.944781, -0.004469, -0.0107641, -0.327496, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:24.012217] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5225] 1760400444012099, 11.669, 0.101771, -0.167968, -0.513479, -0.944159, -0.00392931, -0.0112565, -0.329274, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:24.014512] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5226] 1760400444014397, 11.6713, 0.101771, -0.167968, -0.513479, -0.944159, -0.00392931, -0.0112565, -0.329274, 0.187929, 0.405577, -0.466891, -0.13876, -0.0577072, -0.378478, 
[2025-10-13 20:07:24.017447] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5228] 1760400444017343, 11.6742, 0.101771, -0.167968, -0.513479, -0.944159, -0.00392931, -0.0112565, -0.329274, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:24.019761] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5229] 1760400444019639, 11.6765, 0.103891, -0.164087, -0.518198, -0.943654, -0.0036631, -0.0117634, -0.330703, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:24.022303] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5230] 1760400444022191, 11.6791, 0.103891, -0.164087, -0.518198, -0.943654, -0.0036631, -0.0117634, -0.330703, 0.21192, 0.388159, -0.471937, 628.231, -0.0780731, -0.304145, 
[2025-10-13 20:07:24.025002] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5231] 1760400444024887, 11.6818, 0.103891, -0.164087, -0.518198, -0.943654, -0.0036631, -0.0117634, -0.330703, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:24.028660] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5233] 1760400444028517, 11.6854, 0.103891, -0.164087, -0.518198, -0.943654, -0.0036631, -0.0117634, -0.330703, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:24.031141] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5234] 1760400444031034, 11.6879, 0.105781, -0.159898, -0.523087, -0.943022, -0.00400389, -0.0124563, -0.332472, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:24.033871] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5235] 1760400444033756, 11.6906, 0.105781, -0.159898, -0.523087, -0.943022, -0.00400389, -0.0124563, -0.332472, 0.189021, 0.41888, -0.488952, 0, -0.153212, -0.375503, 
[2025-10-13 20:07:24.036326] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5236] 1760400444036238, 11.6931, 0.105781, -0.159898, -0.523087, -0.943022, -0.00400389, -0.0124563, -0.332472, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:24.038987] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5238] 1760400444038857, 11.6957, 0.105781, -0.159898, -0.523087, -0.943022, -0.00400389, -0.0124563, -0.332472, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:24.041421] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5239] 1760400444041310, 11.6982, 0.107706, -0.155889, -0.527728, -0.942603, -0.00373224, -0.0124015, -0.333664, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:24.045244] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5240] 1760400444045127, 11.702, 0.107706, -0.155889, -0.527728, -0.942603, -0.00373224, -0.0124015, -0.333664, 0.192528, 0.400883, -0.464026, -0.0508785, 0, -0.253367, 
[2025-10-13 20:07:24.048401] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5242] 1760400444048287, 11.7052, 0.107706, -0.155889, -0.527728, -0.942603, -0.00373224, -0.0124015, -0.333664, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:24.050941] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5243] 1760400444050831, 11.7077, 0.109906, -0.151784, -0.532696, -0.941977, -0.0047368, -0.0130828, -0.335389, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:24.053531] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5244] 1760400444053413, 11.7103, 0.109906, -0.151784, -0.532696, -0.941977, -0.0047368, -0.0130828, -0.335389, 0.220007, 0.410523, -0.49681, -628.18, -0.195536, -0.365382, 
[2025-10-13 20:07:24.056130] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5245] 1760400444056014, 11.7129, 0.109906, -0.151784, -0.532696, -0.941977, -0.0047368, -0.0130828, -0.335389, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:24.059195] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5247] 1760400444059083, 11.716, 0.109906, -0.151784, -0.532696, -0.941977, -0.0047368, -0.0130828, -0.335389, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:24.061925] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [5248] 1760400444061814, 11.7187, 0.111776, -0.147683, -0.537448, -0.941464, -0.00462184, -0.0128849, -0.336835, 0, 0, 0, 0, 0, 0, 
