[2025-10-13 20:07:12.397634] [0x0000007fbbd047c0] [MocapTag] [0x00003710] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:07:12.699264] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [139] 1760400432699150, 0.356026, -0.00961647, -0.356763, -0.309919, -0.999734, -0.00890959, 0.0105951, 0.0184635, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.702468] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [140] 1760400432702358, 0.359234, -0.00935808, -0.35654, -0.31, -0.99975, -0.0088218, 0.0105025, 0.0176856, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.705571] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [142] 1760400432705449, 0.362325, -0.00935808, -0.35654, -0.31, -0.99975, -0.0088218, 0.0105025, 0.0176856, 0.0258387, 0.0223078, -0.00803223, 0, 0, -0.155293, 
[2025-10-13 20:07:12.708221] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [143] 1760400432708114, 0.36499, -0.00935808, -0.35654, -0.31, -0.99975, -0.0088218, 0.0105025, 0.0176856, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.710945] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [144] 1760400432710839, 0.367715, -0.00940426, -0.356608, -0.310019, -0.999744, -0.00892066, 0.0105503, 0.0178994, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.713841] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [146] 1760400432713763, 0.370639, -0.00940426, -0.356608, -0.310019, -0.999744, -0.00892066, 0.0105503, 0.0178994, -0.00461773, -0.00681649, 0, 0, 0, 0.0424713, 
[2025-10-13 20:07:12.716998] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [147] 1760400432716888, 0.373764, -0.00940426, -0.356608, -0.310019, -0.999744, -0.00892066, 0.0105503, 0.0178994, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.719748] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [148] 1760400432719639, 0.376515, -0.00941873, -0.356624, -0.310021, -0.999744, -0.00891116, 0.010552, 0.0179227, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.722704] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [149] 1760400432722598, 0.379474, -0.00941873, -0.356624, -0.310021, -0.999744, -0.00891116, 0.010552, 0.0179227, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.725444] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [151] 1760400432725332, 0.382208, -0.00941873, -0.356624, -0.310021, -0.999744, -0.00891116, 0.010552, 0.0179227, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.728213] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [152] 1760400432728107, 0.384983, -0.00941873, -0.356624, -0.310021, -0.999744, -0.00891116, 0.010552, 0.0179227, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.730988] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [153] 1760400432730879, 0.387755, -0.0094219, -0.35664, -0.310028, -0.999743, -0.00887893, 0.0105793, 0.018006, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.734533] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [155] 1760400432734412, 0.391288, -0.0094219, -0.35664, -0.310028, -0.999743, -0.00887893, 0.0105793, 0.018006, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.737147] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [156] 1760400432737036, 0.393912, -0.0094219, -0.35664, -0.310028, -0.999743, -0.00887893, 0.0105793, 0.018006, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.739703] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [157] 1760400432739596, 0.396472, -0.0094539, -0.356637, -0.309998, -0.999743, -0.00884245, 0.0105369, 0.0180219, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.744256] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [159] 1760400432744172, 0.401048, -0.0094539, -0.356637, -0.309998, -0.999743, -0.00884245, 0.0105369, 0.0180219, -0.00320001, 0, 0.00298464, 0, 0, 0, 
[2025-10-13 20:07:12.745448] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [160] 1760400432745326, 0.402202, -0.0094539, -0.356637, -0.309998, -0.999743, -0.00884245, 0.0105369, 0.0180219, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.747965] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [161] 1760400432747858, 0.404734, -0.0094539, -0.356637, -0.309998, -0.999743, -0.00884245, 0.0105369, 0.0180219, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.750577] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [162] 1760400432750466, 0.407342, -0.00948393, -0.356644, -0.309992, -0.999741, -0.00882306, 0.0105515, 0.0181424, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.753615] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [163] 1760400432753528, 0.410404, -0.00948393, -0.356644, -0.309992, -0.999741, -0.00882306, 0.0105515, 0.0181424, -0.00300339, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.756670] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [165] 1760400432756559, 0.413435, -0.00948393, -0.356644, -0.309992, -0.999741, -0.00882306, 0.0105515, 0.0181424, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.759156] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [166] 1760400432759045, 0.415921, -0.00948393, -0.356644, -0.309992, -0.999741, -0.00882306, 0.0105515, 0.0181424, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.762907] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [167] 1760400432762789, 0.419665, -0.00956517, -0.356661, -0.309968, -0.999741, -0.00876775, 0.0104534, 0.0182052, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.764979] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [169] 1760400432764865, 0.421741, -0.00956517, -0.356661, -0.309968, -0.999741, -0.00876775, 0.0104534, 0.0182052, -0.00812384, 0, 0.00248298, 0, 0, 0, 
[2025-10-13 20:07:12.767919] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [170] 1760400432767811, 0.424687, -0.00956517, -0.356661, -0.309968, -0.999741, -0.00876775, 0.0104534, 0.0182052, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.770910] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [171] 1760400432770801, 0.427677, -0.00961627, -0.356677, -0.309923, -0.999737, -0.0088861, 0.0103763, 0.0184215, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.775162] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [173] 1760400432775050, 0.431926, -0.00961627, -0.356677, -0.309923, -0.999737, -0.0088861, 0.0103763, 0.0184215, -0.00510988, 0, 0.0044662, 0, 0, 0.0431459, 
[2025-10-13 20:07:12.776375] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [174] 1760400432776269, 0.433145, -0.00961627, -0.356677, -0.309923, -0.999737, -0.0088861, 0.0103763, 0.0184215, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.779261] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [175] 1760400432779150, 0.436026, -0.00961627, -0.356677, -0.309923, -0.999737, -0.0088861, 0.0103763, 0.0184215, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.782474] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [176] 1760400432782363, 0.439239, -0.00963578, -0.356686, -0.309935, -0.999739, -0.00880437, 0.0104486, 0.0183264, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.785633] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [178] 1760400432785521, 0.442397, -0.00963578, -0.356686, -0.309935, -0.999739, -0.00880437, 0.0104486, 0.0183264, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.788337] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [179] 1760400432788231, 0.445107, -0.00963578, -0.356686, -0.309935, -0.999739, -0.00880437, 0.0104486, 0.0183264, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.791145] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [180] 1760400432791035, 0.447911, -0.00959748, -0.356667, -0.309926, -0.99974, -0.00880047, 0.0104552, 0.0182326, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.794119] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [182] 1760400432794040, 0.450916, -0.00959748, -0.356667, -0.309926, -0.99974, -0.00880047, 0.0104552, 0.0182326, 0.00383054, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.797779] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [183] 1760400432797667, 0.454543, -0.00959748, -0.356667, -0.309926, -0.99974, -0.00880047, 0.0104552, 0.0182326, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.800614] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [184] 1760400432800505, 0.457381, -0.00957895, -0.356661, -0.309922, -0.99974, -0.00881056, 0.0104755, 0.0182096, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.803502] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [185] 1760400432803391, 0.460267, -0.00957895, -0.356661, -0.309922, -0.99974, -0.00881056, 0.0104755, 0.0182096, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.806137] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [187] 1760400432806027, 0.462903, -0.00957895, -0.356661, -0.309922, -0.99974, -0.00881056, 0.0104755, 0.0182096, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.808862] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [188] 1760400432808756, 0.465632, -0.00957895, -0.356661, -0.309922, -0.99974, -0.00881056, 0.0104755, 0.0182096, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.811631] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [189] 1760400432811521, 0.468397, -0.00956401, -0.356648, -0.309931, -0.999741, -0.00882142, 0.0104879, 0.0181878, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.814973] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [191] 1760400432814855, 0.471731, -0.00956401, -0.356648, -0.309931, -0.999741, -0.00882142, 0.0104879, 0.0181878, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.817718] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [192] 1760400432817612, 0.474488, -0.00956401, -0.356648, -0.309931, -0.999741, -0.00882142, 0.0104879, 0.0181878, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.820332] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [193] 1760400432820229, 0.477105, -0.00949284, -0.356618, -0.309974, -0.999742, -0.00885671, 0.0104999, 0.0180729, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.823440] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [194] 1760400432823367, 0.480243, -0.00949284, -0.356618, -0.309974, -0.999742, -0.00885671, 0.0104999, 0.0180729, 0.00711643, 0.00298965, -0.00435144, 0, 0, 0, 
[2025-10-13 20:07:12.826027] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [196] 1760400432825915, 0.482791, -0.00949284, -0.356618, -0.309974, -0.999742, -0.00885671, 0.0104999, 0.0180729, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.828861] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [197] 1760400432828754, 0.48563, -0.00949284, -0.356618, -0.309974, -0.999742, -0.00885671, 0.0104999, 0.0180729, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.832052] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [198] 1760400432831913, 0.488789, -0.00946067, -0.356624, -0.310032, -0.999741, -0.00892596, 0.0105117, 0.0181253, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.834981] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [200] 1760400432834865, 0.491741, -0.00946067, -0.356624, -0.310032, -0.999741, -0.00892596, 0.0105117, 0.0181253, 0.003217, 0, -0.00577178, 0, 0, 0, 
[2025-10-13 20:07:12.837592] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [201] 1760400432837485, 0.494361, -0.00946067, -0.356624, -0.310032, -0.999741, -0.00892596, 0.0105117, 0.0181253, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.840334] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [202] 1760400432840227, 0.497103, -0.00949325, -0.356646, -0.31, -0.999741, -0.00885089, 0.0104766, 0.0181411, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.843276] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [203] 1760400432843158, 0.500034, -0.00949325, -0.356646, -0.31, -0.999741, -0.00885089, 0.0104766, 0.0181411, -0.00325713, -0.00217218, 0.00315759, 0, 0, 0, 
[2025-10-13 20:07:12.846533] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [205] 1760400432846421, 0.503297, -0.00949325, -0.356646, -0.31, -0.999741, -0.00885089, 0.0104766, 0.0181411, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.849404] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [206] 1760400432849287, 0.506163, -0.00949325, -0.356646, -0.31, -0.999741, -0.00885089, 0.0104766, 0.0181411, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.852156] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [207] 1760400432852046, 0.508922, -0.00964879, -0.356748, -0.309934, -0.999733, -0.00893903, 0.010548, 0.0185048, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.855180] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [209] 1760400432855064, 0.51194, -0.00964879, -0.356748, -0.309934, -0.999733, -0.00893903, 0.010548, 0.0185048, -0.0155541, -0.0101897, 0.00664677, 0, 0, 0.0724502, 
[2025-10-13 20:07:12.857836] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [210] 1760400432857729, 0.514605, -0.00964879, -0.356748, -0.309934, -0.999733, -0.00893903, 0.010548, 0.0185048, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.860579] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [211] 1760400432860475, 0.517351, -0.00963408, -0.356717, -0.309931, -0.999735, -0.00892047, 0.010602, 0.0183717, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.863486] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [213] 1760400432863428, 0.520304, -0.00963408, -0.356717, -0.309931, -0.999735, -0.00892047, 0.010602, 0.0183717, 0, 0.00311809, 0, 0, 0, 0, 
[2025-10-13 20:07:12.866148] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [214] 1760400432866036, 0.522912, -0.00963408, -0.356717, -0.309931, -0.999735, -0.00892047, 0.010602, 0.0183717, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.869005] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [215] 1760400432868894, 0.52577, -0.00963408, -0.356717, -0.309931, -0.999735, -0.00892047, 0.010602, 0.0183717, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.871697] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [216] 1760400432871588, 0.528464, -0.00942317, -0.356555, -0.310009, -0.999746, -0.00894947, 0.0105419, 0.0178225, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.874528] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [218] 1760400432874414, 0.53129, -0.00942317, -0.356555, -0.310009, -0.999746, -0.00894947, 0.0105419, 0.0178225, 0.0210913, 0.0161403, -0.0077496, 0, 0, -0.109829, 
[2025-10-13 20:07:12.878031] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [219] 1760400432877923, 0.534799, -0.00942317, -0.356555, -0.310009, -0.999746, -0.00894947, 0.0105419, 0.0178225, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.882101] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [220] 1760400432881992, 0.538868, -0.00948743, -0.356569, -0.309954, -0.999744, -0.00888474, 0.0105536, 0.0179148, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.885157] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [222] 1760400432885046, 0.541922, -0.00948743, -0.356569, -0.309954, -0.999744, -0.00888474, 0.0105536, 0.0179148, -0.00642643, 0, 0.00548853, 0, 0, 0, 
[2025-10-13 20:07:12.886214] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [223] 1760400432886111, 0.542987, -0.00948743, -0.356569, -0.309954, -0.999744, -0.00888474, 0.0105536, 0.0179148, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.889077] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [224] 1760400432888975, 0.545851, -0.00948743, -0.356569, -0.309954, -0.999744, -0.00888474, 0.0105536, 0.0179148, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.891778] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [225] 1760400432891668, 0.548544, -0.009648, -0.356711, -0.309921, -0.999736, -0.00889065, 0.0105824, 0.0183546, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.894969] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [227] 1760400432894856, 0.551732, -0.009648, -0.356711, -0.309921, -0.999736, -0.00889065, 0.0105824, 0.0183546, -0.0160566, -0.0142197, 0.00329457, 0, 0, 0.0879228, 
[2025-10-13 20:07:12.898288] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [228] 1760400432898179, 0.555055, -0.009648, -0.356711, -0.309921, -0.999736, -0.00889065, 0.0105824, 0.0183546, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.900215] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [229] 1760400432900108, 0.556984, -0.00942279, -0.356569, -0.310013, -0.999745, -0.00887423, 0.010493, 0.017921, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.903091] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [230] 1760400432903006, 0.559882, -0.00942279, -0.356569, -0.310013, -0.999745, -0.00887423, 0.010493, 0.017921, 0.0225208, 0.0142241, -0.00915543, 0, 0, -0.0865601, 
[2025-10-13 20:07:12.905808] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [232] 1760400432905698, 0.562574, -0.00942279, -0.356569, -0.310013, -0.999745, -0.00887423, 0.010493, 0.017921, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.908754] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [233] 1760400432908645, 0.565521, -0.00942279, -0.356569, -0.310013, -0.999745, -0.00887423, 0.010493, 0.017921, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.911906] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [234] 1760400432911796, 0.568672, -0.00945391, -0.356616, -0.309998, -0.999742, -0.00884795, 0.0105076, 0.018065, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.915005] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [236] 1760400432914892, 0.571768, -0.00945391, -0.356616, -0.309998, -0.999742, -0.00884795, 0.0105076, 0.018065, -0.00311215, -0.00475684, 0, 0, 0, 0, 
[2025-10-13 20:07:12.917591] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [237] 1760400432917486, 0.574362, -0.00945391, -0.356616, -0.309998, -0.999742, -0.00884795, 0.0105076, 0.018065, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.920397] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [238] 1760400432920288, 0.577164, -0.00960294, -0.356726, -0.309929, -0.999735, -0.00881863, 0.0105268, 0.0184572, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.923184] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [239] 1760400432923072, 0.579948, -0.00960294, -0.356726, -0.309929, -0.999735, -0.00881863, 0.0105268, 0.0184572, -0.0149025, -0.0110021, 0.0069445, 0, 0, 0.0784911, 
[2025-10-13 20:07:12.925796] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [241] 1760400432925684, 0.58256, -0.00960294, -0.356726, -0.309929, -0.999735, -0.00881863, 0.0105268, 0.0184572, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.928864] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [242] 1760400432928756, 0.585632, -0.00960294, -0.356726, -0.309929, -0.999735, -0.00881863, 0.0105268, 0.0184572, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.931658] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [243] 1760400432931538, 0.588414, -0.00963028, -0.356758, -0.309927, -0.999732, -0.00890404, 0.010565, 0.0185883, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.934559] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [245] 1760400432934445, 0.591321, -0.00963028, -0.356758, -0.309927, -0.999732, -0.00890404, 0.010565, 0.0185883, -0.00273458, -0.00318766, 0, 0, 0, 0, 
[2025-10-13 20:07:12.937153] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [246] 1760400432937037, 0.593913, -0.00963028, -0.356758, -0.309927, -0.999732, -0.00890404, 0.010565, 0.0185883, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.940272] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [247] 1760400432940163, 0.597039, -0.00937425, -0.356589, -0.310014, -0.999744, -0.00886405, 0.0105781, 0.0179172, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.943506] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [248] 1760400432943428, 0.600304, -0.00937425, -0.356589, -0.310014, -0.999744, -0.00886405, 0.0105781, 0.0179172, 0.0256033, 0.016875, -0.00872257, 0, 0, -0.134189, 
[2025-10-13 20:07:12.946022] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [250] 1760400432945912, 0.602788, -0.00937425, -0.356589, -0.310014, -0.999744, -0.00886405, 0.0105781, 0.0179172, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.948862] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [251] 1760400432948756, 0.605632, -0.00937425, -0.356589, -0.310014, -0.999744, -0.00886405, 0.0105781, 0.0179172, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.951594] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [252] 1760400432951487, 0.608363, -0.00938351, -0.356601, -0.310015, -0.999743, -0.0089071, 0.0106421, 0.0179472, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.955150] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [254] 1760400432955039, 0.611915, -0.00938351, -0.356601, -0.310015, -0.999743, -0.0089071, 0.0106421, 0.0179472, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.957843] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [255] 1760400432957740, 0.614616, -0.00938351, -0.356601, -0.310015, -0.999743, -0.0089071, 0.0106421, 0.0179472, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.960648] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [256] 1760400432960539, 0.617415, -0.00944229, -0.356596, -0.309972, -0.999743, -0.00884658, 0.0105716, 0.0179782, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.964442] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [258] 1760400432964326, 0.621202, -0.00944229, -0.356596, -0.309972, -0.999743, -0.00884658, 0.0105716, 0.0179782, -0.00587767, 0, 0.0043418, 0, 0, 0, 
[2025-10-13 20:07:12.966143] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [259] 1760400432966033, 0.622909, -0.00944229, -0.356596, -0.309972, -0.999743, -0.00884658, 0.0105716, 0.0179782, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.969468] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [260] 1760400432969364, 0.62624, -0.00944229, -0.356596, -0.309972, -0.999743, -0.00884658, 0.0105716, 0.0179782, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.972126] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [261] 1760400432972009, 0.628885, -0.00966054, -0.356738, -0.309893, -0.999733, -0.00888351, 0.0105963, 0.0185077, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.974930] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [263] 1760400432974816, 0.631692, -0.00966054, -0.356738, -0.309893, -0.999733, -0.00888351, 0.0105963, 0.0185077, -0.021825, -0.0142121, 0.00791548, 0, 0, 0.105808, 
[2025-10-13 20:07:12.977594] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [264] 1760400432977489, 0.634365, -0.00966054, -0.356738, -0.309893, -0.999733, -0.00888351, 0.0105963, 0.0185077, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.980415] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [265] 1760400432980305, 0.637181, -0.00961855, -0.356724, -0.309934, -0.999734, -0.00892646, 0.0106046, 0.0184428, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.983243] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [266] 1760400432983136, 0.640012, -0.00961855, -0.356724, -0.309934, -0.999734, -0.00892646, 0.0106046, 0.0184428, 0.00419907, 0, -0.00412629, 0, 0, 0, 
[2025-10-13 20:07:12.986169] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [268] 1760400432986056, 0.642932, -0.00961855, -0.356724, -0.309934, -0.999734, -0.00892646, 0.0106046, 0.0184428, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.990212] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [269] 1760400432990108, 0.646984, -0.00961855, -0.356724, -0.309934, -0.999734, -0.00892646, 0.0106046, 0.0184428, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.991768] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [270] 1760400432991652, 0.648528, -0.00961573, -0.356752, -0.309942, -0.999732, -0.0089203, 0.0106227, 0.0185113, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:07:12.994816] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [272] 1760400432994704, 0.65158, -0.00961573, -0.356752, -0.309942, -0.999732, -0.0089203, 0.0106227, 0.0185113, 0, -0.00280553, 0, 0, 0, 0, 
[2025-10-13 20:07:12.997500] [0x0000007faaffc9a0] [MocapTag] [0x00003710] [273] 1760400432997393, 0.654269, -0.00961573, -0.356752, -0.309942, -0.999732, -0.0089203, 0.0106227, 0.0185113, 0, 0, 0, 0, 0, 0, 
