[2024-06-13 11:56:33.143795] [0x0000007f887dd010] [LogDataTag] [0x00000af8] [1] Initial timestamp, Current time [s], User-defined position x [m], User-defined position y [m], User-defined position z [m], User-defined velocity x [m/s], User-defined velocity y [m/s], User-defined velocity z [m/s], User-defined acceleration x [m/s^2], User-defined acceleration y [m/s^2], User-defined acceleration z [m/s^2], User-defined yaw [rad], User-defined yaw_dot [rad/s], User-defined yaw_dot_dot [rad/s^2], Odometry time [s], Position x [m], Position y [m], Position z [m], Quaternion q0 [-], Quaternion q1 [-], Quaternion q2 [-], Quaternion q3 [-], Velocity x [m/s], Velocity y [m/s], Velocity z [m/s], Angular velocity x [rad/s], Angular velocity y [rad/s], Angular velocity z [rad/s], Roll [rad], Pitch [rad], Yaw [rad], Algorithm execution time [us], Mu translational raw x [N], Mu translational raw y [N], Mu translational raw z [N], Mu translational x [N], Mu translational y [N], Mu translational z [N], U control input U1 [N], U control input U2 [Nm], U control input U3 [Nm], U control input U4 [Nm], Roll reference [rad], Pitch reference [rad], Roll_dot reference [rad/s], Pitch_dot reference [rad/s], Roll_dot_dot reference [rad/s^2], Pitch_dot_dot reference [rad/s^2], Roll_dot [rad/s], Pitch_dot [rad/s], Yaw_dot [rad/s], Thrust motors QUADCOPTER T1 [N], Thrust motors QUADCOPTER T2 [N], Thrust motors QUADCOPTER T3 [N], Thrust motors QUADCOPTER T4 [N], Thrust motors normalized QUADCOPTER T1 [-], Thrust motors normalized QUADCOPTER T2 [-], Thrust motors normalized QUADCOPTER T3 [-], Thrust motors normalized QUADCOPTER T4 [-], Thrust motors X8COPTER T1 [N], Thrust motors X8COPTER T2 [N], Thrust motors X8COPTER T3 [N], Thrust motors X8COPTER T4 [N], Thrust motors X8COPTER T5 [N], Thrust motors X8COPTER T6 [N], Thrust motors X8COPTER T7 [N], Thrust motors X8COPTER T8 [N], Thrust motors normalized X8COPTER T1 [-], Thrust motors normalized X8COPTER T2 [-], Thrust motors normalized X8COPTER T3 [-], Thrust motors normalized X8COPTER T4 [-], Thrust motors normalized X8COPTER T5 [-], Thrust motors normalized X8COPTER T6 [-], Thrust motors normalized X8COPTER T7 [-], Thrust motors normalized X8COPTER T8 [-], Roll error [rad], Pitch error [rad], Yaw error [rad], Outer loop Proportional term x [-], Outer loop Proportional term y [-], Outer loop Proportional term z [-], Outer loop Integral term x [-], Outer loop Integral term y [-], Outer loop Integral term z [-], Outer loop Derivative term x [-], Outer loop Derivative term y [-], Outer loop Derivative term z [-], Outer loop Dynamic Inversion term x [-], Outer loop Dynamic Inversion term y [-], Outer loop Dynamic Inversion term z [-], Inner loop Proportional term x [-], Inner loop Proportional term y [-], Inner loop Proportional term z [-], Inner loop Integral term x [-], Inner loop Integral term y [-], Inner loop Integral term z [-], Inner loop Derivative term x [-], Inner loop Derivative term y [-], Inner loop Derivative term z [-], Inner loop Dynamic Inversion term x [-], Inner loop Dynamic Inversion term y [-], Inner loop Dynamic Inversion term z [-], 
[2024-06-13 11:57:04.875249] [0x0000007f820829a0] [LogDataTag] [0x00000af8] [14364] 1718294193138008, 31.7345, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.60614, 0, 0, 1.8445e+13, -0.0127687, -0.0196409, 0.00885484, -0.949061, 0.0115628, 0.0138599, 0.314576, 0.0134208, -0.0588108, 0.0294214, 0.0221118, -0.0976199, 0.00314381, -0.0132356, -0.0335889, -0.639906, 1728, -0.985363, 0.128907, -25.4143, -1.72037, -0.149147, -25.375, 25.4337, 0.0104268, 0.135221, -0.00399749, -0.00586419, 0.0676942, -0.0640588, 0.0180605, 0.88365, -0.198413, 0.0219628, -0.0975697, 0.00443805, 0, 0, 0, 0, 0, 0, 0, 0, 3.30901, 3.43301, 2.94948, 3.02535, 3.33307, 3.40895, 2.92542, 3.04941, 0.436956, 0.448072, 0.403965, 0.411026, 0.439123, 0.445925, 0.401714, 0.413254, -0.00737137, -0.101283, -0.0337659, 0.0893806, 0.176768, -0.0796935, -0.508645, -0.756548, -3.05605, -0.0939456, 0.646919, -0.294214, -0, -0, -18.8288, 0.294855, 4.05132, 0.337659, 0.132438, 1.13161, -0.550571, -0.860216, 1.1563, -0.0088761, 4.023e-06, 9.51874e-07, 1.26146e-06, 
[2024-06-13 11:57:04.883636] [0x0000007f810809a0] [LogDataTag] [0x00000af8] [14368] 1718294193138008, 31.7441, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.60614, 0, 0, 1.8445e+13, -0.012557, -0.0197775, 0.0090352, -0.949052, 0.0116004, 0.0141398, 0.314587, 0.0147401, -0.0571102, 0.0353758, 0.0460035, -0.0656521, 0.0138806, -0.0131304, -0.0341442, -0.63993, 1037, -1.00558, 0.0970553, -25.5333, -1.7357, -0.187902, -25.4935, 25.5533, 0.00282251, 0.128388, -0.00395871, -0.00735341, 0.0679792, -0.0436602, 0.0130082, 0.642925, -0.172605, 0.0455, -0.0654642, 0.01475, 0, 0, 0, 0, 0, 0, 0, 0, 3.32352, 3.429, 2.96582, 3.05828, 3.33004, 3.42249, 2.95931, 3.06479, 0.438263, 0.447715, 0.405491, 0.414073, 0.438849, 0.447134, 0.404883, 0.414675, -0.00577701, -0.102123, -0.0337901, 0.0878991, 0.177998, -0.0813168, -0.508455, -0.75566, -3.05686, -0.103181, 0.628212, -0.353758, -0, -0, -18.8288, 0.23108, 4.08493, 0.337901, 0.132533, 1.13314, -0.548544, -0.891601, 0.784723, -0.0295, 8.41077e-06, 6.15065e-06, 1.21596e-06, 
[2024-06-13 11:57:04.893671] [0x0000007f887dd010] [LogDataTag] [0x00000af8] [14373] 1718294193138008, 31.7541, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.60614, 0, 0, 1.8445e+13, -0.0123377, -0.0199016, 0.00927305, -0.949043, 0.0115576, 0.0146136, 0.314596, 0.0134912, -0.058141, 0.0337889, 0.00340647, -0.0928723, -0.00244903, -0.0127507, -0.0350169, -0.639953, 1070, -0.99138, 0.122686, -25.5085, -1.76099, -0.168904, -25.4667, 25.5281, 0.0198293, 0.139616, -0.00415615, -0.00661646, 0.0690388, -0.0215721, 0.0120353, 0.737786, -0.00564048, 0.00345077, -0.092896, -0.00126544, 0, 0, 0, 0, 0, 0, 0, 0, 3.31421, 3.46387, 2.9639, 3.02205, 3.35997, 3.41811, 2.91815, 3.0678, 0.437424, 0.450819, 0.405311, 0.41072, 0.441539, 0.446743, 0.401033, 0.414953, -0.00613428, -0.104056, -0.0338128, 0.0863636, 0.179114, -0.0834575, -0.508269, -0.754766, -3.05769, -0.0944384, 0.639551, -0.337889, -0, -0, -18.8288, 0.245371, 4.16223, 0.338128, 0.132622, 1.13469, -0.546516, -0.250229, 1.04931, 0.00253089, -9.69728e-07, -4.89105e-08, 5.05951e-07, 
[2024-06-13 11:57:04.903831] [0x0000007f818819a0] [LogDataTag] [0x00000af8] [14378] 1718294193138008, 31.7642, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.60614, 0, 0, 1.8445e+13, -0.0117849, -0.0201651, 0.00994369, -0.949007, 0.0114198, 0.0156946, 0.314657, 0.0110743, -0.056459, 0.0396282, 0.0691864, -0.109379, 0.0060344, -0.0118065, -0.0369836, -0.640098, 1191, -0.965982, 0.0934498, -25.6339, -1.77782, -0.1999, -25.5898, 25.6523, -0.00204617, 0.145019, -0.0034046, -0.00779276, 0.0693623, -0.00573235, 0.0125898, 0.354868, -0.0236686, 0.0689153, -0.1093, 0.00733034, 0, 0, 0, 0, 0, 0, 0, 0, 3.37203, 3.45243, 2.95592, 3.04575, 3.36731, 3.45715, 2.96064, 3.04103, 0.442621, 0.449801, 0.404566, 0.412915, 0.442198, 0.450221, 0.405007, 0.412479, -0.00401377, -0.106346, -0.033958, 0.0824944, 0.181486, -0.0894932, -0.50809, -0.753863, -3.05856, -0.0775203, 0.621049, -0.396282, -0, -0, -18.8288, 0.160551, 4.25384, 0.33958, 0.132693, 1.13627, -0.544481, -0.746477, 1.2189, -0.0146607, 1.1541e-05, 7.55831e-06, 4.68003e-06, 
[2024-06-13 11:57:04.913828] [0x0000007f818819a0] [LogDataTag] [0x00000af8] [14382] 1718294193138008, 31.7742, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.60614, 0, 0, 1.8445e+13, -0.0117849, -0.0201651, 0.00994369, -0.949007, 0.0114198, 0.0156946, 0.314657, 0.0110743, -0.056459, 0.0396282, 0.0691864, -0.109379, 0.0060344, -0.0118065, -0.0369836, -0.640098, 1166, -0.965642, 0.095192, -25.6356, -1.77865, -0.19828, -25.5915, 25.654, -0.00227565, 0.143504, -0.00336203, -0.0077291, 0.0693901, 0.00415903, 0.0114283, 0.243316, -0.0835854, 0.0689153, -0.1093, 0.00733034, 0, 0, 0, 0, 0, 0, 0, 0, 3.37089, 3.44969, 2.95855, 3.04785, 3.36564, 3.45494, 2.9638, 3.0426, 0.442519, 0.449558, 0.404812, 0.413109, 0.442048, 0.450025, 0.405302, 0.412624, -0.00407744, -0.106374, -0.033958, 0.0824944, 0.181486, -0.0894932, -0.507913, -0.752956, -3.05946, -0.0775203, 0.621049, -0.396282, -0, -0, -18.8288, 0.163097, 4.25495, 0.33958, 0.132753, 1.13787, -0.542444, -0.647563, 1.20728, -0.0146607, 1.1541e-05, 7.55831e-06, 4.68003e-06, 
[2024-06-13 11:57:04.923620] [0x0000007f818819a0] [LogDataTag] [0x00000af8] [14387] 1718294193138008, 31.7841, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.60614, 0, 0, 1.8445e+13, -0.0116418, -0.0202475, 0.0101217, -0.948978, 0.0115377, 0.0159208, 0.31473, 0.00434483, -0.0585186, 0.0267906, -0.0149784, -0.0284236, -0.00666589, -0.0118853, -0.0374883, -0.640249, 1045, -0.876784, 0.141863, -25.3939, -1.73908, -0.108748, -25.3497, 25.4095, 0.0338764, 0.120187, -0.0044726, -0.00427983, 0.0684964, 0.0244127, 0.00494975, 0.655838, -0.254912, -0.0147411, -0.0285008, -0.00633205, 0, 0, 0, 0, 0, 0, 0, 0, 3.25167, 3.44165, 2.98889, 3.02253, 3.32984, 3.36348, 2.91072, 3.1007, 0.431771, 0.448842, 0.407639, 0.410765, 0.438831, 0.441855, 0.400336, 0.417985, -0.00760543, -0.105985, -0.0341091, 0.0814929, 0.182228, -0.0910951, -0.507737, -0.752046, -3.06036, -0.0304138, 0.643705, -0.267906, -0, -0, -18.8288, 0.304217, 4.23939, 0.341091, 0.132849, 1.13946, -0.5404, 0.391538, 0.334505, 0.0126641, -1.53511e-06, 8.33173e-07, -1.03253e-07, 
[2024-06-13 11:57:04.933709] [0x0000007f820829a0] [LogDataTag] [0x00000af8] [14391] 1718294193138008, 31.7941, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.60614, 0, 0, 1.8445e+13, -0.0114356, -0.0204412, 0.0103446, -0.948956, 0.0116156, 0.0164606, 0.314765, 0.000263562, -0.0568641, 0.0198926, -0.0118641, -0.0197404, -0.00365402, -0.0116918, -0.0385627, -0.640327, 1127, -0.824372, 0.112025, -25.2671, -1.70158, -0.107802, -25.2233, 25.2808, 0.0265917, 0.112567, -0.00420076, -0.00426419, 0.0673587, 0.0422469, -0.0012989, 0.193681, -0.450434, -0.0117321, -0.0197818, -0.00342552, 0, 0, 0, 0, 0, 0, 0, 0, 3.23658, 3.40296, 2.97861, 3.02227, 3.29794, 3.3416, 2.91725, 3.08362, 0.430402, 0.445389, 0.406682, 0.41074, 0.435957, 0.439889, 0.400948, 0.416412, -0.00742765, -0.105921, -0.0341868, 0.0800489, 0.183971, -0.0931016, -0.507564, -0.75113, -3.06128, -0.00184494, 0.625505, -0.198926, -0, -0, -18.8288, 0.297106, 4.23685, 0.341868, 0.132964, 1.14106, -0.538352, 0.53979, 0.184829, 0.00685104, -6.56278e-07, 4.11003e-07, -8.95467e-08, 
[2024-06-13 11:57:04.943528] [0x0000007f810809a0] [LogDataTag] [0x00000af8] [14395] 1718294193138008, 31.8041, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.60614, 0, 0, 1.8445e+13, -0.0113733, -0.0205064, 0.0103941, -0.948946, 0.0115805, 0.0167555, 0.31478, -0.00194848, -0.0631792, 0.0225517, -0.00523269, -0.072664, -0.00261078, -0.0114389, -0.0391007, -0.640364, 970, -0.79515, 0.248295, -25.3208, -1.77518, 0.0130916, -25.2723, 25.3345, 0.0436324, 0.140719, -0.00496056, 0.000516751, 0.0701269, 0.0655743, 0.000594859, 0.595223, 0.146356, -0.00516308, -0.0726891, -0.00178079, 0, 0, 0, 0, 0, 0, 0, 0, 3.25407, 3.47876, 2.95555, 2.97889, 3.35475, 3.37808, 2.85487, 3.07956, 0.431989, 0.452142, 0.404532, 0.406708, 0.44107, 0.443163, 0.395081, 0.416038, -0.0119557, -0.109228, -0.0342236, 0.0796133, 0.184557, -0.0935469, -0.507393, -0.750209, -3.06222, 0.0136394, 0.694972, -0.225517, -0, -0, -18.8288, 0.478226, 4.36911, 0.342236, 0.133122, 1.14269, -0.5363, 0.707374, 0.73284, 0.00356158, -1.4659e-06, 1.07037e-07, -4.10506e-08, 
[2024-06-13 11:57:04.954047] [0x0000007f810809a0] [LogDataTag] [0x00000af8] [14400] 1718294193138008, 31.8141, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.60614, 0, 0, 1.8445e+13, -0.011338, -0.0205693, 0.010375, -0.948937, 0.0117044, 0.0167978, 0.3148, -0.00391909, -0.0574711, 0.0164416, 0.00531668, -0.0151875, 0.00242211, -0.0116468, -0.0392593, -0.640401, 1342, -0.768814, 0.130602, -25.205, -1.68326, -0.0616256, -25.1607, 25.217, 0.0133636, 0.110115, -0.00373289, -0.00244381, 0.0668006, 0.0663767, -0.00914003, -0.532089, -0.446066, 0.0052146, -0.0151583, 0.00260083, 0, 0, 0, 0, 0, 0, 0, 0, 3.24624, 3.3704, 2.9647, 3.02718, 3.27707, 3.33956, 2.93386, 3.05802, 0.431279, 0.442475, 0.405386, 0.411196, 0.434072, 0.439706, 0.402504, 0.41405, -0.00920296, -0.10606, -0.0342614, 0.0793657, 0.185124, -0.0933747, -0.507223, -0.749284, -3.06315, 0.0274337, 0.632182, -0.164416, -0, -0, -18.8288, 0.368118, 4.2424, 0.342614, 0.133273, 1.1443, -0.534245, 0.611621, 0.0601827, -0.00520166, 2.98449e-07, 1.07821e-07, 2.09626e-08, 
[2024-06-13 11:57:04.963625] [0x0000007f820829a0] [LogDataTag] [0x00000af8] [14404] 1718294193138008, 31.8241, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.60614, 0, 0, 1.8445e+13, -0.0113333, -0.0205884, 0.0103784, -0.948926, 0.0117514, 0.0170211, 0.314819, -0.00977748, -0.0597675, 0.0191583, -0.0455521, -0.049934, -0.0087636, -0.0115946, -0.0397131, -0.640444, 1073, -0.689813, 0.181211, -25.259, -1.66372, 0.0254462, -25.2142, 25.2691, 0.0358427, 0.116517, -0.004338, 0.00100701, 0.065888, 0.0629914, -0.0245156, -0.147991, -0.333467, -0.0452269, -0.0500323, -0.00819052, 0, 0, 0, 0, 0, 0, 0, 0, 3.22832, 3.41948, 2.98049, 3.00624, 3.31103, 3.33677, 2.89779, 3.08894, 0.429653, 0.446865, 0.406858, 0.409252, 0.437138, 0.439456, 0.399122, 0.416902, -0.0126016, -0.105601, -0.0343043, 0.0793334, 0.185296, -0.0934058, -0.507053, -0.748358, -3.06409, 0.0684423, 0.657443, -0.191583, -0, -0, -18.8288, 0.504065, 4.22404, 0.343043, 0.133445, 1.14588, -0.532188, 1.08218, 0.255167, 0.016381, -4.83654e-06, 4.61338e-06, -1.14679e-06, 
[2024-06-13 11:57:04.973568] [0x0000007f820829a0] [LogDataTag] [0x00000af8] [14408] 1718294193138008, 31.8341, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.60614, 0, 0, 1.8445e+13, -0.0113333, -0.0205884, 0.0103784, -0.948926, 0.0117514, 0.0170211, 0.314819, -0.00977748, -0.0597675, 0.0191583, -0.0455521, -0.049934, -0.0087636, -0.0115946, -0.0397131, -0.640444, 985, -0.689486, 0.18299, -25.2608, -1.66459, 0.0270878, -25.216, 25.2709, 0.0275259, 0.121549, -0.00393629, 0.0010719, 0.0659179, 0.0562738, -0.0323287, -0.449504, -0.0297345, -0.0452269, -0.0500323, -0.00819052, 0, 0, 0, 0, 0, 0, 0, 0, 3.2503, 3.41222, 2.969, 3.0039, 3.31382, 3.34871, 2.90549, 3.06741, 0.431647, 0.446217, 0.405787, 0.409035, 0.437389, 0.440528, 0.399845, 0.414917, -0.0126665, -0.105631, -0.0343043, 0.0793334, 0.185296, -0.0934058, -0.506883, -0.747431, -3.06502, 0.0684423, 0.657443, -0.191583, -0, -0, -18.8288, 0.506661, 4.22524, 0.343043, 0.133634, 1.14747, -0.53013, 1.01501, 0.177035, 0.016381, -4.83654e-06, 4.61338e-06, -1.14679e-06, 
[2024-06-13 11:57:04.983492] [0x0000007f810809a0] [LogDataTag] [0x00000af8] [14412] 1718294193138008, 31.8441, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.60614, 0, 0, 1.8445e+13, -0.0114704, -0.0206047, 0.0102655, -0.948889, 0.0119526, 0.0170514, 0.314922, -0.0138457, -0.0548191, 0.0224379, 0.0382116, 0.00135415, 0.00866509, -0.0119534, -0.0398987, -0.640655, 968, -0.632638, 0.0805396, -25.3236, -1.565, -0.0113589, -25.2832, 25.3316, -0.00566545, 0.0936509, -0.00295103, -0.000448409, 0.0618197, 0.0352904, -0.0484618, -0.825225, -0.465836, 0.0378664, 0.00145763, 0.00865517, 0, 0, 0, 0, 0, 0, 0, 0, 3.26894, 3.32964, 2.99019, 3.07704, 3.25586, 3.34271, 3.00326, 3.06397, 0.433335, 0.438814, 0.407761, 0.415805, 0.432151, 0.439989, 0.408976, 0.414599, -0.011505, -0.101718, -0.0345153, 0.0802931, 0.185442, -0.0923898, -0.506712, -0.746504, -3.06595, 0.0969197, 0.60301, -0.224379, -0, -0, -18.8288, 0.460201, 4.06873, 0.345153, 0.133812, 1.14901, -0.528063, -0.0257595, -0.499194, -0.0173103, -1.19088e-07, 3.56588e-06, -3.21051e-08, 
[2024-06-13 11:57:04.993671] [0x0000007f818819a0] [LogDataTag] [0x00000af8] [14417] 1718294193138008, 31.8541, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.60614, 0, 0, 1.8445e+13, -0.0115502, -0.0205909, 0.0102625, -0.948866, 0.0122065, 0.017072, 0.314982, -0.0154064, -0.0547717, 0.0179695, -0.0850771, 0.00262963, -0.00861185, -0.0124202, -0.0400986, -0.640772, 1096, -0.610257, 0.0810809, -25.2395, -1.54904, 0.0131516, -25.1994, 25.247, 0.0260104, 0.100176, -0.00373877, 0.000520918, 0.0613939, 0.0153069, -0.0606128, -0.513062, -0.02982, -0.0847303, 0.00252247, -0.0086508, 0, 0, 0, 0, 0, 0, 0, 0, 3.22122, 3.37471, 2.99706, 3.03051, 3.28124, 3.31469, 2.93704, 3.09053, 0.429007, 0.442861, 0.4084, 0.411504, 0.434449, 0.437468, 0.402802, 0.417048, -0.0129411, -0.101492, -0.0346322, 0.0808514, 0.185318, -0.0923627, -0.506539, -0.745578, -3.06687, 0.107845, 0.602489, -0.179695, -0, -0, -18.8288, 0.517645, 4.0597, 0.346322, 0.133998, 1.15053, -0.525987, 1.00037, -0.631353, 0.0173016, 3.6194e-07, 1.20063e-05, 9.0483e-08, 
[2024-06-13 11:57:05.003573] [0x0000007f818819a0] [LogDataTag] [0x00000af8] [14422] 1718294193138008, 31.8641, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.60614, 0, 0, 1.8445e+13, -0.0115502, -0.0205909, 0.0102625, -0.948866, 0.0122065, 0.017072, 0.314982, -0.0154064, -0.0547717, 0.0179695, -0.0850771, 0.00262963, -0.00861185, -0.0124202, -0.0400986, -0.640772, 1028, -0.609925, 0.0828599, -25.2413, -1.54991, 0.0147981, -25.2012, 25.2488, 0.0262218, 0.10917, -0.00371246, 0.000586092, 0.061424, 0.00092596, -0.0586386, -0.362538, 0.356151, -0.0847303, 0.00252247, -0.0086508, 0, 0, 0, 0, 0, 0, 0, 0, 3.23429, 3.3876, 2.9851, 3.0174, 3.29479, 3.3271, 2.92459, 3.07791, 0.430194, 0.444016, 0.407287, 0.410289, 0.435673, 0.438585, 0.401637, 0.415885, -0.0130063, -0.101523, -0.0346322, 0.0808514, 0.185318, -0.0923627, -0.506366, -0.744651, -3.06779, 0.107845, 0.602489, -0.179695, -0, -0, -18.8288, 0.520252, 4.0609, 0.346322, 0.134193, 1.15206, -0.523909, 0.856563, -0.611611, 0.0173016, 3.6194e-07, 1.20063e-05, 9.0483e-08, 
[2024-06-13 11:57:05.013651] [0x0000007f810809a0] [LogDataTag] [0x00000af8] [14426] 1718294193138008, 31.8741, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.60614, 0, 0, 1.8445e+13, -0.0117641, -0.0204982, 0.0102826, -0.948843, 0.0123325, 0.0169364, 0.315052, -0.0174681, -0.050544, 0.0187202, -0.0744877, 0.0355733, -0.00676056, -0.012742, -0.0399214, -0.640913, 1040, -0.579005, -0.00625875, -25.2578, -1.46805, -0.0298546, -25.2217, 25.2645, 0.0159243, 0.0915391, -0.0032501, -0.00118168, 0.0581402, -0.0162366, -0.0598941, -0.481551, 0.0346194, -0.0741996, 0.0354843, -0.00721903, 0, 0, 0, 0, 0, 0, 0, 0, 3.2289, 3.3469, 3.00596, 3.05047, 3.26564, 3.31015, 2.96922, 3.08722, 0.429705, 0.440365, 0.409227, 0.413352, 0.433037, 0.437058, 0.405807, 0.416743, -0.0115604, -0.0980616, -0.0347734, 0.0823486, 0.184484, -0.0925432, -0.50619, -0.743727, -3.06872, 0.122276, 0.555984, -0.187202, -0, -0, -18.8288, 0.462414, 3.92246, 0.347734, 0.134373, 1.15355, -0.521826, 0.57963, -0.953784, 0.0144381, 4.08181e-06, 8.84855e-06, 1.58676e-06, 
[2024-06-13 11:57:05.023527] [0x0000007f820829a0] [LogDataTag] [0x00000af8] [14431] 1718294193138008, 31.8841, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.60614, 0, 0, 1.8445e+13, -0.0118715, -0.020432, 0.0103, -0.948843, 0.0121916, 0.0169866, 0.315056, -0.0165941, -0.0455457, 0.0282412, 0.0255035, -0.0348458, 0.00799031, -0.0124426, -0.0399279, -0.640929, 976, -0.588968, -0.1112, -25.4427, -1.42087, -0.125152, -25.4098, 25.4498, -0.0227514, 0.103517, -0.00200814, -0.00491763, 0.0558602, -0.0438505, -0.0656404, -0.753809, 0.0230607, 0.025167, -0.0347437, 0.00842997, 0, 0, 0, 0, 0, 0, 0, 0, 3.3292, 3.3269, 2.98304, 3.08574, 3.2767, 3.3794, 3.03554, 3.03324, 0.438774, 0.438567, 0.407095, 0.416607, 0.434038, 0.443282, 0.41197, 0.411757, -0.007525, -0.0957881, -0.0347888, 0.0831002, 0.183888, -0.0927001, -0.506013, -0.742807, -3.06965, 0.116159, 0.501002, -0.282412, -0, -0, -18.8288, 0.301, 3.83152, 0.347888, 0.134505, 1.15499, -0.519739, -0.690174, -0.308967, -0.0168599, 2.53501e-06, 1.93493e-06, 3.47023e-07, 
[2024-06-13 11:57:05.033566] [0x0000007f818819a0] [LogDataTag] [0x00000af8] [14435] 1718294193138008, 31.8941, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.60614, 0, 0, 1.8445e+13, -0.0120021, -0.0203294, 0.0103043, -0.948829, 0.0123418, 0.016799, 0.315101, -0.0191711, -0.0432283, 0.0185431, -0.0328583, 0.0523886, -0.000577335, -0.0128441, -0.039667, -0.641016, 1010, -0.552232, -0.160156, -25.2584, -1.34822, -0.134585, -25.2285, 25.2649, -0.00187267, 0.0804658, -0.00257563, -0.00532697, 0.0533895, -0.0639718, -0.072216, -0.212478, 0.0213658, -0.0328087, 0.0523768, -0.00125114, 0, 0, 0, 0, 0, 0, 0, 0, 3.24221, 3.30228, 3.00962, 3.07833, 3.23789, 3.3066, 3.01394, 3.07401, 0.430914, 0.436349, 0.409567, 0.415925, 0.430521, 0.436738, 0.409968, 0.415526, -0.00751718, -0.0930565, -0.0348761, 0.0840146, 0.182964, -0.0927387, -0.505833, -0.74189, -3.07057, 0.134198, 0.475512, -0.185431, -0, -0, -18.8288, 0.300687, 3.72226, 0.348761, 0.134618, 1.1564, -0.517648, -0.311631, -1.24593, 0.00250228, 1.92072e-06, 1.21774e-06, 1.18467e-06, 
[2024-06-13 11:57:05.044053] [0x0000007f887dd010] [LogDataTag] [0x00000af8] [14440] 1718294193138008, 31.9042, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.60614, 0, 0, 1.8445e+13, -0.0121272, -0.0201906, 0.0102957, -0.94883, 0.0121706, 0.0167761, 0.315107, -0.0173605, -0.0428236, 0.0236745, 0.00221799, -0.0047871, 0.00756201, -0.0125333, -0.0395158, -0.641034, 1302, -0.574538, -0.169351, -25.3585, -1.36072, -0.161891, -25.3285, 25.3656, -0.00541734, 0.10467, -0.00266373, -0.00638237, 0.0536713, -0.0712717, -0.0673148, 0.106021, 0.49422, 0.00191666, -0.00469195, 0.00762736, 0, 0, 0, 0, 0, 0, 0, 0, 3.29212, 3.34621, 2.98269, 3.06178, 3.27962, 3.35871, 2.99519, 3.04928, 0.435431, 0.440304, 0.407062, 0.414397, 0.434302, 0.441426, 0.408225, 0.413242, -0.00615089, -0.0931871, -0.0348944, 0.0848901, 0.181716, -0.0926615, -0.505652, -0.74098, -3.0715, 0.121524, 0.47106, -0.236745, -0, -0, -18.8288, 0.246035, 3.72748, 0.348944, 0.134717, 1.1578, -0.515555, -0.731884, -0.626229, -0.0152547, 2.23194e-07, 5.80948e-08, -2.86875e-08, 
[2024-06-13 11:57:05.053788] [0x0000007f887dd010] [LogDataTag] [0x00000af8] [14444] 1718294193138008, 31.9142, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.60614, 0, 0, 1.8445e+13, -0.0121272, -0.0201906, 0.0102957, -0.94883, 0.0121706, 0.0167761, 0.315107, -0.0173605, -0.0428236, 0.0236745, 0.00221799, -0.0047871, 0.00756201, -0.0125333, -0.0395158, -0.641034, 1138, -0.574188, -0.167607, -25.3603, -1.36156, -0.160263, -25.3303, 25.3673, 0.00504659, 0.112541, -0.00309027, -0.00631771, 0.0537004, -0.0651146, -0.0509559, 0.502529, 0.685653, 0.00191666, -0.00469195, 0.00762736, 0, 0, 0, 0, 0, 0, 0, 0, 3.2861, 3.375, 2.97848, 3.04409, 3.29774, 3.36335, 2.96684, 3.05574, 0.434887, 0.442887, 0.406671, 0.412762, 0.435939, 0.441843, 0.405585, 0.413839, -0.00621554, -0.0932162, -0.0348944, 0.0848901, 0.181716, -0.0926615, -0.50547, -0.740071, -3.07243, 0.121524, 0.47106, -0.236745, -0, -0, -18.8288, 0.248622, 3.72865, 0.348944, 0.134809, 1.1592, -0.513461, -0.670313, -0.462639, -0.0152547, 2.23194e-07, 5.80948e-08, -2.86875e-08, 
