[2025-10-20 15:11:48.219391] [0x0000007fb761d7c0] [MocapTag] [0x0000104a] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:12:16.149634] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13228] 1760987536149532, 27.9778, 0.268223, -0.132202, -1.28756, 0.681023, 0.678418, -0.182457, -0.206559, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.152852] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13229] 1760987536152767, 27.981, 0.267912, -0.132558, -1.28731, 0.681941, 0.677519, -0.183171, -0.205845, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.156123] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13231] 1760987536156010, 27.9842, 0.267912, -0.132558, -1.28731, 0.681941, 0.677519, -0.183171, -0.205845, -0.0310937, -0.0356261, 0.0252009, -0.225604, 0, -0.145606, 
[2025-10-20 15:12:16.157908] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13232] 1760987536157802, 27.986, 0.267912, -0.132558, -1.28731, 0.681941, 0.677519, -0.183171, -0.205845, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.160894] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13233] 1760987536160746, 27.989, 0.267912, -0.132558, -1.28731, 0.681941, 0.677519, -0.183171, -0.205845, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.163971] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13234] 1760987536163885, 27.9921, 0.26761, -0.132956, -1.2871, 0.682614, 0.676882, -0.183982, -0.204986, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.166755] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13236] 1760987536166640, 27.9949, 0.26761, -0.132956, -1.2871, 0.682614, 0.676882, -0.183982, -0.204986, -0.0302214, -0.0398015, 0.0213937, -0.133061, 0, -0.2078, 
[2025-10-20 15:12:16.169064] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13237] 1760987536168955, 27.9972, 0.26761, -0.132956, -1.2871, 0.682614, 0.676882, -0.183982, -0.204986, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.171793] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13238] 1760987536171680, 27.9999, 0.26761, -0.132956, -1.2871, 0.682614, 0.676882, -0.183982, -0.204986, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.174039] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13240] 1760987536173978, 28.0022, 0.267357, -0.133343, -1.28684, 0.683015, 0.676519, -0.184917, -0.204005, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.176794] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13241] 1760987536176681, 28.0049, 0.267357, -0.133343, -1.28684, 0.683015, 0.676519, -0.184917, -0.204005, -0.0252842, -0.038691, 0.0260495, 0, 0, -0.271947, 
[2025-10-20 15:12:16.179172] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13242] 1760987536179068, 28.0073, 0.267357, -0.133343, -1.28684, 0.683015, 0.676519, -0.184917, -0.204005, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.182688] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13243] 1760987536182594, 28.0108, 0.267064, -0.133674, -1.28652, 0.683274, 0.676318, -0.18566, -0.203129, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.185486] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13245] 1760987536185373, 28.0136, 0.267064, -0.133674, -1.28652, 0.683274, 0.676318, -0.18566, -0.203129, -0.0292722, -0.0330784, 0.0318927, 0, 0, -0.238851, 
[2025-10-20 15:12:16.187803] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13246] 1760987536187696, 28.0159, 0.267064, -0.133674, -1.28652, 0.683274, 0.676318, -0.18566, -0.203129, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.190645] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13247] 1760987536190531, 28.0188, 0.267064, -0.133674, -1.28652, 0.683274, 0.676318, -0.18566, -0.203129, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.193227] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13249] 1760987536193171, 28.0214, 0.266875, -0.133873, -1.28606, 0.683367, 0.676414, -0.186639, -0.201593, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.196665] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13250] 1760987536196545, 28.0248, 0.266875, -0.133873, -1.28606, 0.683367, 0.676414, -0.186639, -0.201593, -0.0189106, -0.019901, 0.0457713, 0.117183, -0.0784278, -0.404522, 
[2025-10-20 15:12:16.199846] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13251] 1760987536199697, 28.0279, 0.266875, -0.133873, -1.28606, 0.683367, 0.676414, -0.186639, -0.201593, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.201859] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13252] 1760987536201745, 28.03, 0.266875, -0.133873, -1.28606, 0.683367, 0.676414, -0.186639, -0.201593, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.204502] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13254] 1760987536204380, 28.0326, 0.266614, -0.134113, -1.28578, 0.683336, 0.676441, -0.187487, -0.200817, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.207228] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13255] 1760987536207113, 28.0353, 0.266614, -0.134113, -1.28578, 0.683336, 0.676441, -0.187487, -0.200817, -0.0261079, -0.0240203, 0.028092, 0.0833392, 0, -0.262549, 
[2025-10-20 15:12:16.209721] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13256] 1760987536209615, 28.0378, 0.266614, -0.134113, -1.28578, 0.683336, 0.676441, -0.187487, -0.200817, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.212909] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13257] 1760987536212793, 28.041, 0.266269, -0.134342, -1.28555, 0.683072, 0.676694, -0.188263, -0.200137, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.215608] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13259] 1760987536215496, 28.0437, 0.266269, -0.134342, -1.28555, 0.683072, 0.676694, -0.188263, -0.200137, -0.0345284, -0.0229077, 0.0233689, 0.149083, 0, -0.256514, 
[2025-10-20 15:12:16.218211] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13260] 1760987536218102, 28.0463, 0.266269, -0.134342, -1.28555, 0.683072, 0.676694, -0.188263, -0.200137, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.221785] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13261] 1760987536221671, 28.0499, 0.266269, -0.134342, -1.28555, 0.683072, 0.676694, -0.188263, -0.200137, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.223568] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13262] 1760987536223483, 28.0517, 0.265888, -0.134578, -1.28536, 0.682701, 0.677064, -0.188984, -0.199471, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.226352] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13264] 1760987536226239, 28.0545, 0.265888, -0.134578, -1.28536, 0.682701, 0.677064, -0.188984, -0.199471, -0.0380743, -0.0235783, 0.0180947, 0.181985, 0, -0.255786, 
[2025-10-20 15:12:16.229053] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13265] 1760987536228948, 28.0572, 0.265888, -0.134578, -1.28536, 0.682701, 0.677064, -0.188984, -0.199471, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.231946] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13266] 1760987536231833, 28.0601, 0.265888, -0.134578, -1.28536, 0.682701, 0.677064, -0.188984, -0.199471, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.234627] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13268] 1760987536234511, 28.0627, 0.265515, -0.134795, -1.28517, 0.682187, 0.677582, -0.189609, -0.198876, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.237491] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13269] 1760987536237368, 28.0656, 0.265515, -0.134795, -1.28517, 0.682187, 0.677582, -0.189609, -0.198876, -0.0372721, -0.0217076, 0.01918, 0.221097, 0, -0.242569, 
[2025-10-20 15:12:16.240120] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13270] 1760987536240003, 28.0682, 0.265515, -0.134795, -1.28517, 0.682187, 0.677582, -0.189609, -0.198876, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.242740] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13271] 1760987536242655, 28.0709, 0.2651, -0.135013, -1.28503, 0.681638, 0.67811, -0.190149, -0.198443, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.245689] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13273] 1760987536245572, 28.0738, 0.2651, -0.135013, -1.28503, 0.681638, 0.67811, -0.190149, -0.198443, -0.0415787, -0.0218355, 0.0143678, 0.216746, 0, -0.204917, 
[2025-10-20 15:12:16.248452] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13274] 1760987536248345, 28.0766, 0.2651, -0.135013, -1.28503, 0.681638, 0.67811, -0.190149, -0.198443, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.251276] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13275] 1760987536251158, 28.0794, 0.2651, -0.135013, -1.28503, 0.681638, 0.67811, -0.190149, -0.198443, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.253954] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13276] 1760987536253868, 28.0821, 0.264693, -0.13526, -1.28491, 0.681181, 0.678585, -0.190572, -0.197981, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.256525] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13278] 1760987536256362, 28.0846, 0.264693, -0.13526, -1.28491, 0.681181, 0.678585, -0.190572, -0.197981, -0.0406941, -0.0246519, 0.0117356, 0.189817, 0, -0.184395, 
[2025-10-20 15:12:16.258947] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13279] 1760987536258839, 28.0871, 0.264693, -0.13526, -1.28491, 0.681181, 0.678585, -0.190572, -0.197981, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.262540] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13280] 1760987536262428, 28.0907, 0.264275, -0.135478, -1.28482, 0.680608, 0.679158, -0.191091, -0.197487, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.265391] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13282] 1760987536265267, 28.0935, 0.264275, -0.135478, -1.28482, 0.680608, 0.679158, -0.191091, -0.197487, -0.0417486, -0.0218417, 0.00909198, 0.229716, 0, -0.214529, 
[2025-10-20 15:12:16.267942] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13283] 1760987536267831, 28.0961, 0.264275, -0.135478, -1.28482, 0.680608, 0.679158, -0.191091, -0.197487, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.270886] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13284] 1760987536270772, 28.099, 0.264275, -0.135478, -1.28482, 0.680608, 0.679158, -0.191091, -0.197487, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.273574] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13286] 1760987536273512, 28.1017, 0.263781, -0.135683, -1.28484, 0.679917, 0.679766, -0.19163, -0.197253, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.276756] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13287] 1760987536276641, 28.1049, 0.263781, -0.135683, -1.28484, 0.679917, 0.679766, -0.19163, -0.197253, -0.0494365, -0.020451, -0.00227773, 0.243187, 0.0460029, -0.183271, 
[2025-10-20 15:12:16.279195] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13288] 1760987536279083, 28.1073, 0.263781, -0.135683, -1.28484, 0.679917, 0.679766, -0.19163, -0.197253, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.283615] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13290] 1760987536283502, 28.1117, 0.263781, -0.135683, -1.28484, 0.679917, 0.679766, -0.19163, -0.197253, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.284624] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13291] 1760987536284512, 28.1127, 0.263297, -0.135878, -1.28482, 0.679285, 0.680361, -0.192057, -0.196967, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.287486] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13292] 1760987536287370, 28.1156, 0.263297, -0.135878, -1.28482, 0.679285, 0.680361, -0.192057, -0.196967, -0.0483987, -0.0195187, 0, 0.229192, 0, -0.170282, 
[2025-10-20 15:12:16.290078] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13293] 1760987536289959, 28.1182, 0.263297, -0.135878, -1.28482, 0.679285, 0.680361, -0.192057, -0.196967, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.292916] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13294] 1760987536292802, 28.121, 0.262819, -0.136129, -1.2848, 0.678761, 0.680886, -0.19238, -0.196638, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.295525] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13296] 1760987536295409, 28.1236, 0.262819, -0.136129, -1.2848, 0.678761, 0.680886, -0.19238, -0.196638, -0.0478299, -0.0251288, 0.00274278, 0.197887, 0, -0.152569, 
[2025-10-20 15:12:16.297925] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13297] 1760987536297819, 28.1261, 0.262819, -0.136129, -1.2848, 0.678761, 0.680886, -0.19238, -0.196638, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.300749] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13298] 1760987536300635, 28.1289, 0.262819, -0.136129, -1.2848, 0.678761, 0.680886, -0.19238, -0.196638, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.303407] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13299] 1760987536303320, 28.1316, 0.26238, -0.136392, -1.28477, 0.678335, 0.681382, -0.192549, -0.196225, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.305987] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13301] 1760987536305875, 28.1341, 0.26238, -0.136392, -1.28477, 0.678335, 0.681382, -0.192549, -0.196225, -0.0438434, -0.0262864, 0.00224758, 0.174522, -0.0357211, -0.135425, 
[2025-10-20 15:12:16.308607] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13302] 1760987536308497, 28.1367, 0.26238, -0.136392, -1.28477, 0.678335, 0.681382, -0.192549, -0.196225, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.311765] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13303] 1760987536311651, 28.1399, 0.26238, -0.136392, -1.28477, 0.678335, 0.681382, -0.192549, -0.196225, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.314316] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13305] 1760987536314205, 28.1424, 0.2619, -0.136669, -1.28476, 0.677981, 0.681772, -0.192794, -0.195855, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.316883] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13306] 1760987536316772, 28.145, 0.2619, -0.136669, -1.28476, 0.677981, 0.681772, -0.192794, -0.195855, -0.048023, -0.0276848, 0, 0.147343, 0, -0.132571, 
[2025-10-20 15:12:16.322232] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13307] 1760987536322120, 28.1504, 0.2619, -0.136669, -1.28476, 0.677981, 0.681772, -0.192794, -0.195855, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.322825] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13308] 1760987536322753, 28.151, 0.261392, -0.136918, -1.28483, 0.677394, 0.682286, -0.19327, -0.19563, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.325113] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13310] 1760987536324999, 28.1532, 0.261392, -0.136918, -1.28483, 0.677394, 0.682286, -0.19327, -0.19563, -0.0508218, -0.0248748, -0.00717472, 0.208509, 0.0368357, -0.162986, 
[2025-10-20 15:12:16.327686] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13311] 1760987536327576, 28.1558, 0.261392, -0.136918, -1.28483, 0.677394, 0.682286, -0.19327, -0.19563, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.334750] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13313] 1760987536334638, 28.1629, 0.261392, -0.136918, -1.28483, 0.677394, 0.682286, -0.19327, -0.19563, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.340365] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13314] 1760987536340246, 28.1685, 0.260916, -0.13718, -1.28482, 0.677064, 0.682565, -0.193616, -0.195457, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.341054] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13315] 1760987536340938, 28.1692, 0.260916, -0.13718, -1.28482, 0.677064, 0.682565, -0.193616, -0.195457, -0.0475847, -0.0262437, 0, 0.121367, 0, -0.11102, 
[2025-10-20 15:12:16.341797] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13316] 1760987536341666, 28.1699, 0.260916, -0.13718, -1.28482, 0.677064, 0.682565, -0.193616, -0.195457, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.342501] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13317] 1760987536342382, 28.1706, 0.260916, -0.13718, -1.28482, 0.677064, 0.682565, -0.193616, -0.195457, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.344562] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13319] 1760987536344449, 28.1727, 0.260393, -0.137492, -1.28475, 0.676873, 0.682767, -0.193757, -0.195272, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.347196] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13320] 1760987536347087, 28.1753, 0.260393, -0.137492, -1.28475, 0.676873, 0.682767, -0.193757, -0.195272, -0.0522408, -0.0312211, 0.00701255, 0.0779033, 0, -0.070218, 
[2025-10-20 15:12:16.349860] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13321] 1760987536349716, 28.178, 0.260393, -0.137492, -1.28475, 0.676873, 0.682767, -0.193757, -0.195272, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.352627] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13322] 1760987536352543, 28.1808, 0.259835, -0.137817, -1.28478, 0.676549, 0.68304, -0.194013, -0.195186, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.355443] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13324] 1760987536355330, 28.1836, 0.259835, -0.137817, -1.28478, 0.676549, 0.68304, -0.194013, -0.195186, -0.0558449, -0.0324606, -0.00385485, 0.111461, 0, -0.0824125, 
[2025-10-20 15:12:16.357985] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13325] 1760987536357874, 28.1861, 0.259835, -0.137817, -1.28478, 0.676549, 0.68304, -0.194013, -0.195186, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.360884] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13326] 1760987536360772, 28.189, 0.259835, -0.137817, -1.28478, 0.676549, 0.68304, -0.194013, -0.195186, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.363442] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13327] 1760987536363347, 28.1916, 0.259297, -0.138109, -1.28484, 0.676282, 0.683218, -0.194304, -0.195194, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.366247] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13329] 1760987536366133, 28.1944, 0.259297, -0.138109, -1.28484, 0.676282, 0.683218, -0.194304, -0.195194, -0.0537915, -0.0292149, -0.00527225, 0.084424, 0.0437498, -0.0660746, 
[2025-10-20 15:12:16.368576] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13330] 1760987536368462, 28.1967, 0.259297, -0.138109, -1.28484, 0.676282, 0.683218, -0.194304, -0.195194, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.371392] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13331] 1760987536371279, 28.1995, 0.259297, -0.138109, -1.28484, 0.676282, 0.683218, -0.194304, -0.195194, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.373968] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13332] 1760987536373880, 28.2021, 0.258747, -0.138405, -1.28481, 0.67615, 0.683366, -0.19427, -0.195167, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.376864] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13334] 1760987536376739, 28.205, 0.258747, -0.138405, -1.28481, 0.67615, 0.683366, -0.19427, -0.195167, -0.0550061, -0.0295566, 0.00306982, 0.0445247, 0, 0, 
[2025-10-20 15:12:16.379353] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13335] 1760987536379241, 28.2075, 0.258747, -0.138405, -1.28481, 0.67615, 0.683366, -0.19427, -0.195167, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.381902] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13336] 1760987536381787, 28.21, 0.258747, -0.138405, -1.28481, 0.67615, 0.683366, -0.19427, -0.195167, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.384560] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13338] 1760987536384447, 28.2127, 0.258268, -0.138741, -1.28479, 0.676042, 0.683481, -0.194401, -0.195009, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.387184] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13339] 1760987536387075, 28.2153, 0.258268, -0.138741, -1.28479, 0.676042, 0.683481, -0.194401, -0.195009, -0.047925, -0.0335933, 0, 0.048852, 0, -0.056359, 
[2025-10-20 15:12:16.389942] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13340] 1760987536389833, 28.2181, 0.258268, -0.138741, -1.28479, 0.676042, 0.683481, -0.194401, -0.195009, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.392665] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13341] 1760987536392580, 28.2208, 0.257716, -0.139066, -1.28489, 0.675645, 0.683814, -0.194673, -0.194948, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.395378] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13343] 1760987536395265, 28.2235, 0.257716, -0.139066, -1.28489, 0.675645, 0.683814, -0.194673, -0.194948, -0.0551367, -0.0325286, -0.0106894, 0.132501, 0, -0.0872534, 
[2025-10-20 15:12:16.397806] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13344] 1760987536397703, 28.2259, 0.257716, -0.139066, -1.28489, 0.675645, 0.683814, -0.194673, -0.194948, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.401714] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13345] 1760987536401600, 28.2298, 0.257716, -0.139066, -1.28489, 0.675645, 0.683814, -0.194673, -0.194948, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.403659] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13347] 1760987536403605, 28.2318, 0.257252, -0.139379, -1.28494, 0.675371, 0.684057, -0.195026, -0.194691, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.406561] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13348] 1760987536406394, 28.2346, 0.257252, -0.139379, -1.28494, 0.675371, 0.684057, -0.195026, -0.194691, -0.0464619, -0.0313454, -0.00489532, 0.110984, 0, -0.121613, 
[2025-10-20 15:12:16.409053] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13349] 1760987536408949, 28.2372, 0.257252, -0.139379, -1.28494, 0.675371, 0.684057, -0.195026, -0.194691, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.411701] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13350] 1760987536411585, 28.2398, 0.257252, -0.139379, -1.28494, 0.675371, 0.684057, -0.195026, -0.194691, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.414110] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13352] 1760987536413991, 28.2422, 0.256715, -0.139656, -1.28489, 0.675255, 0.684189, -0.195023, -0.194631, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.416927] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13353] 1760987536416814, 28.245, 0.256715, -0.139656, -1.28489, 0.675255, 0.684189, -0.195023, -0.194631, -0.0537133, -0.0276783, 0.00505914, 0.0423789, 0, 0, 
[2025-10-20 15:12:16.419401] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13354] 1760987536419299, 28.2475, 0.256715, -0.139656, -1.28489, 0.675255, 0.684189, -0.195023, -0.194631, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.422462] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13355] 1760987536422351, 28.2506, 0.256273, -0.139972, -1.28486, 0.675126, 0.684288, -0.195252, -0.194502, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.425100] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13357] 1760987536424985, 28.2532, 0.256273, -0.139972, -1.28486, 0.675126, 0.684288, -0.195252, -0.194502, -0.0442164, -0.0316142, 0.00300856, 0.0531197, 0, -0.0679133, 
[2025-10-20 15:12:16.427560] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13358] 1760987536427445, 28.2557, 0.256273, -0.139972, -1.28486, 0.675126, 0.684288, -0.195252, -0.194502, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:12:16.430839] [0x0000007fa67fb9a0] [MocapTag] [0x0000104a] [13359] 1760987536430722, 28.259, 0.256273, -0.139972, -1.28486, 0.675126, 0.684288, -0.195252, -0.194502, 0, 0, 0, 0, 0, 0, 
