[2025-10-20 15:09:28.727780] [0x0000007fa33c87c0] [MocapTag] [0x00000c36] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:10:00.277908] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14857] 1760987400277802, 31.5979, 0.195364, -0.230388, -0.672682, 0.684841, 0.684514, -0.174156, -0.179171, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.280656] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14858] 1760987400280542, 31.6006, 0.195364, -0.230388, -0.672682, 0.684841, 0.684514, -0.174156, -0.179171, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.283399] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14860] 1760987400283288, 31.6034, 0.195129, -0.230559, -0.667026, 0.685149, 0.684327, -0.173756, -0.179097, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.286034] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14861] 1760987400285929, 31.606, 0.195129, -0.230559, -0.667026, 0.685149, 0.684327, -0.173756, -0.179097, -0.0235455, -0.0171399, 0.565639, -0.0901699, -0.0695944, 0.0705888, 
[2025-10-20 15:10:00.288847] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14862] 1760987400288731, 31.6088, 0.195129, -0.230559, -0.667026, 0.685149, 0.684327, -0.173756, -0.179097, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.291858] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14863] 1760987400291771, 31.6118, 0.194863, -0.230694, -0.661525, 0.684992, 0.684417, -0.174041, -0.179076, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.294063] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14865] 1760987400293946, 31.614, 0.194863, -0.230694, -0.661525, 0.684992, 0.684417, -0.174041, -0.179076, -0.0265416, -0.0134141, 0.550027, 0.050807, 0.0388265, -0.0576762, 
[2025-10-20 15:10:00.296603] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14866] 1760987400296492, 31.6166, 0.194863, -0.230694, -0.661525, 0.684992, 0.684417, -0.174041, -0.179076, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.299365] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14867] 1760987400299249, 31.6193, 0.194863, -0.230694, -0.661525, 0.684992, 0.684417, -0.174041, -0.179076, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.301859] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14868] 1760987400301748, 31.6218, 0.194627, -0.230816, -0.656019, 0.684913, 0.684449, -0.174228, -0.179078, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.304605] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14870] 1760987400304492, 31.6246, 0.194627, -0.230816, -0.656019, 0.684913, 0.684449, -0.174228, -0.179078, -0.023569, -0.0122511, 0.550622, 0, 0, 0, 
[2025-10-20 15:10:00.307319] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14871] 1760987400307202, 31.6273, 0.194627, -0.230816, -0.656019, 0.684913, 0.684449, -0.174228, -0.179078, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.309947] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14872] 1760987400309831, 31.6299, 0.194627, -0.230816, -0.656019, 0.684913, 0.684449, -0.174228, -0.179078, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.312319] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14874] 1760987400312233, 31.6323, 0.194422, -0.230927, -0.65046, 0.685113, 0.68434, -0.174019, -0.178933, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.315088] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14875] 1760987400314975, 31.635, 0.194422, -0.230927, -0.65046, 0.685113, 0.68434, -0.174019, -0.178933, -0.0205898, -0.0110548, 0.555914, -0.0507116, -0.0518739, 0, 
[2025-10-20 15:10:00.317541] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14876] 1760987400317438, 31.6375, 0.194422, -0.230927, -0.65046, 0.685113, 0.68434, -0.174019, -0.178933, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.320393] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14877] 1760987400320278, 31.6403, 0.194422, -0.230927, -0.65046, 0.685113, 0.68434, -0.174019, -0.178933, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.322959] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14879] 1760987400322835, 31.6429, 0.194203, -0.231119, -0.644936, 0.685272, 0.684253, -0.173905, -0.178768, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.325928] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14880] 1760987400325812, 31.6459, 0.194203, -0.231119, -0.644936, 0.685272, 0.684253, -0.173905, -0.178768, -0.0218585, -0.0192499, 0.552429, -0.0361085, -0.040853, 0, 
[2025-10-20 15:10:00.328418] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14881] 1760987400328305, 31.6484, 0.194203, -0.231119, -0.644936, 0.685272, 0.684253, -0.173905, -0.178768, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.331140] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14882] 1760987400331051, 31.6511, 0.194203, -0.231119, -0.644936, 0.685272, 0.684253, -0.173905, -0.178768, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.333717] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14884] 1760987400333605, 31.6537, 0.194004, -0.231289, -0.639388, 0.685528, 0.684112, -0.173615, -0.178607, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.336462] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14885] 1760987400336313, 31.6564, 0.194004, -0.231289, -0.639388, 0.685528, 0.684112, -0.173615, -0.178607, -0.0199052, -0.017034, 0.55474, -0.0668883, -0.0660479, 0.0358813, 
[2025-10-20 15:10:00.339128] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14886] 1760987400339011, 31.6591, 0.194004, -0.231289, -0.639388, 0.685528, 0.684112, -0.173615, -0.178607, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.341594] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14887] 1760987400341505, 31.6616, 0.193768, -0.231436, -0.633994, 0.685328, 0.68423, -0.173982, -0.178564, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.344400] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14889] 1760987400344284, 31.6643, 0.193768, -0.231436, -0.633994, 0.685328, 0.68423, -0.173982, -0.178564, -0.0235867, -0.0146464, 0.539445, 0.0660181, 0.0476599, -0.076806, 
[2025-10-20 15:10:00.346921] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14890] 1760987400346815, 31.6669, 0.193768, -0.231436, -0.633994, 0.685328, 0.68423, -0.173982, -0.178564, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.349898] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14891] 1760987400349710, 31.6698, 0.193768, -0.231436, -0.633994, 0.685328, 0.68423, -0.173982, -0.178564, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.352272] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14893] 1760987400352161, 31.6722, 0.192962, -0.231277, -0.629038, 0.685789, 0.684024, -0.172434, -0.179086, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.355622] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14894] 1760987400355506, 31.6756, 0.192962, -0.231277, -0.629038, 0.685789, 0.684024, -0.172434, -0.179086, -0.0805803, 0.01592, 0.49561, -0.186527, -0.150907, 0.349717, 
[2025-10-20 15:10:00.357450] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14895] 1760987400357343, 31.6774, 0.192962, -0.231277, -0.629038, 0.685789, 0.684024, -0.172434, -0.179086, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.360311] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14896] 1760987400360189, 31.6803, 0.192962, -0.231277, -0.629038, 0.685789, 0.684024, -0.172434, -0.179086, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.363647] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14898] 1760987400363511, 31.6836, 0.192748, -0.231436, -0.623617, 0.686075, 0.683834, -0.1722, -0.17894, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.365335] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14899] 1760987400365225, 31.6853, 0.192748, -0.231436, -0.623617, 0.686075, 0.683834, -0.1722, -0.17894, -0.0214483, -0.015953, 0.542101, -0.0775695, -0.0560939, 0, 
[2025-10-20 15:10:00.367896] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14900] 1760987400367782, 31.6878, 0.192748, -0.231436, -0.623617, 0.686075, 0.683834, -0.1722, -0.17894, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.370780] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14901] 1760987400370665, 31.6907, 0.192748, -0.231436, -0.623617, 0.686075, 0.683834, -0.1722, -0.17894, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.373328] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14903] 1760987400373210, 31.6933, 0.192495, -0.231579, -0.618253, 0.68626, 0.683747, -0.172021, -0.178737, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.376729] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14904] 1760987400376618, 31.6967, 0.192495, -0.231579, -0.618253, 0.68626, 0.683747, -0.172021, -0.178737, -0.0252508, -0.0142933, 0.536365, -0.0409603, -0.0559092, 0, 
[2025-10-20 15:10:00.379400] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14905] 1760987400379285, 31.6994, 0.192495, -0.231579, -0.618253, 0.68626, 0.683747, -0.172021, -0.178737, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.381804] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14907] 1760987400381748, 31.7018, 0.192262, -0.231761, -0.612884, 0.686453, 0.683679, -0.17181, -0.178455, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.384899] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14908] 1760987400384783, 31.7048, 0.192262, -0.231761, -0.612884, 0.686453, 0.683679, -0.17181, -0.178455, -0.0232728, -0.0181438, 0.536918, -0.0374556, -0.0721574, 0, 
[2025-10-20 15:10:00.387127] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14909] 1760987400387006, 31.7071, 0.192262, -0.231761, -0.612884, 0.686453, 0.683679, -0.17181, -0.178455, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.390120] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14910] 1760987400390005, 31.7101, 0.192262, -0.231761, -0.612884, 0.686453, 0.683679, -0.17181, -0.178455, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.392565] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14912] 1760987400392438, 31.7125, 0.192065, -0.231909, -0.607636, 0.68642, 0.68371, -0.172031, -0.178255, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.395237] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14913] 1760987400395121, 31.7152, 0.192065, -0.231909, -0.607636, 0.68642, 0.68371, -0.172031, -0.178255, -0.0197028, -0.014882, 0.524808, 0, 0, -0.068441, 
[2025-10-20 15:10:00.397694] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14914] 1760987400397587, 31.7177, 0.192065, -0.231909, -0.607636, 0.68642, 0.68371, -0.172031, -0.178255, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.400422] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14915] 1760987400400308, 31.7204, 0.192065, -0.231909, -0.607636, 0.68642, 0.68371, -0.172031, -0.178255, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.403271] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14917] 1760987400403157, 31.7232, 0.191838, -0.232079, -0.602472, 0.686181, 0.683896, -0.172487, -0.178017, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.406380] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14918] 1760987400406213, 31.7263, 0.191838, -0.232079, -0.602472, 0.686181, 0.683896, -0.172487, -0.178017, -0.0227796, -0.016911, 0.516419, 0.0938177, 0, -0.125096, 
[2025-10-20 15:10:00.408367] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14919] 1760987400408251, 31.7283, 0.191838, -0.232079, -0.602472, 0.686181, 0.683896, -0.172487, -0.178017, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.411891] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14921] 1760987400411820, 31.7319, 0.191838, -0.232079, -0.602472, 0.686181, 0.683896, -0.172487, -0.178017, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.413620] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14922] 1760987400413453, 31.7335, 0.191656, -0.232251, -0.597253, 0.686316, 0.683804, -0.172497, -0.177843, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.416532] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14923] 1760987400416380, 31.7364, 0.191656, -0.232251, -0.597253, 0.686316, 0.683804, -0.172497, -0.177843, -0.0181755, -0.017282, 0.521869, 0, 0, 0, 
[2025-10-20 15:10:00.418592] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14924] 1760987400418474, 31.7385, 0.191656, -0.232251, -0.597253, 0.686316, 0.683804, -0.172497, -0.177843, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.421225] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14925] 1760987400421140, 31.7412, 0.19143, -0.2324, -0.592071, 0.686454, 0.683799, -0.172358, -0.177463, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.424141] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14927] 1760987400424028, 31.7441, 0.19143, -0.2324, -0.592071, 0.686454, 0.683799, -0.172358, -0.177463, -0.0225546, -0.0148895, 0.518199, 0, -0.0756145, 0, 
[2025-10-20 15:10:00.426461] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14928] 1760987400426329, 31.7464, 0.19143, -0.2324, -0.592071, 0.686454, 0.683799, -0.172358, -0.177463, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.429142] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14929] 1760987400429025, 31.7491, 0.19143, -0.2324, -0.592071, 0.686454, 0.683799, -0.172358, -0.177463, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.431510] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14930] 1760987400431398, 31.7515, 0.191178, -0.232507, -0.586904, 0.686564, 0.683868, -0.172129, -0.176994, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.434388] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14932] 1760987400434272, 31.7543, 0.191178, -0.232507, -0.586904, 0.686564, 0.683868, -0.172129, -0.176994, -0.0252577, -0.0106964, 0.516721, 0, -0.101998, -0.0363849, 
[2025-10-20 15:10:00.436821] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14933] 1760987400436715, 31.7568, 0.191178, -0.232507, -0.586904, 0.686564, 0.683868, -0.172129, -0.176994, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.439543] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14934] 1760987400439426, 31.7595, 0.191178, -0.232507, -0.586904, 0.686564, 0.683868, -0.172129, -0.176994, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.442103] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14936] 1760987400442033, 31.7621, 0.190949, -0.232684, -0.581786, 0.686627, 0.68391, -0.171992, -0.176718, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.444769] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14937] 1760987400444653, 31.7647, 0.190949, -0.232684, -0.581786, 0.686627, 0.68391, -0.171992, -0.176718, -0.0229014, -0.0176646, 0.511811, 0, -0.0601262, 0, 
[2025-10-20 15:10:00.447264] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14938] 1760987400447144, 31.7672, 0.190949, -0.232684, -0.581786, 0.686627, 0.68391, -0.171992, -0.176718, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.450104] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14939] 1760987400449989, 31.7701, 0.190949, -0.232684, -0.581786, 0.686627, 0.68391, -0.171992, -0.176718, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.452783] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14941] 1760987400452672, 31.7727, 0.190715, -0.232867, -0.576756, 0.686716, 0.683879, -0.171796, -0.176683, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.455430] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14942] 1760987400455317, 31.7754, 0.190715, -0.232867, -0.576756, 0.686716, 0.683879, -0.171796, -0.176683, -0.0234057, -0.018319, 0.502971, 0, 0, 0, 
[2025-10-20 15:10:00.457954] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14943] 1760987400457844, 31.7779, 0.190715, -0.232867, -0.576756, 0.686716, 0.683879, -0.171796, -0.176683, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.460681] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14944] 1760987400460562, 31.7806, 0.190715, -0.232867, -0.576756, 0.686716, 0.683879, -0.171796, -0.176683, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.463211] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14946] 1760987400463047, 31.7831, 0.190508, -0.233057, -0.571851, 0.686473, 0.684059, -0.172055, -0.176676, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.465799] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14947] 1760987400465688, 31.7858, 0.190508, -0.233057, -0.571851, 0.686473, 0.684059, -0.172055, -0.176676, -0.0206508, -0.018968, 0.490495, 0.0764489, 0.0370651, -0.0581965, 
[2025-10-20 15:10:00.468495] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14948] 1760987400468378, 31.7884, 0.190508, -0.233057, -0.571851, 0.686473, 0.684059, -0.172055, -0.176676, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.471530] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14949] 1760987400471441, 31.7915, 0.190508, -0.233057, -0.571851, 0.686473, 0.684059, -0.172055, -0.176676, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.474256] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14951] 1760987400474142, 31.7942, 0.190289, -0.233191, -0.56697, 0.686243, 0.684232, -0.172334, -0.176632, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.477486] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14952] 1760987400477368, 31.7974, 0.190289, -0.233191, -0.56697, 0.686243, 0.684232, -0.172334, -0.176632, -0.0219155, -0.0133978, 0.488118, 0.0755429, 0, -0.0661269, 
[2025-10-20 15:10:00.478894] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14953] 1760987400478774, 31.7988, 0.190289, -0.233191, -0.56697, 0.686243, 0.684232, -0.172334, -0.176632, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.482098] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14955] 1760987400482021, 31.8021, 0.190054, -0.233315, -0.562062, 0.686337, 0.68432, -0.171957, -0.176292, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.485224] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14956] 1760987400485111, 31.8052, 0.190054, -0.233315, -0.562062, 0.686337, 0.68432, -0.171957, -0.176292, -0.0235476, -0.0124659, 0.490779, 0, -0.104645, 0, 
[2025-10-20 15:10:00.487662] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14957] 1760987400487557, 31.8076, 0.190054, -0.233315, -0.562062, 0.686337, 0.68432, -0.171957, -0.176292, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.490911] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14958] 1760987400490798, 31.8109, 0.190054, -0.233315, -0.562062, 0.686337, 0.68432, -0.171957, -0.176292, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.493171] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14960] 1760987400493011, 31.8131, 0.189821, -0.23346, -0.557161, 0.686475, 0.684268, -0.171715, -0.176192, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.495842] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14961] 1760987400495706, 31.8158, 0.189821, -0.23346, -0.557161, 0.686475, 0.684268, -0.171715, -0.176192, -0.0232601, -0.0144405, 0.49009, -0.0350714, -0.0501096, 0, 
[2025-10-20 15:10:00.498361] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14962] 1760987400498247, 31.8183, 0.189821, -0.23346, -0.557161, 0.686475, 0.684268, -0.171715, -0.176192, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.501027] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14963] 1760987400500915, 31.821, 0.189821, -0.23346, -0.557161, 0.686475, 0.684268, -0.171715, -0.176192, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.503730] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14965] 1760987400503617, 31.8237, 0.189584, -0.233662, -0.55233, 0.686441, 0.684345, -0.171625, -0.176112, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.506298] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14966] 1760987400506192, 31.8263, 0.189584, -0.233662, -0.55233, 0.686441, 0.684345, -0.171625, -0.176112, -0.0237064, -0.0202628, 0.483116, 0, 0, 0, 
[2025-10-20 15:10:00.508931] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14967] 1760987400508815, 31.8289, 0.189584, -0.233662, -0.55233, 0.686441, 0.684345, -0.171625, -0.176112, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.511534] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14968] 1760987400511418, 31.8315, 0.189473, -0.23388, -0.547563, 0.686437, 0.684597, -0.170891, -0.175862, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.514366] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14970] 1760987400514254, 31.8343, 0.189473, -0.23388, -0.547563, 0.686437, 0.684597, -0.170891, -0.175862, -0.0110915, -0.0217157, 0.476643, 0, -0.14357, 0.0645027, 
[2025-10-20 15:10:00.516890] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14971] 1760987400516770, 31.8368, 0.189473, -0.23388, -0.547563, 0.686437, 0.684597, -0.170891, -0.175862, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.519848] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14972] 1760987400519697, 31.8398, 0.189473, -0.23388, -0.547563, 0.686437, 0.684597, -0.170891, -0.175862, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.522471] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14974] 1760987400522365, 31.8424, 0.189155, -0.234032, -0.542859, 0.686178, 0.684618, -0.171681, -0.176021, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.525097] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14975] 1760987400524983, 31.845, 0.189155, -0.234032, -0.542859, 0.686178, 0.684618, -0.171681, -0.176021, -0.0317769, -0.0152604, 0.470443, 0.0675321, 0.138807, -0.10863, 
[2025-10-20 15:10:00.527553] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14976] 1760987400527445, 31.8475, 0.189155, -0.234032, -0.542859, 0.686178, 0.684618, -0.171681, -0.176021, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.530343] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14977] 1760987400530228, 31.8503, 0.189155, -0.234032, -0.542859, 0.686178, 0.684618, -0.171681, -0.176021, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.532843] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14979] 1760987400532720, 31.8528, 0.188928, -0.234181, -0.538177, 0.686279, 0.684631, -0.17143, -0.175822, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.535848] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14980] 1760987400535717, 31.8558, 0.188928, -0.234181, -0.538177, 0.686279, 0.684631, -0.17143, -0.175822, -0.022735, -0.0148598, 0.468166, 0, -0.0657588, 0, 
[2025-10-20 15:10:00.540446] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14981] 1760987400540330, 31.8604, 0.188928, -0.234181, -0.538177, 0.686279, 0.684631, -0.17143, -0.175822, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.541628] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14982] 1760987400541518, 31.8616, 0.188928, -0.234181, -0.538177, 0.686279, 0.684631, -0.17143, -0.175822, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.543804] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14984] 1760987400543688, 31.8638, 0.188686, -0.234377, -0.533471, 0.686454, 0.684554, -0.171166, -0.175696, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.546463] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14985] 1760987400546318, 31.8664, 0.188686, -0.234377, -0.533471, 0.686454, 0.684554, -0.171166, -0.175696, -0.0241552, -0.0196354, 0.470633, -0.0444174, -0.0570387, 0, 
[2025-10-20 15:10:00.549401] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14986] 1760987400549281, 31.8693, 0.188686, -0.234377, -0.533471, 0.686454, 0.684554, -0.171166, -0.175696, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.551757] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14987] 1760987400551640, 31.8717, 0.188472, -0.234563, -0.528852, 0.686447, 0.684603, -0.171057, -0.17564, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:10:00.554480] [0x0000007f927fb9a0] [MocapTag] [0x00000c36] [14989] 1760987400554368, 31.8744, 0.188472, -0.234563, -0.528852, 0.686447, 0.684603, -0.171057, -0.17564, -0.0214471, -0.0185746, 0.461902, 0, 0, 0, 
