[2025-10-20 15:13:25.982309] [0x0000007fbae317c0] [MocapTag] [0x00001350] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:13:50.450209] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11591] 1760987630450094, 24.5221, 0.323393, 0.0332734, -1.25962, 0.683063, 0.680755, -0.181546, -0.192457, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.451726] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11592] 1760987630451611, 24.5236, 0.323393, 0.0332734, -1.25962, 0.683063, 0.680755, -0.181546, -0.192457, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.454743] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11594] 1760987630454631, 24.5266, 0.322774, 0.0333854, -1.25987, 0.683243, 0.680324, -0.18272, -0.19223, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.457469] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11595] 1760987630457350, 24.5293, 0.322774, 0.0333854, -1.25987, 0.683243, 0.680324, -0.18272, -0.19223, -0.0618662, 0.0111983, -0.024732, -0.0376225, 0.138891, -0.194263, 
[2025-10-20 15:13:50.460021] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11596] 1760987630459903, 24.5319, 0.322774, 0.0333854, -1.25987, 0.683243, 0.680324, -0.18272, -0.19223, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.462506] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11597] 1760987630462420, 24.5344, 0.32211, 0.0334827, -1.26013, 0.683461, 0.679888, -0.183779, -0.191985, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.465164] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11599] 1760987630465049, 24.537, 0.32211, 0.0334827, -1.26013, 0.683461, 0.679888, -0.183779, -0.191985, -0.0664081, 0.00973116, -0.0258159, -0.0482798, 0.119483, -0.177247, 
[2025-10-20 15:13:50.468063] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11600] 1760987630467949, 24.5399, 0.32211, 0.0334827, -1.26013, 0.683461, 0.679888, -0.183779, -0.191985, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.470524] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11601] 1760987630470409, 24.5424, 0.32211, 0.0334827, -1.26013, 0.683461, 0.679888, -0.183779, -0.191985, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.473026] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11602] 1760987630472921, 24.5449, 0.321468, 0.033574, -1.2604, 0.683685, 0.679517, -0.184644, -0.191673, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.475664] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11604] 1760987630475546, 24.5475, 0.321468, 0.033574, -1.2604, 0.683685, 0.679517, -0.184644, -0.191673, -0.0641768, 0.00913038, -0.0268868, -0.0436425, 0.0814199, -0.160116, 
[2025-10-20 15:13:50.478082] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11605] 1760987630477974, 24.5499, 0.321468, 0.033574, -1.2604, 0.683685, 0.679517, -0.184644, -0.191673, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.480908] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11606] 1760987630480790, 24.5528, 0.321468, 0.033574, -1.2604, 0.683685, 0.679517, -0.184644, -0.191673, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.483553] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11607] 1760987630483464, 24.5554, 0.320828, 0.0336376, -1.26069, 0.683834, 0.679153, -0.185682, -0.191427, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.486885] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11609] 1760987630486768, 24.5587, 0.320828, 0.0336376, -1.26069, 0.683834, 0.679153, -0.185682, -0.191427, -0.0640313, 0.0063599, -0.0286935, 0, 0.116652, -0.180292, 
[2025-10-20 15:13:50.489198] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11610] 1760987630489091, 24.5611, 0.320828, 0.0336376, -1.26069, 0.683834, 0.679153, -0.185682, -0.191427, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.491933] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11611] 1760987630491819, 24.5638, 0.320828, 0.0336376, -1.26069, 0.683834, 0.679153, -0.185682, -0.191427, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.494375] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11613] 1760987630494264, 24.5662, 0.320162, 0.0337323, -1.26102, 0.683927, 0.678799, -0.186816, -0.191247, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.497099] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11614] 1760987630496988, 24.569, 0.320162, 0.0337323, -1.26102, 0.683927, 0.678799, -0.186816, -0.191247, -0.0666515, 0.00946775, -0.0331766, 0, 0.140649, -0.188001, 
[2025-10-20 15:13:50.499680] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11615] 1760987630499576, 24.5716, 0.320162, 0.0337323, -1.26102, 0.683927, 0.678799, -0.186816, -0.191247, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.502673] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11616] 1760987630502589, 24.5746, 0.320162, 0.0337323, -1.26102, 0.683927, 0.678799, -0.186816, -0.191247, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.505173] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11618] 1760987630505060, 24.577, 0.319485, 0.0337935, -1.26132, 0.684098, 0.678412, -0.187722, -0.191122, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.507890] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11619] 1760987630507775, 24.5798, 0.319485, 0.0337935, -1.26132, 0.684098, 0.678412, -0.187722, -0.191122, -0.0677135, 0.00611491, -0.0302501, -0.0443697, 0.114995, -0.138211, 
[2025-10-20 15:13:50.510550] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11620] 1760987630510434, 24.5824, 0.319485, 0.0337935, -1.26132, 0.684098, 0.678412, -0.187722, -0.191122, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.513625] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11622] 1760987630513518, 24.5855, 0.318776, 0.0338521, -1.26155, 0.684359, 0.677919, -0.188618, -0.191056, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.515997] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11623] 1760987630515882, 24.5879, 0.318776, 0.0338521, -1.26155, 0.684359, 0.677919, -0.188618, -0.191056, -0.0708438, 0.00586391, -0.0225972, -0.0782967, 0.12216, -0.118617, 
[2025-10-20 15:13:50.518834] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11624] 1760987630518726, 24.5907, 0.318776, 0.0338521, -1.26155, 0.684359, 0.677919, -0.188618, -0.191056, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.521664] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11625] 1760987630521551, 24.5935, 0.318776, 0.0338521, -1.26155, 0.684359, 0.677919, -0.188618, -0.191056, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.524302] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11627] 1760987630524178, 24.5962, 0.318084, 0.0339034, -1.26184, 0.684529, 0.677644, -0.189251, -0.190793, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.526968] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11628] 1760987630526854, 24.5988, 0.318084, 0.0339034, -1.26184, 0.684529, 0.677644, -0.189251, -0.190793, -0.0692316, 0.00513157, -0.0293978, 0, 0.0549793, -0.122564, 
[2025-10-20 15:13:50.529469] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11629] 1760987630529350, 24.6013, 0.318084, 0.0339034, -1.26184, 0.684529, 0.677644, -0.189251, -0.190793, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.532225] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11630] 1760987630532113, 24.6041, 0.318084, 0.0339034, -1.26184, 0.684529, 0.677644, -0.189251, -0.190793, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.535248] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11632] 1760987630535125, 24.6071, 0.317369, 0.0339683, -1.26209, 0.684674, 0.677346, -0.189821, -0.190765, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.537994] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11633] 1760987630537881, 24.6099, 0.317369, 0.0339683, -1.26209, 0.684674, 0.677346, -0.189821, -0.190765, -0.0714489, 0.00648738, -0.02536, -0.0445724, 0.0799179, -0.0747741, 
[2025-10-20 15:13:50.540802] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11634] 1760987630540690, 24.6127, 0.317369, 0.0339683, -1.26209, 0.684674, 0.677346, -0.189821, -0.190765, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.543261] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11636] 1760987630543194, 24.6152, 0.316622, 0.0339936, -1.26231, 0.684791, 0.67705, -0.190389, -0.190834, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.546002] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11637] 1760987630545888, 24.6179, 0.316622, 0.0339936, -1.26231, 0.684791, 0.67705, -0.190389, -0.190834, -0.0746901, 0.00252873, -0.0215998, -0.044167, 0.0938296, -0.0602103, 
[2025-10-20 15:13:50.548571] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11638] 1760987630548464, 24.6204, 0.316622, 0.0339936, -1.26231, 0.684791, 0.67705, -0.190389, -0.190834, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.552562] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11639] 1760987630552476, 24.6245, 0.316622, 0.0339936, -1.26231, 0.684791, 0.67705, -0.190389, -0.190834, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.553968] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11641] 1760987630553845, 24.6258, 0.315878, 0.0339831, -1.26261, 0.684725, 0.676873, -0.191215, -0.19087, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.556713] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11642] 1760987630556594, 24.6286, 0.315878, 0.0339831, -1.26261, 0.684725, 0.676873, -0.191215, -0.19087, -0.074409, 0, -0.0299479, 0, 0.12725, -0.120041, 
[2025-10-20 15:13:50.559080] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11643] 1760987630558973, 24.6309, 0.315878, 0.0339831, -1.26261, 0.684725, 0.676873, -0.191215, -0.19087, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.561957] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11644] 1760987630561846, 24.6338, 0.315878, 0.0339831, -1.26261, 0.684725, 0.676873, -0.191215, -0.19087, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.564412] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11646] 1760987630564299, 24.6363, 0.315102, 0.0340079, -1.2628, 0.684706, 0.676646, -0.191919, -0.191038, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.567337] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11647] 1760987630567227, 24.6392, 0.315102, 0.0340079, -1.2628, 0.684706, 0.676646, -0.191919, -0.191038, -0.0776679, 0.00248615, -0.019615, 0, 0.128633, -0.0749055, 
[2025-10-20 15:13:50.569999] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11648] 1760987630569877, 24.6419, 0.315102, 0.0340079, -1.2628, 0.684706, 0.676646, -0.191919, -0.191038, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.572559] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11649] 1760987630572448, 24.6444, 0.314404, 0.0339794, -1.26302, 0.684713, 0.676463, -0.192544, -0.191028, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.575249] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11651] 1760987630575130, 24.6471, 0.314404, 0.0339794, -1.26302, 0.684713, 0.676463, -0.192544, -0.191028, -0.0697973, -0.00285067, -0.0215093, 0, 0.0909209, -0.0923777, 
[2025-10-20 15:13:50.578506] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11652] 1760987630578395, 24.6504, 0.314404, 0.0339794, -1.26302, 0.684713, 0.676463, -0.192544, -0.191028, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.580525] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11653] 1760987630580409, 24.6524, 0.314404, 0.0339794, -1.26302, 0.684713, 0.676463, -0.192544, -0.191028, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.582996] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11654] 1760987630582908, 24.6549, 0.313703, 0.0339405, -1.2632, 0.684705, 0.676332, -0.193026, -0.191035, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.585885] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11656] 1760987630585769, 24.6577, 0.313703, 0.0339405, -1.2632, 0.684705, 0.676332, -0.193026, -0.191035, -0.0700944, -0.00389112, -0.0179737, 0, 0.0722826, -0.0696106, 
[2025-10-20 15:13:50.588314] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11657] 1760987630588207, 24.6602, 0.313703, 0.0339405, -1.2632, 0.684705, 0.676332, -0.193026, -0.191035, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.591227] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11658] 1760987630591112, 24.6631, 0.313703, 0.0339405, -1.2632, 0.684705, 0.676332, -0.193026, -0.191035, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.593750] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11660] 1760987630593661, 24.6656, 0.312975, 0.0338796, -1.26331, 0.684835, 0.676084, -0.193341, -0.191131, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.596516] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11661] 1760987630596357, 24.6683, 0.312975, 0.0338796, -1.26331, 0.684835, 0.676084, -0.193341, -0.191131, -0.072787, -0.0060874, -0.0113181, -0.0508428, 0.060606, 0, 
[2025-10-20 15:13:50.600292] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11662] 1760987630600172, 24.6721, 0.312975, 0.0338796, -1.26331, 0.684835, 0.676084, -0.193341, -0.191131, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.601807] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11663] 1760987630601691, 24.6737, 0.312975, 0.0338796, -1.26331, 0.684835, 0.676084, -0.193341, -0.191131, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.604154] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11665] 1760987630604038, 24.676, 0.312243, 0.0338024, -1.26351, 0.684768, 0.675933, -0.19404, -0.191198, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.606889] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11666] 1760987630606774, 24.6788, 0.312243, 0.0338024, -1.26351, 0.684768, 0.675933, -0.19404, -0.191198, -0.0732015, -0.00772347, -0.019415, 0, 0.113136, -0.0962544, 
[2025-10-20 15:13:50.609420] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11667] 1760987630609306, 24.6813, 0.312243, 0.0338024, -1.26351, 0.684768, 0.675933, -0.19404, -0.191198, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.612097] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11668] 1760987630611980, 24.684, 0.312243, 0.0338024, -1.26351, 0.684768, 0.675933, -0.19404, -0.191198, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.614478] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11670] 1760987630614368, 24.6863, 0.311511, 0.0337596, -1.26368, 0.684694, 0.675809, -0.194626, -0.191306, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.617271] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11671] 1760987630617157, 24.6891, 0.311511, 0.0337596, -1.26368, 0.684694, 0.675809, -0.194626, -0.191306, -0.0731856, -0.00427706, -0.0174263, 0, 0.102532, -0.0734278, 
[2025-10-20 15:13:50.619703] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11672] 1760987630619599, 24.6916, 0.311511, 0.0337596, -1.26368, 0.684694, 0.675809, -0.194626, -0.191306, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.622422] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11673] 1760987630622310, 24.6943, 0.311511, 0.0337596, -1.26368, 0.684694, 0.675809, -0.194626, -0.191306, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.625290] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11675] 1760987630625176, 24.6972, 0.310808, 0.0337271, -1.26379, 0.684685, 0.675756, -0.194998, -0.191144, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.627710] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11676] 1760987630627599, 24.6996, 0.310808, 0.0337271, -1.26379, 0.684685, 0.675756, -0.194998, -0.191144, -0.0703357, -0.00325764, -0.0112237, 0, 0, -0.083229, 
[2025-10-20 15:13:50.630238] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11677] 1760987630630119, 24.7021, 0.310808, 0.0337271, -1.26379, 0.684685, 0.675756, -0.194998, -0.191144, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.633066] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11678] 1760987630632950, 24.7049, 0.310181, 0.0336424, -1.26393, 0.684568, 0.67577, -0.195612, -0.190887, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.635633] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11680] 1760987630635517, 24.7075, 0.310181, 0.0336424, -1.26393, 0.684568, 0.67577, -0.195612, -0.190887, -0.0626585, -0.00846112, -0.0136808, 0.0601888, 0.0531912, -0.144768, 
[2025-10-20 15:13:50.638257] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11681] 1760987630638144, 24.7101, 0.310181, 0.0336424, -1.26393, 0.684568, 0.67577, -0.195612, -0.190887, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.641193] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11682] 1760987630641080, 24.7131, 0.310181, 0.0336424, -1.26393, 0.684568, 0.67577, -0.195612, -0.190887, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.643576] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11684] 1760987630643471, 24.7154, 0.309547, 0.0335463, -1.26402, 0.68442, 0.675854, -0.196155, -0.19056, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.646393] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11685] 1760987630646278, 24.7183, 0.309547, 0.0335463, -1.26402, 0.68442, 0.675854, -0.196155, -0.19056, -0.0634348, -0.00961889, -0.00874042, 0.0767112, 0, -0.149632, 
[2025-10-20 15:13:50.648460] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11686] 1760987630648354, 24.7203, 0.309547, 0.0335463, -1.26402, 0.68442, 0.675854, -0.196155, -0.19056, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.651599] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11687] 1760987630651479, 24.7235, 0.309547, 0.0335463, -1.26402, 0.68442, 0.675854, -0.196155, -0.19056, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.655128] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11689] 1760987630655017, 24.727, 0.308977, 0.0334574, -1.26406, 0.684152, 0.67605, -0.196802, -0.190164, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.656833] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11690] 1760987630656723, 24.7287, 0.308977, 0.0334574, -1.26406, 0.684152, 0.67605, -0.196802, -0.190164, -0.0569238, -0.00888253, -0.00425898, 0.121701, 0.0376463, -0.187764, 
[2025-10-20 15:13:50.659382] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11691] 1760987630659270, 24.7312, 0.308977, 0.0334574, -1.26406, 0.684152, 0.67605, -0.196802, -0.190164, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.662299] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11692] 1760987630662213, 24.7342, 0.308977, 0.0334574, -1.26406, 0.684152, 0.67605, -0.196802, -0.190164, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.664902] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11694] 1760987630664790, 24.7368, 0.30838, 0.0333391, -1.26406, 0.683892, 0.676246, -0.197388, -0.189793, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.666748] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11695] 1760987630666639, 24.7386, 0.30838, 0.0333391, -1.26406, 0.683892, 0.676246, -0.197388, -0.189793, -0.0597134, -0.0118307, 0, 0.116444, 0, -0.173736, 
[2025-10-20 15:13:50.670088] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11696] 1760987630669971, 24.7419, 0.30838, 0.0333391, -1.26406, 0.683892, 0.676246, -0.197388, -0.189793, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.673214] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11698] 1760987630673137, 24.7451, 0.307809, 0.0331976, -1.26403, 0.683557, 0.676482, -0.198061, -0.189458, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.675540] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11699] 1760987630675426, 24.7474, 0.307809, 0.0331976, -1.26403, 0.683557, 0.676482, -0.198061, -0.189458, -0.0570836, -0.0141502, 0.00321669, 0.137687, 0.0499964, -0.187416, 
[2025-10-20 15:13:50.678091] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11700] 1760987630677984, 24.75, 0.307809, 0.0331976, -1.26403, 0.683557, 0.676482, -0.198061, -0.189458, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.680689] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11701] 1760987630680573, 24.7525, 0.307809, 0.0331976, -1.26403, 0.683557, 0.676482, -0.198061, -0.189458, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.683429] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11703] 1760987630683345, 24.7553, 0.307206, 0.0330111, -1.26407, 0.68303, 0.676829, -0.198997, -0.189136, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.686020] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11704] 1760987630685905, 24.7579, 0.307206, 0.0330111, -1.26407, 0.68303, 0.676829, -0.198997, -0.189136, -0.0603308, -0.0186553, -0.00420146, 0.197852, 0.0901341, -0.241242, 
[2025-10-20 15:13:50.688571] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11705] 1760987630688466, 24.7604, 0.307206, 0.0330111, -1.26407, 0.68303, 0.676829, -0.198997, -0.189136, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.691430] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11706] 1760987630691316, 24.7633, 0.307206, 0.0330111, -1.26407, 0.68303, 0.676829, -0.198997, -0.189136, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.694040] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11708] 1760987630693921, 24.7659, 0.306674, 0.0328366, -1.26412, 0.682561, 0.677236, -0.199658, -0.188675, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.696822] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11709] 1760987630696708, 24.7687, 0.306674, 0.0328366, -1.26412, 0.682561, 0.677236, -0.199658, -0.188675, -0.0531996, -0.0174506, -0.00543136, 0.191772, 0, -0.219737, 
[2025-10-20 15:13:50.699383] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11710] 1760987630699271, 24.7712, 0.306674, 0.0328366, -1.26412, 0.682561, 0.677236, -0.199658, -0.188675, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.702068] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11711] 1760987630701956, 24.7739, 0.306674, 0.0328366, -1.26412, 0.682561, 0.677236, -0.199658, -0.188675, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.704564] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11713] 1760987630704452, 24.7764, 0.306115, 0.0326291, -1.26404, 0.682391, 0.677344, -0.200044, -0.188494, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.707252] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11714] 1760987630707139, 24.7791, 0.306115, 0.0326291, -1.26404, 0.682391, 0.677344, -0.200044, -0.188494, -0.0559258, -0.0207414, 0.00796886, 0.0706196, 0, -0.103455, 
[2025-10-20 15:13:50.710020] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11715] 1760987630709874, 24.7818, 0.306115, 0.0326291, -1.26404, 0.682391, 0.677344, -0.200044, -0.188494, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.714177] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11717] 1760987630714049, 24.786, 0.3056, 0.0323311, -1.26397, 0.682413, 0.677225, -0.200551, -0.188303, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.715398] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11718] 1760987630715284, 24.7873, 0.3056, 0.0323311, -1.26397, 0.682413, 0.677225, -0.200551, -0.188303, -0.0515356, -0.0298022, 0.00766741, 0, 0.0467956, -0.105471, 
[2025-10-20 15:13:50.717698] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11719] 1760987630717595, 24.7896, 0.3056, 0.0323311, -1.26397, 0.682413, 0.677225, -0.200551, -0.188303, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:13:50.720336] [0x0000007fa9ffa9a0] [MocapTag] [0x00001350] [11720] 1760987630720219, 24.7922, 0.3056, 0.0323311, -1.26397, 0.682413, 0.677225, -0.200551, -0.188303, 0, 0, 0, 0, 0, 0, 
