[2025-10-20 11:45:15.034586] [0x0000007fb92e17c0] [MocapTag] [0x000015ca] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 11:45:23.335005] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3924] 1760975123334893, 8.35412, 0.129656, -0.209573, -0.324531, 0.710683, 0.703471, 0.00189707, -0.00733217, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.337506] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3925] 1760975123337396, 8.35662, 0.129678, -0.209491, -0.324615, 0.710451, 0.703706, 0.00199253, -0.00730914, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.341430] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3926] 1760975123341342, 8.36057, 0.129678, -0.209491, -0.324615, 0.710451, 0.703706, 0.00199253, -0.00730914, 0.00219158, 0.00821402, -0.0084356, 0.0662327, 0, 0, 
[2025-10-20 11:45:23.343135] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3928] 1760975123343020, 8.36224, 0.129678, -0.209491, -0.324615, 0.710451, 0.703706, 0.00199253, -0.00730914, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.345668] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3929] 1760975123345557, 8.36478, 0.129678, -0.209491, -0.324615, 0.710451, 0.703706, 0.00199253, -0.00730914, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.348108] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3930] 1760975123348000, 8.36722, 0.129704, -0.209485, -0.324844, 0.711278, 0.702871, 0.00182217, -0.00725075, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.350805] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3931] 1760975123350690, 8.36992, 0.129704, -0.209485, -0.324844, 0.711278, 0.702871, 0.00182217, -0.00725075, 0.00264999, 0, -0.0228529, -0.235021, 0, 0, 
[2025-10-20 11:45:23.353303] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3933] 1760975123353180, 8.37241, 0.129704, -0.209485, -0.324844, 0.711278, 0.702871, 0.00182217, -0.00725075, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.356248] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3934] 1760975123356142, 8.37537, 0.129704, -0.209485, -0.324844, 0.711278, 0.702871, 0.00182217, -0.00725075, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.358752] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3935] 1760975123358642, 8.37787, 0.129689, -0.209484, -0.324859, 0.711211, 0.702938, 0.00186335, -0.00729013, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.361502] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3936] 1760975123361415, 8.38064, 0.129689, -0.209484, -0.324859, 0.711211, 0.702938, 0.00186335, -0.00729013, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.364164] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3938] 1760975123364052, 8.38328, 0.129689, -0.209484, -0.324859, 0.711211, 0.702938, 0.00186335, -0.00729013, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.366736] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3939] 1760975123366624, 8.38585, 0.129705, -0.209394, -0.324977, 0.710596, 0.703559, 0.00202704, -0.00732072, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.369365] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3940] 1760975123369257, 8.38848, 0.129705, -0.209394, -0.324977, 0.710596, 0.703559, 0.00202704, -0.00732072, 0, 0.00893226, -0.0117104, 0.174844, 0, 0, 
[2025-10-20 11:45:23.372330] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3942] 1760975123372240, 8.39147, 0.129705, -0.209394, -0.324977, 0.710596, 0.703559, 0.00202704, -0.00732072, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.375034] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3943] 1760975123374923, 8.39415, 0.129705, -0.209394, -0.324977, 0.710596, 0.703559, 0.00202704, -0.00732072, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.377608] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3944] 1760975123377502, 8.39673, 0.129739, -0.209489, -0.324854, 0.71119, 0.70296, 0.00178849, -0.00722717, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.380544] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3945] 1760975123380433, 8.39966, 0.129739, -0.209489, -0.324854, 0.71119, 0.70296, 0.00178849, -0.00722717, 0.00340911, -0.0094553, 0.0122385, -0.168824, 0, -0.0462193, 
[2025-10-20 11:45:23.383056] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3947] 1760975123382893, 8.40212, 0.129739, -0.209489, -0.324854, 0.71119, 0.70296, 0.00178849, -0.00722717, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.385480] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3948] 1760975123385376, 8.4046, 0.129739, -0.209489, -0.324854, 0.71119, 0.70296, 0.00178849, -0.00722717, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.389372] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3949] 1760975123389263, 8.40849, 0.129751, -0.209485, -0.324851, 0.711174, 0.702976, 0.00181593, -0.00719869, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.390841] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3950] 1760975123390735, 8.40996, 0.129751, -0.209485, -0.324851, 0.711174, 0.702976, 0.00181593, -0.00719869, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.393488] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3952] 1760975123393364, 8.41259, 0.129751, -0.209485, -0.324851, 0.711174, 0.702976, 0.00181593, -0.00719869, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.396432] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3953] 1760975123396274, 8.4155, 0.129751, -0.209485, -0.324851, 0.711174, 0.702976, 0.00181593, -0.00719869, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.398637] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3954] 1760975123398528, 8.41775, 0.129823, -0.20957, -0.324726, 0.710794, 0.703362, 0.00155025, -0.00718889, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.401248] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3955] 1760975123401126, 8.42035, 0.129823, -0.20957, -0.324726, 0.710794, 0.703362, 0.00155025, -0.00718889, 0.00713637, -0.00852954, 0.0125246, 0.108314, 0.0370861, -0.0391756, 
[2025-10-20 11:45:23.404285] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3957] 1760975123404174, 8.4234, 0.129823, -0.20957, -0.324726, 0.710794, 0.703362, 0.00155025, -0.00718889, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.407556] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3958] 1760975123407445, 8.42667, 0.1298, -0.209611, -0.324646, 0.711183, 0.702969, 0.00150617, -0.0070849, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.409481] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3959] 1760975123409376, 8.4286, 0.1298, -0.209611, -0.324646, 0.711183, 0.702969, 0.00150617, -0.0070849, -0.0022866, -0.00405491, 0.0079399, -0.110471, 0, 0, 
[2025-10-20 11:45:23.412036] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3960] 1760975123411947, 8.43117, 0.1298, -0.209611, -0.324646, 0.711183, 0.702969, 0.00150617, -0.0070849, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.414540] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3962] 1760975123414428, 8.43365, 0.1298, -0.209611, -0.324646, 0.711183, 0.702969, 0.00150617, -0.0070849, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.416993] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3963] 1760975123416886, 8.43611, 0.1298, -0.20961, -0.324639, 0.711187, 0.702965, 0.00156832, -0.00711206, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.420257] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3964] 1760975123420148, 8.43937, 0.1298, -0.20961, -0.324639, 0.711187, 0.702965, 0.00156832, -0.00711206, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.422828] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3966] 1760975123422709, 8.44193, 0.1298, -0.20961, -0.324639, 0.711187, 0.702965, 0.00156832, -0.00711206, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.425265] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3967] 1760975123425155, 8.44438, 0.1298, -0.20961, -0.324639, 0.711187, 0.702965, 0.00156832, -0.00711206, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.427797] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3968] 1760975123427687, 8.44691, 0.129796, -0.209592, -0.324681, 0.71082, 0.703336, 0.00156322, -0.00714849, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.430480] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3969] 1760975123430374, 8.4496, 0.129796, -0.209592, -0.324681, 0.71082, 0.703336, 0.00156322, -0.00714849, 0, 0, -0.00420812, 0.10438, 0, 0, 
[2025-10-20 11:45:23.433190] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3971] 1760975123433070, 8.45229, 0.129796, -0.209592, -0.324681, 0.71082, 0.703336, 0.00156322, -0.00714849, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.436102] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3972] 1760975123435998, 8.45522, 0.129796, -0.209592, -0.324681, 0.71082, 0.703336, 0.00156322, -0.00714849, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.438715] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3973] 1760975123438609, 8.45783, 0.129882, -0.209523, -0.324765, 0.710649, 0.703509, 0.00155549, -0.00716108, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.441368] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3974] 1760975123441282, 8.46051, 0.129882, -0.209523, -0.324765, 0.710649, 0.703509, 0.00155549, -0.00716108, 0.00856548, 0.0069508, -0.00833244, 0.0485539, 0, 0, 
[2025-10-20 11:45:23.444032] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3976] 1760975123443921, 8.46315, 0.129882, -0.209523, -0.324765, 0.710649, 0.703509, 0.00155549, -0.00716108, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.446534] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3977] 1760975123446426, 8.46565, 0.129825, -0.209634, -0.324646, 0.711222, 0.702929, 0.00147316, -0.00722557, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.449294] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3978] 1760975123449181, 8.46841, 0.129825, -0.209634, -0.324646, 0.711222, 0.702929, 0.00147316, -0.00722557, -0.0056743, -0.0110988, 0.011891, -0.163114, 0, 0, 
[2025-10-20 11:45:23.452016] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3979] 1760975123451927, 8.47115, 0.129825, -0.209634, -0.324646, 0.711222, 0.702929, 0.00147316, -0.00722557, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.454690] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3981] 1760975123454553, 8.47378, 0.129825, -0.209634, -0.324646, 0.711222, 0.702929, 0.00147316, -0.00722557, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.457299] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3982] 1760975123457188, 8.47641, 0.129874, -0.209632, -0.324641, 0.711294, 0.702857, 0.00147627, -0.00709196, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.460020] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3983] 1760975123459913, 8.47914, 0.129874, -0.209632, -0.324641, 0.711294, 0.702857, 0.00147627, -0.00709196, 0.00490991, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.462560] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3985] 1760975123462465, 8.48169, 0.129874, -0.209632, -0.324641, 0.711294, 0.702857, 0.00147627, -0.00709196, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.465165] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3986] 1760975123465054, 8.48428, 0.129874, -0.209632, -0.324641, 0.711294, 0.702857, 0.00147627, -0.00709196, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.468907] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3987] 1760975123468797, 8.48802, 0.129842, -0.209583, -0.324766, 0.710839, 0.703316, 0.00155781, -0.00723529, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.470742] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3988] 1760975123470635, 8.48986, 0.129842, -0.209583, -0.324766, 0.710839, 0.703316, 0.00155781, -0.00723529, -0.00327004, 0.00499664, -0.0125622, 0.129116, 0, 0, 
[2025-10-20 11:45:23.473411] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3990] 1760975123473297, 8.49252, 0.129842, -0.209583, -0.324766, 0.710839, 0.703316, 0.00155781, -0.00723529, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.475985] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3991] 1760975123475879, 8.4951, 0.129842, -0.209583, -0.324766, 0.710839, 0.703316, 0.00155781, -0.00723529, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.478291] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3992] 1760975123478180, 8.49741, 0.12979, -0.209683, -0.324687, 0.711345, 0.702803, 0.00150214, -0.00730033, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.480993] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3993] 1760975123480881, 8.50011, 0.12979, -0.209683, -0.324687, 0.711345, 0.702803, 0.00150214, -0.00730033, -0.00519379, -0.0100785, 0.00795081, -0.144267, 0, 0, 
[2025-10-20 11:45:23.483981] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3995] 1760975123483866, 8.50309, 0.12979, -0.209683, -0.324687, 0.711345, 0.702803, 0.00150214, -0.00730033, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.486891] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3996] 1760975123486782, 8.50601, 0.12982, -0.209668, -0.324664, 0.711301, 0.702849, 0.00152663, -0.0071295, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.489640] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3997] 1760975123489530, 8.50876, 0.12982, -0.209668, -0.324664, 0.711301, 0.702849, 0.00152663, -0.0071295, 0.00305476, 0, 0.00230478, 0, 0, 0, 
[2025-10-20 11:45:23.492097] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3999] 1760975123492043, 8.51127, 0.12982, -0.209668, -0.324664, 0.711301, 0.702849, 0.00152663, -0.0071295, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.495064] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4000] 1760975123494952, 8.51418, 0.12982, -0.209668, -0.324664, 0.711301, 0.702849, 0.00152663, -0.0071295, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.497586] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4001] 1760975123497471, 8.5167, 0.129723, -0.209663, -0.3248, 0.710887, 0.703267, 0.00165683, -0.00721587, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.500629] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4002] 1760975123500521, 8.51975, 0.129723, -0.209663, -0.3248, 0.710887, 0.703267, 0.00165683, -0.00721587, -0.0097428, 0, -0.0136598, 0.117517, 0, 0, 
[2025-10-20 11:45:23.503262] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4004] 1760975123503139, 8.52236, 0.129723, -0.209663, -0.3248, 0.710887, 0.703267, 0.00165683, -0.00721587, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.505755] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4005] 1760975123505648, 8.52487, 0.129723, -0.209663, -0.3248, 0.710887, 0.703267, 0.00165683, -0.00721587, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.508213] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4006] 1760975123508110, 8.52734, 0.129742, -0.209578, -0.324843, 0.710515, 0.703645, 0.00164179, -0.00707664, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.511008] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4007] 1760975123510895, 8.53012, 0.129742, -0.209578, -0.324843, 0.710515, 0.703645, 0.00164179, -0.00707664, 0, 0.00848952, -0.00430498, 0.106382, 0, 0, 
[2025-10-20 11:45:23.513533] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4009] 1760975123513419, 8.53264, 0.129742, -0.209578, -0.324843, 0.710515, 0.703645, 0.00164179, -0.00707664, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.517673] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4010] 1760975123517561, 8.53679, 0.129742, -0.209578, -0.324843, 0.710515, 0.703645, 0.00164179, -0.00707664, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.518806] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4011] 1760975123518698, 8.53792, 0.129658, -0.2095, -0.324905, 0.710941, 0.703213, 0.00189602, -0.00707551, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.521367] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4012] 1760975123521251, 8.54048, 0.129658, -0.2095, -0.324905, 0.710941, 0.703213, 0.00189602, -0.00707551, -0.00837038, 0.00782692, -0.00617887, -0.1212, -0.0370596, 0.0360573, 
[2025-10-20 11:45:23.524047] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4014] 1760975123523937, 8.54316, 0.129658, -0.2095, -0.324905, 0.710941, 0.703213, 0.00189602, -0.00707551, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.526628] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4015] 1760975123526523, 8.54575, 0.129685, -0.209493, -0.324918, 0.710685, 0.703472, 0.00187873, -0.0071117, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.529328] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4016] 1760975123529229, 8.54845, 0.129685, -0.209493, -0.324918, 0.710685, 0.703472, 0.00187873, -0.0071117, 0.00266741, 0, 0, 0.0727296, 0, 0, 
[2025-10-20 11:45:23.532020] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4017] 1760975123531932, 8.55116, 0.129685, -0.209493, -0.324918, 0.710685, 0.703472, 0.00187873, -0.0071117, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.534541] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4019] 1760975123534430, 8.55365, 0.129685, -0.209493, -0.324918, 0.710685, 0.703472, 0.00187873, -0.0071117, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.537120] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4020] 1760975123537014, 8.55624, 0.129719, -0.209408, -0.32503, 0.71043, 0.703728, 0.00199385, -0.00719357, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.539855] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4021] 1760975123539742, 8.55897, 0.129719, -0.209408, -0.32503, 0.71043, 0.703728, 0.00199385, -0.00719357, 0.00338087, 0.00851254, -0.0112291, 0.0721574, 0, 0, 
[2025-10-20 11:45:23.543495] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4023] 1760975123543383, 8.56261, 0.129719, -0.209408, -0.32503, 0.71043, 0.703728, 0.00199385, -0.00719357, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.545628] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4024] 1760975123545521, 8.56475, 0.129719, -0.209408, -0.32503, 0.71043, 0.703728, 0.00199385, -0.00719357, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.547698] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4025] 1760975123547587, 8.56681, 0.129778, -0.209645, -0.324686, 0.711105, 0.703048, 0.00152078, -0.00718136, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.550497] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4026] 1760975123550391, 8.56962, 0.129778, -0.209645, -0.324686, 0.711105, 0.703048, 0.00152078, -0.00718136, 0.00589279, -0.0237599, 0.0344113, -0.191772, 0.0643177, -0.0675562, 
[2025-10-20 11:45:23.553029] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4028] 1760975123552879, 8.5721, 0.129778, -0.209645, -0.324686, 0.711105, 0.703048, 0.00152078, -0.00718136, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.555654] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4029] 1760975123555545, 8.57477, 0.129778, -0.209645, -0.324686, 0.711105, 0.703048, 0.00152078, -0.00718136, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.558107] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4030] 1760975123558000, 8.57723, 0.129788, -0.209626, -0.324662, 0.711155, 0.702997, 0.00156439, -0.00717578, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.560919] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4031] 1760975123560808, 8.58003, 0.129788, -0.209626, -0.324662, 0.711155, 0.702997, 0.00156439, -0.00717578, 0, 0, 0.00234749, 0, 0, 0, 
[2025-10-20 11:45:23.563685] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4033] 1760975123563572, 8.5828, 0.129788, -0.209626, -0.324662, 0.711155, 0.702997, 0.00156439, -0.00717578, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.566253] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4034] 1760975123566147, 8.58537, 0.129788, -0.209626, -0.324662, 0.711155, 0.702997, 0.00156439, -0.00717578, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.568801] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4035] 1760975123568690, 8.58792, 0.129762, -0.209553, -0.324745, 0.710714, 0.703442, 0.00165212, -0.00724464, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.571506] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4036] 1760975123571415, 8.59064, 0.129762, -0.209553, -0.324745, 0.710714, 0.703442, 0.00165212, -0.00724464, -0.00256319, 0.00732253, -0.00824208, 0.125217, 0, 0, 
[2025-10-20 11:45:23.574066] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4038] 1760975123573952, 8.59318, 0.129762, -0.209553, -0.324745, 0.710714, 0.703442, 0.00165212, -0.00724464, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.576640] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4039] 1760975123576535, 8.59576, 0.129759, -0.20959, -0.324632, 0.711137, 0.703014, 0.00155502, -0.00721353, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.580119] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4040] 1760975123580008, 8.59923, 0.129759, -0.20959, -0.324632, 0.711137, 0.703014, 0.00155502, -0.00721353, 0, -0.00365799, 0.0112753, -0.120318, 0, 0, 
[2025-10-20 11:45:23.582674] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4042] 1760975123582581, 8.60181, 0.129759, -0.20959, -0.324632, 0.711137, 0.703014, 0.00155502, -0.00721353, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.585419] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4043] 1760975123585308, 8.60453, 0.129759, -0.20959, -0.324632, 0.711137, 0.703014, 0.00155502, -0.00721353, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.587878] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4044] 1760975123587764, 8.60699, 0.12974, -0.209617, -0.324665, 0.711185, 0.702966, 0.00159349, -0.00727416, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.590546] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4045] 1760975123590434, 8.60966, 0.12974, -0.209617, -0.324665, 0.711185, 0.702966, 0.00159349, -0.00727416, 0, -0.0027084, -0.0032844, 0, 0, 0, 
[2025-10-20 11:45:23.593184] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4047] 1760975123593066, 8.61229, 0.12974, -0.209617, -0.324665, 0.711185, 0.702966, 0.00159349, -0.00727416, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.595633] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4048] 1760975123595526, 8.61475, 0.12974, -0.209617, -0.324665, 0.711185, 0.702966, 0.00159349, -0.00727416, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.598271] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4049] 1760975123598162, 8.61739, 0.129779, -0.209569, -0.324721, 0.710827, 0.703328, 0.00158556, -0.00725025, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.601415] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4050] 1760975123601310, 8.62054, 0.129779, -0.209569, -0.324721, 0.710827, 0.703328, 0.00158556, -0.00725025, 0.00390958, 0.00474535, -0.00560125, 0.101805, 0, 0, 
[2025-10-20 11:45:23.603701] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4052] 1760975123603588, 8.62281, 0.129779, -0.209569, -0.324721, 0.710827, 0.703328, 0.00158556, -0.00725025, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.605985] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4053] 1760975123605879, 8.6251, 0.129779, -0.209569, -0.324721, 0.710827, 0.703328, 0.00158556, -0.00725025, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.608919] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [4054] 1760975123608803, 8.62803, 0.129781, -0.209635, -0.324678, 0.711258, 0.702892, 0.00154795, -0.00724234, 0, 0, 0, 0, 0, 0, 
