[2025-10-20 11:45:15.034586] [0x0000007fb92e17c0] [MocapTag] [0x000015ca] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 11:45:23.055794] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3792] 1760975123055675, 8.0749, 0.129896, -0.20982, -0.32444, 0.710841, 0.703312, -0.00099783, -0.00748176, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.057713] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3793] 1760975123057604, 8.07683, 0.12994, -0.209777, -0.324456, 0.710348, 0.70381, -0.00105563, -0.0074217, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.060512] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3794] 1760975123060391, 8.07962, 0.12994, -0.209777, -0.324456, 0.710348, 0.70381, -0.00105563, -0.0074217, 0.00437465, 0.00427819, 0, 0.140238, 0, 0, 
[2025-10-20 11:45:23.062844] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3796] 1760975123062733, 8.08196, 0.12994, -0.209777, -0.324456, 0.710348, 0.70381, -0.00105563, -0.0074217, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.065486] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3797] 1760975123065377, 8.0846, 0.12994, -0.209777, -0.324456, 0.710348, 0.70381, -0.00105563, -0.0074217, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.067941] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3798] 1760975123067831, 8.08706, 0.129895, -0.209685, -0.324573, 0.710306, 0.703853, -0.00062324, -0.00749498, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.071521] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3799] 1760975123071427, 8.09065, 0.129895, -0.209685, -0.324573, 0.710306, 0.703853, -0.00062324, -0.00749498, -0.00450135, 0.00921592, -0.0116451, 0, -0.0510587, 0.0712079, 
[2025-10-20 11:45:23.073957] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3801] 1760975123073844, 8.09307, 0.129895, -0.209685, -0.324573, 0.710306, 0.703853, -0.00062324, -0.00749498, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.076675] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3802] 1760975123076549, 8.09577, 0.129909, -0.20979, -0.324378, 0.710796, 0.703358, -0.000929249, -0.00751178, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.079537] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3803] 1760975123079411, 8.09864, 0.129909, -0.20979, -0.324378, 0.710796, 0.703358, -0.000929249, -0.00751178, 0, -0.0105015, 0.0194965, -0.139308, 0.0451862, -0.0398628, 
[2025-10-20 11:45:23.082341] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3805] 1760975123082229, 8.10145, 0.129909, -0.20979, -0.324378, 0.710796, 0.703358, -0.000929249, -0.00751178, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.085571] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3806] 1760975123085447, 8.10467, 0.129909, -0.20979, -0.324378, 0.710796, 0.703358, -0.000929249, -0.00751178, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.087950] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3807] 1760975123087827, 8.10705, 0.129919, -0.209819, -0.324335, 0.710546, 0.70361, -0.00112689, -0.00750562, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.090751] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3808] 1760975123090629, 8.10985, 0.129919, -0.209819, -0.324335, 0.710546, 0.70361, -0.00112689, -0.00750562, 0, -0.00290931, 0.0043307, 0.0710368, 0, 0, 
[2025-10-20 11:45:23.093536] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3810] 1760975123093411, 8.11264, 0.129919, -0.209819, -0.324335, 0.710546, 0.70361, -0.00112689, -0.00750562, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.096102] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3811] 1760975123095991, 8.11522, 0.129919, -0.209819, -0.324335, 0.710546, 0.70361, -0.00112689, -0.00750562, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.098798] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3812] 1760975123098677, 8.1179, 0.129924, -0.2097, -0.32449, 0.710287, 0.703871, -0.000853567, -0.00759183, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.102495] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3814] 1760975123102426, 8.12165, 0.129924, -0.2097, -0.32449, 0.710287, 0.703871, -0.000853567, -0.00759183, 0, 0.0118935, -0.015496, 0.0734568, 0, 0.0502788, 
[2025-10-20 11:45:23.104726] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3815] 1760975123104608, 8.12383, 0.129924, -0.2097, -0.32449, 0.710287, 0.703871, -0.000853567, -0.00759183, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.107303] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3816] 1760975123107180, 8.12641, 0.1299, -0.209771, -0.324398, 0.710724, 0.703429, -0.000973592, -0.00760187, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.109999] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3817] 1760975123109874, 8.1291, 0.1299, -0.209771, -0.324398, 0.710724, 0.703429, -0.000973592, -0.00760187, -0.00238402, -0.00711277, 0.00918716, -0.124371, 0, 0, 
[2025-10-20 11:45:23.112487] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3819] 1760975123112383, 8.13161, 0.1299, -0.209771, -0.324398, 0.710724, 0.703429, -0.000973592, -0.00760187, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.115649] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3820] 1760975123115526, 8.13475, 0.1299, -0.209771, -0.324398, 0.710724, 0.703429, -0.000973592, -0.00760187, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.117503] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3821] 1760975123117390, 8.13662, 0.129921, -0.209771, -0.324424, 0.710721, 0.703433, -0.000941274, -0.00753231, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.120150] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3822] 1760975123120028, 8.13925, 0.129921, -0.209771, -0.324424, 0.710721, 0.703433, -0.000941274, -0.00753231, 0.00214637, 0, -0.00259299, 0, 0, 0, 
[2025-10-20 11:45:23.122900] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3824] 1760975123122778, 8.142, 0.129921, -0.209771, -0.324424, 0.710721, 0.703433, -0.000941274, -0.00753231, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.125314] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3825] 1760975123125190, 8.14442, 0.129921, -0.209771, -0.324424, 0.710721, 0.703433, -0.000941274, -0.00753231, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.127863] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3826] 1760975123127731, 8.14696, 0.12989, -0.209739, -0.324426, 0.71072, 0.703434, -0.000929067, -0.00758847, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.130839] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3827] 1760975123130711, 8.14994, 0.12989, -0.209739, -0.324426, 0.71072, 0.703434, -0.000929067, -0.00758847, -0.00308081, 0.00322945, 0, 0, 0, 0, 
[2025-10-20 11:45:23.133595] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3829] 1760975123133481, 8.15271, 0.12989, -0.209739, -0.324426, 0.71072, 0.703434, -0.000929067, -0.00758847, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.136167] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3830] 1760975123136044, 8.15527, 0.12989, -0.209739, -0.324426, 0.71072, 0.703434, -0.000929067, -0.00758847, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.138275] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3831] 1760975123138166, 8.15739, 0.129889, -0.209743, -0.324435, 0.710746, 0.703407, -0.000950168, -0.00757925, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.140852] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3832] 1760975123140744, 8.15997, 0.129889, -0.209743, -0.324435, 0.710746, 0.703407, -0.000950168, -0.00757925, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.143526] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3834] 1760975123143414, 8.16264, 0.129889, -0.209743, -0.324435, 0.710746, 0.703407, -0.000950168, -0.00757925, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.149063] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3835] 1760975123148943, 8.16817, 0.129889, -0.209743, -0.324435, 0.710746, 0.703407, -0.000950168, -0.00757925, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.149777] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3836] 1760975123149625, 8.16885, 0.129889, -0.209758, -0.324443, 0.710741, 0.703413, -0.000920633, -0.00755101, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.151632] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3837] 1760975123151547, 8.17077, 0.129889, -0.209758, -0.324443, 0.710741, 0.703413, -0.000920633, -0.00755101, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.154269] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3839] 1760975123154159, 8.17338, 0.129889, -0.209758, -0.324443, 0.710741, 0.703413, -0.000920633, -0.00755101, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.156866] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3840] 1760975123156748, 8.17597, 0.129898, -0.209769, -0.324432, 0.71076, 0.703394, -0.000943446, -0.00750407, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.159610] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3841] 1760975123159503, 8.17873, 0.129898, -0.209769, -0.324432, 0.71076, 0.703394, -0.000943446, -0.00750407, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.162058] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3843] 1760975123162004, 8.18123, 0.129898, -0.209769, -0.324432, 0.71076, 0.703394, -0.000943446, -0.00750407, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.165152] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3844] 1760975123165041, 8.18427, 0.129898, -0.209769, -0.324432, 0.71076, 0.703394, -0.000943446, -0.00750407, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.167603] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3845] 1760975123167495, 8.18672, 0.129881, -0.209685, -0.324573, 0.710314, 0.703844, -0.000670201, -0.00751814, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.170331] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3846] 1760975123170227, 8.18945, 0.129881, -0.209685, -0.324573, 0.710314, 0.703844, -0.000670201, -0.00751814, 0, 0.0083792, -0.0140784, 0.126648, -0.0362484, 0.0397096, 
[2025-10-20 11:45:23.172922] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3848] 1760975123172803, 8.19203, 0.129881, -0.209685, -0.324573, 0.710314, 0.703844, -0.000670201, -0.00751814, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.175621] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3849] 1760975123175511, 8.19474, 0.129881, -0.209685, -0.324573, 0.710314, 0.703844, -0.000670201, -0.00751814, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.178112] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3850] 1760975123177993, 8.19722, 0.129855, -0.209801, -0.324434, 0.710767, 0.703387, -0.000950219, -0.007499, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.180996] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3851] 1760975123180883, 8.20011, 0.129855, -0.209801, -0.324434, 0.710767, 0.703387, -0.000950219, -0.007499, -0.00258175, -0.0116599, 0.0138346, -0.128758, 0.0364888, -0.04137, 
[2025-10-20 11:45:23.183651] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3853] 1760975123183533, 8.20276, 0.129855, -0.209801, -0.324434, 0.710767, 0.703387, -0.000950219, -0.007499, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.186103] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3854] 1760975123185997, 8.20522, 0.129855, -0.209801, -0.324434, 0.710767, 0.703387, -0.000950219, -0.007499, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.188690] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3855] 1760975123188586, 8.20781, 0.129933, -0.209767, -0.324378, 0.710683, 0.703474, -0.000948282, -0.00728416, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.191833] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3857] 1760975123191773, 8.211, 0.129933, -0.209767, -0.324378, 0.710683, 0.703474, -0.000948282, -0.00728416, 0.00778248, 0.00343336, 0.00558796, 0, 0, 0, 
[2025-10-20 11:45:23.194161] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3858] 1760975123194051, 8.21328, 0.129933, -0.209767, -0.324378, 0.710683, 0.703474, -0.000948282, -0.00728416, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.196837] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3859] 1760975123196732, 8.21596, 0.12994, -0.209696, -0.324427, 0.710013, 0.704146, -0.000829649, -0.00761947, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.199709] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3860] 1760975123199546, 8.21877, 0.12994, -0.209696, -0.324427, 0.710013, 0.704146, -0.000829649, -0.00761947, 0, 0.00706696, -0.00489375, 0.189352, 0, 0.0632291, 
[2025-10-20 11:45:23.202130] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3862] 1760975123202053, 8.22128, 0.12994, -0.209696, -0.324427, 0.710013, 0.704146, -0.000829649, -0.00761947, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.204814] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3863] 1760975123204698, 8.22392, 0.12994, -0.209696, -0.324427, 0.710013, 0.704146, -0.000829649, -0.00761947, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.207237] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3864] 1760975123207129, 8.22635, 0.129966, -0.209772, -0.324392, 0.710827, 0.703327, -0.00103797, -0.0074253, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.209964] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3865] 1760975123209857, 8.22908, 0.129966, -0.209772, -0.324392, 0.710827, 0.703327, -0.00103797, -0.0074253, 0.00257964, -0.007541, 0.00348712, -0.230515, 0, -0.0555382, 
[2025-10-20 11:45:23.212930] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3867] 1760975123212813, 8.23204, 0.129966, -0.209772, -0.324392, 0.710827, 0.703327, -0.00103797, -0.0074253, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.215501] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3868] 1760975123215392, 8.23462, 0.129966, -0.209772, -0.324392, 0.710827, 0.703327, -0.00103797, -0.0074253, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.218138] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3869] 1760975123218022, 8.23725, 0.129978, -0.209763, -0.324399, 0.710765, 0.703389, -0.00103906, -0.00743562, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.220897] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3870] 1760975123220786, 8.24001, 0.129978, -0.209763, -0.324399, 0.710765, 0.703389, -0.00103906, -0.00743562, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.223465] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3872] 1760975123223353, 8.24258, 0.129978, -0.209763, -0.324399, 0.710765, 0.703389, -0.00103906, -0.00743562, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.226030] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3873] 1760975123225911, 8.24514, 0.129978, -0.209763, -0.324399, 0.710765, 0.703389, -0.00103906, -0.00743562, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.228742] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3874] 1760975123228631, 8.24786, 0.130006, -0.209749, -0.324405, 0.710782, 0.703372, -0.000985902, -0.00741492, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.231494] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3875] 1760975123231402, 8.25063, 0.130006, -0.209749, -0.324405, 0.710782, 0.703372, -0.000985902, -0.00741492, 0.00279992, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.234280] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3877] 1760975123234165, 8.25339, 0.130006, -0.209749, -0.324405, 0.710782, 0.703372, -0.000985902, -0.00741492, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.236858] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3878] 1760975123236750, 8.25597, 0.129981, -0.209755, -0.324412, 0.710756, 0.703399, -0.000965039, -0.00742177, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.239531] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3879] 1760975123239419, 8.25864, 0.129981, -0.209755, -0.324412, 0.710756, 0.703399, -0.000965039, -0.00742177, -0.00251672, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.241985] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3881] 1760975123241918, 8.26114, 0.129981, -0.209755, -0.324412, 0.710756, 0.703399, -0.000965039, -0.00742177, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.245157] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3882] 1760975123245042, 8.26427, 0.129981, -0.209755, -0.324412, 0.710756, 0.703399, -0.000965039, -0.00742177, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.247742] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3883] 1760975123247635, 8.26686, 0.129755, -0.209611, -0.324492, 0.71107, 0.703081, 0.00179782, -0.00731579, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.250475] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3884] 1760975123250368, 8.26959, 0.129755, -0.209611, -0.324492, 0.71107, 0.703081, 0.00179782, -0.00731579, -0.0225311, 0.0143748, -0.00801802, -0.0890613, -0.408252, 0.373957, 
[2025-10-20 11:45:23.253454] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3886] 1760975123253342, 8.27257, 0.129755, -0.209611, -0.324492, 0.71107, 0.703081, 0.00179782, -0.00731579, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.255786] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3887] 1760975123255676, 8.2749, 0.129755, -0.209611, -0.324492, 0.71107, 0.703081, 0.00179782, -0.00731579, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.258221] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3888] 1760975123258116, 8.27734, 0.129694, -0.209614, -0.324499, 0.711026, 0.703125, 0.00185873, -0.00734475, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.261521] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3889] 1760975123261433, 8.28066, 0.129694, -0.209614, -0.324499, 0.711026, 0.703125, 0.00185873, -0.00734475, -0.00617311, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.263898] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3891] 1760975123263786, 8.28301, 0.129694, -0.209614, -0.324499, 0.711026, 0.703125, 0.00185873, -0.00734475, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.266107] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3892] 1760975123266001, 8.28523, 0.129702, -0.209548, -0.324626, 0.710512, 0.703643, 0.00195666, -0.00737381, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.268902] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3893] 1760975123268792, 8.28802, 0.129702, -0.209548, -0.324626, 0.710512, 0.703643, 0.00195666, -0.00737381, 0, 0.00656447, -0.0126843, 0.145948, 0, 0, 
[2025-10-20 11:45:23.272144] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3895] 1760975123272064, 8.29129, 0.129702, -0.209548, -0.324626, 0.710512, 0.703643, 0.00195666, -0.00737381, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.274966] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3896] 1760975123274856, 8.29408, 0.129702, -0.209548, -0.324626, 0.710512, 0.703643, 0.00195666, -0.00737381, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.279702] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3897] 1760975123279545, 8.29877, 0.129687, -0.209632, -0.324512, 0.711064, 0.703085, 0.00185763, -0.00740702, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.281411] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3898] 1760975123281314, 8.30054, 0.129687, -0.209632, -0.324512, 0.711064, 0.703085, 0.00185763, -0.00740702, 0, -0.00837209, 0.0113446, -0.15707, 0, 0, 
[2025-10-20 11:45:23.284032] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3900] 1760975123283918, 8.30314, 0.129687, -0.209632, -0.324512, 0.711064, 0.703085, 0.00185763, -0.00740702, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.286508] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3901] 1760975123286402, 8.30563, 0.129678, -0.209617, -0.324492, 0.711008, 0.703143, 0.00187783, -0.00733242, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.289281] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3902] 1760975123289170, 8.3084, 0.129678, -0.209617, -0.324492, 0.711008, 0.703143, 0.00187783, -0.00733242, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.292862] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3904] 1760975123292743, 8.31197, 0.129678, -0.209617, -0.324492, 0.711008, 0.703143, 0.00187783, -0.00733242, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.295750] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3905] 1760975123295642, 8.31487, 0.129678, -0.209617, -0.324492, 0.711008, 0.703143, 0.00187783, -0.00733242, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.298225] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3906] 1760975123298117, 8.31734, 0.129684, -0.209561, -0.324567, 0.710596, 0.703559, 0.00190219, -0.00735759, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.301053] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3907] 1760975123300934, 8.32016, 0.129684, -0.209561, -0.324567, 0.710596, 0.703559, 0.00190219, -0.00735759, 0, 0.00551568, -0.00746634, 0.117099, 0, 0, 
[2025-10-20 11:45:23.304023] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3909] 1760975123303912, 8.32314, 0.129684, -0.209561, -0.324567, 0.710596, 0.703559, 0.00190219, -0.00735759, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.306086] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3910] 1760975123305979, 8.3252, 0.129684, -0.209561, -0.324567, 0.710596, 0.703559, 0.00190219, -0.00735759, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.308784] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3911] 1760975123308673, 8.3279, 0.129659, -0.209608, -0.324486, 0.711026, 0.703124, 0.00186185, -0.00740825, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.311739] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3912] 1760975123311658, 8.33088, 0.129659, -0.209608, -0.324486, 0.711026, 0.703124, 0.00186185, -0.00740825, -0.00251177, -0.00464308, 0.00805109, -0.122476, 0, 0, 
[2025-10-20 11:45:23.314420] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3914] 1760975123314307, 8.33353, 0.129659, -0.209608, -0.324486, 0.711026, 0.703124, 0.00186185, -0.00740825, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.316840] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3915] 1760975123316732, 8.33596, 0.1297, -0.20958, -0.324449, 0.71101, 0.703142, 0.00184263, -0.00729371, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.319470] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3916] 1760975123319366, 8.33859, 0.1297, -0.20958, -0.324449, 0.71101, 0.703142, 0.00184263, -0.00729371, 0.00406935, 0.00281479, 0.00379642, 0, 0, 0, 
[2025-10-20 11:45:23.321840] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3918] 1760975123321784, 8.34101, 0.1297, -0.20958, -0.324449, 0.71101, 0.703142, 0.00184263, -0.00729371, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.324427] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3919] 1760975123324315, 8.34354, 0.1297, -0.20958, -0.324449, 0.71101, 0.703142, 0.00184263, -0.00729371, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.326993] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3920] 1760975123326886, 8.34611, 0.129656, -0.209573, -0.324531, 0.710683, 0.703471, 0.00189707, -0.00733217, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:45:23.329830] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3921] 1760975123329717, 8.34894, 0.129656, -0.209573, -0.324531, 0.710683, 0.703471, 0.00189707, -0.00733217, -0.00441129, 0, -0.00824016, 0.0928164, 0, 0, 
[2025-10-20 11:45:23.332365] [0x0000007fb49ba9a0] [MocapTag] [0x000015ca] [3923] 1760975123332258, 8.35148, 0.129656, -0.209573, -0.324531, 0.710683, 0.703471, 0.00189707, -0.00733217, 0, 0, 0, 0, 0, 0, 
