[2025-10-20 11:39:16.740603] [0x0000007f93d977c0] [MocapTag] [0x00000b4b] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 11:39:30.320307] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6387] 1760974770320193, 13.6527, 1.06436, 0.443348, -1.20308, 0.699975, 0.67885, 0.154887, 0.158768, 0.655034, 0.304244, -0.020692, -0.171053, 0.175163, 0.0926238, 
[2025-10-20 11:39:30.323779] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6389] 1760974770323667, 13.6562, 1.06436, 0.443348, -1.20308, 0.699975, 0.67885, 0.154887, 0.158768, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.325838] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6390] 1760974770325733, 13.6583, 1.06436, 0.443348, -1.20308, 0.699975, 0.67885, 0.154887, 0.158768, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.328862] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6391] 1760974770328746, 13.6613, 1.07162, 0.446518, -1.20324, 0.700442, 0.678836, 0.153142, 0.158463, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.331143] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6392] 1760974770331053, 13.6636, 1.07162, 0.446518, -1.20324, 0.700442, 0.678836, 0.153142, 0.158463, 0.725609, 0.317017, -0.0162207, -0.118542, 0.301245, -0.230066, 
[2025-10-20 11:39:30.333650] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6394] 1760974770333536, 13.6661, 1.07162, 0.446518, -1.20324, 0.700442, 0.678836, 0.153142, 0.158463, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.336532] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6395] 1760974770336420, 13.6689, 1.07162, 0.446518, -1.20324, 0.700442, 0.678836, 0.153142, 0.158463, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.339759] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6396] 1760974770339609, 13.6721, 1.07762, 0.449127, -1.20389, 0.701395, 0.678203, 0.153186, 0.156908, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.342036] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6398] 1760974770341924, 13.6744, 1.07762, 0.449127, -1.20389, 0.701395, 0.678203, 0.153186, 0.156908, 0.599813, 0.260905, -0.064797, -0.183642, 0.216532, 0.194755, 
[2025-10-20 11:39:30.346285] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6399] 1760974770346173, 13.6787, 1.07762, 0.449127, -1.20389, 0.701395, 0.678203, 0.153186, 0.156908, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.347294] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6400] 1760974770347172, 13.6797, 1.08435, 0.452068, -1.20435, 0.701836, 0.678076, 0.152347, 0.156299, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.350184] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6401] 1760974770350070, 13.6826, 1.08435, 0.452068, -1.20435, 0.701836, 0.678076, 0.152347, 0.156299, 0.673541, 0.294065, -0.0468122, -0.0911117, 0.210905, -0.0494911, 
[2025-10-20 11:39:30.352471] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6403] 1760974770352356, 13.6849, 1.08435, 0.452068, -1.20435, 0.701836, 0.678076, 0.152347, 0.156299, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.355626] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6404] 1760974770355515, 13.688, 1.08435, 0.452068, -1.20435, 0.701836, 0.678076, 0.152347, 0.156299, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.358110] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6405] 1760974770357995, 13.6905, 1.09085, 0.455007, -1.20514, 0.702153, 0.677868, 0.152554, 0.155575, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.360823] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6406] 1760974770360707, 13.6932, 1.09085, 0.455007, -1.20514, 0.702153, 0.677868, 0.152554, 0.155575, 0.650282, 0.293986, -0.0788026, -0.0472188, 0.0728637, 0.125747, 
[2025-10-20 11:39:30.363210] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6408] 1760974770363086, 13.6956, 1.09085, 0.455007, -1.20514, 0.702153, 0.677868, 0.152554, 0.155575, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.365877] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6409] 1760974770365767, 13.6983, 1.09085, 0.455007, -1.20514, 0.702153, 0.677868, 0.152554, 0.155575, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.368365] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6410] 1760974770368241, 13.7008, 1.09682, 0.457898, -1.20652, 0.702297, 0.677812, 0.153916, 0.153815, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.371528] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6412] 1760974770371452, 13.704, 1.09682, 0.457898, -1.20652, 0.702297, 0.677812, 0.153916, 0.153815, 0.596991, 0.289013, -0.138113, 0.0764966, 0.049305, 0.470409, 
[2025-10-20 11:39:30.374022] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6413] 1760974770373912, 13.7064, 1.09682, 0.457898, -1.20652, 0.702297, 0.677812, 0.153916, 0.153815, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.376548] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6414] 1760974770376437, 13.709, 1.10311, 0.460711, -1.20774, 0.702288, 0.678027, 0.155423, 0.151375, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.379254] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6415] 1760974770379138, 13.7117, 1.10311, 0.460711, -1.20774, 0.702288, 0.678027, 0.155423, 0.151375, 0.628513, 0.281363, -0.122012, 0.169587, 0.124744, 0.612196, 
[2025-10-20 11:39:30.381669] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6417] 1760974770381566, 13.7141, 1.10311, 0.460711, -1.20774, 0.702288, 0.678027, 0.155423, 0.151375, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.384139] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6418] 1760974770384026, 13.7165, 1.10311, 0.460711, -1.20774, 0.702288, 0.678027, 0.155423, 0.151375, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.387162] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6419] 1760974770387050, 13.7196, 1.11002, 0.463717, -1.2091, 0.701749, 0.678745, 0.156753, 0.149275, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.391287] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6420] 1760974770391198, 13.7237, 1.11002, 0.463717, -1.2091, 0.701749, 0.678745, 0.156753, 0.149275, 0.691225, 0.300563, -0.135773, 0.308359, 0.103036, 0.567064, 
[2025-10-20 11:39:30.392349] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6422] 1760974770392240, 13.7248, 1.11002, 0.463717, -1.2091, 0.701749, 0.678745, 0.156753, 0.149275, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.395011] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6423] 1760974770394901, 13.7274, 1.11002, 0.463717, -1.2091, 0.701749, 0.678745, 0.156753, 0.149275, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.397377] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6424] 1760974770397266, 13.7298, 1.11649, 0.466331, -1.2106, 0.701606, 0.679162, 0.158621, 0.14604, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.400120] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6425] 1760974770400005, 13.7325, 1.11649, 0.466331, -1.2106, 0.701606, 0.679162, 0.158621, 0.14604, 0.64652, 0.261413, -0.149832, 0.257874, 0.186792, 0.799141, 
[2025-10-20 11:39:30.403350] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6427] 1760974770403236, 13.7358, 1.11649, 0.466331, -1.2106, 0.701606, 0.679162, 0.158621, 0.14604, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.405925] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6428] 1760974770405811, 13.7383, 1.11649, 0.466331, -1.2106, 0.701606, 0.679162, 0.158621, 0.14604, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.408427] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6429] 1760974770408311, 13.7408, 1.12282, 0.468891, -1.21191, 0.701504, 0.679553, 0.160222, 0.142928, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.411014] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6430] 1760974770410917, 13.7434, 1.12282, 0.468891, -1.21191, 0.701504, 0.679553, 0.160222, 0.142928, 0.633464, 0.255989, -0.130735, 0.232518, 0.209427, 0.736322, 
[2025-10-20 11:39:30.413472] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6432] 1760974770413360, 13.7459, 1.12282, 0.468891, -1.21191, 0.701504, 0.679553, 0.160222, 0.142928, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.416003] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6433] 1760974770415895, 13.7484, 1.12282, 0.468891, -1.21191, 0.701504, 0.679553, 0.160222, 0.142928, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.419251] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6434] 1760974770419134, 13.7517, 1.12938, 0.471486, -1.21312, 0.701513, 0.679779, 0.160939, 0.140988, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.421687] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6436] 1760974770421561, 13.7541, 1.12938, 0.471486, -1.21312, 0.701513, 0.679779, 0.160939, 0.140988, 0.65576, 0.259525, -0.121252, 0.120556, 0.172231, 0.413115, 
[2025-10-20 11:39:30.424491] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6437] 1760974770424369, 13.7569, 1.12938, 0.471486, -1.21312, 0.701513, 0.679779, 0.160939, 0.140988, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.427008] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6438] 1760974770426897, 13.7594, 1.13547, 0.474049, -1.21439, 0.701496, 0.680108, 0.161781, 0.138501, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.429899] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6439] 1760974770429785, 13.7623, 1.13547, 0.474049, -1.21439, 0.701496, 0.680108, 0.161781, 0.138501, 0.608694, 0.256305, -0.127459, 0.160909, 0.232518, 0.519265, 
[2025-10-20 11:39:30.432262] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6441] 1760974770432141, 13.7647, 1.13547, 0.474049, -1.21439, 0.701496, 0.680108, 0.161781, 0.138501, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.434645] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6442] 1760974770434533, 13.7671, 1.13547, 0.474049, -1.21439, 0.701496, 0.680108, 0.161781, 0.138501, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.437135] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6443] 1760974770437021, 13.7695, 1.1418, 0.476438, -1.21546, 0.701748, 0.680178, 0.162376, 0.13617, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.439885] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6444] 1760974770439768, 13.7723, 1.1418, 0.476438, -1.21546, 0.701748, 0.680178, 0.162376, 0.13617, 0.632894, 0.238917, -0.1063, 0.0659943, 0.245649, 0.440185, 
[2025-10-20 11:39:30.442147] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6446] 1760974770442053, 13.7746, 1.1418, 0.476438, -1.21546, 0.701748, 0.680178, 0.162376, 0.13617, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.444781] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6447] 1760974770444662, 13.7772, 1.1418, 0.476438, -1.21546, 0.701748, 0.680178, 0.162376, 0.13617, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.447288] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6448] 1760974770447176, 13.7797, 1.14863, 0.478901, -1.21642, 0.701846, 0.680445, 0.162308, 0.134396, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.450341] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6449] 1760974770450228, 13.7827, 1.14863, 0.478901, -1.21642, 0.701846, 0.680445, 0.162308, 0.134396, 0.683941, 0.246314, -0.0965513, 0.0778079, 0.263971, 0.265706, 
[2025-10-20 11:39:30.453130] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6451] 1760974770452973, 13.7855, 1.14863, 0.478901, -1.21642, 0.701846, 0.680445, 0.162308, 0.134396, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.455892] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6452] 1760974770455782, 13.7883, 1.14863, 0.478901, -1.21642, 0.701846, 0.680445, 0.162308, 0.134396, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.457483] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6453] 1760974770457374, 13.7899, 1.15537, 0.481281, -1.21737, 0.702107, 0.680549, 0.162261, 0.132552, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.460421] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6454] 1760974770460334, 13.7929, 1.15537, 0.481281, -1.21737, 0.702107, 0.680549, 0.162261, 0.132552, 0.673315, 0.237994, -0.0950538, 0, 0.269952, 0.268653, 
[2025-10-20 11:39:30.462794] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6456] 1760974770462683, 13.7952, 1.15537, 0.481281, -1.21737, 0.702107, 0.680549, 0.162261, 0.132552, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.465344] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6457] 1760974770465235, 13.7978, 1.15537, 0.481281, -1.21737, 0.702107, 0.680549, 0.162261, 0.132552, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.467791] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6458] 1760974770467679, 13.8002, 1.16204, 0.483601, -1.21818, 0.702431, 0.680544, 0.162086, 0.131065, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.470410] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6459] 1760974770470324, 13.8028, 1.16204, 0.483601, -1.21818, 0.702431, 0.680544, 0.162086, 0.131065, 0.667058, 0.232003, -0.0808842, 0, 0.237054, 0.188999, 
[2025-10-20 11:39:30.472831] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6461] 1760974770472716, 13.8052, 1.16204, 0.483601, -1.21818, 0.702431, 0.680544, 0.162086, 0.131065, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.475277] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6462] 1760974770475166, 13.8077, 1.16204, 0.483601, -1.21818, 0.702431, 0.680544, 0.162086, 0.131065, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.477734] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6463] 1760974770477617, 13.8101, 1.16878, 0.485985, -1.21892, 0.702719, 0.680589, 0.161109, 0.13049, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.480921] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6464] 1760974770480834, 13.8134, 1.16878, 0.485985, -1.21892, 0.702719, 0.680589, 0.161109, 0.13049, 0.674024, 0.238319, -0.0739692, -0.0532746, 0.224245, -0.0677451, 
[2025-10-20 11:39:30.483462] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6466] 1760974770483350, 13.8159, 1.16878, 0.485985, -1.21892, 0.702719, 0.680589, 0.161109, 0.13049, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.485994] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6467] 1760974770485888, 13.8184, 1.16878, 0.485985, -1.21892, 0.702719, 0.680589, 0.161109, 0.13049, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.488634] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6468] 1760974770488516, 13.821, 1.17549, 0.488257, -1.2194, 0.703013, 0.680703, 0.159734, 0.130003, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.491148] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6470] 1760974770491086, 13.8236, 1.17549, 0.488257, -1.2194, 0.703013, 0.680703, 0.159734, 0.130003, 0.671191, 0.227232, -0.0483164, -0.0596881, 0.2702, -0.138812, 
[2025-10-20 11:39:30.494015] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6471] 1760974770493846, 13.8264, 1.17549, 0.488257, -1.2194, 0.703013, 0.680703, 0.159734, 0.130003, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.496924] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6472] 1760974770496810, 13.8293, 1.17549, 0.488257, -1.2194, 0.703013, 0.680703, 0.159734, 0.130003, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.499785] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6473] 1760974770499629, 13.8321, 1.18218, 0.490505, -1.21987, 0.703175, 0.680965, 0.158175, 0.129659, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.502579] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6475] 1760974770502451, 13.835, 1.18218, 0.490505, -1.21987, 0.703175, 0.680965, 0.158175, 0.129659, 0.668969, 0.224763, -0.0461769, 0, 0.277266, -0.178799, 
[2025-10-20 11:39:30.505225] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6476] 1760974770505099, 13.8376, 1.18218, 0.490505, -1.21987, 0.703175, 0.680965, 0.158175, 0.129659, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.507806] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6477] 1760974770507687, 13.8402, 1.18901, 0.492713, -1.22026, 0.703245, 0.681361, 0.156523, 0.129206, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.510343] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6478] 1760974770510229, 13.8427, 1.18901, 0.492713, -1.22026, 0.703245, 0.681361, 0.156523, 0.129206, 0.682846, 0.220847, -0.0396557, 0, 0.306898, -0.169187, 
[2025-10-20 11:39:30.512942] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6480] 1760974770512832, 13.8453, 1.18901, 0.492713, -1.22026, 0.703245, 0.681361, 0.156523, 0.129206, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.515680] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6481] 1760974770515562, 13.8481, 1.18901, 0.492713, -1.22026, 0.703245, 0.681361, 0.156523, 0.129206, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.518464] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6482] 1760974770518348, 13.8509, 1.19594, 0.494967, -1.22057, 0.703085, 0.681996, 0.154821, 0.128779, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.521009] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6484] 1760974770520954, 13.8535, 1.19594, 0.494967, -1.22057, 0.703085, 0.681996, 0.154821, 0.128779, 0.692734, 0.225446, -0.0305148, 0.076139, 0.311488, -0.165756, 
[2025-10-20 11:39:30.523645] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6485] 1760974770523476, 13.856, 1.19594, 0.494967, -1.22057, 0.703085, 0.681996, 0.154821, 0.128779, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.525998] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6486] 1760974770525890, 13.8584, 1.19594, 0.494967, -1.22057, 0.703085, 0.681996, 0.154821, 0.128779, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.528733] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6487] 1760974770528619, 13.8611, 1.20278, 0.497179, -1.22088, 0.702852, 0.682581, 0.153629, 0.128375, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.531280] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6489] 1760974770531216, 13.8637, 1.20278, 0.497179, -1.22088, 0.702852, 0.682581, 0.153629, 0.128375, 0.683876, 0.221199, -0.0307984, 0.0961542, 0.233516, -0.0921208, 
[2025-10-20 11:39:30.533801] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6490] 1760974770533685, 13.8662, 1.20278, 0.497179, -1.22088, 0.702852, 0.682581, 0.153629, 0.128375, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.536583] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6491] 1760974770536465, 13.869, 1.20278, 0.497179, -1.22088, 0.702852, 0.682581, 0.153629, 0.128375, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.539105] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6492] 1760974770538987, 13.8715, 1.20959, 0.49946, -1.22119, 0.702292, 0.683502, 0.152281, 0.128143, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.542415] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6494] 1760974770542298, 13.8748, 1.20959, 0.49946, -1.22119, 0.702292, 0.683502, 0.152281, 0.128143, 0.681988, 0.22801, -0.0310854, 0.185919, 0.2332, -0.121627, 
[2025-10-20 11:39:30.544780] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6495] 1760974770544666, 13.8772, 1.20959, 0.49946, -1.22119, 0.702292, 0.683502, 0.152281, 0.128143, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.547261] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6496] 1760974770547152, 13.8797, 1.21636, 0.501615, -1.22139, 0.701685, 0.684528, 0.150786, 0.127761, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.550202] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6497] 1760974770550089, 13.8826, 1.21636, 0.501615, -1.22139, 0.701685, 0.684528, 0.150786, 0.127761, 0.676566, 0.215583, -0.0200677, 0.208426, 0.275847, -0.116696, 
[2025-10-20 11:39:30.552482] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6499] 1760974770552372, 13.8849, 1.21636, 0.501615, -1.22139, 0.701685, 0.684528, 0.150786, 0.127761, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.555073] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6500] 1760974770554965, 13.8875, 1.21636, 0.501615, -1.22139, 0.701685, 0.684528, 0.150786, 0.127761, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.558222] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6501] 1760974770558105, 13.8906, 1.22288, 0.503499, -1.22188, 0.700365, 0.686598, 0.148619, 0.12643, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.560786] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6502] 1760974770560698, 13.8932, 1.22288, 0.503499, -1.22188, 0.700365, 0.686598, 0.148619, 0.12643, 0.651975, 0.188332, -0.0491875, 0.477839, 0.512582, 0, 
[2025-10-20 11:39:30.563328] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6504] 1760974770563214, 13.8957, 1.22288, 0.503499, -1.22188, 0.700365, 0.686598, 0.148619, 0.12643, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.566591] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6505] 1760974770566478, 13.899, 1.22288, 0.503499, -1.22188, 0.700365, 0.686598, 0.148619, 0.12643, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.568277] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6506] 1760974770568161, 13.9007, 1.22966, 0.505846, -1.22183, 0.700149, 0.687012, 0.147657, 0.126504, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.571005] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6507] 1760974770570854, 13.9034, 1.22966, 0.505846, -1.22183, 0.700149, 0.687012, 0.147657, 0.126504, 0.678168, 0.234689, 0.00526573, 0.0623107, 0.130311, -0.136579, 
[2025-10-20 11:39:30.573917] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6509] 1760974770573804, 13.9063, 1.22966, 0.505846, -1.22183, 0.700149, 0.687012, 0.147657, 0.126504, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.576336] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6510] 1760974770576232, 13.9087, 1.23629, 0.507752, -1.22226, 0.698769, 0.689076, 0.145767, 0.125089, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.579091] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6511] 1760974770578977, 13.9115, 1.23629, 0.507752, -1.22226, 0.698769, 0.689076, 0.145767, 0.125089, 0.662323, 0.190611, -0.0433693, 0.496006, 0.48359, 0, 
[2025-10-20 11:39:30.581521] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6512] 1760974770581434, 13.914, 1.23629, 0.507752, -1.22226, 0.698769, 0.689076, 0.145767, 0.125089, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.584038] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6514] 1760974770583924, 13.9164, 1.23629, 0.507752, -1.22226, 0.698769, 0.689076, 0.145767, 0.125089, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.588251] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6515] 1760974770588131, 13.9206, 1.23629, 0.507752, -1.22226, 0.698769, 0.689076, 0.145767, 0.125089, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:30.588938] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [6516] 1760974770588827, 13.9213, 1.24293, 0.509869, -1.22251, 0.698042, 0.690128, 0.144956, 0.124295, 0, 0, 0, 0, 0, 0, 
