[2025-10-20 15:07:43.193586] [0x0000007faf4887c0] [MocapTag] [0x00000903] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:08:08.796191] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12130] 1760987288796074, 25.6768, 0.249168, -0.0907714, -1.27153, 0.671768, 0.690106, -0.183104, -0.197369, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.798382] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12131] 1760987288798272, 25.679, 0.249168, -0.0907714, -1.27153, 0.671768, 0.690106, -0.183104, -0.197369, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.800940] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12132] 1760987288800825, 25.6815, 0.250087, -0.0916123, -1.27162, 0.67158, 0.69025, -0.183003, -0.197599, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.804103] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12133] 1760987288803988, 25.6847, 0.250087, -0.0916123, -1.27162, 0.67158, 0.69025, -0.183003, -0.197599, 0.0918652, -0.084086, -0.00882121, 0.0379324, 0, 0.0376614, 
[2025-10-20 15:08:08.806695] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12135] 1760987288806577, 25.6873, 0.250087, -0.0916123, -1.27162, 0.67158, 0.69025, -0.183003, -0.197599, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.809159] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12136] 1760987288809049, 25.6898, 0.250087, -0.0916123, -1.27162, 0.67158, 0.69025, -0.183003, -0.197599, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.811845] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12137] 1760987288811725, 25.6924, 0.250986, -0.0924657, -1.2717, 0.671636, 0.690172, -0.182911, -0.197765, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.814548] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12138] 1760987288814460, 25.6952, 0.250986, -0.0924657, -1.2717, 0.671636, 0.690172, -0.182911, -0.197765, 0.0899286, -0.0853395, -0.0080045, 0, 0, 0.0469364, 
[2025-10-20 15:08:08.817035] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12140] 1760987288816923, 25.6976, 0.250986, -0.0924657, -1.2717, 0.671636, 0.690172, -0.182911, -0.197765, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.819890] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12141] 1760987288819751, 25.7005, 0.250986, -0.0924657, -1.2717, 0.671636, 0.690172, -0.182911, -0.197765, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.822475] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12142] 1760987288822361, 25.7031, 0.251889, -0.0932823, -1.27172, 0.671884, 0.690067, -0.182213, -0.197935, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.825191] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12144] 1760987288825090, 25.7058, 0.251889, -0.0932823, -1.27172, 0.671884, 0.690067, -0.182213, -0.197935, 0.0902876, -0.0816571, -0.00228763, -0.0944853, -0.0765264, 0.15453, 
[2025-10-20 15:08:08.827814] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12145] 1760987288827693, 25.7084, 0.251889, -0.0932823, -1.27172, 0.671884, 0.690067, -0.182213, -0.197935, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.830294] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12146] 1760987288830184, 25.7109, 0.251889, -0.0932823, -1.27172, 0.671884, 0.690067, -0.182213, -0.197935, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.833008] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12147] 1760987288832882, 25.7136, 0.252726, -0.0941433, -1.2719, 0.671676, 0.690113, -0.182711, -0.198019, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.835963] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12149] 1760987288835847, 25.7166, 0.252726, -0.0941433, -1.2719, 0.671676, 0.690113, -0.182711, -0.198019, 0.0837382, -0.0861046, -0.017583, 0.0584483, 0.085175, -0.0777721, 
[2025-10-20 15:08:08.838890] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12150] 1760987288838783, 25.7195, 0.252726, -0.0941433, -1.2719, 0.671676, 0.690113, -0.182711, -0.198019, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.843178] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12151] 1760987288843028, 25.7237, 0.253597, -0.0949482, -1.27204, 0.671654, 0.690105, -0.182677, -0.198156, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.844054] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12152] 1760987288843971, 25.7247, 0.253597, -0.0949482, -1.27204, 0.671654, 0.690105, -0.182677, -0.198156, 0.0870932, -0.0804881, -0.0141841, 0, 0, 0, 
[2025-10-20 15:08:08.846490] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12154] 1760987288846345, 25.7271, 0.253597, -0.0949482, -1.27204, 0.671654, 0.690105, -0.182677, -0.198156, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.849225] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12155] 1760987288849110, 25.7298, 0.253597, -0.0949482, -1.27204, 0.671654, 0.690105, -0.182677, -0.198156, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.851829] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12156] 1760987288851709, 25.7324, 0.25452, -0.0957374, -1.27221, 0.671718, 0.690051, -0.182562, -0.198232, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.854802] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12158] 1760987288854714, 25.7354, 0.25452, -0.0957374, -1.27221, 0.671718, 0.690051, -0.182562, -0.198232, 0.0922989, -0.0789177, -0.0172354, 0, 0, 0.0357393, 
[2025-10-20 15:08:08.857032] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12159] 1760987288856922, 25.7376, 0.25452, -0.0957374, -1.27221, 0.671718, 0.690051, -0.182562, -0.198232, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.859732] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12160] 1760987288859628, 25.7403, 0.25452, -0.0957374, -1.27221, 0.671718, 0.690051, -0.182562, -0.198232, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.862345] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12161] 1760987288862231, 25.743, 0.255398, -0.0965046, -1.2723, 0.671898, 0.689948, -0.182191, -0.198321, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.864901] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12163] 1760987288864827, 25.7455, 0.255398, -0.0965046, -1.2723, 0.671898, 0.689948, -0.182191, -0.198321, 0.0877603, -0.0767233, -0.00865059, -0.0652909, -0.0408888, 0.0860762, 
[2025-10-20 15:08:08.867462] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12164] 1760987288867339, 25.7481, 0.255398, -0.0965046, -1.2723, 0.671898, 0.689948, -0.182191, -0.198321, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.870057] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12165] 1760987288869946, 25.7507, 0.255398, -0.0965046, -1.2723, 0.671898, 0.689948, -0.182191, -0.198321, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.872662] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12166] 1760987288872541, 25.7533, 0.256248, -0.0972869, -1.27239, 0.672183, 0.689717, -0.181851, -0.198469, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.875170] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12167] 1760987288875082, 25.7558, 0.256248, -0.0972869, -1.27239, 0.672183, 0.689717, -0.181851, -0.198469, 0.0849854, -0.0782274, -0.00870842, -0.103867, 0, 0.100967, 
[2025-10-20 15:08:08.877671] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12169] 1760987288877559, 25.7583, 0.256248, -0.0972869, -1.27239, 0.672183, 0.689717, -0.181851, -0.198469, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.880864] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12170] 1760987288880758, 25.7615, 0.257009, -0.0980734, -1.27256, 0.672181, 0.689645, -0.181964, -0.198622, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.883723] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12171] 1760987288883608, 25.7643, 0.257009, -0.0980734, -1.27256, 0.672181, 0.689645, -0.181964, -0.198622, 0.0761415, -0.0786565, -0.0169001, 0, 0.0390887, 0, 
[2025-10-20 15:08:08.886266] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12173] 1760987288886150, 25.7669, 0.257009, -0.0980734, -1.27256, 0.672181, 0.689645, -0.181964, -0.198622, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.888764] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12174] 1760987288888648, 25.7694, 0.257009, -0.0980734, -1.27256, 0.672181, 0.689645, -0.181964, -0.198622, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.891442] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12175] 1760987288891323, 25.772, 0.257823, -0.0988278, -1.27274, 0.672218, 0.689548, -0.182286, -0.19854, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.894048] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12176] 1760987288893957, 25.7747, 0.257823, -0.0988278, -1.27274, 0.672218, 0.689548, -0.182286, -0.19854, 0.0813929, -0.0754392, -0.01814, 0, 0, -0.0586752, 
[2025-10-20 15:08:08.897913] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12178] 1760987288897801, 25.7785, 0.257823, -0.0988278, -1.27274, 0.672218, 0.689548, -0.182286, -0.19854, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.900013] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12179] 1760987288899908, 25.7806, 0.257823, -0.0988278, -1.27274, 0.672218, 0.689548, -0.182286, -0.19854, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.902586] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12180] 1760987288902472, 25.7832, 0.258679, -0.0995581, -1.27291, 0.672496, 0.689388, -0.181849, -0.198555, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.905391] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12182] 1760987288905281, 25.786, 0.258679, -0.0995581, -1.27291, 0.672496, 0.689388, -0.181849, -0.198555, 0.0855542, -0.0730304, -0.0170601, -0.0896454, -0.0619531, 0.0920223, 
[2025-10-20 15:08:08.908640] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12183] 1760987288908530, 25.7893, 0.258679, -0.0995581, -1.27291, 0.672496, 0.689388, -0.181849, -0.198555, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.911054] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12184] 1760987288910943, 25.7917, 0.259555, -0.100281, -1.2731, 0.672805, 0.68918, -0.181528, -0.198524, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.913721] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12185] 1760987288913604, 25.7943, 0.259555, -0.100281, -1.2731, 0.672805, 0.68918, -0.181528, -0.198524, 0.0876199, -0.072306, -0.0189252, -0.094974, -0.0520766, 0.0694251, 
[2025-10-20 15:08:08.916381] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12187] 1760987288916268, 25.797, 0.259555, -0.100281, -1.2731, 0.672805, 0.68918, -0.181528, -0.198524, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.918862] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12188] 1760987288918759, 25.7995, 0.259555, -0.100281, -1.2731, 0.672805, 0.68918, -0.181528, -0.198524, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.921606] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12189] 1760987288921499, 25.8022, 0.260351, -0.100995, -1.27325, 0.673149, 0.688956, -0.181004, -0.198614, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.924488] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12190] 1760987288924375, 25.8051, 0.260351, -0.100995, -1.27325, 0.673149, 0.688956, -0.181004, -0.198614, 0.0795719, -0.0713352, -0.0152932, -0.117338, -0.0636637, 0.123239, 
[2025-10-20 15:08:08.926993] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12192] 1760987288926880, 25.8076, 0.260351, -0.100995, -1.27325, 0.673149, 0.688956, -0.181004, -0.198614, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.929602] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12193] 1760987288929502, 25.8102, 0.260351, -0.100995, -1.27325, 0.673149, 0.688956, -0.181004, -0.198614, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.932344] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12194] 1760987288932230, 25.813, 0.261057, -0.101705, -1.27352, 0.673128, 0.688811, -0.181501, -0.198737, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.935040] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12196] 1760987288934954, 25.8157, 0.261057, -0.101705, -1.27352, 0.673128, 0.688811, -0.181501, -0.198737, 0.0706336, -0.0710461, -0.0270664, 0, 0.0902951, -0.0544155, 
[2025-10-20 15:08:08.938878] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12197] 1760987288938757, 25.8195, 0.261057, -0.101705, -1.27352, 0.673128, 0.688811, -0.181501, -0.198737, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.941273] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12198] 1760987288941154, 25.8219, 0.261758, -0.102386, -1.2737, 0.673445, 0.688486, -0.181248, -0.199018, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.944649] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12200] 1760987288944558, 25.8253, 0.261758, -0.102386, -1.2737, 0.673445, 0.688486, -0.181248, -0.199018, 0.0701163, -0.0680573, -0.0180535, -0.125945, 0, 0.113623, 
[2025-10-20 15:08:08.947045] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12201] 1760987288946932, 25.8277, 0.261758, -0.102386, -1.2737, 0.673445, 0.688486, -0.181248, -0.199018, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.949616] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12202] 1760987288949508, 25.8302, 0.261758, -0.102386, -1.2737, 0.673445, 0.688486, -0.181248, -0.199018, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.952440] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12203] 1760987288952327, 25.833, 0.262551, -0.103082, -1.27391, 0.673766, 0.688184, -0.181138, -0.199076, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.955179] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12205] 1760987288955095, 25.8358, 0.262551, -0.103082, -1.27391, 0.673766, 0.688184, -0.181138, -0.199076, 0.0792329, -0.0696081, -0.0210222, -0.10674, 0, 0.0543615, 
[2025-10-20 15:08:08.957820] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12206] 1760987288957710, 25.8384, 0.262551, -0.103082, -1.27391, 0.673766, 0.688184, -0.181138, -0.199076, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.960933] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12207] 1760987288960820, 25.8415, 0.26331, -0.103705, -1.27405, 0.674216, 0.687863, -0.180609, -0.199143, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.963789] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12208] 1760987288963667, 25.8444, 0.26331, -0.103705, -1.27405, 0.674216, 0.687863, -0.180609, -0.199143, 0.0759378, -0.0623161, -0.0136888, -0.148594, -0.0685751, 0.129312, 
[2025-10-20 15:08:08.966246] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12210] 1760987288966128, 25.8468, 0.26331, -0.103705, -1.27405, 0.674216, 0.687863, -0.180609, -0.199143, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.968647] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12211] 1760987288968539, 25.8493, 0.26331, -0.103705, -1.27405, 0.674216, 0.687863, -0.180609, -0.199143, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.971826] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12212] 1760987288971710, 25.8524, 0.264034, -0.104375, -1.2743, 0.67446, 0.687623, -0.18049, -0.199251, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.974093] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12213] 1760987288973978, 25.8547, 0.264034, -0.104375, -1.2743, 0.67446, 0.687623, -0.18049, -0.199251, 0.0724583, -0.0669742, -0.0246345, -0.0870943, 0, 0.0575867, 
[2025-10-20 15:08:08.976742] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12215] 1760987288976627, 25.8573, 0.264034, -0.104375, -1.2743, 0.67446, 0.687623, -0.18049, -0.199251, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.979165] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12216] 1760987288979049, 25.8598, 0.264034, -0.104375, -1.2743, 0.67446, 0.687623, -0.18049, -0.199251, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.981743] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12217] 1760987288981623, 25.8623, 0.264636, -0.10501, -1.27456, 0.674558, 0.687426, -0.180609, -0.199491, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.984424] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12218] 1760987288984339, 25.8651, 0.264636, -0.10501, -1.27456, 0.674558, 0.687426, -0.180609, -0.199491, 0.0601446, -0.0634987, -0.0263994, -0.052774, 0.0524223, 0, 
[2025-10-20 15:08:08.986872] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12220] 1760987288986759, 25.8675, 0.264636, -0.10501, -1.27456, 0.674558, 0.687426, -0.180609, -0.199491, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.989366] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12221] 1760987288989263, 25.87, 0.264636, -0.10501, -1.27456, 0.674558, 0.687426, -0.180609, -0.199491, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.992087] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12222] 1760987288991973, 25.8727, 0.265362, -0.105656, -1.27479, 0.674809, 0.68714, -0.180642, -0.199601, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.994620] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12224] 1760987288994562, 25.8753, 0.265362, -0.105656, -1.27479, 0.674809, 0.68714, -0.180642, -0.199601, 0.0726266, -0.0646071, -0.0226796, -0.0892997, 0, 0.0361905, 
[2025-10-20 15:08:08.997162] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12225] 1760987288997050, 25.8778, 0.265362, -0.105656, -1.27479, 0.674809, 0.68714, -0.180642, -0.199601, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:08.999728] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12226] 1760987288999623, 25.8803, 0.265362, -0.105656, -1.27479, 0.674809, 0.68714, -0.180642, -0.199601, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:09.001801] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12227] 1760987289001687, 25.8824, 0.266038, -0.10629, -1.27495, 0.675168, 0.686803, -0.180364, -0.199795, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:09.005260] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12229] 1760987289005148, 25.8859, 0.266038, -0.10629, -1.27495, 0.675168, 0.686803, -0.180364, -0.199795, 0.0675708, -0.0633953, -0.0163607, -0.131655, 0, 0.106164, 
[2025-10-20 15:08:09.007805] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12230] 1760987289007691, 25.8884, 0.266038, -0.10629, -1.27495, 0.675168, 0.686803, -0.180364, -0.199795, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:09.010242] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12231] 1760987289010137, 25.8909, 0.266038, -0.10629, -1.27495, 0.675168, 0.686803, -0.180364, -0.199795, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:09.013019] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12232] 1760987289012906, 25.8936, 0.266726, -0.106884, -1.27511, 0.675644, 0.686452, -0.179869, -0.19984, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:09.015565] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12234] 1760987289015446, 25.8962, 0.266726, -0.106884, -1.27511, 0.675644, 0.686452, -0.179869, -0.19984, 0.068797, -0.0594651, -0.0160293, -0.154805, -0.0672817, 0.122644, 
[2025-10-20 15:08:09.018766] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12235] 1760987289018659, 25.8994, 0.266726, -0.106884, -1.27511, 0.675644, 0.686452, -0.179869, -0.19984, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:09.022159] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12236] 1760987289022044, 25.9028, 0.267296, -0.107487, -1.27537, 0.675737, 0.686322, -0.18, -0.199855, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:09.024059] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12237] 1760987289023971, 25.9047, 0.267296, -0.107487, -1.27537, 0.675737, 0.686322, -0.18, -0.199855, 0.0570351, -0.0602932, -0.0257089, 0, 0, 0, 
[2025-10-20 15:08:09.026530] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12239] 1760987289026371, 25.9071, 0.267296, -0.107487, -1.27537, 0.675737, 0.686322, -0.18, -0.199855, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:09.029199] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12240] 1760987289029082, 25.9098, 0.267296, -0.107487, -1.27537, 0.675737, 0.686322, -0.18, -0.199855, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:09.031689] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12241] 1760987289031570, 25.9123, 0.267906, -0.108094, -1.27563, 0.675894, 0.686103, -0.180173, -0.199921, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:09.034503] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12242] 1760987289034383, 25.9151, 0.267906, -0.108094, -1.27563, 0.675894, 0.686103, -0.180173, -0.199921, 0.0610145, -0.0606665, -0.0257802, -0.0555873, 0, 0, 
[2025-10-20 15:08:09.037219] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12244] 1760987289037107, 25.9178, 0.267906, -0.108094, -1.27563, 0.675894, 0.686103, -0.180173, -0.199921, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:09.041121] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12245] 1760987289041017, 25.9217, 0.267906, -0.108094, -1.27563, 0.675894, 0.686103, -0.180173, -0.199921, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:09.042572] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12246] 1760987289042457, 25.9232, 0.268563, -0.10871, -1.2758, 0.676234, 0.685793, -0.180111, -0.199889, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:09.047201] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12248] 1760987289047085, 25.9278, 0.268563, -0.10871, -1.2758, 0.676234, 0.685793, -0.180111, -0.199889, 0.0656208, -0.06166, -0.0175844, -0.104439, 0, 0, 
[2025-10-20 15:08:09.048233] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12249] 1760987289048127, 25.9288, 0.268563, -0.10871, -1.2758, 0.676234, 0.685793, -0.180111, -0.199889, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:09.050419] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12250] 1760987289050305, 25.931, 0.269246, -0.109324, -1.27599, 0.676587, 0.685486, -0.180101, -0.199755, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:09.053281] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12251] 1760987289053164, 25.9339, 0.269246, -0.109324, -1.27599, 0.676587, 0.685486, -0.180101, -0.199755, 0.0683745, -0.0613941, -0.0191038, -0.0994444, 0, 0, 
[2025-10-20 15:08:09.055685] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12253] 1760987289055568, 25.9363, 0.269246, -0.109324, -1.27599, 0.676587, 0.685486, -0.180101, -0.199755, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:09.058289] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12254] 1760987289058177, 25.9389, 0.269246, -0.109324, -1.27599, 0.676587, 0.685486, -0.180101, -0.199755, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:09.060742] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12255] 1760987289060638, 25.9414, 0.269913, -0.109891, -1.27618, 0.677002, 0.685227, -0.179625, -0.199666, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:09.063798] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12256] 1760987289063675, 25.9444, 0.269913, -0.109891, -1.27618, 0.677002, 0.685227, -0.179625, -0.199666, 0.0666487, -0.0567044, -0.0186693, -0.123227, -0.084132, 0.090947, 
[2025-10-20 15:08:09.066175] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12258] 1760987289066064, 25.9468, 0.269913, -0.109891, -1.27618, 0.677002, 0.685227, -0.179625, -0.199666, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:09.068766] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12259] 1760987289068656, 25.9494, 0.269913, -0.109891, -1.27618, 0.677002, 0.685227, -0.179625, -0.199666, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:08:09.071403] [0x0000007f9e7fb9a0] [MocapTag] [0x00000903] [12260] 1760987289071283, 25.952, 0.270442, -0.110474, -1.27644, 0.677109, 0.685083, -0.179935, -0.199518, 0, 0, 0, 0, 0, 0, 
