[2025-10-20 15:15:16.936839] [0x0000007f8609c7c0] [MocapTag] [0x000016b8] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:15:18.944717] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [949] 1760987718944595, 2.06139, 0.151938, -0.222071, -0.319463, 0.706087, 0.707933, 0.00925972, 0.0136672, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:18.947303] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [950] 1760987718947192, 2.06399, 0.151938, -0.222071, -0.319463, 0.706087, 0.707933, 0.00925972, 0.0136672, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:18.950048] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [951] 1760987718949940, 2.06674, 0.151938, -0.222071, -0.319463, 0.706087, 0.707933, 0.00925972, 0.0136672, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:18.954597] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [953] 1760987718954481, 2.07128, 0.151938, -0.222071, -0.319463, 0.706087, 0.707933, 0.00925972, 0.0136672, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:18.955932] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [954] 1760987718955780, 2.07258, 0.151932, -0.222081, -0.319476, 0.706083, 0.707937, 0.00925683, 0.0136509, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:18.958648] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [955] 1760987718958539, 2.07534, 0.151932, -0.222081, -0.319476, 0.706083, 0.707937, 0.00925683, 0.0136509, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:18.961282] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [956] 1760987718961165, 2.07796, 0.151932, -0.222081, -0.319476, 0.706083, 0.707937, 0.00925683, 0.0136509, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:18.963854] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [957] 1760987718963759, 2.08056, 0.151949, -0.222055, -0.3195, 0.705987, 0.708029, 0.00936953, 0.0137874, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:18.967191] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [959] 1760987718967079, 2.08388, 0.151949, -0.222055, -0.3195, 0.705987, 0.708029, 0.00936953, 0.0137874, 0, 0.00265, -0.00238862, 0, -0.0353355, 0, 
[2025-10-20 15:15:18.969104] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [960] 1760987718969000, 2.0858, 0.151949, -0.222055, -0.3195, 0.705987, 0.708029, 0.00936953, 0.0137874, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:18.971853] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [961] 1760987718971748, 2.08855, 0.151949, -0.222055, -0.3195, 0.705987, 0.708029, 0.00936953, 0.0137874, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:18.974685] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [963] 1760987718974566, 2.09137, 0.15196, -0.222053, -0.319537, 0.705964, 0.70805, 0.0094712, 0.0137647, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:18.977124] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [964] 1760987718977009, 2.09381, 0.15196, -0.222053, -0.319537, 0.705964, 0.70805, 0.0094712, 0.0137647, 0, 0, -0.00371147, 0, 0, 0, 
[2025-10-20 15:15:18.979497] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [965] 1760987718979392, 2.09619, 0.15196, -0.222053, -0.319537, 0.705964, 0.70805, 0.0094712, 0.0137647, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:18.982675] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [966] 1760987718982567, 2.09937, 0.15196, -0.222053, -0.319537, 0.705964, 0.70805, 0.0094712, 0.0137647, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:18.984946] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [968] 1760987718984836, 2.10163, 0.151946, -0.22206, -0.319502, 0.706035, 0.707981, 0.00938957, 0.013747, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:18.987507] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [969] 1760987718987400, 2.1042, 0.151946, -0.22206, -0.319502, 0.706035, 0.707981, 0.00938957, 0.013747, 0, 0, 0.00355219, 0, 0, 0, 
[2025-10-20 15:15:18.991497] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [970] 1760987718991385, 2.10818, 0.151946, -0.22206, -0.319502, 0.706035, 0.707981, 0.00938957, 0.013747, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:18.992747] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [971] 1760987718992644, 2.10944, 0.151946, -0.22206, -0.319502, 0.706035, 0.707981, 0.00938957, 0.013747, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:18.995368] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [973] 1760987718995253, 2.11205, 0.151924, -0.222086, -0.319472, 0.706066, 0.707952, 0.00925729, 0.0137319, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:18.998051] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [974] 1760987718997940, 2.11474, 0.151924, -0.222086, -0.319472, 0.706066, 0.707952, 0.00925729, 0.0137319, -0.00216897, -0.00253752, 0.00299708, 0, 0, 0, 
[2025-10-20 15:15:19.002540] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [975] 1760987719002429, 2.11923, 0.151924, -0.222086, -0.319472, 0.706066, 0.707952, 0.00925729, 0.0137319, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.003888] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [977] 1760987719003830, 2.12063, 0.151936, -0.222097, -0.3195, 0.706012, 0.708007, 0.00923415, 0.0136852, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.006563] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [978] 1760987719006451, 2.12325, 0.151936, -0.222097, -0.3195, 0.706012, 0.708007, 0.00923415, 0.0136852, 0, 0, -0.00278074, 0, 0, 0, 
[2025-10-20 15:15:19.009042] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [979] 1760987719008933, 2.12573, 0.151936, -0.222097, -0.3195, 0.706012, 0.708007, 0.00923415, 0.0136852, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.011615] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [980] 1760987719011511, 2.12831, 0.151936, -0.222097, -0.3195, 0.706012, 0.708007, 0.00923415, 0.0136852, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.014260] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [982] 1760987719014188, 2.13099, 0.151957, -0.222077, -0.319544, 0.705993, 0.708023, 0.00943043, 0.0137126, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.017087] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [983] 1760987719016962, 2.13376, 0.151957, -0.222077, -0.319544, 0.705993, 0.708023, 0.00943043, 0.0137126, 0.00208169, 0, -0.00444617, 0, 0, 0, 
[2025-10-20 15:15:19.020679] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [984] 1760987719020567, 2.13737, 0.151957, -0.222077, -0.319544, 0.705993, 0.708023, 0.00943043, 0.0137126, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.022582] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [985] 1760987719022460, 2.13926, 0.151957, -0.222077, -0.319544, 0.705993, 0.708023, 0.00943043, 0.0137126, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.025079] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [987] 1760987719024962, 2.14176, 0.151937, -0.222066, -0.319515, 0.706052, 0.707967, 0.00931788, 0.0136692, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.028532] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [988] 1760987719028418, 2.14522, 0.151937, -0.222066, -0.319515, 0.706052, 0.707967, 0.00931788, 0.0136692, 0, 0, 0.00286575, 0, 0, 0, 
[2025-10-20 15:15:19.030288] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [989] 1760987719030180, 2.14698, 0.151937, -0.222066, -0.319515, 0.706052, 0.707967, 0.00931788, 0.0136692, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.033565] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [990] 1760987719033476, 2.15028, 0.151937, -0.222066, -0.319515, 0.706052, 0.707967, 0.00931788, 0.0136692, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.036626] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [992] 1760987719036496, 2.15329, 0.151919, -0.22208, -0.31949, 0.706081, 0.707939, 0.00931223, 0.0136262, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.039273] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [993] 1760987719039164, 2.15596, 0.151919, -0.22208, -0.31949, 0.706081, 0.707939, 0.00931223, 0.0136262, 0, 0, 0.00254756, 0, 0, 0, 
[2025-10-20 15:15:19.041985] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [994] 1760987719041883, 2.15868, 0.151919, -0.22208, -0.31949, 0.706081, 0.707939, 0.00931223, 0.0136262, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.044645] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [996] 1760987719044538, 2.16134, 0.151924, -0.222063, -0.319499, 0.706034, 0.707983, 0.00937643, 0.0137032, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.047900] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [997] 1760987719047793, 2.16459, 0.151924, -0.222063, -0.319499, 0.706034, 0.707983, 0.00937643, 0.0137032, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.050685] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [998] 1760987719050573, 2.16737, 0.151924, -0.222063, -0.319499, 0.706034, 0.707983, 0.00937643, 0.0137032, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.053532] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [999] 1760987719053426, 2.17022, 0.151936, -0.222045, -0.31953, 0.705985, 0.708031, 0.00944357, 0.0137244, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.056183] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1001] 1760987719056070, 2.17287, 0.151936, -0.222045, -0.31953, 0.705985, 0.708031, 0.00944357, 0.0137244, 0, 0, -0.00305243, 0, 0, 0, 
[2025-10-20 15:15:19.058617] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1002] 1760987719058511, 2.17531, 0.151936, -0.222045, -0.31953, 0.705985, 0.708031, 0.00944357, 0.0137244, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.061391] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1003] 1760987719061280, 2.17808, 0.151936, -0.222045, -0.31953, 0.705985, 0.708031, 0.00944357, 0.0137244, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.064706] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1005] 1760987719064612, 2.18141, 0.151952, -0.222031, -0.319552, 0.705958, 0.708057, 0.00949016, 0.0137239, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.067436] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1006] 1760987719067325, 2.18412, 0.151952, -0.222031, -0.319552, 0.705958, 0.708057, 0.00949016, 0.0137239, 0, 0, -0.00229317, 0, 0, 0, 
[2025-10-20 15:15:19.069911] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1007] 1760987719069806, 2.18661, 0.151952, -0.222031, -0.319552, 0.705958, 0.708057, 0.00949016, 0.0137239, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.072512] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1008] 1760987719072406, 2.1892, 0.151952, -0.222031, -0.319552, 0.705958, 0.708057, 0.00949016, 0.0137239, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.075254] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1010] 1760987719075143, 2.19194, 0.15194, -0.222063, -0.319512, 0.706023, 0.707995, 0.00935729, 0.0136496, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.077759] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1011] 1760987719077645, 2.19444, 0.15194, -0.222063, -0.319512, 0.706023, 0.707995, 0.00935729, 0.0136496, 0, -0.00325511, 0.00400716, 0, 0, 0, 
[2025-10-20 15:15:19.080678] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1012] 1760987719080568, 2.19737, 0.15194, -0.222063, -0.319512, 0.706023, 0.707995, 0.00935729, 0.0136496, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.083155] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1013] 1760987719083003, 2.1998, 0.151929, -0.222074, -0.319458, 0.706077, 0.707943, 0.00922498, 0.013658, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.086152] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1015] 1760987719086032, 2.20283, 0.151929, -0.222074, -0.319458, 0.706077, 0.707943, 0.00922498, 0.013658, 0, 0, 0.00543014, 0, 0, 0, 
[2025-10-20 15:15:19.088796] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1016] 1760987719088685, 2.20548, 0.151929, -0.222074, -0.319458, 0.706077, 0.707943, 0.00922498, 0.013658, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.091177] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1017] 1760987719091061, 2.20786, 0.151929, -0.222074, -0.319458, 0.706077, 0.707943, 0.00922498, 0.013658, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.093775] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1018] 1760987719093691, 2.21049, 0.151952, -0.222098, -0.319481, 0.706047, 0.707973, 0.00926686, 0.013623, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.096832] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1020] 1760987719096720, 2.21352, 0.151952, -0.222098, -0.319481, 0.706047, 0.707973, 0.00926686, 0.013623, 0.00232367, -0.00234293, -0.00224371, 0, 0, 0, 
[2025-10-20 15:15:19.099396] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1021] 1760987719099289, 2.21609, 0.151952, -0.222098, -0.319481, 0.706047, 0.707973, 0.00926686, 0.013623, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.101981] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1022] 1760987719101879, 2.21868, 0.151952, -0.222098, -0.319481, 0.706047, 0.707973, 0.00926686, 0.013623, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.104563] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1024] 1760987719104462, 2.22126, 0.151946, -0.222076, -0.319467, 0.706038, 0.70798, 0.00927256, 0.013737, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.107190] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1025] 1760987719107075, 2.22387, 0.151946, -0.222076, -0.319467, 0.706038, 0.70798, 0.00927256, 0.013737, 0, 0.00212064, 0, 0, 0, 0, 
[2025-10-20 15:15:19.109822] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1026] 1760987719109673, 2.22647, 0.151946, -0.222076, -0.319467, 0.706038, 0.70798, 0.00927256, 0.013737, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.112760] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1027] 1760987719112639, 2.22944, 0.151946, -0.222076, -0.319467, 0.706038, 0.70798, 0.00927256, 0.013737, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.115471] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1029] 1760987719115354, 2.23215, 0.151955, -0.22207, -0.319494, 0.706033, 0.707985, 0.00933896, 0.0136927, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.118094] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1030] 1760987719117987, 2.23479, 0.151955, -0.22207, -0.319494, 0.706033, 0.707985, 0.00933896, 0.0136927, 0, 0, -0.00268518, 0, 0, 0, 
[2025-10-20 15:15:19.120653] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1031] 1760987719120544, 2.23734, 0.151955, -0.22207, -0.319494, 0.706033, 0.707985, 0.00933896, 0.0136927, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.123552] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1032] 1760987719123436, 2.24024, 0.151952, -0.222058, -0.319503, 0.706002, 0.708014, 0.00939143, 0.0137692, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.126044] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1034] 1760987719125933, 2.24273, 0.151952, -0.222058, -0.319503, 0.706002, 0.708014, 0.00939143, 0.0137692, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.131314] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1035] 1760987719131204, 2.248, 0.151952, -0.222058, -0.319503, 0.706002, 0.708014, 0.00939143, 0.0137692, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.131865] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1036] 1760987719131788, 2.24859, 0.151952, -0.222058, -0.319503, 0.706002, 0.708014, 0.00939143, 0.0137692, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.133744] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1037] 1760987719133665, 2.25046, 0.151967, -0.22206, -0.31953, 0.705994, 0.708021, 0.00943189, 0.013771, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.136714] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1039] 1760987719136602, 2.2534, 0.151967, -0.22206, -0.31953, 0.705994, 0.708021, 0.00943189, 0.013771, 0, 0, -0.00269289, 0, 0, 0, 
[2025-10-20 15:15:19.139245] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1040] 1760987719139143, 2.25594, 0.151967, -0.22206, -0.31953, 0.705994, 0.708021, 0.00943189, 0.013771, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.142153] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1041] 1760987719142044, 2.25884, 0.151967, -0.22206, -0.31953, 0.705994, 0.708021, 0.00943189, 0.013771, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.144804] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1043] 1760987719144703, 2.2615, 0.151963, -0.222028, -0.319539, 0.705956, 0.708057, 0.00947924, 0.0138418, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.147500] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1044] 1760987719147384, 2.26418, 0.151963, -0.222028, -0.319539, 0.705956, 0.708057, 0.00947924, 0.0138418, 0, 0.00321032, 0, 0, 0, 0, 
[2025-10-20 15:15:19.149932] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1045] 1760987719149826, 2.26662, 0.151963, -0.222028, -0.319539, 0.705956, 0.708057, 0.00947924, 0.0138418, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.152547] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1046] 1760987719152425, 2.26922, 0.151963, -0.222028, -0.319539, 0.705956, 0.708057, 0.00947924, 0.0138418, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.156863] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1048] 1760987719156755, 2.27355, 0.15196, -0.222029, -0.319552, 0.705968, 0.708046, 0.00947601, 0.0138124, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.157913] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1049] 1760987719157813, 2.27461, 0.15196, -0.222029, -0.319552, 0.705968, 0.708046, 0.00947601, 0.0138124, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.160644] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1050] 1760987719160538, 2.27734, 0.15196, -0.222029, -0.319552, 0.705968, 0.708046, 0.00947601, 0.0138124, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.162851] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1051] 1760987719162750, 2.27955, 0.15196, -0.222039, -0.319553, 0.705984, 0.708031, 0.00943597, 0.0137823, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.165805] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1053] 1760987719165687, 2.28249, 0.15196, -0.222039, -0.319553, 0.705984, 0.708031, 0.00943597, 0.0137823, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.168320] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1054] 1760987719168208, 2.28501, 0.15196, -0.222039, -0.319553, 0.705984, 0.708031, 0.00943597, 0.0137823, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.170865] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1055] 1760987719170762, 2.28756, 0.15196, -0.222039, -0.319553, 0.705984, 0.708031, 0.00943597, 0.0137823, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.173464] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1056] 1760987719173378, 2.29018, 0.151955, -0.222044, -0.319551, 0.705969, 0.708046, 0.00940628, 0.0138277, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.176180] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1058] 1760987719176069, 2.29287, 0.151955, -0.222044, -0.319551, 0.705969, 0.708046, 0.00940628, 0.0138277, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.178755] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1059] 1760987719178648, 2.29545, 0.151955, -0.222044, -0.319551, 0.705969, 0.708046, 0.00940628, 0.0138277, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.181526] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1060] 1760987719181417, 2.29822, 0.151955, -0.222044, -0.319551, 0.705969, 0.708046, 0.00940628, 0.0138277, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.184017] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1062] 1760987719183959, 2.30076, 0.151955, -0.22204, -0.319537, 0.70599, 0.708025, 0.009403, 0.0137811, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.186874] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1063] 1760987719186755, 2.30355, 0.151955, -0.22204, -0.319537, 0.70599, 0.708025, 0.009403, 0.0137811, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.189311] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1064] 1760987719189200, 2.306, 0.151955, -0.22204, -0.319537, 0.70599, 0.708025, 0.009403, 0.0137811, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.191898] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1065] 1760987719191790, 2.30859, 0.151955, -0.22204, -0.319537, 0.70599, 0.708025, 0.009403, 0.0137811, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.194627] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1067] 1760987719194505, 2.3113, 0.151948, -0.222048, -0.319541, 0.705998, 0.708018, 0.00940362, 0.0137245, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.197186] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1068] 1760987719197076, 2.31387, 0.151948, -0.222048, -0.319541, 0.705998, 0.708018, 0.00940362, 0.0137245, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.200824] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1069] 1760987719200695, 2.31749, 0.151948, -0.222048, -0.319541, 0.705998, 0.708018, 0.00940362, 0.0137245, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.202759] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1070] 1760987719202657, 2.31946, 0.151948, -0.222048, -0.319541, 0.705998, 0.708018, 0.00940362, 0.0137245, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.204974] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1072] 1760987719204862, 2.32166, 0.151951, -0.22204, -0.319534, 0.705976, 0.708041, 0.00939656, 0.0137239, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.208299] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1073] 1760987719208190, 2.32499, 0.151951, -0.22204, -0.319534, 0.705976, 0.708041, 0.00939656, 0.0137239, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.210961] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1074] 1760987719210850, 2.32765, 0.151951, -0.22204, -0.319534, 0.705976, 0.708041, 0.00939656, 0.0137239, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.213509] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1075] 1760987719213420, 2.33022, 0.151945, -0.222032, -0.319526, 0.705955, 0.70806, 0.00943356, 0.013766, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.216464] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1077] 1760987719216267, 2.33307, 0.151945, -0.222032, -0.319526, 0.705955, 0.70806, 0.00943356, 0.013766, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.218761] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1078] 1760987719218656, 2.33546, 0.151945, -0.222032, -0.319526, 0.705955, 0.70806, 0.00943356, 0.013766, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.221580] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1079] 1760987719221464, 2.33826, 0.151945, -0.222032, -0.319526, 0.705955, 0.70806, 0.00943356, 0.013766, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.224583] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1081] 1760987719224470, 2.34127, 0.15195, -0.222031, -0.31952, 0.705966, 0.708049, 0.00943235, 0.0137672, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.227163] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1082] 1760987719227055, 2.34385, 0.15195, -0.222031, -0.31952, 0.705966, 0.708049, 0.00943235, 0.0137672, 0, 0, 0, 0, 0, 0, 
