[2025-10-20 15:15:16.936839] [0x0000007f8609c7c0] [MocapTag] [0x000016b8] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 15:15:19.229539] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1083] 1760987719229429, 2.34623, 0.15195, -0.222031, -0.31952, 0.705966, 0.708049, 0.00943235, 0.0137672, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.233185] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1084] 1760987719233040, 2.34984, 0.15195, -0.222031, -0.31952, 0.705966, 0.708049, 0.00943235, 0.0137672, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.235044] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1086] 1760987719234924, 2.35172, 0.151951, -0.222027, -0.319512, 0.70596, 0.708055, 0.00940916, 0.0137997, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.237718] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1087] 1760987719237607, 2.35441, 0.151951, -0.222027, -0.319512, 0.70596, 0.708055, 0.00940916, 0.0137997, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.241401] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1088] 1760987719241299, 2.3581, 0.151951, -0.222027, -0.319512, 0.70596, 0.708055, 0.00940916, 0.0137997, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.244054] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1090] 1760987719243990, 2.36079, 0.151963, -0.222036, -0.31952, 0.70599, 0.708027, 0.00941014, 0.0137065, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.246914] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1091] 1760987719246801, 2.3636, 0.151963, -0.222036, -0.31952, 0.70599, 0.708027, 0.00941014, 0.0137065, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.249566] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1092] 1760987719249457, 2.36626, 0.151963, -0.222036, -0.31952, 0.70599, 0.708027, 0.00941014, 0.0137065, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.252285] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1093] 1760987719252180, 2.36898, 0.151963, -0.222036, -0.31952, 0.70599, 0.708027, 0.00941014, 0.0137065, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.255366] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1095] 1760987719255253, 2.37205, 0.151968, -0.222034, -0.319511, 0.705993, 0.708022, 0.00939618, 0.0137731, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.257911] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1096] 1760987719257804, 2.3746, 0.151968, -0.222034, -0.319511, 0.705993, 0.708022, 0.00939618, 0.0137731, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.260515] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1097] 1760987719260412, 2.37721, 0.151968, -0.222034, -0.319511, 0.705993, 0.708022, 0.00939618, 0.0137731, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.263113] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1098] 1760987719262970, 2.37977, 0.151958, -0.22204, -0.319512, 0.705972, 0.708043, 0.0093958, 0.0138062, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.266608] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1100] 1760987719266497, 2.3833, 0.151958, -0.22204, -0.319512, 0.705972, 0.708043, 0.0093958, 0.0138062, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.268748] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1101] 1760987719268644, 2.38544, 0.151958, -0.22204, -0.319512, 0.705972, 0.708043, 0.0093958, 0.0138062, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.271024] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1102] 1760987719270915, 2.38771, 0.151958, -0.22204, -0.319512, 0.705972, 0.708043, 0.0093958, 0.0138062, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.273629] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1103] 1760987719273519, 2.39032, 0.151965, -0.222056, -0.319527, 0.705991, 0.708025, 0.00941187, 0.0137493, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.276604] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1105] 1760987719276493, 2.39329, 0.151965, -0.222056, -0.319527, 0.705991, 0.708025, 0.00941187, 0.0137493, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.279057] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1106] 1760987719278948, 2.39575, 0.151965, -0.222056, -0.319527, 0.705991, 0.708025, 0.00941187, 0.0137493, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.281874] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1107] 1760987719281769, 2.39857, 0.151965, -0.222056, -0.319527, 0.705991, 0.708025, 0.00941187, 0.0137493, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.285263] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1109] 1760987719285144, 2.40194, 0.151955, -0.222055, -0.319526, 0.705995, 0.70802, 0.00942062, 0.0137912, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.288006] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1110] 1760987719287903, 2.4047, 0.151955, -0.222055, -0.319526, 0.705995, 0.70802, 0.00942062, 0.0137912, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.290508] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1111] 1760987719290398, 2.4072, 0.151955, -0.222055, -0.319526, 0.705995, 0.70802, 0.00942062, 0.0137912, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.293169] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1112] 1760987719293026, 2.40983, 0.151957, -0.222057, -0.319544, 0.70601, 0.708006, 0.00944722, 0.013715, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.295926] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1114] 1760987719295814, 2.41261, 0.151957, -0.222057, -0.319544, 0.70601, 0.708006, 0.00944722, 0.013715, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.298682] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1115] 1760987719298563, 2.41536, 0.151957, -0.222057, -0.319544, 0.70601, 0.708006, 0.00944722, 0.013715, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.301914] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1116] 1760987719301805, 2.4186, 0.151957, -0.222057, -0.319544, 0.70601, 0.708006, 0.00944722, 0.013715, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.304622] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1118] 1760987719304520, 2.42132, 0.151951, -0.222053, -0.319547, 0.706012, 0.708004, 0.0094419, 0.0137258, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.307441] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1119] 1760987719307331, 2.42413, 0.151951, -0.222053, -0.319547, 0.706012, 0.708004, 0.0094419, 0.0137258, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.309790] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1120] 1760987719309648, 2.42645, 0.151951, -0.222053, -0.319547, 0.706012, 0.708004, 0.0094419, 0.0137258, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.312564] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1121] 1760987719312442, 2.42924, 0.151951, -0.222053, -0.319547, 0.706012, 0.708004, 0.0094419, 0.0137258, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.315266] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1123] 1760987719315109, 2.43191, 0.151939, -0.222032, -0.319537, 0.705996, 0.708018, 0.00944379, 0.0138149, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.317797] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1124] 1760987719317692, 2.43449, 0.151939, -0.222032, -0.319537, 0.705996, 0.708018, 0.00944379, 0.0138149, 0, 0.00213689, 0, 0, 0, 0, 
[2025-10-20 15:15:19.320320] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1125] 1760987719320210, 2.43701, 0.151939, -0.222032, -0.319537, 0.705996, 0.708018, 0.00944379, 0.0138149, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.323013] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1126] 1760987719322914, 2.43971, 0.151948, -0.22205, -0.319554, 0.706018, 0.707999, 0.00941909, 0.0136765, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.325744] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1128] 1760987719325626, 2.44243, 0.151948, -0.22205, -0.319554, 0.706018, 0.707999, 0.00941909, 0.0136765, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.328175] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1129] 1760987719328067, 2.44487, 0.151948, -0.22205, -0.319554, 0.706018, 0.707999, 0.00941909, 0.0136765, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.330646] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1130] 1760987719330540, 2.44734, 0.151948, -0.22205, -0.319554, 0.706018, 0.707999, 0.00941909, 0.0136765, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.334062] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1131] 1760987719333973, 2.45077, 0.151944, -0.222038, -0.319539, 0.705986, 0.70803, 0.00940478, 0.0137563, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.336715] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1133] 1760987719336604, 2.4534, 0.151944, -0.222038, -0.319539, 0.705986, 0.70803, 0.00940478, 0.0137563, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.339124] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1134] 1760987719339021, 2.45582, 0.151944, -0.222038, -0.319539, 0.705986, 0.70803, 0.00940478, 0.0137563, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.341781] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1135] 1760987719341673, 2.45847, 0.151944, -0.222038, -0.319539, 0.705986, 0.70803, 0.00940478, 0.0137563, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.343514] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1136] 1760987719343401, 2.4602, 0.151938, -0.222043, -0.319536, 0.705976, 0.708039, 0.00940326, 0.0137807, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.347189] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1138] 1760987719347079, 2.46388, 0.151938, -0.222043, -0.319536, 0.705976, 0.708039, 0.00940326, 0.0137807, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.349704] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1139] 1760987719349594, 2.46639, 0.151938, -0.222043, -0.319536, 0.705976, 0.708039, 0.00940326, 0.0137807, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.352512] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1140] 1760987719352407, 2.46921, 0.151938, -0.222043, -0.319536, 0.705976, 0.708039, 0.00940326, 0.0137807, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.354971] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1142] 1760987719354850, 2.47165, 0.151947, -0.22205, -0.31954, 0.705969, 0.708047, 0.00939223, 0.0137292, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.357788] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1143] 1760987719357679, 2.47448, 0.151947, -0.22205, -0.31954, 0.705969, 0.708047, 0.00939223, 0.0137292, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.360263] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1144] 1760987719360159, 2.47696, 0.151947, -0.22205, -0.31954, 0.705969, 0.708047, 0.00939223, 0.0137292, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.362783] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1145] 1760987719362674, 2.47947, 0.151947, -0.22205, -0.31954, 0.705969, 0.708047, 0.00939223, 0.0137292, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.365518] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1147] 1760987719365408, 2.48221, 0.151947, -0.222038, -0.319528, 0.705968, 0.708048, 0.00941072, 0.0137472, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.368143] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1148] 1760987719368037, 2.48484, 0.151947, -0.222038, -0.319528, 0.705968, 0.708048, 0.00941072, 0.0137472, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.370577] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1149] 1760987719370467, 2.48727, 0.151947, -0.222038, -0.319528, 0.705968, 0.708048, 0.00941072, 0.0137472, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.373297] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1150] 1760987719373193, 2.48999, 0.151957, -0.222044, -0.319524, 0.705976, 0.70804, 0.00941601, 0.0137288, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.376620] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1152] 1760987719376505, 2.4933, 0.151957, -0.222044, -0.319524, 0.705976, 0.70804, 0.00941601, 0.0137288, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.378747] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1153] 1760987719378643, 2.49544, 0.151957, -0.222044, -0.319524, 0.705976, 0.70804, 0.00941601, 0.0137288, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.381124] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1154] 1760987719381020, 2.49782, 0.151957, -0.222044, -0.319524, 0.705976, 0.70804, 0.00941601, 0.0137288, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.383774] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1155] 1760987719383688, 2.50049, 0.151967, -0.222049, -0.319517, 0.705983, 0.708033, 0.00941785, 0.0137388, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.386583] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1157] 1760987719386472, 2.50327, 0.151967, -0.222049, -0.319517, 0.705983, 0.708033, 0.00941785, 0.0137388, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.389006] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1158] 1760987719388904, 2.5057, 0.151967, -0.222049, -0.319517, 0.705983, 0.708033, 0.00941785, 0.0137388, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.391817] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1159] 1760987719391709, 2.50851, 0.151967, -0.222049, -0.319517, 0.705983, 0.708033, 0.00941785, 0.0137388, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.394388] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1161] 1760987719394269, 2.51107, 0.151962, -0.222036, -0.319506, 0.705963, 0.708051, 0.00940405, 0.0138326, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.398717] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1162] 1760987719398607, 2.51541, 0.151962, -0.222036, -0.319506, 0.705963, 0.708051, 0.00940405, 0.0138326, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.399282] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1163] 1760987719399206, 2.516, 0.151962, -0.222036, -0.319506, 0.705963, 0.708051, 0.00940405, 0.0138326, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.402146] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1164] 1760987719402041, 2.51884, 0.151962, -0.222036, -0.319506, 0.705963, 0.708051, 0.00940405, 0.0138326, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.404668] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1166] 1760987719404581, 2.52138, 0.151971, -0.222042, -0.319515, 0.70597, 0.708045, 0.00939627, 0.0137882, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.408064] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1167] 1760987719407955, 2.52475, 0.151971, -0.222042, -0.319515, 0.70597, 0.708045, 0.00939627, 0.0137882, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.409919] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1168] 1760987719409816, 2.52662, 0.151971, -0.222042, -0.319515, 0.70597, 0.708045, 0.00939627, 0.0137882, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.413494] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1169] 1760987719413407, 2.53021, 0.151971, -0.222042, -0.319515, 0.70597, 0.708045, 0.00939627, 0.0137882, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.416784] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1171] 1760987719416671, 2.53347, 0.151963, -0.22205, -0.319521, 0.705979, 0.708036, 0.00940495, 0.0137811, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.418548] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1172] 1760987719418442, 2.53524, 0.151963, -0.22205, -0.319521, 0.705979, 0.708036, 0.00940495, 0.0137811, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.421030] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1173] 1760987719420928, 2.53773, 0.151963, -0.22205, -0.319521, 0.705979, 0.708036, 0.00940495, 0.0137811, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.423640] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1174] 1760987719423549, 2.54035, 0.151964, -0.222043, -0.319518, 0.705973, 0.708042, 0.00938993, 0.0138394, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.427198] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1176] 1760987719427087, 2.54389, 0.151964, -0.222043, -0.319518, 0.705973, 0.708042, 0.00938993, 0.0138394, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.429769] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1177] 1760987719429643, 2.54644, 0.151964, -0.222043, -0.319518, 0.705973, 0.708042, 0.00938993, 0.0138394, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.432704] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1178] 1760987719432595, 2.54939, 0.151964, -0.222043, -0.319518, 0.705973, 0.708042, 0.00938993, 0.0138394, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.435217] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1180] 1760987719435100, 2.5519, 0.151951, -0.222063, -0.319495, 0.706038, 0.707978, 0.00935456, 0.0137798, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.437827] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1181] 1760987719437718, 2.55452, 0.151951, -0.222063, -0.319495, 0.706038, 0.707978, 0.00935456, 0.0137798, 0, 0, 0.00231073, 0, 0, 0, 
[2025-10-20 15:15:19.440394] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1182] 1760987719440290, 2.55709, 0.151951, -0.222063, -0.319495, 0.706038, 0.707978, 0.00935456, 0.0137798, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.442992] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1183] 1760987719442891, 2.55969, 0.151937, -0.222076, -0.319489, 0.706042, 0.707973, 0.00940911, 0.0137579, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.446073] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1185] 1760987719445963, 2.56276, 0.151937, -0.222076, -0.319489, 0.706042, 0.707973, 0.00940911, 0.0137579, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.448506] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1186] 1760987719448403, 2.5652, 0.151937, -0.222076, -0.319489, 0.706042, 0.707973, 0.00940911, 0.0137579, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.451219] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1187] 1760987719451106, 2.56791, 0.151937, -0.222076, -0.319489, 0.706042, 0.707973, 0.00940911, 0.0137579, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.453801] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1188] 1760987719453713, 2.57051, 0.151946, -0.222058, -0.319519, 0.706037, 0.70798, 0.00942336, 0.0137126, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.456657] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1190] 1760987719456545, 2.57334, 0.151946, -0.222058, -0.319519, 0.706037, 0.70798, 0.00942336, 0.0137126, 0, 0, -0.0029984, 0, 0, 0, 
[2025-10-20 15:15:19.460534] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1191] 1760987719460427, 2.57723, 0.151946, -0.222058, -0.319519, 0.706037, 0.70798, 0.00942336, 0.0137126, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.462897] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1192] 1760987719462786, 2.57958, 0.151946, -0.222058, -0.319519, 0.706037, 0.70798, 0.00942336, 0.0137126, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.465813] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1194] 1760987719465703, 2.5825, 0.151952, -0.222039, -0.319558, 0.705918, 0.708096, 0.0094098, 0.0138059, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.468356] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1195] 1760987719468249, 2.58505, 0.151952, -0.222039, -0.319558, 0.705918, 0.708096, 0.0094098, 0.0138059, 0, 0, -0.00387816, 0, 0, 0, 
[2025-10-20 15:15:19.471262] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1196] 1760987719471142, 2.58794, 0.151952, -0.222039, -0.319558, 0.705918, 0.708096, 0.0094098, 0.0138059, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.473801] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1197] 1760987719473713, 2.59051, 0.15193, -0.222086, -0.319498, 0.706078, 0.707943, 0.00922156, 0.0136258, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.476595] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1199] 1760987719476481, 2.59328, 0.15193, -0.222086, -0.319498, 0.706078, 0.707943, 0.00922156, 0.0136258, -0.00221439, -0.0047192, 0.00596878, -0.0442028, 0.0522383, 0, 
[2025-10-20 15:15:19.479055] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1200] 1760987719478937, 2.59574, 0.15193, -0.222086, -0.319498, 0.706078, 0.707943, 0.00922156, 0.0136258, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.481798] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1201] 1760987719481691, 2.59849, 0.15193, -0.222086, -0.319498, 0.706078, 0.707943, 0.00922156, 0.0136258, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.484592] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1203] 1760987719484494, 2.60129, 0.151929, -0.222112, -0.319491, 0.706051, 0.70797, 0.00917035, 0.0136408, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.487834] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1204] 1760987719487723, 2.60452, 0.151929, -0.222112, -0.319491, 0.706051, 0.70797, 0.00917035, 0.0136408, 0, -0.00262481, 0, 0, 0, 0, 
[2025-10-20 15:15:19.490341] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1205] 1760987719490219, 2.60702, 0.151929, -0.222112, -0.319491, 0.706051, 0.70797, 0.00917035, 0.0136408, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.492945] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1206] 1760987719492835, 2.60963, 0.151929, -0.222112, -0.319491, 0.706051, 0.70797, 0.00917035, 0.0136408, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.495501] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1208] 1760987719495389, 2.61219, 0.151946, -0.222094, -0.319514, 0.706041, 0.70798, 0.00922583, 0.0136215, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.498202] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1209] 1760987719498092, 2.61489, 0.151946, -0.222094, -0.319514, 0.706041, 0.70798, 0.00922583, 0.0136215, 0, 0, -0.00229147, 0, 0, 0, 
[2025-10-20 15:15:19.500508] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1210] 1760987719500407, 2.61721, 0.151946, -0.222094, -0.319514, 0.706041, 0.70798, 0.00922583, 0.0136215, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.503701] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1211] 1760987719503608, 2.62041, 0.151959, -0.222051, -0.319535, 0.705983, 0.708033, 0.00940185, 0.0137594, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.506635] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1213] 1760987719506523, 2.62332, 0.151959, -0.222051, -0.319535, 0.705983, 0.708033, 0.00940185, 0.0137594, 0, 0.00429916, -0.00209975, 0, -0.0444371, 0, 
[2025-10-20 15:15:19.508882] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1214] 1760987719508781, 2.62558, 0.151959, -0.222051, -0.319535, 0.705983, 0.708033, 0.00940185, 0.0137594, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.511707] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1215] 1760987719511595, 2.62839, 0.151959, -0.222051, -0.319535, 0.705983, 0.708033, 0.00940185, 0.0137594, 0, 0, 0, 0, 0, 0, 
[2025-10-20 15:15:19.514170] [0x0000007f7d6f89a0] [MocapTag] [0x000016b8] [1216] 1760987719514095, 2.63089, 0.151965, -0.222015, -0.319532, 0.705933, 0.708079, 0.00951521, 0.0138853, 0, 0, 0, 0, 0, 0, 
