[2025-10-20 11:49:44.478220] [0x0000007f8c2777c0] [MocapTag] [0x00001e07] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 11:50:15.068093] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14491] 1760975415067981, 30.6438, 0.146085, -0.232797, -1.16466, 0.665326, 0.679299, -0.218571, -0.219364, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.070925] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14493] 1760975415070779, 30.6466, 0.146085, -0.232797, -1.16466, 0.665326, 0.679299, -0.218571, -0.219364, 0.0506345, -0.0205519, 0.317317, 0.0459194, 0.058347, -0.0379802, 
[2025-10-20 11:50:15.073345] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14494] 1760975415073239, 30.649, 0.146085, -0.232797, -1.16466, 0.665326, 0.679299, -0.218571, -0.219364, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.076470] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14495] 1760975415076376, 30.6522, 0.146085, -0.232797, -1.16466, 0.665326, 0.679299, -0.218571, -0.219364, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.078623] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14496] 1760975415078511, 30.6543, 0.146529, -0.233047, -1.16133, 0.665397, 0.679085, -0.218786, -0.219596, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.081622] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14498] 1760975415081509, 30.6573, 0.146529, -0.233047, -1.16133, 0.665397, 0.679085, -0.218786, -0.219596, 0.0443462, -0.0250338, 0.332709, -0.0476122, 0.0665903, 0, 
[2025-10-20 11:50:15.083887] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14499] 1760975415083777, 30.6596, 0.146529, -0.233047, -1.16133, 0.665397, 0.679085, -0.218786, -0.219596, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.086469] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14500] 1760975415086354, 30.6621, 0.147019, -0.233337, -1.15808, 0.66531, 0.679089, -0.218988, -0.219648, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.089304] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14501] 1760975415089191, 30.665, 0.147019, -0.233337, -1.15808, 0.66531, 0.679089, -0.218988, -0.219648, 0.0490539, -0.0289975, 0.325152, 0, 0.0374675, 0, 
[2025-10-20 11:50:15.091631] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14503] 1760975415091516, 30.6673, 0.147019, -0.233337, -1.15808, 0.66531, 0.679089, -0.218988, -0.219648, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.094183] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14504] 1760975415094077, 30.6699, 0.147019, -0.233337, -1.15808, 0.66531, 0.679089, -0.218988, -0.219648, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.096734] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14505] 1760975415096616, 30.6724, 0.147468, -0.233556, -1.15469, 0.665253, 0.678976, -0.219226, -0.219932, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.100117] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14506] 1760975415100028, 30.6758, 0.147468, -0.233556, -1.15469, 0.665253, 0.678976, -0.219226, -0.219932, 0.0448711, -0.0218914, 0.339084, 0, 0.0778198, 0, 
[2025-10-20 11:50:15.102505] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14508] 1760975415102392, 30.6782, 0.147468, -0.233556, -1.15469, 0.665253, 0.678976, -0.219226, -0.219932, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.106009] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14509] 1760975415105898, 30.6817, 0.147468, -0.233556, -1.15469, 0.665253, 0.678976, -0.219226, -0.219932, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.107803] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14510] 1760975415107687, 30.6835, 0.147909, -0.233813, -1.15125, 0.665236, 0.67883, -0.219501, -0.220159, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.110376] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14512] 1760975415110263, 30.686, 0.147909, -0.233813, -1.15125, 0.665236, 0.67883, -0.219501, -0.220159, 0.044082, -0.0257427, 0.34394, 0, 0.0745475, 0, 
[2025-10-20 11:50:15.113639] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14513] 1760975415113529, 30.6893, 0.147909, -0.233813, -1.15125, 0.665236, 0.67883, -0.219501, -0.220159, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.115930] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14514] 1760975415115826, 30.6916, 0.147909, -0.233813, -1.15125, 0.665236, 0.67883, -0.219501, -0.220159, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.118564] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14515] 1760975415118453, 30.6942, 0.148386, -0.233967, -1.14776, 0.66515, 0.678831, -0.219602, -0.220316, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.121139] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14517] 1760975415121025, 30.6968, 0.148386, -0.233967, -1.14776, 0.66515, 0.678831, -0.219602, -0.220316, 0.0477072, -0.01538, 0.349153, 0, 0.0384927, 0, 
[2025-10-20 11:50:15.123445] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14518] 1760975415123337, 30.6991, 0.148386, -0.233967, -1.14776, 0.66515, 0.678831, -0.219602, -0.220316, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.126316] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14519] 1760975415126173, 30.702, 0.148386, -0.233967, -1.14776, 0.66515, 0.678831, -0.219602, -0.220316, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.128770] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14520] 1760975415128685, 30.7045, 0.14884, -0.234233, -1.14422, 0.665188, 0.678645, -0.219846, -0.220531, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.132787] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14522] 1760975415132670, 30.7085, 0.14884, -0.234233, -1.14422, 0.665188, 0.678645, -0.219846, -0.220531, 0.0453847, -0.0265976, 0.353662, -0.0351787, 0.0683069, 0, 
[2025-10-20 11:50:15.135336] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14523] 1760975415135226, 30.711, 0.14884, -0.234233, -1.14422, 0.665188, 0.678645, -0.219846, -0.220531, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.137983] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14524] 1760975415137868, 30.7137, 0.149343, -0.234436, -1.14067, 0.665157, 0.678586, -0.21987, -0.220783, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.140551] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14526] 1760975415140427, 30.7162, 0.149343, -0.234436, -1.14067, 0.665157, 0.678586, -0.21987, -0.220783, 0.0503209, -0.0202897, 0.355152, 0, 0.0414252, 0.0388464, 
[2025-10-20 11:50:15.143005] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14527] 1760975415142866, 30.7187, 0.149343, -0.234436, -1.14067, 0.665157, 0.678586, -0.21987, -0.220783, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.145775] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14528] 1760975415145662, 30.7214, 0.149343, -0.234436, -1.14067, 0.665157, 0.678586, -0.21987, -0.220783, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.148430] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14529] 1760975415148319, 30.7241, 0.149813, -0.23471, -1.13705, 0.665247, 0.678304, -0.220166, -0.221081, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.151416] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14531] 1760975415151300, 30.7271, 0.149813, -0.23471, -1.13705, 0.665247, 0.678304, -0.220166, -0.221081, 0.0470046, -0.0274083, 0.361624, -0.0613332, 0.0886679, 0, 
[2025-10-20 11:50:15.154014] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14532] 1760975415153903, 30.7297, 0.149813, -0.23471, -1.13705, 0.665247, 0.678304, -0.220166, -0.221081, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.156612] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14533] 1760975415156494, 30.7323, 0.149813, -0.23471, -1.13705, 0.665247, 0.678304, -0.220166, -0.221081, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.159191] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14534] 1760975415159078, 30.7349, 0.150305, -0.234865, -1.13342, 0.665144, 0.678284, -0.220118, -0.221501, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.161943] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14536] 1760975415161830, 30.7376, 0.150305, -0.234865, -1.13342, 0.665144, 0.678284, -0.220118, -0.221501, 0.04926, -0.0154548, 0.363135, 0, 0.0560284, 0.0725608, 
[2025-10-20 11:50:15.164455] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14537] 1760975415164349, 30.7401, 0.150305, -0.234865, -1.13342, 0.665144, 0.678284, -0.220118, -0.221501, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.167153] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14538] 1760975415167038, 30.7428, 0.150727, -0.235131, -1.12973, 0.665222, 0.678008, -0.220186, -0.222043, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.169951] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14539] 1760975415169861, 30.7456, 0.150727, -0.235131, -1.12973, 0.665222, 0.678008, -0.220186, -0.222043, 0.042184, -0.0266873, 0.369654, -0.0843763, 0.0916958, 0.09731, 
[2025-10-20 11:50:15.172433] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14541] 1760975415172320, 30.7481, 0.150727, -0.235131, -1.12973, 0.665222, 0.678008, -0.220186, -0.222043, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.175115] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14542] 1760975415175006, 30.7508, 0.150727, -0.235131, -1.12973, 0.665222, 0.678008, -0.220186, -0.222043, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.177647] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14543] 1760975415177532, 30.7533, 0.15123, -0.235294, -1.12599, 0.665279, 0.677895, -0.220135, -0.222269, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.180238] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14544] 1760975415180149, 30.7559, 0.15123, -0.235294, -1.12599, 0.665279, 0.677895, -0.220135, -0.222269, 0.050314, -0.0162775, 0.373584, -0.0433087, 0, 0.0552729, 
[2025-10-20 11:50:15.182818] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14546] 1760975415182704, 30.7585, 0.15123, -0.235294, -1.12599, 0.665279, 0.677895, -0.220135, -0.222269, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.185316] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14547] 1760975415185207, 30.761, 0.15123, -0.235294, -1.12599, 0.665279, 0.677895, -0.220135, -0.222269, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.187994] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14548] 1760975415187877, 30.7637, 0.151641, -0.235531, -1.12212, 0.665513, 0.677514, -0.219993, -0.222867, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.191047] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14550] 1760975415190930, 30.7667, 0.151641, -0.235531, -1.12212, 0.665513, 0.677514, -0.219993, -0.222867, 0.0410548, -0.0236716, 0.387187, -0.142825, 0.0692248, 0.156608, 
[2025-10-20 11:50:15.193270] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14551] 1760975415193161, 30.7689, 0.151641, -0.235531, -1.12212, 0.665513, 0.677514, -0.219993, -0.222867, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.195860] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14552] 1760975415195753, 30.7715, 0.151641, -0.235531, -1.12212, 0.665513, 0.677514, -0.219993, -0.222867, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.198481] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14553] 1760975415198366, 30.7742, 0.152139, -0.235718, -1.11837, 0.665513, 0.6774, -0.219913, -0.223294, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.201159] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14555] 1760975415201046, 30.7768, 0.152139, -0.235718, -1.11837, 0.665513, 0.6774, -0.219913, -0.223294, 0.0498222, -0.0186775, 0.374606, -0.04673, 0.0523388, 0.0904878, 
[2025-10-20 11:50:15.203671] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14556] 1760975415203559, 30.7793, 0.152139, -0.235718, -1.11837, 0.665513, 0.6774, -0.219913, -0.223294, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.206263] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14557] 1760975415206143, 30.7819, 0.152535, -0.235906, -1.11442, 0.665766, 0.677008, -0.219652, -0.223982, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.209179] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14558] 1760975415209092, 30.7849, 0.152535, -0.235906, -1.11442, 0.665766, 0.677008, -0.219652, -0.223982, 0.0396106, -0.0188412, 0.395417, -0.159657, 0.0648677, 0.19347, 
[2025-10-20 11:50:15.211672] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14560] 1760975415211555, 30.7873, 0.152535, -0.235906, -1.11442, 0.665766, 0.677008, -0.219652, -0.223982, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.214082] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14561] 1760975415213974, 30.7898, 0.152535, -0.235906, -1.11442, 0.665766, 0.677008, -0.219652, -0.223982, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.216843] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14562] 1760975415216732, 30.7925, 0.153002, -0.236161, -1.11063, 0.665764, 0.676894, -0.219484, -0.224499, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.219474] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14564] 1760975415219420, 30.7952, 0.153002, -0.236161, -1.11063, 0.665764, 0.676894, -0.219484, -0.224499, 0.0466259, -0.0255104, 0.379296, -0.0563145, 0.0526905, 0.120195, 
[2025-10-20 11:50:15.221885] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14565] 1760975415221773, 30.7976, 0.153002, -0.236161, -1.11063, 0.665764, 0.676894, -0.219484, -0.224499, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.224520] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14566] 1760975415224410, 30.8002, 0.153002, -0.236161, -1.11063, 0.665764, 0.676894, -0.219484, -0.224499, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.227841] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14567] 1760975415227727, 30.8035, 0.153252, -0.236542, -1.10683, 0.66608, 0.676193, -0.219154, -0.225991, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.230192] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14569] 1760975415230078, 30.8059, 0.153252, -0.236542, -1.10683, 0.66608, 0.676193, -0.219154, -0.225991, 0.0250251, -0.0380658, 0.379616, -0.270832, 0.174826, 0.35998, 
[2025-10-20 11:50:15.232702] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14570] 1760975415232587, 30.8084, 0.153252, -0.236542, -1.10683, 0.66608, 0.676193, -0.219154, -0.225991, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.235330] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14571] 1760975415235224, 30.811, 0.153252, -0.236542, -1.10683, 0.66608, 0.676193, -0.219154, -0.225991, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.238109] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14572] 1760975415237989, 30.8138, 0.153651, -0.236784, -1.10295, 0.666139, 0.676019, -0.218781, -0.2267, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.240946] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14574] 1760975415240806, 30.8166, 0.153651, -0.236784, -1.10295, 0.666139, 0.676019, -0.218781, -0.2267, 0.0399181, -0.0242408, 0.387498, -0.0988603, 0.0508189, 0.193759, 
[2025-10-20 11:50:15.243458] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14575] 1760975415243339, 30.8191, 0.153651, -0.236784, -1.10295, 0.666139, 0.676019, -0.218781, -0.2267, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.245962] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14576] 1760975415245855, 30.8216, 0.153651, -0.236784, -1.10295, 0.666139, 0.676019, -0.218781, -0.2267, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.249689] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14577] 1760975415249566, 30.8254, 0.15401, -0.236986, -1.09881, 0.666519, 0.675449, -0.218471, -0.227575, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.251600] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14579] 1760975415251471, 30.8273, 0.15401, -0.236986, -1.09881, 0.666519, 0.675449, -0.218471, -0.227575, 0.0359165, -0.0201592, 0.414391, -0.225246, 0.0847042, 0.25104, 
[2025-10-20 11:50:15.254116] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14580] 1760975415254004, 30.8298, 0.15401, -0.236986, -1.09881, 0.666519, 0.675449, -0.218471, -0.227575, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.256673] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14581] 1760975415256555, 30.8323, 0.154586, -0.237033, -1.09447, 0.666756, 0.675435, -0.218096, -0.227285, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.259496] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14583] 1760975415259440, 30.8352, 0.154586, -0.237033, -1.09447, 0.666756, 0.675435, -0.218096, -0.227285, 0.0575987, -0.0047558, 0.433641, -0.0465631, -0.0993669, 0, 
[2025-10-20 11:50:15.262024] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14584] 1760975415261910, 30.8377, 0.154586, -0.237033, -1.09447, 0.666756, 0.675435, -0.218096, -0.227285, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.264869] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14585] 1760975415264757, 30.8405, 0.154586, -0.237033, -1.09447, 0.666756, 0.675435, -0.218096, -0.227285, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.267878] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14586] 1760975415267761, 30.8435, 0.15491, -0.23726, -1.09027, 0.667122, 0.674854, -0.217686, -0.228326, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.269975] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14588] 1760975415269877, 30.8457, 0.15491, -0.23726, -1.09027, 0.667122, 0.674854, -0.217686, -0.228326, 0.0323734, -0.0226862, 0.42083, -0.239646, 0.0941694, 0.295735, 
[2025-10-20 11:50:15.272451] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14589] 1760975415272338, 30.8481, 0.15491, -0.23726, -1.09027, 0.667122, 0.674854, -0.217686, -0.228326, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.275248] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14590] 1760975415275139, 30.8509, 0.15491, -0.23726, -1.09027, 0.667122, 0.674854, -0.217686, -0.228326, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.277843] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14591] 1760975415277726, 30.8535, 0.155015, -0.23776, -1.08657, 0.667251, 0.674298, -0.21692, -0.230314, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.280366] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14592] 1760975415280283, 30.8561, 0.155015, -0.23776, -1.08657, 0.667251, 0.674298, -0.21692, -0.230314, 0.0105206, -0.0499184, 0.36955, -0.270081, 0.182426, 0.500287, 
[2025-10-20 11:50:15.282894] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14594] 1760975415282781, 30.8586, 0.155015, -0.23776, -1.08657, 0.667251, 0.674298, -0.21692, -0.230314, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.285621] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14595] 1760975415285512, 30.8613, 0.155015, -0.23776, -1.08657, 0.667251, 0.674298, -0.21692, -0.230314, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.288699] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14596] 1760975415288585, 30.8644, 0.155327, -0.238016, -1.08231, 0.667665, 0.673695, -0.216489, -0.231279, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.291179] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14598] 1760975415291056, 30.8668, 0.155327, -0.238016, -1.08231, 0.667665, 0.673695, -0.216489, -0.231279, 0.0312038, -0.0256742, 0.425755, -0.249517, 0.0784814, 0.291545, 
[2025-10-20 11:50:15.293517] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14599] 1760975415293406, 30.8692, 0.155327, -0.238016, -1.08231, 0.667665, 0.673695, -0.216489, -0.231279, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.296066] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14600] 1760975415295962, 30.8717, 0.155327, -0.238016, -1.08231, 0.667665, 0.673695, -0.216489, -0.231279, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.298689] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14601] 1760975415298595, 30.8744, 0.155631, -0.238242, -1.07792, 0.668006, 0.673118, -0.216145, -0.232295, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.301401] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14603] 1760975415301288, 30.8771, 0.155631, -0.238242, -1.07792, 0.668006, 0.673118, -0.216145, -0.232295, 0.0303498, -0.022577, 0.439017, -0.231755, 0.0986278, 0.280502, 
[2025-10-20 11:50:15.303847] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14604] 1760975415303739, 30.8795, 0.155631, -0.238242, -1.07792, 0.668006, 0.673118, -0.216145, -0.232295, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.307082] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14605] 1760975415306965, 30.8828, 0.155945, -0.238535, -1.07363, 0.66822, 0.672767, -0.215701, -0.233109, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.311784] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14607] 1760975415311664, 30.8874, 0.155945, -0.238535, -1.07363, 0.66822, 0.672767, -0.215701, -0.233109, 0.031426, -0.0292542, 0.429593, -0.166309, 0.0540853, 0.243541, 
[2025-10-20 11:50:15.312420] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14608] 1760975415312304, 30.8881, 0.155945, -0.238535, -1.07363, 0.66822, 0.672767, -0.215701, -0.233109, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.314870] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14609] 1760975415314760, 30.8905, 0.155945, -0.238535, -1.07363, 0.66822, 0.672767, -0.215701, -0.233109, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.317431] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14610] 1760975415317316, 30.8931, 0.156257, -0.238743, -1.0691, 0.668518, 0.672339, -0.215301, -0.233857, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.320148] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14611] 1760975415320058, 30.8958, 0.156257, -0.238743, -1.0691, 0.668518, 0.672339, -0.215301, -0.233857, 0.0311847, -0.0208193, 0.453063, -0.187624, 0.0501513, 0.234373, 
[2025-10-20 11:50:15.322632] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14613] 1760975415322520, 30.8983, 0.156257, -0.238743, -1.0691, 0.668518, 0.672339, -0.215301, -0.233857, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.325366] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14614] 1760975415325256, 30.901, 0.156257, -0.238743, -1.0691, 0.668518, 0.672339, -0.215301, -0.233857, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.327944] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14615] 1760975415327828, 30.9036, 0.156545, -0.239034, -1.06444, 0.668901, 0.671753, -0.215167, -0.234569, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.330499] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14617] 1760975415330417, 30.9062, 0.156545, -0.239034, -1.06444, 0.668901, 0.671753, -0.215167, -0.234569, 0.0288372, -0.0290966, 0.465076, -0.212169, 0.0834942, 0.197966, 
[2025-10-20 11:50:15.333067] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14618] 1760975415332908, 30.9087, 0.156545, -0.239034, -1.06444, 0.668901, 0.671753, -0.215167, -0.234569, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.335579] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14619] 1760975415335473, 30.9113, 0.156545, -0.239034, -1.06444, 0.668901, 0.671753, -0.215167, -0.234569, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.338859] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14620] 1760975415338734, 30.9145, 0.156861, -0.239365, -1.05989, 0.66897, 0.671556, -0.214945, -0.235137, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:50:15.341781] [0x0000007f737fd9a0] [MocapTag] [0x00001e07] [14622] 1760975415341667, 30.9175, 0.156861, -0.239365, -1.05989, 0.66897, 0.671556, -0.214945, -0.235137, 0.0315836, -0.0331021, 0.455433, -0.0904202, 0.0507236, 0.148691, 
