[2024-06-21 10:38:07.285652] [0x0000007faff34010] [LogDataTag] [0x000021f9] [1] Initial timestamp, Current time [s], User-defined position x [m], User-defined position y [m], User-defined position z [m], User-defined velocity x [m/s], User-defined velocity y [m/s], User-defined velocity z [m/s], User-defined acceleration x [m/s^2], User-defined acceleration y [m/s^2], User-defined acceleration z [m/s^2], User-defined yaw [rad], User-defined yaw_dot [rad/s], User-defined yaw_dot_dot [rad/s^2], Odometry time [s], Position x [m], Position y [m], Position z [m], Quaternion q0 [-], Quaternion q1 [-], Quaternion q2 [-], Quaternion q3 [-], Velocity x [m/s], Velocity y [m/s], Velocity z [m/s], Angular velocity x [rad/s], Angular velocity y [rad/s], Angular velocity z [rad/s], Roll [rad], Pitch [rad], Yaw [rad], Algorithm execution time [us], Mu translational raw x [N], Mu translational raw y [N], Mu translational raw z [N], Mu translational x [N], Mu translational y [N], Mu translational z [N], U control input U1 [N], U control input U2 [Nm], U control input U3 [Nm], U control input U4 [Nm], Roll desired [rad], Pitch desired [rad], Roll_dot desired [rad/s], Pitch_dot desired [rad/s], Roll_dot_dot desired [rad/s^2], Pitch_dot_dot desired [rad/s^2], Roll_dot [rad/s], Pitch_dot [rad/s], Yaw_dot [rad/s], Thrust motors QUADCOPTER T1 [N], Thrust motors QUADCOPTER T2 [N], Thrust motors QUADCOPTER T3 [N], Thrust motors QUADCOPTER T4 [N], Thrust motors normalized QUADCOPTER T1 [-], Thrust motors normalized QUADCOPTER T2 [-], Thrust motors normalized QUADCOPTER T3 [-], Thrust motors normalized QUADCOPTER T4 [-], Thrust motors X8COPTER T1 [N], Thrust motors X8COPTER T2 [N], Thrust motors X8COPTER T3 [N], Thrust motors X8COPTER T4 [N], Thrust motors X8COPTER T5 [N], Thrust motors X8COPTER T6 [N], Thrust motors X8COPTER T7 [N], Thrust motors X8COPTER T8 [N], Thrust motors normalized X8COPTER T1 [-], Thrust motors normalized X8COPTER T2 [-], Thrust motors normalized X8COPTER T3 [-], Thrust motors normalized X8COPTER T4 [-], Thrust motors normalized X8COPTER T5 [-], Thrust motors normalized X8COPTER T6 [-], Thrust motors normalized X8COPTER T7 [-], Thrust motors normalized X8COPTER T8 [-], Roll error [rad], Pitch error [rad], Yaw error [rad], Outer loop Proportional term x [-], Outer loop Proportional term y [-], Outer loop Proportional term z [-], Outer loop Integral term x [-], Outer loop Integral term y [-], Outer loop Integral term z [-], Outer loop Derivative term x [-], Outer loop Derivative term y [-], Outer loop Derivative term z [-], Outer loop Dynamic Inversion term x [-], Outer loop Dynamic Inversion term y [-], Outer loop Dynamic Inversion term z [-], Inner loop Proportional term x [-], Inner loop Proportional term y [-], Inner loop Proportional term z [-], Inner loop Integral term x [-], Inner loop Integral term y [-], Inner loop Integral term z [-], Inner loop Derivative term x [-], Inner loop Derivative term y [-], Inner loop Derivative term z [-], Inner loop Dynamic Inversion term x [-], Inner loop Dynamic Inversion term y [-], Inner loop Dynamic Inversion term z [-], 
[2024-06-21 10:38:25.297513] [0x0000007f9bffe9a0] [LogDataTag] [0x000021f9] [8051] 1718980687273216, 18.0228, -2.82, -0.254282, -1.00024, -0.467453, 0.609813, 0.000603713, 2.85385, 0.426965, 0.000939637, 2.22481, -3.28583, -11.128, 18.0078, -2.87101, -0.3215, -0.962036, -0.446265, 0.0960463, 0.0586602, -0.887796, -0.819209, 0.556613, 0.0506925, 0.165412, 0.119701, -3.70101, -0.192406, 0.11846, 2.19859, 1015, 9.09195, 2.76827, -22.761, -0.388138, -4.4266, -24.262, 24.6656, 0.044022, -0.0496314, -0.170722, -0.180442, 0.0159964, -0.117983, -0.410306, -0.766801, 0.360015, -0.269668, -0.590218, -3.6814, 0, 0, 0, 0, 0, 0, 0, 0, 0.827981, 5.19762, 1.07035, 5.23683, 0.92956, 5.09604, 0.968776, 5.33841, 0.163049, 0.597188, 0.198988, 0.600423, 0.178651, 0.588811, 0.184457, 0.608804, -0.0119636, 0.102463, -0.0262159, 0.357065, 0.604967, -0.343874, -0.937816, -0.175323, -1.20422, 2.46229, 0.585198, -0.500888, -0, -0, -18.8288, 0.478545, -4.09854, 0.262159, 0.136563, 0.494193, -0.384386, 1.51684, 1.79912, 0.791151, 0.00250076, -0.017739, -0.000461962, 
[2024-06-21 10:38:25.307982] [0x0000007faff34010] [LogDataTag] [0x000021f9] [8056] 1718980687273216, 18.0328, -2.82456, -0.248125, -1.00024, -0.438766, 0.614084, 0.000612866, 2.8492, 0.422235, 0.000880085, 2.19119, -3.39688, -10.9309, 18.0167, -2.87806, -0.31573, -0.961491, -0.461277, 0.094839, 0.0592941, -0.880178, -0.787339, 0.553342, 0.0560023, 0.252377, 0.0583205, -3.80423, -0.194314, 0.112485, 2.16518, 1067, 9.07524, 2.93098, -22.8789, -0.0689129, -4.54039, -24.3675, 24.787, 0.0218462, -0.0401831, -0.167205, -0.184217, 0.00282806, -0.148465, -0.43535, -0.308369, 0.594836, -0.170542, -0.677348, -3.76771, 0, 0, 0, 0, 0, 0, 0, 0, 0.92611, 5.15664, 1.09051, 5.22022, 0.976519, 5.10623, 1.0401, 5.27063, 0.178135, 0.593808, 0.201791, 0.599052, 0.18559, 0.589651, 0.194733, 0.603211, -0.010097, 0.109657, -0.0260132, 0.374506, 0.608438, -0.348722, -0.937025, -0.172287, -1.20769, 2.44001, 0.668167, -0.553894, -0, -0, -18.8288, 0.403881, -4.38629, 0.260132, 0.136724, 0.492585, -0.382822, 0.220768, 2.41998, 0.741663, 0.00120019, -0.0207682, -0.000238763, 
[2024-06-21 10:38:25.318130] [0x0000007fa8fd89a0] [LogDataTag] [0x000021f9] [8061] 1718980687273216, 18.0429, -2.82883, -0.241936, -1.00023, -0.410174, 0.6183, 0.000621407, 2.84423, 0.417285, 0.000820661, 2.15653, -3.5052, -10.6197, 18.0258, -2.88482, -0.309981, -0.960917, -0.476841, 0.0935878, 0.0600203, -0.87193, -0.753015, 0.549457, 0.0556912, 0.206146, 0.0412856, -3.94455, -0.196276, 0.106163, 2.13024, 1255, 9.02373, 3.10604, -22.8894, 0.281081, -4.63472, -24.3606, 24.7992, 0.033876, -0.0390544, -0.161872, -0.187995, -0.0115378, -0.165284, -0.457836, 0.128564, 0.686995, -0.206987, -0.728765, -3.89882, 0, 0, 0, 0, 0, 0, 0, 0, 0.982022, 5.10699, 1.17098, 5.13961, 1.06019, 5.02882, 1.09281, 5.21778, 0.186393, 0.589714, 0.212735, 0.592404, 0.197565, 0.583268, 0.202109, 0.598851, -0.00828047, 0.117701, -0.0262854, 0.391939, 0.6124, -0.353829, -0.936198, -0.169231, -1.21121, 2.39989, 0.757278, -0.550698, -0, -0, -18.8288, 0.331219, -4.70803, 0.262854, 0.136858, 0.490861, -0.38125, 0.417024, 2.70929, 0.787224, 0.000854619, -0.0209151, -0.000174244, 
[2024-06-21 10:38:25.327633] [0x0000007fa97d99a0] [LogDataTag] [0x000021f9] [8066] 1718980687273216, 18.0528, -2.83277, -0.235754, -1.00023, -0.381854, 0.622434, 0.000629292, 2.83896, 0.412147, 0.000761771, 2.12107, -3.609, -10.1886, 18.0349, -2.8913, -0.30424, -0.960376, -0.492522, 0.0922433, 0.0608818, -0.863253, -0.719105, 0.545638, 0.0563882, 0.191763, 0.043501, -4.05399, -0.198246, 0.0994512, 2.09474, 1106, 8.97422, 3.27768, -22.9189, 0.631921, -4.702, -24.3731, 24.8305, 0.0452116, -0.0406986, -0.155397, -0.190514, -0.0259212, -0.164482, -0.476903, 0.670257, 0.871038, -0.205678, -0.755784, -4.00293, 0, 0, 0, 0, 0, 0, 0, 0, 1.05146, 5.04072, 1.27123, 5.05185, 1.15578, 4.93639, 1.16691, 5.15617, 0.196337, 0.584249, 0.225872, 0.585167, 0.210696, 0.575644, 0.212191, 0.59377, -0.00773154, 0.125372, -0.0263335, 0.409687, 0.616376, -0.358646, -0.935333, -0.166156, -1.21478, 2.36075, 0.844757, -0.557589, -0, -0, -18.8288, 0.309261, -5.0149, 0.263335, 0.136977, 0.48902, -0.379671, 0.411953, 2.7888, 0.787878, 0.000929362, -0.0215642, -0.000187432, 
[2024-06-21 10:38:25.338359] [0x0000007f9bffe9a0] [LogDataTag] [0x000021f9] [8071] 1718980687273216, 18.0628, -2.83645, -0.229509, -1.00022, -0.353495, 0.626528, 0.000636614, 2.83336, 0.40676, 0.000702799, 2.08449, -3.70817, -9.62675, 18.0438, -2.89752, -0.298627, -0.959825, -0.508445, 0.090641, 0.0616788, -0.854087, -0.689722, 0.531778, 0.0587877, 0.262328, 0.0260129, -4.14347, -0.199698, 0.0922408, 2.05842, 1704, 8.98557, 3.66339, -22.9813, 1.14737, -4.90554, -24.4319, 24.9459, 0.00604659, -0.0737515, -0.14519, -0.197937, -0.0469273, -0.169175, -0.517176, 0.191409, 0.0436149, -0.113817, -0.796457, -4.08364, 0, 0, 0, 0, 0, 0, 0, 0, 1.19178, 4.83549, 1.41495, 5.03076, 1.20573, 4.82154, 1.401, 5.04471, 0.215503, 0.567315, 0.24387, 0.583428, 0.217348, 0.566163, 0.242162, 0.584578, -0.00176098, 0.139168, -0.0260655, 0.427472, 0.622056, -0.363551, -0.93443, -0.163055, -1.2184, 2.35359, 1.04225, -0.581511, -0, -0, -18.8288, 0.0704392, -5.56673, 0.260655, 0.137034, 0.487003, -0.378102, -0.553583, 2.79281, 0.750937, 0.000521956, -0.0243031, -0.000119531, 
[2024-06-21 10:38:25.348122] [0x0000007faff34010] [LogDataTag] [0x000021f9] [8075] 1718980687273216, 18.0729, -2.83985, -0.223209, -1.00021, -0.325126, 0.630577, 0.000643363, 2.82741, 0.401127, 0.000643839, 2.04685, -3.80128, -8.92961, 18.0617, -2.90888, -0.287692, -0.958726, -0.540874, 0.0872627, 0.0631076, -0.834181, -0.620693, 0.517857, 0.0607398, 0.250618, 0.0287781, -4.32735, -0.201646, 0.0773966, 1.98328, 1534, 8.94686, 3.75923, -22.9495, 1.43986, -4.92863, -24.3822, 24.917, 0.0245065, -0.0536076, -0.134916, -0.199115, -0.0589852, -0.161076, -0.541377, 0.940532, 1.24157, -0.114981, -0.81333, -4.17431, 0, 0, 0, 0, 0, 0, 0, 0, 1.32387, 4.75331, 1.53249, 4.84884, 1.38042, 4.69676, 1.47594, 4.90538, 0.23257, 0.560524, 0.257971, 0.568417, 0.239627, 0.555846, 0.251251, 0.573085, -0.00161498, 0.143986, -0.0256614, 0.444501, 0.629084, -0.368462, -0.933489, -0.159922, -1.22207, 2.3214, 1.08764, -0.55632, -0, -0, -18.8288, 0.064599, -5.75942, 0.256614, 0.137059, 0.484868, -0.376554, -0.460952, 2.71952, 0.746064, 0.000687722, -0.0246331, -0.000148838, 
[2024-06-21 10:38:25.357542] [0x0000007faff34010] [LogDataTag] [0x000021f9] [8080] 1718980687273216, 18.0829, -2.84296, -0.216886, -1.00021, -0.296891, 0.634558, 0.000649506, 2.82115, 0.395272, 0.000585225, 2.00841, -3.88652, -8.10055, 18.0617, -2.90888, -0.287692, -0.958726, -0.540874, 0.0872627, 0.0631076, -0.834181, -0.620693, 0.517857, 0.0607398, 0.250618, 0.0287781, -4.32735, -0.201646, 0.0773966, 1.98328, 1001, 8.86412, 4.14622, -23.0517, 2.02662, -4.98539, -24.4578, 25.0428, 0.0290779, -0.0945529, -0.121873, -0.200414, -0.0826732, -0.133717, -0.579723, 1.28622, 0.215045, -0.0786213, -0.838495, -4.25818, 0, 0, 0, 0, 0, 0, 0, 0, 1.43928, 4.55319, 1.77461, 4.75433, 1.50638, 4.4861, 1.70751, 4.82142, 0.246832, 0.543942, 0.285607, 0.560608, 0.254882, 0.538362, 0.278115, 0.566153, -0.0012322, 0.16007, -0.025136, 0.461483, 0.637257, -0.37332, -0.932512, -0.156749, -1.22579, 2.26661, 1.28371, -0.600903, -0, -0, -18.8288, 0.0492881, -6.40279, 0.25136, 0.13708, 0.482549, -0.375035, -0.550958, 2.58771, 0.743324, 0.000611145, -0.0258561, -0.000136556, 
[2024-06-21 10:38:25.367801] [0x0000007fa97d99a0] [LogDataTag] [0x000021f9] [8084] 1718980687273216, 18.0928, -2.84578, -0.210531, -1.0002, -0.268757, 0.638474, 0.000655058, 2.81457, 0.389186, 0.000526918, 1.96922, -3.96272, -7.14344, 18.0798, -2.91914, -0.277217, -0.957628, -0.573753, 0.0834541, 0.0649796, -0.81217, -0.565882, 0.494352, 0.0621459, 0.24238, -0.0187632, -4.47301, -0.203082, 0.0610312, 1.9053, 1149, 8.59484, 4.64836, -23.1048, 2.97539, -4.81431, -24.4393, 25.0861, 0.0696332, -0.183446, -0.100169, -0.19311, -0.12115, -0.0632492, -0.704282, 2.66861, -2.4508, -0.025105, -0.920533, -4.38547, 0, 0, 0, 0, 0, 0, 0, 0, 1.54311, 4.20801, 2.22419, 4.56774, 1.70378, 4.04733, 2.06351, 4.72841, 0.25922, 0.515082, 0.333298, 0.54515, 0.277696, 0.501484, 0.31669, 0.558465, -0.00997205, 0.182181, -0.0639246, 0.513485, 0.600182, -0.383146, -0.931449, -0.153686, -1.22959, 2.07987, 1.58534, -0.614909, -0, -0, -18.8288, 0.398882, -7.28723, 0.639246, 0.137186, 0.479928, -0.371975, -0.381442, 2.16251, 0.845508, -0.00060871, -0.0271456, 8.08849e-05, 
[2024-06-21 10:38:25.378480] [0x0000007fa8fd89a0] [LogDataTag] [0x000021f9] [8089] 1718980687273216, 18.1029, -2.84835, -0.20406, -1.00019, -0.240357, 0.642374, 0.000660084, 2.80759, 0.382783, 0.000468192, 1.92884, -4.02948, -6.05266, 18.0888, -2.92398, -0.272101, -0.957054, -0.592919, 0.0809772, 0.0661205, -0.798447, -0.533264, 0.487844, 0.0598114, 0.229268, -0.0518313, -4.54406, -0.203272, 0.0509259, 1.85891, 1619, 8.55742, 4.88512, -23.0773, 3.42398, -4.76575, -24.3971, 25.0929, 0.0708096, -0.150127, -0.0817053, -0.191085, -0.139433, 0.0196448, -0.812544, 2.17322, 0.0158616, 0.00295945, -0.968095, -4.4458, 0, 0, 0, 0, 0, 0, 0, 0, 1.82066, 4.02668, 2.40993, 4.28918, 1.98405, 3.86329, 2.24654, 4.45257, 0.290684, 0.499727, 0.352008, 0.521906, 0.308311, 0.485742, 0.335576, 0.535569, -0.012187, 0.190359, -0.0699241, 0.529374, 0.612366, -0.388257, -0.930326, -0.150645, -1.23345, 2.05035, 1.69983, -0.591513, -0, -0, -18.8288, 0.487482, -7.61436, 0.699241, 0.137358, 0.477115, -0.3679, 0.166853, 1.55551, 0.832647, -0.00149509, -0.0275172, 0.000238438, 
[2024-06-21 10:38:25.387899] [0x0000007f9bffe9a0] [LogDataTag] [0x000021f9] [8093] 1718980687273216, 18.1129, -2.85061, -0.197652, -1.00019, -0.212465, 0.646149, 0.000664455, 2.8004, 0.376235, 0.000410684, 1.88848, -4.08389, -4.87232, 18.0979, -2.92859, -0.267093, -0.956544, -0.609412, 0.0788531, 0.0671353, -0.786061, -0.507848, 0.474822, 0.0583533, 0.222618, -0.0624444, -4.65806, -0.203228, 0.042153, 1.81833, 1245, 8.61077, 5.25747, -23.0655, 3.95679, -4.81233, -24.3924, 25.1755, 0.0442898, -0.132306, -0.0596565, -0.192336, -0.160813, 0.0721138, -0.862263, 0.882391, 1.54337, 0.030725, -1.00131, -4.55364, 0, 0, 0, 0, 0, 0, 0, 0, 2.16246, 3.75607, 2.63999, 4.0292, 2.26466, 3.65387, 2.53779, 4.1314, 0.326968, 0.476476, 0.374559, 0.499942, 0.337416, 0.467573, 0.36462, 0.508614, -0.0108928, 0.202966, -0.0701454, 0.54586, 0.624971, -0.392784, -0.929168, -0.147541, -1.23737, 2.06768, 1.8846, -0.576888, -0, -0, -18.8288, 0.435711, -8.11866, 0.701454, 0.137528, 0.474134, -0.363696, 0.413888, 1.39044, 0.939499, -0.00182404, -0.0285415, 0.000295443, 
[2024-06-21 10:38:25.397922] [0x0000007faff34010] [LogDataTag] [0x000021f9] [8098] 1718980687273216, 18.1229, -2.85259, -0.191183, -1.00018, -0.184549, 0.649871, 0.000668268, 2.79287, 0.369419, 0.000353322, 1.84749, -4.12624, -3.60005, 18.1067, -2.93295, -0.262244, -0.956001, -0.625805, 0.0766299, 0.0683408, -0.773192, -0.484022, 0.456272, 0.0666037, 0.184893, -0.0952494, -4.6447, -0.203095, 0.0329692, 1.77737, 1322, 8.6856, 5.74884, -23.2408, 4.60917, -4.82151, -24.5791, 25.4681, 0.0369381, -0.128402, -0.0407085, -0.190465, -0.185371, 0.100236, -0.881653, 0.345284, 2.18598, 0.0354876, -1.03013, -4.53249, 0, 0, 0, 0, 0, 0, 0, 0, 2.44991, 3.55286, 2.8994, 3.83188, 2.53515, 3.46763, 2.81417, 3.91711, 0.355973, 0.4587, 0.399273, 0.483034, 0.364361, 0.451153, 0.391231, 0.490365, -0.0126296, 0.21834, -0.0701237, 0.562546, 0.63955, -0.397611, -0.927975, -0.144367, -1.24133, 2.09631, 2.12958, -0.659354, -0, -0, -18.8288, 0.505183, -8.73361, 0.701237, 0.137709, 0.470937, -0.359488, 0.647488, 1.4848, 0.812485, -0.00270846, -0.0272618, 0.000451246, 
[2024-06-21 10:38:25.407544] [0x0000007fa8fd89a0] [LogDataTag] [0x000021f9] [8102] 1718980687273216, 18.1329, -2.85429, -0.184675, -1.00017, -0.156698, 0.653525, 0.000671511, 2.78501, 0.362354, 0.000296328, 1.80613, -4.15555, -2.26165, 18.1157, -2.93717, -0.25758, -0.955436, -0.641532, 0.0741941, 0.069484, -0.760332, -0.46941, 0.444085, 0.0658087, 0.222173, -0.146694, -4.58527, -0.202291, 0.0236741, 1.73748, 1047, 8.88456, 6.10794, -23.2429, 5.09818, -4.9286, -24.621, 25.6218, -0.0176856, -0.0944188, -0.0198888, -0.193566, -0.204181, 0.0923624, -0.859461, -0.904723, 3.56429, 0.116512, -1.06495, -4.46355, 0, 0, 0, 0, 0, 0, 0, 0, 2.84059, 3.297, 3.06763, 3.60566, 2.79978, 3.33781, 3.10844, 3.56485, 0.393733, 0.435872, 0.414937, 0.463347, 0.389867, 0.439549, 0.418697, 0.459757, -0.00872457, 0.227855, -0.0686499, 0.580127, 0.656142, -0.402631, -0.926744, -0.141114, -1.24534, 2.18898, 2.30384, -0.651372, -0, -0, -18.8288, 0.348983, -9.1142, 0.686499, 0.137859, 0.467568, -0.355339, -0.241496, 2.05485, 0.615991, -0.00404354, -0.027749, 0.000691831, 
[2024-06-21 10:38:25.418479] [0x0000007fa97d99a0] [LogDataTag] [0x000021f9] [8106] 1718980687273216, 18.1428, -2.85572, -0.178135, -1.00017, -0.128942, 0.657105, 0.000674187, 2.77684, 0.355042, 0.00023979, 1.76456, -4.17127, -0.883876, 18.1338, -2.94523, -0.248461, -0.954324, -0.672314, 0.068634, 0.0724501, -0.733509, -0.433098, 0.426257, 0.0705603, 0.165148, -0.252587, -4.5752, -0.199902, 0.00326882, 1.65747, 1900, 8.84565, 6.50765, -23.3612, 5.7938, -4.55391, -24.7393, 25.8136, 0.0458327, -0.0816762, 0.00468363, -0.177343, -0.230048, 0.130028, -0.830041, 1.50067, 3.07832, 0.150654, -1.15607, -4.43395, 0, 0, 0, 0, 0, 0, 0, 0, 3.11651, 3.10518, 3.45397, 3.23112, 3.22227, 2.99942, 3.34821, 3.33688, 0.419438, 0.418397, 0.449939, 0.429907, 0.429102, 0.408619, 0.440484, 0.439465, -0.0225592, 0.233317, -0.107088, 0.626615, 0.63294, -0.412587, -0.925435, -0.137911, -1.24943, 2.12909, 2.53933, -0.698861, -0, -0, -18.8288, 0.902367, -9.33268, 1.07088, 0.138128, 0.464097, -0.349683, -0.206256, 3.26031, 0.525357, -0.00686885, -0.0259521, 0.00118482, 
[2024-06-21 10:38:25.427882] [0x0000007fa97d99a0] [LogDataTag] [0x000021f9] [8110] 1718980687273216, 18.1528, -2.85687, -0.17154, -1.00016, -0.101191, 0.660621, 0.000676305, 2.76833, 0.347457, 0.000183564, 1.72279, -4.17314, 0.510335, 18.1429, -2.94914, -0.244101, -0.953724, -0.686984, 0.0657397, 0.0741736, -0.719881, -0.418887, 0.408549, 0.0735232, 0.173048, -0.304337, -4.50078, -0.198421, -0.00726273, 1.61828, 1301, 9.05098, 6.98615, -23.4364, 6.3783, -4.55939, -24.8701, 26.0766, 0.0130945, -0.0692091, 0.0257572, -0.175749, -0.251054, 0.170968, -0.795201, 0.29375, 3.3991, 0.20466, -1.18557, -4.35259, 0, 0, 0, 0, 0, 0, 0, 0, 3.46827, 2.85455, 3.69482, 3.02067, 3.49848, 2.82434, 3.6646, 3.05089, 0.45121, 0.395051, 0.471148, 0.410592, 0.453892, 0.392195, 0.468511, 0.41339, -0.022672, 0.243792, -0.104513, 0.645911, 0.653045, -0.417925, -0.924064, -0.134679, -1.25359, 2.22388, 2.7728, -0.728469, -0, -0, -18.8288, 0.90688, -9.75166, 1.04513, 0.138468, 0.460493, -0.34336, -0.336911, 3.90366, 0.358896, -0.00811166, -0.0254258, 0.00140738, 
[2024-06-21 10:38:25.437511] [0x0000007faff34010] [LogDataTag] [0x000021f9] [8114] 1718980687273216, 18.1627, -2.85773, -0.164995, -1.00015, -0.0738795, 0.664016, 0.000677846, 2.75961, 0.339718, 0.000128557, 1.6816, -4.16135, 1.87139, 18.1519, -2.95296, -0.239851, -0.953138, -0.701335, 0.0626311, 0.0761183, -0.705983, -0.400735, 0.400948, 0.0709368, 0.129591, -0.365576, -4.48238, -0.196625, -0.0183369, 1.57921, 1053, 9.19976, 7.24959, -23.4049, 6.74157, -4.4847, -24.8882, 26.1721, 0.000371314, -0.0178203, 0.047705, -0.172204, -0.264527, 0.185568, -0.722586, -0.311779, 4.55341, 0.2089, -1.23421, -4.32532, 0, 0, 0, 0, 0, 0, 0, 0, 3.84213, 2.65036, 3.89354, 2.70005, 3.84298, 2.6495, 3.89268, 2.70091, 0.483918, 0.375561, 0.488342, 0.380346, 0.483992, 0.375479, 0.488269, 0.380428, -0.0244209, 0.24619, -0.102392, 0.666595, 0.673701, -0.423136, -0.922651, -0.131345, -1.2578, 2.28799, 2.89375, -0.70259, -0, -0, -18.8288, 0.976835, -9.84759, 1.02392, 0.138825, 0.456813, -0.337175, -0.233317, 5.11624, 0.327933, -0.00969387, -0.0239737, 0.001675, 
[2024-06-21 10:38:25.447714] [0x0000007fa8fd89a0] [LogDataTag] [0x000021f9] [8119] 1718980687273216, 18.1729, -2.85834, -0.158256, -1.00015, -0.0459877, 0.667414, 0.000678865, 2.75037, 0.33153, 7.27535e-05, 1.63959, -4.13552, 3.22225, 18.1652, -2.95661, -0.235696, -0.952566, -0.715181, 0.0593353, 0.0782445, -0.692007, -0.384124, 0.391758, 0.0682309, 0.150353, -0.434516, -4.47541, -0.194472, -0.0298015, 1.54077, 1131, 9.37733, 7.55101, -23.371, 7.12927, -4.41452, -24.9167, 26.2898, -0.0277992, 0.0152418, 0.0707788, -0.168717, -0.278679, 0.182979, -0.624987, -0.743112, 4.64404, 0.278748, -1.29119, -4.30899, 0, 0, 0, 0, 0, 0, 0, 0, 4.22466, 2.39104, 4.11727, 2.41195, 4.16051, 2.45519, 4.18142, 2.3478, 0.516484, 0.350126, 0.507418, 0.352208, 0.511075, 0.356495, 0.51284, 0.345803, -0.025755, 0.248877, -0.0988226, 0.687898, 0.696964, -0.428224, -0.921192, -0.127899, -1.26207, 2.36696, 3.03222, -0.67552, -0, -0, -18.8288, 1.0302, -9.9551, 0.988226, 0.139205, 0.453094, -0.331174, -0.957694, 6.66203, 0.346945, -0.011473, -0.0245119, 0.00199442, 
[2024-06-21 10:38:25.458215] [0x0000007fa97d99a0] [LogDataTag] [0x000021f9] [8124] 1718980687273216, 18.1828, -2.85866, -0.151581, -1.00014, -0.0185941, 0.670681, 0.000679319, 2.74093, 0.323202, 1.83495e-05, 1.59851, -4.09701, 4.48485, 18.1743, -2.96019, -0.231676, -0.952004, -0.728406, 0.055886, 0.0807485, -0.678072, -0.385903, 0.384976, 0.0687893, 0.0984155, -0.541252, -4.30043, -0.192272, -0.0418581, 1.50329, 1309, 9.79794, 7.79996, -23.3997, 7.45655, -4.544, -25.0626, 26.5402, -0.0732826, 0.0584726, 0.0881189, -0.172059, -0.289177, 0.141038, -0.514444, -2.0421, 4.68005, 0.270878, -1.35304, -4.12137, 0, 0, 0, 0, 0, 0, 0, 0, 4.5865, 2.21443, 4.25153, 2.21765, 4.41741, 2.38353, 4.42063, 2.04856, 0.546708, 0.332301, 0.518744, 0.33263, 0.532637, 0.349377, 0.532905, 0.315122, -0.0202123, 0.247319, -0.0952249, 0.710685, 0.720857, -0.433216, -0.919685, -0.124335, -1.26638, 2.57116, 3.14275, -0.6811, -0, -0, -18.8288, 0.808494, -9.89275, 0.952249, 0.139535, 0.449378, -0.325388, -1.2984, 8.386, 0.0487189, -0.0137237, -0.0213455, 0.00237248, 
[2024-06-21 10:38:25.467974] [0x0000007f9bffe9a0] [LogDataTag] [0x000021f9] [8128] 1718980687273216, 18.1928, -2.85871, -0.144848, -1.00013, 0.00880765, 0.673875, 0.000679232, 2.73115, 0.314581, -3.56334e-05, 1.55773, -4.04611, 5.66153, 18.1833, -2.96378, -0.227713, -0.951489, -0.740807, 0.0525465, 0.0832237, -0.664468, -0.373087, 0.376647, 0.0667435, 0.0547335, -0.50113, -4.15224, -0.189861, -0.0535, 1.46735, 1283, 10.0258, 8.08171, -23.3777, 7.81069, -4.47635, -25.1257, 26.6898, -0.0676246, 0.0450672, 0.103287, -0.168514, -0.301394, 0.0941448, -0.414923, -1.4187, 3.76026, 0.26803, -1.27575, -3.98876, 0, 0, 0, 0, 0, 0, 0, 0, 4.76926, 2.03104, 4.48538, 2.05923, 4.61322, 2.18708, 4.64142, 1.90319, 0.561843, 0.31328, 0.538302, 0.316242, 0.548925, 0.329499, 0.551262, 0.299659, -0.0213473, 0.247894, -0.0903756, 0.735499, 0.745791, -0.437792, -0.918127, -0.120647, -1.27075, 2.67326, 3.2695, -0.660643, -0, -0, -18.8288, 0.853891, -9.91577, 0.903756, 0.13985, 0.445663, -0.319869, -1.73885, 8.60823, -0.114717, -0.0122918, -0.0188057, 0.00210761, 
[2024-06-21 10:38:25.478305] [0x0000007faff34010] [LogDataTag] [0x000021f9] [8133] 1718980687273216, 18.2028, -2.85849, -0.138101, -1.00013, 0.0360364, 0.676973, 0.00067861, 2.72108, 0.305723, -8.88045e-05, 1.51761, -3.98415, 6.72661, 18.1923, -2.96731, -0.223797, -0.95103, -0.752668, 0.049295, 0.0860019, -0.650895, -0.353806, 0.370911, 0.055153, 0.0236732, -0.537195, -4.05869, -0.18766, -0.0653366, 1.43218, 1726, 10.1668, 8.30751, -23.1715, 8.09918, -4.33383, -24.9984, 26.6327, -0.0541133, 0.0409123, 0.118186, -0.163453, -0.313316, 0.0722809, -0.343398, -0.551874, 2.69735, 0.278012, -1.28495, -3.89552, 0, 0, 0, 0, 0, 0, 0, 0, 4.92686, 1.84736, 4.68594, 1.85616, 4.802, 1.97222, 4.8108, 1.7313, 0.574858, 0.293604, 0.55495, 0.294563, 0.564549, 0.307054, 0.565276, 0.280785, -0.0242063, 0.24798, -0.0854352, 0.76177, 0.77126, -0.441863, -0.916513, -0.116833, -1.27515, 2.72889, 3.36668, -0.544744, -0, -0, -18.8288, 0.968254, -9.9192, 0.854352, 0.140198, 0.441945, -0.314644, -2.05731, 9.41554, -0.177258, -0.0128856, -0.0171758, 0.00219817, 
